[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[35:30.740 --> 35:40.740]  And where once you had the freedom to object and think and speak as you saw fit, you now have sensors and systems of surveillance coercing your conformity and suppressing your submachine.
[35:40.740 --> 35:41.740]  We need cameras.
[35:41.740 --> 35:44.740]  How did this happen? Who's to blame?
[35:44.740 --> 35:49.740]  Well, certainly there are those who are more responsible than others. They will be held accountable.
[35:49.740 --> 35:56.740]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[35:56.740 --> 36:04.740]  I know why you did it. I know you were afraid. Who wouldn't be? War, terror and disease?
[36:04.740 --> 36:10.740]  There were a myriad of problems conspired to corrupt your reason and rob you of your common sense.
[36:10.740 --> 36:16.740]  Fear got the best of you and in your panic you turned to the now high Chancellor, Adam Sutler.
[36:16.740 --> 36:30.740]  He promised you order. He promised you peace. And all he demanded in return was your silent, obedient consent.
[36:30.740 --> 36:38.740]  There is a war. It's happening now. It will decide the fate of humanity. The time to choose sides has come.
[36:38.740 --> 36:49.740]  We are the resistance. We are the Info War.
[36:49.740 --> 36:57.740]  The quickening is here. No one can make any doubt about that. And I'm going to open the phones up as I did yesterday.
[36:57.740 --> 37:03.740]  In the second and third hour, we had amazing calls yesterday as we did first time callers.
[37:03.740 --> 37:08.740]  And that gave folks a chance. We've been unable to get in on air, a chance.
[37:08.740 --> 37:12.740]  I had three people left on hold at the end of the show. We have their names and numbers in there.
[37:12.740 --> 37:17.740]  I'm going to try to call them first and get them on if they're able to make a call during the weekdays.
[37:17.740 --> 37:22.740]  We have the Sunday show. Of course, 4 to 6 p.m. I've been doing that show now for 12 years.
[37:22.740 --> 37:32.740]  Been doing this show for 22 years. Then on air for 25. Time is certainly flying.
[37:32.740 --> 37:39.740]  You get back into the raid and you're welcome to call in about that. You're welcome to call in about the move to impeach.
[37:39.740 --> 37:42.740]  You're welcome to call in about the private fellow reserve trying to plunge the economy.
[37:42.740 --> 37:46.740]  You're welcome to call in about anything you want to cover really.
[37:46.740 --> 37:53.740]  It will be up in phones as long as you're a first time caller.
[37:53.740 --> 37:56.740]  And how do you think the deep state is going to keep trying to strike back?
[37:56.740 --> 38:08.740]  We know with just huge hoaxes. But I'll tell you this about the situation with Trump and the Alback Daddy raid.
[38:08.740 --> 38:15.740]  I went through every piece of evidence and every piece of background info that I know about this.
[38:15.740 --> 38:21.740]  It would take me probably 10 hours to lay out each piece of evidence. It's knowledge.
[38:21.740 --> 38:26.740]  You know, you out there have a lot of that same knowledge in some cases more than I do.
[38:26.740 --> 38:33.740]  But you got to know how Hillary and Obama set up the Arab Spring almost nine years ago now.
[38:33.740 --> 38:41.740]  A couple years into their administration. And you got to know how they had a different group in Saudi Arabia that they had an alliance with
[38:41.740 --> 38:53.740]  running the Wahhabist terror systems that you know as al-Qaeda, al-Nusra, and then of course their state is Islamic state.
[38:53.740 --> 39:02.740]  And the fact that they were brought in to Syria and brought in to Libya and protected and allowed to put blacks back into slavery in North Africa
[39:02.740 --> 39:06.740]  and kick women out of college and throw gays off buildings.
[39:06.740 --> 39:12.740]  And we all know what Obama and Hillary did with that faction in Saudi Arabia.
[39:12.740 --> 39:20.740]  Trump got in, turned it around, really knocked some heads, worked with the faction in Saudi Arabia to kill.
[39:20.740 --> 39:24.740]  They probably killed at least 10,000 people.
[39:24.740 --> 39:31.740]  Ran a big hotel, torturing people, hanging them up by their feet. I mean, I don't really condone all that.
[39:31.740 --> 39:36.740]  I don't know what the Saudis do, but Trump told them, you do this or I'm going to overthrow your whole government.
[39:36.740 --> 39:41.740]  No more games after the Saudis stayed to Vegas.
[39:41.740 --> 39:45.740]  And that's just the way the real world works, folks.
[39:45.740 --> 39:53.740]  And all of that's confirmed. So Trump has kicked the Saudis out that the deep state was telling what to do, the globalist.
[39:53.740 --> 39:59.740]  And he said, we're going to have peace in the Middle East. We're not going to have the strategy of tension stirring up probability stabilizing things anymore.
[39:59.740 --> 40:08.740]  You do that, it's over. Oh, and by the way, we didn't take Iraq over in 91 in 2003 to give all the oil to China.
[40:08.740 --> 40:14.740]  We're taking it. See, you always heard we went there for oil. No, we went there for globalism.
[40:14.740 --> 40:17.740]  It's like we went to Afghanistan to secure the rare earth minerals for China.
[40:17.740 --> 40:21.740]  They've not spent $1 on security. They've spent a trillion for them.
[40:21.740 --> 40:25.740]  Trump's like, we're not doing this anymore. By the way, the oil's ours.
[40:25.740 --> 40:30.740]  We want to really get down to brass tacks. Trump's like, the local governments get it.
[40:30.740 --> 40:36.740]  You can put out the bid for the highest level. And by the way, you're going to pay us if we're going to be here to provide security and we deserve the first bid.
[40:36.740 --> 40:42.740]  That's good what Trump's doing. He was against the first Gulf War. He was against the second media.
[40:42.740 --> 40:47.740]  He always said, no, he's not. I went and found the clips on CNN and local New York news.
[40:47.740 --> 40:52.740]  He was against the first one and he was against the second one.
[40:52.740 --> 40:56.740]  He's been in the Gulf so many times.
[40:56.740 --> 41:03.740]  And so the Kurds have been wanting an area between Iraq and northern Syria for 100 years, a little bit longer.
[41:03.740 --> 41:08.740]  They've been fighting the Ottoman Empire for that 100 years ago. That's where Turkey is today.
[41:08.740 --> 41:14.740]  The Ottoman Empire was based there since they took over Constantinople, sacked it, took it from Christendom and the eastern Roman Empire.
[41:14.740 --> 41:19.740]  But see, that's all history. And the closest thing to a crystal ball is knowing real history.
[41:19.740 --> 41:28.740]  Because it just repeats over and over again and how it all interchanges and how everything that's ancient is like waves coming into the beach as part of the same ocean.
[41:28.740 --> 41:36.740]  It's an electrical connection to everything that's already taking place. It's simply amazing. But I digress.
[41:36.740 --> 41:42.740]  Everything Trump's doing is being watched. Plus, he's a straight shooter. He wants that guy dead. He wants to end it.
[41:42.740 --> 41:50.740]  And it was being protected by globalists still in our military and that they had a base there. It wasn't a camp. It wasn't a prison camp.
[41:50.740 --> 42:00.740]  It was their base. And so Trump let the Kurds come in earlier on and said, you're going to get your own area, but they started attacking Turkey
[42:00.740 --> 42:05.740]  and had a civil war with the other Kurds in Iraq. And so Turkey said, that's it. We're taking a 20-mile exclusion zone.
[42:05.740 --> 42:14.740]  Trump said, fine, I want you to destroy the last ISIS holdout. Kill them. And they are all being killed in between the Turks and the Russians.
[42:14.740 --> 42:23.740]  They're just slaughtering them. There was only a few thousand left. And Al-Baghdadi went and hid in a hole. He got ratted out by his own people.
[42:23.740 --> 42:29.740]  And he got killed. Again, did Obama stage fake raids? Absolutely.
[42:29.740 --> 42:38.740]  Trump's not staging fake stuff because that's not his style. And he knows that that would be leaked out immediately.
[42:38.740 --> 42:45.740]  So the media has to go, oh, he staged his photo op. Well, not exactly because you see people are looking in different directions.
[42:45.740 --> 42:51.740]  Some are looking off the side, Pence is. Secretary of Defense is looking at the screen.
[42:51.740 --> 43:00.740]  Chairman is going to see if they're not the camera. Trump's looking at the screen. To say it's staged, everything, all photos are staged unless you don't know you're having a photo taken.
[43:00.740 --> 43:07.740]  That's all they've got, folks. No. Trump's the real deal. The globalist stage stuff. Trump delivers. He's a straight shooter.
[43:07.740 --> 43:19.740]  Hello today on All Things Considered. I'm Wilbur Snakily to tell you all that there's been a lot of conspiracy theories out there that fluoride in your water is hurting you.
[43:19.740 --> 43:27.740]  I'm not sure the Journal of American Medical Association admits that it's causing some cancer and massive brain damage and infertility.
