[00:00:03.039 --> 00:00:05.381]  I don't think so.
[00:22:32.579 --> 00:22:36.302]  A lot of times they just, the kid gets sick, they just shoot him in the head, throw him in the ditch.
[00:22:36.302 --> 00:22:41.247]  The Border Patrol, every few days, finds little dead kids, or every few days, huge 18-wheelers full of dead people.
[00:22:41.827 --> 00:22:49.852]  And it's just this minor, oh they found 15 dead Mexicans, or they found 24 dead Hondurans, or they found a bunch of little dead, they found a three-year-old dead girl.
[00:22:49.852 --> 00:22:54.554]  Yeah, she'd been raped a bunch, and she was in a cornfield in South Texas, but you know what?
[00:22:54.554 --> 00:22:56.695]  Hey!
[00:22:56.695 --> 00:22:58.316]  Donald Trump's a racist, okay?
[00:22:58.316 --> 00:23:05.780]  Because he said we're not going to put up with that, we're going to charge your ass and put you in prison if you got a kidnapped kid.
[00:23:05.780 --> 00:23:07.181]  Well, not Joe Biden.
[00:23:07.181 --> 00:23:10.303]  Because again, he's liberal, he's a holy man, he's a good man.
[00:23:12.133 --> 00:23:18.477]  But let me make a big announcement for everybody right now, and I'm very excited about this.
[00:23:18.477 --> 00:23:22.579]  People ask, Jones, why do you have three sleep aids?
[00:23:22.579 --> 00:23:24.920]  Well, different strokes for different folks.
[00:23:24.920 --> 00:23:34.486]  I came up with the knockout idea eight years ago, nine years ago, to have melatonin, L-tryptophan, valerian root, and four other ingredients, five other ingredients.
[00:23:34.486 --> 00:23:38.028]  But they're all at mid-level dosages, and it works great, and people love it.
[00:23:39.016 --> 00:23:45.162]  But like any natural thing in the environment, or any drug for that matter, things stop working, you build up a tolerance.
[00:23:45.162 --> 00:23:51.108]  So instead of upping the dose, you just use another formula, then you come back to it and six months a year it works again.
[00:23:51.108 --> 00:23:57.354]  We put out rocket rest, my dad did, part of his Dr. Jones naturals.
[00:23:57.354 --> 00:24:00.537]  That's been backwarded, we haven't gotten that back in, it's fabulously popular.
[00:24:01.778 --> 00:24:09.522]  I already got a lot of requests from listeners to create a liquid formula of Rocket Rest, and that is essentially what this is.
[00:24:09.522 --> 00:24:11.323]  Highest quality organic ingredients.
[00:24:11.323 --> 00:24:13.785]  It's called Down and Out.
[00:24:13.785 --> 00:24:18.467]  It's not the type of Down and Out where you're almost under a bridge because of the COVID lockdown.
[00:24:18.467 --> 00:24:22.509]  It's Down and Out, like you're going to be down and out for the night.
[00:24:22.509 --> 00:24:25.611]  One dropper full, if you just swallow, it's incredibly powerful.
[00:24:25.611 --> 00:24:28.112]  Put it under the tongue, hold it for a minute, look out.
[00:24:28.112 --> 00:24:29.433]  I suggest you take about a quarter
[00:24:30.683 --> 00:24:33.245]  The first time you use it, I don't know.
[00:24:33.245 --> 00:24:40.331]  Got a big shipment of this in, because now that we can't ever get shipments in because of the lockdown of the economy, I put in bigger orders, hoping to actually get them in.
[00:24:40.331 --> 00:24:41.612]  Well, we got a big shipment in, thank God.
[00:24:41.612 --> 00:24:48.637]  It's like an offer 40% off, out of the gates on this, with free shipping, part of the big sales, store-wide free shipping right now.
[00:24:48.637 --> 00:24:52.240]  Melatonin, four milligrams of a high-quality source.
[00:24:52.240 --> 00:24:54.462]  Not all melatonin is graded equal.
[00:24:54.462 --> 00:24:57.345]  This one, your brain will just slurp up with enjoyment.
[00:24:57.345 --> 00:24:59.086]  Four milligrams, melatonin.
[00:25:00.428 --> 00:25:08.493]  25 milligrams passion flower, traditionally wild harvested, Native American and Cherokee favorite.
[00:25:08.493 --> 00:25:11.175]  And boy, does it work amazingly.
[00:25:11.175 --> 00:25:15.117]  Valerian root extract, 50 milligrams.
[00:25:15.117 --> 00:25:17.058]  I mean, this is down and out, folks.
[00:25:17.058 --> 00:25:19.019]  Lemon balm, 100 milligrams.
[00:25:19.019 --> 00:25:26.023]  German chamomile, used in prehistoric times for bedtime tea, to calm nerves, promote healthy sleep pattern.
[00:25:26.023 --> 00:25:26.864]  150 juicy milligrams.
[00:25:29.486 --> 00:25:33.748]  I said, as usual, I said, I want people to get an amazing formula.
[00:25:33.748 --> 00:25:39.510]  They sell watered-down crap versions of this at Whole Foods for the same price that are 10% as strong.
[00:25:39.510 --> 00:25:42.472]  This is down-and-out sleep support.
[00:25:42.472 --> 00:25:45.033]  This is like Mike Tyson in a bottle.
[00:25:45.033 --> 00:25:45.853]  Look out.
[00:25:45.853 --> 00:25:47.414]  Be careful the first time you take it.
[00:25:48.010 --> 00:25:50.672]  And be ready in about 30-45 minutes to go CP time.
[00:25:50.672 --> 00:25:53.293]  Because this is even stronger than Rocket Rest.
[00:25:53.293 --> 00:25:55.035]  It's a powdered pill.
[00:25:55.035 --> 00:25:56.556]  It's the liquid formula of this.
[00:25:56.556 --> 00:25:57.576]  Concentrate.
[00:25:57.576 --> 00:26:01.539]  You know, this isn't just passion flower, valerian root, or canola.
[00:26:01.539 --> 00:26:03.520]  It's the concentrate extract.
[00:26:03.520 --> 00:26:05.982]  With the 4 milligrams of melatonin.
[00:26:05.982 --> 00:26:10.124]  You try to buy melatonin liquid this strong, it costs as much as this does.
[00:26:10.124 --> 00:26:12.726]  This has all the ingredients in there and no filler.
[00:26:12.726 --> 00:26:14.387]  Most of you buy a bunch of filler, folks.
[00:26:14.387 --> 00:26:15.988]  A little bit of what you're paying for and a bunch of filler.
[00:26:15.988 --> 00:26:17.269]  There's no filler in this, sweetheart.
[00:26:18.197 --> 00:26:20.344]  This is Down-N-Out.
[00:26:20.344 --> 00:26:23.352]  I told them to change the name to Rocket Rest Liquid, but they did this fine.
[00:26:23.352 --> 00:26:24.476]  Down-N-Out, it's a great name, whatever.
[00:26:25.251 --> 00:26:26.552]  Infowarstore.com.
[00:26:26.552 --> 00:26:28.453]  It's amazing and it funds the Infowar.
[00:26:28.453 --> 00:26:30.675]  It'll put the globalists out and out politically.
[00:26:30.675 --> 00:26:32.316]  So get yours at Infowarstore.com.
[00:26:32.316 --> 00:26:35.758]  And only four days left to get 10% off with storable food and free shipping.
[00:26:35.758 --> 00:26:38.300]  Free shipping is such a huge deal with storable food.
[00:26:38.300 --> 00:26:39.300]  Unprecedented.
[00:26:39.300 --> 00:26:40.982]  Get prepared now where you still can.
[00:26:40.982 --> 00:26:42.483]  Infowarstore.com.
[00:26:42.483 --> 00:26:43.143]  For call toll free.
[00:26:43.143 --> 00:26:50.348]  We'll take your call, answer your questions, take your order over the phone.
[00:26:50.348 --> 00:26:50.508]  888-253-3139.
[00:26:50.508 --> 00:26:50.968]  888-253-3139.
[00:26:50.968 --> 00:26:52.689]  Just want to thank you all for your support.
[00:26:52.689 --> 00:26:54.631]  We'll be right back on the other side with all the news.
[00:26:54.631 --> 00:26:55.051]  Stay with us.
[00:26:57.785 --> 00:27:01.407]  Humanity has been domesticated by and large.
[00:27:01.407 --> 00:27:05.970]  The population has been trained to submit, do what you're told, and it's all going to pass.
[00:27:05.970 --> 00:27:15.175]  But if you study authoritarians, if you study the globalists, you understand that they reach a point where all the training is just beta, and you go into the point of being culled, being totally enslaved.
[00:27:15.175 --> 00:27:19.638]  And because the globalists see us as weak and see us as stupid, they are now making that move.
[00:27:19.638 --> 00:27:26.922]  And they are collapsing the third world with their economic weapons to then flood us with a third world that the UN will use as a weapon
[00:27:27.322 --> 00:27:37.749]  To then have us, under such a crisis, under such a load, capitulate to the UN, whatever agreements they want us to sign, hoping that they will stop the flood of tens of millions of refugees.
[00:27:37.749 --> 00:27:53.580]  Not fleeing COVID or climate change, as the UN and Klaus Schwab are saying, and Bill Gates is saying, but fleeing the year-long lockdowns that the UN and Bill Gates ordered them to institute, or they wouldn't get more IMF and World Bank money.
[00:27:53.580 --> 00:27:57.022]  And that's why we have to really get educated about the globalists.
[00:27:59.223 --> 00:28:04.066]  We're shooting this on the evening of Monday, March 1st, 2021.
[00:28:04.066 --> 00:28:09.149]  And in just six days, this Saturday, the biggest sale ever on storable food is going to end.
[00:28:09.149 --> 00:28:16.473]  Because of the ice storms and the problems around the country, our big supplier, highest quality storable food at the lowest price, MyPatriot, is giving us the best deal ever.
[00:28:16.753 --> 00:28:19.254]  Free shipping on all of their storable food.
[00:28:19.254 --> 00:28:23.636]  That's a big cost of storable foods, the shipping, because it weighs a lot.
[00:28:23.636 --> 00:28:24.756]  And 10% off on top of it.
[00:28:24.756 --> 00:28:27.777]  You won't see this deal come along for a long, long time.
[00:28:27.777 --> 00:28:30.638]  You've got until this Saturday, the 6th of March, 2021.
[00:28:30.638 --> 00:28:35.140]  And then contractually, they have to end the sale because they have hundreds of distributors.
[00:28:35.140 --> 00:28:37.101]  They're getting mad that we're undercutting the price.
[00:28:37.101 --> 00:28:37.981]  They decided to do this.
[00:28:37.981 --> 00:28:39.242]  So it's exclusively available.
[00:28:39.242 --> 00:28:41.763]  There's a few days left at InfoWarsStore.com.
[00:28:44.866 --> 00:28:47.490]  All their food, all their packages, one month, six months a year.
[00:28:47.490 --> 00:28:49.693]  It's all at PreparedWithAlex.com.
[00:28:49.693 --> 00:28:51.876]  Take advantage of it now, and it puts you in full order.
[00:28:58.866 --> 00:29:13.591]  The entire New World Order system is about making you feel pathetic, and making you feel weak, making you play the part of a victim, so you don't take your birthright as being made the image of God, and the incredible mission and destiny we have, being given free will.
[00:29:14.251 --> 00:29:22.432]  Being given free will, being given consciousness, is literally the seed of an entire universe, an entire system.
[00:29:22.432 --> 00:29:39.075]  And the fact that you're able to commune with God, the fact that you're able to see the beauty of a sunset, or the beauty of the waves in the ocean, or the beauty of your wife or your husband, or the beauty of your child learning knowledge, the beauty of music, the fact that you can commune with that and resonate with that is energetic.
[00:29:39.075 --> 00:29:42.516]  And that itself is what God teaches us is worship.
[00:29:43.136 --> 00:29:51.503]  So don't worship the globalists, don't worship the NFL, don't worship all the things of the system, but worship the things of God, because we're made by God.
[00:29:51.503 --> 00:29:55.847]  And appreciate your consciousness, and appreciate free speech, while you still have it.
[00:29:55.847 --> 00:30:00.491]  While you still have it.
[00:30:00.491 --> 00:30:03.093]  You're listening to the Alex Jones Show.
[00:30:08.858 --> 00:30:11.600]  Look at the shoes you're filling.
[00:30:11.600 --> 00:30:16.023]  Look at the blood we're spilling.
[00:30:16.023 --> 00:30:18.484]  Look at the world we're killing.
[00:30:18.484 --> 00:30:22.247]  The way we fall is done before.
[00:30:22.247 --> 00:30:25.209]  Look at the dogs we follow.
[00:30:25.209 --> 00:30:28.891]  Look at the leaders we follow.
[00:30:28.891 --> 00:30:33.494]  Look at the lives we've swallowed.
[00:30:33.494 --> 00:30:36.516]  And I don't wanna hear no more.
[00:30:39.978 --> 00:30:43.240]  They're triggering a civil war against humanity.
[00:30:43.240 --> 00:30:45.120]  Humanity against ourselves.
[00:30:45.120 --> 00:30:46.281]  Believing we're toxic.
[00:30:46.281 --> 00:30:47.181]  Believing we're evil.
[00:30:47.181 --> 00:30:51.123]  No, we are life!
[00:30:51.123 --> 00:30:51.683]  We are love.
[00:30:51.683 --> 00:30:55.005]  And we are coming together.
[00:30:55.005 --> 00:30:57.386]  The enemy's not going to stop that.
[00:30:57.386 --> 00:31:01.928]  That's why they're invoking racism and division in the name of fighting it, because they want us divided.
[00:31:01.928 --> 00:31:02.708]  So we will fall.
[00:31:02.708 --> 00:31:04.009]  We will not fall.
[00:31:04.009 --> 00:31:04.749]  We will come together.
[00:31:04.749 --> 00:31:06.430]  We will defeat the enemy's design.
[00:31:09.865 --> 00:31:11.906]  All right, let's lay it out.
[00:31:11.906 --> 00:31:14.486]  You know, I told you, I see this as really good news.
[00:31:14.486 --> 00:31:17.187]  We'll obviously try to open the phones up, if not today, tomorrow.
[00:31:17.187 --> 00:31:18.507]  I've been coming in doing the Saturday show.
[00:31:18.507 --> 00:31:21.168]  I think I'll do a big live Saturday one this Saturday if I have time.
[00:31:21.168 --> 00:31:24.008]  I don't want to be out of town and take calls.
[00:31:24.008 --> 00:31:27.749]  Your calls are so precious, but a lot of times the commercial free shows are the best for calls.
[00:31:27.749 --> 00:31:33.951]  I can't really get to a lot of you, but let me just hit these headlines, then I'll obviously tell you why I think it's positive.
[00:31:33.951 --> 00:31:39.052]  We have a Texas governor ends a mask mandate, opens Texas up 100 percent, even though there's a hidden
[00:31:40.632 --> 00:31:41.973]  Barb in there.
[00:31:41.973 --> 00:31:48.579]  It still means they're having to bend the will of the people, at least in name only, so that we kind of go to sleep and they'll put the pressure back on.
[00:31:48.579 --> 00:31:49.579]  That's the tactic.
[00:31:49.579 --> 00:31:53.122]  Texas Governor Abbott declares end to statewide mask mandate.
