[00:00:00.389 --> 00:00:06.753]  Wow!
[01:42:28.666 --> 01:42:31.907]  That'll be a counterbalance, because communism is so sexy.
[01:42:31.907 --> 01:42:32.587]  Great point, Sean.
[01:42:32.587 --> 01:42:34.808]  We're going to come back, and I'm going to rampage.
[01:42:34.808 --> 01:42:36.488]  I'm going to just shut up your comments.
[01:42:36.488 --> 01:42:38.649]  Boom, boom, boom, boom.
[01:42:38.649 --> 01:42:44.910]  And tomorrow, and Tuesday, and right through, we're going to have open phones, because it's just all kicking off.
[01:42:44.910 --> 01:42:46.271]  News Wars!
[01:42:46.271 --> 01:42:48.931]  Newswars.com is the new site.
[01:42:48.931 --> 01:42:50.251]  It loads really fast.
[01:42:50.251 --> 01:42:52.012]  It's an updated, modern version.
[01:42:53.757 --> 01:42:58.459]  As most of you already know, I am a voracious consumer of news and information.
[01:42:58.459 --> 01:43:09.104]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had
[01:43:09.244 --> 01:43:11.525]  Much better nutrition than we do today.
[01:43:11.525 --> 01:43:18.169]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[01:43:18.169 --> 01:43:20.730]  And so I set out to develop Caveman.
[01:43:20.730 --> 01:43:27.354]  But to not just have concentrated bone broth from chicken, but seven other superfood ingredients.
[01:43:27.594 --> 01:43:28.274]  We're good.
[01:43:53.880 --> 01:44:02.605]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:44:02.605 --> 01:44:03.145]  That's right.
[01:44:03.145 --> 01:44:08.408]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[01:44:08.408 --> 01:44:14.811]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[01:44:15.071 --> 01:44:22.657]  And let me tell you, son, it is perfect for freeze-drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:44:22.657 --> 01:44:22.917]  Woo!
[01:44:22.917 --> 01:44:23.938]  That's what I'm talking about.
[01:44:23.938 --> 01:44:32.685]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:44:32.685 --> 01:44:40.792]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:44:42.253 --> 01:44:45.696]  Now that's what I call the miracle of food preservation.
[01:44:45.696 --> 01:44:49.820]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:44:49.820 --> 01:44:50.901]  So what are you waiting for?
[01:44:50.901 --> 01:44:53.463]  Check it out right now at InfowarsStore.com.
[01:44:55.322 --> 01:44:56.783]  Vitamin Mineral Fusion.
[01:44:56.783 --> 01:44:59.503]  Visit Infowarslife.com to secure your canister.
[01:44:59.503 --> 01:45:06.986]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:45:06.986 --> 01:45:17.309]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:45:17.649 --> 01:45:25.492]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[01:45:25.492 --> 01:45:35.676]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:45:35.676 --> 01:45:37.717]  And this part is most important.
[01:45:37.717 --> 01:45:44.180]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[01:45:44.540 --> 01:45:45.983]  That means it's clean.
[01:45:45.983 --> 01:45:47.104]  That means it's pure.
[01:45:47.104 --> 01:45:50.009]  And rest secured, you're finding the tip of the spear in the InfoWars.
[01:45:50.009 --> 01:45:52.814]  That's InfoWarsWives.com and Vitamin Mineral Fusion.
[01:45:52.814 --> 01:45:54.456]  Take action now before we sell out.
[01:45:55.333 --> 01:46:03.595]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[01:46:03.595 --> 01:46:04.815]  A 360 win.
[01:46:04.815 --> 01:46:11.376]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at infowarshore.com.
[01:46:11.376 --> 01:46:18.898]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[01:46:19.298 --> 01:46:24.379]  Number three, we're giving you free shipping on all orders above $50.
[01:46:24.379 --> 01:46:30.481]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:46:30.481 --> 01:46:38.283]  Just go to InfoWarsTore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:46:38.283 --> 01:46:45.485]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[01:46:45.485 --> 01:46:46.285]  10% off on AutoShip.
[01:46:46.445 --> 01:46:48.887]  Win-win-win at Infowarslife.com.
[01:46:48.887 --> 01:46:50.868]  Free shipping on orders above 50 bucks.
[01:46:50.868 --> 01:46:57.313]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[01:46:57.313 --> 01:46:59.955]  You're listening to the Alex Jones Show.
[01:47:15.279 --> 01:47:16.419]  Alright, Chris, get ready.
[01:47:16.419 --> 01:47:23.120]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:23.120 --> 01:47:24.141]  Chris in Indiana.
[01:47:24.141 --> 01:47:25.621]  Chris in Indiana.
[01:47:25.621 --> 01:47:26.701]  We're going to you right now.
[01:47:26.701 --> 01:47:27.941]  Go ahead on North Korea.
[01:47:27.941 --> 01:47:30.522]  Go ahead.
[01:47:30.522 --> 01:47:31.202]  What's up, Alex?
[01:47:31.202 --> 01:47:32.802]  Hey.
[01:47:32.802 --> 01:47:35.523]  Been listening to you for seven years.
[01:47:35.523 --> 01:47:37.283]  How you doing today in Texas?
[01:47:37.283 --> 01:47:37.943]  I'm doing alright.
[01:47:37.943 --> 01:47:39.503]  You've been very patient putting up with me.
[01:47:39.503 --> 01:47:41.984]  Thank you.
[01:47:41.984 --> 01:47:42.264]  Oh, no.
[01:47:43.641 --> 01:47:46.303]  Hey, happy Labor Day weekend.
[01:47:46.303 --> 01:47:50.625]  I was just going to say about George Orwell, I got a list of books right here.
[01:47:50.625 --> 01:47:53.086]  I got them in my hand right now.
[01:47:53.086 --> 01:47:54.327]  People have to stop.
[01:47:54.327 --> 01:47:55.848]  I mean, don't stop.
[01:47:55.848 --> 01:47:58.309]  Read 1984 Animal Farm.
[01:47:58.309 --> 01:48:06.874]  But George Orwell, the man, Eric Blair, has so many more books than that.
[01:48:06.874 --> 01:48:12.317]  And it's called The Road to Wigan Pier, Homage to Catalonia, Coming Up for Air.
[01:48:13.021 --> 01:48:18.269]  Burmese days and my favorite, keep the expedition flying.
[01:48:18.269 --> 01:48:19.751]  Man, and North Korea.
[01:48:19.751 --> 01:48:23.216]  Damn, man, that guy is going off!
[01:48:25.817 --> 01:48:37.906]  No, but I agree with you, but Orwell clearly became a leading anti-communist, anti-socialist before he died, saying he learned it was just as bad as fascism.
[01:48:37.906 --> 01:48:44.692]  So, the Huffington Post, from your own research, would you agree is wrong, claiming he would be an anti-FUD today?
[01:48:44.692 --> 01:48:45.512]  Of course!
[01:48:45.512 --> 01:48:46.833]  Of course he would be anti-FUD.
[01:48:46.833 --> 01:48:49.195]  I mean, how much to Catalonia?
[01:48:49.195 --> 01:48:50.136]  You read that book.
[01:48:51.269 --> 01:49:05.533]  I've called him before, like two years ago, I said that he was... I remember reading it, the way he talks about communists and socialists and how he realized the fascists were evil and that he was working for evil.
[01:49:05.533 --> 01:49:06.533]  Exactly.
[01:49:06.533 --> 01:49:18.116]  But, I mean, you talk about, you read that book, just people, when you're talking about George Orwell, you were talking about it earlier, I was like in tears because so many
[01:49:18.993 --> 01:49:22.883]  People are talking about like, oh, Animal Farm 1984.
[01:49:22.883 --> 01:49:26.072]  George Orwell wrote so many more books.
[01:49:26.684 --> 01:49:27.885]  Then that.
[01:49:27.885 --> 01:49:31.586]  Like, so many people associate... I know, I got addicted to his writing.
[01:49:31.586 --> 01:49:33.547]  I think I read everything he ever wrote.
[01:49:33.547 --> 01:49:38.249]  You know, a lot of them are essays, so there's like seven or eight readers out that have got his stuff.
[01:49:38.249 --> 01:49:40.570]  You gotta Paul Watson's channel right now.
[01:49:40.570 --> 01:49:44.672]  He's got the, uh, George Orwell would have supported Antifa.
[01:49:44.672 --> 01:49:53.896]  He turns it into a total joke, but that's what the scumbags over at the Huffington Post, the George Soros rear end, are saying.
[01:49:53.896 --> 01:49:54.377]  Thank you, Chris.
[01:49:55.217 --> 01:49:57.378]  Okay, who is up next here?
[01:49:57.378 --> 01:49:58.739]  Phillip?
[01:49:58.739 --> 01:50:03.821]  Let's go to Phillip, calling from Napperville, Illinois.
[01:50:03.821 --> 01:50:05.942]  Phillip, you're on the air worldwide.
[01:50:05.942 --> 01:50:08.583]  Thank you, Mr. Jones.
[01:50:08.583 --> 01:50:10.684]  It's an honor and pleasure to speak with you.
[01:50:10.684 --> 01:50:13.666]  I've been trying to reach you since 2007.
[01:50:13.666 --> 01:50:16.307]  Well, it's a pleasure to be here, so go ahead.
[01:50:18.561 --> 01:50:23.822]  I want to first start by saying I'm one of Trump's rescues, shall we say.
[01:50:23.822 --> 01:50:35.045]  During the Haitian earthquake, I went to Haiti to try to lend aid with my volunteer ambulance corps and wound up being airlifted by the president when he wasn't president.
[01:50:35.045 --> 01:50:36.605]  Amazing.
[01:50:36.605 --> 01:50:40.086]  That story was told on Breitbart.
[01:50:40.086 --> 01:50:43.446]  My wife is completely unemployed right now.
[01:50:43.446 --> 01:50:46.287]  She's a victim of the H-1B visa program.
[01:50:47.646 --> 01:50:51.970]  And my health is a wreck.
[01:50:51.970 --> 01:50:55.733]  Where do we go with that, you know?
[01:50:55.733 --> 01:50:56.974]  Where do you go with that?
[01:50:56.974 --> 01:50:59.616]  You know, I'm in rehab now for medical reasons.
[01:50:59.616 --> 01:51:01.577]  I go to a medical rehab.
[01:51:01.577 --> 01:51:05.100]  Well, you know, Trump's trying to get the economy going.
[01:51:05.100 --> 01:51:06.922]  3.0 growth rate.
[01:51:06.922 --> 01:51:08.883]  I mean, definitely going in the right direction.
[01:51:08.883 --> 01:51:16.930]  What is it like for you in economic troubles to see the globalists, the Republican establishment, the Democrats doing everything they can to try to block it?
[01:51:18.530 --> 01:51:27.353]  Well, I'm very angry, but the main reason for the call was to talk about North Korea, certainly, and to talk about what we can do to better this nation.
[01:51:27.353 --> 01:51:27.573]  Sure.
[01:51:27.573 --> 01:51:30.734]  Where do you think North Korea is going?
[01:51:30.734 --> 01:51:36.115]  I think what's going to happen is China has to get off the pot, shall we say.
[01:51:36.115 --> 01:51:39.816]  I think Russia has to take a few steps back.
[01:51:39.816 --> 01:51:41.477]  This man is a despot.
[01:51:41.477 --> 01:51:42.997]  I think that's already happening.
[01:51:42.997 --> 01:51:44.498]  I think that's happening.
[01:51:44.498 --> 01:51:48.139]  I think, okay, at first I thought we were going to have to lose Guam.
[01:51:49.062 --> 01:51:50.843]  Uh, but I'm not at that point anymore.
[01:51:50.843 --> 01:51:56.405]  I think in another few days, it'll be right on the diplomatic front.
[01:51:56.405 --> 01:51:59.147]  I really do.
[01:51:59.147 --> 01:51:59.907]  No, I hear you.
[01:51:59.907 --> 01:52:01.007]  Let's hope that's the case.
[01:52:01.007 --> 01:52:04.309]  I mean, I hope North Korea backs down and stops threatening its neighbors.
[01:52:04.309 --> 01:52:04.909]  Thank you, Philip.
[01:52:04.909 --> 01:52:05.489]  Good to hear from you.
[01:52:05.489 --> 01:52:06.590]  God bless.
[01:52:06.590 --> 01:52:09.111]  Okay, let's continue here.
[01:52:09.111 --> 01:52:10.732]  Joe, let's talk about Congress threat.
[01:52:12.290 --> 01:52:14.131]  Mad Christian wants to talk about Central Bank.
[01:52:14.131 --> 01:52:15.731]  We got more Korea calls too.
[01:52:15.731 --> 01:52:29.877]  I said I'm taking Korea calls, so let's go to, I'll go to the others in a minute, but John in Wisconsin on North Korea and the hydrogen bomb test they did yesterday and their threats to blow up Tokyo or Seoul, South Korea.
[01:52:29.877 --> 01:52:31.478]  Again, are we supposed to just roll over to this?
[01:52:31.478 --> 01:52:38.320]  And why do the Clintons in the deep state give them the reactors to create the material to create the bombs?
[01:52:38.320 --> 01:52:39.261]  What do you think, John?
[01:52:41.067 --> 01:52:59.192]  I think we should get China and Russia and Japan and South Korea to form a coalition and go in there and take them out without using nukes, because nukes is not the answer.
[01:52:59.192 --> 01:53:01.773]  It causes too many problems.
[01:53:01.773 --> 01:53:04.754]  If you use nukes on North Korea, you're going to lose South Korea.
[01:53:06.078 --> 01:53:12.542]  And who knows what all that radiation is going to do to the reactors in Japan that are not working.
[01:53:12.542 --> 01:53:14.283]  I hear you, but there's other weapons.
[01:53:14.283 --> 01:53:19.787]  They've got low-yield weapons that, you know, dissipate pretty quickly, but I hear you.
[01:53:19.787 --> 01:53:28.212]  It's measuring how bad is the damage if you just do a normal strike and then the North attacks the South and then kills millions versus knocking their military out.
[01:53:28.212 --> 01:53:29.373]  But, you know, the U.S.
[01:53:29.373 --> 01:53:33.435]  is the only folks that have dropped atomic bombs on people, so people shouldn't question our resolve.
[01:53:33.435 --> 01:53:33.956]  Thank you, John.
[01:53:34.776 --> 01:53:37.037]  It is an amazing time, and I want to hear from all of you.
[01:53:37.037 --> 01:53:39.797]  I'm moving quickly, I apologize for that.
[01:53:39.797 --> 01:53:43.618]  Let's go ahead and talk to Mad Christian, then Joe in Indiana.
[01:53:43.618 --> 01:53:47.559]  Mad Christian in the great volunteer state of Tennessee.
[01:53:47.559 --> 01:53:49.219]  You're on the air.
[01:53:49.219 --> 01:53:50.699]  Alex, how you doing, my friend?
[01:53:50.699 --> 01:53:52.220]  Good, thanks for calling.
[01:53:52.220 --> 01:53:55.841]  Hey, first, let me congratulate you on your newborn.
[01:53:55.841 --> 01:53:57.561]  That's good stuff right there, is it not?
[01:53:58.800 --> 01:53:59.501]  Absolutely!
[01:53:59.501 --> 01:54:02.403]  I have got three children with my previous wife.
[01:54:02.403 --> 01:54:03.464]  She divorced me, left me.
[01:54:03.464 --> 01:54:06.866]  I've got a great, wonderful wife and I've got a new baby and it's a real blessing.
[01:54:06.866 --> 01:54:09.929]  It really makes you mad about nuclear war though when you've got a baby.
[01:54:09.929 --> 01:54:13.111]  Well, that's really why I was calling in.
[01:54:13.111 --> 01:54:14.272]  There's no nuclear war.
[01:54:14.272 --> 01:54:15.633]  Everybody needs to chill out.
[01:54:15.633 --> 01:54:18.435]  Kim just needs to take his central bank.
[01:54:18.435 --> 01:54:22.198]  Then we can move on to Syria and Iran and everything will be fine.
[01:54:23.547 --> 01:54:31.851]  So you think of Kim Jong Un, and I get you, we got globalists that are bad and corporate systems that are corrupt, but North Korea is its own little special demon.
[01:54:31.851 --> 01:54:36.474]  And I've really, like, our elites want to be evil, Kim Jong Un is what they want to grow up to be.
[01:54:36.474 --> 01:54:40.336]  I mean, he's a real little bastard.
[01:54:40.336 --> 01:54:44.658]  Without a central bank, though.
[01:54:44.658 --> 01:54:47.960]  It is true the globalists down the road want to conquer that place, but
[01:54:50.312 --> 01:55:09.934]  I agree, but I think they will take their central bank and North and South Korea will reunite and then they'll have the greatest Navy the world's ever seen for the coming of Asian of America with the Chinese and the Russians.
[01:55:10.899 --> 01:55:11.779]  We'll see what happens.
[01:55:11.779 --> 01:55:14.261]  I appreciate your call, Mad Christian.
[01:55:14.261 --> 01:55:15.881]  Okay, let's go to Indiana.
[01:55:15.881 --> 01:55:18.462]  Let's talk to Joe in the Indiana area.
[01:55:18.462 --> 01:55:21.544]  Go ahead, evil flyover country Midwesterner.
[01:55:21.544 --> 01:55:23.205]  Go ahead.
[01:55:23.205 --> 01:55:23.845]  Thank you, Alex.
[01:55:23.845 --> 01:55:28.547]  You're doing a fine job presenting the North Korea problem.
[01:55:28.547 --> 01:55:33.689]  Personally, I believe it's not as big a threat as what we have here at home.
[01:55:33.689 --> 01:55:39.072]  As you have well reported, we have major government figures saying we need to kill the president,
[01:55:39.605 --> 01:55:40.065]  I don't know.
[01:55:53.832 --> 01:55:57.753]  Anytime anybody threatened the president... I've never heard of anything like this.
[01:55:57.753 --> 01:56:02.674]  You've got public conspiracy to kill the president to create confidence.
[01:56:02.674 --> 01:56:06.035]  And they say a whole plan's happening the next month.
[01:56:06.035 --> 01:56:08.016]  I agree, it's totally insane.
[01:56:08.016 --> 01:56:09.396]  I don't want military coup.
[01:56:09.396 --> 01:56:10.776]  I don't want to arrest these people.
[01:56:10.776 --> 01:56:17.778]  But you can't have them on CNN with former CIA deputy directors in assassination teams saying, we're going to kill the president.
[01:56:17.778 --> 01:56:20.819]  It's like saying, we're going to kidnap your kids and molest them.
[01:56:20.819 --> 01:56:21.819]  Somebody's got to do something.
[01:56:22.788 --> 01:56:23.909]  Exactly right.
[01:56:23.909 --> 01:56:27.932]  And what we're dealing with here is a cult of Judas people.
[01:56:27.932 --> 01:56:31.534]  These people are the worst Judas's ever.
[01:56:31.534 --> 01:56:32.635]  No, I agree.
[01:56:32.635 --> 01:56:34.276]  The whole country's surrounded.
[01:56:34.276 --> 01:56:36.978]  All the president's doing is trying to restart our heart.
[01:56:36.978 --> 01:56:39.440]  And they're trying to stop him when all he's done is good.
[01:56:39.440 --> 01:56:48.066]  I have the answer for him, how you fight this and rally the base and really activate the info war.
[01:56:48.066 --> 01:56:50.588]  And that would be for him to target
[01:56:53.978 --> 01:56:59.702]  I agree.
[01:56:59.702 --> 01:57:03.564]  That's the peaceful way is for patriots to start recalls.
[01:57:03.564 --> 01:57:05.506]  It always starts with the grassroots.
[01:57:05.506 --> 01:57:07.767]  Because they're calling for violence, they're calling for war.
[01:57:07.767 --> 01:57:10.469]  What do we do peacefully to stop these people?
[01:57:10.469 --> 01:57:10.849]  I agree.
[01:57:21.256 --> 01:57:22.397]  Yeah, we got to start recalls.
[01:57:22.397 --> 01:57:26.658]  We got to go after the John McCain's.
[01:57:26.658 --> 01:57:26.979]  All of them.
[01:57:26.979 --> 01:57:30.540]  We got to go after them because they are out of their minds.
[01:57:30.540 --> 01:57:33.461]  Pray for peace on the Korean Peninsula.
[01:57:33.461 --> 01:57:35.042]  Pray for world peace, period.
[01:57:35.042 --> 01:57:37.543]  And hopefully I'll see you back tomorrow.
[01:57:37.543 --> 01:57:38.544]  Great job to the crew.
[01:57:38.544 --> 01:57:40.364]  I'm Alex Jones signing off.
[01:57:40.364 --> 01:57:41.585]  NewsWars.com
