[00:00:13.078 --> 00:00:13.218]  Food.
[00:23:57.289 --> 00:24:01.772]  The German experiment that plays foster children with pedophiles.
[00:24:01.772 --> 00:24:08.555]  When the approval of government, a renowned sexologist ran a dangerous program, how could this happen?
[00:24:09.210 --> 00:24:13.953]  Not an illegal program, not a criminal program, not a satanic program, a dangerous program.
[00:24:13.953 --> 00:24:27.621]  And then they let you know, oh, actually it was more than 100 German cities and towns, oh, and it was 30,000 children, oh, and they released out, for sex parties, children as young as three to be gang raped by men.
[00:24:27.621 --> 00:24:31.124]  Now, when I reported that 20 years ago, people didn't want to believe it.
[00:24:31.124 --> 00:24:36.387]  When I reported it to you out of DW.com, I had people on the street go, is that really true what you were saying about Germany today?
[00:24:36.969 --> 00:24:51.543]  Ladies and gentlemen, this is done in every city and every town in America, from Los Angeles, California, to Omaha, Nebraska, to Austin, Texas, to New York City, to places like Miami, Florida.
[00:24:51.543 --> 00:24:54.665]  The currency is children.
[00:24:54.665 --> 00:24:59.950]  It is spiritual, psychic vampirism to destroy their future, to suck their energy out of them.
[00:25:01.720 --> 00:25:11.068]  They become, quote, gay and lesbian men and women, but really they are then pedophiles themselves, and they go out and continue the cycle.
[00:25:11.068 --> 00:25:13.750]  And now the cycle's so big that I would say...
[00:25:15.359 --> 00:25:20.683]  I would say 20% of the men in the United States are pedophiles, and about 5% of the women.
[00:25:20.683 --> 00:25:24.706]  But you have to understand, they're now converting and going to 40% within their goal.
[00:25:24.706 --> 00:25:25.486]  This is a revolution.
[00:25:25.486 --> 00:25:26.967]  They call it their New World Order.
[00:25:26.967 --> 00:25:28.208]  And they're telling kids this in school.
[00:25:28.208 --> 00:25:37.895]  They're telling three-year-olds, you know, that... I remember Jocelyn Elders back in the 90s said, they need to masturbate four-year-olds, and the teachers need to do it, sexually abuse them.
[00:25:37.895 --> 00:25:39.796]  She said, of course you reach down and help them.
[00:25:39.796 --> 00:25:40.376]  You touch it.
[00:25:42.139 --> 00:25:43.981]  They tried the revolution then, it failed.
[00:25:43.981 --> 00:25:47.124]  So here they are 25 years later, 30 years later, and they're launching.
[00:25:47.124 --> 00:25:51.588]  And to understand this, when you see these people, they are first and foremost pedophiles.
[00:25:51.588 --> 00:25:55.151]  And that's just the entry-level drug into the Satanism.
[00:25:55.151 --> 00:25:57.654]  They torture them, they drink their blood, they dismember them.
[00:25:57.654 --> 00:25:59.856]  Now if you're an illustrator, this sounds shocking.
[00:25:59.856 --> 00:26:05.201]  Mainline news, the New Yorker magazine reports 30,000 children as young as 2 and 3 years of age
[00:26:06.112 --> 00:26:08.473]  If you actually read the government reports, it wasn't one sexologist.
[00:26:08.473 --> 00:26:10.294]  It's just where they first got busted.
[00:26:10.294 --> 00:26:16.498]  Well, then they found files that was in all the towns and all the cities and being managed by the liberal parties.
[00:26:16.498 --> 00:26:21.461]  And so then they would go to these houses at their cocktail parties and rape small children.
[00:26:21.461 --> 00:26:26.904]  And then by the time they were 10 years old, 15 years old, well, then pedophiles that were into older kids would get them.
[00:26:26.904 --> 00:26:28.825]  Then they would use those kids to recruit more kids.
[00:26:28.825 --> 00:26:32.007]  So you have to understand that this is a biological takeover.
[00:26:32.007 --> 00:26:33.748]  Pedophilia is a biological weapon.
[00:26:35.113 --> 00:26:41.477]  So you destroy families, people don't procreate properly, and then they're recruited into this.
[00:26:41.477 --> 00:27:00.669]  And so that's why MKUltra was about sex with children, about programming children, erasing memories in children, and if you look at Skinner, and if you look at all of the famous behavioral psychologists, Edward Bernays, look at his uncle, Sigmund Freud, if you look at all of them, it's all about sex and perversion with children.
[00:27:00.669 --> 00:27:02.610]  So we have a pedophile cult
[00:27:03.297 --> 00:27:09.921]  When you see these governors, when you see these mayors, when you see these top generals, these are people that rape children, okay?
[00:27:09.921 --> 00:27:11.621]  And I'll explain it again.
[00:27:11.621 --> 00:27:16.384]  Every major town is run by pedophiles now, except for some small Christian towns here and there.
[00:27:16.969 --> 00:27:19.130]  We all know the Catholic Church has been taken over and run by this.
[00:27:19.130 --> 00:27:21.030]  We all know Penn State's run by it.
[00:27:21.030 --> 00:27:25.452]  Almost every major institution is now run by pedophiles.
[00:27:25.452 --> 00:27:34.675]  And so, pedophiles gaslight, pedophiles lie, pedophiles want to screw you up and scramble your mind and get you so confused that you just give up and go into a catatonic state.
[00:27:36.280 --> 00:27:38.422]  There's one central fact of criminal psychology that criminologists all agree on.
[00:28:06.801 --> 00:28:09.663]  Criminals are extremely pathological.
[00:28:09.663 --> 00:28:10.844]  Even more the general public.
[00:28:10.844 --> 00:28:13.185]  They do the same things over and over again.
[00:28:13.185 --> 00:28:18.788]  And criminals like to commit the same types of crimes over and over again.
[00:28:18.788 --> 00:28:19.648]  Well, guess what?
[00:28:19.648 --> 00:28:31.515]  It was Anthony Fauci and eugenicists globalists that ran the rollout of HIV and the mistreatment of it with AZT and other chemicals that actually killed more people than HIV.
[00:28:31.515 --> 00:28:33.636]  And they were the ones involved in viral research.
[00:28:34.833 --> 00:28:40.336]  ...of viruses that would actually go attack the T lymphocytes in the body and create autoimmune disorders.
[00:28:40.336 --> 00:28:46.698]  The problem for them was, the viruses would then break down and would be non-lethal down the road.
[00:28:46.698 --> 00:28:56.002]  That's why they need to roll out the COVID-19 and the vaccine, because now they admit the COVID-19 vaccine destroys your immune system, basically giving you the equivalent of HIV.
[00:28:56.002 --> 00:28:57.103]  That's right, ladies and gentlemen.
[00:29:01.696 --> 00:29:02.978]  Jacob in Ohio.
[00:29:02.978 --> 00:29:03.358]  Welcome.
[00:29:03.358 --> 00:29:03.799]  Go ahead.
[00:29:03.799 --> 00:29:05.121]  Hey, how's it going, Alex?
[00:29:05.121 --> 00:29:05.681]  Good, bro.
[00:29:05.681 --> 00:29:06.783]  Great last caller.
[00:29:06.783 --> 00:29:09.827]  I just wanted to start with plugging your sleep supplement.
[00:29:09.827 --> 00:29:15.534]  It's basically the only way I get sleep anymore with all the gaslighting, demoralization, and absurdity.
[00:29:15.534 --> 00:29:17.696]  It's like we're living in a twilight zone, man.
[00:29:17.696 --> 00:29:18.077]  All right.
[00:29:18.077 --> 00:29:19.339]  Eric in New Hampshire.
[00:29:19.339 --> 00:29:20.280]  Eric, thanks for calling.
[00:29:20.280 --> 00:29:20.520]  Go ahead.
[00:29:20.620 --> 00:29:22.181]  Hey Alex, thanks for taking my call.
[00:29:22.181 --> 00:29:25.203]  If I could, I just want to throw a quick plug out for the point of the product.
[00:29:25.203 --> 00:29:26.884]  The XG Group does wonders.
[00:29:26.884 --> 00:29:28.004]  I recommend it to everybody.
[00:29:28.004 --> 00:29:29.185]  You're on the fence about it.
[00:29:29.185 --> 00:29:29.985]  Get off the fence.
[00:29:29.985 --> 00:29:30.866]  Get the product.
[00:29:30.866 --> 00:29:32.047]  Support the info war.
[00:29:32.047 --> 00:29:33.367]  Tyler in Maine.
[00:29:33.367 --> 00:29:34.028]  You're on the air.
[00:29:34.028 --> 00:29:34.488]  Thanks for rolling.
[00:29:34.488 --> 00:29:34.928]  Go ahead.
[00:29:34.928 --> 00:29:36.649]  Hey Alex, it's great to be on with you.
[00:29:36.649 --> 00:29:37.210]  It's an honor.
[00:29:38.010 --> 00:29:39.352]  Awesome.
[00:29:39.352 --> 00:29:44.777]  So, first thing I wanted to do is say I love the product, Alpha Power, even at 29.
[00:29:44.777 --> 00:29:48.882]  If you ask my better half, she loves it and it helps in the bedroom.
[00:29:48.882 --> 00:29:50.464]  So, just number one for a purist.
[00:29:50.464 --> 00:29:51.545]  Well, it definitely works.
[00:29:51.545 --> 00:29:53.187]  It's not a joke.
[00:29:53.187 --> 00:29:53.927]  Absolutely.
[00:29:59.821 --> 00:30:15.234]  The entire New World Order system is about making you feel pathetic, making you feel weak, making you play the part of a victim, so you don't take your birthright as being made the image of God, and the incredible mission and destiny we have, being given free will.
[00:30:15.234 --> 00:30:17.436]  Being given free will, being given consciousness.
[00:30:17.796 --> 00:30:18.576]  We're good.
[00:30:36.767 --> 00:30:38.368]  You're listening to the Alex Jones Show!
[00:31:22.029 --> 00:31:28.114]  A pedophile New World Order show trial is going on in DC right now, but you know what?
[00:31:28.114 --> 00:31:28.915]  The good news is...
[00:31:29.717 --> 00:31:31.459]  Most Americans see through this.
[00:31:31.459 --> 00:31:35.522]  They saw Democrats burn this country to the ground for four years during Donald Trump.
[00:31:35.522 --> 00:31:37.343]  Now all of a sudden they want to cry.
[00:31:37.343 --> 00:31:42.367]  Now all of a sudden they want to honor fallen police officers after they chanted for police to die in the streets.
[00:31:42.367 --> 00:31:44.028]  Oh now they want to honor police officers.
[00:31:44.028 --> 00:31:52.655]  Alex Jones here from the road on the Alex Jones Show getting into the breaking story that we covered years ago but is now mainstream news.
[00:31:53.916 --> 00:31:55.917]  They call it an experiment, Alex.
[00:31:55.917 --> 00:31:57.418]  I guess that's their excuses.
[00:31:57.418 --> 00:32:01.081]  Oh, we're just experimenting giving these kids to pedophiles.
[00:32:01.081 --> 00:32:10.207]  No, that's just an excuse for using children as their currency.
[00:32:10.207 --> 00:32:15.171]  But yes, these are just some of the lies that are coming out of this hearing right now, Alex.
[00:32:15.171 --> 00:32:20.095]  So pick it off where you left off or get into the fact that
[00:32:21.107 --> 00:32:22.888]  The Democrat Party in Washington, D.C.
[00:32:22.888 --> 00:32:28.493]  is really exposing itself as the corrupt cesspool that it is today.
[00:32:28.493 --> 00:32:31.555]  Well again, you have to understand, this is all behavioral psychologists.
[00:32:32.788 --> 00:32:36.431]  If you look at the headline on CNN, Officer, they tortured me, they beat me.
[00:32:36.431 --> 00:32:37.893]  And of course, it's all done collectively.
[00:32:37.893 --> 00:32:42.157]  The million people that showed up to hear Trump's speech, they all tortured him, they all beat him.
[00:32:42.157 --> 00:32:45.139]  Not the two or three people that did that and deserve to go to jail.
[00:32:45.139 --> 00:32:58.332]  And then the hundreds of other peaceful people waved in by police who didn't touch anything or break anything, they deserve five, ten years in jail and to be locked up in solitary confinement the last six, seven months because, again, they beat him, they tortured him.
[00:32:59.072 --> 00:33:03.694]  But really, we're all being tortured by the mainstream media and its race war.
[00:33:03.694 --> 00:33:05.655]  We're all being tortured by our dollar being devalued.
[00:33:05.655 --> 00:33:08.617]  We're all being tortured by all these illegal wars they've launched.
[00:33:08.617 --> 00:33:13.419]  We've all been tortured by the fentanyl killing millions of people pumped onto our streets.
[00:33:13.419 --> 00:33:17.841]  But they take what happened at the Capitol that day, they definitely provocateured.
[00:33:17.841 --> 00:33:19.422]  It's all coming out just like it came out.
[00:33:20.333 --> 00:33:24.281]  What happened in Michigan with Governor Whitmer was totally staged.
[00:33:24.281 --> 00:33:25.663]  The FBI demanded they do it.
[00:33:25.663 --> 00:33:26.906]  They got them organized.
[00:33:26.906 --> 00:33:27.948]  They got them there.
[00:33:27.948 --> 00:33:32.016]  They threatened them if they wouldn't do it, and still they didn't ever even do anything because they couldn't get them to do it.
[00:33:33.371 --> 00:33:46.245]  And now the head FBI guy is in jail for getting mad at his wife at an orgy, a sex orgy, because I guess she wasn't doing what she was supposed to, so she started beating her head in in front of them, so they called the police on him.
[00:33:46.245 --> 00:33:49.068]  And that just shows the compromise folks were dealing with.
[00:33:49.068 --> 00:33:53.093]  I mean, I would imagine it was a lot more than what we're hearing at this sex party, because
[00:33:53.633 --> 00:33:59.198]  That's what's going on here, and that's what's happening, and this is the tip of the iceberg, because you want to be able to compromise people.
[00:33:59.198 --> 00:34:04.483]  I'm not up here on a moral high horse saying, if you and your wife want to have sex with people, that that's not your right to do it.
[00:34:04.483 --> 00:34:06.425]  I'm not even going after this guy for that.
[00:34:06.425 --> 00:34:11.950]  The point is, is that if you're an FBI agent, they can compromise you with that type of stuff, and we've talked to Joel Scalza and others.
[00:34:12.890 --> 00:34:22.695]  His uncle was high-level FBI, and they knew that there were groups coming in and getting the FBI involved in sex parties and swinger clubs to get them compromised, and that's how this has been going since the 50s.
