[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[00:24:54.215 --> 00:24:55.216]  So instead, you're going to get
[00:24:55.856 --> 00:25:11.447]  The plutocracy or the oligarchy of the big banks and the mega corporations and their corporate boards where you never know who the technocrats are and you can never defeat them because it's these councils of corrupt scientific technological controllers that Eisenhower warned of.
[00:25:12.918 --> 00:25:32.049]  And so, then there's the process of trying to educate the public about how Agenda 21, Agenda 2030 operates, how they're waging siege to collapse our economies, to vertically integrate, to consolidate control in their own words, and how, oh, but now they have the Vatican and the UN, oh, we didn't know the COVID lockdown would cause a world depression.
[00:25:32.049 --> 00:25:36.752]  Don't worry, we're gonna all give you universal incomes, you just gotta take the shots we want you to.
[00:25:36.752 --> 00:25:41.815]  This isn't me predicting this 10 months ago, or 10 years ago, or 20 years ago, which we did.
[00:25:42.717 --> 00:25:44.318]  They're now doing it!
[00:25:44.318 --> 00:25:46.239]  Global guaranteed income.
[00:25:46.239 --> 00:25:49.001]  But you will live in a 200 square foot coffin.
[00:25:49.001 --> 00:25:50.963]  You will take all the shots we say.
[00:25:50.963 --> 00:25:52.183]  You will do what we say.
[00:25:52.183 --> 00:25:53.664]  You will vote like we say.
[00:25:53.664 --> 00:25:54.765]  You are owned by us.
[00:25:54.765 --> 00:26:00.469]  It's all been announced.
[00:26:00.469 --> 00:26:08.234]  In fact, now I open up mainstream news every morning on the computer and it's worse than I thought it'd be, moving faster.
[00:26:08.234 --> 00:26:10.436]  So I have to really apologize to the listeners and make a correction.
[00:26:11.667 --> 00:26:13.869]  This is moving quicker and worse than I thought.
[00:26:13.869 --> 00:26:16.612]  I mean, but again, that's because they were so far behind.
[00:26:16.612 --> 00:26:18.935]  They are now launching the full operation.
[00:26:20.128 --> 00:26:25.633]  But if we resist, and speak up, and say no, and educate others, they will be spent very, very quick.
[00:26:25.633 --> 00:26:27.375]  This is the full assault.
[00:26:27.375 --> 00:26:32.860]  And if we expose, they launch the lockdown to collapse the world economy, because now Bill Gates is out, and so is Melinda.
[00:26:32.860 --> 00:26:33.921]  Oh, we're sorry!
[00:26:33.921 --> 00:26:35.923]  We didn't know the lockdown would kill millions!
[00:26:35.923 --> 00:26:37.625]  Oh, oh, we didn't know!
[00:26:37.625 --> 00:26:41.869]  Because they know we're exposing them, and they know it's their damn Achilles heel.
[00:26:41.869 --> 00:26:44.791]  You're gonna go to prison, Bill Gates, with your husband!
[00:26:45.768 --> 00:26:52.072]  Melinda and Big Mike, for what you've done, you understand, you little piece of filth?
[00:26:52.072 --> 00:26:52.992]  You will pay!
[00:26:52.992 --> 00:26:54.934]  We'll be right back, stay with us.
[00:26:54.934 --> 00:26:58.256]  Lemster's Dictionary has a very simple definition of terrorism.
[00:26:58.256 --> 00:27:01.397]  Other dictionaries have similar ones.
[00:27:01.397 --> 00:27:08.282]  Terrorism is the threat of force, or actually carrying out force, for a political or financial reason.
[00:27:09.022 --> 00:27:12.923]  It's basically scaring the hell out of people until you submit to them.
[00:27:12.923 --> 00:27:16.384]  That's exactly what all this overblown COVID-19 garbage is.
[00:27:16.384 --> 00:27:18.825]  You see the headlines from CNN, ABC News.
[00:27:18.825 --> 00:27:21.226]  Doctors say it's worse than they ever thought.
[00:27:21.226 --> 00:27:23.787]  COVID more devastating than you could ever imagine.
[00:27:23.787 --> 00:27:24.647]  They told us that
[00:27:25.487 --> 00:27:30.048]  Two and a half million people would be dead just eight months ago, within three months.
[00:27:30.048 --> 00:27:30.969]  Okay?
[00:27:30.969 --> 00:27:35.570]  It's a quarter million if you count all of the people that died of other things.
[00:27:35.570 --> 00:27:37.850]  We're talking 96% had comorbidity.
[00:27:37.850 --> 00:27:38.671]  These are real numbers.
[00:27:38.671 --> 00:27:39.951]  These are real facts.
[00:27:39.951 --> 00:27:47.833]  This is the chicken little event where we all run in our houses, never come out, and are taught we're not essential, while the big box stores and Amazon take over the planet.
[00:27:47.833 --> 00:27:48.613]  Rebuke it.
[00:27:48.613 --> 00:27:49.794]  Stand up against it.
[00:27:49.794 --> 00:27:51.554]  This is slavery.
[00:27:51.554 --> 00:27:53.775]  It is not something you can put up with and survive.
[00:27:54.878 --> 00:27:59.961]  I've got some really exciting good news, and I've also got some bad news.
[00:27:59.961 --> 00:28:07.044]  InfoWars is getting the highest traffic we have ever gotten since the election in 2016.
[00:28:07.044 --> 00:28:19.890]  Despite all the bans, all of the system trying to censor us and suppress us, you with your word of mouth have overridden that, and they are so scared of InfoWars.com and Banned.Video, and they're so scared of you being able to communicate and share the truth.
[00:28:21.531 --> 00:28:25.054]  We're bringing in the same amount of money we brought in last December right now.
[00:28:25.054 --> 00:28:28.736]  This is our most important month to be able to fund ourselves into next year.
[00:28:28.736 --> 00:28:30.357]  And I understand the economy's shut down.
[00:28:30.357 --> 00:28:32.139]  I understand there's not as much money as there used to be.
[00:28:32.139 --> 00:28:33.640]  They're trying to kill Trump's recovery.
[00:28:33.640 --> 00:28:35.821]  But InfoWars really needs your support.
[00:28:35.821 --> 00:28:48.350]  You just buy great items through your Christmas shopping at InfoWarsStore.com with huge sales, amazing products, and then you know you're funding the InfoWar and not funding Amazon and Jeff Bezos and the globalists that are openly trying to destroy small businesses.
[00:28:48.691 --> 00:28:53.912]  Continue to fund the Second American Revolution while getting great products at the same time at InfoWarsTore.com.
[00:28:53.912 --> 00:28:54.193]  Thank you.
[00:29:06.038 --> 00:29:10.341]  Now it's easier than ever to have Band.Video on your iPhone.
[00:29:10.341 --> 00:29:13.824]  Simply go to Band.Video with your Safari browser.
[00:29:13.824 --> 00:29:17.106]  Then you click the Share button at the bottom of the screen.
[00:29:17.106 --> 00:29:20.649]  When the menu comes up, you simply click Add to Home Screen.
[00:29:20.649 --> 00:29:22.891]  It will then ask you to name the app.
[00:29:22.891 --> 00:29:24.312]  I suggest Band.Video.
[00:29:24.972 --> 00:29:30.436]  You will now have BAN.VIDEO app on your home screen, despite the fact that Tim Cook tried to stop it.
[00:29:30.436 --> 00:29:38.922]  The globalists think you're lazy, but by taking a little bit of action, you can override them, have the app, and then tell others about it so they can get the app.
[00:29:38.922 --> 00:29:41.324]  So it's up to you whether you want to defy big tech.
[00:29:41.324 --> 00:29:45.627]  And click the share buttons below, on your email, on Facebook, on Twitter, on YouTube.
[00:29:45.627 --> 00:29:48.429]  However you want, be sure and share BAN.VIDEO.
[00:29:57.890 --> 00:30:06.354]  You're listening to the Alex Jones Show.
[00:30:06.354 --> 00:30:15.919]  So this is Christmas And what have you done?
[00:30:15.919 --> 00:30:27.485]  Another year over And a new one just begun And so this is Christmas
[00:30:42.455 --> 00:30:47.378]  Welcome back, ladies and gentlemen, to this live Thursday, December 10th global transmission.
[00:30:47.378 --> 00:30:48.599]  I am your host, Alex Jones.
[00:30:48.599 --> 00:30:55.643]  We're going to get into the most serious subject you possibly can, and that is the global rollout of the forced COVID-19.
[00:30:57.267 --> 00:31:05.829]  Vaccines, mRNA, genetic recombinant, mutating your entire body, sterilizing you, causing cancer.
[00:31:05.829 --> 00:31:08.050]  It's all these top medical experts.
[00:31:08.050 --> 00:31:19.493]  Former chief science officer at Pfizer, head of the EU commission, top medical doctors, thousands of them signing letters just saying, what the hell is going on?
[00:31:19.493 --> 00:31:21.073]  This is like something Hitler would do.
[00:31:21.073 --> 00:31:22.934]  It doesn't even protect you from COVID.
[00:31:24.002 --> 00:31:30.806]  But I thought I'd just show you one thing from medical journals going back five years.
[00:31:30.806 --> 00:31:38.470]  And then six years ago when we first broke this information here at InfoWars with Rob Dew and David Knight covering it.
[00:31:38.470 --> 00:31:40.071]  Look at this.
[00:31:40.071 --> 00:31:43.533]  UK requires resuscitation facilities.
[00:31:43.533 --> 00:31:44.714]  That means you're dying.
[00:31:44.714 --> 00:31:46.355]  You're not breathing.
[00:31:46.355 --> 00:31:48.016]  UK requires resuscitation facilities.
[00:31:49.431 --> 00:31:59.057]  That Corona vaccine centers after allergic reactions where people stop breathing, have convulsions, and are dying before they are legally dead.
[00:31:59.057 --> 00:32:01.738]  They are resuscitated.
[00:32:01.738 --> 00:32:04.440]  Now, how many times have you heard me explain what's in the inserts?
[00:32:04.440 --> 00:32:05.180]  You can go read it yourself.
[00:32:07.568 --> 00:32:08.969]  You'd die.
[00:32:08.969 --> 00:32:13.312]  Asphyxiation can cause a convulsion, can cause Guillain-Barré's, narcolepsy.
[00:32:13.312 --> 00:32:15.074]  We've already covered this a thousand times.
[00:32:15.074 --> 00:32:20.658]  But you hear on the news, all conspiracy theorists say it can cause problems.
[00:32:20.658 --> 00:32:20.938]  Why?
[00:32:20.938 --> 00:32:23.620]  It's not true.
[00:32:23.620 --> 00:32:27.463]  But we do have liability protection.
[00:32:27.463 --> 00:32:31.547]  But let's go back to this article, May 5th, 2015.
[00:32:31.547 --> 00:32:33.048]  This interview's been banned off YouTube.
[00:32:34.625 --> 00:32:35.728]  So we have it re-uploaded.
[00:32:35.728 --> 00:32:37.853]  The Band-Odd video, I'm about to play it right now for you.
[00:32:39.301 --> 00:32:44.065]  Nurse reveals routine vaccine-induced injuries.
[00:32:44.065 --> 00:32:45.506]  What a softball headline.
[00:32:45.506 --> 00:32:51.111]  They accuse us of exaggerating or making things sound worse than they are.
[00:32:51.111 --> 00:32:58.556]  She said that they would go into the preemie area when they were ordered by the hospital board to vaccinate premature babies.
[00:32:58.556 --> 00:33:00.178]  They'd say, well, when we do that, they stop breathing.
[00:33:00.178 --> 00:33:01.899]  A bunch of them may get sick or die.
[00:33:01.899 --> 00:33:02.760]  They said, do it.
[00:33:02.760 --> 00:33:05.022]  They said, fine, we're going to quit or sue.
[00:33:05.022 --> 00:33:07.604]  The full hour-long interview has now been re-uploaded to BandDot Video.
[00:33:09.036 --> 00:33:10.898]  About to play two minutes of it.
[00:33:10.898 --> 00:33:13.580]  And he said, okay, you can try to resuscitate them.
[00:33:13.580 --> 00:33:18.884]  So they give them shots knowing that a third of the time or so it kills them.
[00:33:18.884 --> 00:33:21.226]  It would kill them.
[00:33:21.226 --> 00:33:23.107]  Like a heroin overdose or whatever.
[00:33:23.107 --> 00:33:26.050]  Or like 50 bee stings.
[00:33:26.050 --> 00:33:28.071]  Think about how out of control that is.
[00:33:28.071 --> 00:33:29.793]  Think about how evil that is.
[00:33:29.793 --> 00:33:34.076]  And then a year after, we have these ladies on, this is an interview with one of them.
[00:33:38.203 --> 00:33:50.257]  22nd and then a year after that, New Journal of American Medical Association confirms nurse whistleblower routine hospital vaccine damage happening to infants.
