[00:00.000 --> 00:15.000]  From the front lines of the Information War, it's Alex Jones.
[34:20.000 --> 34:40.000]  half their kids commit suicide, the other ones mutilate themselves and cut their genitals off, I mean, I know a lot of them, I know a lot of people that know them, and I'm just telling you, New York, Connecticut, Pennsylvania, California, a lot of them live in Texas, Florida,
[34:40.000 --> 34:54.000]  and they are just completely unhappy, crazy people, and almost all the mothers, in fact I saw a meme showing this the other day of a bunch of rich women in Hollywood people, raised their boys to be girls,
[34:54.000 --> 35:08.000]  they raised their boys as girls, and I remember Anderson Cooper's mom basically raised him as a girl, and then it ate, threw him in to the gay fashion scene in New York.
[35:08.000 --> 35:12.000]  His brother committed suicide, rather than I guess be part of it.
[35:12.000 --> 35:31.000]  So, these are cursed people, ladies and gentlemen, and they want to take us with them, and our children with them, and we can't do it.
[35:31.000 --> 35:51.000]  So here's a couple clips from Biden, and these are so fundamental because it's not just stuttering, bumbling, dementia, Joe, dead and sink, things that aren't true, it's his entire administration.
[35:51.000 --> 35:55.000]  And you have to understand when you hear the word climate change, it means depopulate.
[35:55.000 --> 36:05.000]  When you hear the word climate change, it means surveillance and tyranny. When you hear the word climate change, get ready to die.
[36:05.000 --> 36:21.000]  Yeah, they actually found one of the memes, there it is, the son of Megan Fox, a girl, the son of Gwen Stefani, a girl, the daughter of Angelina Jolie, a boy, the son of Adelaide, a girl,
[36:21.000 --> 36:26.000]  the son of Charlie Theron, the son of Naomi Watts.
[36:26.000 --> 36:32.000]  So the women tell their girls they're men, and the women tell their boys they're girls, that's the big, trendy, cool thing.
[36:32.000 --> 36:43.000]  This is a sick form of human sacrifice, because they end up committing suicide at the highest rates, and again, having your genitals cut off is a form of suicide to the future generation.
[36:43.000 --> 36:51.000]  And it's a front to the image of God that you're made in. But I digress, thank you for finding that.
[36:51.000 --> 37:02.000]  What I'm getting at here is, Joe Biden goes on TV, and they put out press releases too, he's not just bumbling this, and says we cut down all our forest.
[37:02.000 --> 37:13.000]  Well, my family happens to be in a little bit of the forestry business, and I happen to study it a little bit, and I happen to stick my toe in the forestry business.
[37:13.000 --> 37:21.000]  I don't know any stocks or bonds, but I do have some cattle and a little bit of forestry stuff, and I know about the forestry business.
[37:21.000 --> 37:36.000]  I've been in it 20 years, and they'll tell you that there's roughly 40% more trees in North America now than there were when the white people arrived at Plymouth Rock.
[37:36.000 --> 37:48.000]  Look it up for yourself. It's a fact, like when they say all the polar bears are dead. There's more polar bears than ever recorded now in Northern Europe and Russia and in Alaska and Canada.
[37:48.000 --> 37:59.000]  Just look it up. There's five times the polar bears there were in the 1950s. They're expanding their range, because there's no predators for them anymore, humans.
[37:59.000 --> 38:08.000]  People aren't hunting polar bears, they should be, but it's the same thing. Oh, there's no trees. That's a lie.
[38:08.000 --> 38:18.000]  Now are there, have we cut down most of the old growth redwoods that take 500 years to grow? Yes. Should we do that? No, I agree.
[38:18.000 --> 38:25.000]  Those are really majestic and magical, and we don't need them for housing and stuff. Let's cut down smaller trees. That's my opinion.
[38:25.000 --> 38:49.000]  If somebody owns lands, got redwoods, they're yours. But it's just not true, ladies and gentlemen. It's not true. We just planted 10,000 trees on my dad's ranch where a decade ago they cut down the trees.
[38:49.000 --> 38:57.000]  They decided to have some more pastures, but now my dad decided he wants to plant trees, and the state gives you the pine trees to plant.
[38:57.000 --> 39:13.000]  We just planted 10,000 trees two weeks ago. I and my four-year-old daughter sat there for hours, sticking him in the dirt with our hands after the plow had gone through.
[39:13.000 --> 39:22.000]  But it doesn't matter. The point is that he's a liar, and anybody can verify in a minute there are more trees now than there were 400 years ago in North America.
[39:22.000 --> 39:44.000]  Just like you can verify in five seconds that the inflation is caused by the overprinting of major currencies around the world and prohibitions on pipelines where Biden worked to get Israel's pipeline cut off that was coming up into the Mediterranean.
[39:44.000 --> 39:52.000]  He got our major pipeline that he still shut down and a bunch of others, and now they're trying to – they just got the Russian pipeline into Europe. Nord Stream 2 shut down.
[39:52.000 --> 40:02.000]  So that's what's causing the energy squeeze. Putin's a little cherry on top with what's going on there, but it's the sanctions that did that. It's not Putin.
[40:02.000 --> 40:09.000]  Even if you look at the increased energy price from the war, the sanctions did that, not Putin. But so it's a lie at every level.
[40:09.000 --> 40:26.000]  So play these clips back to back. Here's Biden saying 70% of the increase in inflation, which is a spin, was a direct consequence of Putin, and then play the – we've cut down all the forest. Here it is.
[40:26.000 --> 40:42.000]  Putin's invasion of Ukraine has driven up gas prices and food prices all over the world. Ukraine and Russia, the one and two largest wheat producers in the world, were number three.
[40:42.000 --> 40:57.000]  They're shut down. We saw that in yesterday's inflation data. What people don't know is that 70% of the increase in inflation was a consequence of Putin's price hike because of the impact on oil prices.
[40:57.000 --> 41:12.000]  70%. We need to address these high prices and urgently for working folks out. We cut down all our forest. We're doing fine. Guess what? We're part of the reason for the global warming.
[41:12.000 --> 41:24.000]  I have The New York Times, The Washington Post, and other reports we'll cover next hour where they say climate change is making pollen season even worse across the country and the world because there's more plants and global greening.
[41:24.000 --> 41:40.000]  I crap you not. And then he tells you we've cut down all our trees and the earth is warming because we cut all the trees down. I mean, these people lie to people about the most basic stuff and it drives me crazy.
[41:40.000 --> 41:58.000]  We're going to go to break. Today is April 15th when the out of control IRS with its 16th Amendment rapes the American people. But you know that the globalists write all these loopholes into the law for themselves and that real tax attorneys very inexpensively can save you massively on your taxes instantly.
[41:58.000 --> 42:11.000]  You need to give this great sponsor a call. They're some of the best out there. I've used them. My family's used them. American tax solutions. You go to Jones tax relief.com. They have dozens of great services and they can help you file an extension.
[42:11.000 --> 42:30.000]  Easy. You can do that for free. And then they can really help you save 90% on your taxes. Do what the establishment does have a law firm sign on to it. So you're protected and indemnified. Jones tax relief.com or 833-900-4285-833-900-4285.
[42:30.000 --> 42:42.000]  Jones tax relief.com. They're a great, great sponsor. You know, without them we would have had to lay some people off. But they are a big sponsor and we're very thankful and they do a great job. Jones tax relief.com. You are insane.
[42:42.000 --> 43:00.000]  If you don't have them, look at your taxes and you'll save money in minutes. Jones tax relief.com. Call them is the only way you lose. Call them and do it. Jones tax relief.com. They're right back with the big news on Elon Musk and more.
[43:13.000 --> 43:33.000]  All of the apparel and the flags are being sold at cost right now. That's just regular plane chain shirts. That is all sorts of designer shirts that cost us $15, $20, $25 to produce. We used to sell for $40. We're selling them for $15, selling them for $20. Whatever the shirt costs us, the shirt costs $5. We're selling it for $5 for us to actually produce.
