[00:00.000 --> 00:20.000]  It's for Wars, tomorrow's news, today.
[1:54:07.280 --> 1:54:11.000]  backs path that's why they want you to be violent they want us to look violent
[1:54:11.000 --> 1:54:14.360]  they want us to look crazy they want to look like you just said it so violence
[1:54:14.360 --> 1:54:18.640]  is not the answer how do we stop clearly they're preparing a false flag you got
[1:54:18.640 --> 1:54:24.120]  me in take on that you just have to have the numbers we have what kind of
[1:54:24.120 --> 1:54:28.120]  violence can I use against 300,000 people they're gonna line up the army and
[1:54:28.120 --> 1:54:32.000]  tell them to mow everybody down you think the army is gonna do that the army
[1:54:32.000 --> 1:54:34.760]  would turn their guns on the government before they turn their guns and that's my
[1:54:34.760 --> 1:54:38.400]  final point you said it perfectly they want to be free I don't defend the
[1:54:38.400 --> 1:54:41.520]  Taliban they're horrible people but that's their country they've taken it
[1:54:41.520 --> 1:54:45.320]  over but they don't comply the whole biggest military in the world can't
[1:54:45.320 --> 1:54:49.400]  stop the Vietnamese or the Taliban they don't submit well how can they make
[1:54:49.400 --> 1:54:54.520]  Germany and France and Israel and the UK and Canada and the US and Australia
[1:54:54.520 --> 1:54:58.800]  New Zealand submit to permanent martial law when it's a fake vaccine it's
[1:54:58.800 --> 1:55:04.200]  poison I say stop complying and say no now elect new leaders and then arrest
[1:55:04.200 --> 1:55:11.320]  Fauci and Gates and try them in Nuremberg to hang their asses after they're
[1:55:11.320 --> 1:55:18.400]  convicted that's all we got to do and it's that easy it's really that easy
[1:55:18.400 --> 1:55:24.440]  that's all it takes it takes all of us to do what we did yesterday and keep doing
[1:55:24.440 --> 1:55:29.800]  it every day until we get our way and until we hold these people accountable
[1:55:29.800 --> 1:55:37.160]  and stop submitting stop following their orders warn everyone March demonstrate
[1:55:37.160 --> 1:55:43.760]  don't comply speak up say no or they admit this is a total dark age they're
[1:55:43.760 --> 1:55:47.960]  bringing us Chris 100% that's what they want to bring but guess what I'm
[1:55:47.960 --> 1:55:52.440]  bringing the light next week I filing a subpoena against the head of public
[1:55:52.440 --> 1:55:57.920]  health in my Ontario my home province already like your state and a friend of
[1:55:57.920 --> 1:56:01.600]  mine Pat King tried this last month in Alberta and they use some procedural
[1:56:01.600 --> 1:56:05.160]  error to squiggle out of it but my lawyer has been working with the man by the
[1:56:05.160 --> 1:56:09.200]  name of Doug force who wrote the original subpoena and we're gonna be filing it
[1:56:09.200 --> 1:56:14.000]  correctly next week and it's gonna have to bring them into court and they're
[1:56:14.000 --> 1:56:18.280]  gonna have to prove not only the existence of cold past ours to virus
[1:56:18.280 --> 1:56:22.440]  isolated in a human they're gonna have to prove and justify every one of the
[1:56:22.440 --> 1:56:26.800]  laws that they've put against us and when they can't and I go free on all my
[1:56:26.800 --> 1:56:31.840]  charges it's gonna set the example for not just Canada but for all around the
[1:56:31.840 --> 1:56:35.520]  world I didn't interview about it last night it lasted on YouTube for about an
[1:56:35.520 --> 1:56:38.360]  hour but they're not gonna be able to stop what's coming because it's gonna be
[1:56:38.360 --> 1:56:42.040]  public next week and when I do it people in the states are gonna do it and it's
[1:56:42.040 --> 1:56:45.120]  gonna expose these people and this is what's gonna start holding them
[1:56:45.120 --> 1:56:49.680]  accountable Chris guy you're centered you're centered just like we are where
[1:56:49.680 --> 1:56:54.960]  do people find you real Chris guy.com that's where you can get my book as
[1:56:54.960 --> 1:56:58.360]  well it's called just say no I'm actually gonna have my own social media
[1:56:58.360 --> 1:57:02.920]  platform integrated in my website very soon you're gonna be calling me the new
[1:57:02.920 --> 1:57:08.400]  Mark Zuckerberg without censorship and with a soul pretty soon if all goes well
[1:57:08.400 --> 1:57:12.520]  we're out of time we're out of time join us again during the weekday show we love
[1:57:12.520 --> 1:57:15.520]  you we appreciate you this is an incredible time to be alive thank you so
[1:57:15.520 --> 1:57:20.600]  much I love you guys so much God bless America God bless Canada guys United
[1:57:20.600 --> 1:57:24.440]  non-compliance stand up and save yourselves don't listen to anybody that
[1:57:24.440 --> 1:57:28.880]  says they could save you that simple take victory your hands oh and shroyer was
[1:57:28.880 --> 1:57:32.960]  Sunday live coming up now tell everybody tune in you are the resistance
[1:57:32.960 --> 1:57:38.600]  take action get them off your back say no and we will win you must take it in
[1:57:38.600 --> 1:57:42.560]  your hand you must do it
[1:57:46.560 --> 1:57:50.840]  Big Time shows in what a real alpha male looks like with one of our most
[1:57:50.840 --> 1:57:56.440]  powerful products ever made alpha power as you age your body can lose testosterone
[1:57:56.440 --> 1:58:00.260]  over time with the incredible ingredients in this formula we can help you
[1:58:00.260 --> 1:58:04.600]  beat the test of time and assist in restoring that lost energy and move that
[1:58:04.600 --> 1:58:08.560]  comes with time and age alpha powers incredible ingredients can help you
[1:58:08.560 --> 1:58:12.800]  boost your sports performance or enhance your day-to-day life with each while
[1:58:12.800 --> 1:58:18.320]  encouraging hormonal balance perfect by itself or with super male vitality in
[1:58:18.320 --> 1:58:23.240]  the true alpha male path alpha power can help lose performance help maintain
[1:58:23.240 --> 1:58:28.160]  normal testosterone levels support healthy cholesterol and more let alpha
[1:58:28.160 --> 1:58:32.200]  power help bring you to the peak of your optimal health don't fall short on
[1:58:32.200 --> 1:58:36.440]  energy in the fight against tyranny show the world what a true alpha male looks
[1:58:36.440 --> 1:58:48.680]  like today with alpha power head to infowarstore.com today for only one week
[1:58:48.680 --> 1:58:53.480]  we're running boost your body's natural defenses super sale and we have the
[1:58:53.480 --> 1:58:58.520]  vitamin D3 gummies with calcium 50% off so essential for your immune system
[1:58:58.520 --> 1:59:05.560]  vitamin C zinc and rose hips very strong formula this is 50% off at infowarstore.com
[1:59:05.560 --> 1:59:10.360]  now back at stock just came back in yesterday very powerful pure tumeric
[1:59:10.360 --> 1:59:15.440]  extract tincture not a sure immune system but for inflammation and a lot more
[1:59:15.440 --> 1:59:18.280]  and then sold out for more than six months because of supply chain
[1:59:18.280 --> 1:59:21.840]  breakdowns we finally have the activated charcoal toothpaste with a natural
[1:59:21.840 --> 1:59:26.600]  peppermint and so much more back in stock from Dr. Jones naturals and the
[1:59:26.600 --> 1:59:30.480]  mouthwash with the activated charcoal and essential oils is back in stock these
[1:59:30.480 --> 1:59:34.120]  are great products they're high quality and they fund the info wars so thank you
[1:59:34.120 --> 1:59:38.480]  all for your support check them out today at infowarstore.com the sale runs
[1:59:38.480 --> 1:59:43.640]  for only one week it is the boost your body's natural defenses super sale and
[1:59:43.640 --> 1:59:49.040]  another part of the sale ending is the privacy pouches for your cell phone
[1:59:49.040 --> 2:00:05.680]  you're listening to the Alex Jones show
