[00:00:00.611 --> 00:00:00.871]  SIREN
[00:23:07.629 --> 00:23:10.030]  And, hey, I went in this restaurant and I think I got food poisoning.
[00:23:10.030 --> 00:23:13.532]  Or, hey, my kid took this shot and had a convulsion.
[00:23:13.532 --> 00:23:19.215]  We've always known that's the most important reporting there is, is the average person.
[00:23:19.215 --> 00:23:22.757]  But they shut it all down, ladies and gentlemen.
[00:23:22.757 --> 00:23:28.741]  And now we know that things like Rotten Tomatoes and TripAdvisor are rigged.
[00:23:28.741 --> 00:23:30.902]  Just five, six years ago, they were pretty accurate.
[00:23:30.902 --> 00:23:31.622]  Now they're rigged.
[00:23:31.622 --> 00:23:34.044]  There's articles and reports of it everywhere.
[00:23:37.392 --> 00:23:48.734]  And so the system set up the internet and sold it to us that, oh, it's the internet of things and we're all able to go and say what we like and whatever is the best goes to the top.
[00:23:48.734 --> 00:23:51.634]  That got us all addicted because it was so real, it was so true.
[00:23:51.634 --> 00:23:54.055]  They still gamed it some.
[00:23:54.055 --> 00:24:05.997]  But now it's completely becoming synthetic where it's not just Alex Jones that the search results are fixed, all negative, all old news articles demonizing me and lies and incredible disinformation.
[00:24:14.915 --> 00:24:20.078]  It gets even more insane where it's almost everything now.
[00:24:20.078 --> 00:24:22.339]  Oh, you think Google just shows you where all the restaurants are?
[00:24:22.339 --> 00:24:24.300]  Remember they used to show you all of them?
[00:24:24.300 --> 00:24:25.881]  Or the nav on your car.
[00:24:25.881 --> 00:24:28.262]  But now it's who pays.
[00:24:28.262 --> 00:24:29.663]  It's who pays Dodge.
[00:24:29.663 --> 00:24:31.143]  It's who pays Toyota.
[00:24:31.143 --> 00:24:32.964]  It's who pays Mercedes.
[00:24:32.964 --> 00:24:34.025]  It's who pays Google.
[00:24:34.025 --> 00:24:35.025]  It's who pays Twitter.
[00:24:35.025 --> 00:24:36.326]  It's who pays Facebook.
[00:24:36.326 --> 00:24:38.927]  Just to be a map that you see.
[00:24:38.927 --> 00:24:42.109]  Now, remember, at first, false advertising, they would show you everything.
[00:24:43.251 --> 00:24:47.693]  But now, they don't show you everything.
[00:24:47.693 --> 00:24:49.353]  But see, you're already addicted to it.
[00:24:49.353 --> 00:24:50.393]  I'm already addicted to it.
[00:24:50.393 --> 00:24:52.594]  You think you're getting what's real.
[00:24:52.594 --> 00:24:57.316]  You think you're getting what was the interface to the world, a crystal ball.
[00:24:57.316 --> 00:25:00.297]  But now it's not a crystal ball that looks wherever you want to look.
[00:25:00.297 --> 00:25:02.678]  A palantir is what they call the internet.
[00:25:02.678 --> 00:25:04.058]  That's an old NSA term for it.
[00:25:04.058 --> 00:25:05.319]  30 years ago, they were building it.
[00:25:05.319 --> 00:25:06.299]  Not just a program they have.
[00:25:13.493 --> 00:25:18.017]  You think about that, how they're robbing reality and blinding you.
[00:25:18.017 --> 00:25:26.125]  But when it comes to a debate about it, it's just, oh, we're just censoring Alex Jones, the Nazi.
[00:25:26.125 --> 00:25:28.067]  And then even that's a lie.
[00:25:28.067 --> 00:25:29.628]  So I'm going to take your calls.
[00:25:29.628 --> 00:25:31.290]  I'm going to get into all of this.
[00:25:31.290 --> 00:25:37.215]  But I don't think Mike's bad for giving the extreme analysis.
[00:25:37.215 --> 00:25:38.997]  And he's been pretty much dead on so far.
[00:25:41.192 --> 00:25:55.477]  But we have to look at the other perspectives in all of this and say there's really not proof of the morbidity of the lethalness of this at any level that would cause this type of panic.
[00:25:55.477 --> 00:26:07.581]  But it's that it's an unknown and China responded by locking things down up front and all the leftist cities and all the leftist tech companies and all the big banks are ordering the biggest panic they could and they're canceling work it.
[00:26:07.901 --> 00:26:11.862]  You know, big tech buildings, because they don't want you going out.
[00:26:11.862 --> 00:26:20.585]  Big tech wants you in your house, hooked up to a terminal, with drones outside surveilling you, where you're not allowed to go outside unless they've authorized it.
[00:26:20.585 --> 00:26:23.106]  They want you forced into their cage.
[00:26:28.868 --> 00:26:49.864]  Times Square, where it's all just screens and controls and Google goggles and brain chips, and that's all children are born into, and everybody's going to be cesarean section born, and then you won't even be able to be born because everybody's sterilized, and this is the admitted incremental plan they're following, step by step, and I can tell you, just like the Bible told you 2,000 years ago,
[00:26:51.485 --> 00:26:54.207]  Humans did not cook up this plan.
[00:26:54.207 --> 00:27:06.475]  I mean, anybody that really sits back, and I know Mike Adams agrees with me, and many others, I don't get into flying saucers and how the space station constantly sees stuff shooting by at 50,000 miles an hour and going in loopy loops.
[00:27:06.475 --> 00:27:14.560]  I mean, obviously, there's a bunch of stuff up there.
[00:27:14.560 --> 00:27:16.761]  But if you look at the architecture,
[00:27:17.842 --> 00:27:25.688]  of the rollout and the smartphones and the system of making the world uninhabitable for humans.
[00:27:25.688 --> 00:27:28.269]  It's alien.
[00:27:28.269 --> 00:27:43.160]  And again, the Bible says there is a fallen entity that is immortal that lives here but can't get off and is imprisoned
[00:27:44.051 --> 00:27:50.096]  And hates us because we were made by the dude that marooned them here.
[00:27:50.096 --> 00:27:53.298]  That's the coolest science fiction book ever, man!
[00:27:53.298 --> 00:27:54.619]  2,000 years ago!
[00:27:54.619 --> 00:27:55.040]  3,000 years ago!
[00:27:55.040 --> 00:27:55.720]  4,000!
[00:27:55.720 --> 00:27:57.242]  The Egyptians were saying that, too!
[00:27:57.242 --> 00:28:00.084]  You don't just think the Jews just cooked that up 3,000 years ago.
[00:28:00.084 --> 00:28:02.626]  We're putting in the Old Testament and the New Testament.
[00:28:02.626 --> 00:28:08.350]  And then it's the Indians say that in their Sanskrit, and it's in the carvings, and that's what it is, folks.
[00:28:08.350 --> 00:28:11.253]  Some really nasty, nasty aliens.
[00:28:12.910 --> 00:28:14.031]  We're good to go.
[00:28:33.208 --> 00:28:35.409]  They're building a thing to kill everybody!
[00:28:35.409 --> 00:28:39.870]  And telling those that sold out to them, don't worry, you'll merge with machines and join us soon.
[00:28:39.870 --> 00:28:41.190]  Yes, they're so hammered.
[00:28:41.190 --> 00:28:41.850]  Oh, yes, Master.
[00:28:41.850 --> 00:28:43.711]  I can't believe I'm talking to you.
[00:28:43.711 --> 00:28:45.991]  We've got a very nice plan for you.
[00:28:45.991 --> 00:28:48.412]  And notice the media never attacks me for covering all that.
[00:28:48.412 --> 00:28:50.133]  Because they all know that's true.
[00:28:50.133 --> 00:28:55.114]  Everybody I've talked to, high-level Silicon Valley, is in a cult, ladies and gentlemen, of UFOs.
[00:28:57.887 --> 00:29:03.631]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[00:29:03.631 --> 00:29:08.734]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[00:29:08.734 --> 00:29:16.460]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[00:29:16.460 --> 00:29:24.345]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[00:29:24.505 --> 00:29:26.287]  Not a security IPO or note.
[00:29:26.287 --> 00:29:35.814]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[00:29:35.814 --> 00:29:36.655]  Don't miss this one.
[00:29:36.655 --> 00:29:37.956]  Stake your claim today.
[00:29:37.956 --> 00:29:38.236]  Call 800-600-3388.
[00:29:38.236 --> 00:29:38.557]  That's 800-600-3388.
[00:29:38.557 --> 00:29:40.738]  These valuable lease contracts won't last long.
[00:29:40.738 --> 00:29:41.019]  Call now 800-600-3388.
[00:29:48.865 --> 00:29:49.286]  800-600-3388.
[00:29:49.286 --> 00:29:52.492]  Equipment offered poses a financial risk.
[00:29:52.492 --> 00:29:54.556]  Donors consult with financial professionals before purchasing.
[00:29:54.556 --> 00:29:57.061]  Not an offer to buy or sell a security which requires an offering document.
[00:29:58.985 --> 00:30:08.916]  Six weeks ago, we warned you that the choreographed nature of the global media and governments concerning coronavirus told us it was a major globalist operation.
[00:30:08.916 --> 00:30:19.549]  Now, whether it's super deadly or not, the issue is it's being used by the globalists as a weapon against the world economy and against nation states and against the populist movement here in America.
[00:30:20.109 --> 00:30:21.371]  And against Infowars.
[00:30:21.371 --> 00:30:22.873]  And that means against you.
[00:30:22.873 --> 00:30:30.944]  So however you're going to do it, now is the time to get ready and to get prepared with emergency supplies and items that are known to boost your immune system.
[00:30:31.957 --> 00:30:33.998]  They're all at InfoWarsStore.com.
[00:30:33.998 --> 00:30:36.919]  High quality, storable food when nobody else has got it.
[00:30:36.919 --> 00:30:46.604]  Super powerful formulas like the DNA Force Plus, X2, X3, Body's Ultimate Turmeric Formula, and our Nano Silver line of products.
[00:30:46.604 --> 00:30:51.626]  A bunch of which has been sold out, but a bunch of which is coming back in later this week.
[00:30:51.626 --> 00:30:54.748]  So check it all out at InfoWarsStore.com and get prepared!
[00:31:00.233 --> 00:31:03.494]  This should really be easier than it is.
[00:31:03.494 --> 00:31:05.635]  I'm not here giving you a sales pitch.
[00:31:05.635 --> 00:31:08.096]  I'm pointing out the way forward.
[00:31:08.096 --> 00:31:11.698]  Things that I've discovered that I absolutely know work.
[00:31:11.698 --> 00:31:17.140]  That if you listen to me and try them out for yourself, you will see how amazing it is.
[00:31:17.140 --> 00:31:21.562]  And then your support of the product we're selling will help you
[00:31:22.202 --> 00:31:22.302]  Yes.
[00:31:38.664 --> 00:31:43.646]  Eight years ago, I started taking True Iodine, Atomic Iodine.
[00:31:43.646 --> 00:31:51.329]  We've got it back in stock, X2, 40% off right now at InfoWareStore.com, and I'm telling you, folks, get it.
[00:31:51.329 --> 00:31:52.509]  It's amazing.
[00:31:52.509 --> 00:31:56.090]  Discover the benefits, and it funds the InfoWare 360 win.
[00:31:56.090 --> 00:31:57.491]  You can't lose unless you don't take action.
[00:31:58.792 --> 00:32:01.814]  It's no secret that our daily lives are becoming more stressful.
[00:32:01.814 --> 00:32:06.417]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[00:32:06.417 --> 00:32:11.521]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[00:32:11.521 --> 00:32:15.984]  Chill Force is our solution for a true, healthy, relaxation support formula.
[00:32:15.984 --> 00:32:23.929]  As the long-awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time-tested practices to help fight your stress levels.
[00:32:23.929 --> 00:32:25.350]  It's time to take a breather.
[00:32:25.350 --> 00:32:28.552]  Get Chill Force today at InfoWarsStore.com.
[00:32:28.872 --> 00:32:32.693]  Since the beginning, Secret 12 has been one of our most popular formulas.
[00:32:32.693 --> 00:32:37.535]  Now we're bringing you an all-new version of your favorite formula to help you reach your energy peak.
[00:32:37.535 --> 00:32:46.459]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, Methicabolamine, to provide you with twice the B12.
[00:32:46.459 --> 00:32:53.641]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[00:32:53.641 --> 00:32:58.183]  Help support your energy levels and take advantage of the superior form of B12 today with Ultra 12.
[00:33:01.832 --> 00:33:04.533]  You're listening to the Alex Jones Show.
[00:33:04.533 --> 00:33:13.857]  I hear people talking bad about
[00:33:23.402 --> 00:33:24.363]  I don't mind them.
[00:33:24.363 --> 00:33:29.648]  Yeah, I had Merle Haggard tickets, boy!
[00:33:45.002 --> 00:33:48.945]  Oh, Siri says she didn't quite hear me.
