[00:00.000 --> 00:01.000]  Nails.
[1:30:50.680 --> 1:30:55.400]  They also reduce nitrates, nitrates, sediment and unhealthy minerals such as lead and mercury.
[1:30:55.400 --> 1:30:59.760]  As an authorized dealer for over two and a half years serving thousands of satisfied customers,
[1:30:59.760 --> 1:31:02.800]  we offer amazing specials for Berkey light water systems.
[1:31:02.800 --> 1:31:06.480]  Order the Berkey light system today complete with two black Berkey filter elements and
[1:31:06.480 --> 1:31:10.760]  free KDF shower filter for only $209 plus free shipping.
[1:31:10.760 --> 1:31:16.160]  That's right, free shipping and one KDF shower filter of $49 value free for a limited time.
[1:31:16.160 --> 1:31:21.520]  Call the Berkey guy at 1-877-886-3653 now to order.
[1:31:21.520 --> 1:31:28.200]  That's 1-877-886-3653 or simply click on the banner at GCNLive.com to order online now
[1:31:28.200 --> 1:31:32.240]  now you're available in Iowa.
[1:31:32.240 --> 1:31:35.720]  Imagine walking down the street and hearing footsteps behind you.
[1:31:35.720 --> 1:31:40.600]  They get closer and closer and suddenly you have a sense something bad is going to happen.
[1:31:40.600 --> 1:31:43.040]  What are you going to do to defend yourself?
[1:31:43.040 --> 1:31:47.760]  Tebowtec specializes in non-lethal self-defense products for you and your family.
[1:31:47.760 --> 1:31:52.480]  With everything from stun guns and tasers to personal alarms and pepper spray, Tebowtec
[1:31:52.480 --> 1:31:56.600]  will arm you with the most advanced non-lethal products anywhere on the net.
[1:31:56.600 --> 1:31:57.880]  Not sure where to start?
[1:31:57.880 --> 1:32:01.800]  The Tebowtec Essentials package is great for you or to share with your family.
[1:32:01.800 --> 1:32:07.360]  It comes with a 950,000 volt cell phone stun gun, a multi-pack of pepper sprays, an extremely
[1:32:07.360 --> 1:32:12.600]  loud personal alarm and a how-to book for defending yourself with pepper spray all at a low price.
[1:32:12.600 --> 1:32:17.280]  With these or any of Tebowtec's products, you have the tools to defend yourself against
[1:32:17.280 --> 1:32:20.040]  an attack and get yourself to safety.
[1:32:20.040 --> 1:32:22.480]  Don't be a victim, be a victor.
[1:32:22.480 --> 1:32:29.480]  Stock up now, Tebowtec.com, that's T-B-O-T-E-C-H dot com.
[1:32:29.480 --> 1:32:34.440]  High fuel prices for gasoline and diesel are taking a huge bite out of budgets for individuals
[1:32:34.440 --> 1:32:37.680]  and businesses, but there is something you can do.
[1:32:37.680 --> 1:32:42.040]  Fuel Saver Incorporated's fuel enhancer formula will not only stretch each gallon of fuel
[1:32:42.040 --> 1:32:46.480]  further for mere pennies per treated gallon, but also cleans fuel injectors, pumps and
[1:32:46.480 --> 1:32:48.200]  reduces emissions.
[1:32:48.200 --> 1:32:53.040]  Average improvement in fuel economy typically ranges from 8 to 20 percent or more, saving
[1:32:53.040 --> 1:32:56.560]  you 30 to 80 cents on each gallon of fuel at the pump.
[1:32:56.560 --> 1:32:58.280]  Now there's a boost for your budget.
[1:32:58.280 --> 1:33:02.880]  Fuel Saver Incorporated's product is completely safe for your vehicle, gas or diesel.
[1:33:02.880 --> 1:33:08.680]  In fact, the product is currently in use in motorcycles, cars, trucks, buses, RVs, boats,
[1:33:08.680 --> 1:33:10.440]  ships and locomotives.
[1:33:10.440 --> 1:33:19.000]  Go to fuelsaverinc.com today, that's fuelsaverinc.com or call toll free 866-768-7811.
[1:33:19.000 --> 1:33:25.200]  Call now 866-768-7811 or go to fuelsaverinc.com.
[1:33:25.200 --> 1:33:31.840]  Fuel Saver Fuel Enhancer, start saving on fuel today.
[1:33:31.840 --> 1:33:46.080]  This is the GCN Radio Network, home to hard hitting talk radio.
[1:33:46.080 --> 1:33:50.920]  On a world map, why do you think this is?
[1:33:50.920 --> 1:34:00.120]  I personally believe that U.S. Americans are unable to do so because some people out there
[1:34:00.120 --> 1:34:07.320]  in our nation don't have bounce and I believe that our education like such as South Africa
[1:34:07.320 --> 1:34:14.760]  and the Iraq everywhere like such as and I believe that they should our education over
[1:34:14.760 --> 1:34:21.080]  here in the U.S. should help the U.S. or should help South Africa and should help Iraq and
[1:34:21.080 --> 1:34:31.360]  the Asian countries so we will be able to build up our future.
[1:34:31.360 --> 1:34:39.000]  U.S. backed forces in Georgia led by U.S. commandos and mercenaries launched giant terror attacks
[1:34:39.000 --> 1:34:44.360]  Thursday night against multiple cities and towns and Russian military bases, slaughtering
[1:34:44.360 --> 1:34:52.120]  peacekeepers and cold blood and it's nowhere in the media because you have a population
[1:34:52.120 --> 1:34:57.240]  that on average is about like the lady you just heard, doesn't have a clue about anything.
[1:34:57.240 --> 1:35:03.400]  I mean it's now coming out and we have confirmed cases where high school students will ask
[1:35:03.400 --> 1:35:08.680]  adults where does the sun go at night, is it turning out, I mean I'm not joking here,
[1:35:08.680 --> 1:35:12.760]  they know nothing ladies and gentlemen, they think George Bush is a conservative, they think
[1:35:12.760 --> 1:35:17.440]  Barack Obama is a good guy, I'm about to go back to Bob Chapman and then loaded phone
[1:35:17.440 --> 1:35:22.200]  lines here but Bermas we're not joking about the complete ignorance of large sectors of
[1:35:22.200 --> 1:35:26.320]  the public and we've got the government documents for the last 100 years where they federalized
[1:35:26.320 --> 1:35:28.000]  education and did it by design.
[1:35:28.000 --> 1:35:32.240]  Yeah, maybe people missed that last clip but she was literally saying that school rooms
[1:35:32.240 --> 1:35:36.640]  in the United States didn't have maps and that students didn't have access to maps and
[1:35:36.640 --> 1:35:38.040]  that's why they didn't know where they were.
[1:35:38.040 --> 1:35:42.560]  No, they teach you about political correctness and how to nitty and how to spy on your parents
[1:35:42.560 --> 1:35:47.840]  and how to be a thug and how to snort cocaine in the public schools and how to be mindless
[1:35:47.840 --> 1:35:49.320]  consumers, that's what you're talking about.
[1:35:49.320 --> 1:35:52.800]  Yeah, you're taught that you will achieve more if you're part of sports and you go with
[1:35:52.800 --> 1:35:54.800]  the quote unquote norm.
[1:35:54.800 --> 1:35:57.080]  And how to regurgitate BS out of textbooks.
[1:35:57.080 --> 1:36:01.400]  Yeah, and dress like everybody else, that's basically it, there's little to no education
[1:36:01.400 --> 1:36:03.360]  left in this country, let alone the world.
[1:36:03.360 --> 1:36:07.360]  It's very upsetting Alex, I see it more and more, I know about you.
[1:36:07.360 --> 1:36:11.640]  I guarantee you, Miss South Carolina thinks the Russians attacked Georgia USA.
[1:36:11.640 --> 1:36:16.000]  Yeah, and this is really tough for me, I have a younger sister, I have a little niece and
[1:36:16.000 --> 1:36:20.960]  to see them grow up in this thing, I mean my younger sister, I feel bad for her, she
[1:36:20.960 --> 1:36:24.120]  asked me a lot of things and she's like, well they're not teaching me this stuff in school,
[1:36:24.120 --> 1:36:25.120]  where are you getting this from?
[1:36:25.120 --> 1:36:29.520]  And I'm showing her the mainstream news sources and she's like, wow, this is incredible.
[1:36:29.520 --> 1:36:30.520]  And she's just like...
[1:36:30.520 --> 1:36:33.440]  Yeah, it's all out in the open, like the Houston Chronicle says they built camps for the American
[1:36:33.440 --> 1:36:34.440]  people.
[1:36:34.440 --> 1:36:35.440]  Yeah.
[1:36:35.440 --> 1:36:38.480]  You tell somebody and they go, there ain't no such thing, where your temple at, it's funny.
[1:36:38.480 --> 1:36:43.120]  Yeah, you know, there's no North American Union, there's no trans-Texas corridor, there's
[1:36:43.120 --> 1:36:48.160]  no proposal, you know, there's no European Union passing the Lisbon Treaty after it failed.
[1:36:48.160 --> 1:36:50.160]  I mean, they're just going along with it, it doesn't even matter.
[1:36:50.160 --> 1:36:52.280]  They don't even know what a treaty is, it's a good point.
[1:36:52.280 --> 1:36:53.280]  They don't know what a European Treaty is.
[1:36:53.280 --> 1:36:55.960]  They don't know what a conservative talk radio thinks they know what are going on, they're
[1:36:55.960 --> 1:36:58.760]  just another grade of propaganda.
[1:36:58.760 --> 1:37:05.320]  Bob Chapman, again, how do you see this affecting oil prices, what's happened?
[1:37:05.320 --> 1:37:13.720]  Well, I think it can't do anything but make them firmer, it perhaps higher, at least in
[1:37:13.720 --> 1:37:18.040]  the short term, because nobody knows where this is really going.
[1:37:18.040 --> 1:37:23.360]  And it is expanding, and there's no question that Russia's going to take over Georgia,
[1:37:23.360 --> 1:37:30.600]  and it's going to spank them, and it's going to absorb the two provinces in North and Georgia,
[1:37:30.600 --> 1:37:36.960]  which is used for centuries with Prado-Russia, and they will become Prado-Russia, and they
[1:37:36.960 --> 1:37:44.040]  probably will tell Georgia that they're not going to have an army anymore either.
[1:37:44.040 --> 1:37:50.800]  And the opposite of that is, if the U.S. moves in, we're going to lose a number of major
[1:37:50.800 --> 1:37:51.800]  U.S. cities.
[1:37:51.800 --> 1:37:52.800]  It's going to be a nuclear war.
[1:37:52.800 --> 1:37:53.800]  Well, it has been...
[1:37:53.800 --> 1:38:00.560]  Europe will be devastated, and so won't Russia, but it's going to be awful.
[1:38:00.560 --> 1:38:04.840]  There are several reports I've got here of small convoys of NATO forces that were already
[1:38:04.840 --> 1:38:06.480]  in the country moving north.
[1:38:06.480 --> 1:38:11.440]  I hope they don't do what Wesley Kark tried when he ordered NATO to attack the Russians
[1:38:11.440 --> 1:38:17.720]  in Serbia, in Pristina, in the capital of Kosovo, and thank God, General Peter Jackson,
[1:38:17.720 --> 1:38:20.000]  the head of NATO, refused that.
[1:38:20.000 --> 1:38:21.000]  Remember that?
[1:38:21.000 --> 1:38:23.200]  Yeah, I certainly do.
[1:38:23.200 --> 1:38:30.400]  Yeah, so everything is called fluid, and we don't know where it's all going to go.
[1:38:30.400 --> 1:38:31.400]  It's all bad.
[1:38:31.400 --> 1:38:33.400]  There's nothing good about it.
[1:38:33.400 --> 1:38:42.120]  Yes, it would tend to make oil prices stronger, and maybe much more so than they should be.
[1:38:42.120 --> 1:38:45.760]  The oil situation is a natural correction.
[1:38:45.760 --> 1:38:52.480]  There was excessive speculation, not as much as what the CFTC says, but I think it was
[1:38:52.480 --> 1:38:53.480]  about 30 percent.
[1:38:53.480 --> 1:38:58.240]  So a 30 percent haircut would bring it back to somewhere between 1 and 120.
[1:38:58.240 --> 1:38:59.840]  But you said that what happened three months ago.
[1:38:59.840 --> 1:39:02.960]  You said it would go up to about 145, it went up to 149.
[1:39:02.960 --> 1:39:07.560]  Then you said it would go down in the late summer, early fall, but back up next summer
[1:39:07.560 --> 1:39:08.560]  to an all-time high.
[1:39:08.560 --> 1:39:10.040]  Are you still saying that?
[1:39:10.040 --> 1:39:11.040]  Yes.
[1:39:11.040 --> 1:39:14.800]  Yes, and maybe it won't be much of an all-time high.
[1:39:14.800 --> 1:39:17.200]  It all depends on the world's situation.
[1:39:17.200 --> 1:39:19.480]  These things are very difficult to call.
[1:39:19.480 --> 1:39:22.760]  There's so many things going on.
[1:39:22.760 --> 1:39:28.560]  We might have the 82nd Airborne jumping into Georgia tomorrow morning.
[1:39:28.560 --> 1:39:30.040]  They just don't know.
[1:39:30.040 --> 1:39:32.480]  Well, that's in the U.S. They want peaches.
[1:39:32.480 --> 1:39:39.040]  Okay, you know, how dare the Russians attack Georgia, the USA Americans such as, such as,
[1:39:39.040 --> 1:39:42.080]  oh my God, I'm joking about Miss South Carolina.
[1:39:42.080 --> 1:39:43.360]  Okay, let's keep going.
[1:39:43.360 --> 1:39:47.360]  I couldn't even make head in the tail of what she was saying.
[1:39:47.360 --> 1:39:50.720]  I mean, this girl is not too swift.
[1:39:50.720 --> 1:39:51.720]  It's unbelievable.
[1:39:51.720 --> 1:39:52.720]  Let's go ahead.
[1:39:52.720 --> 1:40:00.360]  Incidentally, my daughter teaches school, fortunately, at the fourth grade level.
[1:40:00.360 --> 1:40:08.880]  But they have their nomenclature that they have to follow, but she deviates every time
[1:40:08.880 --> 1:40:12.520]  she can and puts in the kind of information that you and I talk about.
[1:40:12.520 --> 1:40:13.520]  That's right.
[1:40:13.520 --> 1:40:16.280]  The only thing keeping anything going in this country is that there are still good teachers
[1:40:16.280 --> 1:40:20.800]  that break the rules and get off the curricula and start actually teaching.
[1:40:20.800 --> 1:40:22.800]  Carl in Canada, you're on the air.
[1:40:22.800 --> 1:40:23.800]  Go ahead, Carl.
[1:40:23.800 --> 1:40:27.800]  I had a couple of comments regarding that ghost recon.
[1:40:27.800 --> 1:40:29.960]  Maybe they are going to play this thing out.
[1:40:29.960 --> 1:40:34.320]  You know, if Ukraine gets involved and then Russia could kick out the Georgian government
[1:40:34.320 --> 1:40:38.600]  and the Ukrainian government and rebuild their empire, then the United States, they will
[1:40:38.600 --> 1:40:43.240]  have a new felt enemy to replace this war on terror since it's not working.
[1:40:43.240 --> 1:40:47.080]  Well, they've been saying they want to bring the Cold War back, but let me stop you because
[1:40:47.080 --> 1:40:48.360]  we talked about that last hour.
[1:40:48.360 --> 1:40:51.960]  Tom Clancy wrote a book about hijackers flying on the World Trade Center a year before.
[1:40:51.960 --> 1:41:00.760]  His ghost recon video game synopsis is where in 2008, this was done in 2001, the US-backed
[1:41:00.760 --> 1:41:06.840]  forces basically clashed with the Russians in the very region where this is now happening
[1:41:06.840 --> 1:41:08.320]  in South Ossetia.
[1:41:08.320 --> 1:41:10.720]  Bob Chapman, what's that sound like to you?
[1:41:10.720 --> 1:41:15.320]  I guess you've got to hold us on plans that were already put together.
[1:41:15.320 --> 1:41:19.640]  Well, we know that's right around the time US forces were massed there.
[1:41:19.640 --> 1:41:21.960]  Anything else that you want to say?
[1:41:21.960 --> 1:41:22.960]  Carl?
[1:41:22.960 --> 1:41:30.000]  No, I just still wondered if you heard about the stuff that's been forwarded to you from
[1:41:30.000 --> 1:41:33.320]  the lawyer from the Tehran Times covered my story.
[1:41:33.320 --> 1:41:34.320]  Yes, sir.
[1:41:34.320 --> 1:41:37.840]  I've gotten your emails hundreds of times where you're locked up in jail up in Canada.
[1:41:37.840 --> 1:41:39.160]  I appreciate your call.
[1:41:39.160 --> 1:41:42.760]  I mean, we can just repeat it over and over again, but thank you, sir.
[1:41:42.760 --> 1:41:43.760]  Okay.
[1:41:43.760 --> 1:41:45.160]  Let's jam in another phone call here.
[1:41:45.160 --> 1:41:47.000]  Let's talk to Vinny in New York.
[1:41:47.000 --> 1:41:48.880]  Vinny, you're on the Airworld Live.
[1:41:48.880 --> 1:41:50.440]  Hey, Alex, how you doing?
[1:41:50.440 --> 1:41:51.440]  Good.
[1:41:51.440 --> 1:41:52.440]  I couldn't believe the story.
[1:41:52.440 --> 1:41:54.680]  I just heard about this ghost recall thing.
[1:41:54.680 --> 1:42:00.200]  I called up the local news station here, News 12, Westchester County, New York, news12.com.
[1:42:00.200 --> 1:42:04.880]  I spoke to somebody there, and I recently spoke to the guy Henry there about this chemtrail
[1:42:04.880 --> 1:42:05.880]  and all that.
[1:42:05.880 --> 1:42:09.040]  I said, look, you people better wake up because guess what?
[1:42:09.040 --> 1:42:10.640]  I'm not going to be here next year.
[1:42:10.640 --> 1:42:11.640]  Neither are you.
[1:42:11.640 --> 1:42:16.000]  If you don't start telling the facts, I said go to infowars.com and check it out for yourself.
[1:42:16.000 --> 1:42:19.480]  If you want to record this show, I'll send you a copy of it, but I'd better see something
[1:42:19.480 --> 1:42:21.160]  on TV about it.
[1:42:21.160 --> 1:42:22.880]  Well, good.
[1:42:22.880 --> 1:42:27.560]  I'll tell you what, Alex, when you're in your movie, your interview with Aaron Russo,
[1:42:27.560 --> 1:42:31.360]  architecture, prison planner, how they were going to try to take over to Caspian Sea to
[1:42:31.360 --> 1:42:36.680]  put a pipeline in and all that stuff, I mean, you know, that's there for the oil as far
[1:42:36.680 --> 1:42:37.680]  as I'm concerned.
[1:42:37.680 --> 1:42:41.040]  That's what's where I'm looking at it.
[1:42:41.040 --> 1:42:42.040]  I hear you.
[1:42:42.040 --> 1:42:44.160]  They're laughing at me in the control room for people watching on TV.
[1:42:44.160 --> 1:42:45.680]  Fox News keeps calling me.
[1:42:45.680 --> 1:42:49.800]  I'm on Geraldo Rivera tonight, and they keep calling me over and over again, and I don't
[1:42:49.800 --> 1:42:51.120]  know they're, you never know what they're doing.
[1:42:51.120 --> 1:42:52.360]  I got to call them during the break.
[1:42:52.360 --> 1:42:55.320]  Now, I hear you absolutely, sir, and I appreciate your call.
[1:42:55.320 --> 1:42:56.520]  I have to multitask.
[1:42:56.520 --> 1:42:58.600]  I have a hundred things going on.
[1:42:58.600 --> 1:43:03.280]  You know, they're now saying it's a conspiracy theory if you say that cell phones radiate
[1:43:03.280 --> 1:43:06.240]  your brain and that we are crazy and wear tinfoil hats.
[1:43:06.240 --> 1:43:09.640]  That's insanity because any time you have a speaker on or you're next to a computer
[1:43:09.640 --> 1:43:12.720]  and the thing rings, you can literally hear the radio wave and frequencies.
[1:43:12.720 --> 1:43:15.600]  Well, no, there's thousands of studies admitting it gives you brain cancer.
[1:43:15.600 --> 1:43:19.640]  The point is there's now a website saying I'm crazy because I report that cell phones
[1:43:19.640 --> 1:43:22.160]  are bad for your brain that I wear a tinfoil hat.
[1:43:22.160 --> 1:43:24.400]  And what the hell are you people in total denial?
[1:43:24.400 --> 1:43:30.960]  I'm sorry, Georgia is in Russia, not in the U.S.
[1:43:30.960 --> 1:43:35.800]  Even terrible gas prices don't come close to the disaster of food costs from shortages
[1:43:35.800 --> 1:43:38.360]  already destroying millions of American families.
[1:43:38.360 --> 1:43:42.440]  Food for flour is already four times more expensive than it was about a year ago.
[1:43:42.440 --> 1:43:46.360]  Food costs continue to double because there's no food worldwide.
[1:43:46.360 --> 1:43:52.520]  The only solution is to use now and store for later great flavored super bulk foods that
[1:43:52.520 --> 1:43:56.360]  cost half as much as your groceries cost last year.
[1:43:56.360 --> 1:44:00.920]  Get on the web at eFoodsDirect.com and find a two month grab and go kit.
[1:44:00.920 --> 1:44:05.680]  This easy fix supply gives you two months worth of three great meals a day.
[1:44:05.680 --> 1:44:08.040]  The cost about five dollars a day.
[1:44:08.040 --> 1:44:14.360]  eFoodsDirect.com also has a complete bulk supply of super food at half the cost of last
[1:44:14.360 --> 1:44:15.640]  year's groceries.
[1:44:15.640 --> 1:44:18.760]  Call 800-409-5633.
[1:44:18.760 --> 1:44:23.160]  The rest of the world is starving, but what happens in your piece of America is up to
[1:44:23.160 --> 1:44:24.160]  you.
[1:44:24.160 --> 1:44:29.240]  Call 800-409-5633.
[1:44:29.240 --> 1:44:32.840]  If the cost of your prescriptions are getting out of control, you want to listen carefully
[1:44:32.840 --> 1:44:33.840]  to this.
[1:44:33.840 --> 1:44:38.960]  eFoodsDirect.com is a simple, innovative program designed to give individuals the same purchasing
[1:44:38.960 --> 1:44:41.600]  power as large HMOs and insurance companies.
[1:44:41.600 --> 1:44:47.000]  As a member of RxDirect.com, you'll enjoy savings of up to 80% on all prescription medications
[1:44:47.000 --> 1:44:51.920]  at over 52,000 USA pharmacies, including Walmart, Walgreens and Eckers.
[1:44:51.920 --> 1:44:55.560]  Don't risk ruining your health by using cheap counterfeit foreign drugs.
[1:44:55.560 --> 1:45:00.640]  This program provides savings on safe, genuine FDA approved medications with low membership
[1:45:00.640 --> 1:45:05.520]  fees, unlimited use, no age or income requirements, and coverage for all pre-existing conditions.
[1:45:05.520 --> 1:45:10.280]  RxDirect.com is an absolute must for anyone who pays for their own prescriptions and will
[1:45:10.280 --> 1:45:16.280]  today for as little as 450 per month at www.RxDirect.com and start saving immediately.
[1:45:16.280 --> 1:45:19.760]  RxDirect.com is backed by a 30-day money-back guarantee.
[1:45:19.760 --> 1:45:29.760]  Visit RxDirect.com or call 888-216-2461 that's 888-216-2461.
[1:45:29.760 --> 1:45:32.760]  Every week, thousands of violent crimes are committed.
[1:45:32.760 --> 1:45:34.720]  Don't let yourself become a statistic.
[1:45:34.720 --> 1:45:35.720]  Be smart.
[1:45:35.720 --> 1:45:36.720]  Be safe.
[1:45:36.720 --> 1:45:39.160]  Trust Pepperspray instead of your luck.
[1:45:39.160 --> 1:45:43.560]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense
[1:45:43.560 --> 1:45:44.560]  supplies.
[1:45:44.560 --> 1:45:49.120]  Pepperspray.com carries one of the largest assortments of Pepperspray and personal safety
[1:45:49.120 --> 1:45:50.440]  products on the web.
[1:45:50.440 --> 1:45:52.400]  From big to small, we have it all.
[1:45:52.400 --> 1:45:56.200]  Pepperspray, Mace, Animal Repellents, Stun Guns and Tazers.
[1:45:56.200 --> 1:46:00.760]  Pepperspray.com also carries a large assortment of products for personal, home, child and
[1:46:00.760 --> 1:46:01.760]  pet safety.
[1:46:01.760 --> 1:46:04.880]  Pepperspray.com has great news for outdoor enthusiasts.
[1:46:04.880 --> 1:46:10.080]  Now you can protect yourself against possible animal attacks with safe, humane animal repellents
[1:46:10.080 --> 1:46:14.280]  featuring counter-assault bear deterrent and Mace brand animal repellent.
[1:46:14.280 --> 1:46:18.320]  Enter radio in the coupon box and you'll receive 10% off your order.
[1:46:18.320 --> 1:46:19.520]  So what are you waiting for?
[1:46:19.520 --> 1:46:23.080]  Go to PEPPERSpray.com.
[1:46:23.080 --> 1:46:30.080]  Or call 1-800-908-9988 today.
[1:46:30.080 --> 1:46:32.400]  Gas prices are out of control.
[1:46:32.400 --> 1:46:36.400]  Fight back by doing what thousands of listeners to the Alex Jones show have done.
[1:46:36.400 --> 1:46:39.200]  Develop by a major oil company, a product that really works.
[1:46:39.200 --> 1:46:43.120]  Introducing SFR's Protect a Complete Fuel System and Engine Treatment.
[1:46:43.120 --> 1:46:45.720]  Just one bottle increases mileage for up to six months.
[1:46:45.720 --> 1:46:49.480]  Fleet tested by major oil company showing improvements in every car tested.
[1:46:49.480 --> 1:46:53.520]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[1:46:53.520 --> 1:46:58.360]  Protecta cleans up to 95% of new injector condition in just one tank full and is safe for all
[1:46:58.360 --> 1:46:59.360]  cars.
[1:46:59.360 --> 1:47:03.600]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little
[1:47:03.600 --> 1:47:06.680]  as 5,000 miles due to poor gasoline quality.
[1:47:06.680 --> 1:47:11.720]  Fight high fuel prices by purchasing a Protecta Fuel System treatment for only $9.95 and receive
[1:47:11.720 --> 1:47:15.120]  an engine treatment free at $12.95 value.
[1:47:15.120 --> 1:47:20.800]  In guaranteed or your money back, go to OilCompanySecret.com, that's OilCompanySecret.com, or call
[1:47:20.800 --> 1:47:21.800]  888-USSFR1.
[1:47:21.800 --> 1:47:22.800]  That's 888-873-7371.
[1:47:22.800 --> 1:47:23.800]  You are listening to GCN.
[1:47:23.800 --> 1:47:24.800]  Visit GCNLive.com today.
[1:47:24.800 --> 1:47:50.080]  I wanted to introduce Jason Bermas, filmmaker on the InfoWars team to the Sunday audience.
[1:47:50.080 --> 1:47:59.760]  He'll be sitting in for a full week when I'm covering the DNC live from that police
[1:47:59.760 --> 1:48:05.360]  state situation in Denver, the 22nd of the 28th.
[1:48:05.360 --> 1:48:09.280]  He'll be in here on that Sunday as well and I'll be calling him with live reports on the
[1:48:09.280 --> 1:48:10.280]  eBubbitt here.
[1:48:10.280 --> 1:48:12.120]  Next weekend I'll be here for you.
[1:48:12.120 --> 1:48:19.160]  Bob Chapman, the International Forecaster.com is our guest and Bermas plug your website.
[1:48:19.160 --> 1:48:24.440]  It's LooseChange911.com, you've also got your MySpace, very popular websites.
[1:48:24.440 --> 1:48:31.960]  Yeah, LooseChange911.com, I, myself, occasionally Dylan, Corey, and Jonathan from We Are Changed,
[1:48:31.960 --> 1:48:32.960]  Colorado.
[1:48:32.960 --> 1:48:34.680]  I'll put up some blog posts up there every day.
[1:48:34.680 --> 1:48:35.680]  It's a nice little site.
[1:48:35.680 --> 1:48:36.840]  But what's funny about me plugging their website?
[1:48:36.840 --> 1:48:37.840]  Nothing.
[1:48:37.840 --> 1:48:38.840]  Nothing's funny about it.
[1:48:38.840 --> 1:48:39.840]  It's good.
[1:48:39.840 --> 1:48:40.840]  Thank you.
[1:48:40.840 --> 1:48:41.840]  Bermas is always a smiley guy.
[1:48:41.840 --> 1:48:42.840]  Yeah, I'm a smiley guy.
[1:48:42.840 --> 1:48:46.360]  On top of that, you're going to see some trailers for Fabled Enemies coming out this week.
[1:48:46.360 --> 1:48:48.720]  After this, you know, me and you are going back to work on that.
[1:48:48.720 --> 1:48:50.320]  And then I'm going to be on Geraldo.
[1:48:50.320 --> 1:48:54.280]  If folks don't say you're a traitor, why are you on Geraldo or why are you on CNN?
[1:48:54.280 --> 1:48:55.280]  They have me on there.
[1:48:55.280 --> 1:48:58.280]  I don't turn it down, you know, they have me on.
[1:48:58.280 --> 1:48:59.280]  Why would you?
[1:48:59.280 --> 1:49:00.680]  It's a chance for you to expand your audience.
[1:49:00.680 --> 1:49:03.480]  That's what this is all about, getting the word out, and if we have to break through
[1:49:03.480 --> 1:49:04.480]  the mainstream and use them.
[1:49:04.480 --> 1:49:07.840]  Well, new DC Madam Stuff came out with her lawyer now saying, she said, if I die, they
[1:49:07.840 --> 1:49:08.840]  killed me.
[1:49:08.840 --> 1:49:10.160]  Well, she told me that, too, and on air.
[1:49:10.160 --> 1:49:13.160]  And not only that, but I guess that there's some documents buried somewhere or something.
[1:49:13.160 --> 1:49:14.760]  Yeah, well, I'm supposedly on Geraldo tonight.
[1:49:14.760 --> 1:49:17.560]  They keep calling me over and over again, and I called them during the break, and yes,
[1:49:17.560 --> 1:49:19.040]  I'm on there tonight.
[1:49:19.040 --> 1:49:20.040]  And so what?
[1:49:20.040 --> 1:49:21.040]  Okay, here we go.
[1:49:21.040 --> 1:49:22.040]  No, it's a good thing.
[1:49:22.040 --> 1:49:23.040]  Yeah.
[1:49:23.040 --> 1:49:24.040]  I think, I mean, honestly.
[1:49:24.040 --> 1:49:26.760]  I'd rather go on there and talk about Russia being attacked, but Bob Chapman's our guest.
[1:49:26.760 --> 1:49:29.080]  I want to run through a bunch of calls here at the end.
[1:49:29.080 --> 1:49:32.760]  Just have a quick question or comment, and Bob can comment on that.
[1:49:32.760 --> 1:49:35.440]  Frank, in California, you're on the air worldwide.
[1:49:35.440 --> 1:49:37.680]  Alex, Bob, great to talk to you.
[1:49:37.680 --> 1:49:42.000]  This is basically genocide, what Georgia has done, and I agree with Bob.
[1:49:42.000 --> 1:49:43.800]  Georgia didn't attack anybody with peaches.
[1:49:43.800 --> 1:49:45.120]  All right, I think we're joking.
[1:49:45.120 --> 1:49:46.120]  Go ahead.
[1:49:46.120 --> 1:49:48.080]  Well, I agree with what Bob is saying.
[1:49:48.080 --> 1:49:49.080]  This is a prelude.
[1:49:49.080 --> 1:49:53.520]  I think this is a prelude as far as going into Iran, but also, I think, another black
[1:49:53.520 --> 1:49:57.720]  op, so-called terrorist attack in the United States of America, which basically starts
[1:49:57.720 --> 1:50:02.640]  launching the nuclear holocaust and population control, and I want to know what Bob thinks
[1:50:02.640 --> 1:50:03.640]  about that.
[1:50:03.640 --> 1:50:07.200]  I think this is where we start the beginning process of annihilation.
[1:50:07.200 --> 1:50:12.480]  Well, it's a big Brazilian ski who's really running things, openly says he wants to start
[1:50:12.480 --> 1:50:17.720]  World War III by attacking Russia in the Caucasus, and he wrote that in 97 in the Grand
[1:50:17.720 --> 1:50:18.720]  Chess Board.
[1:50:18.720 --> 1:50:19.720]  Bob, and it's happening.
[1:50:19.720 --> 1:50:20.720]  Absolutely.
[1:50:20.720 --> 1:50:29.080]  And we reported on it, and we follow him extremely closely, and have ever since 69, when they
[1:50:29.080 --> 1:50:34.560]  started to get together, he was one of the guiding lights of the Tri-Lateral Commission.
[1:50:34.560 --> 1:50:35.560]  Presidents don't run anything.
[1:50:35.560 --> 1:50:42.040]  It's these key gophers for the big money deletes, like Brazilian ski, like Henry Kissinger,
[1:50:42.040 --> 1:50:45.320]  Mike, George Schultz.
[1:50:45.320 --> 1:50:49.200]  That's who we watch, ladies and gentlemen, the Lord Rothschild, David Rockefeller.
[1:50:49.200 --> 1:50:54.080]  We watch them very carefully while everybody else sucks their thumbs and watches the Olympics.
