[00:00:07.907 --> 00:00:09.648]  Now listen up!
[00:27:21.006 --> 00:27:24.608]  They will be in again underground bases and armored redoubts that then
[00:27:25.569 --> 00:27:40.159]  We'll have elevators up to mountain plateaus and areas and their own fitness centers and their own little towns they'll fly in whoever they want and that will be the new golden fields of Elysium or Moonraker not in orbit but
[00:27:41.039 --> 00:27:45.220]  In their own secret bubble cities.
[00:27:45.220 --> 00:27:54.322]  So you'll have the supposed bubble cities everybody wants to pay, who's nouveau riche, to get into so they can control the middle class and the nouveau riche, their real enemy, will be the last to be killed.
[00:27:54.322 --> 00:27:57.223]  They'll exterminate the third world, wipe them out.
[00:27:57.223 --> 00:27:58.703]  You'll all run to the bubble cities.
[00:27:58.703 --> 00:28:00.304]  Told you this 20 years ago.
[00:28:00.304 --> 00:28:02.764]  I have foreseen it from all my research.
[00:28:02.764 --> 00:28:03.585]  Now it's all confirmed.
[00:28:03.585 --> 00:28:05.285]  They officially are building the bubble cities right now.
[00:28:05.285 --> 00:28:06.805]  Toronto, Denver's building them.
[00:28:06.805 --> 00:28:08.886]  Austin's building a bubble city out at the old airport.
[00:28:10.751 --> 00:28:20.434]  And you opt into it at first, and then you'll be in the bubble city, but you'll think you've reached the plateau, or the peak, the apex, the paramount point.
[00:28:20.434 --> 00:28:32.078]  But you'll be at the penultimate level, the actual final kill grid, so that when they finally get you and finally have all the robot sentries in place, then they'll nerve gas everyone.
[00:28:32.078 --> 00:28:33.799]  I think Lassen will use a chemical or something.
[00:28:33.799 --> 00:28:34.799]  They'll nerve gas you.
[00:28:35.799 --> 00:28:42.684]  You're so afraid of bioweapons, then they'll nerve gas the bubble and the planet has been cleansed of you!
[00:28:42.684 --> 00:28:45.386]  I could have joined them, but I want to go to heaven.
[00:28:45.386 --> 00:28:48.528]  I want my spirit to go to the next level with the big dude.
[00:28:48.528 --> 00:28:53.172]  I want to join Satan and his operation, but it's been revealed to you for over 20 years here on Aaron.
[00:28:53.172 --> 00:28:55.233]  Now you see exactly as I said, it's going to unfold.
[00:28:55.233 --> 00:28:57.355]  You might want to go back and find the old shows that freaked him out so bad.
[00:28:58.018 --> 00:28:59.238]  Hi, I'm Dan Pilla.
[00:28:59.238 --> 00:29:03.159]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[00:29:03.159 --> 00:29:04.699]  I sued the IRS and won.
[00:29:04.699 --> 00:29:07.660]  I beat the IRS then, and I've been beating them ever since.
[00:29:07.660 --> 00:29:13.221]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[00:29:13.221 --> 00:29:14.421]  I can help you, too.
[00:29:14.421 --> 00:29:17.341]  If you owe taxes you can't pay, don't wait another day.
[00:29:17.341 --> 00:29:19.562]  There's no such thing as a hopeless tax case.
[00:29:19.562 --> 00:29:24.002]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[00:29:24.002 --> 00:29:26.303]  That's danpilla.com, danpilla.com.
[00:29:27.483 --> 00:29:33.846]  The United States of Empire is a book that claims the United States is the empire of the world.
[00:29:33.846 --> 00:29:36.887]  George Washington had warned us against foreign wars.
[00:29:36.887 --> 00:29:42.810]  The United States of Empire shows that World Wars I and II left England broken.
[00:29:42.810 --> 00:29:46.591]  Its former colony, the U.S., had to save the empire.
[00:29:46.591 --> 00:29:47.872]  Was there ever a vote?
[00:29:47.872 --> 00:29:49.213]  Who do we fight for?
[00:29:49.213 --> 00:29:55.415]  The Deep State began with World War I. The United States of Empire by James Dunn.
[00:29:55.415 --> 00:29:56.836]  Available at Amazon Books.
[00:30:01.846 --> 00:30:07.132]  Listen, there's a show from PBS called It's Okay To Be Smart.
[00:30:07.132 --> 00:30:15.561]  So everyone who's been smart and has been put down for it and persecuted, it's okay to finally be smart.
[00:30:15.561 --> 00:30:17.263]  That's right, there's not two sexes.
[00:30:17.663 --> 00:30:23.206]  And families are bad, and the right thing to do is to sterilize your son so he doesn't become an evil warmonger.
[00:30:23.206 --> 00:30:27.608]  I mean, a lot of feminists are saying we should have the government pass laws that male embryos are killed.
[00:30:27.608 --> 00:30:35.092]  But what's better and more reformed and more humanitarian is just to convince them, when they're five years old, to have their testicles chopped off.
[00:30:35.092 --> 00:30:36.412]  And again, global warming's real.
[00:30:36.412 --> 00:30:38.333]  We've got to pay Lord Rothschild all of our money.
[00:30:38.333 --> 00:30:39.514]  And the pandemic's all real.
[00:30:39.514 --> 00:30:41.175]  We've got to be locked up in our houses.
[00:30:41.175 --> 00:30:43.896]  We've got to use the language the universities say.
[00:30:44.076 --> 00:30:45.298]  We're not a culture or anything.
[00:30:45.298 --> 00:30:46.559]  Oh, no.
[00:30:46.559 --> 00:30:47.200]  No, we're not.
[00:30:47.200 --> 00:30:48.662]  We're good people.
[00:30:48.662 --> 00:30:53.047]  We're good people that went to these corporate systems that didn't brainwash us.
[00:30:53.047 --> 00:30:54.068]  No, no.
[00:30:54.068 --> 00:30:57.633]  They enlightened us how to censor and how to rule and how to control.
[00:30:58.800 --> 00:31:04.205]  One of the best nutrients nature has provided, beetroot, has been used for hundreds of years in natural medicine.
[00:31:04.205 --> 00:31:08.990]  Now you can experience the power of this ingredient today with Basso Beet from InfoWars Life.
[00:31:08.990 --> 00:31:14.775]  Guaranteed to be the next addition to your daily routine, Basso Beet is the most concentrated liquid beet extract on the market.
[00:31:14.775 --> 00:31:23.884]  Fully utilizing the heart healthy nitrates and antioxidants to support your mind and body, Basso Beet is great for anyone looking to support a healthy living or athletic performance.
[00:31:24.369 --> 00:31:28.530]  So check out one of the most incredible ingredients today with Basil Bede from InfoWars Life.
[00:31:44.215 --> 00:31:49.478]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[00:31:49.478 --> 00:31:50.958]  You asked, we delivered.
[00:31:50.958 --> 00:31:54.520]  This easy option gives you the means to donate directly to the cause.
[00:31:54.520 --> 00:31:56.421]  Remember, we're all part of the fight.
[00:31:56.421 --> 00:31:57.242]  InfoWars.
[00:31:57.242 --> 00:31:59.203]  Brought to you by you.
[00:31:59.203 --> 00:31:59.643]  Every week.
[00:32:00.343 --> 00:32:06.210]  Every day, every hour, every minute, every second right now is critical.
[00:32:06.210 --> 00:32:09.854]  History is happening right in front of us, and we can't be spectators.
[00:32:09.854 --> 00:32:14.679]  We've got to be men and women in the arena, regardless of race, color, creed, age, sexual preference.
[00:32:14.679 --> 00:32:15.520]  It doesn't matter.
[00:32:15.720 --> 00:32:21.245]  The globalists with the shy comms and others are openly trying to plunge our economy and start a new depression.
[00:32:21.245 --> 00:32:28.270]  China who hyped up this virus is now back to work and ramping up their economy while ours is going into a free fall spiral.
[00:32:28.270 --> 00:32:31.953]  And Trump's desperately trying to restart it and create confidence.
[00:32:31.953 --> 00:32:37.818]  And the globalist corporate media that was worshipping China just a month or so ago and their response is saying Trump
[00:32:38.098 --> 00:32:39.539]  You're listening to the Alex Jones Show!
[00:33:36.038 --> 00:33:50.144]  The United Nations, the Club of Rome, Davos, the Bill and Melinda Gates Foundation meetings, all on record want to depopulate the planet to at least 500 million people.
[00:33:50.144 --> 00:33:53.725]  That is a 90% reduction or more.
[00:33:55.196 --> 00:33:58.518]  And that's in their official documents that we've been flashing on screen.
[00:33:58.518 --> 00:34:04.282]  The Wall Street Journal, the New York Times, telling you how they have a secret world government that they're now announcing to you.
[00:34:04.282 --> 00:34:05.983]  And now it's all official.
[00:34:05.983 --> 00:34:07.844]  Of course, run by Jeffrey Epstein at the time.
[00:34:07.844 --> 00:34:11.907]  There's 2009 Wall Street Journal.
[00:34:11.907 --> 00:34:14.589]  But you've got to be the saviors while you do it.
[00:34:14.589 --> 00:34:17.511]  So you release limited bioweapons, you hype it up.
[00:34:18.359 --> 00:34:21.161]  We exacerbate real occurring viruses.
[00:34:21.161 --> 00:34:24.524]  We train everyone to be under drone and robot control and checkpoints.
[00:34:24.524 --> 00:34:26.165]  Everyone complies with that.
[00:34:26.165 --> 00:34:30.148]  And then you incrementally, during that crisis, keep ratcheting it down to see how far you can go.
[00:34:30.148 --> 00:34:33.571]  Then a few years later, there's a worse bug that shows up.
[00:34:33.571 --> 00:34:43.878]  And then they do this in five waves, in ten waves, but the final wave will drive the remaining 30-40% of the population into dome cities.
[00:34:44.887 --> 00:34:47.389]  Everyone else will be outside those cities.
[00:34:47.389 --> 00:34:47.929]  And the U.N.
[00:34:47.929 --> 00:34:50.931]  admits that's what they want to go to as a city-state.
[00:34:50.931 --> 00:34:55.214]  And then you will be totally surveilled and controlled within those.
[00:34:55.214 --> 00:34:57.815]  And if you don't believe me, just type in smart cities.
[00:34:57.815 --> 00:35:08.062]  Google, Twitter, Facebook, Apple, and Amazon, all competing for the future smart cities that are sealed.
[00:35:10.222 --> 00:35:12.683]  Totally and completely sealed.
[00:35:12.683 --> 00:35:22.048]  And they show children for over a decade in the UK and Europe in school, little documentaries called Megapolis and others.
[00:35:22.048 --> 00:35:22.889]  Now there it is right there.
[00:35:22.889 --> 00:35:28.031]  Google's plan for sealed dome cities.
[00:35:28.031 --> 00:35:30.153]  And then you opt into those.
[00:35:30.153 --> 00:35:31.733]  Oh, there's no allergies.
[00:35:31.733 --> 00:35:36.276]  Oh, there's no, there's no viruses because everyone is scanned and medically tested to get in.
[00:35:37.910 --> 00:35:38.831]  You know, there's another movie.
[00:35:38.831 --> 00:35:42.253]  The Island came out, I don't know, 15 years ago or so.
[00:35:42.253 --> 00:35:46.515]  And they're all in this shield dome city for their safety.
[00:35:46.515 --> 00:35:53.880]  It's really out in Nevada, in the middle of the Death Valley.
[00:35:53.880 --> 00:35:57.062]  And they're the lucky ones that have gone to the island.
[00:35:57.062 --> 00:35:58.002]  They think they're on an island.
[00:35:58.002 --> 00:36:01.224]  Because they have plasma screens under the windows.
[00:36:01.224 --> 00:36:05.026]  They're looking out on the ocean, but really it's the desert.
[00:36:05.026 --> 00:36:07.208]  Finally, they find out they're really just clones for rich people.
[00:36:10.111 --> 00:36:15.614]  They have trouble keeping organs alive if they just breed them up in an artificial womb, a tank.
[00:36:15.614 --> 00:36:19.936]  But if they are human, they can live a long time.
[00:36:19.936 --> 00:36:21.917]  The organs stay fresh.
[00:36:21.917 --> 00:36:28.480]  And they tell them that everybody had to go to the island because a virus got released, and they're the last people left on Earth.
[00:36:35.390 --> 00:36:40.512]  See, you're so lucky, you're gonna get to go to the domed cities.
[00:36:40.512 --> 00:36:47.775]  And Google and all of them are building them in Denver, in Austin, and in Toronto, and in London.
[00:36:47.775 --> 00:37:00.800]  They've set up their areas in industrial districts, like the old Austin Airport, not the one out at Bergstrom, but the old one, Mueller.
[00:37:00.800 --> 00:37:03.441]  And you opt into it,
[00:37:04.315 --> 00:37:09.399]  And they're even beginning to build the areas where building-to-building is connected, and it's a dome!
[00:37:09.399 --> 00:37:15.643]  Little dome, you learn to go in, and a bigger dome, and a bigger dome, and a bigger dome, and a bigger dome, and a bigger dome, and a bigger dome.
[00:37:15.643 --> 00:37:28.492]  Alright, I got a lot of news I want to cover and a bunch of guests today, and I want to take calls, but let me just tell you how surreal things are, and how serious things are.
[00:37:32.219 --> 00:37:41.326]  Got a call from a White House advisor, someone that advises the president on a daily basis, about a week ago.
[00:37:41.326 --> 00:37:53.956]  And they said, Alex, you know, the president just really wants to tell you that he appreciates you and he understands the attacks we're all under and just, you know, stay the course.
[00:37:53.956 --> 00:37:56.317]  And the president admires what you're doing.
[00:37:56.317 --> 00:38:00.681]  And believe me, he intends to move on the deep state and is moving against him and that
[00:38:02.182 --> 00:38:08.204]  His main mission is to keep the economy going, because if they can kill that, you understand, everything else is going to be lost.
[00:38:08.204 --> 00:38:13.325]  I'm like, okay, well, thanks for reaching out for the president.
