[00:00:15.644 --> 00:00:16.994]  Alex Jones
[01:37:34.765 --> 01:37:37.946]  If you want to talk, go ahead, Hadart.
[01:37:37.946 --> 01:37:38.346]  All right.
[01:37:38.346 --> 01:37:38.987]  Hello?
[01:37:38.987 --> 01:37:39.687]  Yes, you're on the air.
[01:37:39.687 --> 01:37:39.867]  I know.
[01:37:39.867 --> 01:37:42.448]  It says your name is H-A-D-A-R-T in Los Angeles.
[01:37:42.448 --> 01:37:43.769]  Can you hear me?
[01:37:43.769 --> 01:37:45.509]  No, it's Heather.
[01:37:45.509 --> 01:37:46.490]  Okay, Heather.
[01:37:46.490 --> 01:37:47.950]  They told me Hadart.
[01:37:47.950 --> 01:37:49.071]  Your phone's not that good.
[01:37:49.071 --> 01:37:49.831]  Go ahead and make your point.
[01:37:51.185 --> 01:38:01.977]  My point is that any attempt to restrict our Second Amendment rights should be construed as treason against the American people, and impeachment proceedings should begin immediately.
[01:38:01.977 --> 01:38:06.802]  It will not make him a martyr, but it might prevent him from being able to call martial law.
[01:38:09.309 --> 01:38:09.689]  You're right.
[01:38:09.689 --> 01:38:11.010]  We have to start impeaching now.
[01:38:11.010 --> 01:38:11.791]  We have to get aggressive.
[01:38:11.791 --> 01:38:14.732]  And I'm sorry if I sounded rude to you with the name spelled wrong on the screen.
[01:38:14.732 --> 01:38:22.997]  It's just, Heather, I'm really upset like you are right now at how our government is run by criminals who are literally orchestrating us into a world war.
[01:38:22.997 --> 01:38:24.458]  What do you think the endgame here is?
[01:38:24.458 --> 01:38:27.720]  Are these people just psychotic?
[01:38:27.720 --> 01:38:33.964]  I think the endgame is that by allowing Syrian refugees in and then trying to disarm us,
[01:38:34.520 --> 01:38:36.902]  He is attempting to take over this country.
[01:38:36.902 --> 01:38:40.246]  His whole campaign was, I will bring change.
[01:38:40.246 --> 01:38:41.827]  We'll now know what that change is.
[01:38:41.827 --> 01:38:43.989]  Radical fundamental change.
[01:38:43.989 --> 01:38:44.590]  Exactly.
[01:38:44.590 --> 01:38:51.036]  And I just think that we need to maintain our rights, open carry in all 50 states.
[01:38:51.036 --> 01:38:57.863]  We need to call for his resignation, Loretta Lynch's resignation, and any members of Congress that support his agenda.
[01:38:59.173 --> 01:39:01.214]  I agree with you, Heather, absolutely.
[01:39:01.214 --> 01:39:04.114]  It's time to really get aggressive and really get the word out.
[01:39:04.114 --> 01:39:05.915]  I mean, this is even worse than I thought.
[01:39:05.915 --> 01:39:12.657]  I didn't think the elite was this reckless to try to get total control to make some alliance with radical jihadis and start World War III with the Russians.
[01:39:12.657 --> 01:39:16.998]  I mean, but I guess Napoleon, Hitler, they all go crazy.
[01:39:16.998 --> 01:39:23.420]  And the political correct folks see a guy that's part black, so they just think, do whatever he says.
[01:39:23.420 --> 01:39:24.220]  Thank you so much.
[01:39:24.220 --> 01:39:26.461]  Drake and San Antonio, you're on the air worldwide.
[01:39:26.461 --> 01:39:27.041]  Go ahead, Drake.
[01:39:28.226 --> 01:39:28.586]  Hi.
[01:39:28.586 --> 01:39:31.949]  Tonight, one of the left's goals is to shun the AR-15.
[01:39:31.949 --> 01:39:34.872]  And as you know, California has a 10-magazine rule.
[01:39:34.872 --> 01:39:41.777]  And my question is, did these shooters use the California legal 10-round magazine or the standard 30-round magazine?
[01:39:41.777 --> 01:39:43.839]  I think Joe Biggs has the answer on that.
[01:39:43.839 --> 01:39:49.464]  I believe from the news I saw and some photographs of their guns, these were 30-round clubs, weren't they, Joe?
[01:39:49.464 --> 01:39:54.268]  Yeah, the HCF released a statement saying that they were not legal for California standards.
[01:39:55.100 --> 01:39:59.323]  You mean people that are going to mass murder 14 people broke the law?
[01:39:59.323 --> 01:40:02.144]  Yeah, I mean, they're already going to go out and kill 14 people.
[01:40:02.144 --> 01:40:06.587]  What makes anyone think that they're going to go by that minimum round clip?
[01:40:06.587 --> 01:40:11.250]  That's like, if I'm on my way to kill 14 people, will I run a stop sign, Joe?
[01:40:11.250 --> 01:40:11.930]  More than likely.
[01:40:14.061 --> 01:40:19.563]  That just shows you the mental illness that is liberalism, that is taking over our country.
[01:40:19.563 --> 01:40:24.626]  Yeah, I used to hear Savage say that 15 years ago, and I'd go, oh come on, they're not mentally ill, they just want power.
[01:40:24.626 --> 01:40:25.947]  But they are mentally ill.
[01:40:25.947 --> 01:40:31.270]  They already run the country, why do they want to destroy it?
[01:40:31.270 --> 01:40:35.592]  I mean, if you run something and already conquered it, why would you want to kill it?
[01:40:35.592 --> 01:40:38.654]  I just do not get this, Joe.
[01:40:38.654 --> 01:40:40.975]  It's a full-on PSYOP war going on right now.
[01:40:41.943 --> 01:40:44.587]  You know, and it feels like these attacks keep picking up.
[01:40:44.587 --> 01:40:45.167]  They're gearing up.
[01:40:45.167 --> 01:40:45.788]  They're amping up.
[01:40:45.788 --> 01:40:47.951]  They're happening day after day.
[01:40:47.951 --> 01:40:51.656]  And sometimes it almost seems like it's to confuse people.
[01:40:51.656 --> 01:40:54.139]  To get people so spread out and spread thin.
[01:40:54.139 --> 01:40:54.680]  I agree.
[01:40:54.680 --> 01:40:58.725]  Drake of San Antonio, what was your point on the... I mean, so yes, these were illegal clips.
[01:40:58.725 --> 01:40:58.986]  Go ahead.
[01:41:00.623 --> 01:41:04.924]  Obama says we must restrict guns because they were illegally obtained.
[01:41:04.924 --> 01:41:05.964]  Boom, he's a liar.
[01:41:05.964 --> 01:41:07.824]  They weren't legal magazines.
[01:41:07.824 --> 01:41:08.345]  I hear you.
[01:41:08.345 --> 01:41:09.945]  Your phone's ringing up so I'm going to let you go.
[01:41:09.945 --> 01:41:13.066]  But look, of course, we have logical debates with Obama.
[01:41:13.066 --> 01:41:15.486]  He wants our guns to conquer us and enslave us.
[01:41:15.486 --> 01:41:19.587]  Mao Zedong, who he follows, said political power grows out of the barrel of a gun.
[01:41:19.587 --> 01:41:21.247]  He's got guns that protect him.
[01:41:21.247 --> 01:41:24.128]  So does Dianne Feinstein and Al Gore.
[01:41:24.128 --> 01:41:27.348]  Let's go ahead and take another call here.
[01:41:27.348 --> 01:41:29.349]  Let's go ahead and talk to Kyle in Arizona.
[01:41:29.349 --> 01:41:30.129]  You're on the air, Kyle.
[01:41:31.516 --> 01:41:33.777]  Well, thank you for taking my call, Alex.
[01:41:33.777 --> 01:41:34.277]  You bet, brother.
[01:41:34.277 --> 01:41:35.677]  Go ahead.
[01:41:35.677 --> 01:41:49.140]  I wanted to let everyone know how inept our intelligence agencies are when they let a woman in from Saudi Arabia with a fake name and a fake passport.
[01:41:49.140 --> 01:41:50.120]  Yeah, by the way, you're right.
[01:41:50.120 --> 01:41:50.681]  It's on record.
[01:41:50.681 --> 01:41:53.501]  Fake name, fake passport, fake address.
[01:41:53.501 --> 01:41:57.062]  She can get in, but I get interrogated when I fly back into the U.S.
[01:41:57.062 --> 01:41:58.943]  and they know everything about me.
[01:41:58.943 --> 01:41:59.983]  Absolutely incredible.
[01:41:59.983 --> 01:42:00.243]  Go ahead.
[01:42:01.570 --> 01:42:08.915]  Tashfeen Malik is a nom-de-guerre for a Muslim jihadist from the anals of Muslim history.
[01:42:08.915 --> 01:42:18.401]  As he is known to Muslims, Tashfeen Malik al-Muhaddin in English, Tashfeen, King of the Muslims and the Conqueror of the West.
[01:42:18.401 --> 01:42:20.922]  The history stems from when you said... Hold on, stay there.
[01:42:20.922 --> 01:42:21.683]  I'm gonna come back to you.
[01:42:21.683 --> 01:42:22.403]  I forgot this.
[01:42:22.403 --> 01:42:23.544]  I've heard of this.
[01:42:23.544 --> 01:42:28.127]  Oh my God, her name is a nom-de-plume of a famous jihadist princess, isn't it?
[01:42:30.669 --> 01:42:32.269]  And even a female name.
[01:42:32.269 --> 01:42:32.870]  It's a man.
[01:42:32.870 --> 01:42:33.570]  It's a king.
[01:42:33.570 --> 01:42:45.813]  It's an ancient king from Muslim history who defeated Alfonso VI when they were battling for Spain, which allowed the Muslims to stay in Spain for centuries.
[01:42:45.813 --> 01:42:47.754]  And it's symbolic of Muslim victory.
[01:42:47.754 --> 01:42:48.194]  No, you're right.
[01:42:48.194 --> 01:42:50.515]  It took the Germanic Marie Conchita to kick him out.
[01:42:50.515 --> 01:42:53.695]  I tell you, there's a mega massive double cross going on.
[01:42:53.695 --> 01:42:55.596]  And this is so over the top, I can't even believe it.
[01:42:57.162 --> 01:43:00.343]  A clean, toxic-free body is the foundation of true health.
[01:43:00.343 --> 01:43:02.704]  Deep Cleanze by InfoWarsLife.com.
[01:43:02.704 --> 01:43:09.727]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:43:09.727 --> 01:43:14.889]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:43:15.029 --> 01:43:24.477]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[01:43:24.477 --> 01:43:33.344]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:43:33.344 --> 01:43:40.250]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike G-Rex herbal processing technique.
[01:43:40.430 --> 01:43:44.094]  We use only the highest quality organic herbs, backed by serious research.
[01:43:44.094 --> 01:43:46.797]  And we still bring it to you at the best price out there.
[01:43:46.797 --> 01:43:51.722]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:43:51.722 --> 01:43:53.244]  That's InfoWarsLife.com.
[01:43:53.244 --> 01:43:53.604]  Or call 888-253-3139.
[01:43:53.604 --> 01:43:54.165]  I love my candy!
[01:43:54.165 --> 01:43:55.406]  I would love to be again!
[01:43:55.406 --> 01:43:55.726]  My, my, my!
[01:44:00.157 --> 01:44:09.880]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[01:44:09.880 --> 01:44:12.461]  All of our children are hit with modern mind control.
[01:44:12.461 --> 01:44:16.142]  Television, music, fast food, GMOs, sugars, you name it.
[01:44:16.142 --> 01:44:22.464]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[01:44:22.464 --> 01:44:27.306]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[01:44:27.586 --> 01:44:33.969]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[01:44:33.969 --> 01:44:41.712]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[01:44:41.712 --> 01:44:49.255]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[01:44:49.255 --> 01:44:52.856]  Obtain your ChildEase today at InfoWarsLife.com.
[01:44:52.856 --> 01:44:55.778]  That's ChildEase exclusively at InfoWarsLife.com.
[01:44:57.799 --> 01:45:01.302]  When cells become toxic, they die early and aging sets in.
[01:45:01.302 --> 01:45:09.549]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:45:09.549 --> 01:45:14.973]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:45:14.973 --> 01:45:17.496]  You want the best that's out there at the lowest price anywhere?
[01:45:17.496 --> 01:45:19.597]  We now have the synergistic solution.
[01:45:19.597 --> 01:45:23.801]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:45:27.688 --> 01:45:28.788]  Brain Force is here.
[01:45:28.788 --> 01:45:30.989]  Ladies and gentlemen, I've been on this the last few months.
[01:45:30.989 --> 01:45:35.991]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[01:45:35.991 --> 01:45:39.273]  There's always hidden additives in your food, even organic food has hidden additives.
[01:45:39.273 --> 01:45:42.754]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:45:42.754 --> 01:45:44.495]  Ultimately, we've all been dumbed down to some degree.
[01:45:44.735 --> 01:45:47.057]  My fellow patriots, one of the things I'm most proud of
[01:46:00.691 --> 01:46:12.017]  Is the fact that the InfoWars operation reaches more than 20 million people a week worldwide with the message of liberty and none of it is funded by major global corporations or by taxpayers.
[01:46:12.017 --> 01:46:13.838]  It's funded by free will.
[01:46:13.838 --> 01:46:23.503]  Listeners and viewers like you who decide to visit InfoWarsStore.com and take advantage of some of the most high quality revolutionary products available today.
[01:46:23.503 --> 01:46:30.167]  And now, until December 18th, 2015, we are extending free shipping on top of huge discounts.
[01:46:30.567 --> 01:46:40.135]  On cutting-edge nutraceuticals, high-quality non-GMO heirloom seeds, top-of-the-line water filtration systems that remove glyphosates, fluoride, and more.
[01:46:40.135 --> 01:46:42.757]  And the list of specials goes on and on.
[01:46:42.757 --> 01:46:53.605]  Some discounts are as high as 50% at InfoWarsStore.com on top of free shipping through December 18th at InfoWarsStore and InfoWarsLife.com.
[01:46:53.605 --> 01:46:56.748]  And remember, InfoWars is the operation that you built.
[01:47:01.608 --> 01:47:09.114]  You're listening to The Alex Jones Show.
[01:47:09.114 --> 01:47:11.296]  The answer to 1984 is 1776.
[01:47:11.296 --> 01:47:15.139]  You're listening to The Alex Jones Show.
[01:47:25.046 --> 01:47:33.069]  Tashfeen Malik is being reported by the New York Post and Associated Press was the commander, the mastermind of the 14 dead.
[01:47:33.069 --> 01:47:39.851]  It's reported her husband was hesitant and didn't take part at first and only shot a few people.
[01:47:39.851 --> 01:47:45.533]  But she, she was a proud warrior in what she did.
[01:47:45.533 --> 01:47:53.576]  She left Saudi Arabia where she had to wear a bag over her head and couldn't drive a car and leave her house to come here with all this freedom and blow Christians and Jews' heads off.
[01:47:54.622 --> 01:47:56.822]  And if you're against it, you're a racist.
[01:47:56.822 --> 01:47:58.483]  You're not trendy.
[01:47:58.483 --> 01:48:00.323]  Well, there you go.
[01:48:00.323 --> 01:48:04.844]  Now our government has turned loose hundreds of thousands of these people to murder everybody in Syria.
[01:48:04.844 --> 01:48:07.584]  And our government says it's Syria's fault.
[01:48:07.584 --> 01:48:13.105]  I'm here to tell you there's a wind on down the road where our shadows are taller than our souls.
[01:48:13.105 --> 01:48:16.766]  There's a lady we all know who shines like white.
[01:48:16.766 --> 01:48:21.187]  Crank it up!
[01:48:21.187 --> 01:48:23.787]  I tell you, my friends, this gets sicker and sicker by the minute.
[01:48:25.188 --> 01:48:27.549]  You thought the government could just sell us out forever?
[01:48:27.549 --> 01:48:28.910]  These freaks?
[01:48:28.910 --> 01:48:30.791]  They got something bigger in plan.
[01:48:30.791 --> 01:48:31.511]  It's religious.
[01:48:31.511 --> 01:48:33.152]  It's beyond Islam.
[01:48:33.152 --> 01:48:36.034]  Beyond Christianity, Judaism, any of this.
[01:48:36.034 --> 01:48:38.095]  It's about world government and conflict.
[01:48:38.095 --> 01:48:39.356]  Albert Pike wrote about it.
[01:48:39.356 --> 01:48:40.876]  A clash of civilizations.
[01:48:40.876 --> 01:48:42.277]  A giant world war.
[01:48:42.277 --> 01:48:44.778]  Turkey's attacking Russia every chance it gets right now.
[01:48:44.778 --> 01:48:45.519]  Start that war!
[01:48:47.085 --> 01:48:49.225]  Where's your football gonna be then?
[01:48:49.225 --> 01:48:52.426]  Once ICBMs and cruise vessels are hitting major cities?
[01:48:52.426 --> 01:48:59.527]  Then acting tough and strutting around all day and wearing your favorite football colors aren't gonna matter anymore.
[01:48:59.527 --> 01:49:02.108]  So, Tashfeen Malik.
[01:49:02.108 --> 01:49:04.368]  That's right, I've read about that in history.
[01:49:04.368 --> 01:49:07.749]  And they admit it's all a fake name and stuff, but won't say what her real name is.
[01:49:07.749 --> 01:49:12.430]  This woman has a fake jihad name, fake everything, and they let her in.
[01:49:12.430 --> 01:49:13.390]  How crazy is this?
[01:49:13.390 --> 01:49:14.430]  Go ahead and finish up, Kyle.
[01:49:16.021 --> 01:49:27.371]  Yeah, it's insane and it just, it actually kind of helps our case because it shows how blatantly obvious it is that they let a jihadi with a jihadi name into the country.
[01:49:28.971 --> 01:49:30.191]  Well, it's the Second Amendment's fault.
[01:49:30.191 --> 01:49:32.392]  The President speaks in an hour and ten minutes.
[01:49:32.392 --> 01:49:33.893]  Why be a racist?
[01:49:33.893 --> 01:49:35.193]  I appreciate your call.
[01:49:35.193 --> 01:49:38.194]  I want to race through other calls with Brandon in Missouri.
[01:49:38.194 --> 01:49:40.956]  Final comment from Joe Biggs, Douglas Scott, and others.
[01:49:40.956 --> 01:49:54.381]  But Rob Jacobson is here in studio with us and he had an idea Friday to have a contest for a meme because they're banning Christmas trees and saying don't have secret Christmas celebrations at your
[01:49:55.561 --> 01:49:57.363]  College will suspend you.
[01:49:57.363 --> 01:50:03.528]  So Rob said we ought to have a meme on Facebook and Twitter that says, hey, we're going to promote whatever we want.
[01:50:03.528 --> 01:50:15.317]  I mean, whether you like Halloween, like Christmas, like I don't know what's a Muslim holiday, Ramadan, Hanukkah, whatever the holiday is, people have a right to have it.
[01:50:15.317 --> 01:50:18.160]  And if you've got a problem with it, that means you're intolerant, mentally ill.
[01:50:18.160 --> 01:50:19.041]  You're not liberal.
[01:50:19.041 --> 01:50:21.683]  Well, now the liberals say, no, no, we ban everything.
[01:50:21.683 --> 01:50:23.624]  But whatever the most radical garbage is,
[01:50:24.659 --> 01:50:26.300]  It's just all part of an act of dominance.
[01:50:26.300 --> 01:50:27.501]  So, we have the contest.
[01:50:27.501 --> 01:50:27.781]  It's $1,000.
[01:50:27.781 --> 01:50:29.562]  We're going to pick the winner now.
[01:50:29.562 --> 01:50:30.743]  You've got to email us.
[01:50:30.743 --> 01:50:33.544]  I'll mail the $1,000 out in the next couple days to you.
[01:50:33.544 --> 01:50:38.667]  We've got another contest, Make Fun of Hillary contest, that comes up that we're going to announce next year, but those videos are coming in.
[01:50:38.667 --> 01:50:42.290]  But, Jacobson, let's go over the winner right now for TV viewers, for radio listeners.
[01:50:42.290 --> 01:50:44.811]  We just posted the article at InfoWars.com.
[01:50:44.811 --> 01:50:51.595]  We'll put it on screen, showing the winner with some of the runner-ups, but everybody's a winner, standing up for free speech and showing how crazy it is.
[01:50:51.595 --> 01:50:52.316]  There is the winner.
[01:50:52.316 --> 01:50:54.497]  Let's scroll down and show folks the winner and click on it.
[01:50:55.538 --> 01:51:00.122]  All right, well, this is the winner that we chose.
[01:51:00.122 --> 01:51:05.708]  It's the come and take it meme, and we liked it because it says a lot, you know.
[01:51:07.426 --> 01:51:11.451]  Reminiscent of the classic, you know, World War II, you know, the guys.
[01:51:11.451 --> 01:51:12.432]  Iwo Jima.
[01:51:12.432 --> 01:51:16.357]  Iwo Jima, you know, they're lifting up victory, you know.
[01:51:16.357 --> 01:51:25.087]  It's American, it really feels like Infowars, and come and take it is something we celebrate not only the First Amendment here, but the Second Amendment as well.
[01:51:25.287 --> 01:51:30.629]  They're up there on a hill with just blasted off trees everywhere, dead bodies everywhere, and they're hauling up the American flag.
[01:51:30.629 --> 01:51:32.250]  Well now they're hauling up the Christmas tree.
[01:51:32.250 --> 01:51:32.710]  Exactly.
[01:51:32.710 --> 01:51:34.171]  They're really hauling up free speech.
[01:51:34.171 --> 01:51:37.292]  They're hauling up free speech because that's what's being taken from us.
[01:51:37.292 --> 01:51:39.093]  I mean, we can't even celebrate.
[01:51:39.093 --> 01:51:40.814]  We're going to have to fight for it.
[01:51:40.814 --> 01:51:41.294]  Exactly.
[01:51:42.253 --> 01:51:48.076]  The thing, I agree with you Alex, I've been listening today and the rhetoric going on in this country is unbelievable.
[01:51:48.076 --> 01:51:50.276]  It's beyond even my own imagination.
[01:51:50.276 --> 01:51:53.658]  I can't believe that people are offended by Christmas.
[01:51:53.658 --> 01:51:54.778]  It is Twilight Zone.
[01:51:54.778 --> 01:51:59.400]  Plus Christmas is a super inclusive winter festival with lights and trees.
[01:51:59.400 --> 01:52:00.681]  I mean, give me a break, man!
[01:52:00.681 --> 01:52:02.582]  As a guy who grew up in New York City...
[01:52:03.502 --> 01:52:05.144]  It's a Christmas kind of city.
[01:52:05.144 --> 01:52:06.826]  I guess everything they're gonna do in New York City.
[01:52:06.826 --> 01:52:08.709]  Did you ever, were you ever offended by it?
[01:52:08.709 --> 01:52:12.634]  Oh yeah, when I was a little kid I was, oh I was weeping when I said, no that's a joke.
[01:52:12.634 --> 01:52:13.335]  You liked Christmas?
[01:52:13.335 --> 01:52:14.156]  I loved Christmas.
[01:52:14.156 --> 01:52:15.718]  I mean it was a winter thing.
[01:52:15.718 --> 01:52:19.963]  It was the winter celebration when I went to New York City with my family.
[01:52:19.963 --> 01:52:22.005]  We, I mean we went to Rockefeller Center.
[01:52:22.726 --> 01:52:25.008]  That one's good with a jihadist over the tree.
[01:52:25.008 --> 01:52:26.429]  That one was good.
[01:52:26.429 --> 01:52:29.632]  We had a lot of fun looking at all of these entries.
[01:52:29.632 --> 01:52:30.993]  Some of them are very, very clear.
[01:52:30.993 --> 01:52:41.341]  And now folks can have fun hauling up the tree against evil again by going to Infowars.com and the story that has all these memes and posting them to your Facebook, your Twitter, and elsewhere.
[01:52:42.165 --> 01:52:52.979]  Yeah, I mean, all the entries, we got a lot of entries, and it seems that everybody's aware of the fact that free speech is absolutely essential to be expressed right now.
[01:52:52.979 --> 01:52:56.624]  If any time in history, it's time for everybody to just say what they need to, you know, if
[01:52:57.145 --> 01:52:58.286]  If you like something, say it.
[01:52:58.286 --> 01:52:59.447]  If you don't like something, say it.
[01:52:59.447 --> 01:53:01.348]  It's all what this country is about.
[01:53:01.348 --> 01:53:02.950]  It's about free expression, free thought.
[01:53:02.950 --> 01:53:11.597]  Yeah, they're trying to blame, like, speech now, going, well, maybe he didn't like a Christmas tree, and there was this Jewish guy that was a Messianic Jew, and he would talk about Christ, so maybe he deserved it.
[01:53:11.597 --> 01:53:12.618]  I mean, that's in the news.
[01:53:12.618 --> 01:53:12.958]  Yeah.
[01:53:12.958 --> 01:53:16.040]  That some Jewish guy talked about Jesus, so he gets his head blown off.
[01:53:16.040 --> 01:53:17.101]  I mean, this is sick.
[01:53:17.101 --> 01:53:18.883]  But that's okay.
[01:53:18.883 --> 01:53:20.124]  Also, protected groups.
[01:53:20.744 --> 01:53:21.905]  Here we have protected groups.
[01:53:21.905 --> 01:53:30.991]  Some people are allowed to be absolutely slammed, some groups, while other groups are, oh wait a minute, you know, maybe it's not, maybe it's not Jihad.
[01:53:30.991 --> 01:53:35.675]  We haven't really cleared this issue out when all the evidence points that way, when trends go around.
[01:53:35.675 --> 01:53:40.138]  Well, radical Islam is a scourge on Muslims and kills more Muslims than anybody.
[01:53:40.138 --> 01:53:43.280]  I don't believe that there is no such thing as non-radical Islam.
[01:53:43.280 --> 01:53:45.502]  I know there are a lot of groups that want to be left alone.
[01:53:45.502 --> 01:53:46.823]  Now, some would call them apostate.
[01:53:47.663 --> 01:53:49.826]  But whatever, these are smart, hard-working people, a lot of them.
[01:53:49.826 --> 01:53:51.428]  A lot of them are my friends.
[01:53:51.428 --> 01:53:53.330]  And they're the ones that are threatened by this as well.
[01:53:53.330 --> 01:53:53.791]  Exactly.
[01:53:53.791 --> 01:53:55.793]  And the reality is the reality.
[01:53:55.793 --> 01:54:02.081]  There is a presence of this historically... The reality is radical Islam does not even compete with a free society.
[01:54:02.081 --> 01:54:02.561]  Exactly.
[01:54:02.561 --> 01:54:03.763]  They have their own set of laws.
[01:54:03.763 --> 01:54:05.585]  It's like bringing cannibals in to live in your neighborhood.
[01:54:05.785 --> 01:54:10.588]  You know, it's a centuries-old thing, you know.
[01:54:10.588 --> 01:54:12.309]  The Dark Age craziness.
[01:54:12.309 --> 01:54:14.831]  That's been going on for centuries, and they're not done yet.
[01:54:14.831 --> 01:54:17.073]  All they do is kill each other in these radical areas.
[01:54:17.073 --> 01:54:35.585]  Exactly, and the thing is that there are, of course, there's different sections of Islam, and maybe not as radical, but there are many sections, a percentage of radical Islams, and even a percentage of such a large population on this planet represents there are going to be some people who are going to be radicalized, whereas the mainstream press
[01:54:36.285 --> 01:54:40.368]  I think now a day is doing an amazing job at cherry-picking.
[01:54:40.368 --> 01:54:41.549]  Yeah, now, we've got the winner.
[01:54:41.549 --> 01:54:43.010]  I know they sent us an email with their info.
[01:54:43.010 --> 01:54:44.190]  Do we know how to get in contact with them?
[01:54:44.190 --> 01:54:45.551]  Yes.
[01:54:45.551 --> 01:54:50.614]  The winner is, of course, the entry we just saw.
[01:54:50.614 --> 01:54:51.375]  We contacted him.
[01:54:51.375 --> 01:54:53.656]  Mr. Travis T, come and take it.
[01:54:53.656 --> 01:54:55.357]  Alright, so he's going to win the thousand bucks.
[01:54:55.357 --> 01:54:56.158]  He got it.
[01:54:56.158 --> 01:54:56.618]  Beautiful.
[01:54:56.618 --> 01:54:57.498]  Alright, good job.
[01:54:57.498 --> 01:54:58.999]  Rob Jacobson, thanks for helping me with that contest.
[01:54:58.999 --> 01:54:59.700]  You're welcome.
[01:54:59.700 --> 01:55:00.500]  Thank you so much.
[01:55:00.500 --> 01:55:00.841]  Alright.
[01:55:01.966 --> 01:55:02.626]  I'm out of time.
[01:55:02.626 --> 01:55:04.207]  I got loaded phone lines here.
[01:55:04.207 --> 01:55:07.309]  Sherry in Missouri, Brandon, Scott, Douglas, so many others.
[01:55:07.309 --> 01:55:08.469]  Just call me back tomorrow.
[01:55:08.469 --> 01:55:09.490]  I apologize.
[01:55:09.490 --> 01:55:10.150]  I tried to get to everybody.
[01:55:10.150 --> 01:55:12.712]  We got a final comment from Joe Biggs in San Bernardino.
[01:55:12.712 --> 01:55:22.197]  Before I go any further, though, we are funded to have prizes and send reporters to San Bernardino and to upstate New York and to Paris and everywhere else by you.
[01:55:22.197 --> 01:55:29.761]  We've got some of the best nutraceuticals, vitamins, minerals, water filters, non-GMO seeds, Hillary for Prison shirts, films, books.
[01:55:30.683 --> 01:55:32.986]  You name it, at InfowarsStore.com.
[01:55:53.400 --> 01:55:55.001]  We've got a whole bunch of other specials.
[01:55:55.001 --> 01:55:58.704]  Free shipping on storable foods and 20% off ends tonight.
[01:55:58.704 --> 01:56:00.525]  25% off water filtration ends tonight.
[01:56:00.525 --> 01:56:02.166]  Deep Cleanse is back in stock.
[01:56:02.166 --> 01:56:02.926]  Amazing product.
[01:56:02.926 --> 01:56:05.148]  Brain Force 10% off or $10 off.
[01:56:05.148 --> 01:56:06.889]  That's like 40% off.
[01:56:06.889 --> 01:56:09.130]  Advanced Liver Cleanse Pack now back in stock.
[01:56:09.130 --> 01:56:09.911]  Discounted.
[01:56:09.911 --> 01:56:11.672]  Prostagard $5 off.
[01:56:11.672 --> 01:56:12.813]  Really amazing.
[01:56:12.813 --> 01:56:13.633]  Top of the line.
[01:56:13.633 --> 01:56:14.814]  Five star rated.
[01:56:14.814 --> 01:56:15.614]  Nutraceuticals.
[01:56:15.614 --> 01:56:16.495]  Infowars Life.
[01:56:17.796 --> 01:56:19.156]  Great job of the crew in here.
[01:56:19.156 --> 01:56:20.917]  We'll be back tomorrow, 11 a.m.
[01:56:20.917 --> 01:56:21.558]  to 3 p.m.
[01:56:21.558 --> 01:56:23.259]  with the big weekday transmission.
[01:56:23.259 --> 01:56:24.499]  The broadcast is exploding.
[01:56:24.499 --> 01:56:25.660]  People are waking up.
[01:56:25.660 --> 01:56:30.142]  I'll be covering Obama live tonight and about an hour from now at Facebook Mentions.
[01:56:30.142 --> 01:56:32.524]  10-second goodbye here, 20-second goodbye.
[01:56:32.524 --> 01:56:34.445]  Joe Biggs, final comments from San Bernardino.
[01:56:34.445 --> 01:56:36.966]  We're going to continue to follow this closely.
[01:56:36.966 --> 01:56:42.189]  Also, we'll be watching the same thing as you tonight, taking notes and we'll put out a report as well on that.
[01:56:42.617 --> 01:56:44.998]  And we'll continue to bring you guys updates, so stay tuned.
[01:56:44.998 --> 01:56:46.739]  And Joe, we're all in this together.
