[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[32:40.000 --> 32:55.000]  You see, when you expose our false flags and fake media, I will carry out attacks and then blame you like we've done with Alex Jones blaming him for mass shootings we committed.
[32:55.000 --> 33:10.000]  Ha ha, hey ol' Cobra!
[33:26.000 --> 33:41.000]  Infowars is going to go into caller mode, taking your calls on this incredible world we live in and all the insane things that are happening.
[33:41.000 --> 33:57.000]  Now the deep state globalist Democrats are trying to remove the president of the United States with all of their fraud while this crisis of the coronavirus is out of control and set to devastate the economy.
[33:57.000 --> 34:00.000]  And now that news is just rolling in.
[34:00.000 --> 34:10.000]  And all these major airlines canceling flights in to China, the evacuations that are taking place.
[34:10.000 --> 34:12.000]  This is a big deal.
[34:12.000 --> 34:19.000]  And the question is how big will it get on the cost of life and of the economy?
[34:19.000 --> 34:23.000]  Because the Chinese on the ground say a lot more people are sick and dying.
[34:23.000 --> 34:26.000]  I hope that's not the case, but that's what the people are saying on the ground.
[34:26.000 --> 34:28.000]  They say there's a government cover-up.
[34:28.000 --> 34:30.000]  Then the government's locking down major cities.
[34:30.000 --> 34:34.000]  Now it's over 50 million people and not just Wuhan.
[34:34.000 --> 34:39.000]  Are they trying to create hysteria or is it really, really bad?
[34:39.000 --> 34:46.000]  Because the media is trying to play down with severity, but the crackdown and the response is the biggest we've ever seen.
[34:46.000 --> 34:49.000]  Makes me start sweating.
[34:49.000 --> 34:55.000]  So I said I want to get callers from China or surrounding countries, people that live inside China.
[34:55.000 --> 35:04.000]  We got hundreds of people calling in and they're like, hey, Sam's Club is empty of food and they live next to an Air Force base and see it being mobilized.
[35:04.000 --> 35:06.000]  Those are the type of calls coming in.
[35:06.000 --> 35:08.000]  Those are great calls.
[35:08.000 --> 35:16.000]  I need the lines to be open so that when 20 calls are coming in a second, we can get to the people that are calling from China.
[35:16.000 --> 35:25.000]  So please, right now, just folks from China, inside China, inside Wuhan, we're getting emails from folks that want to come on.
[35:25.000 --> 35:27.000]  It's the middle of the night over there right now.
[35:27.000 --> 35:28.000]  We're contacting them.
[35:28.000 --> 35:32.000]  We're going to get them on the broadcasts and on the war room, but probably this show today.
[35:32.000 --> 35:42.000]  But I need to keep those phone lines open to people calling us from China or border states with China, Hong Kong, Taiwan, people very, very close.
[35:42.000 --> 35:48.000]  877-789-2539, 877-789-2539.
[35:48.000 --> 35:54.000]  And internationally, all the country code and then 512-646-1776.
[35:54.000 --> 35:58.000]  Okay.
[35:58.000 --> 36:12.000]  Let me just mention, while we're looking at those calls, some of the other news that is unfolding.
[36:12.000 --> 36:16.000]  Oh, my God, it's just insane.
[36:16.000 --> 36:20.000]  When I get in this mode, people say, someone's like, why do you start sweating sometimes on air?
[36:20.000 --> 36:29.000]  It's when I've got a thousand thoughts going through my head and I don't have public speaking fear.
[36:29.000 --> 36:38.000]  I don't have anxiety when it comes to being in the public, but it's the opposite.
[36:38.000 --> 36:45.000]  It's that I need to be in an office just cogitating about all this.
[36:45.000 --> 36:52.000]  That's why I want to take the calls so we can just brainstorm what in hell is going on here because this is a big move on the globalist.
[36:52.000 --> 37:03.000]  We see all the synthetic pre-preparations for it and all the pre-programming, crocheting into a grand finale perfectly with this.
[37:03.000 --> 37:12.000]  The Netflix shows and the tabletop exercises and the world government announcements and the demonization of the anti-vaxxers and the censorship grids going into place.
[37:12.000 --> 37:22.000]  And the economic war going on and all of it, you look at it together, you know this is engineered as hell.
[37:22.000 --> 37:25.000]  Now, what is the attack though?
[37:25.000 --> 37:30.000]  Because while we're watching this, it could be something else, but make no mistake.
[37:30.000 --> 37:41.000]  They've had articles in NBC News in places saying, wow, we went and tracked with computers and we know why the stock market went up one day because Alex Jones said this.
[37:41.000 --> 37:43.000]  And it's true.
[37:43.000 --> 37:47.000]  Any big prominent show that people think is credible that is credible can have a big effect.
[37:47.000 --> 37:52.000]  And I know the stock market's a bubble, but I don't want to pop it because we'll go into a depression.
[37:52.000 --> 37:55.000]  We have to have new innovations, new technologies, whole new economies.
[37:55.000 --> 38:00.000]  It's what can not even prop up a bubble, but stabilize it and actually make it work.
[38:00.000 --> 38:05.000]  And I'm not for bubble economies, but we're in one now and doing something else is a thing of the past.
[38:05.000 --> 38:12.000]  It's kind of like, again, I've given this analogy a lot of this whole Labrador retriever we had.
[38:12.000 --> 38:17.000]  And by the time he was like 12, he couldn't get up, couldn't walk, hip dysplasia.
[38:17.000 --> 38:34.000]  And the vet said, well, we can give him this depo-medrol steroid, anti-inflammatory, but it'll end up, you know, messing up his joints and things and maybe giving him a heart attack or whatever.
[38:34.000 --> 38:43.000]  In a couple of years. Well, I said, so we're going to kill the dog right now or keep my live comfortable a few years, shoot him up.
[38:43.000 --> 38:46.000]  And then the vet wouldn't give me more of it in about a year.
[38:46.000 --> 38:49.000]  I said, oh, he's already getting the main dose of it.
[38:49.000 --> 38:51.000]  But let's go ahead and put him down.
[38:51.000 --> 38:53.000]  And I said, but the dog's comfortable.
[38:53.000 --> 38:57.000]  So I just went to another vet and got double, just gave it to the dog and he lived three years happily.
[38:57.000 --> 39:05.000]  And he had a big, giant heart attack with me laying next to him on the carpet and lived to be 14, 15 years old.
[39:05.000 --> 39:10.000]  But the point of telling that story is America is that dog.
[39:10.000 --> 39:12.000]  And the world economy is that dog.
[39:12.000 --> 39:25.000]  So we can just get this big fat, juicy depression and war going right now and war on the streets and the EBT cards not working and just in time delivery and the breakdown of society that will make the Great Depression look like a cakewalk.
[39:25.000 --> 39:34.000]  Or we can innovate out of this because there's one way to get out of a bubble other than a depression.
[39:34.000 --> 39:38.000]  I was trying to eat breakfast taco during the break and a little piece of jalapeno went down on my lawn.
[39:38.000 --> 39:44.000]  Boy, that is painful as hell.
[39:44.000 --> 39:50.000]  So I don't see any callers from China.
[39:50.000 --> 39:55.000]  So I'm going to come back from break.
[39:55.000 --> 40:16.000]  I'm going to give the number out for military for people that have been in China recently for folks that have experienced or seen their family die from pneumonia like illnesses that we know are basically coming out of China and that are being covered up.
[40:16.000 --> 40:29.000]  It comes up for law enforcement for military for people that want to give out information and we're getting calls about food sold out being jerked off the shelves at Sam's clubs and Walmart's everywhere.
[40:29.000 --> 40:34.000]  And we're seeing that in the news and that makes me ask the question.
[40:34.000 --> 40:39.000]  Why did info wars only start telling you that yesterday when I knew that before.
[40:39.000 --> 40:49.000]  And it's this pre conditioned pre program thing of oh I sell storeable food so I don't want to tell people that it's being sold out everywhere.
[40:49.000 --> 40:53.000]  When we've been selling storeable food since I got on air because I believe in it.
[40:53.000 --> 40:56.000]  It's all these fly by nighters that will sell you crap.
[40:56.000 --> 41:01.000]  So I was thinking we ought to be proud of the fact that we're telling people to get ready.
[41:01.000 --> 41:14.000]  And then hopefully it's not as bad as they're saying it's not as bad as it looks like and everything gets turned around. But yeah that's that's an important call because we've got callers calling in saying that a lot of places have their bulk foods that have been bought up.
[41:14.000 --> 41:16.000]  You've got confirmed cases now all over the world.
[41:16.000 --> 41:23.000]  This thing is going to be in every country in the world and now shutting off flights to China is too late.
[41:23.000 --> 41:33.000]  And I got to tell you Dr. Steve Pachennick is a smart guy and he sucked into a lot of folks. He said Trump needs to appoint a surgeon general now.
