[00:00.000 --> 00:08.000]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:49:12.000 --> 01:49:14.000]  The route that you're talking about,
[01:49:14.000 --> 01:49:18.000]  I believe you mean how they were kind of smoked out of here,
[01:49:18.000 --> 01:49:20.000]  in a way.
[01:49:20.000 --> 01:49:23.000]  The understanding from talking to the hotel repeatedly,
[01:49:23.000 --> 01:49:25.000]  badgering them for press conferences,
[01:49:25.000 --> 01:49:27.000]  badgering them for information,
[01:49:27.000 --> 01:49:29.000]  not letting up one bit,
[01:49:29.000 --> 01:49:31.000]  was that you couldn't get in there publicly
[01:49:31.000 --> 01:49:34.000]  in the Dolce Hotel till today at noon.
[01:49:34.000 --> 01:49:37.000]  Well, they were gone out of here yesterday evening.
[01:49:37.000 --> 01:49:40.000]  And the meeting was really supposed to last until this morning.
[01:49:40.000 --> 01:49:42.000]  This morning, traditionally,
[01:49:42.000 --> 01:49:44.000]  according to my colleague, Jim Tucker,
[01:49:44.000 --> 01:49:46.000]  they always have their Monday breakfast before they depart.
[01:49:46.000 --> 01:49:48.000]  I think they were the last man standing,
[01:49:48.000 --> 01:49:50.000]  the last Builderberg out of here,
[01:49:50.000 --> 01:49:52.000]  was probably maybe 9 p.m. last night.
[01:49:52.000 --> 01:49:54.000]  And I talked to a lot of them.
[01:49:54.000 --> 01:49:56.000]  Was that Etienne Davignon?
[01:49:56.000 --> 01:49:58.000]  I'm sorry?
[01:49:56.000 --> 01:49:58.000]  Who was the last to leave?
[01:49:58.000 --> 01:50:00.000]  Oh, I don't know specifically.
[01:50:00.000 --> 01:50:03.000]  I just know that it seems that all the publicity
[01:50:03.000 --> 01:50:06.000]  just kind of made them turn tail and run a little bit.
[01:50:06.000 --> 01:50:09.000]  Maybe not in a fleeing fashion.
[01:50:09.000 --> 01:50:11.000]  I'm not going to say they fled,
[01:50:11.000 --> 01:50:14.000]  but I think it just got a little too inhospitable for them.
[01:50:14.000 --> 01:50:16.000]  Well, by route, their entire agenda's in trouble.
[01:50:16.000 --> 01:50:18.000]  They're now all over the newspapers worldwide.
[01:50:18.000 --> 01:50:20.000]  The Drudge Report every day.
[01:50:20.000 --> 01:50:22.000]  Bloomberg's going, okay, there is a global government.
[01:50:22.000 --> 01:50:24.000]  Okay, this is suspicious.
[01:50:24.000 --> 01:50:26.000]  You know, where were you, Bernanke?
[01:50:26.000 --> 01:50:29.000]  Obama's their puppet. That's in the news.
[01:50:29.000 --> 01:50:31.000]  Tucker said that they,
[01:50:31.000 --> 01:50:34.000]  Builderberg sources told him that one Builderberg group member said,
[01:50:34.000 --> 01:50:37.000]  we're about whipped on climate change taxes.
[01:50:37.000 --> 01:50:41.000]  But their race on the whole is starting World War III.
[01:50:41.000 --> 01:50:45.000]  Well, what you said about Iran certainly rings pretty true.
[01:50:45.000 --> 01:50:49.000]  Just how close they are to that is very difficult to say.
[01:50:49.000 --> 01:50:53.000]  Bill Gates' appearance here brought about some confirmation
[01:50:53.000 --> 01:50:56.000]  that he was here under one guise,
[01:50:56.000 --> 01:51:00.000]  but his actual reason for being here was to try and sell Zepatero,
[01:51:00.000 --> 01:51:03.000]  the Spanish prime minister who gave the opening address,
[01:51:03.000 --> 01:51:06.000]  like most nationals do that host the meetings,
[01:51:06.000 --> 01:51:08.000]  and sell them on the green tax,
[01:51:08.000 --> 01:51:10.000]  I think otherwise known as the carbon tax,
[01:51:10.000 --> 01:51:13.000]  and that could drastically drive up energy costs
[01:51:13.000 --> 01:51:16.000]  and lead to this impoverishment you were referring to.
[01:51:16.000 --> 01:51:20.000]  Exactly, and we know Greece was the first to adopt the green jobs
[01:51:20.000 --> 01:51:22.000]  that take two jobs for every new job,
[01:51:22.000 --> 01:51:26.000]  and even the Spanish leaders have said that was the coup de grace
[01:51:26.000 --> 01:51:28.000]  that killed their economy.
[01:51:28.000 --> 01:51:32.000]  Yeah, so it seems Bill Gates used a disingenuous excuse to get here
[01:51:32.000 --> 01:51:35.000]  just to generally counsel the PM on the economy,
[01:51:35.000 --> 01:51:37.000]  specifically about that tax.
[01:51:37.000 --> 01:51:39.000]  Barcelona, June 5, Saturday,
[01:51:39.000 --> 01:51:42.000]  1,000 anti-Israeli marchers on the flotilla thing,
[01:51:42.000 --> 01:51:46.000]  but 200 anti-Bilderberg marchers joined them.
[01:51:46.000 --> 01:51:51.000]  1,200 people in the center of Barcelona.
[01:51:51.000 --> 01:51:53.000]  Absolutely amazing.
[01:51:53.000 --> 01:51:55.000]  What about Jim's intel?
[01:51:55.000 --> 01:51:57.000]  I know you went with him.
[01:51:57.000 --> 01:52:01.000]  Anything else that he said about the fact that
[01:52:01.000 --> 01:52:06.000]  one of the Bilderberg members said were about whipped on the carbon tax?
[01:52:06.000 --> 01:52:08.000]  Well, I don't know about that one.
[01:52:08.000 --> 01:52:12.000]  I would be less than honest if I could answer that one,
[01:52:12.000 --> 01:52:14.000]  if I tried to answer that definitively.
[01:52:14.000 --> 01:52:17.000]  All I know is Gates was here to discuss it,
[01:52:17.000 --> 01:52:19.000]  but where they went on that,
[01:52:19.000 --> 01:52:22.000]  I think part of the situation where it seems
[01:52:22.000 --> 01:52:25.000]  they really had to rush through their business
[01:52:25.000 --> 01:52:28.000]  and kind of get out of here,
[01:52:28.000 --> 01:52:31.000]  maybe they left some unfinished business or some loose ends
[01:52:31.000 --> 01:52:35.000]  at any rate that some other miscellaneous came through.
[01:52:35.000 --> 01:52:39.000]  They spent just about a cool million on renting the place
[01:52:39.000 --> 01:52:42.000]  and for all their executive chefs every night
[01:52:42.000 --> 01:52:47.000]  and all sorts of about 600 to 800,000 euro
[01:52:47.000 --> 01:52:49.000]  for just their security.
[01:52:49.000 --> 01:52:52.000]  Supposedly, the Spanish taxpayers don't have to pick all that up.
[01:52:52.000 --> 01:52:55.000]  It's reimbursed, so that's just the miscellaneous matters.
[01:52:55.000 --> 01:52:59.000]  But everything's just kind of coming together plank by plank here.
[01:52:59.000 --> 01:53:02.000]  But the real story here in the brief time we have
[01:53:02.000 --> 01:53:06.000]  is that the media attention was so great
[01:53:06.000 --> 01:53:09.000]  that I think they really had to kind of abbreviate everything
[01:53:09.000 --> 01:53:11.000]  and get on out of here.
[01:53:11.000 --> 01:53:13.000]  They know they're not welcome.
[01:53:13.000 --> 01:53:16.000]  It's an inhospitable place perhaps anywhere they'll go now.
[01:53:16.000 --> 01:53:20.000]  I think the bottom line is that the news doesn't remain a flash in the pan
[01:53:20.000 --> 01:53:22.000]  or doesn't be too sporadic,
[01:53:22.000 --> 01:53:26.000]  but becomes long-term sustained coverage of what they're doing.
[01:53:26.000 --> 01:53:29.000]  And that's a critical point for independent media and regular media.
[01:53:29.000 --> 01:53:32.000]  Well, yeah, Paul Dornanou of Romania brought this up.
[01:53:32.000 --> 01:53:36.000]  He said that he's talked to Dutch and others that say they've been
[01:53:36.000 --> 01:53:40.000]  to the steering committees that only have 20, 30 members of Bilderberg.
[01:53:40.000 --> 01:53:43.000]  We know Bilderberg does have those steering committee hearings.
[01:53:43.000 --> 01:53:45.000]  Sometimes they have them at trilateral commission meetings.
[01:53:45.000 --> 01:53:49.000]  The good news is we now see people going to the trilateral meetings,
[01:53:49.000 --> 01:53:53.000]  the CFR meetings, all of the sub-meetings.
[01:53:53.000 --> 01:53:56.000]  Yes, yes, that's right.
[01:53:56.000 --> 01:54:02.000]  And the former Spanish PM spoke to the Chicago Council on Global Affairs
[01:54:02.000 --> 01:54:08.000]  that I covered and he said some things that kind of laid some hints for here.
[01:54:08.000 --> 01:54:12.000]  And that was back in April and he's Aznar, Jose Aznar.
[01:54:12.000 --> 01:54:14.000]  I don't remember his full name,
[01:54:14.000 --> 01:54:19.000]  but he had said some things about that they might have to back off
[01:54:19.000 --> 01:54:24.000]  on trying to dictate to all the European nations every last thread of their existence.
[01:54:24.000 --> 01:54:31.000]  I think they're sensing that maybe they're going to have to soften their steps a little bit,
[01:54:31.000 --> 01:54:33.000]  but it's hard.
[01:54:33.000 --> 01:54:37.000]  These people speak in code, one level for public consumption
[01:54:37.000 --> 01:54:40.000]  and then speak in another level for their own brethren.
[01:54:40.000 --> 01:54:45.000]  So it's really kind of a translation job when these globalists start talking.
[01:54:45.000 --> 01:54:49.000]  Well, I noticed that Saturday and Sunday I saw reports of more nations support sanctions
[01:54:49.000 --> 01:54:51.000]  or blockade on Iran.
[01:54:51.000 --> 01:54:56.000]  So we saw the drumbeat for Iran intensify after Bilderberg.
[01:54:56.000 --> 01:55:00.000]  Here's one out of the Canadian news, Globe and Mail.
[01:55:00.000 --> 01:55:03.000]  Canada wins key fight against bank tax.
[01:55:03.000 --> 01:55:08.000]  Canada has won a key fight in its high-profile international campaign against a global bank tax.
[01:55:08.000 --> 01:55:13.000]  So countries have to win fights just to have their sovereignty.
[01:55:13.000 --> 01:55:17.000]  So Canada's won a key fight in its high-profile international campaign against a global tax
[01:55:17.000 --> 01:55:26.000]  as G20 Finance Minister Saturday approved a plan that allows countries to manage an issue as they see fit.
[01:55:26.000 --> 01:55:32.000]  Isn't it nice that the G20 will allow us to have our own affairs, Mr. Anderson?
[01:55:32.000 --> 01:55:37.000]  Yeah, that's the thing among the Spanish citizenry here and among the shopkeepers.
[01:55:37.000 --> 01:55:42.000]  That's what they, above and beyond the secrecy of Bilderberg and what are they doing in our country
[01:55:42.000 --> 01:55:45.000]  and what's going on, they kind of sense this condescension.
[01:55:45.000 --> 01:55:50.000]  There they are at the Hotel Dolce up on the Ivory Tower Hill looking down upon the city.
[01:55:50.000 --> 01:55:57.000]  You know, the metaphor is unmistakable and they sense that there's this, you know,
[01:55:57.000 --> 01:56:02.000]  all kind of papering over of their sovereignty and to sort of override their local control.
[01:56:02.000 --> 01:56:08.000]  Even the local governor, I'm told by a pretty good source, Spain has like eight provinces.
[01:56:08.000 --> 01:56:15.000]  One of them is Catalonia where I'm at and that governor or president of this province also was reportedly at Bilderberg.
[01:56:15.000 --> 01:56:24.000]  And so this is a local that should be fighting this breach of sovereignty who instead is going to the meeting.
[01:56:24.000 --> 01:56:30.000]  Disgusting. We've only got about two minutes left with Mark Anderson of AmericanFreePress.net.
[01:56:30.000 --> 01:56:33.000]  Any other key intel that's come out of the meeting?
[01:56:33.000 --> 01:56:37.000]  Well, a lot of things are still falling into place.
[01:56:37.000 --> 01:56:42.000]  As I say, they kind of turn tailed and run Iran rather, excuse me.
[01:56:42.000 --> 01:56:47.000]  I think that we're pretty square on the Iran thing being a high priority.
[01:56:47.000 --> 01:56:52.000]  They keep trying to say that a country with not a single operational nuclear weapon is a nuclear threat
[01:56:52.000 --> 01:56:56.000]  when other nations Israel on up have plenty.
[01:56:56.000 --> 01:57:04.000]  Sweet Lucy was a dancer, but no one was a dancer because she was a samurai.
[01:57:04.000 --> 01:57:11.000]  She made electric shadow beyond our fingertips and none of us could withstand.
[01:57:11.000 --> 01:57:20.000]  She came all like a teaser, I had to touch a piece of, enjoy a little paradise.
[01:57:20.000 --> 01:57:30.000]  The weapons in my pocket were losing in the rocket, she never knew the reason why.
[01:57:30.000 --> 01:57:37.000]  I can't deny it, with that smile on her face.
[01:57:37.000 --> 01:57:47.000]  Oh, it's not the kill, it's the thrill of the day.
[01:57:47.000 --> 01:57:51.000]  It's the thrill of the day.
[01:58:17.000 --> 01:58:22.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:58:22.000 --> 01:58:26.000]  You wipe out all these problems if you have a good food supply.
[01:58:26.000 --> 01:58:30.000]  Food is your ammunition to fight for your freedom and your life.
[01:58:30.000 --> 01:58:35.000]  How much will you need? We don't know. How much do you want? All you can get. I'm Alex Jones.
[01:58:35.000 --> 01:58:42.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633
[01:58:42.000 --> 01:58:50.000]  or check it out on the web at eFoodsDirect.com again that number 1-800-409-5633
[01:58:50.000 --> 01:58:55.000]  The question is where should the American people draw their line in the sand?
[01:58:55.000 --> 01:58:58.000]  What have we got? A republic or a monarchy?
[01:58:58.000 --> 01:59:02.000]  A republic is based on a constitution which protects minority rights.
[01:59:02.000 --> 01:59:06.000]  Not democracy, not mob rule, two wolves and a sheep voting on what's for dinner.
[01:59:06.000 --> 01:59:12.000]  So they think they own our land, they think they own our water, children, our education, our money.
[01:59:12.000 --> 01:59:16.000]  We have to define who we are and what we will tolerate.
[01:59:16.000 --> 01:59:20.000]  Somebody's going to ask you what you did during the Patriot uprising.
[01:59:20.000 --> 01:59:21.000]  You're going to be born.
[01:59:21.000 --> 01:59:25.000]  We have the facts. We have the constitution. We have the Bill of Rights. We have common law.
[01:59:25.000 --> 01:59:29.000]  Knowledge is power, ladies and gentlemen, and I'm so excited to be able to offer you.
[01:59:29.000 --> 01:59:31.000]  Don't tread on me. Rise the republic.
[01:59:31.000 --> 01:59:36.000]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[01:59:36.000 --> 01:59:41.000]  A new tool in the info war. Don't tread on me. Order it at infowars.com
[01:59:41.000 --> 01:59:46.000]  or prisonplanet.com or call toll free 888-253-3139
[01:59:46.000 --> 02:00:01.000]  and support independent patriotic liberty films.
