[00:00:05.495 --> 00:00:06.215]  We're live.
[00:27:07.865 --> 00:27:23.050]  So I sit here with total horror, year after year, watching it incrementally set up, and then now watching it unfold exactly as I said it would, and my phone rings off the hook, people saying, I apologize, I thought you were a kook, how did you know it?
[00:27:23.050 --> 00:27:25.751]  It's all coming true exactly as you said, exactly.
[00:27:26.758 --> 00:27:32.582]  Because I actually study who these people are.
[00:27:32.582 --> 00:27:52.257]  So the power to say you're not essential, and then, oh, don't worry, we'll give you money, we'll give you a universal income, so they can then dictate where you live, where you go, what you have, what you do, and what medically is done to you, the implantable chips, that you're not gonna cut out, because they're liquid, it's into your cells.
[00:27:54.121 --> 00:27:55.482]  We're not at the microchip.
[00:27:55.482 --> 00:27:58.463]  They had implantable microchips 50 years ago in people's brains.
[00:27:58.463 --> 00:27:59.724]  Look it up.
[00:27:59.724 --> 00:28:01.245]  In mental institutions.
[00:28:01.245 --> 00:28:08.449]  They now have them, you know, the chip injected in a, through a big needle, a big horse needle.
[00:28:08.449 --> 00:28:10.470]  No, no, that's 30 years old.
[00:28:10.470 --> 00:28:11.351]  40 years old.
[00:28:11.351 --> 00:28:15.233]  This is nano.
[00:28:15.233 --> 00:28:21.096]  They can put on the, ahead of a pen, all the books in the world.
[00:28:21.096 --> 00:28:22.757]  20 years ago.
[00:28:23.752 --> 00:28:28.016]  And they just flood you with all this nano-garbage where you're never getting it out of you.
[00:28:28.016 --> 00:28:30.138]  But they metaphysically have to have you submit.
[00:28:30.138 --> 00:28:31.480]  They have to say, oh, it's Snobby Delivery.
[00:28:31.480 --> 00:28:31.960]  How's everybody doing?
[00:28:31.960 --> 00:28:33.262]  You want to go to the grocery store?
[00:28:33.262 --> 00:28:35.444]  Just a quick shot right here.
[00:28:35.444 --> 00:28:36.245]  Got the vaccine in it.
[00:28:36.245 --> 00:28:37.186]  Come on, just real quick.
[00:28:37.186 --> 00:28:37.906]  It's real easy.
[00:28:37.906 --> 00:28:38.887]  They'll celebrate you.
[00:28:38.887 --> 00:28:41.110]  Oh, you got so much courage!
[00:28:41.110 --> 00:28:42.231]  They're keeping us safe!
[00:28:42.231 --> 00:28:43.332]  Yay!
[00:28:44.838 --> 00:28:49.102]  Then you get a fever in a couple days and you wake up and you're cut off from God.
[00:28:49.102 --> 00:28:52.806]  It eats the receptors in the brain that you connect to the Almighty with.
[00:28:52.806 --> 00:28:55.429]  The electrochemical cones in the pineal.
[00:28:58.069 --> 00:29:01.091]  We can all agree these are troubled times, right?
[00:29:01.091 --> 00:29:03.993]  So do you know who's on your wireless network?
[00:29:03.993 --> 00:29:11.217]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[00:29:11.217 --> 00:29:16.441]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[00:29:16.441 --> 00:29:24.046]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[00:29:24.046 --> 00:29:27.528]  And not just one, but all your devices with one out-of-the-box setup.
[00:29:27.808 --> 00:29:36.953]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[00:29:36.953 --> 00:29:40.055]  Call or click FlashRouters today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[00:29:40.055 --> 00:29:41.336]  That's 1-866-509-5817 or FlashRouters dot com.
[00:29:41.336 --> 00:29:46.279]  Protect your wireless home network today with FlashRouters.
[00:30:00.726 --> 00:30:04.110]  What are champions made of?
[00:30:04.110 --> 00:30:05.232]  Here's a man who can show you.
[00:30:11.815 --> 00:30:13.336]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[00:30:13.336 --> 00:30:14.956]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[00:30:14.956 --> 00:30:16.237]  AAA-253-3139 is the InfoWars store hotline!
[00:30:16.237 --> 00:30:17.937]  AAA-253-3139 is the InfoWars store hotline!
[00:30:17.937 --> 00:30:18.917]  AAA-253-3139 is the InfoWars store hotline!
[00:30:38.024 --> 00:30:41.486]  InfoWarsStore.com is simply the best!
[00:30:41.486 --> 00:30:44.528]  InfoWarsStore.com beats out all the rest!
[00:30:44.528 --> 00:30:46.389]  888-233-139, 888-233-139, 888-233-139, you see InfoWarsStore online!
[00:30:46.389 --> 00:30:47.490]  888-233-139, 888-233-139, 888-233-139, that's InfoWarsStore.com!
[00:30:58.897 --> 00:31:06.403]  One of our best-selling products is Living Defense, and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[00:31:06.403 --> 00:31:09.106]  We've got a limited supply right now, but it's selling out fast.
[00:31:09.106 --> 00:31:12.589]  And I want those of you that haven't experienced Living Defense to get it for yourself.
[00:31:12.589 --> 00:31:13.990]  Here's just part of one testimony.
[00:31:14.270 --> 00:31:16.933]  Look, in January 2016, I went in a hospital.
[00:31:16.933 --> 00:31:20.437]  I went in a VA hospital out here in Boise, and I was in there until June.
[00:31:20.437 --> 00:31:29.707]  And one of the only things that got me through that ordeal was listening to InfoWars three hours a day, and I kept hearing Dr. Group and all you guys talking about living defense.
[00:31:29.707 --> 00:31:30.648]  Let me tell you something, man.
[00:31:30.768 --> 00:31:35.672]  I had an internal digestive problem and I suffered with it for about five or six years.
[00:31:35.672 --> 00:31:37.553]  And the doctors, they tried every test.
[00:31:37.553 --> 00:31:39.054]  Nobody could figure out what it is.
[00:31:39.054 --> 00:31:43.037]  And then every day when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[00:31:43.037 --> 00:31:45.218]  I'm going to get me some of that freaking Living Defense.
[00:31:45.218 --> 00:31:48.240]  Now, I wasn't supposed to have any nutritions because they don't want you to have that stuff.
[00:31:48.240 --> 00:31:50.122]  But I ordered it, had it shipped to me.
[00:31:50.122 --> 00:31:50.662]  I got it.
[00:31:50.662 --> 00:31:51.883]  I hid it from the nurses.
[00:31:51.883 --> 00:31:52.924]  I started taking it.
[00:31:52.924 --> 00:31:54.985]  Man, that stuff changed my life.
[00:31:54.985 --> 00:31:55.906]  It saved my life.
[00:31:55.906 --> 00:31:58.628]  Alex Jones and InfoWars saved my life.
[00:31:59.048 --> 00:32:05.952]  There's a process where you take a stallion and you tie him down and you cut his testicles off and then he becomes gelded.
[00:32:05.952 --> 00:32:08.694]  Well, that's what's happening to the entire world right now.
[00:32:08.694 --> 00:32:10.755]  We're going into deep, deep tyranny.
[00:32:10.755 --> 00:32:13.617]  Places like North Korea and China are going into deeper tyranny as well.
[00:32:13.617 --> 00:32:15.258]  It's all directed by the UN.
[00:32:15.258 --> 00:32:17.640]  It's all a big, cooked up, giant plan.
[00:32:18.320 --> 00:32:23.682]  To absolutely take control of your life, bankrupt the economy, and make you dependent on the big mega banks.
[00:32:23.682 --> 00:32:30.964]  And to get your universal income, you're going to have to take the inoculations, brainwash your kids the way they say, and have absolutely no freedom.
[00:32:30.964 --> 00:32:32.985]  And it's all happening, boom, overnight.
[00:32:32.985 --> 00:32:35.005]  This is a giant revolution.
[00:32:35.005 --> 00:32:38.907]  And as soon as you put the handcuffs on, they said, oh, it's just an extended spring break, two weeks.
[00:32:38.907 --> 00:32:41.707]  Notice, now it's 18 months, two years, five years.
[00:32:41.707 --> 00:32:42.828]  It never ends.
[00:32:42.828 --> 00:32:45.008]  No one can ever die from a virus again.
[00:32:45.008 --> 00:32:45.909]  Government will save you.
[00:32:46.889 --> 00:32:48.130]  It's a takeover.
[00:32:48.130 --> 00:32:48.871]  It's the opposite.
[00:32:48.871 --> 00:33:01.323]  They're coming with forced inoculations on record that will reduce your fertility, lower your immunity, and in many cases, kill you, and they're telling you it's gonna hurt a lot of people.
[00:33:01.323 --> 00:33:03.986]  You're listening to the Alex Jones Show.
[00:33:16.167 --> 00:33:33.270]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the InfoWar.
[00:33:33.270 --> 00:33:41.172]  You may be an atheist and you may not believe in Holy Scripture, but that does not change the fact that the mark of the beast is upon us.
[00:33:42.332 --> 00:33:48.776]  For those unfamiliar with the Mark of the Beast, it comes from Revelation 13 in the Bible.
[00:33:48.776 --> 00:34:06.065]  It also forced all people, great and small, rich and poor, free and slave, to receive a mark on their right hands or on their foreheads, so that they could not buy or sell unless they had the mark, which is the name of the beast or the number of its name.
[00:34:06.065 --> 00:34:07.286]  This calls for wisdom.
[00:34:08.171 --> 00:34:14.398]  Let the person who has insight calculate the number of the beast, for it is the number of a man.
[00:34:14.398 --> 00:34:17.861]  That number is 666.
[00:34:17.861 --> 00:34:23.487]  Whether it is biblical prophecy or not, the evidence suggests it is a very real agenda.
[00:34:24.867 --> 00:34:30.510]  Every universal barcode has three guide bars, each one representing a six.
[00:34:30.510 --> 00:34:39.796]  When the inventor George Joseph Lohrer of IBM was asked of this, he replied, yes, they do resemble the code for a six.
[00:34:39.796 --> 00:34:45.319]  There's nothing sinister about this, nor does it have anything to do with the Bible's Mark of the Beast.
[00:34:45.319 --> 00:34:52.604]  It is simply a coincidence, like the fact that my first, middle, and last name all have six letters.
[00:34:52.604 --> 00:34:53.905]  Perhaps it was a coincidence.
[00:34:54.696 --> 00:34:56.457]  Or even a joke.
[00:34:56.457 --> 00:34:58.419]  But look at what we have today.
[00:34:58.419 --> 00:35:05.564]  In 2004, the FDA approved a chip that is implanted into a person's hand.
[00:35:05.564 --> 00:35:16.131]  In 2019, Elon Musk and Neuralink have announced that they are planning on implanting computer chips into people's heads so that we can merge with artificial intelligence.
[00:35:17.947 --> 00:35:29.273]  MIT, under funding of the Bill and Melinda Gates Foundation, has developed a quantum dot ink implant that can be monitored by a smartphone.
[00:35:29.273 --> 00:35:43.400]  And in 2020, world patent number 060606 was published by Microsoft Technology, titled, Cryptocurrency System Using Body Activity Data.
[00:35:44.801 --> 00:35:56.830]  It outlines a technology wherein human body activity associated with a task provided to a user may be used in a mining process of a cryptocurrency system.
[00:35:56.830 --> 00:36:07.359]  The human is given an activity to accomplish, which is sent from a body sensor to the cloud and to the cryptocurrency system, rewarding the human with money.
[00:36:08.959 --> 00:36:22.645]  And while this is happening, the world is being told to stay at home until a vaccine can be developed, while the 5G needed to run artificial intelligence is rapidly rolling out worldwide.
[00:36:22.645 --> 00:36:27.807]  Let the person who has insight calculate the number of the beast, for it is the number of a man.
[00:36:29.028 --> 00:36:36.733]  Humanity is being asked to abandon a world based on God's law and accept a world based on man's law.
[00:36:36.733 --> 00:36:39.995]  In other words, the law of the state.
[00:36:39.995 --> 00:36:46.759]  Whether you believe in biblical prophecy or not, the mark of the beast is becoming very real.
[00:36:46.759 --> 00:36:56.285]  And at the speed of which things are now going, it seems we will soon discover how many people will accept the mark and how many will resist.
[00:36:56.285 --> 00:36:58.406]  For InfoWars.com, this is Greg Reese.
[00:37:01.576 --> 00:37:03.457]  Infowars.
[00:37:03.457 --> 00:37:07.678]  Next century's news today.
[00:37:07.678 --> 00:37:11.820]  No, not as good as John the Revelator on the island of Patmos 2,000 years ago.
[00:37:11.820 --> 00:37:18.522]  His 2,000 years from now's news today.
[00:37:18.522 --> 00:37:21.383]  Oh my goodness.
[00:37:21.383 --> 00:37:24.785]  God warned us.
[00:37:24.785 --> 00:37:27.146]  And God's gonna have to step in.
[00:37:27.146 --> 00:37:27.906]  We gotta step up.
[00:37:29.480 --> 00:37:36.964]  We take our licks because the Antichrist will wage war against the Saints and overcome them!
[00:37:36.964 --> 00:37:41.467]  But that's only in the first act!
