[00:00:08.629 --> 00:00:10.510]  It's Sunday, August 1st.
[01:36:21.670 --> 01:36:27.574]  And they're going to say, Trump's a mass killer from the vaccines, but the rest of science is good.
[01:36:27.574 --> 01:36:32.557]  That's why the Democrats, when he was launching it, laid those Easter eggs of saying, don't trust him.
[01:36:33.889 --> 01:36:51.506]  Exactly, but remember, in this scenario, which this is maybe a 20% chance of happening, the other scenario is the 80%, but in this scenario, they are trying to then save science and save the medical journals and save the vaccine industry and save the CDC by turning against Trump and putting all the blame on Trump.
[01:36:51.986 --> 01:36:57.490]  Remember that Biden really had nothing to do with the pushing of the development of these vaccines.
[01:36:57.490 --> 01:37:01.974]  And I'm not saying that Trump is at all ill-intentioned on this.
[01:37:01.974 --> 01:37:08.118]  Trump has tried so hard to kill the swamp, drain the swamp, I should say, and save America.
[01:37:09.159 --> 01:37:33.753]  I think that he was kind of led down a primrose path on these vaccines and he was lied to by the vaccine companies and I can see how the situation could be turned against him quite dramatically to blame Trump and blame Republicans and blame so-called anti-vaxxers and in fact what happened over this last week with the CDC coming out and announcing that vaccinated people can be essentially super spreaders
[01:37:34.133 --> 01:37:39.076]  You can see they're laying the seeds for that as a possible narrative.
[01:37:39.076 --> 01:37:40.577]  You know how they do this, Alex.
[01:37:40.577 --> 01:37:46.541]  They'll put out a bunch of things so that later they can invoke the one that they want at that time.
[01:37:46.541 --> 01:37:47.461]  And that's what they've done.
[01:37:47.461 --> 01:37:51.264]  They've laid the groundwork and then they're going to react to whatever the public is doing.
[01:37:52.004 --> 01:38:00.548]  And then unleash whatever scenario is the most beneficial for usurping power and mass murdering as many human beings as possible.
[01:38:00.548 --> 01:38:02.770]  But in either scenario... I'm sorry, go ahead.
[01:38:02.770 --> 01:38:03.550]  No, no.
[01:38:03.550 --> 01:38:04.690]  I'm just listening to you.
[01:38:04.690 --> 01:38:07.292]  And again, what does it do to defend Trump?
[01:38:07.292 --> 01:38:09.353]  You and I aren't defending Trump because we get something.
[01:38:09.353 --> 01:38:10.213]  We get attacked.
[01:38:10.213 --> 01:38:10.974]  Trump wasn't perfect.
[01:38:10.974 --> 01:38:11.594]  He had problems.
[01:38:12.094 --> 01:38:18.259]  I knew the inside baseball, how they'd throw his executive orders away, or how he'd sign an executive order and they'd change the language of it.
[01:38:18.259 --> 01:38:23.603]  I know that really Trump meant well, but was totally surrounded, and it was a joke basically.
[01:38:23.603 --> 01:38:31.009]  So for people that think Trump was involved in doing this, no, he pig-headedly won't say it's bad now because he thinks he'll get blamed.
[01:38:31.009 --> 01:38:33.010]  He has said, oh you shouldn't take it if you don't want to.
[01:38:34.432 --> 01:38:35.533]  You're absolutely right.
[01:38:35.533 --> 01:38:39.178]  I see a leftist talking point saying, oh, this is Trump's vaccine.
[01:38:39.178 --> 01:38:43.323]  So I see them kind of reintroducing that right now as a possible escape valve.
[01:38:43.323 --> 01:38:44.725]  But I think you're right.
[01:38:44.725 --> 01:38:48.210]  That's only an alternate plan they've got if their main plan doesn't go well.
[01:38:49.119 --> 01:39:04.231]  Well, right, and the way to stop the main plan is for people to be extremely well prepared so that you're not driven into crisis when they shut down access to grocery stores by saying that only vaccinated people can shop for food, which is what CNN called for.
[01:39:04.231 --> 01:39:12.678]  And by the way, there's a local governor, I think, in the Philippines, I don't remember which town, that has already called for banning all unvaccinated people
[01:39:13.338 --> 01:39:15.999]  From grocery stores that basically want to starve you out.
[01:39:15.999 --> 01:39:19.601]  The head of the NIH came out and said that on CNN today and ABC News.
[01:39:19.601 --> 01:39:22.042]  I mean that's, Macron called for that.
[01:39:22.042 --> 01:39:22.983]  That's happening everywhere.
[01:39:22.983 --> 01:39:24.303]  They're calling for it.
[01:39:24.303 --> 01:39:27.585]  CNN said you shouldn't be able to have food or leave your house.
[01:39:27.585 --> 01:39:29.146]  Kathleen Sebelius said that.
[01:39:29.146 --> 01:39:31.407]  So that's, isn't that a declaration of war?
[01:39:32.940 --> 01:39:41.645]  It's both a declaration of war and it's also an admission that they know their actions are never going to be rooted in any kind of reason or liberty or even human rights.
[01:39:41.645 --> 01:39:44.307]  This is a violation of human rights!
[01:39:44.307 --> 01:39:48.289]  I mean, what kind of a country, what kind of a regime in the White House would send
[01:39:48.849 --> 01:40:01.574]  Food aid to Africa and then starve the American people at the same time to force them to take an unapproved, deadly, experimental gene therapy concoction that's being forced almost at gunpoint.
[01:40:01.574 --> 01:40:04.275]  I mean, these are massive human rights violations.
[01:40:04.275 --> 01:40:12.218]  So, again, we can infer from that that they are so desperate that they're trying to invoke a massive nationwide uprising.
[01:40:12.598 --> 01:40:19.260]  Because they need the uprising in order to have the crackdown on the martial law and the door-to-door strike force teams, okay?
[01:40:19.260 --> 01:40:21.721]  So this is all about problem, reaction, solution.
[01:40:21.721 --> 01:40:23.982]  And they're gonna come up with crazier stuff.
[01:40:23.982 --> 01:40:30.324]  Crazier stuff, you know, like nationwide call for medical kidnapping of all children who are not vaccinated.
[01:40:30.324 --> 01:40:31.744]  Something crazy like that.
[01:40:31.744 --> 01:40:37.066]  Oh, they're already saying, should we intervene when parents won't give their children the shot?
[01:40:37.066 --> 01:40:38.186]  A, it's not even authorized.
[01:40:38.186 --> 01:40:39.386]  A, it's experimental.
[01:40:39.386 --> 01:40:41.247]  But again, it's all just this preparing us.
[01:40:42.108 --> 01:40:47.210]  Look, look, we can talk about asteroids or whatever, but really, they've created quadrillions in fake currency.
[01:40:47.210 --> 01:41:05.896]  They can't prop it up much longer, and they know that politically they're in trouble, and the pedophile stuff came out on them, and so they launched all of this destabilization program as their war against humanity to get us so distracted with wanting to have food and to be essential that we accept a world ID and accept their system.
[01:41:05.896 --> 01:41:10.798]  But I'll say this, Mike, it's backfiring massively, and I'm worried about how they're going to double down, and I think you're right.
[01:41:11.178 --> 01:41:19.520]  All the pre-programming is cyber-polygon, massive shutdown, FEMA drills on the 11th of taking over the Internet.
[01:41:19.520 --> 01:41:31.582]  And remember, they have to have stimulus money pushed into the economy to keep the Ponzi scheme going of Wall Street and all the people getting kickbacks and bribes and who are connected to Washington and so on.
[01:41:31.582 --> 01:41:34.643]  And in order to justify the stimulus money, they have to have a crisis.
[01:41:35.365 --> 01:41:38.027]  To demand the bailout and get Congress to approve it.
[01:41:38.027 --> 01:41:50.296]  So, we're on the last legs of the history of the American Empire and specifically the experiment with fiat currency all the way back to the creature from Jekyll Island, 1913 in the creation of the Federal Reserve.
[01:41:50.296 --> 01:41:57.741]  Exactly, a global crisis and a global virus is the pretext to distract us during their great reset instead of them going to prison for what they've done.
[01:41:57.741 --> 01:41:59.302]  Instead, they get total power and control.
[01:42:00.590 --> 01:42:17.234]  You're exactly right, and let me mention, every major city in America, once this collapse kicks in, every city becomes a death zone, a war zone, lawless, chaos, looting, rape, every insanity that you can think of, they will be unsurvivable.
[01:42:17.234 --> 01:42:24.416]  And if you're not bugged out of a city already, or if you don't have a plan to bug out before this happens, it will become your tomb.
[01:42:26.291 --> 01:42:26.672]  Hold on.
[01:42:26.672 --> 01:42:31.933]  You're an expert on a lot of things, but I know when it comes to farming, off-grid, you were good at it 20 years ago.
[01:42:31.933 --> 01:42:33.054]  You're great at it now.
[01:42:33.054 --> 01:42:34.674]  You're way ahead of the curve on me.
[01:42:34.674 --> 01:42:39.656]  So when I come back, because I'm trying to get ahead of the curve now because I'm behind the curve, how do we get prepared?
[01:42:39.656 --> 01:42:41.296]  What do you think the time frames are?
[01:42:41.296 --> 01:42:43.957]  Straight ahead with Mike Adams, NaturalNews.com.
[01:42:43.957 --> 01:42:46.638]  Find all his great work there at NaturalNews.com.
[01:42:46.638 --> 01:42:49.039]  I, of course, am at InfoWars.com, NewsWars.com.
[01:42:51.440 --> 01:43:04.385]  Hello, I'm Mike Lindell, and I'm coming to you with the most important commercial that I've ever done.
[01:43:04.385 --> 01:43:11.888]  All of you know what my pillow and myself have gone through in the last five months in my efforts to bring the truth forward.
[01:43:11.888 --> 01:43:14.189]  Well, it's all come down to this.
[01:43:14.189 --> 01:43:17.771]  I'm having a cyber symposium on August 10th, 11th, and 12th.
[01:43:19.688 --> 01:43:27.854]  This historical event will be live streamed 72 hours straight on my new platform FrankSpeech.com.
[01:43:27.854 --> 01:43:33.778]  You can help by getting everybody you know to go to FrankSpeech.com now.
[01:43:33.778 --> 01:43:44.505]  To help support this cyber symposium event, I am offering some of the best prices ever on my pillow products, but they're only offered at FrankSpeech.com.
[01:43:44.505 --> 01:43:45.766]  Thank you and God bless.
[01:43:46.526 --> 01:43:52.170]  Go to frankspeech.com and enter promo code ALEX or call 800-675-4614 and use promo code ALEX.
[01:44:01.287 --> 01:44:02.569]  Jacob in Ohio.
[01:44:02.569 --> 01:44:02.949]  Welcome.
[01:44:02.949 --> 01:44:03.390]  Go ahead.
[01:44:03.390 --> 01:44:04.691]  Hey, how's it going, Alex?
[01:44:04.691 --> 01:44:05.252]  Good, Bob.
[01:44:05.252 --> 01:44:06.353]  Great last caller.
[01:44:06.353 --> 01:44:09.416]  I just wanted to start with plugging your sleep supplement.
[01:44:09.416 --> 01:44:15.122]  It's basically the only way I get sleep anymore with all the gaslighting, demoralization, and absurdity.
[01:44:15.122 --> 01:44:17.225]  It's like we're living in a twilight zone, man.
[01:44:17.225 --> 01:44:17.645]  All right.
[01:44:17.645 --> 01:44:18.927]  Eric in New Hampshire.
[01:44:18.927 --> 01:44:19.868]  Eric, thanks for calling.
[01:44:19.868 --> 01:44:20.128]  Go ahead.
[01:44:20.228 --> 01:44:21.750]  Hey Alex, thanks for taking my call.
[01:44:21.750 --> 01:44:24.793]  If I could, I just want to throw a quick plug out for the point of the product.
[01:44:24.793 --> 01:44:26.455]  The X Team does wonders.
[01:44:26.455 --> 01:44:27.596]  I recommend it to everybody.
[01:44:27.596 --> 01:44:28.778]  You're on the fence about it.
[01:44:28.778 --> 01:44:29.579]  Get off the fence.
[01:44:29.579 --> 01:44:30.239]  Get the product.
[01:44:30.239 --> 01:44:31.661]  Support the info war.
[01:44:31.661 --> 01:44:32.962]  Tyler in Maine.
[01:44:32.962 --> 01:44:33.603]  You're on the air.
[01:44:33.603 --> 01:44:34.164]  Thanks for holding.
[01:44:34.164 --> 01:44:34.524]  Go ahead.
[01:44:34.524 --> 01:44:36.246]  Hey Alex, it's great to be on with you.
[01:44:36.246 --> 01:44:36.807]  It's an honor.
[01:44:37.227 --> 01:44:37.808]  Talk to you.
[01:44:37.808 --> 01:44:38.949]  Awesome.
[01:44:38.949 --> 01:44:42.554]  So, first thing I wanted to do is to say I love the products.
[01:44:42.554 --> 01:44:44.376]  Alpha Power, even at 29.
[01:44:44.376 --> 01:44:48.482]  If you ask my better half, she loves it and it helps in the bedroom.
[01:44:48.482 --> 01:44:50.324]  So, just number one for a few weeks.
[01:44:50.324 --> 01:44:51.045]  Oh, it definitely works.
[01:44:51.045 --> 01:44:52.767]  It's not a joke.
[01:44:52.767 --> 01:44:53.208]  Absolutely.
[01:44:58.829 --> 01:45:07.016]  I preach about the dangers of cell phones all day long because they're supercomputers controlled by big tech that are spying on us everywhere we go and what we do.
[01:45:07.016 --> 01:45:15.782]  But because they have great cameras and great recording systems and great ways to communicate, I still have one because this Trojan horse, this Promethean Fire, has a lot of power.
[01:45:15.782 --> 01:45:22.728]  But when I'm not using it, I lock it up in a high-quality Faraday cage, a privacy pocket, at InfoWarsTore.com.
[01:45:22.728 --> 01:45:25.370]  We finally got them back in stock, the highest rated.
[01:45:25.370 --> 01:45:27.812]  They fit almost all types of Androids and iPhones.
[01:45:28.632 --> 01:45:31.374]  Get 50% off $14.95.
[01:45:31.374 --> 01:45:34.655]  They sell these babies for $29.95 all day long.
[01:45:34.655 --> 01:45:47.581]  We've got a private label with Infowars on them for $14.95 because I want you to get them and I want you to buy friends and family these systems to educate them about what these quote smartphones really are.
[01:45:48.041 --> 01:45:55.947]  This is a great way to limit your phone time use, it's a great way to spend more time with your family, and it's a great way to know you're not being tracked by the criminal globalist system.
[01:45:55.947 --> 01:45:59.469]  They're 50% off right now at mfulmorestore.com.
[01:45:59.469 --> 01:46:01.531]  The biosecurity state is here.
[01:46:01.531 --> 01:46:08.275]  It's an anti-human eugenics operation training us that humans are dirty, bad, and evil.
[01:46:08.275 --> 01:46:10.417]  The corrupt puppet Prime Minister of Canada
[01:46:11.386 --> 01:46:16.687]  Says he admires the communist dictatorship of Xi Jinping and wishes to make Canada's fame.
[01:46:16.687 --> 01:46:23.469]  Has announced that they're buying vaccines for every person in the country all the way out to 2024.
[01:46:23.469 --> 01:46:26.690]  And that in 2024 you will again take two shots.
[01:46:26.690 --> 01:46:29.951]  And he says it'll be whatever Pfizer cooks up and wants to put in your body.
[01:46:30.695 --> 01:46:32.216]  This is the Rockefeller Foundation.
[01:46:32.216 --> 01:46:35.137]  They developed a soul plan with Bill Gates.
[01:46:35.137 --> 01:46:37.397]  They're now implementing it, and now they've announced that U.S.
[01:46:37.397 --> 01:46:39.938]  policy is set by the private Rockefeller Foundation.
[01:46:39.938 --> 01:46:49.582]  Of course, the Rockefeller Foundation, by the 30s, was the main funder of Adolf A. Louis Hitler and the eugenics at Cold Springs Harbor that trained the Kaiser Wilhelm Institute in Germany.
[01:46:49.582 --> 01:46:51.643]  And bull wars will continue to set fast.
[01:46:51.643 --> 01:46:52.183]  They fight this.
[01:46:52.183 --> 01:46:53.663]  I don't know how long we can.
[01:46:53.663 --> 01:46:55.044]  The enemy's coming for us all now.
[01:46:55.044 --> 01:46:56.644]  God bless and good luck.
[01:46:56.644 --> 01:46:58.185]  I would, again, get right with God right now.
[01:47:01.295 --> 01:47:03.900]  You're listening to The Alex Jones Show.
[01:47:15.540 --> 01:47:27.706]  You know, it really is surreal to study all these globalist documents and think tanks and their activities around the world with several populations they control to see how ruthless they are and to be able to extrapolate out and predict what they would do.
[01:47:27.706 --> 01:47:39.791]  But now the last few years to watch them in operation mode and to just know that we were right about it all and then to see the fact that they're going for broke is just horrifying.
[01:47:39.791 --> 01:47:42.732]  And then to witness the average person still asleep
[01:47:44.098 --> 01:47:55.068]  Or bought into mainline politics, especially mainline liberals that trust the system and think they're part of some utopian class of good people that morally know best?
[01:47:55.068 --> 01:47:59.092]  When they've signed on to something that Hitler was trying to emulate?
[01:47:59.092 --> 01:48:02.975]  You know, that Hitler wished he'd grow up and be?
[01:48:02.975 --> 01:48:07.199]  But obviously so much more sophisticated and so much more guarded?
[01:48:07.199 --> 01:48:08.360]  Look at this video.
[01:48:08.360 --> 01:48:09.861]  First man to receive the Pfizer shot.
[01:48:09.861 --> 01:48:10.602]  He was dead a month later.
[01:48:12.389 --> 01:48:15.072]  It's on screen.
[01:48:15.072 --> 01:48:16.954]  We're watching them snuff film.
[01:48:16.954 --> 01:48:19.497]  That's a snuff film if you're a TV viewer.
[01:48:19.497 --> 01:48:21.980]  And it's just all out in the open.
[01:48:21.980 --> 01:48:22.942]  We're replaceable.
[01:48:22.942 --> 01:48:23.863]  We're a commodity.
[01:48:23.863 --> 01:48:24.664]  We're nobody.
[01:48:24.664 --> 01:48:28.829]  And once you have that attitude, you lose your soul.
[01:48:28.829 --> 01:48:31.452]  And so, this is a
[01:48:34.277 --> 01:48:36.859]  Mike Adams, you've made a lot of really important points tonight.
[01:48:36.859 --> 01:48:45.144]  You've talked about this, but just pulling back, any other key points you want to make, other facets we haven't covered in dealing with how to get prepared?
[01:48:45.144 --> 01:48:50.087]  The globalists, for those that don't know, are running away to Kauai, Hawaii.
[01:48:50.087 --> 01:48:52.288]  They're running away to New Zealand.
[01:48:52.288 --> 01:48:55.090]  They're running away to northern Canada.
[01:48:56.238 --> 01:49:04.122]  With private airfields, they are running away to Fiji and literally buying up whole islands, buying up the country and buying up the military.
[01:49:04.122 --> 01:49:06.763]  And I've talked to folks that are around these people.
[01:49:06.763 --> 01:49:09.145]  They say they're completely freaked out, even scared.
[01:49:09.145 --> 01:49:12.546]  These are people worth $50 billion, $100 billion, $120 billion.
[01:49:12.546 --> 01:49:17.049]  They're scared and are talking about the end of the world.
[01:49:17.049 --> 01:49:22.772]  That's what's leaking out to individuals in the international security system that I know.
[01:49:22.772 --> 01:49:24.613]  And they're asking me.
[01:49:25.743 --> 01:49:26.423]  Here's the good news.
[01:49:26.423 --> 01:49:30.086]  It's gone from Alex Jones is right about some stuff to, okay Alex, what's gonna happen next?
[01:49:30.086 --> 01:49:39.451]  Which, I don't know exactly what happens next, but it's like, when the people worth a hundred billion dollars are scared, and don't even want to do this, who is it above these people?
[01:49:39.451 --> 01:49:43.574]  Because almost all these people, other than like Klaus Schwab or Bill Gates, don't even like this, Mike Adams.
[01:49:45.217 --> 01:49:47.919]  We ought to do a show sometime soon.
[01:49:47.919 --> 01:49:49.200]  I'd be happy to come on and do it with you.
[01:49:49.200 --> 01:49:50.741]  An hour or two or three.
[01:49:50.741 --> 01:49:52.462]  Just focus on preparedness steps.
[01:49:52.462 --> 01:49:57.126]  And let me just share one amazing bombshell preparedness thing that anybody can do right now.
[01:49:57.126 --> 01:50:00.448]  It's dirt cheap and there's not going to be any regulatory concerns here.
[01:50:00.448 --> 01:50:11.436]  I don't sell any of these products and you don't either Alex, but everybody can go online right now and buy a common espresso machine that produces espresso at 15 bar.
[01:50:11.436 --> 01:50:13.577]  Now the bar is a measure of atmospheric pressure.
[01:50:13.577 --> 01:50:14.018]  15 bar means
[01:50:15.438 --> 01:50:19.081]  15, essentially, times normal atmospheric pressure.
[01:50:19.081 --> 01:50:23.704]  This is really a food extraction device on the cheap.
[01:50:23.704 --> 01:50:29.308]  We use the same technology in our lab to do food extractions, but ours is like a $50,000 machine.
[01:50:29.308 --> 01:50:31.349]  For $120, you can get an espresso machine.
[01:50:31.349 --> 01:50:32.670]  And what do you put in it?
[01:50:32.670 --> 01:50:39.735]  Well, there are natural substances that contain shikimic acid, and one of them is called the star anise herb.
[01:50:39.735 --> 01:50:42.637]  That's star A-N-I-S-E, star anise.
[01:50:42.637 --> 01:50:43.958]  In Chinese, it's called ba jiao.
[01:50:44.771 --> 01:50:46.251]  And also, let's see, what else?
[01:50:46.251 --> 01:50:52.533]  Fennel seed contains shikimic acid, and certain types of pine needles contain shikimic acid.
[01:50:52.533 --> 01:51:03.556]  You can put those herbs, just kind of pound them into like a powder with a hammer, you can put them in there instead of coffee, you can run the espresso machine, you can extract shikimic acid.
[01:51:03.556 --> 01:51:05.917]  Now, what's special about shikimic acid?
[01:51:05.917 --> 01:51:09.338]  It's the basis for the Tamiflu prescription drug
[01:51:09.978 --> 01:51:14.363]  That's used to stop viral respiratory pandemics.
[01:51:14.363 --> 01:51:17.226]  And it also blocks viral replication in the blood.
[01:51:17.226 --> 01:51:17.507]  Seriously?
[01:51:17.507 --> 01:51:21.251]  And the reason I mention this... The golden example is learn about herbs and their extraction.
[01:51:22.438 --> 01:51:28.842]  Exactly, and you've got to go off-grid on your medicine because you won't necessarily be able to go to a pharmacy.
[01:51:28.842 --> 01:51:30.263]  You won't necessarily have a doctor.
[01:51:30.263 --> 01:51:34.366]  You know, it depends on how bad the breakdown is, but you can go off-grid.
[01:51:34.366 --> 01:51:35.987]  You can stockpile fennel seeds.
[01:51:35.987 --> 01:51:38.649]  They're dirt cheap, and again, I don't sell them.
[01:51:38.649 --> 01:51:39.730]  You don't sell them.
[01:51:39.730 --> 01:51:41.031]  You can just stockpile them.
[01:51:41.031 --> 01:51:42.632]  You get a cheap espresso machine.
[01:51:42.632 --> 01:51:47.935]  You can make your own natural herbal extracts and even with other herbs as well.
[01:51:47.935 --> 01:51:51.337]  That's just one golden life-saving piece of information.
[01:51:52.498 --> 01:51:54.960]  These industries are going to start.
[01:51:54.960 --> 01:51:57.923]  Well exactly, and also think about food rationing.
[01:51:57.923 --> 01:51:59.845]  You know food rationing is coming.
[01:51:59.845 --> 01:52:01.907]  They're already talking about blocking people from grocery stores.
[01:52:01.907 --> 01:52:08.713]  They're going to go down the model of Venezuela with rationing and price controls and biometric tracking for you to shop at the grocery store.
[01:52:08.713 --> 01:52:09.654]  So what do you need?
[01:52:09.654 --> 01:52:09.874]  Answer.
[01:52:10.454 --> 01:52:12.455]  Off-grid food, I call it.
[01:52:12.455 --> 01:52:14.376]  Which is food you grow yourself.
[01:52:14.376 --> 01:52:16.478]  It could be a hydroponic system.
[01:52:16.478 --> 01:52:18.839]  It could be containers on your balcony.
[01:52:18.839 --> 01:52:20.300]  You don't even need a yard.
[01:52:20.300 --> 01:52:21.660]  It could be sprouting.
[01:52:21.660 --> 01:52:22.841]  It could be a garden.
[01:52:22.841 --> 01:52:27.003]  But off-grid food is food that the government doesn't know about.
[01:52:27.003 --> 01:52:32.486]  So that's what's going to keep you alive when the rationing is designed to starve you to death.
[01:52:32.486 --> 01:52:33.087]  You understand?
[01:52:33.387 --> 01:52:34.828]  Let me give you one more thing.
[01:52:34.828 --> 01:52:38.291]  If you have a hydroponic system and you're growing lettuce, let's say, guess what?
[01:52:38.291 --> 01:52:40.913]  How can you turn lettuce into a zinc supplement that may be life-saving?
[01:52:40.913 --> 01:52:43.354]  You can put zinc sulfate powder into the hydroponic solution.
[01:53:03.289 --> 01:53:05.789]  When you do that, the plants take up extra zinc.
[01:53:05.789 --> 01:53:11.730]  You are now growing living zinc supplements that can help keep you alive.
[01:53:11.730 --> 01:53:15.831]  So, Alex, I mean, there are just thousands of tidbits like this.
[01:53:15.831 --> 01:53:16.691]  Common knowledge.
[01:53:16.691 --> 01:53:19.132]  I mean, it used to be common maybe a generation ago.
[01:53:19.132 --> 01:53:22.852]  Most people don't know any of this stuff, and this is knowledge that can keep you alive.
[01:53:22.852 --> 01:53:25.933]  You're saying we've got to rediscover this.
[01:53:25.933 --> 01:53:26.553]  Exactly.
[01:53:26.553 --> 01:53:32.334]  And if we don't do these things, if you depend on the system for your food, your medicine, your money, your technology, everything,
[01:53:33.050 --> 01:53:35.891]  You're going to be enslaved or dead very soon.
[01:53:35.891 --> 01:53:39.112]  You've got to go off-grid with everything, including money.
[01:53:39.112 --> 01:53:40.472]  So how do you go off-grid money?
[01:53:40.472 --> 01:53:42.613]  Well, it's things other than the dollar.
[01:53:42.613 --> 01:53:46.154]  It could be gold or silver or crypto or something other than the dollar.
[01:53:46.154 --> 01:53:46.634]  That's off-grid money.
[01:53:46.634 --> 01:53:48.134]  It could be that you know how to fix a car engine.
[01:53:48.134 --> 01:53:49.875]  It could be you know how to fix a plumbing.
[01:53:49.875 --> 01:53:50.395]  Exactly.
[01:53:50.395 --> 01:53:50.715]  It's skills.
[01:53:51.949 --> 01:53:53.810]  Well, yeah, exactly.
[01:53:53.810 --> 01:53:59.571]  And you've got to be able to, of course, defend yourself because there's going to be so many desperate people looting and so on.
[01:53:59.571 --> 01:54:09.734]  So you need off-grid defense, which usually comes in the form of like a Glock or a rifle and some ammo and maybe a, you know, a thermal camera, you know, to keep an eye on things.
[01:54:09.734 --> 01:54:18.736]  But you've got to think in these terms of how you keep yourself alive, how you make your own medicine, how you grow your own food, how you have your own off-grid money, all of these things.
[01:54:18.736 --> 01:54:21.697]  And these are the answers, because I think we can survive this.
[01:54:22.017 --> 01:54:32.065]  And by the way, Mike, for anybody doubting what you're saying, the UN already implemented the lockdown that's still going in Africa, that starved an additional 20 million people, 200 million starved to death now, and the lockdown continues.
[01:54:32.065 --> 01:54:35.608]  So everything you're saying that could happen here is already happening to our fellow humans.
[01:54:36.505 --> 01:54:37.266]  Yeah, that's right.
[01:54:37.266 --> 01:54:38.567]  I mean, the model's already been proven.
[01:54:38.567 --> 01:54:42.190]  They've done this time and time again throughout the history of totalitarianism.
[01:54:42.190 --> 01:54:43.872]  They know how to starve people to death.
[01:54:43.872 --> 01:54:45.594]  They know how to run concentration camps.
[01:54:45.594 --> 01:54:51.039]  Heck, they're building them, you know, probably in Texas with all the, how many acres are owned by the communist Chinese guys.
[01:54:51.039 --> 01:54:51.960]  Look at the Clinton's with Rwanda.
[01:54:51.960 --> 01:54:55.043]  They got the majority to kill the minority, over a million.
[01:54:55.043 --> 01:54:59.547]  And then once the majority did that, then they divided the minority with the majority, sort of killing the majority.
[01:54:59.547 --> 01:55:00.688]  So, they know what they're doing.
[01:55:02.190 --> 01:55:07.272]  Yeah, and guess how they can get you to show up and volunteer to go into a concentration camp.
[01:55:07.272 --> 01:55:09.394]  Oh, starve you to death first.
[01:55:09.394 --> 01:55:11.595]  Starve you to death and then just hand out pamphlets.
[01:55:11.595 --> 01:55:13.756]  Oh, we have food and shelter over here.
[01:55:13.756 --> 01:55:16.697]  Just show up and turn in your guns and you'll be taken care of.
[01:55:16.697 --> 01:55:26.842]  So if anybody out there, and this is not your listeners, but other oblivious people, if they're dumb enough to not have their own supplies and not be able to survive off-grid,
[01:55:27.705 --> 01:55:32.008]  You're going to end up turning yourself into some kind of a FEMA camp or starve to death.
[01:55:32.008 --> 01:55:34.670]  So the people who are prepared... The UN says use food as a weapon.
[01:55:34.670 --> 01:55:36.071]  That's their official plan.
[01:55:36.071 --> 01:55:37.872]  In the minute we have left... Exactly.
[01:55:37.872 --> 01:55:43.235]  Mike, though, it's got to hurt them that their whole COVID vaccine they're having to admit is causing people sick.
[01:55:43.235 --> 01:55:44.616]  Or are you saying that was part of the plan?
[01:55:44.616 --> 01:55:51.341]  Because that's actually in the sparse pandemic document wargamed out by the UN and by the Rockefellers and by John Hopkins.
[01:55:52.253 --> 01:55:59.440]  Well, that was always part of the plan because they knew they had to inject people with spike protein to worsen the symptoms and cause the death wave.
[01:55:59.440 --> 01:56:11.873]  They knew that the virus itself, which is probably just more like a renamed common cold virus at this point, the virus couldn't produce these kinds of fatalities, but the spike protein that they synthesized, this is what they really built,
[01:56:13.075 --> 01:56:20.266]  In Wuhan was the weaponized spike protein that can kill a lot of people and cause vascular damage and that causes the microblood clot.
[01:56:20.266 --> 01:56:21.909]  And that's what they admit is now happening.
[01:56:21.909 --> 01:56:24.353]  We're completely vindicated and verified.
[01:56:24.353 --> 01:56:25.755]  Mike Adams, NaturalNews.com.
[01:56:25.755 --> 01:56:26.296]  Thank you so much.
[01:56:27.051 --> 01:56:28.091]  Thank you, Alex.
[01:56:28.091 --> 01:56:29.452]  Okay, wow.
[01:56:29.452 --> 01:56:41.715]  I'm going to end this main transmission, but on the satellite TV and radio satellites and on the streams at freeworldnews.tv and infowars.com, I'm going to keep hosting into the next hour with Harrison Smith.
[01:56:41.715 --> 01:56:45.916]  Owen Schroer is on a well-deserved vacation that started today.
[01:56:45.916 --> 01:56:50.558]  And so, Sunday Live, this is the Alex Jones Show Sunday, but Sunday Live is the next two hours.
[01:56:50.558 --> 01:56:55.659]  I'm going to come back and play all those doctor clips, the head medical dean at
[01:56:56.781 --> 01:56:58.783]  Baylor coming out and saying the shots aren't safe.
[01:56:58.783 --> 01:57:00.264]  I mean, this is big.
[01:57:00.264 --> 01:57:02.686]  So humanity's fighting back against this globalist tyranny.
[01:57:02.686 --> 01:57:03.367]  That is next hour.
[01:57:03.367 --> 01:57:06.689]  I'm going to play clip after clip after clip after clip.
[01:57:06.689 --> 01:57:09.251]  And then Harrison Smith is coming in to take your calls.
[01:57:09.251 --> 01:57:10.953]  He's got a big show loaded up for you.
[01:57:10.953 --> 01:57:18.459]  But I'm going to do the first 30 minutes straight ahead at infowars.com forward slash show and freeworldnews.tv.
[01:57:18.459 --> 01:57:19.780]  Please share those links and please
[01:57:20.280 --> 01:57:25.704]  Go to Infowarsstore.com, get some of the vitamins, get some of the supplements, water filtration, air filtration, storable food.
[01:57:25.704 --> 01:57:30.707]  It's all top of the line at great prices, and that funds our operation.
[01:57:30.707 --> 01:57:33.969]  The 10% off on high-quality storable food ready to ship right now.
[01:57:33.969 --> 01:57:35.190]  That's a huge deal.
[01:57:35.190 --> 01:57:35.990]  Ends today.
[01:57:35.990 --> 01:57:37.791]  Last chance, 10% off.
