[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[32:57.640 --> 33:03.640]  But it wasn't honest how they went after General Flynn and threatened General Flynn's son.
[33:03.640 --> 33:07.640]  If he didn't say he was guilty, an old authoritarian tactic.
[33:07.640 --> 33:14.640]  Ivan Raiklin has been on the show before. He's been at some of our events and spoken at the one where General Flynn's son spoke a few months ago in D.C.
[33:14.640 --> 33:21.640]  He's a former Green Beret recovering lawyer, ultra marathoner operating the intersection of national security startups, politics and law.
[33:21.640 --> 33:27.640]  He is general counsel at yippie.com. And he is at Twitter at R-A-I-K-L-I-N.
[33:27.640 --> 33:33.640]  So Ivan, thanks for coming on with us. Where do you want to start? I know your friends with the general friends with his family.
[33:33.640 --> 33:38.640]  You know, a lot of the inside baseball can't get into all of it here. But this is a big deal. What are your observations?
[33:38.640 --> 33:43.640]  What are little birdies out there telling you that it's going to happen next?
[33:43.640 --> 33:46.640]  First off, yesterday was a glorious day. I just want to say that.
[33:46.640 --> 33:52.640]  Finally, we can have a little bit of faith that the wheels of justice are turning in the right direction.
[33:52.640 --> 33:57.640]  Most of the thanks, thankful to Sidney Powell, who is General Flynn's attorney.
[33:57.640 --> 34:03.640]  As far as what's kind of going on, I mean, a lot has been going on the last week.
[34:03.640 --> 34:10.640]  We've had a lot of motions and a lot of documents that have been disclosed to the public that were previously under seal.
[34:10.640 --> 34:13.640]  And a lot of people are still digesting those.
[34:13.640 --> 34:19.640]  One of the big things that came out yesterday, in addition to what the Department of Justice filed the motion for,
[34:19.640 --> 34:25.640]  which was to withdraw their intention to prosecute General Flynn.
[34:25.640 --> 34:30.640]  The other piece was the DNI, Rick Brinnell, disclosed 53.
[34:30.640 --> 34:36.640]  I think it was transcripts from the Russia investigation that was spearheaded by Adam Schiff.
[34:36.640 --> 34:43.640]  So all these things, I mentioned these things just to say that there are a lot of, all of it really overlaps.
[34:43.640 --> 34:51.640]  And we're going to start to see the unraveling of how everybody at the senior levels within the FBI,
[34:51.640 --> 34:59.640]  the Department of Justice, National Security Council, and up at the White House during the Biden-Obama administration
[34:59.640 --> 35:05.640]  were all involved in ensuring their insurance policy was going to come to fruition.
[35:05.640 --> 35:11.640]  Fortunately, the freedom fighters that were the incoming administration,
[35:11.640 --> 35:14.640]  we had enough people to be able to push back on that.
[35:14.640 --> 35:16.640]  And that's what we're starting to see now.
[35:16.640 --> 35:21.640]  The first three and a half years was essentially defensive in nature.
[35:21.640 --> 35:30.640]  And as of yesterday, my prediction is that we will be going into complete more than nuclear option offense.
[35:30.640 --> 35:32.640]  So expect that.
[35:32.640 --> 35:35.640]  And when I say that from a legal perspective.
[35:35.640 --> 35:37.640]  That's right. And of course, you are a lawyer.
[35:37.640 --> 35:41.640]  You also were at the Defense Intelligence Agency, I guess, when Flynn was there as well.
[35:41.640 --> 35:43.640]  But you can't get into all of that.
[35:43.640 --> 35:45.640]  Why were they so scared of Flynn?
[35:45.640 --> 35:50.640]  I mean, we now know from a lot of the documents, they thought that Trump would then have somebody that would bring in
[35:50.640 --> 35:54.640]  a group of pro-Americans that would kick the chai-coms out.
[35:54.640 --> 36:02.640]  So I say this, I mean, President Obama appointed General Flynn twice during his administration to senior posts confirmed by the Senate.
[36:02.640 --> 36:05.640]  The last one being the director of the Defense Intelligence Agency.
[36:05.640 --> 36:10.640]  And as you can imagine, as a director of one of the 17 intel agencies,
[36:10.640 --> 36:16.640]  the one that actually leads the entire Defense Intelligence Enterprise,
[36:16.640 --> 36:21.640]  he is privy to information that most people are not, many people are not,
[36:21.640 --> 36:26.640]  to include the insights of the Obama administration.
[36:26.640 --> 36:30.640]  Now, as we viewers and you of the show know,
[36:30.640 --> 36:36.640]  during that time we had what, 2014, when he was the director of the Defense Intelligence Agency,
[36:36.640 --> 36:38.640]  that's when the Ukraine crisis kicked off.
[36:38.640 --> 36:41.640]  So right after the Ukraine crisis thing kicks off,
[36:41.640 --> 36:49.640]  you have Joe Biden along with John Brennan heading over to Ukraine to try to resolve or help Ukraine in their situation.
[36:49.640 --> 36:58.640]  And then the result of that is they send their, Joe Biden sends his son to go ahead and advise Barisma on how to,
[36:58.640 --> 37:05.640]  in unconventional ways, improve their economy by helping out with their natural gas sector.
[37:05.640 --> 37:09.640]  I don't know what he was doing, maybe he was advising them on how to snort coke.
[37:09.640 --> 37:12.640]  It seems to me that that's what he's good at.
[37:12.640 --> 37:16.640]  Maybe he has a high tolerance for inhaling of different chemicals.
[37:16.640 --> 37:20.640]  Maybe he was advising on how to inhale natural gas in a certain way.
[37:20.640 --> 37:23.640]  I don't know. His expertise obviously wasn't.
[37:23.640 --> 37:28.640]  So that's another reason Obama was so freaked out is that as the head of the Defense Intelligence Agency,
[37:28.640 --> 37:32.640]  that actually was running real operations, not just sitting around like some of the other agencies,
[37:32.640 --> 37:39.640]  and had knowledge of what was really going on internationally, and had access to all the other 16 agencies.
[37:39.640 --> 37:42.640]  Anything military related, he would have visibility on.
[37:42.640 --> 37:49.640]  Ukraine crisis, and then it transitioned later into that summer where ISIS started to run roughshod over northern Iraq.
[37:49.640 --> 37:56.640]  And the main reason why he was fired, I say he was fired, resigned, whatever you want to call it,
[37:56.640 --> 38:04.640]  is that he was speaking truth to power in the sense that ISIS, the fundamental Islamist threat,
[38:04.640 --> 38:07.640]  was out there to retake Iraq.
[38:07.640 --> 38:15.640]  And it was Obama's policies that he warned right before the whole Arab Spring, what was about to happen.
[38:15.640 --> 38:20.640]  So with that, as he was pushing back on the administration, because the previous administration
[38:20.640 --> 38:27.640]  didn't want to hear anything about the failures of what was going on with the policy of pulling all troops out of Iraq,
[38:27.640 --> 38:29.640]  he was released.
[38:29.640 --> 38:35.640]  And then a few months later, I can't recall exactly, but he had a meeting with now President Trump,
[38:35.640 --> 38:38.640]  at Trump Tower, asking him, you're serious about running.
[38:38.640 --> 38:40.640]  I'm a serious guy.
[38:40.640 --> 38:45.640]  And President Trump convinced General Flynn that he was also serious and he was on board.
[38:45.640 --> 38:55.640]  And I think that was really the initial trigger point that infuriated Obama of being a Director of Defense Intelligence Agency,
[38:55.640 --> 39:01.640]  moving over to support a president that supports the America First agenda.
[39:01.640 --> 39:04.640]  And he backed him, and that's what infuriated Obama.
[39:04.640 --> 39:13.640]  And I think what really probably tipped things to where crossfire hurricane and all these different deep state actions
[39:13.640 --> 39:20.640]  occurred within the legal context was at the National Convention in 2016,
[39:20.640 --> 39:25.640]  when folks in the crowd started chanting Locker Up, and General Flynn acknowledged that.
[39:25.640 --> 39:29.640]  And I think that was the point in time.
[39:29.640 --> 39:37.640]  And I'm guessing, educated guests, that that's when the deep state started to go after Flynn in a substantive legal manner
[39:37.640 --> 39:41.640]  by using all of the resources available to the Department of Justice and FBI.
[39:41.640 --> 39:45.640]  Ivan Raiklin, stay right there. We're going to come right back on the other side and talk about this.
[39:45.640 --> 39:53.640]  I was there at the RNC when that happened, and I was like, oh boy, it's on now. Stay with us.
[39:53.640 --> 40:03.640]  The panic that has been orchestrated by the global corporatist media and the Chai comms is going to now trigger a worldwide depression.
[40:03.640 --> 40:07.640]  In fact, we're already into the worldwide depression and the death sentence for the Third World.
[40:07.640 --> 40:14.640]  But it's critical to understand that the longer the shutdown persists, the worse it's going to be.
[40:14.640 --> 40:20.640]  A month of shutdown will destroy decades of wealth that's been built up in a complex economy.
[40:20.640 --> 40:24.640]  That's why we've always said it's important to be a prepper and to be somewhat self-sufficient,
[40:24.640 --> 40:29.640]  because the globalists want to make us all dependent so that we're under their control.
[40:29.640 --> 40:31.640]  They've admitted all of this.
[40:31.640 --> 40:38.640]  So remember, how does M-Full Wars continue years and decades, in many cases, to be able to predict things before they happen?
