[00:00:24.144 --> 00:00:28.127]  Blast off!
[00:26:18.900 --> 00:26:19.381]  Oh!
[00:26:19.381 --> 00:26:20.541]  You've been banned, have you?
[00:26:24.292 --> 00:26:29.975]  I guess that's none of my business, is it?
[00:26:29.975 --> 00:26:34.818]  Oh, you mean everyone else is getting banned after Infowars got banned?
[00:26:34.818 --> 00:26:35.619]  Wow!
[00:26:35.619 --> 00:26:37.260]  Who told you that was gonna happen?
[00:26:37.260 --> 00:26:38.781]  Who warned you about that?
[00:26:38.781 --> 00:26:39.701]  What did you do then?
[00:26:39.701 --> 00:26:42.303]  Ah, what you did.
[00:26:42.303 --> 00:26:43.784]  You sipped your tea and you know what you said?
[00:26:43.784 --> 00:26:45.665]  That's none of my business.
[00:26:45.665 --> 00:26:48.646]  So you know what I'm doing now?
[00:26:48.646 --> 00:26:49.567]  It's none of my business.
[00:26:53.072 --> 00:27:02.981]  Now, I'm being a little facetious in that approach, obviously, because it is my business, and it is all of our business, that free speech is under attack.
[00:27:02.981 --> 00:27:10.127]  But I just, it's just funny to me, it's like people want to make this big, oh my gosh, this YouTuber was censored!
[00:27:10.127 --> 00:27:11.848]  Oh my gosh, this YouTuber was censored!
[00:27:11.848 --> 00:27:14.291]  Oh my gosh, that person was kicked off Facebook!
[00:27:14.291 --> 00:27:16.833]  Like it's some breaking news.
[00:27:16.833 --> 00:27:17.974]  It's, and that's what it is.
[00:27:19.517 --> 00:27:24.358]  People tend to not care about what's happening until it hits their front door.
[00:27:24.358 --> 00:27:25.678]  So, yeah, Alex Jones got centered.
[00:27:25.678 --> 00:27:26.918]  Most people didn't care.
[00:27:26.918 --> 00:27:28.479]  People don't tweet about InfoWars.
[00:27:28.479 --> 00:27:30.299]  People don't post about InfoWars.
[00:27:30.299 --> 00:27:31.059]  They're afraid to.
[00:27:31.059 --> 00:27:32.159]  Oh, Alex Jones, that guy?
[00:27:32.159 --> 00:27:32.759]  Yeah, good.
[00:27:32.759 --> 00:27:33.800]  Banned, whatever.
[00:27:33.800 --> 00:27:34.360]  Oh, no!
[00:27:34.360 --> 00:27:36.420]  Now my favorite person got banned!
[00:27:36.420 --> 00:27:37.100]  Oh, no!
[00:27:37.100 --> 00:27:40.261]  Now the person I... Oh, no, now I got banned!
[00:27:40.261 --> 00:27:41.861]  Oh.
[00:27:41.861 --> 00:27:44.562]  Remember what happened to InfoWars?
[00:27:44.562 --> 00:27:45.882]  Oh.
[00:27:45.882 --> 00:27:47.022]  Oh, that's none of my business.
[00:27:52.683 --> 00:27:57.914]  So, you know, it's kind of just, I think, the worldly...
[00:28:02.512 --> 00:28:11.400]  The worldly part of me that's just naturally human, just to kind of have a chip on my shoulder, and it's like, man, I got banned from YouTube and Facebook.
[00:28:11.400 --> 00:28:13.321]  You guys didn't say boo.
[00:28:13.321 --> 00:28:17.005]  Infowars got totally censored from live streaming on all these platforms.
[00:28:17.005 --> 00:28:18.086]  We're getting hit with everything.
[00:28:18.086 --> 00:28:19.707]  You guys didn't say boo.
[00:28:19.707 --> 00:28:26.213]  So, you know, I just, there's just a part of me that just kind of, like I said, picks up my glass and says, oh, you got censored too now?
[00:28:26.213 --> 00:28:27.374]  I guess that's none of my business.
[00:28:29.457 --> 00:28:39.463]  But no, I say that facetiously because we do all have to stand together against censorship, but... We're able to exist and continue at InfoWars.com because of your support at InfoWarsStore.com.
[00:28:39.463 --> 00:28:41.224]  And that's the key here.
[00:28:41.224 --> 00:28:45.386]  So, when you continue to support us, we'll continue to exist at InfoWars.com.
[00:28:45.386 --> 00:28:51.230]  And what you've noticed is, we give this platform to people that are getting censored.
[00:28:52.577 --> 00:28:56.541]  So that's how we beat the censorship, is you supporting us at InfoWarsStore.com.
[00:28:56.541 --> 00:28:59.283]  So we have this broadcast at InfoWars.
[00:28:59.283 --> 00:29:04.267]  Number one international best-selling author, Matthew David Hurtado's pain was simple.
[00:29:04.267 --> 00:29:09.552]  Lyme disease bankrupt him in 2009, watching bankers take everything from his family.
[00:29:09.552 --> 00:29:18.400]  After building a seven-figure business from his couch, God called him to ministry to teach prosperity based on pain he could not tolerate in others' lives.
[00:29:18.820 --> 00:29:21.463]  IRS, creditors, car loans, debt.
[00:29:21.463 --> 00:29:26.268]  It's the Babylonian system and you have to escape it before it's too late.
[00:29:26.268 --> 00:29:29.311]  Haven't you ever wanted to wake up from this nightmare?
[00:29:29.311 --> 00:29:36.298]  Matthew David's free quick study guide shows you what to do today to build lasting wealth in any economy.
[00:29:36.298 --> 00:29:37.439]  His discovery he made?
[00:29:37.959 --> 00:29:39.740]  It's all consciousness.
[00:29:39.740 --> 00:29:46.885]  Get Matthew's seven-figure quick study guide for clarity, certainty, and a proven strategy to build wealth once and for all.
[00:29:46.885 --> 00:29:49.386]  Visit EscapeRightNow.com.
[00:29:49.386 --> 00:29:50.207]  Do it now.
[00:29:50.207 --> 00:29:51.007]  It's free.
[00:29:51.007 --> 00:29:53.169]  EscapeRightNow.com.
[00:29:53.169 --> 00:29:56.291]  For a prosperous future ahead with peace of mind.
[00:29:56.291 --> 00:29:57.371]  EscapeRightNow.com.
[00:30:00.549 --> 00:30:05.392]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:30:05.392 --> 00:30:14.858]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:30:14.858 --> 00:30:19.661]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:30:19.661 --> 00:30:30.247]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your
[00:30:30.447 --> 00:30:31.227]  I think so.
[00:31:00.450 --> 00:31:08.839]  It's really hard to have the energy at the end of the day to still get to the gym or to go for a run or go to the park or heck, even take your dog for a walk.
[00:31:08.839 --> 00:31:10.301]  Believe me, I know.
[00:31:10.301 --> 00:31:15.026]  I spend hours in front of a screen and then hours in front of bright lights every day.
[00:31:15.026 --> 00:31:18.090]  But thanks to super male vitality at Infowarstore.com.
[00:31:18.570 --> 00:31:20.252]  I still have that energy.
[00:31:20.252 --> 00:31:40.414]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[00:31:40.894 --> 00:31:44.897]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[00:31:44.897 --> 00:31:48.560]  This is actually our last run of Supermail Vitality.
[00:31:48.560 --> 00:31:53.564]  So I want you to experience Supermail Vitality before it's too late.
[00:31:53.564 --> 00:31:56.306]  Unleash the Supermail in you.
[00:31:56.306 --> 00:31:59.188]  Supermail Vitality from Infowarsstore.com.
[00:32:00.313 --> 00:32:04.955]  The globalists, the eugenicists, are always talking down to us.
[00:32:04.955 --> 00:32:09.196]  They're always trying to make us feel small, to feel insignificant.
[00:32:09.196 --> 00:32:17.139]  They try to censor because they fear you and don't want you to have the right to access information so you can make your own decisions.
[00:32:17.139 --> 00:32:20.260]  They want you to believe you're powerless.
[00:32:20.260 --> 00:32:23.741]  But the truth is, it is we the people and our ideas and our actions
[00:32:25.253 --> 00:32:28.216]  What we say and what we do that changes the world.
[00:32:28.216 --> 00:32:30.258]  We are the power structure.
[00:32:30.258 --> 00:32:31.859]  We are the inventors.
[00:32:31.859 --> 00:32:33.641]  We are the trailblazers.
[00:32:33.641 --> 00:32:37.044]  And the globalists understand that.
[00:32:37.044 --> 00:32:44.150]  And they understand that they are basically trying to control and steal the future from we, the people.
[00:32:44.150 --> 00:32:47.954]  Now, to help fund our operation that is undoubtedly the very tip of the spear against these globalists,
[00:32:48.997 --> 00:32:58.107]  I want to encourage listeners and viewers to understand that throughout the second half of the month of March, we're going to have store-wide free shipping at 50% off at importastore.com.
[00:32:58.107 --> 00:33:03.774]  Something everybody should take advantage of.
[00:33:03.774 --> 00:33:06.377]  You're listening to the Alex Jones Show.
[00:33:15.615 --> 00:33:18.901]  The answer to 1984 is 1776.
[00:33:18.901 --> 00:33:24.371]  You're listening to The Alex Jones Show.
[00:33:24.371 --> 00:33:27.497]  And now, your host, Owen Troyer.
[00:33:39.909 --> 00:33:45.051]  All right, ladies and gentlemen, welcome back to the Alex Jones Show, brought to you by InfoWarsStore.com.
[00:33:45.051 --> 00:33:46.932]  Dan Lyman is going to be joining me at noon.
[00:33:46.932 --> 00:33:57.616]  He's got the latest story at InfoWars Europe, how there is a new alliance forming with nationalists.
[00:33:58.937 --> 00:34:01.959]  And so he's going to be joining us at noon.
[00:34:01.959 --> 00:34:08.664]  And then Alex Jones is going to be coming on with us after that at 1230.
[00:34:08.664 --> 00:34:10.606]  So that's coming up here shortly.
[00:34:10.606 --> 00:34:25.296]  In the meantime, let me just bear down and get into some of these stacks of news and kind of finish what I'm talking about with Omar.
[00:34:25.296 --> 00:34:27.358]  But you know, this is a
[00:34:30.970 --> 00:34:38.353]  Honestly, it's a long time coming, folks, for us to face the music of 9-11 and the lies.
[00:34:38.353 --> 00:34:45.736]  And so, you'll see the finger pointing at Jews, you'll see the finger pointing at Muslims, you'll see the finger pointing at Bush, you'll see all the finger pointing.
[00:34:45.736 --> 00:34:47.397]  It's all happening right now.
[00:34:47.397 --> 00:34:49.738]  And I want to be clear.
[00:34:49.738 --> 00:34:51.318]  I can't stand Ilhan Omar.
[00:34:51.318 --> 00:34:53.219]  When I see her, I see a snake.
[00:34:56.027 --> 00:35:00.128]  If a snake tells you 1 plus 1 equals 2, you have to give the snake credit.
[00:35:00.128 --> 00:35:01.228]  Snake's right.
[00:35:01.228 --> 00:35:06.709]  So when Ilhan Omar insinuates, we were lied to about 9-11, she's right!
[00:35:06.709 --> 00:35:12.171]  Now when Ilhan Omar wants to bring radical Islam into the West, she's wrong.
[00:35:12.171 --> 00:35:15.511]  But that's who she is.
[00:35:15.511 --> 00:35:21.673]  So I'm just at a crossroads here, and you know, I apologize that I can't get over this, and I promise I'm going to, but it's just like,
[00:35:22.952 --> 00:35:25.173]  Again, I can't stand Ilhan Omar.
[00:35:25.173 --> 00:35:27.035]  Please do not get me wrong.
[00:35:27.035 --> 00:35:39.323]  But I recognize that what she's doing, the conversation that she's spurring right now, is long overdue.
[00:35:39.323 --> 00:35:42.125]  And I'm getting sick of something else, too, because
[00:35:43.380 --> 00:35:46.763]  All I'm going to hear about now is how poor the Jews are.
[00:35:46.763 --> 00:35:48.325]  Oh, the poor Jews.
[00:35:48.325 --> 00:35:49.806]  Oh, the anti-Semites.
[00:35:49.806 --> 00:35:51.127]  I'm American!
[00:35:51.127 --> 00:35:52.408]  Israel's our ally.
[00:35:52.408 --> 00:35:53.629]  We have their back.
[00:35:53.629 --> 00:35:54.730]  It works fine.
[00:35:54.730 --> 00:35:55.791]  Jews assimilate.
[00:35:55.791 --> 00:35:57.192]  They get along in America.
[00:35:57.192 --> 00:35:58.213]  It's all good!
[00:35:58.213 --> 00:36:07.722]  But don't sit here and complain about anti-Semitism all day long when we've got anti-Americans in office!
[00:36:07.722 --> 00:36:10.084]  But again, this is all going to come to a head.
[00:36:11.824 --> 00:36:14.326]  And Ilhan Omar is spurring it!
[00:36:14.326 --> 00:36:17.829]  But all you're going to hear is, oh, who's she blaming?
[00:36:17.829 --> 00:36:20.311]  Oh, how could she say it's an inside job?
[00:36:20.311 --> 00:36:21.572]  Oh, it was Bush!
[00:36:21.572 --> 00:36:22.833]  Oh, it was the Jews!
[00:36:22.833 --> 00:36:23.693]  Oh, it was this!
[00:36:23.693 --> 00:36:24.194]  Oh, it was that!
[00:36:24.194 --> 00:36:26.576]  Well, let's actually maybe find out who it was.
[00:36:26.576 --> 00:36:36.763]  But if we're going to be so upset over anti-Semitism in Congress and make that a crime, what about anti-Americanism?
[00:36:36.763 --> 00:36:38.605]  You know, I'm getting sick and tired of this because
[00:36:39.721 --> 00:36:43.023]  They want, the Democrats are now pushing for reparations for slavery.
[00:36:43.023 --> 00:36:54.809]  Do you realize that Americans, most Americans, A, didn't have slaves, B, Americans, white in skin color, died during the Civil War.
[00:36:54.809 --> 00:36:59.052]  Should their families pay reparations because they fought to free slaves?
[00:37:01.576 --> 00:37:09.842]  It's all ridiculous, and it's all coming to a head at once, along with a series of other issues.
[00:37:09.842 --> 00:37:19.348]  The border being wide open, disease coming across the border, the Russian collusion narrative failing, the censorship, potential world war breaking out.
[00:37:19.348 --> 00:37:27.414]  The president has his hands full, no doubt.
[00:37:30.404 --> 00:37:32.325]  He has to shut the border down.
[00:37:32.325 --> 00:37:36.448]  We're in a damn national emergency right now.
[00:37:36.448 --> 00:37:37.749]  The border needs to be shut down.
[00:37:37.749 --> 00:37:40.151]  This is a joke.
[00:37:40.151 --> 00:37:43.853]  This is a damn joke.
[00:37:43.853 --> 00:37:48.677]  But let me just focus here.
