[00:00:16.081 --> 00:00:18.103]  Awesome!
[00:22:22.349 --> 00:22:24.390]  They want to embarrass Trump.
[00:22:24.390 --> 00:22:31.916]  I've said over and over again, a war with Iran is what the globalists want, to kill the recovery, suck Russia in, and it may even be a wider war.
[00:22:31.916 --> 00:22:36.779]  Iran has sleeper cells all over the Western world.
[00:22:36.779 --> 00:22:38.380]  Putin warned that the U.S.
[00:22:38.380 --> 00:22:43.344]  military action against Iran would be a catastrophe for the region at a minimum.
[00:22:43.344 --> 00:22:44.865]  I agree with that.
[00:22:44.865 --> 00:22:51.349]  He added that it would trigger an escalation of hostilities with unpredictable results.
[00:22:52.290 --> 00:22:53.851]  So, there's your headline.
[00:22:53.851 --> 00:22:57.275]  Putin warns that an attack on Iran by the U.S.
[00:22:57.275 --> 00:23:03.881]  will be a catastrophe at a minimum.
[00:23:03.881 --> 00:23:06.783]  And you've got the DrudgeReport.com siren going.
[00:23:06.783 --> 00:23:07.784]  Ask if he'll strike Iran.
[00:23:07.784 --> 00:23:09.726]  Trump says you'll soon find out.
[00:23:09.726 --> 00:23:12.729]  Pentagon drone was operating in international airspace.
[00:23:14.392 --> 00:23:17.453]  Oil spikes 6% on this news.
[00:23:17.453 --> 00:23:20.574]  It spiked 2% on the sunken tankers.
[00:23:20.574 --> 00:23:24.075]  So that shows you this is hell on wheels.
[00:23:24.075 --> 00:23:30.477]  You know, I told folks last week this was probably going to war and they're like, oh Alex, it'll be like Iraq, it'll be okay.
[00:23:30.477 --> 00:23:31.897]  No, it won't.
[00:23:31.897 --> 00:23:36.659]  It'll be totally different if that happens.
[00:23:36.659 --> 00:23:40.280]  And hasn't Putin been proven right?
[00:23:40.280 --> 00:23:43.801]  Remember Putin last week, the day after
[00:23:45.111 --> 00:23:56.414]  This report came out that the Pentagon was preparing first strike nuclear attacks.
[00:23:56.414 --> 00:23:59.895]  Putin came out and said this could be the end of the world.
[00:23:59.895 --> 00:24:01.516]  Here's some of those articles.
[00:24:01.516 --> 00:24:01.776]  U.S.
[00:24:01.776 --> 00:24:08.098]  says it won't roll out first nuclear strike because allies wouldn't trust it otherwise.
[00:24:08.098 --> 00:24:13.019]  Putin warns of nuclear global catastrophe once treaties expire.
[00:24:15.418 --> 00:24:16.279]  I thought it was the day after.
[00:24:16.279 --> 00:24:29.869]  It was the day the Pentagon put this out and then removed it a few days later and reclassified Joint Publication 3-72 Nuclear Operations 11th of June 2019.
[00:24:29.869 --> 00:24:35.114]  But it's obviously on the way back machine.
[00:24:35.114 --> 00:24:39.017]  Something put on the Internet is near impossible to take off the Internet.
[00:24:39.017 --> 00:24:41.539]  And it describes the entire doctrine that Hillary wanted
[00:24:42.554 --> 00:24:49.196]  And the neocons wanted, same people, for first strikes on Russia, China, Iran, and others.
[00:24:49.196 --> 00:24:50.636]  Total madness.
[00:24:50.636 --> 00:24:56.477]  Because once you have that doctrine, it allows them to first strike you and not be the villains as well.
[00:24:56.477 --> 00:24:58.518]  It's the end of chivalry.
[00:24:58.518 --> 00:24:59.998]  It's the end of common sense.
[00:24:59.998 --> 00:25:00.598]  It's insanity.
[00:25:00.598 --> 00:25:07.540]  You know, the sad part about the London Guardian being a well-respected publication of the past is when they publish outright lies against me.
[00:25:08.750 --> 00:25:12.473]  They lose credibility when they publish outright lies about Trump.
[00:25:12.473 --> 00:25:19.819]  But this article from The Guardian is very, very accurate.
[00:25:19.819 --> 00:25:24.703]  Nuclear weapons experts alarmed by new Pentagon warfighting doctrine.
[00:25:24.703 --> 00:25:29.987]  And then it goes through how it is a first strike situation.
[00:25:29.987 --> 00:25:32.049]  And how dangerous that is.
[00:25:32.049 --> 00:25:34.751]  And how insane all of that is.
[00:25:34.751 --> 00:25:35.572]  So we'll be watching
[00:25:36.212 --> 00:25:37.773]  I'm waiting for the President.
[00:25:37.773 --> 00:25:40.995]  They say a press conference anytime now or in the next hour.
[00:25:40.995 --> 00:25:41.875]  They're not being clear.
[00:25:41.875 --> 00:25:43.736]  They're saying sometime in the next hour.
[00:25:43.736 --> 00:25:45.677]  Very, very soon is what they actually said.
[00:25:45.677 --> 00:25:47.178]  We're guessing the next hour.
[00:25:47.178 --> 00:25:55.843]  The President is preparing to make remarks from the White House on this all-important issue of nuclear war on this planet.
[00:25:55.843 --> 00:25:57.884]  The ships get sunk.
[00:25:57.884 --> 00:26:00.526]  The Iranians months ago said, if you put sanctions on us, we'll do it.
[00:26:00.526 --> 00:26:00.906]  We did it.
[00:26:01.963 --> 00:26:08.868]  I say they could be the guys that did it, you know, if they're prime suspects, but then evidence comes out staged from people I respect.
[00:26:08.868 --> 00:26:22.339]  Remember the neocons, the deep state, the Democrats are doing treasonous shadow diplomacy and policy, violates the Logan Act, so many other things, giving Iran intel, it's treason, on how to deal with Trump.
[00:26:24.019 --> 00:26:29.181]  Will they end the world or have a war, a nuclear war, in the name of embarrassing Trump?
[00:26:29.181 --> 00:26:33.543]  Well, the New York Times has a big article out and their CEO has gone public against Trump.
[00:26:33.543 --> 00:26:43.648]  So has the Wall Street Journal saying Trump's bad because Trump dared say it was treason for the New York Times to lie and say that the US had attacked
[00:26:46.380 --> 00:26:49.382]  Russia's power grid, when we hadn't.
[00:26:49.382 --> 00:26:50.862]  That's an act of war.
[00:26:50.862 --> 00:26:52.803]  That undermines the United States.
[00:26:52.803 --> 00:26:55.605]  That could trigger a Russian response.
[00:26:55.605 --> 00:26:57.206]  And it wasn't even true.
[00:26:57.206 --> 00:27:03.990]  And if it was, it would be treasonous to leak that information.
[00:27:03.990 --> 00:27:07.051]  But now the New York Times is bitching and complaining that Trump's bad.
[00:27:07.051 --> 00:27:08.172]  No, you're bad.
[00:27:09.107 --> 00:27:13.109]  You're the ones that lie so bad now that it makes my head spin.
[00:27:13.109 --> 00:27:20.153]  You're the ones that have said and done things to me personally that are total hoaxes.
[00:27:20.153 --> 00:27:27.397]  AP reports I lost a lawsuit over a Sandy Hook book I'm not even in, that I've never read, and that my name's not on.
[00:27:29.346 --> 00:27:33.132]  They say I sent child porn to the families, did no such thing.
[00:27:33.132 --> 00:27:40.663]  I was sent death threats in email I didn't open that had hidden attachments to what the FBI says is child porn, and I'm a victim!
[00:27:40.663 --> 00:27:43.688]  But that doesn't stop their lawyers going on TV and defaming me.
[00:27:45.578 --> 00:27:52.000]  And saying they're probably going to sue me for sending them child porn so they can run the whole headline again.
[00:27:52.000 --> 00:27:55.642]  When they're the ones that deposed us and asked for those emails.
[00:27:55.642 --> 00:27:58.963]  And the Blaze is like, why Jones give them all the emails?
[00:27:58.963 --> 00:28:03.285]  The judge ordered those emails, 57,000 of them.
[00:28:03.285 --> 00:28:04.365]  Including unopened.
[00:28:04.365 --> 00:28:08.166]  Because they have lawyers on the show that are like, well you never give people unopened emails.
[00:28:08.166 --> 00:28:09.007]  Those don't matter.
[00:28:09.007 --> 00:28:10.087]  You didn't open them.
[00:28:10.087 --> 00:28:11.128]  Exactly.
[00:28:11.128 --> 00:28:14.149]  They asked the judge to order me to open all the attachments.
[00:28:15.063 --> 00:28:17.704]  The judge didn't fall for that one.
[00:28:17.704 --> 00:28:22.986]  You will open the attachments so we can put you in jail.
[00:28:22.986 --> 00:28:26.507]  Unbelievable.
[00:28:26.507 --> 00:28:27.747]  Unbelievable.
[00:28:27.747 --> 00:28:33.049]  We're going to get to the bottom of what's really going on, but the point is it shows the climate we're in.
[00:28:33.049 --> 00:28:35.250]  It shows the insanity we're in.
[00:28:35.250 --> 00:28:42.272]  It shows how they'll do anything, anytime they want.
[00:28:44.276 --> 00:28:50.081]  Shows they'll engage in any lie, no matter how reckless, even causing war with Russia.
[00:28:50.081 --> 00:28:55.466]  Did the Pentagon, somebody inside, send that drone, that robot over the line to trigger a war?
[00:28:55.466 --> 00:28:57.708]  Or do the Iranians do this precipitously?
[00:28:59.190 --> 00:29:03.751]  If you're trying to quit drinking or doing too many drugs, listen to me.
[00:29:03.751 --> 00:29:05.832]  You don't know me and we'll never meet.
[00:29:05.832 --> 00:29:07.573]  I had a problem like you once.
[00:29:07.573 --> 00:29:14.135]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[00:29:14.135 --> 00:29:19.196]  I realized I needed help to fix my problem before it totally destroyed me.
[00:29:19.196 --> 00:29:23.898]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[00:29:24.338 --> 00:29:27.460]  You need to call the National Treatment Advisors.
[00:29:27.460 --> 00:29:34.463]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[00:29:34.463 --> 00:29:39.645]  And if you have PPO private health insurance, the entire program may be covered.
[00:29:39.645 --> 00:29:42.947]  Fix your problem right now before it gets any worse.
[00:29:42.947 --> 00:29:43.907]  Get clean.
[00:29:43.907 --> 00:29:45.728]  Call now and learn more.
[00:29:45.728 --> 00:29:45.768]  800-506-6740.
[00:29:49.770 --> 00:29:53.312]  800-506-6740.
[00:29:53.312 --> 00:29:55.414]  That's 800-506-6740.
[00:29:55.414 --> 00:30:03.139]  I want to be very, very clear with everybody about all of this.
[00:30:03.139 --> 00:30:14.686]  We're going into the season of war, and they have been inches from shutting down the final bank accounts we have due to their criminal activity and their digital fraud, and we need to know that we've got capital to go six months, a year.
[00:30:14.686 --> 00:30:15.607]  We need to end here.
[00:30:15.607 --> 00:30:18.589]  We need to be provisioned, and you've got my total commitment
[00:30:18.669 --> 00:30:21.510]  That I am going to rampage forward against the enemy fearlessly.
[00:30:21.510 --> 00:30:25.371]  I'm loving every minute of this because I know I'm getting under their skin.
[00:30:25.371 --> 00:30:27.292]  I'm bloody and then I'm up politically.
[00:30:27.292 --> 00:30:32.273]  I'm banging heads with them and they can't help but attack back with lies and that just brings more people here.
[00:30:32.273 --> 00:30:35.574]  So I'm in one hell of a fight and so are you and I need war bonds.
[00:30:35.574 --> 00:30:36.415]  I need gas.
[00:30:36.415 --> 00:30:37.895]  I need ammo politically now.
[00:30:38.335 --> 00:30:44.641]  But literally, if you flood us with money, and if you flood us with product purchases, and if you flood us with your word of mouth, you're unstoppable.
[00:30:44.641 --> 00:30:45.762]  We're unstoppable together.
[00:30:45.762 --> 00:30:47.183]  I want to send a strong message to the enemy.
[00:30:47.183 --> 00:30:54.209]  I want to raise a couple million dollars right now to let the enemy know that their attacks are failing and that you will stand with us, and I will never back down.
[00:30:54.209 --> 00:30:55.190]  You have my commitment.
[00:30:55.190 --> 00:30:59.534]  This only gives me more energy and more understanding of what we're facing and that we were right about this.
[00:31:02.327 --> 00:31:06.929]  It's never been easy to figure out the essentials of a new supplement routine.
[00:31:06.929 --> 00:31:14.672]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[00:31:14.672 --> 00:31:22.315]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[00:31:22.315 --> 00:31:28.838]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[00:31:30.091 --> 00:31:43.519]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[00:31:43.519 --> 00:31:48.001]  Featuring eight different formulas for a total take on your health and wellness.
[00:31:48.001 --> 00:31:53.084]  You can find what you like and get even more powerful versions in the store.
[00:31:53.084 --> 00:31:59.148]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[00:32:00.638 --> 00:32:04.519]  It's not only that you have a unique voice in the public arena, in the public square.
[00:32:04.519 --> 00:32:16.541]  The other thing that's unique about InfoWars is it is the only network of this reach that is not backed by a corporate donor or corporate sugar daddy, that's not backed by some billionaire, that's not being funded by a secret foreign government.
[00:32:16.541 --> 00:32:18.262]  It is completely independent of all that.
[00:32:18.262 --> 00:32:25.123]  It is an old school American 1776 style experiment in the expression of the freedom of the press and freedom of speech.
[00:32:25.123 --> 00:32:29.144]  That, in fact, the founders were so concerned with at the beginning of the country, they actually tried to
[00:32:29.344 --> 00:32:30.325]  We're good to go.
[00:33:02.832 --> 00:33:05.418]  You're listening to the Alex Jones Show!
[00:33:31.497 --> 00:33:35.479]  Monday through Friday from 11 a.m.
[00:33:35.479 --> 00:33:36.659]  to 3 p.m.
[00:33:36.659 --> 00:33:48.363]  the most banned, hated, lied about broadcast in the world is live in defiance of everything the enemy could throw against us thanks to you standing firm with us ladies and gentlemen.
[00:33:48.363 --> 00:33:53.225]  I am Alex Jones, your host.
[00:33:53.225 --> 00:33:55.226]  Thank you so much for joining us.
[00:33:55.226 --> 00:33:58.167]  Well, Roger Stone is a public speaker and has spoken to
[00:33:59.252 --> 00:34:14.537]  I think it's safe to say over a thousand groups over the years and he's been a speaker to the NXIVM group and Keith Raniere, who was just found guilty of sex trafficking and enslaving women.
[00:34:14.537 --> 00:34:19.139]  Devil worship came out, trafficking of children, hooked into the Clintons, all of them.
[00:34:19.139 --> 00:34:21.940]  And it's also now come out, we'll go over some of these stories, that in court
[00:34:23.021 --> 00:34:30.789]  In closing arguments at the NXIVM trial, that Roger Stone was a target that they were trying to infiltrate and control.
[00:34:30.789 --> 00:34:39.117]  They would use the women to try to get men that they would call in to be consultants or speakers, and then they would try to plant keyloggers on their computers.
[00:34:39.117 --> 00:34:45.203]  That they were doing this to the Clintons, to the Brothmans, to others, but the Clintons were aware of it and were doing it back.
[00:34:45.203 --> 00:34:47.165]  This to me is just a gateway feeder cult.
[00:34:48.186 --> 00:34:48.566]  Yeah, I think so.
[00:35:06.596 --> 00:35:07.156]  Thank you very much.
