[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[29:31.000 --> 29:33.000]  My name is Kevin Ship.
[29:33.000 --> 29:36.000]  I'm a former decorated CIA officer.
[29:36.000 --> 29:41.000]  Finally, someone has come out and written what I think is the best ex-Mose on the shadow government ever.
[29:41.000 --> 29:47.000]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[29:47.000 --> 29:50.000]  We've got to get this out because just because you're awake, folks, doesn't mean other people are.
[29:50.000 --> 29:56.000]  This is critical to get, to read, to give them the library, to give them the courage to get them right now at KillingUncleSamBuck.com.
[29:56.000 --> 30:21.000]  Memorial Day blowout special free shipping and up to 50% off your favorite products.
[30:21.000 --> 30:26.000]  InfoWare, SuperMail and Superfemale Vitality 50% off with free shipping.
[30:26.000 --> 30:31.000]  X2, BioTrue Selenium Combo 50% off with free shipping.
[30:31.000 --> 30:44.000]  Brainforce Plus, Alpha Power, The Real Red Pill Plus, DNA Force Plus, Flora Life Products, Immune Wall, Pollen Black.
[30:44.000 --> 30:50.000]  InfoWare's life selects storeable foods one year, six month and three month food supply 50% off with free shipping.
[30:50.000 --> 30:58.000]  Don't forget to sign up for our newsletter to gain VIP access to exclusive store-wide deals at infowars.com forward slash newsletter.
[30:58.000 --> 31:27.000]  Join the fight for freedom.
[31:28.000 --> 31:34.000]  The best selling product is going to end up being the number one best selling product at infowarslife.com because it works so well.
[31:34.000 --> 31:42.000]  This is a gift you want to give yourself and then rest assured you're fighting the InfoWare so it's a total absolute sure win, no lose equation.
[31:42.000 --> 31:47.000]  Try Alpha Power exclusively available at infowarslife.com for yourself.
[31:47.000 --> 31:49.000]  Ladies and gentlemen, it's non-GMO.
[31:49.000 --> 31:53.000]  It's for your brain, it's for sports, it's for activities and it's made in the USA.
[31:53.000 --> 31:56.000]  Get your Alpha Power today at infowarslife.com.
[31:56.000 --> 31:59.000]  Everybody needs to try Alpha Power today.
[32:26.000 --> 32:37.000]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[32:37.000 --> 32:45.000]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age and outside toxins.
[32:45.000 --> 32:51.000]  There's no better time to try Fluorolife and Carnivore to see how well they can support your body.
[32:51.000 --> 32:58.000]  Don't miss out on the chance to fuel your body and support recovery. Try the InfoWarslife Daily Digestive Pack today.
[33:21.000 --> 33:32.000]  If you are receiving this transmission, you are the resistance.
[33:32.000 --> 33:38.000]  Live from the InfoWars.com studios, it's Alex Jones.
[33:38.000 --> 33:49.000]  So let me tell the FBI since you've been rating 13 people and bringing up myself, Roger Stone, people like Zach who you know who he is.
[33:49.000 --> 33:59.000]  We're not part of a conspiracy like you through the Justice Department, through Strach, through McCabe, through Comey, through the Clintons.
[33:59.000 --> 34:12.000]  We're people that read and research and know, or folks like Zach that were in Libya and saw Hillary when Gaddafi was begging to surrender for weeks before the attack, weeks during the attack and watching black people be put in cages and sold.
[34:12.000 --> 34:22.000]  It's people like Tosh Plumley, CIA contractor, flying guns in to Al Qaeda coming on this show, having to relocate to South America because they tried to kill him.
[34:22.000 --> 34:30.000]  That really happened. It's Colonel Shaffer coming on this show and having them threaten to put him in prison if he came back on and talked about Benghazi.
[34:30.000 --> 34:36.000]  He came on week one and said everything about it. Former head of the anti-Al Qaeda operations for the Army.
[34:36.000 --> 34:53.000]  This is the real world. And Zach's just like one of those Colonel Shaffers, but under his contract, he's not supposed to tell you his full name and who he is because he's been used in PR operations in the Middle East and for penetration of Islamic groups and takeover of Islamic groups.
[34:53.000 --> 34:59.000]  It was Zach who, now we learn, got us in touch with Lewis Farrakhan. Well, Farrakhan wanted to meet with me two years ago.
[34:59.000 --> 35:07.000]  So that's why they're so upset about this. And Zach's a little freaked out today because the FBI and they've really been threatening him and things. He's not going to bow down to that stuff.
[35:07.000 --> 35:19.000]  But this is what's really going on behind the scenes, okay? And this is just normal people deciding, journalists, citizens, myself, Senator Paul knows what's going on, that we're not going to be part of this.
[35:19.000 --> 35:30.000]  We're done with the real deep state that states Tonkin, Kennedy's killing, 9-11, Benghazi funding radical Islam to take over regular Islamic countries and progressive Islamic countries and kill everybody.
[35:30.000 --> 35:42.000]  Really? Our own military said no. Trump has said no. We're taking the country back. So now the globalist worldwide are panicking. Now they are openly telling Zach, we don't want to hear about Russia stuff.
[35:42.000 --> 35:52.000]  What about pure collusion in the campaign against our progressivism? And how did Roger Stone turn Alex from being a progressive?
[35:52.000 --> 36:02.000]  I guess they thought because I didn't like Bush to being this evil person. These people are crazy. They built me up as the mastermind during the campaign to hurt Trump when I'm not the mastermind.
[36:02.000 --> 36:13.000]  I mean, I've had a big effect on Aaron that done a lot of stuff rebranding Americana, but I wouldn't say I'm the quarterback. Let's say I'm a star wide receiver.
[36:13.000 --> 36:20.000]  Trump is the coach and the owner of the team, the American people, the owner of the team. Zach, I'm the stop ranting. You've got the floor of this segment, the next, the next.
[36:20.000 --> 36:26.000]  So just get into it, whatever you want to say. I know you're nervous. Lay out the big picture for folks. Go ahead.
[36:26.000 --> 36:40.000]  Could you imagine? Could you imagine that they're implying that the narrative of the entire country is waged from off in Texas? How could that be? Is that the case?
[36:40.000 --> 36:46.000]  Well, as you said this morning, it's not true. They know it's a fake narrative. That's what they're going to go with.
[36:46.000 --> 36:58.000]  Well, hold on. FBI agents are asking me questioning like that is the case. How could that be?
[36:58.000 --> 37:02.000]  Well, you told, I mean, just go ahead and lay it out, whatever you can say.
[37:02.000 --> 37:21.000]  Could you imagine FBI agent implying that Alex Jones, Roger Stone, Donald J. Trump have took over America? Is that what's going on? I don't think so.
[37:21.000 --> 37:38.000]  And even my explanation to counter them seems so ridiculous because it is ridiculous. I will not appease them. I will not stop. If you want to come find me, we'll figure it out.
[37:38.000 --> 37:42.000]  It's bullshit. It's bullshit.
[37:42.000 --> 37:43.000]  We got to delay that.
[37:43.000 --> 37:49.000]  I understand you're upset, Zach. I never heard you this upset, but just like we were talking this morning because I'm even up all night.
[37:49.000 --> 37:51.000]  I'm sorry. I'm sorry. I'm sorry. You're right. I'm sorry.
[37:51.000 --> 37:56.000]  But you seem really tired now. We talked three in the morning, talked to seven in the morning. You've been up really upset.
[37:56.000 --> 38:00.000]  They had me for 17 hours.
[38:00.000 --> 38:10.000]  Well, let's just roll through it all then. Let's just talk about exactly where you see this going, what you said about Farrakhan, Rand Paul, all that I know is going on behind the scenes.
[38:10.000 --> 38:22.000]  Just explain to people where the fight is. What Kanye did, like what he said, it's a bigger plan than the globalist plan of suppressors. Kanye's been let in on it. As you know, I've confirmed they had a reality show type deal together.
[38:22.000 --> 38:25.000]  They pledged to do this all along. This is a big deal.
[38:25.000 --> 38:28.000]  Alex, I'm sorry for cursing, but it's real.
[38:28.000 --> 38:29.000]  I understand.
[38:29.000 --> 38:43.000]  And yeah, I did perpetuate the Farrakhan interview. Everyone knows who I am. If you don't know who I am, then it is what it is. But Farrakhan happened. We're talking.
[38:43.000 --> 38:50.000]  Kanye happened. I know Elon. That's happening. And other things are happening.
[38:50.000 --> 39:03.000]  By the way, you said three weeks ago on the phone, you said Elon's about to go after the press next. He's come out and said they're fakes. They're liars. They're scammers. They're the fake news. There used to be a citizens rating group against them. I mean, absolutely on target.
[39:03.000 --> 39:05.000]  If I'm wrong, call me out.
[39:05.000 --> 39:14.000]  But let's walk through what you can say about what the FBI said and big picture. Something isn't classified. Something isn't secret about the Civil War going on behind the scenes.
[39:14.000 --> 39:16.000]  You want it?
[39:16.000 --> 39:21.000]  Well, you were saying, you were saying, you know, I mean, basically the FBI guys had a big argument with them.
[39:21.000 --> 39:40.000]  Alex, Alex, Alex, this is like, this is a very, very heavy pressure. And here's the thing. They believe that you, myself, Roger Stone have orchestrated a coup against whatever is the sitting government of the United States of America.
[39:40.000 --> 39:58.000]  That's not true. I never talked to you. You never talked to Roger. I know Roger. I know you, but we never conspired. That's not true. That's not true. And what they're attempting to do is tie us all together based upon our words.
[39:58.000 --> 40:00.000]  That's problematic.
[40:00.000 --> 40:11.000]  And you said they were playing hours of clips of me and Roger. You've been on the same show with him one time because you've been proven to be a good analyst, good source as a private citizen, saying what you think, never getting anything classified.
[40:11.000 --> 40:20.000]  You really got my attention with the Vegas stuff because you put out stuff that I've been told not to put out by real FBI sources on the hostage rescue team. So the whole FBI isn't bad.
