[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[33:45.000 --> 33:48.000]  Ever since he announced he was going to be running for president,
[33:48.000 --> 34:00.000]  President Trump today has the same approval rating that President Hezbollah had after his first year in office.
[34:00.000 --> 34:04.000]  And when you look at the numbers, you look at the media coverage
[34:04.000 --> 34:08.000]  and you recall how much of a media darling Obama was.
[34:08.000 --> 34:16.000]  Trump is a media punching bag, yet here President Trump is right where Obama was at the exact same time.
[34:16.000 --> 34:20.000]  Excuse me, President Hezbollah.
[34:20.000 --> 34:28.000]  So now President Hezbollah is being called out for a, well, not a fake Christmas picture,
[34:28.000 --> 34:33.000]  but a recycled Christmas picture he tweets out saying,
[34:33.000 --> 34:37.000]  Merry Christmas from the Obama family as if the picture was just taken.
[34:37.000 --> 34:40.000]  Nope, turns out it was actually taken two years ago.
[34:40.000 --> 34:42.000]  Nice try, but it's just like everything else.
[34:42.000 --> 34:47.000]  President Hezbollah did a total fraud.
[34:47.000 --> 34:56.000]  So Trump, though, actually brought Christmas back to the White House in a glorious fashion.
[34:56.000 --> 35:01.000]  Melania Trump, the first lady, the first time we've had a first lady in eight years,
[35:01.000 --> 35:04.000]  she did a wonderful job decorating the White House.
[35:04.000 --> 35:08.000]  And a lot of people are saying she kind of rubbed Michelle Obama's nose in it
[35:08.000 --> 35:11.000]  because a lot of Melania's decorations included candy,
[35:11.000 --> 35:15.000]  where Michelle Obama didn't allow candy around Christmas, you know,
[35:15.000 --> 35:19.000]  because she was such a health nut, you know, with her wide shoulders and everything.
[35:19.000 --> 35:22.000]  But anyway, I'm getting off topic.
[35:22.000 --> 35:27.000]  So this is fully triggering. I mean, you can't even believe.
[35:27.000 --> 35:35.000]  See, what Trump does is he's forcing people to show their true colors.
[35:35.000 --> 35:41.000]  And right now on Twitter, he's tweeting about Vanity Fair.
[35:41.000 --> 35:43.000]  We're going to cover that later.
[35:43.000 --> 35:48.000]  He's also tweeting about China now moving oil to North Korea, which he doesn't like that.
[35:48.000 --> 35:50.000]  So that's going to have to be addressed.
[35:50.000 --> 35:52.000]  We'll perhaps get into more of that later.
[35:52.000 --> 35:56.000]  Maybe something will break on that. That's big news.
[35:56.000 --> 36:00.000]  But what President Trump does is he's he's forced people to show their true colors.
[36:00.000 --> 36:05.000]  So, oh, yeah, the war on, oh, yeah, I'm sure there's a war on Christmas.
[36:05.000 --> 36:07.000]  Sure, war on Christmas.
[36:07.000 --> 36:10.000]  There's nut that says a war on Christmas.
[36:10.000 --> 36:11.000]  Okay, well, then what happens?
[36:11.000 --> 36:13.000]  President Trump says, Merry Christmas.
[36:13.000 --> 36:16.000]  And the Southern Poverty Law Center says that's extremism.
[36:16.000 --> 36:21.000]  President Trump says, Merry Christmas. And CNN says that's a racist dog whistle.
[36:21.000 --> 36:24.000]  No, I'm not making it up. Here's the clip.
[36:24.000 --> 36:26.000]  Happy holidays.
[36:26.000 --> 36:30.000]  Okay, so Margaret, I mean, this is a line that we have heard from Donald Trump many, many.
[36:30.000 --> 36:32.000]  Why does he continue? This is a dog whistle to the base,
[36:32.000 --> 36:34.000]  because no one has ever stopped saying Merry Christmas.
[36:34.000 --> 36:35.000]  Yeah, except for that.
[36:35.000 --> 36:38.000]  If you turn on some of our competitive cable networks,
[36:38.000 --> 36:42.000]  they have entire hours and programming about the war on Christmas.
[36:42.000 --> 36:46.000]  Just pause it real quick. Pause it real quick. I just want to correct something here.
[36:46.000 --> 36:50.000]  You're not competitive, CNN. Okay, you are not competitive.
[36:50.000 --> 36:53.000]  You're a nothing. You're a minor leaguer. You're Bush League.
[36:53.000 --> 36:54.000]  All right, now go ahead.
[36:54.000 --> 36:59.000]  About the war on Christmas. And it is intended directly to go towards that cultural base
[36:59.000 --> 37:02.000]  that feels that other people are taking their America away from them.
[37:02.000 --> 37:06.000]  That was the dog whistle. Make America great again. Great from what? Right?
[37:06.000 --> 37:08.000]  The people who are taking Christmas away from you.
[37:08.000 --> 37:10.000]  The people who are taking your...
[37:10.000 --> 37:13.000]  You know, all your teddy bears away from you, whatever it is.
[37:13.000 --> 37:15.000]  Well, now, time out. Pause it right there.
[37:15.000 --> 37:19.000]  So, okay, yeah, you're crazy and everything. Right, right.
[37:19.000 --> 37:22.000]  But again, here you are freaking out about it.
[37:22.000 --> 37:26.000]  Here, the Southern Poverty Law Center is saying it's extremism.
[37:26.000 --> 37:30.000]  So if you're going to say Christmas is racist and extremism,
[37:30.000 --> 37:32.000]  isn't that what you're trying to eliminate?
[37:32.000 --> 37:35.000]  You're the ones obsessing over racism and extremism trying to eliminate it every day.
[37:35.000 --> 37:41.000]  So therefore, by that formula, you are literally on air right now
[37:41.000 --> 37:44.000]  trying to eliminate Christmas as you're saying it doesn't exist.
[37:44.000 --> 37:46.000]  Let's go back to the clip.
[37:46.000 --> 37:48.000]  We're going to bring Christmas back, and that's...
[37:48.000 --> 37:51.000]  You know, it's disingenuous. It's not true.
[37:51.000 --> 37:53.000]  But there is a kernel of truth.
[37:53.000 --> 37:56.000]  But you have to understand, like, there is a kernel...
[37:56.000 --> 37:58.000]  There's not much effect based on this.
[37:58.000 --> 38:00.000]  No, lately, these days, it used to be.
[38:00.000 --> 38:04.000]  No, but the politics of cultural resentment is all about narrative, right?
[38:04.000 --> 38:07.000]  And when confronted with facts, it falls apart, but it's because things feel emotional.
[38:07.000 --> 38:11.000]  Oh, well, that doesn't seem to stop CNN from reporting on lies.
[38:11.000 --> 38:13.000]  It's a lousy basis for trying to unite the nation.
[38:13.000 --> 38:16.000]  Yeah, and you two looking like a... like I said, all the way...
[38:16.000 --> 38:17.000]  Mary Christmas.
[38:17.000 --> 38:18.000]  Trying to unite the nation here.
[38:18.000 --> 38:19.000]  Mary Christmas.
[38:19.000 --> 38:20.000]  Oh, yes.
[38:20.000 --> 38:22.000]  An happy holiday.
[38:22.000 --> 38:26.000]  Yes, CNN trying to unite the nation with Don Lemon, with the turtleneck on.
[38:26.000 --> 38:29.000]  What with Don Lemon with the turtleneck?
[38:29.000 --> 38:33.000]  So, you know, saying Mary Christmas is a racist dog whistle, according to CNN,
[38:33.000 --> 38:37.000]  saying Mary Christmas is extremism, according to the Southern Poverty Law Center,
[38:37.000 --> 38:42.000]  they claim that they're fighting racism and extremism every day that they go on air.
[38:42.000 --> 38:45.000]  But they're also saying no one is attacking Christmas,
[38:45.000 --> 38:50.000]  even though the very nature of that conversation is that they're attacking Christmas.
[38:50.000 --> 38:54.000]  I'm telling you, these people are so contorted.
[38:54.000 --> 38:59.000]  I can't even imagine the mental gymnastics they have to do, just to form a conversation.
[38:59.000 --> 39:07.000]  I mean, they must pull a hammy, pull, you know, a frontal lobe every time they go on air.
[39:07.000 --> 39:12.000]  But you want to know what's even perhaps the saddest part about this?
[39:12.000 --> 39:15.000]  That was an actual CNN segment.
[39:15.000 --> 39:23.000]  That was an actual CNN segment on Don Lemon's show, debating whether or not there's a war on Christmas
[39:23.000 --> 39:26.000]  as they're attacking President Trump for talking about Christmas.
[39:26.000 --> 39:29.000]  And you'll wonder why CNN is failing in the ratings.
[39:29.000 --> 39:34.000]  So, we happen to like Christmas here when we happen to have an open sense of humor.
[39:34.000 --> 39:40.000]  So, let's go back to Donald Trump saying Christmas is here, a little bit of a remix.
[39:40.000 --> 39:46.000]  Here's the beautiful White House setting, decorated by Melania.
[39:46.000 --> 39:56.000]  Christmas time is here again, shove it up your vegan face, you'll do a lot more stuff in the new year unless you're dead.
[39:56.000 --> 40:01.000]  People love different foods, organic chicken is a snooze.
[40:01.000 --> 40:07.000]  I want more grease and I want more chocolate cake.
[40:07.000 --> 40:13.000]  Christmas is here, yeah, Christmas is here, grab a friend's hand and yank them near.
[40:13.000 --> 40:18.000]  It's the best time of the year, Christmas is here.
[40:18.000 --> 40:23.000]  This is all to Donald Trump and now Melania lip syncing.
[40:23.000 --> 40:28.000]  I like about your Christmas flowers.
[40:28.000 --> 40:31.000]  I've been eating jelly beans for hours.
[40:31.000 --> 40:33.000]  I hate the sweater wearers.
[40:33.000 --> 40:36.000]  I think I mentioned that when I finally speak, I won't tell you anything at all.
[40:36.000 --> 40:41.000]  The problem is yours, cause I'm a looker and I rock the show.
[40:41.000 --> 40:47.000]  Christmas is here, yeah, Christmas is here, welcome to the sun with zero fear.
[40:47.000 --> 40:53.000]  It's the best time of the year, Christmas is here.
[40:53.000 --> 40:59.000]  I just got an area adorable present, a Trump robot clearly sent from heaven.
[40:59.000 --> 41:05.000]  I'm not the real Donald Trump, but I can scare you just as much.
[41:05.000 --> 41:10.000]  Christmas is here, play in the snow, grab a friend's hand and don't let go.
[41:10.000 --> 41:16.000]  I'm the most big leek guy I know, Christmas is here.
[41:16.000 --> 41:21.000]  It's the best part of the year, Christmas is here.
[41:21.000 --> 41:27.000]  It's the best part of the year, Christmas isn't fun.
[41:27.000 --> 41:32.000]  At least when you're not a real human, oh why can't I not know love?
[41:32.000 --> 41:35.000]  So that is the bad lip reading of Donald Trump.
[41:35.000 --> 41:40.000]  Christmas is here, if you're familiar with bad lip reading, they do pretty funny stuff over there.
