[00:00.000 --> 00:12.480]  We are on the March the Empire is on the run Alex Jones and the GCN radio network
[01:45:11.720 --> 01:45:23.720]  See them on the web. www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[01:45:23.720 --> 01:45:29.720]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for all your cleaning needs.
[01:45:29.720 --> 01:45:33.720]  You're getting soap products twice as good as what you're using now.
[01:45:33.720 --> 01:45:45.720]  This is an amazing deal and you will love the way real soap makes your skin feel. Call 1-800-340-7091 or visit www.5starsoap.com.
[01:45:45.720 --> 01:46:00.720]  Alex and his staff have used these earth friendly pure soaps for years. See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:46:00.720 --> 01:46:09.720]  Protecting your home with a security system is a must, but when it comes to protecting your family, your home and belongings, there's no need to sign a long term contract.
[01:46:09.720 --> 01:46:18.720]  Listen, there is some real scum in the alarm business cashing in by locking you into long punishing contracts, not with simply safe home security.
[01:46:18.720 --> 01:46:23.720]  They're the good guys. You can trust simply safe to protect your family.
[01:46:23.720 --> 01:46:31.720]  Simply safe was created by a Harvard Business School engineer and it's revolutionary. You'll get 24 hour protection for just $14.99 a month.
[01:46:31.720 --> 01:46:39.720]  There are no hidden fees and no contracts. You'll save thousands, plus you're protected by their 100% money back guarantee.
[01:46:39.720 --> 01:46:49.720]  Protect yourself against home invasions and break-ins. Order your simply safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:46:49.720 --> 01:46:59.720]  Don't waste your time dealing with scum. Visit GetSimplySafe.com. GetSimplySafe.com. GetSimplySafe.com.
[01:47:19.720 --> 01:47:29.720]  I believe it is the final segment already, but we'll have more airtime, obviously tomorrow 11am central with the weekday transmission.
[01:47:29.720 --> 01:47:37.720]  I want to go back to your phone calls, but first let me get a few headlines that I'll cover more tomorrow before I forget because I promise to get to this.
[01:47:37.720 --> 01:47:42.720]  Here's an article that's up on infowars.com right now. Very important.
[01:47:42.720 --> 01:47:50.720]  Yale professor Fukushima will threaten humanity for thousands of years. Yeah, it's already conservatively according to many physicists.
[01:47:50.720 --> 01:48:00.720]  100 times worse than Chernobyl that the UN says has killed a million people with cancer since 1986.
[01:48:00.720 --> 01:48:17.720]  A Yale professor is cautioning the world to wake up from its nuclear slumber and face the severity of the Fukushima radiation risk where five of the six reactors that partially are completely melted down and where even mainstream media admits it's getting worse.
[01:48:17.720 --> 01:48:24.720]  And they've got tens of thousands of fuel rods stored there that are heating up and melting down. It is such an incredible situation.
[01:48:24.720 --> 01:48:36.720]  And by the way, the only reason I'm selling this is because I researched it and all the scientists and people I talked to said, well, if you're worried about the doubling of radiation in the northern hemisphere, just search that term.
[01:48:36.720 --> 01:48:41.720]  Or go to infowars.com. We have a video and an article about it where we break down all the science.
[01:48:41.720 --> 01:48:54.720]  Leave the northern hemisphere that's much more radioactive than the southern hemisphere or take nascent atomic iodine, which you can't get in stores, which is incredibly hard to get. You got to jump through all these DEA hoops.
[01:48:54.720 --> 01:49:04.720]  I've spent months getting hold of this from an FDA accredited lab. And boy, I tell you, it's sold out almost sold out the last three days.
[01:49:04.720 --> 01:49:09.720]  We've got a couple thousand bottles left and then more is being manufactured right now, but it'll be a few weeks.
[01:49:09.720 --> 01:49:15.720]  You'll have to pre-order after that. If you want survival shield from infowarslife.com, order it today.
[01:49:15.720 --> 01:49:19.720]  But if you don't just take it during a nuclear disaster, this is the healthy pure iodine.
[01:49:19.720 --> 01:49:23.720]  You can read all the details at infowarslife.com and see the video.
[01:49:23.720 --> 01:49:31.720]  It's that the thyroid is supposed to be full of nascent iodine, not fluoride they put in the water.
[01:49:31.720 --> 01:49:39.720]  They used to put fluoride, I mean, not fluoride, but iodine in the salt. They took it out and put fluoride in instead in the water.
[01:49:39.720 --> 01:49:42.720]  Just go find the details at infowarslife.com.
[01:49:42.720 --> 01:49:47.720]  Or if you want to get bottles, one bottle up to 10 bottles, we've got different packs we're selling.
[01:49:47.720 --> 01:49:49.720]  It could probably be sold out by tomorrow.
[01:49:49.720 --> 01:49:56.720]  infowarslife.com or 888-253-3139 and it's double strength at half the price of any competitor.
[01:49:56.720 --> 01:50:01.720]  Not that there's many competitors. Mace and iodine is very, very rare and hard to get.
[01:50:01.720 --> 01:50:07.720]  infowarslife.com or 888-253-3139, 24 hours a day you can call and order it.
[01:50:07.720 --> 01:50:11.720]  We also have infowarshealth.com with hundreds of amazing products as well.
[01:50:11.720 --> 01:50:17.720]  We fund ourselves through free market, great ideas and great products, not like NPR that uses taxpayer money.
[01:50:17.720 --> 01:50:24.720]  Okay, let's go quickly to Dawn in Tennessee, who's a registered nurse to finish up her point. Go ahead.
[01:50:24.720 --> 01:50:30.720]  And the other point I wanted to make, Alex, is the fact that anybody who gets an EOB from an insurance company,
[01:50:30.720 --> 01:50:37.720]  and it can even understand it, is look at the charges that insurance companies are charging.
[01:50:37.720 --> 01:50:43.720]  And they have entities that are trying to screw the system by coding.
[01:50:43.720 --> 01:50:49.720]  And if you get the right code, you get more money. If you get the wrong code, you get less money.
[01:50:49.720 --> 01:50:55.720]  Here's an example. I have some very wealthy friends locally in Austin, whose mother last year was bitten by a rattlesnake,
[01:50:55.720 --> 01:51:00.720]  and they charged her right at $300,000 for the treatments for regular persons.
[01:51:00.720 --> 01:51:04.720]  They didn't, because the hospital didn't tell them to code it right. They were sucking off of them.
[01:51:04.720 --> 01:51:09.720]  It should have cost a couple thousand dollars for the treatments, maybe 10,000 a day for the hospital bed.
[01:51:09.720 --> 01:51:14.720]  But two days turned into almost 300,000. This is the screw job to bankrupt the system.
[01:51:14.720 --> 01:51:20.720]  And yes, the insurance companies and Big Pharma are robbing the system. Yes, it's corrupt.
[01:51:20.720 --> 01:51:27.720]  But then they wrote a new system, knowing everybody would be sick of this one that's many times worse. That's my point.
[01:51:27.720 --> 01:51:34.720]  And you're exactly right. Anybody who has any means, they will code it so that they can get more money.
[01:51:34.720 --> 01:51:40.720]  People that don't have funds to pay, they code it differently because they know they'll never get some money.
[01:51:40.720 --> 01:51:47.720]  My dad manages 22 dental offices and turned down a job to hospital management because he didn't want to push vaccines.
[01:51:47.720 --> 01:51:55.720]  Ron Paul's been on, Rand Paul's been on, countless other medical doctors. This is a fact for those of us that know about healthcare.
[01:51:55.720 --> 01:52:01.720]  How is it for you and RN who knows how it really works to see the lying? How frustrating is that?
[01:52:01.720 --> 01:52:08.720]  Because you know more than I do, obviously. I'm informed and it is frustrating to see people this conned.
[01:52:08.720 --> 01:52:18.720]  It's horrifying, Alex, because the other point of the thing is nurses aren't doing patient care, which is what we went to school for.
[01:52:18.720 --> 01:52:27.720]  In the 80s, I went to school to do patient care because I care about people and wanted to do what I could to make people healthy.
[01:52:27.720 --> 01:52:35.720]  And it's extremely maddening because you can't do patient care. You're busy.
[01:52:35.720 --> 01:52:48.720]  If you go into any hospital, Alex, you look in there, the nurses are at the nurses station doing paperwork, which is required, you know, to get the right codes and the right this and the right that so the hospital gets paid.
[01:52:48.720 --> 01:52:53.720]  And aids are out on the floor, pulling IVs out, DC and catheters.
[01:52:53.720 --> 01:53:04.720]  That's right. For those that don't know, the assistants that don't know what they're doing are doing the medical care because if you make a mistake on an IRT, literally, it's called death penalty.
[01:53:04.720 --> 01:53:15.720]  They shut the whole facility down and charge you tens of millions. It is written by the big insurance companies to shut down anybody they want that doesn't play ball to get rid of American health care,
[01:53:15.720 --> 01:53:20.720]  charge us double and get rid of the greatest health care system the world's ever seen. God bless you.
[01:53:20.720 --> 01:53:29.720]  And that's what's so galactically insane about this. This is such a biblical level screw job. I cannot believe it.
[01:53:29.720 --> 01:53:40.720]  I cannot believe how bad it is because I know how it works. I mean, it is so bad, so evil that words cannot describe it.
[01:53:40.720 --> 01:53:50.720]  And it's corrupt corporations that run health care now with government who want maximum profits while telling gullible socialists they're going to get some free ride.
[01:53:50.720 --> 01:53:53.720]  What you're going to get is the end of any real health care.
[01:53:53.720 --> 01:54:01.720]  Just like the UK, you go in with deadly bacteria in your lungs, eating antibiotics, you're not going to get them. They hope you go home and die.
[01:54:01.720 --> 01:54:09.720]  It's all about population reduction while they suck all the wealth out of you. Let's go to Mike in New York. You're on the air.
[01:54:09.720 --> 01:54:24.720]  Glad to speak with you, Al, because privilege and for your listeners too, I hope they get enjoyment out of my question. I'll cut short my opinion that concurs with you.
[01:54:24.720 --> 01:54:30.720]  I'm in agreement with you for 90%. Let me jump to my question.
[01:54:30.720 --> 01:54:31.720]  Sure, brother.
[01:54:31.720 --> 01:54:53.720]  And maybe a small request at the end. Something I haven't heard three, four, five months, not even from you, is the mandate that somehow reduces the working hours, the normal work week in these countries, in these United States.
[01:54:53.720 --> 01:55:05.720]  Oh, no, you must not be listening. We knew what happened. The last number I saw was like 9 million people already, another 20 million are set, have been cut from 40 hours to 29 or less.
[01:55:05.720 --> 01:55:12.720]  Absolutely. It's written to lower the wages and make everybody poor. So why should you work? Go on welfare.
[01:55:12.720 --> 01:55:24.720]  Because they make, if you work on the system, they make it too expensive to work on the system. It's to push you onto welfare, to make you dependent, to then vote, to take the guns. It's an economic revolution. You understand?
[01:55:24.720 --> 01:55:31.720]  Where did the mandate go from 40 hours to 30 hours? I don't understand that.
[01:55:31.720 --> 01:55:42.720]  Because it was written by big corporations that want to drive down wages. Why do they want to bring in illegal aliens? God love the illegals. I'm not against them individually, but they're used as a tool to drive down wages.
[01:55:42.720 --> 01:55:52.720]  It's not bringing illegals here to build up the economy. It's bringing them here to drive it down. The ultra rich have always hated labor. And so they want to destroy it.
[01:55:52.720 --> 01:56:06.720]  I believe in a rising tide raises all ships, as Kennedy said. I believe in a greater economy, but they don't want you being uppity. They don't want you doing well. They want you poor because you're politically easier to control as a permanent peasant class. God bless you.
[01:56:06.720 --> 01:56:16.720]  There you go. I do mention the employer mandate. We even put a video out with Nancy Pelosi. Image is the dog leaving the employer mandate on the grass.
[01:56:16.720 --> 01:56:26.720]  We promoted the video. It's what are they called the Fox Brothers? Conrad the Constitution? What episode is that? I'll tell you, it's hilarious, folks.
[01:56:26.720 --> 01:56:38.720]  The point is, is infoawards.com, prisonplanet.com. We stand for justice. We stand for sanity. I've been offered jobs 12 years ago, 10 years ago, 8 years ago to go work for the big establishment.
[01:56:38.720 --> 01:56:47.720]  And I said no, because I'm not selling out my fellow humanity. And I'm glad I didn't sell out because it's the right thing to do. And we're more successful than ever because we didn't sell out.
[01:56:47.720 --> 01:56:55.720]  At the end of the game, when everybody sold out, it's pretty cheap to be a sellout, isn't it? It's a screw job for everybody. I liken it to porn.
[01:56:55.720 --> 01:57:09.720]  When every young girl that wanted to be a movie star in America graduated high school and went to L.A. to be a porn star, it went from porn stars being paid $1 million a year in the 70s. It was like $10 million a day to being paid nothing.
[01:57:09.720 --> 01:57:16.720]  We'll let you plug your website touch if you let five guys use your body like a bombing range.
[01:57:16.720 --> 01:57:27.720]  Literally, that's why most women that were in and have gotten out of it, because there's nothing there. It's the same thing to all you that sell out to the system. When you all sell out, you're going to get nothing morons.
[01:57:27.720 --> 01:57:39.720]  And I'm not being mean to you, but it's time to stop being morons. I didn't get to the head of the nuclear weapons command being suspended. We'll cover that tomorrow at 11amcentralinfowars.com.
[01:57:39.720 --> 01:57:48.720]  And all this other news I didn't get to. Great job of the crew. Free humanity is the answer. Individualism is the answer. God bless you all. I'm Alex Jones.
