[00:00.000 --> 00:20.000]  Music
[20:46.120 --> 20:50.120]  are blowing his doors down saying you stop it now,
[20:50.120 --> 20:51.840]  we are essential.
[20:51.840 --> 20:56.160]  Our bodegas and our businesses and our hotels
[20:56.160 --> 20:58.720]  and our factories are essential, buddy boy.
[21:01.480 --> 21:02.320]  And you get up there
[21:02.320 --> 21:04.360]  and you get this gorilla off our back now.
[21:06.200 --> 21:08.800]  So elites are tricking Americans,
[21:08.800 --> 21:11.740]  don't take the vaccine, he says, wow.
[21:12.760 --> 21:15.360]  See, the globalist already had this plan on the shelf.
[21:16.320 --> 21:17.600]  It's a very risky plan.
[21:17.600 --> 21:19.480]  They launched it early.
[21:19.480 --> 21:21.000]  It has a huge effect up front,
[21:21.000 --> 21:24.620]  but the tail end of it has got quite the blowback.
[21:25.760 --> 21:29.000]  The whole thing has to operate on censorship.
[21:29.000 --> 21:31.320]  Well, how do you censor millions of doctors and scientists
[21:31.320 --> 21:33.360]  and the former chief scientist at Pfizer
[21:33.360 --> 21:35.880]  saying do not take the shot, it can kill you?
[21:35.880 --> 21:40.020]  How do they cover up all the deaths and all the narcolepsy
[21:40.020 --> 21:42.980]  and all the epilepsy and all the guillonne berets
[21:44.260 --> 21:45.540]  and all the bells palsy?
[21:47.820 --> 21:50.780]  How do you sit there when your hamburger place is closed
[21:50.780 --> 21:54.060]  that McDonald's is open in Los Angeles, across the street?
[21:54.060 --> 21:55.940]  They're essential, you're not.
[21:55.940 --> 21:58.500]  This is beyond transparent.
[21:58.500 --> 22:01.300]  That's why yesterday I was so mad looking at all this
[22:01.300 --> 22:03.340]  that I basically couldn't even do the show.
[22:03.340 --> 22:06.580]  And the cops come over and go, we don't care.
[22:06.580 --> 22:09.540]  Law says your place is closed, McDonald's is open.
[22:09.540 --> 22:11.820]  He says, screw you, parks his car behind their car
[22:11.820 --> 22:13.180]  and says, you're not essential.
[22:13.180 --> 22:14.580]  Don't you people get it?
[22:16.300 --> 22:19.620]  You're working for the UN in a damn takeover.
[22:19.620 --> 22:20.460]  Stop it.
[22:23.020 --> 22:24.780]  It's the UN funded Black Lives Matter
[22:24.780 --> 22:26.660]  and all this to take over the cities
[22:26.660 --> 22:28.060]  with a strong cities initiative
[22:28.060 --> 22:33.060]  that they've hired college educated idiots to be police now.
[22:33.500 --> 22:35.300]  They're nothing but bureaucrats.
[22:36.780 --> 22:39.300]  They were brought up in these colleges and high schools
[22:39.300 --> 22:42.420]  where they're now banning the word brown bag.
[22:42.420 --> 22:44.860]  Remember like six years ago, Seattle banned
[22:44.860 --> 22:46.340]  the term brown bag in the city
[22:46.340 --> 22:48.100]  and they said, don't even bring brown bags.
[22:48.100 --> 22:50.780]  Has nothing to do with brown people.
[22:50.780 --> 22:53.500]  Just a classic brown bag means like when mom packed you lunch
[22:53.500 --> 22:54.740]  going with your brown bag.
[22:56.060 --> 22:57.260]  Well now major universities
[22:57.260 --> 23:00.140]  are banning the word brown bag and picnic.
[23:00.140 --> 23:02.020]  Picnic has nothing to do with racism or anything
[23:02.020 --> 23:04.220]  but it's about we control the language
[23:04.220 --> 23:06.180]  no matter how ridiculous we take control.
[23:06.180 --> 23:07.500]  All right, I'm gonna cover it next segment
[23:07.500 --> 23:09.060]  and all the election news.
[23:09.060 --> 23:12.620]  We've got Kyle Rittenhouse's mother.
[23:14.940 --> 23:18.100]  She did her first interview yesterday with Owen Schreuer.
[23:18.100 --> 23:19.100]  I was like up here working.
[23:19.100 --> 23:21.380]  I was like, wow, she's got a lot to say.
[23:22.340 --> 23:23.700]  I haven't seen her on TV and they're like, no,
[23:23.700 --> 23:24.820]  this is I think her first interview.
[23:24.820 --> 23:27.820]  So she'll be joining us with her lawyer
[23:27.820 --> 23:30.020]  about the incredible persecution of the Rittenhouse's.
[23:30.020 --> 23:33.700]  That's a beta test for the rest of us in the third hour.
[23:33.700 --> 23:36.900]  And popping in is Ivan Raiklin,
[23:36.900 --> 23:39.380]  who's working very closely with General Flynn and others.
[23:39.380 --> 23:40.900]  He says Trump should seize control
[23:40.900 --> 23:43.180]  of the EAS emergency system.
[23:43.180 --> 23:45.140]  Now they're gonna call that martial law
[23:45.140 --> 23:49.020]  except I've been harping on this since Trump won.
[23:49.020 --> 23:52.060]  Obama retained control of the EAS system.
[23:52.060 --> 23:54.900]  They never explained it to Trump.
[23:56.300 --> 23:58.500]  And when you go see the new Wonder Woman movie,
[23:58.500 --> 24:00.740]  it's all about an EAS system taken over the world.
[24:00.740 --> 24:02.500]  Well, we actually have that.
[24:02.500 --> 24:05.100]  Actually have satellites that take over all the broadcast.
[24:05.100 --> 24:07.460]  They have systems that hack in and take over the internet.
[24:07.460 --> 24:09.900]  And they have the first level is all those systems
[24:09.900 --> 24:12.700]  where they put lower thirds or at the top.
[24:12.700 --> 24:14.580]  Hey, anybody's talking about COVID.
[24:14.580 --> 24:16.300]  Anybody's talking about the election.
[24:16.300 --> 24:18.580]  It hijacks the page and redirects you.
[24:18.580 --> 24:20.460]  That was all the internet kill switch
[24:20.460 --> 24:22.140]  and they put it in under Obama.
[24:22.140 --> 24:24.980]  So that's why big tech is all working in lockstep
[24:24.980 --> 24:26.260]  with the same messages
[24:26.260 --> 24:27.740]  because Obama and the deep state
[24:27.740 --> 24:29.900]  were in control of that the whole time.
[24:29.900 --> 24:31.540]  Now I got that information to Trump
[24:31.540 --> 24:34.180]  and that's when all hell broke loose two years ago.
[24:36.020 --> 24:37.260]  And they blocked him.
[24:37.260 --> 24:39.620]  I mean, so the president's been trying to get control of this.
[24:39.620 --> 24:42.340]  You're like, well, if the guys on nuclear submarines
[24:42.340 --> 24:43.780]  didn't do what the president told him,
[24:43.780 --> 24:45.300]  he couldn't just take over the subs
[24:45.300 --> 24:46.140]  and know how to run them.
[24:46.140 --> 24:47.460]  He didn't know how to open the door.
[24:47.460 --> 24:49.420]  He didn't know how to flood the torpedo tubes
[24:49.420 --> 24:51.740]  or run the reactor. I don't either.
[24:51.740 --> 24:53.020]  So when you say, well, why didn't Trump
[24:53.020 --> 24:55.180]  get control of the EAS satellites?
[24:55.180 --> 24:56.780]  Most of it's classified.
[24:58.180 --> 25:00.660]  The public knows about EAS stations
[25:00.660 --> 25:03.100]  that you tune to locally and EAS scramblers
[25:03.100 --> 25:06.540]  and EAS takeover systems at the transmission sites
[25:06.540 --> 25:08.380]  and at the studio level.
[25:08.380 --> 25:10.700]  Anybody on a radio station or TV station that picks us up
[25:10.700 --> 25:13.060]  knows about their EAS, cable, broadcast TV,
[25:13.060 --> 25:13.900]  everything's got it.
[25:13.900 --> 25:15.980]  But that's only one level of EAS.
[25:15.980 --> 25:20.300]  EAS 2.0, 3.0, 4.0 is already in place.
[25:20.300 --> 25:22.420]  And the new Wonder Woman movie throws it right in your face.
[25:22.420 --> 25:24.420]  They've had satellites 30 years
[25:24.420 --> 25:27.140]  that can take over all the main transmissions.
[25:27.140 --> 25:31.580]  So I wanna explain.
[25:32.860 --> 25:35.380]  Trump should take control of the EAS.
[25:35.380 --> 25:37.340]  Obama has been in control of it.
[25:38.340 --> 25:42.340]  That's EAS, that's federal law in control of big tech.
[25:42.340 --> 25:46.780]  Big tech is the NSA, Google is the NSA.
[25:46.780 --> 25:48.620]  And Trump never got the briefings
[25:48.620 --> 25:51.100]  and never told how all this works in shadow government.
[25:51.100 --> 25:53.900]  They use the shadow government system on the president
[25:53.900 --> 25:57.060]  to keep it from him and kept him compartmentalized.
[25:57.060 --> 25:58.420]  You've read the articles where they brag they go,
[25:58.420 --> 26:01.700]  he signed an executive order and then we just threw it away.
[26:02.940 --> 26:05.060]  That, by the way, is an executionable offense,
[26:05.060 --> 26:07.620]  but they just did it because they're a bunch of
[26:07.620 --> 26:09.780]  jackass three-piece suit lawyers
[26:09.780 --> 26:12.380]  that think they're smarter than everybody.
[26:13.380 --> 26:15.100]  Trump's like Sidney Powell and General Flynn
[26:15.100 --> 26:16.340]  were supposed to be here today at noon.
[26:16.340 --> 26:18.220]  Sorry, sir, we don't know where they are.
[26:18.220 --> 26:21.340]  So Trump's gotta go get their phone number and call them.
[26:23.220 --> 26:25.700]  Then they show up and they ordered a secret service
[26:25.700 --> 26:27.380]  not to let him in.
[26:27.380 --> 26:29.460]  Yeah, that's how this country's run.
[26:29.460 --> 26:31.660]  So yeah, Trump should take over the EAS
[26:31.660 --> 26:33.540]  for the last 22 days.
[26:33.540 --> 26:35.620]  He could have his messages force fed to everyone.
[26:35.620 --> 26:37.180]  People are like, oh my God, that's martial law.
[26:37.180 --> 26:39.260]  Well, that's what Obama and the deep state are doing.
[26:39.260 --> 26:41.140]  What do you think all that comes from?
[26:41.140 --> 26:43.740]  Unified on every phone, every damn system.
[26:43.740 --> 26:46.180]  Hard breaking in, feeding it to you.
[26:46.180 --> 26:48.220]  That's EAS, baby.
[26:48.220 --> 26:50.820]  That's emergency alert system.
[26:50.820 --> 26:51.660]  Well, we'll be right back.
[26:51.660 --> 26:52.500]  Stay with us.
[26:55.500 --> 26:58.060]  It's not a secret why in the leftist controlled cities
[26:58.060 --> 27:00.380]  all over the world, not just the U.S.,
[27:00.380 --> 27:03.220]  they encourage people to live in tense cities as homeless
[27:03.220 --> 27:06.140]  and to use drugs and alcohol and engage in petty crime.
[27:06.140 --> 27:07.660]  It's because the globalists admit
[27:07.660 --> 27:11.180]  under Agenda 21, Agenda 2030, of course, the Great Reset,
[27:11.180 --> 27:13.940]  they want to lower expectations.
[27:13.940 --> 27:15.060]  They don't want you to think of having
[27:15.060 --> 27:16.340]  sanitary systems everywhere.
[27:16.340 --> 27:18.220]  They don't want you to think of a civilization
[27:18.220 --> 27:19.060]  that gets better.
[27:19.060 --> 27:20.340]  They want you to think of civilization
[27:20.340 --> 27:22.540]  that gets progressively worse.
[27:22.540 --> 27:24.300]  The globalists fly around in private jets.
[27:24.300 --> 27:26.420]  They have huge private mistakes.
[27:26.420 --> 27:28.060]  They are separate from us.
[27:28.060 --> 27:29.900]  Their children go to private tutors.
[27:29.900 --> 27:31.140]  They admit this.
[27:31.140 --> 27:32.900]  Now they want us locked down,
[27:32.900 --> 27:34.780]  telecommunicating with each other
[27:34.780 --> 27:37.940]  so that we are not actually out physically building
[27:37.940 --> 27:39.660]  a pro-human infrastructure.
[27:39.660 --> 27:41.900]  The infrastructure that's left under 5G
[27:41.900 --> 27:45.180]  is meant to control robot autonomous cars and trucks.
[27:45.180 --> 27:46.940]  This is all their admitted plan.
[27:46.940 --> 27:48.140]  The public's finally listening
[27:48.140 --> 27:50.220]  because the plan is no longer in beta.
[27:50.220 --> 27:51.420]  It's gone operational.
[27:51.420 --> 27:52.860]  It's a post-human future.
[27:52.860 --> 27:55.060]  You better find out about it right now.
[27:55.060 --> 27:59.740]  Fight for Trump and January 6th in Washington, D.C.
[27:59.740 --> 28:02.740]  Our fight to drain the Washington swamp
[28:02.740 --> 28:06.620]  and reclaim America's destiny has just begun.
[28:06.620 --> 28:08.900]  It's 1776 time.
[28:08.900 --> 28:11.220]  Yeah!
[28:11.220 --> 28:13.460]  On November 14th, hundreds of thousands
[28:13.460 --> 28:16.180]  of American patriots gathered in the nation's capital
[28:16.180 --> 28:19.060]  to stop the biggest election steal in American history.
[28:19.060 --> 28:22.020]  America is going under leftist martial law.
[28:22.020 --> 28:24.060]  And as a communist Chinese agent,
[28:24.060 --> 28:26.180]  Joe Biden is able to get in there.
[28:26.180 --> 28:28.660]  He will put America under permanent lockdowns
[28:28.660 --> 28:31.780]  siege until we're brought to our knees.
[28:31.780 --> 28:33.020]  Got it!
[28:33.020 --> 28:35.980]  Hundreds of thousands returned to D.C. in December.
[28:35.980 --> 28:37.300]  We will never give up.
[28:37.300 --> 28:38.620]  We will never surrender.
[28:38.620 --> 28:40.980]  We will never back down to the state panic,
[28:40.980 --> 28:43.820]  pedophile, globalist, new order.
[28:43.820 --> 28:46.340]  January 6th, fight for Trump.
[28:46.340 --> 28:47.980]  D.C., be there.
[28:47.980 --> 28:49.100]  We will never give in.
[28:49.100 --> 28:50.220]  We will never give up.
[28:50.220 --> 28:51.900]  And we will never back down.
[28:51.900 --> 28:54.820]  We will never, ever surrender.
[28:54.820 --> 28:56.740]  Three, two, one.
[28:56.740 --> 28:57.420]  Here we go!
[28:57.420 --> 28:58.220]  It's back in stock.
[28:58.220 --> 28:59.660]  It's been sold out for over eight months.
[28:59.660 --> 29:00.980]  They couldn't get it because the lockdown,
[29:00.980 --> 29:02.820]  the pollen block is back in stock.
[29:02.820 --> 29:04.140]  Let me tell you real quick about it.
[29:04.140 --> 29:05.940]  But the power of quail egg concentrate,
[29:05.940 --> 29:07.260]  pollen block acts differently.
[29:07.260 --> 29:08.220]  The traditional line of history means
[29:08.220 --> 29:09.260]  that it's clinically studied,
[29:09.260 --> 29:11.100]  alleviate seasonal distress symptoms
[29:11.100 --> 29:12.660]  by helping to clear signage passages
[29:12.660 --> 29:14.140]  and aiding respiratory function.
[29:14.140 --> 29:15.340]  It's amazing.
[29:15.340 --> 29:16.820]  Folks absolutely love it.
[29:16.820 --> 29:18.460]  And again, France has been shut down,
