[00:00.000 --> 00:16.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[37:14.000 --> 37:18.000]  But they're having problems because it did show up in the local news.
[37:18.000 --> 37:24.000]  This is just today. Isn't this loving?
[37:24.000 --> 37:35.000]  8 to 10 Somali teens armed with hammers attacked bystanders at East Bank Rail Station in Minnesota, media oddly quiet.
[37:35.000 --> 37:45.000]  Alpha News, Minnesota has reported the group of 8 to 10 Somali teens attacked travelers in the East Bank Light Rail Station in Minneapolis on Friday night.
[37:45.000 --> 37:55.000]  It took days for it to get reported. There were several injuries reported. Here is the Minneapolis Police Department dispatch.
[37:55.000 --> 38:03.000]  And I'm going to play that dispatch coming up next hour. We're going to play that for you. We're going to humanize the folks being racially attacked. It gets to that.
[38:03.000 --> 38:11.000]  They were going after anyone who looked like they were dressed nice and was white, dressed nice and was white.
[38:11.000 --> 38:17.000]  The station stop is located next to the University of Minneapolis campus.
[38:17.000 --> 38:27.000]  The incident was apparently reported to 9-1-1 just before 10 p.m. on Friday, according to audio and the social media police scanner reports.
[38:27.000 --> 38:34.000]  At 9-48 p.m., by the way, in Europe, they're banning even showing police reports and news of its Muslims. It's true.
[38:34.000 --> 38:45.000]  At 9-48 p.m., Facebook posts on the second precinct Minneapolis crime watch page said the University of Minnesota U of M police were requesting assistance from Minneapolis Police,
[38:45.000 --> 38:55.000]  MPD, and Metro Transit Police for a group of 8 to 10 males chasing people with hammers, and that some people were injured.
[38:55.000 --> 39:10.000]  A Facebook post a minute later on Minneapolis scanner said that the three police departments were responding to multiple 9-1-1 calls about 10 to 12 Somali teen males armed with hammers chasing people,
[39:10.000 --> 39:21.000]  also several injuries reported. Both Facebook pages regularly post summaries of police scanner audio, but you won't get it on local news because that's verboten.
[39:21.000 --> 39:28.000]  A person who claimed on social media to have been at the station when the incident occurred said that the group of males had hammers and bars,
[39:28.000 --> 39:40.000]  and they seemed to be attacking anyone who looked like they had money over white. The witnesses who said he isn't white said he didn't want to take on a bunch of dudes with blunt objects,
[39:40.000 --> 39:54.000]  and that he hurried an older white lady away, and they walked a few blocks to catch a bus. Coming up, we're going to play that audio for you, but folks, I see this every day.
[39:54.000 --> 40:01.000]  That's why three years ago I did a rant about we love our Somalis, we love our Muslims too, oh they still go to this this week.
[40:01.000 --> 40:16.000]  I mean just yesterday I showed you footage all over England of people being hit with bricks, with rocks, with milkshakes, and now the left is on Twitter calling for acid attacks on conservatives and Christians,
[40:16.000 --> 40:23.000]  and for more churches to be burned down.
[40:23.000 --> 40:32.000]  So again, you've got folks from tribal countries who basically are brought into our countries from the Middle Ages.
[40:32.000 --> 40:44.000]  And yes, if you went back to ancient Germany, or what's Germany today, or France, or England, or Italy,
[40:44.000 --> 40:53.000]  and let's say a couple hundred people that looked different moved into that neighborhood, you would get attacked in about five minutes.
[40:53.000 --> 40:57.000]  That's tribalism, because people learn, you let an outside group in, they do this.
[40:57.000 --> 41:05.000]  Now under the egalitarian Christian era of the Renaissance, we thought we could unify everybody according to an ethos of ideas and freedom.
[41:05.000 --> 41:11.000]  The globalist technocrats have taken over the universities, taken over media, taken over the culture,
[41:11.000 --> 41:17.000]  and they've said we're abolishing all that, and we're going back to tribal vulcanization.
[41:17.000 --> 41:21.000]  That's why the colleges encourage segregation again.
[41:21.000 --> 41:32.000]  That's why the media pushes that, and they tell you on CBS television shows, the good fight, assassinate Trump.
[41:32.000 --> 41:35.000]  Any Trump supporter is a Nazi, attack them.
[41:35.000 --> 41:43.000]  We've given the so-called moral high ground to the left to say, oh, don't take Nazi speech away.
[41:43.000 --> 41:48.000]  Well, that's what you should be saying, even if you disagree with them, which I do.
[41:48.000 --> 41:56.000]  But instead they say, oh, take the Nazi speech away, but you're misapplying this joke to a comedian,
[41:56.000 --> 42:02.000]  or you're misapplying it to somebody else and what they said, and so this is out of control.
[42:02.000 --> 42:10.000]  You can only ban the racist white people's speech. You're now banning everybody's speech.
[42:10.000 --> 42:15.000]  Take Bernie Sanders. He just did what Bill Clinton did when he was in Alabama a few years ago.
[42:15.000 --> 42:21.000]  Bernie Sanders held up, and I'm not defending Bernie Sanders' politics, I'm just defending him.
[42:21.000 --> 42:26.000]  He's at a restaurant showing off somebody's southern food.
[42:26.000 --> 42:30.000]  My mouse is actually starting to water, just thinking about a drumstick.
[42:30.000 --> 42:36.000]  And even the right wing jumped on Sanders, going, oh, look, because of a conservative,
[42:36.000 --> 42:39.000]  ate a piece of chicken by a black guy, the left would say they were racist.
[42:39.000 --> 42:43.000]  That's mental illness. That's insane. You're at somebody's restaurant, you eat the food.
[42:43.000 --> 42:48.000]  Fried chicken's great. Everybody eats fried chicken. What the hell are you talking about?
[42:48.000 --> 42:53.000]  But again, this is how they create the mass mental illness to project racism where it isn't there
[42:53.000 --> 42:59.000]  and then defend real racism when black people are beaten whites in the heads with hammers.
[42:59.000 --> 43:04.000]  They've not shut down our speech. We're at infowars.com and newswars.com,
[43:04.000 --> 43:06.000]  and we're defeating the leftist tyrants.
[43:06.000 --> 43:09.000]  I got mobbed on the streets by fans, but almost all of them said,
[43:09.000 --> 43:13.000]  we used to love you on air. It was so good to see you on, you know, the iTunes or on YouTube.
[43:13.000 --> 43:18.000]  Are you coming back? We're at infowars.com. We're at newswars.com.
[43:18.000 --> 43:22.000]  Paul Watts has launched his own summit.News. We have our own videos. We have our own articles.
[43:22.000 --> 43:25.000]  They're trying to destroy us, but thanks to you and others having us on,
[43:25.000 --> 43:30.000]  infowars are still chatting along. So we're there folks, tomorrow's news, today.
[43:30.000 --> 43:34.000]  infowars.com! Woo!
[43:34.000 --> 43:36.000]  Where are you?
[43:36.000 --> 43:39.000]  infowars.com, because there's a bunch of people out here.
[43:39.000 --> 43:41.000]  I'm talking about infowars.com.
[43:41.000 --> 43:43.000]  I'm at infowars.com and newswars.com.
[43:43.000 --> 43:44.000]  There you go.
[43:44.000 --> 43:48.000]  We knew this censorship was coming forever. We have our own video streams, our own audio streams,
[43:48.000 --> 43:52.000]  and it's all free to air. Anybody can use it. We upload and do whatever you want.
[43:52.000 --> 43:55.000]  People go to infowars.com and newswars.com. That's where they find it.
[43:55.000 --> 44:24.000]  It would take me more than an hour just to lay out all the admitted benefits and known positive effects
[44:24.000 --> 44:28.000]  but then you add not just the fact that this is the strongest, most concentrated,
[44:28.000 --> 44:31.000]  highest quality bone broth out there, literally.
[44:31.000 --> 44:35.000]  Then you have the chaga mushroom, then you have the turmeric, then you have the bee pollen,
[44:35.000 --> 44:42.000]  then you have the other key ingredients that are all known to just make people incredibly strong and healthy.
[44:42.000 --> 44:47.000]  Our ultimate bone broth formula is amazing. It's 50% off right now at infowars.com
[44:47.000 --> 44:49.000]  because I want you to try it and see how great it is.
[44:49.000 --> 44:52.000]  And of course, getting the bone broth isn't just great for you and your family.
[44:52.000 --> 44:57.000]  It's also amazing when it comes to funding our operation that's taken on the globalists
[44:57.000 --> 44:59.000]  and fighting for all of our freedoms.
[45:01.000 --> 45:07.000]  Stacey in the great state of Texas. In FEMA Reason 6, you're on the air worldwide, Stacey.
[45:07.000 --> 45:13.000]  Good to talk to you. Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[45:13.000 --> 45:17.000]  I was turned on to the ultimate female force. I looked at all the ingredients and they're all organic,
[45:17.000 --> 45:22.000]  root, things like that that I trust because I've seen a lot of other vitamins.
[45:22.000 --> 45:26.000]  They don't have things that they say that they have in them and they're often not things that are natural.
[45:26.000 --> 45:27.000]  I appreciate that.
[45:27.000 --> 45:29.000]  Well, what happened with ultimate female force? Tell us about it.
[45:29.000 --> 45:32.000]  Well, it's really great. It's like a multivitamin. I take it. It tastes good.
[45:32.000 --> 45:36.000]  It doesn't have that nasty aftertaste. It actually has kind of a pleasant aftertaste.
[45:36.000 --> 45:39.000]  And it just gives me energy and fuels me throughout the day, so I really like it.
