[00:00:03.004 --> 00:00:04.945]  Big show.
[00:28:46.865 --> 00:29:00.314]  Now, I'm concerned that, again, about this, in fact, in my study of history in sexual personae, I'm always talking about the late phases of culture, and this is, I was always drawn to the late or decadent phase of culture.
[00:29:00.314 --> 00:29:00.695]  End of the cycle.
[00:29:00.695 --> 00:29:03.817]  Oscar Wilde is one of the great exponents of that in the late 19th century.
[00:29:03.817 --> 00:29:06.879]  He's one of my strongest influences from my earliest years.
[00:29:06.879 --> 00:29:10.262]  And I found, okay, in my study, that history is cyclic.
[00:29:11.202 --> 00:29:15.125]  And everywhere in the world you find this pattern, okay, in ancient times.
[00:29:15.125 --> 00:29:23.512]  That as a culture begins to decline, you have an efflorescence, okay, of transgender phenomena, okay?
[00:29:23.512 --> 00:29:26.955]  That is a symptom of cultural collapse, okay?
[00:29:26.955 --> 00:29:29.297]  So rather than people singing the praises
[00:29:29.697 --> 00:29:31.398]  We're on the march, the empire's on the run.
[00:29:31.398 --> 00:29:32.599]  Alex Jones and the GCN Radio Network.
[00:29:58.957 --> 00:30:01.718]  Come and listen to a story about a man named Jeb.
[00:30:01.718 --> 00:30:03.998]  In Florida, they call me Jeb because I earned it.
[00:30:03.998 --> 00:30:05.018]  Poor Jeb.
[00:30:05.018 --> 00:30:09.239]  I got a lot of really cool things that I could do other than sit around being miserable.
[00:30:09.239 --> 00:30:10.980]  Jeb just got some more bad news.
[00:30:10.980 --> 00:30:18.341]  While both Trump and Carson would beat Hillary in Florida, former Florida Governor Jeb would lose to Hillary in the Republican-leaning state.
[00:30:18.341 --> 00:30:20.542]  And the Pope said, Jeb, move away from there!
[00:30:20.782 --> 00:30:25.266]  And with that news, Jeb's exclamation mark went completely flaccid.
[00:30:25.266 --> 00:30:27.187]  And his comments got even stranger.
[00:30:27.187 --> 00:30:28.308]  I love my dad.
[00:30:28.308 --> 00:30:29.149]  I'd kill for him.
[00:30:29.149 --> 00:30:31.351]  I'd go to prison for him because I love him so much.
[00:30:31.351 --> 00:30:34.613]  Well, I'm sure that comes up around the Bush dinner table, but come on.
[00:30:34.613 --> 00:30:37.416]  The Bushes, just like the Clintons, are too big to jail.
[00:30:37.416 --> 00:30:39.177]  They called me Vito Corleone.
[00:30:39.177 --> 00:30:40.418]  More like Fredo.
[00:30:40.418 --> 00:30:44.121]  Jeb's campaign finance woes highlight a problem with super PACs.
[00:30:44.121 --> 00:30:48.785]  Candidates can't pay their staff from super PACs because they presumably don't control them.
[00:30:49.205 --> 00:30:53.771]  An election is an advanced auction of stolen goods, and the Super PACs are where you place your bets.
[00:30:55.208 --> 00:30:57.569]  For InfoWars Nightly News, I'm David Knight.
[00:30:57.569 --> 00:30:59.549]  Alex Jones here.
[00:30:59.549 --> 00:31:16.135]  InfoWarsStore.com is now partnering with the top-of-the-line storable food company, My Patriot Supply, to bring you the highest quality, freshest, longest-lasting, most affordable storable foods, private-labeled, from InfoWarsSelect.com, at the lowest price you're gonna find anywhere.
[00:31:16.135 --> 00:31:17.956]  The globalists want us dependent.
[00:31:17.956 --> 00:31:19.556]  We need to be self-sufficient.
[00:31:19.556 --> 00:31:24.718]  And if you don't have high-quality, long-lasting, storable foods, I believe you're making a huge mistake.
[00:31:24.898 --> 00:31:27.601]  My goal is to find the best deals and bring it to you.
[00:31:27.601 --> 00:31:32.828]  Now is the time to take action and to secure your pantry for any emergency.
[00:31:32.828 --> 00:31:36.632]  You can buy all the great MyPatriotSupply products at InfoWarsTore.com.
[00:31:36.632 --> 00:31:40.196]  They're the exact same products inside InfoWarsSelect.com.
[00:31:40.196 --> 00:31:43.961]  Visit InfoWarsSelect.com or InfoWarsTore.com today.
[00:31:44.201 --> 00:31:47.182]  To check out the amazing deals for yourself.
[00:31:47.182 --> 00:31:53.045]  Secure you and your family's needs today at InfoWarsStore.com with InfoWars Select.
[00:31:53.045 --> 00:31:54.966]  That's InfoWarsSelect.com or 888-253-3139.
[00:32:06.872 --> 00:32:07.152]  We're good.
[00:32:28.300 --> 00:32:29.400]  BrainForce is here.
[00:32:29.400 --> 00:32:31.621]  Ladies and gentlemen, I've been on this the last few months.
[00:32:31.621 --> 00:32:36.603]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:32:36.603 --> 00:32:39.905]  There's always hidden additives in your food, even organic food has hidden additives.
[00:32:39.905 --> 00:32:43.386]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:32:43.386 --> 00:32:45.367]  Ultimately, we've all been dumbed down to some degree.
[00:32:45.367 --> 00:32:47.468]  It doesn't have stimulants, it doesn't have garbage in it.
[00:32:47.468 --> 00:32:49.469]  It has natural things that do it clean.
[00:32:49.469 --> 00:32:55.071]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:33:11.039 --> 00:33:13.500]  People should not be afraid of their governments.
[00:33:13.500 --> 00:33:25.246]  Governments should be afraid of their people.
[00:33:25.246 --> 00:33:28.367]  Our government is responsible for the deaths of our people.
[00:33:43.629 --> 00:33:45.673]  Several party members have been murdered, Chief of Staff.
[00:33:53.241 --> 00:33:57.463]  We're interrupting your regularly scheduled program to bring you this terrifying report.
[00:33:57.463 --> 00:34:00.485]  It was almost as if it were a planned implosion.
[00:34:00.485 --> 00:34:02.486]  It just pancaked.
[00:34:02.486 --> 00:34:06.308]  Jane, what more can you tell us about the Salomon Brothers building and its collapse?
[00:34:06.308 --> 00:34:09.310]  New York, very much a city still in chaos.
[00:34:09.310 --> 00:34:13.612]  The phones are not working properly, the subway lines are not working properly.
[00:34:13.612 --> 00:34:18.415]  The sky now black with smoke in front of us, just across the Tigris River here.
[00:34:18.955 --> 00:34:23.016]  This is shock and awe, Tom, for the population of Baghdad.
[00:34:23.016 --> 00:34:26.117]  Shock and awe, indeed.
[00:34:26.117 --> 00:34:32.098]  The people you liberate will witness the honorable and decent spirit of the American military.
[00:34:32.098 --> 00:34:35.399]  Either you are with us, or you are with the terrorists.
[00:34:35.399 --> 00:34:38.279]  Come on!
[00:34:38.279 --> 00:34:39.679]  It is a big idea.
[00:34:39.679 --> 00:34:41.540]  A new world order.
[00:34:41.540 --> 00:34:42.280]  I love my dad.
[00:34:43.510 --> 00:34:44.570]  I'd kill for him.
[00:34:44.570 --> 00:34:46.891]  I'd go to prison for him, because I love him so much.
[00:34:46.891 --> 00:34:47.971]  I love Bill Clinton.
[00:34:47.971 --> 00:34:51.112]  What does that make Hillary Clinton to the Bush family?
[00:34:51.112 --> 00:34:51.993]  My sister-in-law.
[00:34:51.993 --> 00:34:57.874]  When you are subverting the power of government, that's a fundamentally dangerous thing to democracy.
[00:34:57.874 --> 00:34:59.255]  What do you think of Edward Snowden?
[00:35:00.195 --> 00:35:01.236]  I think he's a traitor.
[00:35:01.236 --> 00:35:03.097]  Obama is the one that kills the U.S.
[00:35:03.097 --> 00:35:04.878]  troops if the Russians bomb any of them.
[00:35:04.878 --> 00:35:07.019]  Obama is the one that put them in harm's way.
[00:35:07.019 --> 00:35:09.340]  Obama is the one using them as human shields.
[00:35:09.340 --> 00:35:13.662]  It is the most corrupt, degenerate, criminal government in American history.
[00:35:13.662 --> 00:35:14.663]  I'm here to warn people!
[00:35:14.663 --> 00:35:16.223]  You keep telling me to shut up!
[00:35:16.223 --> 00:35:17.024]  This isn't a game!
[00:35:17.024 --> 00:35:22.126]  Get out!
[00:35:22.126 --> 00:35:22.507]  Get out!
[00:35:22.507 --> 00:35:22.807]  Get out!
[00:35:22.807 --> 00:35:23.927]  Welcome to America, ISIS!
[00:35:23.927 --> 00:35:24.648]  This is what we do!
[00:35:24.648 --> 00:35:24.708]  Woo!
[00:35:25.859 --> 00:35:28.900]  We got people that have taken your asses out in this building right now.
[00:35:28.900 --> 00:35:30.621]  We're armed to the teeth, and we're not scared.
[00:35:30.621 --> 00:35:32.162]  You got that, you sons of bitches?
[00:35:32.162 --> 00:35:41.526]  In 2012, your agency was saying, quote, the Salafists, the Muslim Brotherhood, and Al-Qaeda in Iraq are the major forces driving the insurgents in Syria.
[00:35:41.526 --> 00:35:42.846]  In 2012, the U.S.
[00:35:42.846 --> 00:35:46.108]  was helping coordinate arms transfers to those same groups.
[00:35:46.108 --> 00:35:47.148]  Why did you not stop that?
[00:35:47.148 --> 00:35:48.609]  Why didn't you come forward before?
[00:35:48.609 --> 00:35:49.949]  What were you waiting for?
[00:35:49.949 --> 00:35:53.031]  Well, for you, Inspector, I needed you.
[00:35:59.757 --> 00:36:02.518]  I suddenly had this feeling that everything was connected.
[00:36:02.518 --> 00:36:09.779]  We're all part of it.
[00:36:09.779 --> 00:36:12.780]  Are we ready for it?
[00:36:12.780 --> 00:36:18.861]  From the front lines of the Information War, it's Alex Jones.
[00:36:18.861 --> 00:36:22.241]  Yes, ladies and gentlemen, it is Alex Jones and I am your host.
[00:36:22.241 --> 00:36:24.742]  Thank you so much for joining us today.
[00:36:26.325 --> 00:36:29.927]  We are now well into this worldwide transmission.
[00:36:29.927 --> 00:36:32.988]  Let me tell you about some of the guests that are coming up today.
[00:36:32.988 --> 00:36:47.155]  We have Stephen Mosier, the head of the major global organization that tracks true population trends, pop.org.
[00:36:47.155 --> 00:36:54.679]  And he, of course, has talked to the Chinese government and many others and helped actually get them to reverse their one-child policy
[00:36:55.703 --> 00:37:01.228]  Which is now causing their economy to basically collapse in the midterm.
[00:37:01.228 --> 00:37:10.436]  If you don't have 2.1 to 2.2 children to replace those that die, then the society starts to unravel and collapse.
[00:37:10.436 --> 00:37:15.360]  We need stable population, not reduced population.
[00:37:15.360 --> 00:37:21.566]  There's also been a state ruling here in Central Texas, we have a constitutional lawyer coming in,
[00:37:24.108 --> 00:37:47.607]  To talk about it for 30 minutes at the end of the show, or the end of the three hours I host, where the Austin Police Department, an officer shot a black man that was running from what he believed to be a scene of a bank robbery, he was not the bank robber, and the police officer shot him in the back, and basically the state court threw it out, citing federal supremacy.
[00:37:48.931 --> 00:37:53.996]  And said that we can't try someone that kills someone, the feds have to.
[00:37:53.996 --> 00:37:57.079]  Now let's get past whether this was right or wrong.
[00:37:57.079 --> 00:38:01.484]  And it looks like a really bad thing to me.
[00:38:01.484 --> 00:38:10.293]  Regardless of that, this is local government saying the feds are the ones that decide everything.
[00:38:10.293 --> 00:38:12.195]  So this is essentially federalization.
[00:38:15.083 --> 00:38:16.904]  And that's what this is all about.
[00:38:16.904 --> 00:38:23.169]  The feds, if you'll just let them decide everything, will let police shoot whoever they want and basically get away with it.
[00:38:23.169 --> 00:38:27.692]  But they've got to go along with all the other political agendas of the globalists.
[00:38:27.692 --> 00:38:36.138]  If they don't go along with it, they will then white glove inspect the police and arrest them for their speech.
[00:38:36.138 --> 00:38:36.579]  You name it.
[00:38:37.583 --> 00:38:40.144]  Or for even shooting somebody that pulls a gun on them.
[00:38:40.144 --> 00:38:43.145]  So this is how they're taking over local police departments.
