[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[00:23:33.643 --> 00:23:37.565]  Charged with child trafficking.
[00:23:37.565 --> 00:23:39.546]  Thousands of donors, small donation.
[00:23:41.311 --> 00:23:50.016]  Had on his Facebook that he'd made a donation years ago to the film that was made in 2017 and suppressed for five years.
[00:23:50.016 --> 00:23:54.219]  And if you read all those articles, they never said that it was $500.
[00:23:54.219 --> 00:23:56.400]  They never said that they had thousands of donors.
[00:23:56.400 --> 00:23:58.702]  They never said he didn't grab a kid off the street.
[00:23:58.702 --> 00:24:04.045]  They didn't know it was his girlfriend grabbing her child.
[00:24:04.045 --> 00:24:05.746]  And we're not defending what happened.
[00:24:05.746 --> 00:24:07.587]  We don't know the full story.
[00:24:07.587 --> 00:24:09.649]  But that's how fake news works, folks.
[00:24:11.124 --> 00:24:15.448]  Just like they did to me two and a half, three years ago.
[00:24:15.448 --> 00:24:16.389]  We get subpoenaed.
[00:24:16.389 --> 00:24:18.791]  We give them everything in these kangaroo cases.
[00:24:18.791 --> 00:24:21.954]  The judges still defaulted us and said we were guilty and told juries we were guilty.
[00:24:21.954 --> 00:24:22.795]  Unprecedented.
[00:24:22.795 --> 00:24:24.836]  That's the new model.
[00:24:24.836 --> 00:24:26.738]  Now it's happening to thousands of people, not just me.
[00:24:26.738 --> 00:24:30.401]  I was the test case.
[00:24:30.401 --> 00:24:35.266]  And so we hand over hundreds of thousands of emails with the keyword searches, unopened emails the judge ordered us to give them.
[00:24:36.809 --> 00:24:42.313]  And they scan it and find a hidden link to child porn in an email we never opened.
[00:24:42.313 --> 00:24:50.799]  And there's national headlines, Alex Jones sent child porn to Sandy Hook families, ABC News, Associated Press.
[00:24:50.799 --> 00:24:55.682]  I have people walking to me on the street and say, you ought to be in prison for that child porn.
[00:24:55.682 --> 00:24:57.464]  And I just laugh at them.
[00:24:57.464 --> 00:24:59.005]  I go, hey, that's you in the Democratic Party.
[00:24:59.005 --> 00:24:59.745]  That ain't me.
[00:24:59.745 --> 00:25:02.187]  You got the wrong guy.
[00:25:02.187 --> 00:25:03.268]  Not into kids.
[00:25:03.268 --> 00:25:04.449]  I'm not even into young women.
[00:25:05.282 --> 00:25:15.850]  I like the full board, you know, on fire, you know, peak out prime women like my wife.
[00:25:15.850 --> 00:25:16.550]  I'm 49.
[00:25:16.550 --> 00:25:18.371]  She's 44.
[00:25:18.371 --> 00:25:19.232]  That's right.
[00:25:19.232 --> 00:25:22.074]  That's that way better than women in college.
[00:25:22.074 --> 00:25:25.456]  Let me tell you that they're in their prime.
[00:25:25.456 --> 00:25:28.759]  So you got me wrong.
[00:25:28.759 --> 00:25:29.939]  They got a name for it.
[00:25:29.939 --> 00:25:34.703]  Not going to put the family show, say it, but M I L another word.
[00:25:36.135 --> 00:25:41.121]  But the point is, the FBI gave us a letter, which they rarely do, and said, no, Jones is the victim of this.
[00:25:41.121 --> 00:25:42.884]  He was sent unopened child porn.
[00:25:42.884 --> 00:25:44.786]  But they didn't care.
[00:25:44.786 --> 00:25:49.032]  They wrote that lie around the world, folks.
[00:25:51.544 --> 00:25:53.566]  They wrote that lie around the world.
[00:25:53.566 --> 00:25:59.751]  It's the left that wants a little intimidated, scared child to feel powerful over that they rape and they beat up.
[00:25:59.751 --> 00:26:00.912]  Oh no, no, that's not me.
[00:26:00.912 --> 00:26:03.294]  I want the woman where it's intimidating.
[00:26:03.294 --> 00:26:06.776]  Where they're on fire and they're like a goddess and they're amazing.
[00:26:06.776 --> 00:26:09.559]  Because I'm powerful too, you see.
[00:26:09.559 --> 00:26:15.303]  I want to interface with something that's like me, full of life and mature and that wants to be with me.
[00:26:15.303 --> 00:26:17.845]  And I'm not a masochist or a sadomasochist.
[00:26:17.845 --> 00:26:19.166]  I like one thing
[00:26:20.393 --> 00:26:24.696]  And that's pleasure, not power over somebody.
[00:26:24.696 --> 00:26:33.702]  I'm not like you sickos, Joe Biden, and John Podesta, Tony Podesta, and all the sick evil they're into, those monsters.
[00:26:33.702 --> 00:26:36.884]  Because what woman wants them?
[00:26:36.884 --> 00:26:42.788]  Oh, they would go for the big, powerful, beautiful bombshell, Carmen Electra types in her peak.
[00:26:42.788 --> 00:26:43.889]  That's kind of my type.
[00:26:45.788 --> 00:26:51.371]  But those people are disgusted by Harvey Weinstein and the rest of it.
[00:26:51.371 --> 00:26:57.275]  So instead, they want power over little children!
[00:26:57.275 --> 00:27:05.239]  But the reason I raise that point is, that's who they are.
[00:27:05.239 --> 00:27:13.164]  And that's who the media is, to say that Sound of Freedom, because one of thousands of donors to make the movie that changed the world,
[00:27:16.650 --> 00:27:24.535]  Girlfriend is the ex-wife of a man and didn't want to bring her kid back at the end of the weekend.
[00:27:24.535 --> 00:27:28.878]  And that turns into Sound of Freedom is produced and run by child traffickers.
[00:27:28.878 --> 00:27:32.220]  You see how they build on a kernel of truth?
[00:27:32.220 --> 00:27:38.384]  And I know you as an audience of activists get that, but everything these monsters do is similar to that.
[00:27:38.384 --> 00:27:39.985]  And I want to come back in a longer segment.
[00:27:41.414 --> 00:27:48.497]  And get into Trump, because, man, he's been en fuego, en fuego, en fuego, en fuego, en fuego to the 10th power.
[00:27:48.497 --> 00:27:50.578]  Just coming right out, and they're like, oh, we're going to censor you.
[00:27:50.578 --> 00:27:51.439]  We're going to gag you.
[00:27:51.439 --> 00:27:52.980]  How dare you say this is political?
[00:27:52.980 --> 00:27:54.540]  How dare you say it's election meddling?
[00:27:54.540 --> 00:27:56.641]  How dare you say we're criminals?
[00:27:56.641 --> 00:27:57.922]  They've indicted him.
[00:27:57.922 --> 00:27:59.343]  They're saying he's a criminal.
[00:27:59.343 --> 00:28:01.824]  They're saying he's going to prison for 500 and something years.
[00:28:03.328 --> 00:28:18.096]  And he simply says, I'm not backing down to you crooks, and this will be overturned by the Supreme Court, and I can't even be on the campaign trail because you plan to have me tied down in all of these trials in the next year and a half.
[00:28:18.096 --> 00:28:22.219]  That is bonafide, pure election meddling.
[00:28:22.219 --> 00:28:24.880]  And they go, you're intimidating people!
[00:28:24.880 --> 00:28:26.081]  Don't say the truth!
[00:28:28.999 --> 00:28:35.364]  And it's the same thing over and over and over again.
[00:28:35.364 --> 00:28:44.510]  We'll play some of those clips when we come back, but they've really bit off way more than they can chew, my friends.
[00:28:44.510 --> 00:28:47.412]  And it's one hell of a time to be alive.
[00:28:47.412 --> 00:28:48.453]  InfoWars.com.
[00:28:48.453 --> 00:28:49.854]  Tomorrow's news today.
[00:28:49.854 --> 00:28:50.614]  Man.Video.
[00:28:50.614 --> 00:28:52.836]  Those are the coordinates of Liberty and Freedom.
[00:28:52.836 --> 00:28:53.757]  Please share those links.
[00:28:53.757 --> 00:28:54.377]  This is your mission.
[00:28:54.377 --> 00:28:56.499]  If you choose to accept it, we'll be right back.
[00:28:56.499 --> 00:28:56.919]  Stay with us.
[00:29:00.111 --> 00:29:05.792]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[00:29:05.792 --> 00:29:16.395]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain, your entire physiological system, for your nervous system particularly.
[00:29:16.395 --> 00:29:18.436]  Everybody knows it's incredible, it works.
[00:29:18.436 --> 00:29:23.537]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[00:29:23.537 --> 00:29:26.438]  Yes, you can find this same CBD oil for 30% more
[00:29:28.311 --> 00:29:30.053]  Because that's who we're getting it from.
[00:29:30.053 --> 00:29:32.756]  Made right here in Central Texas.
[00:29:32.756 --> 00:29:36.400]  Our private label name is Rebel Zen.
[00:29:36.400 --> 00:29:42.006]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[00:29:42.006 --> 00:29:44.829]  It's based right here in Texas and we're giving it to you at 30% off.
[00:29:44.829 --> 00:29:45.930]  And here's what's even crazier.
[00:29:46.631 --> 00:29:48.592]  30% off of what they're selling it for.
[00:29:48.592 --> 00:29:51.833]  They're selling theirs for 30% off what their competitors are.
[00:29:51.833 --> 00:29:56.215]  So this is the highest rated, already at the lowest price, now even a lower price.
[00:29:56.215 --> 00:29:56.996]  Rebels In.
[00:29:56.996 --> 00:29:59.957]  Get yours at mfulworthstore.com now.
[00:29:59.957 --> 00:30:06.460]  When hope and love has been lost and you fall to the ground, you must find a way.
[00:30:08.433 --> 00:30:15.540]  When the darkness descends and you're told it's the end, you must find a way.
[00:30:15.540 --> 00:30:21.246]  When God decides to look the other way and a clown takes the throne, we must find a way.
[00:30:21.246 --> 00:30:23.869]  You will find a way.
[00:30:23.869 --> 00:30:26.091]  Dig down and find faith.
[00:30:27.573 --> 00:30:34.717]  When you're close to the edge, with a gun to your head, you must find a way.
[00:30:34.717 --> 00:30:37.679]  We have entered the fray, and we will not obey.
[00:30:37.679 --> 00:30:40.681]  We must find a way.
[00:30:40.681 --> 00:30:43.263]  And find faith.
[00:30:43.263 --> 00:30:50.067]  We won't let them divide.
[00:30:50.067 --> 00:30:53.829]  We will never abide.
[00:30:53.829 --> 00:30:55.531]  We will find a way.
[00:30:55.531 --> 00:30:56.011]  Infowars.com
[00:30:59.966 --> 00:31:02.587]  It's been three years since we had it.
[00:31:02.587 --> 00:31:03.667]  We got it back in stock.
[00:31:03.667 --> 00:31:05.967]  The amazing 30 parts per million.
[00:31:05.967 --> 00:31:09.768]  Highest quality colloidal silver in all the great things and all the great uses.
[00:31:09.768 --> 00:31:10.769]  Back in stock.
[00:31:10.769 --> 00:31:12.029]  Limited supply.
[00:31:12.029 --> 00:31:15.130]  Infowarsstore.com.
[00:31:15.130 --> 00:31:15.570]  30% off.
[00:31:15.570 --> 00:31:20.791]  And it's a very limited supply, but we have it back.
[00:31:20.791 --> 00:31:22.191]  Infowarsstore.com.
[00:31:22.191 --> 00:31:23.552]  Silver Bullet Colloidal Silver.
[00:31:23.552 --> 00:31:27.693]  The Infowars Live Silver Bullet Colloidal Silver has returned.
[00:31:27.693 --> 00:31:29.013]  Silver Bullet is the answer.
[00:31:30.097 --> 00:31:42.626]  Do Alex's extensive search for a powerful colloidal silver product that utilizes high-quality processes to ensure for a truly unique product that has applications for both preparedness and regular use.
[00:31:42.626 --> 00:31:43.907]  It is amazing.
[00:31:43.907 --> 00:31:46.990]  It's got thousands of reviews, five-star reviews.
[00:31:46.990 --> 00:31:49.572]  Infowarsstore.com.
[00:31:49.572 --> 00:31:53.374]  Silver Bullet returns to Infowarsstore.com.
[00:31:53.374 --> 00:31:59.419]  And while you're there, get some super female vitality, some turbo force, some brain force, and some brain force ultra.
[00:31:59.699 --> 00:32:04.423]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[00:32:04.423 --> 00:32:06.425]  We want to have all the best brands for you.
[00:32:06.425 --> 00:32:08.447]  We want to have a bunch of different choices for you.
[00:32:08.447 --> 00:32:10.909]  So I get constant questions online and in person.
[00:32:10.909 --> 00:32:11.730]  Hey, what's better?
[00:32:11.730 --> 00:32:12.570]  Knockout?
[00:32:12.570 --> 00:32:13.911]  What's better?
[00:32:13.911 --> 00:32:14.652]  Down-and-out?
[00:32:14.652 --> 00:32:15.193]  What's better?
[00:32:15.193 --> 00:32:17.455]  Why do you sell two or three different sleep aids?
[00:32:17.455 --> 00:32:22.399]  And the answer is, different herbal formulas, different compounds are better for different people.
[00:32:23.081 --> 00:32:27.045]  So, one person might like this coffee, another person likes that coffee.
[00:32:27.045 --> 00:32:28.387]  That's how our bodies work.
[00:32:28.387 --> 00:32:29.688]  They're all very diverse.
[00:32:29.688 --> 00:32:39.879]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night's Sleep.
[00:32:40.620 --> 00:32:46.222]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep.
[00:32:46.222 --> 00:32:50.763]  And it's in stock, available right now, of 25% off out of the gates.
[00:32:50.763 --> 00:33:01.406]  So get your M4 Wars MD, good night's sleep today, at m4warsware.com.
[00:33:01.406 --> 00:33:07.288]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:23.599 --> 00:33:24.740]  Big Brother.
[00:33:24.740 --> 00:33:26.542]  Mainstream media.
[00:33:26.542 --> 00:33:28.464]  Government cover-ups.
[00:33:28.464 --> 00:33:30.126]  You want to stop tyranny?
