[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[00:24:10.283 --> 00:24:19.191]  And that is who created, that we all discovered six years ago, the secret death list on the VA.
[00:24:19.191 --> 00:24:20.812]  And I told everybody at the time
[00:24:24.229 --> 00:24:26.650]  Bella, there have been Pulitzer Prize winning books written on this.
[00:24:26.650 --> 00:24:28.131]  IBM, the Holocaust, you name it.
[00:24:28.131 --> 00:24:29.252]  We've had the authors on.
[00:24:29.252 --> 00:24:30.292]  It's a fact.
[00:24:30.292 --> 00:24:32.334]  Hitler gave speeches with Watson.
[00:24:32.334 --> 00:24:35.856]  I mean, the only other person he liked as much was Margaret Sanger, the head of Planned Parenthood.
[00:24:35.856 --> 00:24:39.137]  Why she is worshipped on the cover of Time and Newsweek as the best feminist ever.
[00:24:39.137 --> 00:24:40.678]  Because she said, Hal Hitler.
[00:24:40.678 --> 00:24:45.561]  And he learned, he said everything he knew from her and David Rockefeller's granddad.
[00:24:45.561 --> 00:24:47.142]  Who funded him.
[00:24:47.142 --> 00:24:50.624]  Who funds the Cold Springs Harbor facility today, run by IBM computers.
[00:24:51.741 --> 00:24:54.243]  So, you need to understand this, and I'm not bashing IBM, the company.
[00:24:54.243 --> 00:24:56.064]  I got family that has worked for it.
[00:24:56.064 --> 00:24:59.167]  I'm simply pointing out that this is the facts.
[00:24:59.167 --> 00:25:01.709]  It's incontrovertible, it's history, and they think you're stupid.
[00:25:03.555 --> 00:25:06.556]  CNN, though, in the last couple years and others admitted this.
[00:25:06.556 --> 00:25:08.316]  They're leaving it as a mystery right now.
[00:25:08.316 --> 00:25:10.817]  The computer that decides if we live or die.
[00:25:10.817 --> 00:25:13.078]  A serious injury leaves a loved one in a coma.
[00:25:13.078 --> 00:25:17.679]  Relatives may face the hardest decision of their lives to wait, get out, or turn off the life support machine.
[00:25:17.679 --> 00:25:20.399]  The program may help families decide what action to take.
[00:25:20.399 --> 00:25:21.860]  They're critically ill and it goes on.
[00:25:21.860 --> 00:25:22.520]  Here's another one.
[00:25:22.520 --> 00:25:25.961]  Probe finds more secret VA wait lists in Colorado.
[00:25:25.961 --> 00:25:26.761]  Washington Times.
[00:25:26.761 --> 00:25:28.462]  Still going on.
[00:25:28.462 --> 00:25:29.262]  Trump's trying to stop it.
[00:25:29.262 --> 00:25:29.522]  He is.
[00:25:30.970 --> 00:25:33.711]  Made a good effort to do it.
[00:25:33.711 --> 00:25:36.011]  Double the amount of appointments that veterans are getting.
[00:25:36.011 --> 00:25:40.152]  But there's a culture in there that is very eugenical that blocks that.
[00:25:40.152 --> 00:25:42.052]  So here's the facts.
[00:25:42.052 --> 00:25:45.593]  You can look up the National Health Service.
[00:25:45.593 --> 00:25:47.093]  Paul Watson runs every day.
[00:25:47.093 --> 00:25:47.994]  Super healthy guy.
[00:25:47.994 --> 00:25:51.394]  He got, what was it, strep about three years ago.
[00:25:51.394 --> 00:25:53.295]  They wouldn't let him see a doctor for a couple months.
[00:25:53.295 --> 00:25:55.175]  He almost died coughing up blood.
[00:25:55.175 --> 00:25:58.556]  You have to get permission to see another private doctor and then pay a lot more.
[00:25:59.557 --> 00:26:02.558]  So it's a two-tier system, and their whole system was designed to collapse.
[00:26:02.558 --> 00:26:03.878]  It's always been horrible.
[00:26:03.878 --> 00:26:06.999]  It's always been for social control, and now they admit it's collapsing.
[00:26:06.999 --> 00:26:12.301]  CNN's headline today was, after 70 years of being a model of goodness, it's collapsing.
[00:26:12.301 --> 00:26:14.441]  That's in the news today, after 70 years.
[00:26:14.441 --> 00:26:18.863]  After 70 years of universal health care, is the NHS at a crisis point?
[00:26:18.863 --> 00:26:19.703]  There's the headline.
[00:26:19.703 --> 00:26:22.324]  And then admits that it's just all falling apart.
[00:26:23.084 --> 00:26:24.726]  Oh, they need total control.
[00:26:24.726 --> 00:26:31.112]  They need social control now to make you, you know, live the way they say, and then you'll get your health care.
[00:26:31.112 --> 00:26:34.615]  So, what did Ezekiel Emanuel say?
[00:26:34.615 --> 00:26:44.904]  He said, after we bankrupt health care with Obamacare, which has only increased prices massively, we'll come in with single payer, but it'll still be administered by big insurance companies, and then computers.
[00:26:44.904 --> 00:26:46.526]  So, I'm going to explain this.
[00:26:46.526 --> 00:26:47.527]  AI computers
[00:26:49.085 --> 00:26:56.111]  Autonomous computers, decision-making computers is the proper term, are already in control of your life on medical care.
[00:26:56.111 --> 00:27:00.895]  They're already, all the new cars coming out, all the upper end are autonomous.
[00:27:00.895 --> 00:27:05.359]  So robots are already in 2018 taking your life over.
[00:27:05.359 --> 00:27:12.606]  The military admits they're rolling out all these killer robots, but the big killer robots aren't gonna be the ones that are on the battlefield.
[00:27:13.516 --> 00:27:22.140]  It's the ones that decide if you live or die that run the system that tell you in the megalopolis when you get food, where you work, where you travel, when you get the authorization to travel.
[00:27:22.140 --> 00:27:30.444]  It's the nightmare model of the zeitgeist sold to socialists as this wonderful utopia where an all-seeing robot in the sky, an electric eye, runs our life.
[00:27:30.444 --> 00:27:33.925]  But who programs it?
[00:27:33.925 --> 00:27:36.847]  So there's the rest of the story.
[00:27:36.847 --> 00:27:40.188]  And it's total control, it's total evil, and it needs to stop.
[00:27:40.188 --> 00:27:41.349]  But they always sell it like, oh,
[00:27:42.557 --> 00:27:44.838]  It's just for, you know, if somebody's in a coma.
[00:27:44.838 --> 00:27:45.718]  No, it's not.
[00:27:45.718 --> 00:27:48.239]  You'll see thousands of cases in the news.
[00:27:48.239 --> 00:28:00.762]  I've watched parliamentary debates, even back when Tony Blair was in, he'd admit it, where you could have an operable tumor on your skin, you name it, if you do it within six months, they make you wait two years and you die.
[00:28:00.762 --> 00:28:03.723]  You understand that?
[00:28:03.723 --> 00:28:05.203]  Think about that.
[00:28:05.203 --> 00:28:09.565]  We're talking about veterans not getting knee surgeries when they get hurt in the military.
[00:28:09.565 --> 00:28:10.205]  Here's a cane.
[00:28:11.380 --> 00:28:12.221]  This is their model.
[00:28:12.221 --> 00:28:24.333]  They're taking your health care away and now the big globalist Bill Gates, Warren Buffett, and others are getting together with Bezos to quote, save health care.
[00:28:24.333 --> 00:28:31.340]  And everything they do is taxpayer funded, tax exempt, boondoggles where they get your tax money on everything they do.
[00:28:31.340 --> 00:28:32.320]  Yep, the dark secret.
[00:28:33.143 --> 00:28:34.464]  At the heart of AI.
[00:28:34.464 --> 00:28:36.686]  Even mainline scientists, Elon Musk, you name it.
[00:28:36.686 --> 00:28:39.728]  The real white papers of all the brains say this is a nightmare.
[00:28:39.728 --> 00:28:40.648]  It's already ubiquitous.
[00:28:40.648 --> 00:28:41.209]  It's deadly.
[00:28:41.209 --> 00:28:43.230]  Turn back now.
[00:28:43.230 --> 00:28:50.155]  But I get up here and tell the public about, oh, 90% of young people have chemicals in their body to give them cancer and change their sex partially.
[00:28:50.155 --> 00:28:52.537]  They say, oh, shut up, gay frog man.
[00:28:52.537 --> 00:28:53.477]  Shut up.
[00:28:53.477 --> 00:28:56.759]  Hey, hope you don't enjoy that cancer, because that's what they admit it's doing to you.
[00:28:56.759 --> 00:28:57.140]  We'll be back.
[00:28:59.401 --> 00:29:03.164]  One out of four people listening to my voice right now could die from heart disease.
[00:29:03.164 --> 00:29:07.847]  This could be your last year and you don't even know it because you don't know the early warning signs.
[00:29:07.847 --> 00:29:15.773]  If you think you're safe because your cholesterol levels are normal, think again because studies show that 75% of heart attack patients also had normal cholesterol levels.
[00:29:15.773 --> 00:29:21.257]  Let me introduce you to Strauss Heart Drops, a world-famous heart and brain formula made in Canada.
[00:29:21.257 --> 00:29:24.960]  It's time-tested and will give you clinical results in 90 days or your money back.
[00:29:24.960 --> 00:29:27.022]  Learn more at www.scienceofheartdisease.com.
[00:29:27.022 --> 00:29:28.203]  They are shipping free this month.
[00:29:29.503 --> 00:29:31.244]  Hawaii was a wake-up call.
[00:29:31.244 --> 00:29:33.764]  Don't be caught without a disaster shelter.
[00:29:33.764 --> 00:29:41.226]  Atlas makes an all-disaster shelter that will protect your family from fallout, tornadoes, and hurricanes for only $99.99.
[00:29:41.226 --> 00:29:47.868]  That also includes the NBC air filtration system, solid steel construction with an airtight bulletproof door.
[00:29:47.868 --> 00:29:50.209]  That's right for $99.99 and up.
[00:29:50.209 --> 00:29:54.410]  Call 1-855-4-BUNKER or go to iwantthatshelter.com.
[00:29:54.410 --> 00:29:56.110]  Atlas Survival Shelters.
[00:29:56.110 --> 00:29:58.351]  The world leader in fallout shelters.
[00:30:02.262 --> 00:30:20.646]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation, I've had to speak for hours on the files I have here, of what this is proven to do, the ingredients in this, this is the ultimate immune system boost for this time of year, any time of the year.
[00:30:20.646 --> 00:30:26.927]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70, $80.
[00:30:26.927 --> 00:30:27.727]  It's a great deal at $39.
[00:30:27.727 --> 00:30:30.868]  Immune wall, beta glucans, olive leaf,
[00:30:31.548 --> 00:30:33.069]  And so much more.
[00:30:33.069 --> 00:30:34.430]  It is concentrated.
[00:30:34.430 --> 00:30:36.252]  You need to go read what is in here.
[00:30:36.252 --> 00:30:41.976]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[00:30:41.976 --> 00:30:43.177]  A citrus peel blend.
[00:30:43.177 --> 00:30:45.199]  I mean, this is the next level.
[00:30:45.199 --> 00:30:47.801]  It's now available, ladies and gentlemen, Immune Wall.
[00:30:47.801 --> 00:30:49.222]  I think it's beyond seasonal.
[00:30:49.222 --> 00:30:51.603]  Beta, glucan, olive leaf, and more.
[00:30:51.603 --> 00:30:52.304]  Immune Wall.
[00:30:52.304 --> 00:30:54.906]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:31:00.043 --> 00:31:18.884]  I want to plow into all of this, but I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts, or water filtration systems, or books, or videos, or other material from Infowarsstore.com, you are funding
[00:31:19.204 --> 00:31:20.004]  The revolution.
[00:31:20.004 --> 00:31:22.125]  I mean, I cannot say it any clearer.
[00:31:22.125 --> 00:31:25.845]  And so it is essential that you purchase the products at InfoWarsStore.com.
[00:31:25.845 --> 00:31:33.367]  I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[00:31:33.367 --> 00:31:35.767]  You cannot beat that for children and adults.
[00:31:35.767 --> 00:31:38.407]  We've got the best mouthwash designed by Dr. Jones.
[00:31:38.407 --> 00:31:41.188]  That's my dad, with colloidal silver and iodine as well.
[00:31:41.188 --> 00:31:42.768]  InfoWarsLife.com or 888-253-3139.
[00:31:42.768 --> 00:31:44.248]  And you're purchasing the products
