[00:00:00.000 --> 00:00:21.640]  A
[00:23:45.850 --> 00:23:47.850]  So it's not like I'm following what they said.
[00:23:47.850 --> 00:23:49.850]  What they're saying is true.
[00:23:49.850 --> 00:23:52.850]  The criminals that run our country are bombing us and the world with it,
[00:23:52.850 --> 00:23:56.850]  and they're attacking all the countries because it's a depopulation operation.
[00:23:56.850 --> 00:24:05.850]  So then in 2017, Trump was approached and General Flynn was approached,
[00:24:05.850 --> 00:24:07.850]  the Pentagon was approached,
[00:24:08.850 --> 00:24:12.850]  and they said, the Wuhan Institute by the EcoHealth Alliance,
[00:24:12.850 --> 00:24:15.850]  there's one in Telegraph reporting on it right here, overhead shot.
[00:24:15.850 --> 00:24:22.850]  They said, we want to release these new COVID SARS particles that are synthetic
[00:24:22.850 --> 00:24:25.850]  into the caves where we think this comes from.
[00:24:25.850 --> 00:24:27.850]  They already, we now know, made it in a lab.
[00:24:27.850 --> 00:24:32.850]  And the Pentagon said no, that would be considered a bioweapon attack on China,
[00:24:32.850 --> 00:24:36.850]  and Trump said no, and General Flynn said no.
[00:24:37.850 --> 00:24:39.850]  So that's what happened there.
[00:24:39.850 --> 00:24:43.850]  You actually have the deep state globalists trying to set the Pentagon up
[00:24:43.850 --> 00:24:45.850]  in their own operation.
[00:24:45.850 --> 00:24:48.850]  Even if the Pentagon was later involved in the rollout of the vaccine itself,
[00:24:48.850 --> 00:24:51.850]  they did not say no, we're going to attack China with it.
[00:24:51.850 --> 00:24:52.850]  So there's the headline.
[00:24:52.850 --> 00:24:57.850]  Wuhan scientists plan to release coronavirus particles into cave bats.
[00:24:57.850 --> 00:24:59.850]  Leaked papers reveal the Pentagon flipped out and said no.
[00:24:59.850 --> 00:25:00.850]  There's a bunch of articles.
[00:25:00.850 --> 00:25:02.850]  There's the documents.
[00:25:03.850 --> 00:25:07.850]  So now that you know about that, Gates is obsessed with putting it in food,
[00:25:07.850 --> 00:25:13.850]  different, quote, vaccines that actually attack parts of our bodies.
[00:25:13.850 --> 00:25:15.850]  They have behavioral vaccines that eat part of the brain.
[00:25:15.850 --> 00:25:17.850]  The list goes on and on.
[00:25:17.850 --> 00:25:24.850]  So now they've rolled it back out in headlines everywhere that they want to,
[00:25:24.850 --> 00:25:29.850]  quote, so the public doesn't have to take shots, give you a live aerosolized,
[00:25:29.850 --> 00:25:34.850]  the deadly polio nasal, for nasal and in the mouth.
[00:25:34.850 --> 00:25:40.850]  They're now rolling it out to give to people as early as next year.
[00:25:40.850 --> 00:25:41.850]  It'll be so easy to do.
[00:25:41.850 --> 00:25:42.850]  It'll be so fun.
[00:25:42.850 --> 00:25:43.850]  Okay.
[00:25:43.850 --> 00:25:47.850]  There's major studies, hundreds of them, that the Moderna, Pfizer, J&J,
[00:25:47.850 --> 00:25:50.850]  AstraZeneca that are virus vectors, different type,
[00:25:50.850 --> 00:25:53.850]  all create the same thing, spike protein that replicates.
[00:25:53.850 --> 00:25:56.850]  It's a nanotech, a prion crystal, similar to what causes sponge informants
[00:25:56.850 --> 00:26:00.850]  of allopathy or mad cow disease in cows and humans.
[00:26:00.850 --> 00:26:03.850]  So they're now mainlining this and saying, oh,
[00:26:03.850 --> 00:26:07.850]  we're going to get emergency approval to come out with this.
[00:26:07.850 --> 00:26:11.850]  If you thought someone injected was going to shed this on you,
[00:26:11.850 --> 00:26:15.850]  they're going to have people lined up in their cars and in the schools
[00:26:15.850 --> 00:26:21.850]  and at universities having this shot up their nose or put under their tongue
[00:26:21.850 --> 00:26:23.850]  or some sort right in the blood,
[00:26:23.850 --> 00:26:26.850]  and then they're going to be breathing it all over everyone.
[00:26:28.050 --> 00:26:33.409]  So there aren't numbers on this yet, but we know from previous studies that the shedding
[00:26:33.970 --> 00:26:39.330]  of like live polio virus off of someone being given it caused polio all over the world and
[00:26:39.330 --> 00:26:44.370]  it's now the number one cause of polio. Source AP Reuters. Type in number one cause of polio
[00:26:44.370 --> 00:26:51.250]  worldwide now caused by vaccine. So this is an outrageous crime they're preparing right
[00:26:51.250 --> 00:26:56.530]  out in front of everyone like it's no big deal. Kind of a big deal. An mRNA COVID vaccine,
[00:26:56.610 --> 00:27:05.649]  potentially more with nanoparticles, no shot needed. That's the medical express and it goes
[00:27:05.649 --> 00:27:10.209]  through it all and how great it is and how they're going to roll it out and how you should accept it
[00:27:10.209 --> 00:27:18.050]  and it's the best thing since sliced bread. Absolutely insane. Here's another report.
[00:27:18.050 --> 00:27:22.610]  A simple spray can make COVID-19 vaccines more accessible than it goes through everything I just
[00:27:23.409 --> 00:27:26.370]  said to you. So that's what they're up to and what they're doing.
[00:27:26.370 --> 00:27:35.010]  Polymer nanoparticles, oh plastic, deliver mRNA to the lung for mucosal vaccination.
[00:27:36.160 --> 00:27:40.160]  Oh, they're vaccinating your tissues directly now,
[00:27:40.160 --> 00:27:44.160]  not just letting your, quote, white blood cells find out in general.
[00:27:44.160 --> 00:27:47.160]  And again, when you put something through the skin directly into the body
[00:27:47.160 --> 00:27:51.160]  or into the lungs directly, it's much more dangerous.
[00:27:51.160 --> 00:27:56.160]  And here's the big study on that overhead shot, please.
[00:27:56.160 --> 00:28:02.160]  So you might want to look at that at pub.med.nih.
[00:28:02.160 --> 00:28:06.160]  So, not in Kansas anymore.
[00:28:06.160 --> 00:28:09.160]  Going down big time.
[00:28:09.160 --> 00:28:11.160]  What do you think of that?
[00:28:11.160 --> 00:28:13.160]  Are you upset?
[00:28:13.160 --> 00:28:15.160]  I know I certainly am.
[00:28:15.160 --> 00:28:17.160]  They're going to kill us all, ladies and gentlemen,
[00:28:17.160 --> 00:28:19.160]  if not with nuclear weapons, with bioweapons.
[00:28:19.160 --> 00:28:23.160]  They are psychotic depopulationists, on record saying they want to depopulate us.
[00:28:23.160 --> 00:28:26.160]  And Bill Gates, meet the man that wants to run your life, and pretty much does,
[00:28:26.160 --> 00:28:27.160]  if you let him.
[00:28:27.160 --> 00:28:32.160]  Global IDs, social credit scores, forced injections, U.N. treaties,
[00:28:32.160 --> 00:28:37.160]  synthetic meat, eating bugs, you'll own nothing, have nothing, be happy.
[00:28:37.160 --> 00:28:41.160]  When we come back, he did it again, smirking and laughing and giggling
[00:28:41.160 --> 00:28:43.160]  when he's talking about children dying.
[00:28:43.160 --> 00:28:47.160]  So we've got a new video of this sicko freak, this enemy of humanity.
[00:28:47.160 --> 00:28:49.160]  When we come back, I'm Alex Jones.
[00:28:49.160 --> 00:28:51.160]  Spread the word if you want to live.
[00:28:57.160 --> 00:28:58.160]  .
[00:28:57.880 --> 00:29:06.880]  Coffee has not been available at InfoWarsTore.com for two years because the price went up too high and the quality was starting to go down.
[00:29:06.880 --> 00:29:10.880]  I turned out so many other producers that wanted to partner with us.
[00:29:10.880 --> 00:29:14.880]  But when the folks at Minuteman came to me a year ago and I began to try their coffees, I was blown away.
[00:29:14.880 --> 00:29:20.880]  We finally have three great coffees that are the best they have to offer available to you right now.
[00:29:20.880 --> 00:29:26.880]  This is the best coffee I've ever tasted, it smells amazing, and it's some of the strongest coffee I've ever drank.
[00:29:26.880 --> 00:29:34.880]  Ladies and gentlemen, these three single source Colombian coffees are now available at InfoWarsTore.com exclusively.
[00:29:34.880 --> 00:29:39.880]  Escape the Prison Planet Light Roast, tastes great, it's the strong one, really strong.
[00:29:39.880 --> 00:29:41.880]  But these are all close second and thirds.
[00:29:41.880 --> 00:29:45.880]  Medium Roast, Wake of America, whoo, that's my go-to.
[00:29:45.880 --> 00:29:51.880]  Dark Roast, tip of the spear, tastes the best and is amazing and is still very, very strong, gives you that pep.
[00:29:51.880 --> 00:29:55.880]  They're all three available at InfoWarsTore.com and they fund our operation.
[00:29:55.880 --> 00:29:59.880]  And each order gets a Pocket Constitution Citizen Rollback.
[00:29:59.880 --> 00:30:05.880]  Omega-3 fatty acids are needed for optimal strength.
[00:30:05.880 --> 00:30:08.880]  And they can only be obtained through diet.
[00:30:08.880 --> 00:30:13.880]  They can be found in grass-fed beef, which is why the ruling class is trying to ban it.
[00:30:13.880 --> 00:30:19.880]  And they can be found in fish, which are arguably the best source of Omega-3s.
[00:30:19.880 --> 00:30:24.880]  But the problem today is finding fish without a high mercury content.
[00:30:24.880 --> 00:30:31.880]  Your best option is our Ultimate Fish Oil and Ultimate Krill Oil at InfoWarsTore.com.
[00:30:31.880 --> 00:30:40.880]  Omega-3 fatty acids are essential for both our neurological and cardiovascular systems, our brain and our heart.
[00:30:40.880 --> 00:30:45.880]  They improve mood, mental clarity and immune function.
[00:30:46.880 --> 00:30:51.880]  Get your essential Omega-3 fatty acids from the best sources available.
[00:30:51.880 --> 00:30:54.880]  Ultimate Fish Oil and Ultimate Krill Oil.
[00:30:54.880 --> 00:30:59.880]  Get some today at InfoWarsTore.com.
[00:30:59.880 --> 00:31:04.880]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[00:31:04.880 --> 00:31:10.880]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain,
[00:31:10.880 --> 00:31:15.880]  your entire physiological system, for your nervous system particularly.
[00:31:15.880 --> 00:31:17.880]  Everybody knows it's incredible it works.
[00:31:17.880 --> 00:31:22.880]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[00:31:22.880 --> 00:31:29.880]  Yes, you can find this same CBD oil for 30% more because that's who we're getting it from.
[00:31:29.880 --> 00:31:31.880]  Made right here in Central Texas.
[00:31:31.880 --> 00:31:35.880]  Our private label name is Rebel Zen.
[00:31:35.880 --> 00:31:41.880]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[00:31:41.880 --> 00:31:44.880]  It's based right here in Texas and we're giving it to you at 30% off.
[00:31:44.880 --> 00:31:47.880]  And here's what's even crazier, 30% off of what they're selling it for.
[00:31:47.880 --> 00:31:51.880]  They're selling theirs for 30% off what their competitors are.
[00:31:51.880 --> 00:31:55.880]  So this is the highest rated, already at the lowest price, now even a lower price.
[00:31:55.880 --> 00:31:59.880]  Rebel Zen, get yours at InfoWarsTore.com now.
[00:31:59.880 --> 00:32:04.880]  When I tell you we have the ultimate bone broth, hands down this is the most concentrated,
[00:32:04.880 --> 00:32:06.880]  high quality bone broth there is.
[00:32:06.880 --> 00:32:09.880]  Concentrated chicken broth, patented amazing.
[00:32:09.880 --> 00:32:11.880]  Then a huge dose of chaga mushroom.
[00:32:11.880 --> 00:32:13.880]  A massive dose of bee pollen.
[00:32:13.880 --> 00:32:18.880]  A gigantic dose of highest quality turmeric and then it just gets crazier from there.
[00:32:18.880 --> 00:32:20.880]  It's about to sell out.
[00:32:20.880 --> 00:32:21.880]  We haven't had it in stock for years.
[00:32:21.880 --> 00:32:23.880]  This first new run is about to sell out.
[00:32:23.880 --> 00:32:25.880]  Get it discounted right now.
[00:32:25.880 --> 00:32:29.880]  40% off at InfoWarsTore.com and it funds their operation.
[00:32:29.880 --> 00:32:31.880]  And once you get addicted to it, once you get blown away by it,
[00:32:31.880 --> 00:32:35.880]  once you feel your joints and your energy and your stamina accelerate,
[00:32:35.880 --> 00:32:39.880]  then become a regular customer for Bone Broth, InfoWarsTore.com.
[00:32:39.880 --> 00:32:42.880]  Whatever you do, spread the word about InfoWars, about the live show,
[00:32:42.880 --> 00:32:45.880]  and about all the other great products because these are great products.
[00:32:45.880 --> 00:32:47.880]  They empower your life plus they fund their operation.
[00:32:47.880 --> 00:32:50.880]  Go to InfoWarsTore.com right now.
[00:32:50.880 --> 00:32:55.880]  We're selling out ultimate bone broth at InfoWarsTore.com.
[00:32:55.880 --> 00:32:58.880]  40% off, about to sell out.
[00:32:59.110 --> 00:33:09.110]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:10.270 --> 00:33:21.270]  Waging war on corruption, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:21.270 --> 00:33:43.270]  Alright, we tried to show you a compilation of Bill Gates smirking and laughing when they talk about inappropriate things like new bioweapons and hundreds of millions dead.
[00:33:43.270 --> 00:33:45.270]  It would be five hours long.
[00:33:45.270 --> 00:33:51.270]  So this is not a definitive thing. Right before the show started, I said, hey, he's smirking and laughing in this new clip again.
[00:33:51.270 --> 00:33:57.270]  Grab me a couple of the clips of him going, terrorists will soon release a weapon that kills even more of us.
[00:33:57.270 --> 00:34:00.270]  And he's on with Fareed Zakaria.
[00:34:00.270 --> 00:34:07.270]  Fareed goes, people need to know this lockdown will probably never end. Their lives are over. Gates is laughing and smiling.
[00:34:07.270 --> 00:34:12.270]  He loves it. He's in a depopulationist cult. He wants to kill people.
