[00:00:00.209 --> 00:00:01.770]  What you're witnessing?
[01:31:24.537 --> 01:31:38.305]  By the way, one of the things that we should emphasize is the media doesn't like to report the good things that can happen, such as the Appalachian School of Law, where students with guns actually stopped the killing.
[01:31:38.305 --> 01:31:39.646]  They were convinced in the media.
[01:31:39.646 --> 01:31:51.494]  We know from one Associated Press editor, oh well, if we start telling people about those young men introducing guns into an already dangerous situation, why that would just be reckless to report that.
[01:31:51.494 --> 01:31:51.954]  And so they did
[01:31:52.294 --> 01:31:57.559]  I don't even want to call them effeminate men because women will stand up and fight a lot of times.
[01:31:57.559 --> 01:32:00.242]  These aren't even... I don't know what to call them.
[01:32:00.242 --> 01:32:02.724]  These are these chicken-necked...
[01:32:03.363 --> 01:32:16.011]  Cowardly little twits who never lived in the real world, who live in these little pampered high-rises, I guess, in the big cities, and they want us to all be a bunch of cowards like them, and I'm sorry, it's just not going to happen.
[01:32:16.011 --> 01:32:23.056]  Well, and we know what happens in England after they ban guns there and they have a murder rate and a violent crime rate that shoots off the charts.
[01:32:23.776 --> 01:32:29.080]  The response is, oh, well, we need to ban knives and we need to ban replica guns.
[01:32:29.080 --> 01:32:37.865]  And you can just see them adding to the list of banned items as if, well, the criminals didn't cooperate in getting rid of the guns in England.
[01:32:37.865 --> 01:32:41.367]  In fact, there's twice the number of illegal guns there now.
[01:32:41.367 --> 01:32:42.968]  And their crime rates exploded.
[01:32:42.968 --> 01:32:43.989]  That's the UN's own numbers.
[01:32:44.449 --> 01:32:45.910]  Absolutely correct.
[01:32:45.910 --> 01:32:47.750]  That is the source of that.
[01:32:47.750 --> 01:32:53.433]  The worst of all 18 industrialized countries in the UN study, England.
[01:32:53.433 --> 01:32:54.973]  The highest violent crime rate.
[01:32:54.973 --> 01:32:56.114]  Worse than the United States.
[01:32:56.114 --> 01:32:59.395]  Larry Pratt, check in with us tomorrow if you can, briefly.
[01:32:59.395 --> 01:33:00.696]  Sir, give out the website.
[01:33:00.696 --> 01:33:07.699]  Gunowners.org is the place to go for the action, folks, and hopefully you'll do that, because we'll be sending out an alert on this soon enough.
[01:33:07.699 --> 01:33:09.359]  And it's clear that we've got to mobilize.
[01:33:09.359 --> 01:33:13.421]  This is going to be the starting gun, pun intended, for a new attack on the Second Amendment.
[01:33:13.922 --> 01:33:19.221]  Absolutely, and I'm glad you've triggered our defense if you'll let me continue that line of discussion.
[01:33:20.240 --> 01:33:21.560]  Well, God bless you, sir.
[01:33:21.560 --> 01:33:24.181]  We really appreciate you, and we'll talk to you tomorrow, sir.
[01:33:24.181 --> 01:33:24.801]  Godspeed.
[01:33:24.801 --> 01:33:25.221]  Thank you.
[01:33:25.221 --> 01:33:26.102]  There goes Larry Pratt.
[01:33:26.102 --> 01:33:29.522]  Okay, let's go to Matt Kazee.
[01:33:29.522 --> 01:33:32.003]  We'll have Jack Blood popping in briefly, too, if he can, in the next segment.
[01:33:32.003 --> 01:33:35.524]  Then we've got Aaron Zellman coming on, JPFO.org.
[01:33:35.524 --> 01:33:40.145]  Matt Kazee is a 9-11 truther, runs a powerful 9-11 truth website, lives on the campus.
[01:33:40.145 --> 01:33:42.206]  He's marched back down there, this time with a video camera.
[01:33:42.206 --> 01:33:45.427]  We've got some of the photos he sent us up on JonesReport.com right now.
[01:33:45.427 --> 01:33:46.387]  He's going to be sending us more.
[01:33:47.387 --> 01:33:50.228]  Matt, they're reporting 4G, CN, radio.
[01:33:50.228 --> 01:33:52.349]  What exactly are you seeing now?
[01:33:52.349 --> 01:33:54.810]  Well, actually, I haven't gotten all the way down there.
[01:33:54.810 --> 01:34:00.232]  I had to charge my camera, but what I do have is a timeline, and that is a very important thing with this.
[01:34:00.232 --> 01:34:06.054]  By 9 o'clock this morning, people who were getting to work on campus were immediately told what was going on.
[01:34:06.054 --> 01:34:13.877]  The alert email went out at 955, I believe, is when they sounded the alarm.
[01:34:13.877 --> 01:34:15.938]  Okay, an alert email at what time?
[01:34:19.667 --> 01:34:19.687]  955.
[01:34:19.687 --> 01:34:22.030]  955, and where are you getting this timeline?
[01:34:22.030 --> 01:34:26.255]  I've got a copy of the emails that were sent out across the campus.
[01:34:26.255 --> 01:34:30.600]  Do me a favor, send that immediately to erinandinfowars.com.
[01:34:30.600 --> 01:34:32.782]  You are the best.
[01:34:32.782 --> 01:34:33.443]  No problem at all.
[01:34:34.342 --> 01:34:38.625]  All the most important thing that I found out was the bomb threats, Friday the 13th.
[01:34:38.625 --> 01:34:43.547]  The bomb threats were at Torgerson, Durham, and Whittemore Halls.
[01:34:43.547 --> 01:34:46.889]  There's always Satanism and Nazism tied into these.
[01:34:46.889 --> 01:34:52.792]  Columbine, the little ADL controlled, well he fits that M.O.
[01:34:52.792 --> 01:34:54.974]  Well, that was the fellow up in Minnesota.
[01:34:54.974 --> 01:34:55.654]  We've got a break.
[01:34:55.654 --> 01:34:57.475]  Stay there, we'll come right back to you.
[01:34:57.475 --> 01:34:59.256]  Then we've got Aaron Selman coming on.
[01:34:59.256 --> 01:35:00.657]  I'm Alex Jones, PrisonPlanet.com.
[01:35:03.661 --> 01:35:07.587]  We're on the march, the Empire's on the run.
[01:35:07.587 --> 01:35:10.271]  Alex Jones and the GCN Radio Network.
[01:35:15.771 --> 01:35:20.134]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[01:35:20.134 --> 01:35:22.155]  Well, the glass has a natural resonance.
[01:35:22.155 --> 01:35:28.719]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[01:35:28.719 --> 01:35:35.103]  Using this similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[01:35:35.103 --> 01:35:41.527]  The BioSolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions with
[01:35:41.627 --> 01:35:47.972]  With no side effects, the 2006 Biosolutions Plus is the easiest to operate frequency instrument ever developed.
[01:35:47.972 --> 01:35:51.816]  Its easy reference guide will allow you to begin using the instrument within minutes.
[01:35:51.816 --> 01:35:55.699]  Simple step-by-step instructions using pictures are easy to follow.
[01:35:55.699 --> 01:35:58.381]  Customer satisfaction is guaranteed or your money back.
[01:35:58.381 --> 01:35:59.422]  Don't just treat symptoms.
[01:36:00.202 --> 01:36:03.703]  That's 1-866-885-6625.
[01:36:03.703 --> 01:36:06.404]  1-866-885-6625.
[01:36:06.404 --> 01:36:18.586]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming and the end of the world?
[01:36:18.586 --> 01:36:20.667]  You shall hear of wars and rumors of wars.
[01:36:20.667 --> 01:36:23.888]  For nation shall rise against nation, and kingdom against kingdom.
[01:36:23.888 --> 01:36:27.329]  And there shall be famines, disease, and earthquakes in many places.
[01:36:27.329 --> 01:36:29.169]  We are living in this time of earth's history.
[01:36:29.449 --> 01:36:30.010]  We're good to go.
[01:36:45.900 --> 01:36:50.543]  The Bible says, we'd like you to receive this new offer, Packet B, The Unholy Alliance.
[01:36:50.543 --> 01:36:55.126]  These materials document the global leaders, political and religious, behind the scenes.
[01:36:55.126 --> 01:37:01.311]  You will receive information regarding America in prophecy, tyrants and wars, the new world order, and much more.
[01:37:01.311 --> 01:37:03.952]  As always, these materials are shipped to you at no charge.
[01:37:03.952 --> 01:37:04.513]  Please call 1-888-211-1715.
[01:37:04.513 --> 01:37:05.553]  That's 1-888-211-1715, and ask for Packet B.
[01:37:13.459 --> 01:37:17.981]  Everyone knows we need calcium and magnesium every day for the support of strong bones.
[01:37:17.981 --> 01:37:22.844]  But most of us are only taking one source of calcium supplementation and one source of magnesium.
[01:37:22.844 --> 01:37:31.248]  That just simply isn't enough to give your body the proper nutrition it needs to help keep bones and teeth strong, prevent osteoporosis, and support muscle function.
[01:37:31.548 --> 01:37:36.350]  Now discover the most advanced calcium and magnesium supplement on the market today.
[01:37:36.350 --> 01:37:38.311]  Select-Cal 1000.
[01:37:38.311 --> 01:37:46.914]  From the folks who brought you Wachter's Sea Vegetation, Select-Cal 1000 contains 7, that's 7 sources of calcium and 4 sources of magnesium.
[01:37:46.914 --> 01:37:54.237]  Wachter's Select-Cal 1000 is also packed with other important vitamins and minerals, and of course, Wachter's special blend of sea vegetation.
[01:37:54.497 --> 01:37:56.919]  Try finding that in your ordinary calcium supplement.
[01:37:56.919 --> 01:38:04.063]  Order Select-Cal 1000 today and receive 10% off just by mentioning you heard it on the radio in the comments portion of the order page.
[01:38:04.063 --> 01:38:05.464]  Visit Wachters.com.
[01:38:05.464 --> 01:38:09.446]  That's W-A-C-H-T-E-R-S dot com.
[01:38:09.446 --> 01:38:09.826]  Or call 1-800-682-7100.
[01:38:31.280 --> 01:38:35.623]  We're good to go.
[01:39:00.494 --> 01:39:04.769]  Strange days have found us.
[01:39:04.769 --> 01:39:05.732]  Strange days.
[01:39:06.764 --> 01:39:13.728]  All right, we're going to finish up with our man on the ground, who I want to give us a report at the very end of the show, again, if he can.
[01:39:13.728 --> 01:39:14.529]  He's about to march.
[01:39:14.529 --> 01:39:15.449]  He's right on campus.
[01:39:15.449 --> 01:39:17.730]  He went up there, and you heard the police told him, get back.
[01:39:17.730 --> 01:39:21.873]  He went hundreds of yards past the media, right up to the place where the shootings happened.
[01:39:21.873 --> 01:39:25.915]  He was trying to get more video and photos of the bullet holes and the damage.
[01:39:25.915 --> 01:39:30.258]  The cops are trying, obviously, to control their crime scene and not have that be seen.
[01:39:30.258 --> 01:39:31.478]  But he's not in the crime scene.
[01:39:31.478 --> 01:39:33.500]  He's up there trying to get documentation of it.
[01:39:33.500 --> 01:39:34.600]  He's going up there with another team.
[01:39:34.600 --> 01:39:35.200]  He's a known 9-11 truther.
[01:39:36.702 --> 01:39:38.885]  Uh, does a great job.
[01:39:38.885 --> 01:39:40.687]  And, uh, he's Matt Kazee.
[01:39:40.687 --> 01:39:44.031]  Then we've got Larry, well, we just had Larry Pratt on him, Gun Owners of America.
[01:39:44.031 --> 01:39:50.640]  Uh, Aaron Zellman of Jerusalem Preservation of Firearms ownership, who's already been all over this victim disarmament school.
[01:39:50.640 --> 01:39:53.844]  Uh, he's here to let everybody know who is the real, uh,
[01:39:54.898 --> 01:40:01.064]  Accomplices to this, and it's the school, it's the system, it's the victim disarmament crowd who must be defeated, ladies and gentlemen.
[01:40:01.064 --> 01:40:11.773]  And we have the majority of Americans, we have the Constitution, we have the Bill of Rights, we've been winning the fight, at least for the hearts and minds, but the government's been kind of going underground with its attack on the Second Amendment, and doing it covertly now, but more than ever.
[01:40:11.773 --> 01:40:13.375]  So to give us an update is Aaron Zellman.
[01:40:13.895 --> 01:40:15.797]  Of course, Jack Blood's got some new developments.
[01:40:15.797 --> 01:40:17.079]  Talk shows comes on right after me.
[01:40:17.079 --> 01:40:19.922]  He's going to be popping in here in just a second.
[01:40:19.922 --> 01:40:28.811]  But going back to Matt on the ground right now in Blacksburg, Virginia, as this unfolds.
[01:40:28.811 --> 01:40:30.773]  Matt, you've got the timeline.
[01:40:30.773 --> 01:40:32.115]  You have the internal school emails.
[01:40:32.415 --> 01:40:34.357]  Because you're part of the school there.
[01:40:34.357 --> 01:40:34.797]  You've got these.
[01:40:34.797 --> 01:40:37.019]  You're sending them right now to AaronInfoWars.com.
[01:40:37.019 --> 01:40:44.386]  We'll get those into the article that Paul Watson, Steve Watson, and Aaron Dykes, that works here, are all working together as a team on.
[01:40:44.386 --> 01:40:49.431]  Right now, they'll be out on PrisonPlanet.com, the definitive analysis of this, within the next hour.
[01:40:49.431 --> 01:40:50.852]  But please continue.
[01:40:50.852 --> 01:40:52.073]  You said you have the timeline.
[01:40:52.073 --> 01:40:58.219]  Can you read us that email, and then can you go through what you now know about some other things you were trying to say?
[01:40:59.188 --> 01:41:05.112]  Well Alex, to end the break, I've got my camera, what was charged up on it, I'm heading down there, I'm almost there right now.
[01:41:05.112 --> 01:41:07.454]  Were you able to send us the email first?
[01:41:07.454 --> 01:41:12.117]  I was not able to send the email, but I'm going to send that as soon as I walk through the door.
[01:41:12.117 --> 01:41:14.879]  Excellent job, okay.
[01:41:14.879 --> 01:41:16.720]  I'm right down here at the scene right now.
[01:41:16.720 --> 01:41:28.608]  What I did find out, it was that the bomb threats that had the second of the two last week, that happened on Friday the 13th, it happened at the buildings that were surrounding the building where the shooting was.
[01:41:29.631 --> 01:41:38.654]  Which I thought that was before early during the week, too.
[01:41:38.654 --> 01:41:43.956]  I'm actually walking to... It has cleaned out a lot since the last time I was down here.
[01:41:43.956 --> 01:41:50.419]  So just in roughly 40 minutes, you were down there and SWAT teams were coming out and they were still milling around.
[01:41:50.419 --> 01:41:51.719]  There were officers everywhere.
[01:41:51.719 --> 01:41:55.041]  What do you see there now at the main shooting area?
[01:41:55.041 --> 01:41:57.662]  Not half as many people standing outside.
[01:41:57.662 --> 01:41:58.702]  The vehicles are still here.
[01:41:59.415 --> 01:42:02.316]  I'm walking through it with my video camera right now.
[01:42:02.316 --> 01:42:06.778]  Now, have they hauled out the 32 dead bodies?
[01:42:06.778 --> 01:42:08.519]  Yes, they did.
[01:42:08.519 --> 01:42:10.339]  So they destroyed that crime scene.
[01:42:10.339 --> 01:42:16.542]  Well, they obviously tried to resuscitate some of them, but some of the people that were obviously dead shouldn't have been moved.
[01:42:16.542 --> 01:42:21.484]  Well, I'm not sure about all of the dead people, but I saw them removing a lot of people.
[01:42:21.484 --> 01:42:26.146]  There were some people, I'm getting pointed at because I've got a camera here that's telling me to get to the other side.
[01:42:30.579 --> 01:42:32.040]  Making famous right here.
[01:42:32.040 --> 01:42:35.881]  Anyway, it looks like they did pull out some dead.
[01:42:35.881 --> 01:42:39.723]  I saw some people with sheets over top of their heads when they were coming out.
[01:42:39.723 --> 01:42:46.266]  They took them to the local rescue squad and then various ambulances took them to the hospital and then they did bring in a couple of buses.
[01:42:46.266 --> 01:42:55.870]  Some of them did fill up a bus to some degree with wounded people.
[01:42:55.870 --> 01:42:56.150]  There are 17
[01:42:57.338 --> 01:42:59.362]  Well, I'll tell you what, Matt.
[01:42:59.362 --> 01:43:00.484]  You're multitasking.
[01:43:00.484 --> 01:43:03.429]  Keep the phone on, but just put it in your pocket.
[01:43:03.429 --> 01:43:06.654]  And then start trying to get some footage, because you're multitasking.
[01:43:06.654 --> 01:43:08.417]  And we're going to go back to you in about 10 minutes.
[01:43:08.417 --> 01:43:09.920]  Can you stay on the line, Matt?
[01:43:11.841 --> 01:43:12.702]  No problem.
[01:43:12.702 --> 01:43:14.563]  Okay, we're gonna come right back to you.
[01:43:14.563 --> 01:43:18.647]  Now, I gotta go to Aaron Zellman here quickly, but Jack Blood has been watching and tracking this.
[01:43:18.647 --> 01:43:24.872]  Within 20 minutes of this news breaking, he told me, and I hope we get tape of this, Fox News is already calling for gun control.
[01:43:24.872 --> 01:43:28.095]  The bastion of conservatism now backing Hillary.
[01:43:28.095 --> 01:43:31.397]  We broke it here first, three years ago, now been public the last year.
[01:43:31.397 --> 01:43:33.199]  They're really behind the Hillary campaign.
[01:43:33.199 --> 01:43:35.921]  Pure evil neocons.
[01:43:35.921 --> 01:43:37.002]  Jack Blood, what's going on there?
[01:43:38.012 --> 01:43:47.994]  Well, right now we've just got breaking news, Alex, that this is the work of an Asian man in his 20s, heavily armed, wearing a vest, looking for his girlfriend, according to Fox News.
[01:43:47.994 --> 01:43:59.796]  By the way, Fox News, the bastion of phony conservative news, 20 minutes after this story hit the wire, was already having their pundits on, calling for gun control.
[01:43:59.796 --> 01:44:01.677]  Absolutely amazing.
[01:44:01.677 --> 01:44:06.298]  And, you know, I think that one of the biggest things here is the two-hour time lapse at 8 a.m.
[01:44:07.626 --> 01:44:08.307]  I think so.
[01:44:28.746 --> 01:44:33.352]  She goes on, Alex, to say they had us under lockdown, they temporarily lifted the lockdown, and the gunmen shot again.
[01:44:33.352 --> 01:44:33.853]  They're also
[01:44:44.207 --> 01:44:51.097]  There have been some rumors, we're trying to substantiate, that the shooter could have some Muslim ties or could himself be Muslim.
[01:44:51.097 --> 01:44:59.630]  Well we saw the last guy who was Muslim from Central Asia shooting a bunch of people at a mall and that was shut down really quick.
[01:45:00.387 --> 01:45:02.629]  Alex, I have a ton of coverage on this.
[01:45:02.629 --> 01:45:06.571]  We're going to continue the coverage live on GCN, continually following the story.
[01:45:06.571 --> 01:45:14.496]  I invite your listeners to join us, to call into the program and to give us any analysis or any news that they have by monitoring the cable news outlets.
[01:45:14.496 --> 01:45:18.619]  We'll do that, Jack, and I'll call in as you're doing that if anything else develops that you don't catch.
[01:45:18.619 --> 01:45:19.300]  Thank you for the help.
[01:45:19.300 --> 01:45:19.700]  Thanks, Alex.
[01:45:19.700 --> 01:45:20.040]  Great job.
[01:45:20.260 --> 01:45:20.720]  You bet.
[01:45:20.720 --> 01:45:22.622]  I think we've got a big story coming out on this.
[01:45:22.622 --> 01:45:23.882]  Aaron Zellman.
[01:45:23.882 --> 01:45:34.529]  I meant to get into a bunch of big 9-11 developments today, and we'll do that before the show ends, but I appreciate you coming on on such short notice and holding during our eyewitness account, and then Jack has been covering things.
[01:45:34.529 --> 01:45:36.750]  It's JPFO.org.
[01:45:36.750 --> 01:45:37.471]  God bless you, sir.
[01:45:37.471 --> 01:45:38.592]  Thanks for being here.
[01:45:38.592 --> 01:45:39.112]  My pleasure.
[01:45:40.261 --> 01:45:42.502]  I notice, as usual, you're on top of things years before.
[01:45:42.502 --> 01:45:46.603]  You have attacked the head of this university for victim disarmament.
[01:45:46.603 --> 01:45:48.823]  You have said it's a disaster waiting to happen.
[01:45:48.823 --> 01:45:49.723]  You have written about it.
[01:45:49.723 --> 01:45:50.443]  You have covered it.
[01:45:50.443 --> 01:45:56.185]  You emailed us with a lot of documents and news articles back from 2005 when you were exposing this.
[01:45:56.185 --> 01:45:58.885]  So I guess here you tried to save some people.
[01:45:58.885 --> 01:46:06.367]  And would you say that the people that disarmed the victims there are at least accessories to manslaughter?
[01:46:07.715 --> 01:46:13.801]  The blood is definitely on their hands, and they really don't seem to care very much.
[01:46:13.801 --> 01:46:17.824]  They're going to find a way to whitewash it.
[01:46:17.824 --> 01:46:21.428]  That would not surprise me at all, if that happens.
[01:46:21.428 --> 01:46:27.633]  In the state of Virginia, you are allowed to get a concealed carry permit.
[01:46:27.633 --> 01:46:33.679]  So I'm assuming that the Virginia University said, well, students can't have guns on campus.
[01:46:35.292 --> 01:46:39.554]  Yes, I have a news article right here out of the Roanoke newspaper.
[01:46:39.554 --> 01:46:42.254]  Virginia Tech's ban on guns may draw legal fire.
[01:46:42.254 --> 01:46:48.817]  Some people question whether the university has the authority to ban the carrying of firearms.
[01:46:48.817 --> 01:46:49.757]  Well, there you go.
[01:46:49.757 --> 01:46:58.800]  So the blood is on the hands of everybody in the administration of that university, and I hope they get sued into oblivion.
[01:46:58.800 --> 01:47:04.442]  I hope their lives are destroyed for allowing someone to come in there and murder American students.
[01:47:06.258 --> 01:47:20.285]  I have no sympathy for anybody who works at a university administration level who thinks that they're an elitist, or who believes they are, who doesn't think that the little peons, the students, have a right to defend their life.
[01:47:20.285 --> 01:47:23.886]  These people should be put against a wall and executed.
[01:47:23.886 --> 01:47:28.889]  Well, that's what they certainly did by fiat to these students.
[01:47:28.889 --> 01:47:29.549]  Absolutely.
[01:47:29.549 --> 01:47:33.911]  And I think that this is a... I think that there's some other strange things about this.
[01:47:33.911 --> 01:47:35.292]  As you know, the Parker decision
[01:47:35.993 --> 01:47:36.953]  In Washington, D.C.
[01:47:36.953 --> 01:47:42.315]  had to do with people being able to have a gun in their home to defend their life.
[01:47:42.315 --> 01:47:46.596]  Notice how this is... Notice how this... I think we're on the same wavelength.
[01:47:46.596 --> 01:47:52.178]  But you see, there's also been calls in Congress for more gun control schemes.
[01:47:52.178 --> 01:47:53.018]  H.R.
[01:47:53.018 --> 01:47:56.879]  1022, oddly enough, is the name of the bill, the number of the bill.
[01:47:56.879 --> 01:48:04.942]  So all of a sudden you have people pushing gun control, you have people reacting to something favorable about gun ownership, and then you have this tragedy.
[01:48:05.502 --> 01:48:06.703]  It really smells to me.
[01:48:24.713 --> 01:48:26.414]  Well, I think that's my point.
[01:48:26.414 --> 01:48:33.456]  If you think about it, there was a situation similar to this in Canada not too long ago, and a couple years ago in Australia, which started a big push for gun control in Australia.
[01:48:33.456 --> 01:48:33.716]  Yeah, Tasmania.
[01:48:54.208 --> 01:49:01.530]  I, uh, this thing just smells to me, and I'm urging every gun owner to just dig their heels in and say, hell no.
[01:49:01.530 --> 01:49:03.431]  Hey, listen, we've got to get on the offensive.
[01:49:03.431 --> 01:49:05.411]  I agree, we've got to get on the offensive.
[01:49:05.411 --> 01:49:10.573]  Everyone, call every talk show today, and let's get the United Front Out headline.
[01:49:10.573 --> 01:49:14.354]  Everybody write your own emails, your own blogs, your own MySpaces.
[01:49:14.354 --> 01:49:19.996]  The people that had this be a zero-gun school, even after they'd had another
[01:49:20.496 --> 01:49:23.417]  I think that every one of your listeners has to make a commitment to themselves.
[01:49:23.417 --> 01:49:26.798]  Any politician who supports gun control schemes must have their career aborted.
[01:49:26.798 --> 01:49:27.758]  No ifs, ands, or buts about it.
[01:49:49.154 --> 01:49:53.457]  Aaron Zellman, continue with your analysis on what's happened here.
[01:49:53.457 --> 01:50:10.828]  Well, I think again, as we've been talking about, from what little I know, based on some of the information on the internet, that you have a situation where apparently an Asian student, that they claim he's Asian, went in there looking for his girlfriend, had some kind of personal issue going on.
[01:50:10.828 --> 01:50:16.131]  According to the article I read, he lined students up and systematically murdered them one at a time.
[01:50:17.402 --> 01:50:33.952]  So we have a situation here where, again, students were left defenseless because of the dictates of the people who run the school, and if justice is ever going to be done, the president of this university has to go to prison.
[01:50:34.649 --> 01:50:36.309]  Nothing less than that.
[01:50:36.309 --> 01:50:48.131]  Would you put your son or daughter, and this isn't just a question for Aaron, but I want him to answer it, in a place where you know it's a target of nut balls or government ops or anything else, where you knew they couldn't defend themselves?
[01:50:48.131 --> 01:50:49.692]  No, I would not.
[01:50:49.692 --> 01:50:51.112]  There is a problem here, though.
[01:50:51.112 --> 01:50:55.313]  There's a lot of university campuses that don't allow students to carry weapons.
[01:50:55.313 --> 01:50:56.573]  No, I know.
[01:50:56.573 --> 01:51:00.274]  And so, you know, we're putting a rock in a hard place.
[01:51:00.274 --> 01:51:01.794]  If you want your kid to go to college,
[01:51:02.688 --> 01:51:02.868]  I don't
[01:51:25.686 --> 01:51:27.688]  You smell a giant stinking rat.
[01:51:27.688 --> 01:51:28.829]  You think this is suspicious?
[01:51:28.829 --> 01:51:29.970]  It's always perfect.
[01:51:29.970 --> 01:51:33.672]  Even Rush Limbaugh said years ago, I heard him, you know, it's always perfect timing, right?
[01:51:33.672 --> 01:51:36.615]  When they get ready for a new gun push, there'll be a string.
[01:51:36.615 --> 01:51:39.017]  There'll probably be a bunch of copycats now.
[01:51:39.017 --> 01:51:40.077]  Oh, I have no doubt about it.
[01:51:40.077 --> 01:51:41.899]  You know, I think this thing really stinks.
[01:51:41.899 --> 01:51:54.669]  I think the Parker decision really got them going because if you listen to what the gun haters have been saying, they're in shock that somehow the government's going to recognize
[01:51:55.473 --> 01:51:58.556]  That gun ownership is an individual right, not a collective right.
[01:51:58.556 --> 01:52:13.089]  Well, Aaron, real conservatives, I don't mean the fake George Bush conservative listeners, but real conservative issues of Second Amendment, border control, anti-abortion, pro-life, we're in polls gaining feet every day.
[01:52:13.089 --> 01:52:18.074]  And now that doesn't mean the government's moving, but they see us moving, and yeah, they're panicking, Aaron.
[01:52:18.074 --> 01:52:18.814]  Absolutely.
[01:52:18.814 --> 01:52:21.597]  I think you're going to see more situations like this.
[01:52:22.486 --> 01:52:26.429]  And so I'm telling people, dig your heels in, get prepared.
[01:52:26.429 --> 01:52:28.030]  Things are going to get dicey.
[01:52:28.030 --> 01:52:39.399]  Remember Alex, a couple years ago I told you, you laughed at me, but I said don't be surprised if there are not elections, presidential elections.
[01:52:39.399 --> 01:52:40.680]  Let's just see what happens.
[01:52:42.180 --> 01:52:44.082]  Put it on the back burner and let it simmer.
[01:52:44.082 --> 01:52:44.862]  No, I wasn't lying.
[01:52:44.862 --> 01:52:46.344]  That might have been another host.
[01:52:46.344 --> 01:52:47.044]  All right, okay.
[01:52:47.044 --> 01:52:49.126]  Aaron, you might have... I mean, I know you were... Are you kidding?
[01:52:49.126 --> 01:52:52.248]  I write articles about how Ron Paul said on the show last week.
[01:52:52.248 --> 01:52:54.971]  Ron Paul said they're gearing up for martial law right now.
[01:52:54.971 --> 01:52:55.371]  Of course.
[01:52:55.371 --> 01:52:58.093]  So I wouldn't plan on elections.
[01:52:58.093 --> 01:53:02.176]  I think all this is just bread and circuses.
[01:53:02.176 --> 01:53:05.099]  What, you think it's just going to crescendo and build?
[01:53:05.099 --> 01:53:07.441]  Well, if they can make it happen.
[01:53:07.441 --> 01:53:09.863]  That's why the... I think your listeners have got to get ready.
[01:53:09.863 --> 01:53:11.564]  They've got to have their wits about them.
[01:53:12.532 --> 01:53:13.653]  Well, everybody feels it.
[01:53:13.653 --> 01:53:20.295]  I mean, all the old-timers talked about the New World Order building up, but now we see all the things they talk about happening, brother.
[01:53:20.295 --> 01:53:22.376]  Well, I think it's more than just the New World Order.
[01:53:22.376 --> 01:53:29.699]  I think it's really a matter of people have just become too comfortable with the government.
[01:53:29.699 --> 01:53:31.780]  I was reading an article this morning.
[01:53:31.780 --> 01:53:38.683]  52% of the people in the United States have money coming from the government, federal government, one way or another.
[01:53:40.342 --> 01:53:42.503]  Fifty-two percent of the American people.
[01:53:42.503 --> 01:53:45.325]  Yeah, I don't have a red cent coming from them.
[01:53:45.325 --> 01:53:52.989]  So, they're also including people on Social Security and things of that nature, or dependents.
[01:53:52.989 --> 01:53:57.712]  So, 52% of the American people have got a warm, fuzzy feeling about the government.
[01:53:57.712 --> 01:54:01.755]  And another 10% are in the criminal justice system, so they've got us one way or another.
[01:54:01.755 --> 01:54:04.877]  Aaron Zellman, give us the website.
[01:54:04.877 --> 01:54:05.937]  JPFO.org.
[01:54:07.819 --> 01:54:12.123]  You'll learn more about our efforts to destroy the Bureau of Alcohol, Tobacco and Firearms.
[01:54:12.123 --> 01:54:14.925]  And that's going to be important with this new push for gun control.
[01:54:14.925 --> 01:54:21.470]  Well, listen, I want to get you up for a full hour in the next few days, so let my producer call you so we can really walk through this, so we can take some calls as well.
[01:54:21.470 --> 01:54:23.832]  Aaron Zellman, thank you for spending time with us.
[01:54:23.832 --> 01:54:24.693]  My pleasure, Alex.
[01:54:24.693 --> 01:54:25.373]  Be well.
[01:54:25.373 --> 01:54:26.134]  You better take care.
[01:54:26.134 --> 01:54:29.276]  Well, there's Aaron Zellman thinking it's probably an inside job.
[01:54:29.276 --> 01:54:32.899]  And Larry Pratt said there's some things that are suspicious as well.
[01:54:32.899 --> 01:54:34.921]  And drills and all these things.
[01:54:34.921 --> 01:54:35.561]  I mean, this thing...
[01:54:38.390 --> 01:54:41.731]  I think you're going to find out this guy was under psychiatric care.
[01:54:41.731 --> 01:54:47.072]  You're going to find out, and God, if he is a Muslim, folks, that's the kickoff.
[01:54:47.072 --> 01:54:51.173]  And there's a slight chance it could just be a nut or a real Muslim terrorist.
[01:54:51.173 --> 01:54:53.554]  There are real things that happen that aren't the government.
[01:54:53.554 --> 01:54:54.594]  There are few and far between.
[01:54:54.594 --> 01:54:58.595]  And I've said, real terrorist attacks do look like this.
[01:54:58.595 --> 01:55:03.376]  Where somebody goes in and stabs 15 people or shoots 45 people.
[01:55:03.376 --> 01:55:06.157]  And I've told you, of the four types of terrorism,
[01:55:06.843 --> 01:55:08.903]  There's really three, but there's one subset.
[01:55:08.903 --> 01:55:12.004]  There's one form that's real organic, and then this could be that.
[01:55:12.004 --> 01:55:15.265]  But it sounds like a guy throwing a fit with his girlfriend.
