[00:00:02.058 --> 00:00:04.350]  Let's go!
[00:26:54.366 --> 00:26:56.547]  He's not retired, he still has his license, but quasi-retired.
[00:26:56.547 --> 00:26:57.908]  He'll never retire, probably.
[00:26:57.908 --> 00:27:01.791]  I developed the turmeric toothpaste with essential oils, with the tea tree and so much more.
[00:27:01.791 --> 00:27:05.314]  The tooth whitening toothpaste, incredible quality.
[00:27:05.314 --> 00:27:09.737]  All of it, infowarestore.com or 888-253-3139.
[00:27:09.737 --> 00:27:15.221]  60% off on superfinal vitality.
[00:27:15.221 --> 00:27:16.001]  You definitely want it.
[00:27:16.001 --> 00:27:17.522]  It's the same formula as men's.
[00:27:17.522 --> 00:27:18.583]  The men's is sold out.
[00:27:18.583 --> 00:27:19.264]  It's a pink label.
[00:27:20.165 --> 00:27:21.306]  Who cares?
[00:27:21.306 --> 00:27:23.368]  It's high quality.
[00:27:23.368 --> 00:27:27.251]  InfowarStore.com or 888-253-3139.
[00:27:27.251 --> 00:27:30.294]  So many other great products on the site as well, like Ultimate Bone Broth.
[00:27:30.294 --> 00:27:32.856]  The list goes on and on.
[00:27:32.856 --> 00:27:34.377]  All right.
[00:27:34.377 --> 00:27:38.260]  Kind of went long on that plug, but I'm done plugging now.
[00:27:38.260 --> 00:27:40.042]  Let's do this.
[00:27:40.042 --> 00:27:42.384]  This is really a big deal.
[00:27:42.384 --> 00:27:44.526]  So I want to come back and like a laser beam,
[00:27:45.629 --> 00:27:46.169]  We're good to go.
[00:28:10.148 --> 00:28:20.012]  Dealing with the fact that the Capitol Police were basically stood down and that their own Capitol Police chief says it was a cover-up and it looks like the feds were orchestrating it against President Trump, the American people.
[00:28:20.012 --> 00:28:29.576]  That can also dynamite non-violently, that's a metaphor, Jack Smith and Obama and the whole deep state and what they're doing.
[00:28:29.576 --> 00:28:30.717]  So the deep state's in trouble.
[00:28:30.717 --> 00:28:33.878]  They've been forced to show their hand, to play their hand, take the mask off.
[00:28:33.878 --> 00:28:34.739]  They're in a lot of trouble.
[00:28:35.652 --> 00:28:37.313]  It's all coming up today.
[00:28:37.313 --> 00:28:39.615]  Infowars.com.
[00:28:39.615 --> 00:28:40.876]  Tomorrow's news today.
[00:28:40.876 --> 00:28:42.797]  Band.video.
[00:28:42.797 --> 00:28:50.643]  But a lot of sites won't let you share that URL, so you just share Mad Max World, one word, MadMaxWorld.tv and get around the censors.
[00:28:50.643 --> 00:28:51.623]  You're the Paul Reveres.
[00:28:51.623 --> 00:28:53.665]  You are the answer.
[00:28:53.665 --> 00:28:54.345]  This is your mission.
[00:28:54.345 --> 00:28:56.547]  If you choose to accept it, take it now.
[00:28:56.547 --> 00:28:57.728]  We've got to beat these people.
[00:29:00.247 --> 00:29:16.628]  I beg you to think about how important your word of mouth is and you sharing the articles and sharing the videos and telling people get the forbidden truth you're not supposed to find at InfoWars.com forward slash show and getting products at InfoWarsStore.com
[00:29:17.048 --> 00:29:20.230]  We've got three amazing products in stock, ready to ship.
[00:29:20.230 --> 00:29:21.591]  Sold out for almost six months.
[00:29:21.591 --> 00:29:22.752]  Vitamin Mineral Fusion.
[00:29:22.752 --> 00:29:23.493]  So incredible.
[00:29:23.493 --> 00:29:24.754]  So good for your whole body.
[00:29:24.754 --> 00:29:29.737]  A one-stop shop for everything you need for vitamins, minerals, and amino acids for your immune system and more.
[00:29:29.737 --> 00:29:31.038]  Back in stock.
[00:29:31.038 --> 00:29:31.519]  Discounted.
[00:29:32.219 --> 00:29:36.001]  Silver Bullet, 30 parts per million from the top lab in the country, private label by us.
[00:29:36.001 --> 00:29:38.082]  Discount at InfoWarStore.com.
[00:29:38.082 --> 00:29:40.963]  Nitric Boost to clean out your blood and make you healthier.
[00:29:40.963 --> 00:29:41.944]  It's in stock.
[00:29:41.944 --> 00:29:43.084]  Rave reviews.
[00:29:43.084 --> 00:29:44.585]  Top doctors say it's amazing.
[00:29:44.585 --> 00:29:46.806]  InfoWarStore.com.
[00:29:46.806 --> 00:29:48.107]  And that keeps us on air.
[00:29:48.107 --> 00:29:49.947]  Thank you so much for your support.
[00:29:49.947 --> 00:29:50.628]  Spread the word.
[00:29:50.628 --> 00:29:51.408]  Pray for the broadcast.
[00:29:51.408 --> 00:29:57.411]  And go now to InfoWarStore.com and get great products that keep the tip of the spear in the fight.
[00:30:00.157 --> 00:30:05.019]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:30:05.019 --> 00:30:14.483]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:30:14.483 --> 00:30:19.265]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:30:19.265 --> 00:30:29.770]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support you.
[00:30:29.770 --> 00:30:30.831]  I'm good to go.
[00:31:00.336 --> 00:31:07.102]  When I tell you we have the ultimate bone broth, hands down, this is the most concentrated, high quality bone broth there is.
[00:31:07.102 --> 00:31:10.745]  Concentrated chicken broth, patented amazing.
[00:31:10.745 --> 00:31:20.273]  Then a huge dose of chaga mushroom, a massive dose of beet pollen, a gigantic dose of highest quality turmeric, and then it just gets crazier from there.
[00:31:20.273 --> 00:31:21.454]  It's about to sell out.
[00:31:21.454 --> 00:31:22.955]  We haven't had it in stock for years.
[00:31:22.955 --> 00:31:24.877]  This first new run is about to sell out.
[00:31:24.877 --> 00:31:25.897]  Get it discounted right now.
[00:31:26.874 --> 00:31:30.257]  40% off at MFoneWorksStore.com and it funds our operation.
[00:31:30.257 --> 00:31:40.726]  And once you get addicted to it, once you get blown away by it, once you feel your joints and your energy and your stamina accelerate, then become a regular customer for Bone Broth, MFoneWorksStore.com.
[00:31:40.726 --> 00:31:49.213]  Whatever you do, spread the word about MFoneWorks, about the live show, and about all the other great products because these are great products that power your life plus they fund our operation.
[00:31:49.213 --> 00:31:51.515]  Go to MFoneWorksStore.com right now.
[00:31:51.515 --> 00:31:53.897]  We're selling out ultimate bone broth.
[00:31:59.842 --> 00:32:06.768]  Iodine is naturally acquired through the soil, which is at the foundation of our entire food supply.
[00:32:06.768 --> 00:32:15.757]  Modern farming techniques have stripped the soil of this essential trace element, which has caused an iodine deficiency in about half the population.
[00:32:15.757 --> 00:32:17.959]  And there are two things we need to do about it.
[00:32:18.579 --> 00:32:21.882]  We need to practice more regenerative farming.
[00:32:21.882 --> 00:32:30.408]  There are plenty of proven technologies in permaculture and biodynamics that will naturally keep the soil rich with iodine.
[00:32:30.408 --> 00:32:40.255]  And we need to ensure that we get the sufficient amount of iodine every day, derived from ancient sea salts found thousands of feet below the Earth's surface.
[00:32:40.815 --> 00:32:46.739]  Our InfoWars Life Survival Shield X3 is hands down the best.
[00:32:46.739 --> 00:32:52.803]  Pure nascent iodine, stabilized in an activated triiodine form.
[00:32:52.803 --> 00:33:01.489]  For a healthy thyroid and a healthy metabolism, get yours now at InfoWarsStore.com.
[00:33:01.489 --> 00:33:07.393]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:12.219 --> 00:33:13.360]  Big Brother.
[00:33:13.360 --> 00:33:15.160]  Mainstream media.
[00:33:15.160 --> 00:33:17.061]  Government cover-ups.
[00:33:17.061 --> 00:33:18.742]  You want to stop tyranny?
[00:33:18.742 --> 00:33:20.403]  Well, so does he.
[00:33:20.403 --> 00:33:25.385]  Live, from the Infowars.com studios, it's Alex Jones.
[00:33:25.385 --> 00:33:28.586]  It's a motor running.
[00:33:28.586 --> 00:33:31.888]  Headed on the highway.
[00:33:31.888 --> 00:33:34.829]  Looking for adventure.
[00:33:34.829 --> 00:33:38.651]  And whatever comes our way.
[00:33:38.651 --> 00:33:41.312]  Yeah, nothing's gonna make it happen.
[00:33:44.355 --> 00:33:50.899]  Fire all of your guns at once!
[00:33:50.899 --> 00:34:00.925]  Yep, they're getting ready for indictment number four in Georgia!
[00:34:00.925 --> 00:34:05.448]  Indictment, indictment, indictment, indictment, indictment, indictment, indictment!
[00:34:05.448 --> 00:34:10.851]  Woo!
[00:34:10.851 --> 00:34:12.232]  Fire all of your guns!
[00:34:15.363 --> 00:34:20.047]  Explode into space.
[00:34:20.047 --> 00:34:22.188]  We were born.
[00:34:22.188 --> 00:34:24.289]  Born to be wild.
[00:34:24.289 --> 00:34:26.551]  I can fly so high.
[00:34:26.551 --> 00:34:30.414]  I never wanna die.
[00:34:30.414 --> 00:34:31.494]  I got news for ya.
[00:34:31.494 --> 00:34:34.637]  You never got to die.
[00:34:34.637 --> 00:34:38.579]  We're supposed to be free and we're gonna be free.
[00:34:38.579 --> 00:34:41.401]  Alright folks, we got a lot to cover.
[00:34:41.401 --> 00:34:42.322]  Start your engines.
[00:34:45.973 --> 00:34:54.720]  I don't know how all this is going to end, but if you want to fight, you better believe you got one.
[00:34:54.720 --> 00:34:56.261]  Woo!
[00:34:56.261 --> 00:35:03.526]  Fire all of your guns at once and explode into space!
[00:35:03.526 --> 00:35:04.727]  We've drawn the enemy out.
[00:35:04.727 --> 00:35:06.188]  We've made them reveal themselves.
[00:35:06.188 --> 00:35:08.210]  Their numbers are tanking at every level.
[00:35:08.210 --> 00:35:10.751]  Our numbers are shooting up for humanities.
[00:35:10.751 --> 00:35:12.333]  We're not rolling over without a fight.
[00:35:13.393 --> 00:35:17.275]  And a funny thing happened once the fight got started.
[00:35:17.275 --> 00:35:22.418]  Once we stopped sleeping, we started winning.
[00:35:22.418 --> 00:35:33.485]  So let's go ahead and talk about what's going down.
[00:35:33.485 --> 00:35:34.706]  Look at these headlines right here.
[00:35:38.237 --> 00:35:42.980]  Donald Trump leads GOP race by historically insurmountable primary margin.
[00:35:42.980 --> 00:35:46.401]  Nobody has lost a primary after holding a lead like Trump's.
[00:35:46.401 --> 00:35:49.003]  The Washington Post.
[00:35:49.003 --> 00:35:50.784]  Here's another one.
[00:35:50.784 --> 00:35:55.847]  Nobody has lost a primary after holding a lead like Trump's.
[00:35:55.847 --> 00:36:05.432]  Legal experts warn Jack Smith's... Legal experts slam Jack Smith for bringing lousy case against Trump's disinformation indictment.
[00:36:05.432 --> 00:36:07.453]  Oh, you're not allowed to give disinformation, which by the way was true.
[00:36:09.124 --> 00:36:10.125]  But it's legal to give disinfo.
[00:36:10.125 --> 00:36:14.391]  I want to say the moon's made of Pillsbury dough boy dough and biscuit dough.
[00:36:14.391 --> 00:36:15.492]  I can say it.
[00:36:15.492 --> 00:36:20.699]  Jack Smith admits to making false claims in court in Trump case.
[00:36:20.699 --> 00:36:22.802]  Andrew Wiseman's running the whole show.
[00:36:22.802 --> 00:36:24.324]  A nice fella.
[00:36:24.324 --> 00:36:27.328]  We're going to be going over all of that.
[00:36:28.851 --> 00:36:34.676]  But then we see the media playing its race card all over the news, LA Times, CNN, Washington Post, you name it.
[00:36:34.676 --> 00:36:40.660]  Black people are presiding over Trump's fall is poetic justice.
[00:36:40.660 --> 00:36:53.310]  And they go to say, because he's such a white supremacist and so evil, the judge is black and most of the jury is black and they're going to preside over his destruction.
[00:36:53.310 --> 00:36:56.733]  Do I need to tell you that Donald Trump doubled the money for black colleges?
[00:36:58.396 --> 00:37:02.339]  I need to tell you that Trump did the reform, letting nonviolent criminals out of jail.
[00:37:02.339 --> 00:37:06.241]  I mean, it's preposterous.
[00:37:06.241 --> 00:37:08.483]  And you've got to be living under a rock.
[00:37:08.483 --> 00:37:12.305]  And the numbers show Trump got 30% of the black vote.
[00:37:12.305 --> 00:37:17.649]  That's triple what Republicans have gotten since the 70s.
[00:37:17.649 --> 00:37:19.770]  And the numbers are growing.
[00:37:19.770 --> 00:37:23.973]  Same with Hispanic Americans, even higher, 40-something percent.
[00:37:23.973 --> 00:37:27.896]  But there's all these headlines that he is a white supremacist.
[00:37:29.858 --> 00:37:34.640]  Former prosecutor, politic justice, the Trump judge will be a black woman and an immigrant.
[00:37:34.640 --> 00:37:36.200]  But none of that matters to her.
[00:37:36.200 --> 00:37:37.581]  Oh, sure.
[00:37:37.581 --> 00:37:43.463]  Kind of like they got illegal aliens being legalized in California, Illinois, you name it, to arrest citizens.
[00:37:43.463 --> 00:37:46.504]  That's a classic tyrant move to import people to rule over you.
[00:37:46.504 --> 00:37:51.966]  Black people presiding over Trump's fall is politic justice.
[00:37:51.966 --> 00:37:56.588]  Now, let's talk about what's really going on here.
