[00:00.000 --> 00:12.720]  The year is 2020.
[34:30.160 --> 34:36.440]  floorboards there's even nastier stuff starting to crawl out believe it because you're gonna
[34:36.440 --> 34:43.440]  see it that's one good thing about all this time for denials over baby we tried to stop
[34:43.440 --> 34:50.320]  all this for it got rolling it's rolling down the hill on us it's it's bad it's fiery but
[34:50.320 --> 34:57.120]  mostly peaceful though here's part of a report i think autos deserve to be looted and burned
[34:57.120 --> 35:01.320]  to the ground well it is a big corporation and they have insurance can you give me the
[35:01.320 --> 35:06.040]  definition of systemic racism i don't know the exact definition i don't read the exact
[35:06.040 --> 35:10.280]  definition of so you don't know the definition but you're gonna tell me that it exists yes
[35:10.280 --> 35:15.960]  it definitely does okay so where is a systemic issue where is a law that's in the system
[35:15.960 --> 35:22.160]  or is a policy that's in the system of systemic racism in our country i don't want to talk
[35:22.160 --> 35:30.560]  anymore what do you think of the black lives matter riots are they good bad i think they're
[35:30.560 --> 35:35.200]  well deserved because there's definitely is a lot of systematic racism still in the country
[35:35.200 --> 35:40.320]  you think autos deserve to be looted and burned to the ground well it is a big corporation
[35:40.320 --> 35:45.240]  and they have insurance so it didn't should be like i can't i can't speak on that because
[35:45.240 --> 35:49.680]  if i'm not black and i can't say what's right and what's wrong because i don't experience
[35:49.680 --> 35:53.920]  the racism that they do so because you're not black you can't say that autos own and
[35:53.920 --> 35:58.960]  their workers didn't do anything to deserve to be burned to the ground i can't say how
[35:58.960 --> 36:04.520]  other people feel it's not me experience the racism it's so if someone came to your home
[36:04.520 --> 36:08.960]  burnt your car took your money burnt your house down would you say well i can't tell
[36:08.960 --> 36:12.800]  them what's right and wrong because i'm not black i don't know how that feels no because
[36:12.800 --> 36:17.800]  then at that point becomes personal okay but at their point it's their personal know of
[36:17.800 --> 36:22.400]  what's happening it's not personal for the manager or the workers that work there for
[36:22.400 --> 36:26.680]  their their uh stuff to be destroyed their workplaces to be burnt to the ground do you
[36:26.680 --> 36:30.480]  see what i'm saying but they'll be compensated you won't be compensated if your house burned
[36:30.480 --> 36:35.880]  down but they'll be compensated from the company we don't know how insurance works i mean have
[36:35.880 --> 36:39.680]  you investigated that are you like for sure that's going to happen they're good with these
[36:39.680 --> 36:44.720]  riots they have insurance like if if they were to have a regular fire they have insurance
[36:44.720 --> 36:49.040]  so they can work they can support their workers if they're a good company they'll do that
[36:49.040 --> 36:53.480]  do you have insurance yes so it's okay if someone comes up and just smacks you in the
[36:53.480 --> 36:58.400]  face or knocks a tooth loose or breaks your nose you can go have insurance well i don't
[36:58.400 --> 37:03.040]  know that's what people felt like doing because they're because of racism because you have
[37:03.040 --> 37:08.160]  insurance it's okay but that's not what's happening there that is what's happening they're going
[37:08.160 --> 37:12.880]  up to hurting people but they're going up to big companies not going up to you in the
[37:12.880 --> 37:16.680]  street and beating you down they're going up to big companies that have no they aren't
[37:16.680 --> 37:19.880]  doing it to me because i'm not in the middle of these riots but they are going up to business
[37:19.880 --> 37:24.720]  owners black and white and they're killing them in the streets in portland a man almost
[37:24.720 --> 37:29.240]  lost his life because he was just trying to protect a woman that was out there getting
[37:29.240 --> 37:34.720]  beat up in these riots yeah and he was protecting them do you think that woman deserve that
[37:34.720 --> 37:38.680]  because they may have felt like they just they need to do that for racism they need
[37:38.680 --> 37:43.800]  to be protected so what doesn't deserve to be looted or burned down because of racism
[37:43.800 --> 37:49.840]  can you tell me the fine line so corporations yes mom and pop shops no yeah small businesses
[37:49.840 --> 37:55.040]  no because they don't have the insurance that auto zone does so what is it about insurance
[37:55.040 --> 38:00.480]  that makes something okay to burn down what's this magical word insurance that makes it
[38:00.480 --> 38:06.600]  okay to destroy property well it's okay to burn down but it's a fact of like the matter
[38:06.600 --> 38:10.960]  why it what it represents and what does auto zone represent in this black lives matter
[38:10.960 --> 38:15.120]  discussion what does auto represent to you what does it represent to you it's a company
[38:15.120 --> 38:20.200]  that someone built they they have workers there that need that to pay their bills and put
[38:20.200 --> 38:24.720]  food on the table for their family that's what that represents it represents a company
[38:24.720 --> 38:29.240]  that I can go to consensually and purchase things that I would need and in return I'm
[38:29.240 --> 38:34.560]  paying somebody salary that's only half the report it's it's excellent and this is black
[38:34.560 --> 38:41.920]  lives matter too white maybe he's a little Hispanic people obviously they look upper
[38:41.920 --> 38:47.160]  middle class very sheltered very delusional they're wearing fancy designer clothes you
[38:47.160 --> 38:52.680]  know they got thousand dollar cell phones in their pockets and they're like oh big corporations
[38:52.680 --> 38:56.800]  have insurance that drives up everybody's insurance and it's the big corporations that are funding
[38:56.800 --> 39:03.080]  black lives matter as a distraction from their slave shops in China but almost all the places
[39:03.080 --> 39:10.040]  getting burned are mom and pops and black owned businesses because the type of idiot scum
[39:10.040 --> 39:14.160]  that will go around randomly burning stuff are so stupid they don't even want to go a
[39:14.160 --> 39:20.680]  mile to somebody else's neighborhood they burn down their own because it's led by devil
[39:20.680 --> 39:27.640]  worshiping pedophiles devil worshiping pedophiles of the three people shot two of them killed
[39:27.640 --> 39:32.840]  one was a convicted child rapist of a twelve year old girl and the other was wearing a
[39:32.840 --> 39:42.840]  bath and that mask you know upside down pier star the goat it's always the same folks always
[39:42.840 --> 39:49.360]  devil worshiping pedophiles say it devil worshiping pedophiles devil worshiping pedophiles devil
[39:49.360 --> 39:52.520]  worshiping pedophiles that's our enemy devil worshiping pedophiles
[39:52.520 --> 40:14.920]  have you noticed the stench of bum piss in your leftist run neighborhoods the crap of
[40:14.920 --> 40:21.920]  dust mites in bum piss is a real thing and infowars store has the solution infowars has
[40:21.920 --> 40:27.640]  created the most powerful herbal lung cleanse and respiratory support product on the market
[40:27.640 --> 40:34.160]  with over a thousand types of mold and mildew toxic chemicals and yes dust mites our lung
[40:34.160 --> 40:40.480]  cleanse plus made with organic and wild cultivated herbs is just what you need to survive the
[40:40.480 --> 40:46.520]  unprecedented surge of bum piss and other toxic substances in liberal leftist cities
[40:46.520 --> 40:52.760]  everywhere order the infowars lifelong cleanse plus supplement today at info or store dot
[40:52.760 --> 40:59.440]  com the social engineers bet on you not having a memory more than anything they also bet
[40:59.440 --> 41:03.720]  is they constantly talk about it in their own words that you will adapt to being a slave
[41:03.720 --> 41:09.080]  that you will learn incrementally to submit so think about and remember the phases of
[41:09.080 --> 41:14.320]  the Fauci fraud remember that everything he said has been a premeditated lie they lied
[41:14.320 --> 41:19.960]  about where it came from they lied about person to person the UN covered it all up then exaggerated
[41:19.960 --> 41:28.120]  the death rate at 4% but it's actually 0.032 now and dropping then they set the test up
