[00:00:00.069 --> 00:00:01.290]  Welcome my friends.
[00:24:09.244 --> 00:24:15.408]  Star, best-selling author of the new book, Don't Start a Revolution Without Me, Jesse Ventura.
[00:24:15.408 --> 00:24:17.109]  Quick segment, long segment coming up.
[00:24:17.109 --> 00:24:18.749]  Plenty of time to talk to the governor.
[00:24:18.749 --> 00:24:21.011]  He's been gracious enough to give us a full hour today.
[00:24:21.011 --> 00:24:24.293]  Continuing with your CIA story, this is amazing.
[00:24:24.293 --> 00:24:27.654]  So you say to them, I want to know what your name is.
[00:24:27.654 --> 00:24:28.275]  How did it end?
[00:24:28.275 --> 00:24:29.996]  Did you ever even find out why they were there?
[00:24:30.892 --> 00:24:31.813]  Uh, not really.
[00:24:31.813 --> 00:24:40.380]  I think it was kind of like, uh, maybe like an interrogation for their students or whatever, or for their agents or whatever.
[00:24:40.380 --> 00:24:42.062]  I'm not really sure.
[00:24:42.062 --> 00:24:45.405]  But when I did go home that day, it troubled me a great deal.
[00:24:45.885 --> 00:24:46.465]  I don't know.
[00:25:02.057 --> 00:25:04.518]  And I figured if anybody would know, Dick would.
[00:25:04.518 --> 00:25:11.162]  So I called Dick out at Rogue Manor in Virginia, and I told him what had happened that day, and he kind of laughed at the other end.
[00:25:11.162 --> 00:25:13.984]  And I said, Dick, do you have any idea why they would do this?
[00:25:13.984 --> 00:25:18.146]  And he said, well, you know, I'm out of it now, and I'm out of touch with all that.
[00:25:18.146 --> 00:25:19.667]  But he said, I got a pretty good idea.
[00:25:19.667 --> 00:25:21.428]  And I said, well, give me yours.
[00:25:21.428 --> 00:25:24.570]  Because I said, I'm lost as to why this happened.
[00:25:24.570 --> 00:25:27.612]  And Dick was right when he said to me, they didn't see you coming.
[00:25:28.687 --> 00:25:42.810]  Because the CIA's job is to gather intelligence and then present what they predict is going to happen, and clearly they didn't see me winning in Minnesota, and I think they were very much concerned, is this a trend?
[00:25:42.810 --> 00:25:45.011]  Are there going to be more independent governors?
[00:25:45.011 --> 00:25:45.511]  That's right.
[00:25:45.511 --> 00:25:54.573]  That's what's happening here in the country of the United States, which is also interesting because the CIA is not to be operative within the United States, according to their charter.
[00:25:54.573 --> 00:25:57.374]  They're supposed to only be outside the United States.
[00:25:57.854 --> 00:26:04.879]  But now, in the name of anti-terror, they are trying to basically set up offices in major U.S.
[00:26:04.879 --> 00:26:09.702]  cities, and that's even come out, though they haven't passed a law in Congress saying they can do it.
[00:26:09.702 --> 00:26:13.744]  Well, let's remember this happened before 9-11.
[00:26:13.744 --> 00:26:14.585]  Absolutely.
[00:26:14.585 --> 00:26:17.266]  You know, 9-11 was a couple years later.
[00:26:17.266 --> 00:26:24.871]  I got elected in 98 and took office in 99, so this was, you know, within about a month and a half when I first took office in the year 1999.
[00:26:26.525 --> 00:26:29.946]  Why do you think they tried to deny it at first?
[00:26:29.946 --> 00:26:30.827]  I don't know.
[00:26:30.827 --> 00:26:32.768]  Well, you know them.
[00:26:32.768 --> 00:26:35.809]  They don't admit anything right away, you know.
[00:26:35.809 --> 00:26:40.871]  Only when they're cornered will they give you even a partial admittance to anything.
[00:26:40.871 --> 00:26:43.272]  That's the way they certainly operate, I would guess.
[00:26:44.130 --> 00:27:00.356]  Well, I have a sneaky suspicion they were trying to develop a relationship with you and then basically try to handle you or see if they could co-opt you and see if you were amenable, but then they should have at least given you their fake cover names and acted friendly.
[00:27:00.356 --> 00:27:05.158]  Frankly, I'm not very impressed, generally, with their analysts and the things that they do.
[00:27:05.158 --> 00:27:11.080]  I mean, they are just now figuring out that the mainstream media is dying and the alternative media is exploding.
[00:27:13.904 --> 00:27:29.168]  Well, probably because they have much more control over the mainstream media and didn't realize that the alternative media could rise up, but with the rise of the internet and things like that, which they don't have full control of right now, I could see that would be a great problem for them.
[00:27:29.168 --> 00:27:32.109]  The book also gets into your wife finding a bugging device.
[00:27:33.181 --> 00:27:46.454]  Well, yeah, it was very interesting because if they came into my home, my actual home, now you've got the governor's residence, which you use on certain formal occasions and you're certainly entitled to live there, but I chose not to.
[00:27:46.454 --> 00:27:52.921]  I mean, I'd use it for formal things, but I still maintained and had our horse ranch out in Maple Grove, Minnesota.
[00:27:52.921 --> 00:27:56.945]  But what they did is they came in and they installed a red phone.
[00:27:57.680 --> 00:27:59.721]  Which was, I understood why.
[00:27:59.721 --> 00:28:09.803]  It was a phone where if it was merely knocked off the hook, the local police would respond and would be there immediately, even though I had a guard trailer out in front of my ranch and all that.
[00:28:09.803 --> 00:28:26.987]  It's done for security reasons, but what was interesting was the entire time that I was governor, we had phone troubles all the time in my private phone, to where you'd hear a lot of clicking and a lot of this and that going on, and it got to the point where even my in-laws would call up and they would hear it.
[00:28:27.527 --> 00:28:28.668]  We're good to go.
[00:28:49.128 --> 00:28:53.129]  He kind of raised his eyebrows, and I won't say his name, but he said, oh yeah.
[00:28:53.129 --> 00:28:57.931]  He said, I used to have to put those things in periodically by government orders.
[00:28:57.931 --> 00:29:04.293]  And the other thing was, after they removed the red phone, we had real bad phone trouble.
[00:29:04.293 --> 00:29:11.955]  And when the actual phone company came out, they made the quote to us, we don't know what went on here, but we've never seen a setup like this.
[00:29:11.955 --> 00:29:14.296]  And it's all, you know, totally crazy here.
[00:29:14.296 --> 00:29:17.317]  When they tried to get me back onto my regular phone system.
[00:29:17.857 --> 00:29:18.838]  It's all in the book.
[00:29:18.838 --> 00:29:20.379]  Don't start the revolution without me.
[00:29:20.379 --> 00:29:22.121]  We haven't even scratched the surface.
[00:29:22.121 --> 00:29:26.904]  We're going to get into Jesse Ventura's view on the police state, the Patriot Act, the war, President Bush.
[00:29:26.904 --> 00:29:28.546]  Is he going to run for president?
[00:29:28.546 --> 00:29:31.288]  Or is he going to wait until this disaster is over and run in four years?
[00:29:31.288 --> 00:29:36.492]  Because whoever gets it now is going to be in deep trouble as the deep recession sets in.
[00:29:36.492 --> 00:29:39.454]  There is so much more coming up on the other side.
[00:29:39.454 --> 00:29:41.496]  We'll fire out some websites to the governor as well.
[00:29:44.557 --> 00:29:48.469]  We're on the march, the Empire's on the run.
[00:29:48.469 --> 00:29:51.176]  Alex Jones and the GCN Radio Network.
[00:29:55.051 --> 00:29:56.332]  I'm Dr. Bill Deagle, M.D.
[00:29:56.332 --> 00:29:58.754]  of the Nutrimedical Report here on Genesis.
[00:29:58.754 --> 00:30:01.796]  Allicin, a natural antibiotic from Allomax Nutraceuticals U.S.
[00:30:01.796 --> 00:30:02.536]  is a real thing.
[00:30:02.536 --> 00:30:09.541]  This amazing molecule is a stabilized antimicrobial antipathogenic killer from fresh, never-before-available garlic.
[00:30:09.541 --> 00:30:20.569]  Allicin molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites, TB, and it kills fleshy bacteria, MRSA, Acinetobacter infections that ravage our everyday health.
[00:30:20.569 --> 00:30:23.731]  Taken daily, it removes these stealth pathogens, clearing our bodies
[00:30:24.091 --> 00:30:24.591]  We're good.
[00:30:54.278 --> 00:30:57.220]  Hemp, the superfood for you and your family.
[00:30:57.220 --> 00:31:00.962]  Hemp has nutritional values that far exceed any known plant.
[00:31:00.962 --> 00:31:04.744]  Hemp, used for food, clothing, and shelter since time began.
[00:31:04.744 --> 00:31:11.828]  Hemp, this God-given food source is controlled by your government, making it not legal to grow for American people and farmers, but legal to import.
[00:31:12.168 --> 00:31:15.710]  Our Founding Fathers grew hemp because they knew of the benefits it offered.
[00:31:15.710 --> 00:31:19.893]  The protein powder, seeds, and oil are available through hempusa.org.
[00:31:19.893 --> 00:31:24.596]  Recommended daily intake of this food source will allow the body to heal itself from many ailments.
[00:31:24.596 --> 00:31:30.980]  Loaded with potassium, magnesium, calcium, essential fatty acids, amino acids, and nutrients not available in other plants.
[00:31:31.300 --> 00:31:31.520]  Hi, neighbor.
[00:31:57.662 --> 00:31:59.804]  We all know that knowledge is power.
[00:31:59.804 --> 00:32:03.527]  We've tried to give you knowledge to help you prepare for rough times.
[00:32:03.527 --> 00:32:08.851]  There's the worldwide famine and our country's dependence on often dangerous food imports.
[00:32:08.851 --> 00:32:11.353]  You know about genetically poisoned food.
[00:32:11.353 --> 00:32:17.678]  Two-thirds of the food is disappearing with the bees along with huge crop failures from all-time record water shortages.
[00:32:17.678 --> 00:32:21.321]  You know they're turning food into fuel with corn ethanol plants.
[00:32:22.282 --> 00:32:26.504]  If we do not control our food, food will be used to control us.
[00:32:26.504 --> 00:32:32.327]  Food control has been the plan historically in every enslaved population and is the plan for America.
[00:32:32.327 --> 00:32:41.051]  The only value of the knowledge you have to take control of your food is if you choose to get a supply while you still have the freedom to choose.
[00:32:41.051 --> 00:32:42.332]  Call 800-409-5633 on the web efoodsdirect.com.
[00:32:42.332 --> 00:32:42.652]  Call 800-409-5633.
[00:33:09.679 --> 00:33:13.744]  Let's get into immigration with Governor Ventura.
[00:33:13.744 --> 00:33:15.927]  New book just came out yesterday.
[00:33:15.927 --> 00:33:17.729]  Don't start a revolution without me.
[00:33:17.729 --> 00:33:21.293]  He kicked off his tour on Larry King last night and he's coming here second.
[00:33:21.293 --> 00:33:23.175]  We're honored to have him.
[00:33:23.175 --> 00:33:28.762]  Let's go ahead and play a clip, about a minute clip from Larry King live last night with Governor Ventura.
[00:33:29.770 --> 00:33:34.452]  Two days ago, I just finished a film called Woodshop up in Boulder, Colorado.
[00:33:34.452 --> 00:33:37.073]  So I'm back doing a little acting again, which is a lot of fun.
[00:33:37.073 --> 00:33:43.115]  But I'm living now at least half the year down in the Baja in Mexico, Larry.
[00:33:43.115 --> 00:33:49.478]  I live one hour from pavement and one hour from electricity, about 850 miles down there.
[00:33:49.478 --> 00:33:55.260]  And amazingly, I live with those brown-skinned people that frighten Lou Dobbs so much.
[00:33:56.100 --> 00:34:00.322]  I mean, there's these people that just strike fear into Lou Dobbs.
[00:34:00.322 --> 00:34:02.143]  I can assure Lou, they're great people.
[00:34:02.143 --> 00:34:03.223]  I live among them.
[00:34:03.223 --> 00:34:06.905]  Have you removed yourself from conventional society?
[00:34:06.905 --> 00:34:09.786]  In a way, yeah, because I'm off the grid.
[00:34:09.786 --> 00:34:11.227]  I live totally in a house.
[00:34:11.227 --> 00:34:12.708]  This is obviously by choice.
[00:34:12.708 --> 00:34:14.328]  Oh yes, absolutely by choice.
[00:34:14.328 --> 00:34:14.468]  Why?
[00:34:14.468 --> 00:34:15.669]  Why did you leave St.
[00:34:15.669 --> 00:34:17.270]  Paul and Minneapolis?
[00:34:17.270 --> 00:34:22.692]  Well, because I'm at the age, Larry, where I'm young enough yet to need another adventure.
[00:34:23.479 --> 00:34:27.801]  I'm young enough yet to need another adventure, absolutely.
[00:34:27.801 --> 00:34:31.463]  I lust after adventure, tied down to this radio microphone, but it is an adventure.
[00:34:31.463 --> 00:34:34.704]  We're going to talk to Jesse Ventura.
[00:34:34.704 --> 00:34:35.764]  Look, immigration.
[00:34:35.764 --> 00:34:36.845]  I like going to Mexico.
