[00:00:06.863 --> 00:00:10.267]  Excuse me?
[00:27:44.254 --> 00:27:47.636]  Like you pay in 75% taxes, but you actually get benefits back.
[00:27:47.636 --> 00:27:48.757]  No, no, no, no, no.
[00:27:49.810 --> 00:27:54.431]  They run the government on debt and take all the actual money and give it to offshore corporations.
[00:27:54.431 --> 00:27:55.411]  All of it.
[00:27:55.411 --> 00:27:56.331]  All of it.
[00:27:56.331 --> 00:28:01.952]  Ronald Reagan's own commission, 1981, found every cent of income tax goes to pay the debt.
[00:28:01.952 --> 00:28:05.473]  And they've got it all actuaried out where we only get deeper in debt.
[00:28:05.473 --> 00:28:07.753]  This is how we're being enslaved.
[00:28:07.753 --> 00:28:11.914]  Everyone knows you can pay for 19 years on a farm.
[00:28:11.914 --> 00:28:14.314]  And they put little clauses in there.
[00:28:14.314 --> 00:28:15.094]  The big banks do.
[00:28:15.094 --> 00:28:18.415]  If you don't go to a good bank, a local bank usually is better, because they live there.
[00:28:19.773 --> 00:28:24.955]  They'll try in the 20th year of the note to call it all in and take your property.
[00:28:24.955 --> 00:28:28.977]  That's why farmers always pile up their money and wait for the 19th, 20th year.
[00:28:28.977 --> 00:28:30.558]  Folks, that's what they want!
[00:28:30.558 --> 00:28:35.000]  The banks are loaning out fiat entries in a ballot sheet.
[00:28:35.000 --> 00:28:36.361]  In a folder.
[00:28:36.361 --> 00:28:37.261]  Now on a computer.
[00:28:37.261 --> 00:28:38.422]  Zeros and ones.
[00:28:38.422 --> 00:28:39.422]  Literally.
[00:28:39.422 --> 00:28:41.023]  They want your property.
[00:28:41.023 --> 00:28:43.364]  They want your capacity to produce property.
[00:28:43.364 --> 00:28:45.345]  They want your soul.
[00:28:46.618 --> 00:28:48.499]  They want it all.
[00:28:48.499 --> 00:28:49.979]  You're like, why are they so evil?
[00:28:49.979 --> 00:28:54.121]  They're in power because they have that nature.
[00:28:54.121 --> 00:29:00.303]  And if you know there's a corrupt system and fight it, you'll historically still be beaten, as Thomas Jefferson said.
[00:29:00.303 --> 00:29:03.604]  Even if you know about liberty and defend it, you probably can't keep it.
[00:29:03.604 --> 00:29:06.605]  It's so rare.
[00:29:06.605 --> 00:29:08.026]  America's never been perfect.
[00:29:08.026 --> 00:29:14.308]  It's been a journey in an attempt to find liberty, in an attempt to secure greater evolutions of freedom.
[00:29:15.768 --> 00:29:17.549]  True liberalism!
[00:29:17.549 --> 00:29:23.114]  The antithesis of everything Obama and his cohorts are!
[00:29:23.114 --> 00:29:28.398]  Just as the Democrats are even having to admit on CNN to keep their credibility, Obama's a tyrant!
[00:29:28.398 --> 00:29:29.639]  Of course he's a tyrant!
[00:29:29.639 --> 00:29:30.379]  Too late!
[00:29:30.379 --> 00:29:31.580]  People don't trust you anymore!
[00:29:31.580 --> 00:29:34.242]  We're going to play that clip.
[00:29:34.242 --> 00:29:37.264]  Go to your phone calls and more coming up in the next segment.
[00:29:37.264 --> 00:29:37.505]  800-259-9231.
[00:29:37.505 --> 00:29:38.085]  First time callers today.
[00:29:42.426 --> 00:29:49.476]  But this is good news, folks, that 94% of Americans know the government is bankrupt and evil.
[00:29:49.476 --> 00:29:50.878]  We're on the march.
[00:29:50.878 --> 00:29:53.421]  The empire's on the run.
[00:29:53.421 --> 00:29:56.105]  Alex Jones and the GCN Radio Network.
[00:30:00.598 --> 00:30:05.321]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:30:05.321 --> 00:30:08.443]  Why do we have the highest cancer rates on the planet?
[00:30:08.443 --> 00:30:14.007]  The highest rates of diabetes, autism, and every other major disease.
[00:30:14.007 --> 00:30:15.948]  It all comes down to one thing.
[00:30:15.948 --> 00:30:17.569]  We are what we eat.
[00:30:17.569 --> 00:30:22.253]  Our food is devoid of nutrition and processed with poisons and additives.
[00:30:22.253 --> 00:30:26.475]  Our water is filled with toxic poisons and big pharma runoff.
[00:30:26.475 --> 00:30:28.737]  All of this has been engineered by design.
[00:30:29.017 --> 00:30:35.240]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:30:35.240 --> 00:30:38.222]  To learn more, visit InfoWarsHealth.com.
[00:30:38.222 --> 00:30:45.286]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:30:45.286 --> 00:30:51.029]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:30:51.329 --> 00:30:57.494]  When you visit Infowarshealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:30:57.494 --> 00:30:59.996]  And get free shipping when you sign up for AutoShip.
[00:31:01.041 --> 00:31:07.665]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[00:31:07.665 --> 00:31:10.147]  Renowned author and expert, Joel Skousen.
[00:31:10.147 --> 00:31:10.507]  The U.S.
[00:31:10.507 --> 00:31:14.750]  isn't building huge underground bases and bunkers because of some terrorist threat.
[00:31:14.750 --> 00:31:17.712]  They know that a massive nuclear attack is coming.
[00:31:17.712 --> 00:31:19.213]  They want that attack to come.
[00:31:19.213 --> 00:31:25.397]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[00:31:25.765 --> 00:31:28.427]  What I tell people is that you do have time.
[00:31:28.427 --> 00:31:33.412]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[00:31:33.412 --> 00:31:40.838]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[00:31:41.158 --> 00:31:43.902]  There is no preparedness without strategy.
[00:31:43.902 --> 00:31:47.006]  This Christmas, give the gift of preparedness.
[00:31:47.006 --> 00:31:51.571]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[00:31:51.571 --> 00:31:56.177]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[00:32:00.100 --> 00:32:10.787]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:32:10.787 --> 00:32:12.829]  Guess what else is in the halogen family?
[00:32:12.829 --> 00:32:13.729]  Fluoride.
[00:32:13.729 --> 00:32:15.650]  Ladies and gentlemen, Alex Jones here.
[00:32:15.650 --> 00:32:22.215]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:32:22.215 --> 00:32:25.157]  It's the good halogen on the periodic table.
[00:32:25.157 --> 00:32:27.138]  And the results are on record.
[00:32:27.138 --> 00:32:28.119]  Reports documented.
[00:32:30.120 --> 00:32:30.680]  We're good.
[00:33:10.037 --> 00:33:14.921]  Defending the Republic from enemies, foreign and domestic.
[00:33:14.921 --> 00:33:16.482]  It's Alex Jones!
[00:33:37.213 --> 00:33:49.058]  Ladies and gentlemen, we are back live.
[00:33:49.058 --> 00:33:57.081]  Your phone calls are coming up for Jeff, California, Brian, Bruce, and many others that are patiently holding.
[00:33:59.178 --> 00:34:06.240]  By the way, I said this last night on the Sunday radio show, 4 to 6 p.m., only because 9 times out of 10 it's the case.
[00:34:06.240 --> 00:34:18.143]  The United States, on record, for more than 50 years, has done almost zero maintenance on the railways, and has not really built any new railways in this country.
[00:34:18.999 --> 00:34:27.661]  Other trains routinely go over 250 miles an hour in Japan and Germany and France, and their freight moves at over 100 miles an hour.
[00:34:27.661 --> 00:34:43.245]  My grandmother, getting her master's degree, would go three times a week from Teague, Texas, in East Texas, 100 miles to Houston in the morning, and then back in the evening, and the train went over 120 miles an hour in the early 1950s.
[00:34:49.907 --> 00:35:00.293]  Now if trains go above about 45 miles an hour, they begin rattling and gyrating because they don't put in new track, they don't put in new rail beds.
[00:35:00.293 --> 00:35:14.481]  I was talking to one of our crew members, CJ, and he said during the flooding in Austin a few weeks ago that he saw the train by his house completely washed out with no railroad ties and no gravel.
[00:35:16.337 --> 00:35:20.500]  And that the train was shooting by at 45 miles an hour or so.
[00:35:20.500 --> 00:35:23.021]  And I know, because I've got family that had been railroaders.
[00:35:23.021 --> 00:35:25.863]  Management, the whole nine yards, working at railroads, you name it.
[00:35:25.863 --> 00:35:27.324]  So that's why I know a little bit about railroads.
[00:35:27.324 --> 00:35:30.086]  Not that much, but more than the average person.
[00:35:30.086 --> 00:35:36.610]  And CJ seems to know what he's talking about as well, but he said it was flying over on just the metal rails.
[00:35:37.961 --> 00:35:40.063]  Just the steel rails.
[00:35:40.063 --> 00:35:43.766]  And this is indicative of what America is like.
[00:35:43.766 --> 00:35:48.829]  All the taxes, all the money go into select corporations, select groups.
[00:35:48.829 --> 00:35:51.572]  Everyone else is turned off.
[00:35:51.572 --> 00:35:55.855]  That's the problem with big government, folks, is that they distribute it where they want.
[00:35:57.501 --> 00:36:01.164]  And we have literally no infrastructure in this country.
[00:36:01.164 --> 00:36:10.111]  It's all been sent to only select corporate and industrial and academic and corporate combines.
[00:36:10.111 --> 00:36:14.515]  And I said yesterday, watch, they're going to try to blame the conductor.
[00:36:14.515 --> 00:36:24.663]  And now they're saying, well, witnesses said gravel was flying up on a troubled stretch of track in New York that people that work for the railroad have been told to shut up
[00:36:26.055 --> 00:36:30.434]  Don't complain about being on the track, and then they put Amtrak under pressure.
[00:36:32.082 --> 00:36:35.744]  And put other train services under pressure to go faster.
[00:36:35.744 --> 00:36:37.645]  This was a Bronx derailment.
[00:36:37.645 --> 00:36:40.446]  And so they fly off the rail beds.
[00:36:40.446 --> 00:36:45.688]  When my father worked for the railroad back in the early 1970s, there were horrible rail beds.
[00:36:45.688 --> 00:36:58.514]  He looks at them now and talks to railroaders he knows and they say that the company, here's the key, the company corporate people say, you will get that train up to 60 miles an hour and you will get that delivered.
[00:37:00.034 --> 00:37:01.454]  Or you're gonna lose your job.
[00:37:01.454 --> 00:37:04.255]  Just like a few years ago with BP.
[00:37:04.255 --> 00:37:16.297]  The BP executives in Houston gave orders from England that they were to dump water into a 30,000 super foot, 30,000 super deep well.
[00:37:16.297 --> 00:37:17.517]  15,000 feet is super deep, folks.
[00:37:17.517 --> 00:37:18.757]  They do 30,000 now.
[00:37:18.757 --> 00:37:28.579]  They were to literally go down 30,000 feet and don't dump concrete and proper mud, as they call it, in on top the shaft to keep it from blowing out under pressure.
[00:37:30.646 --> 00:37:34.789]  No, ladies and gentlemen, they told them you will dump seawater.
[00:37:34.789 --> 00:37:40.294]  And they had to fire two crews and relieve them and put them on helicopters.
[00:37:40.294 --> 00:37:41.015]  Two crews!
[00:37:41.015 --> 00:37:42.896]  This came out very early on.
[00:37:42.896 --> 00:37:44.658]  The media's like, we don't know what happened.
[00:37:44.658 --> 00:37:48.421]  They had to fire two crews.
[00:37:48.421 --> 00:37:53.145]  Where the chief engineers on the spot said, you cannot dump water on it, it will blow up.
