[00:00:00.169 --> 00:00:01.671]  Serious tax problem.
[01:32:55.259 --> 01:32:56.881]  Again, you're not alone.
[01:32:56.881 --> 01:32:58.403]  You've got Nationwide.
[01:32:58.403 --> 01:33:00.525]  Call Nationwide Tax Relief today at 1-800-958-2677.
[01:33:00.525 --> 01:33:00.766]  That's 1-800-958-2677.
[01:33:09.716 --> 01:33:14.079]  Hi, I'm George Riley and many of you know that for years I was a cardiovascular heart transplant nurse.
[01:33:14.079 --> 01:33:17.421]  Since that time I've educated myself on the importance of preventative care.
[01:33:17.421 --> 01:33:21.744]  It all begins with providing your heart and vascular system with the building blocks for good health.
[01:33:21.744 --> 01:33:25.767]  Strauss Heart Drops is the original formula that was copied by others but never duplicated.
[01:33:26.407 --> 01:33:31.972]  Strauss Heart Drops were developed by a master herbalist, Jim Strauss, after he suffered a heart attack in 1979.
[01:33:31.972 --> 01:33:35.135]  His doctor said he would only survive if he had heart bypass surgery.
[01:33:35.135 --> 01:33:36.436]  Then Jim said no.
[01:33:36.436 --> 01:33:41.160]  He developed Strauss Heart Drops, the formula that has been copied by others, but never been surpassed.
[01:33:41.160 --> 01:33:43.682]  Get the original Strauss Heart Drops, 4-ounce bottle, for only $79.99.
[01:33:45.263 --> 01:33:47.264]  Call the Power Hour at 877-817-9829.
[01:33:47.264 --> 01:33:48.084]  877-817-9829.
[01:33:48.084 --> 01:33:55.407]  You've probably heard about the other products that have tried to copy the Strauss formula?
[01:33:55.407 --> 01:33:57.648]  Well, get the original Strauss Heart Drops by calling 877-817-9829.
[01:33:57.648 --> 01:33:57.868]  That's 877-817-9829.
[01:33:57.868 --> 01:34:00.709]  Now you can really do your heart right with Strauss Heart Drops.
[01:34:00.709 --> 01:34:01.690]  Thank you for listening to GCN.
[01:34:13.883 --> 01:34:19.488]  Visit GCNlive.com today.
[01:34:19.488 --> 01:34:31.238]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:34:31.238 --> 01:34:40.767]  Alright, I promise to get to your calls, but let's play the next clip, where, uh, Danny Bonaduce,
[01:34:43.516 --> 01:34:50.723]  Calls for the killing of Rosie O'Donnell.
[01:34:50.723 --> 01:34:52.885]  She should be hung for treason.
[01:34:52.885 --> 01:35:00.531]  And I've had most of the big national neocons call for this in my case.
[01:35:00.531 --> 01:35:02.273]  It's just so sick.
[01:35:02.273 --> 01:35:09.940]  There was some big article written up by a newspaper earlier this week that called me a professional fear monger and that I'm delusional and Lou Dobbs is delusional and
[01:35:10.917 --> 01:35:16.322]  Jerome Corsi and Human Events have rolled out a daily delusional that there's no North American Union.
[01:35:16.322 --> 01:35:21.966]  It's like some ten-page article with all these posts saying we're crazy and dangerous and we're liars.
[01:35:21.966 --> 01:35:24.348]  I mean, that's like denying the sun came up.
[01:35:25.115 --> 01:35:27.137]  But the general public wants to be fooled.
[01:35:27.137 --> 01:35:30.179]  See, good propaganda just speaks to people's laziness.
[01:35:30.179 --> 01:35:31.120]  Oh, we're the good guys.
[01:35:31.120 --> 01:35:32.120]  We support the troops.
[01:35:32.120 --> 01:35:33.822]  America's doing a great job.
[01:35:33.822 --> 01:35:34.662]  Everything's fine.
[01:35:34.662 --> 01:35:35.723]  The economy's great.
[01:35:35.723 --> 01:35:36.403]  Don't listen to them.
[01:35:36.403 --> 01:35:41.307]  You think I'm going to get up here and say the economy's going in a bad direction because I want it to go down?
[01:35:41.307 --> 01:35:44.630]  No, I don't like the fact that it's in bad shape.
[01:35:44.630 --> 01:35:47.892]  But I'm not going to get up here and lie to you and create a false sense of security.
[01:35:47.892 --> 01:35:49.933]  Just take a third mortgage out.
[01:35:49.933 --> 01:35:52.155]  Just get in more debt.
[01:35:52.155 --> 01:35:53.356]  Everything's going to be fine.
[01:35:54.162 --> 01:35:59.046]  No, I'm mad that my money in the bank's been devalued now by over half.
[01:35:59.046 --> 01:36:02.549]  Don't email me and go, two weeks ago you said 47%.
[01:36:02.549 --> 01:36:06.893]  Now it's more than half, against British Sterling.
[01:36:06.893 --> 01:36:12.158]  And if you don't know what that means, just go look into currency devaluation, currency values.
[01:36:12.158 --> 01:36:15.420]  But here it is, Neocon, execute Rosie for questioning the government.
[01:36:15.420 --> 01:36:16.001]  Go ahead and roll it.
[01:36:18.863 --> 01:36:23.667]  Well, I think any corporation's main goal, we are a capitalist society.
[01:36:23.667 --> 01:36:31.572]  Personally, I think at this point, if anybody had a rope thick enough, I think that Rosie should be strung up for treason.
[01:36:31.572 --> 01:36:42.360]  But the point is, ABC is an entity in a capitalist society, and their first and foremost obligation is to earn money and pay taxes.
[01:36:42.360 --> 01:36:44.862]  So he's, I mean, there he is talking about stringing her up.
[01:36:44.862 --> 01:36:46.103]  Now, I don't have time to play all these.
[01:36:47.220 --> 01:36:49.841]  I've got radio show clips of her saying, kill her.
[01:36:49.841 --> 01:36:54.623]  In fact, I've got people here on the line who want to talk about people who have been talking about her.
[01:36:54.623 --> 01:36:58.885]  I've got Bill O'Reilly, and I've got the clip of this.
[01:36:58.885 --> 01:37:01.546]  Bill O'Reilly suggests throwing Mark Cuban in jail.
[01:37:01.546 --> 01:37:04.967]  He's the Mavericks owner, for those who don't know, who's financing loose change.
[01:37:04.967 --> 01:37:08.768]  The final cut that I'm involved in, and some of my footage is in it, and I'm consulting.
[01:37:08.768 --> 01:37:13.570]  Very honored to be involved with Charlie Sheen and Dylan Avery and all those guys.
[01:37:13.570 --> 01:37:16.111]  Corey Rowe and Jason Burmiss, good friends of mine.
[01:37:16.796 --> 01:37:20.258]  And I was glad to get those guys hooked up last June at our big L.A.
[01:37:20.258 --> 01:37:22.619]  symposium that we got on C-SPAN.
[01:37:22.619 --> 01:37:26.041]  I flew all the guys out there to meet Charlie and, boom, off the races.
[01:37:26.041 --> 01:37:27.602]  There they went.
[01:37:27.602 --> 01:37:42.910]  But loose change is to ask the questions and shows Building 7 and shows, you know, these serious issues that, by the way, in major polls, 84% of the American people, Angus and Reed, Wall Street Journal, ABC News poll last year, believe that there's a cover-up of 9-11.
[01:37:44.392 --> 01:37:50.037]  Now, the media likes to focus in on the Ohio, Scripps Howard University poll.
[01:37:50.037 --> 01:37:54.300]  36% believe total inside jobs, 68% believe cover-ups.
[01:37:54.300 --> 01:37:59.725]  So, you've got a problem, O'Reilly and the rest of you, and Bonaduce.
[01:37:59.725 --> 01:38:09.133]  By the way, Scarborough, why don't listeners go type in, why Scarborough left Congress?
[01:38:09.133 --> 01:38:10.394]  Why don't people
[01:38:12.142 --> 01:38:14.164]  Why don't people do that?
[01:38:14.164 --> 01:38:17.628]  Boy, you certainly are the type of person they want.
[01:38:17.628 --> 01:38:19.409]  Very compromised.
[01:38:19.409 --> 01:38:21.051]  Like Carrick.
[01:38:21.051 --> 01:38:25.636]  Now about to be indicted for lying about his resume to the Feds.
[01:38:25.636 --> 01:38:27.938]  That's who we'd have for Homeland Security.
[01:38:27.938 --> 01:38:29.419]  Probably better than Michael Chertoff.
[01:38:29.419 --> 01:38:32.142]  He's got dual citizenship.
[01:38:32.142 --> 01:38:34.104]  I just can't handle it anymore.
[01:38:34.104 --> 01:38:36.086]  I just can't handle it anymore, ladies and gentlemen.
[01:38:37.041 --> 01:38:38.624]  Let's go ahead and go to your calls.
[01:38:38.624 --> 01:38:41.508]  Let's talk to TJ in Wisconsin.
[01:38:41.508 --> 01:38:42.689]  TJ, you're on the air.
[01:38:42.689 --> 01:38:44.011]  Thanks for holding.
[01:38:44.011 --> 01:38:44.892]  How you doing today, Alex?
[01:38:44.892 --> 01:38:45.172]  Good.
[01:38:45.172 --> 01:38:46.254]  What's on your mind?
[01:38:46.254 --> 01:38:49.118]  I want to talk to you about Rosie, but first I just want to touch on Iran really quick.
[01:38:49.932 --> 01:38:53.514]  I don't know how people didn't see Iran coming with Iraq.
[01:38:53.514 --> 01:38:55.836]  That was the reason for no exit plan with Iraq.
[01:38:55.836 --> 01:38:58.958]  It's the same propaganda that they said in Israeli and U.S.
[01:38:58.958 --> 01:39:10.525]  Pentagon plans from the 80s, these are public, that they would break Iraq down, get sectarian violence going, just keep it from being first world, make it third world again to not be a leader, and use it as a launch base to go into Iran.
[01:39:10.525 --> 01:39:14.628]  And it's exactly... Iraq is a big aircraft carrier now.
[01:39:14.628 --> 01:39:19.311]  Yes, it's a perfect place to keep, you know, keep surveillance on and launch quick strikes against anywhere in the Middle East.
[01:39:20.612 --> 01:39:23.075]  Yeah, then it's not for American interest.
[01:39:23.075 --> 01:39:27.599]  It's for the interest of the private banks that own this country, that are gutting my beloved country!
[01:39:27.599 --> 01:39:28.800]  My beloved republic!
[01:39:28.800 --> 01:39:30.022]  You pieces of trash!
[01:39:30.022 --> 01:39:35.948]  Get your dirty New World Order hands off my country and quit posing like you're a bunch of pro-America patriots!
[01:39:35.948 --> 01:39:37.089]  You hate our troops!
[01:39:37.089 --> 01:39:38.250]  You hate America!
[01:39:38.250 --> 01:39:43.816]  They all need to be arrested for their high crimes and misdemeanors against this nation and the trillions they've stolen out of the...
[01:39:44.456 --> 01:39:45.136]  System!
[01:39:45.136 --> 01:39:47.377]  I'm telling you, not for people's free speech!
[01:39:47.377 --> 01:39:51.558]  They want to ban our free speech, they want to try to stop us, and they're not going to be able to!
[01:39:51.558 --> 01:39:58.719]  And as for Rosie, Rosie O'Donnell, all people have to do is wake up and watch that, and they can see the meteor spin.
[01:39:58.719 --> 01:40:00.940]  They totally spun the woman's words.
[01:40:00.940 --> 01:40:06.061]  Well, notice this, and I said three-plus weeks ago, before it even broke, I said, she's about to go public.
[01:40:06.061 --> 01:40:07.701]  You watch, I said, they're going to bite on it.
[01:40:08.513 --> 01:40:11.515]  Because they're 10-20 years behind in the propaganda system.
[01:40:11.515 --> 01:40:16.899]  They're still in the world where they had superiority with the talk stations and the TV and the print.
[01:40:16.899 --> 01:40:18.140]  They don't anymore.
[01:40:18.140 --> 01:40:19.501]  Their ratings are all dropping.
[01:40:19.501 --> 01:40:20.762]  They've been totally discredited.
[01:40:22.652 --> 01:40:24.153]  I knew they'd bite on her.
[01:40:24.153 --> 01:40:29.657]  They would ignore the former head of Europe, CIA section chief, Bill Christensen.
[01:40:29.657 --> 01:40:35.041]  They would ignore, I mean, these hundreds of credible people that have gone public saying total inside job.
[01:40:35.041 --> 01:40:37.563]  But they cannot ignore her because she is a loose cannon.
[01:40:37.563 --> 01:40:38.763]  She is a big mouth.
[01:40:38.763 --> 01:40:40.865]  But she put her facts out good on this.
[01:40:40.865 --> 01:40:41.866]  She focused on Building 7.
[01:40:42.626 --> 01:40:43.326]  That's true.
[01:40:43.326 --> 01:40:43.846]  They spun it.
[01:40:43.846 --> 01:40:46.307]  The news spun it.
[01:40:59.702 --> 01:41:04.544]  Saddam knows that people are all good and innocent, and it's America who's bad, and that's not what she said.
[01:41:04.544 --> 01:41:05.384]  She never said that.
[01:41:05.384 --> 01:41:11.507]  She said, she said, I don't agree with Iran, and we don't know what the truth is, but this looks like a setup because they've done it over and over again.
[01:41:11.507 --> 01:41:16.408]  And now it comes out the British changed the map to claim Iranian waters.
[01:41:16.408 --> 01:41:17.049]  Right, exactly.
[01:41:17.049 --> 01:41:20.210]  That's the former head of the British Maritime Administration.
[01:41:20.210 --> 01:41:22.911]  The guy that could, the expert on this.
[01:41:23.755 --> 01:41:24.316]  Exactly.
[01:41:24.316 --> 01:41:28.420]  She said that, you know, our newspaper... And this isn't out of some pinko publication.
[01:41:28.420 --> 01:41:29.861]  Hell, the pinkos are for the war.
[01:41:29.861 --> 01:41:32.824]  The Democrats are more warmongering than the Republicans right now.
[01:41:32.824 --> 01:41:34.826]  This is out of a conservative British newspaper.
[01:41:35.447 --> 01:41:37.148]  Yeah, our words have been getting spin crazy.
[01:41:37.148 --> 01:41:42.510]  She said that, you know, our media here in the United States totally demonizes the whole entire country of people.
[01:41:42.510 --> 01:41:44.950]  She never once said she sympathized with its leaders.
[01:41:44.950 --> 01:41:46.011]  And she went on to say that.
[01:41:46.011 --> 01:41:50.392]  She said, I'm not talking about the fact that we have the whole thing up on PrisonPlanet.com.
[01:41:50.392 --> 01:41:57.415]  You can go in there, and on the right-hand side, it's got Rosie Goes Public on The View, and that's from, you know, back Wednesday or whenever she did it.
[01:41:57.415 --> 01:42:03.117]  You can go there and actually watch the whole 11-minute segment that they did on the subject.
[01:42:03.821 --> 01:42:13.034]  And you can actually hear what they really said, not what Scarborough and Fox and all these Pentagon minions did.
[01:42:13.034 --> 01:42:14.957]  Let's go ahead and jam a few more in here.
[01:42:14.957 --> 01:42:17.721]  I just can't tell who's been holding the longest.
[01:42:17.721 --> 01:42:19.163]  Going back to the old phone system in here.
[01:42:19.798 --> 01:42:21.540]  Well, let's talk to Carl.
[01:42:21.540 --> 01:42:23.842]  You're on the air, go ahead, calling from Liberty Hill.
[01:42:23.842 --> 01:42:27.646]  Alex, God knows who's really created treason.
[01:42:27.646 --> 01:42:28.327]  You're a hero.
[01:42:28.327 --> 01:42:29.328]  You're a patriot.
[01:42:29.328 --> 01:42:33.432]  Don't worry about the enemies or the people that are calling through your head.
[01:42:33.432 --> 01:42:34.172]  Keep the faith.
[01:42:34.172 --> 01:42:35.614]  You're doing excellent work.
[01:42:35.614 --> 01:42:37.736]  No, that only confirms to me who they are.
[01:42:37.736 --> 01:42:38.937]  Well, you're doing excellent work.
[01:42:38.937 --> 01:42:40.739]  Sean David Morton was on.
[01:42:40.739 --> 01:42:43.622]  George Norrie, I know you've been on George's show a lot.
[01:42:44.123 --> 01:42:44.764]  I don't think so.
[01:42:55.595 --> 01:42:59.597]  And they're going to have it in position, it's got a timetable, and they're going to go in.
[01:42:59.597 --> 01:43:08.740]  And I'm wondering whether it's going to be an escalation situation after this British thing, whether that's the Gulf of Tompkins kind of affair to get us, get the ball rolling.
[01:43:08.740 --> 01:43:10.881]  And what about if we do go in?
[01:43:10.881 --> 01:43:20.665]  Because he said this whole thing is set up, it's the biggest, they're using foreign intelligence sources to say this is the biggest build-up since when we went into Iraq four years ago.
[01:43:20.665 --> 01:43:24.267]  The aircraft carriers are there, all of this stuff was built up before the British incident.
[01:43:26.128 --> 01:43:29.249]  No, no, I agree with you, sir.
[01:43:29.249 --> 01:43:30.169]  I appreciate the call.
[01:43:30.169 --> 01:43:35.970]  Let me come back, because I said I'd do this, and I didn't really articulate it fully.
[01:43:35.970 --> 01:43:42.251]  I said that I'd get into this, how this is a trap for America, and I kind of got off into it and then ran into Blake again.
[01:43:42.251 --> 01:43:48.492]  I'm going to come back and explain the long-term strategia that was brought up by Bozsignia Brzezinski that the caller was mentioning.
[01:43:48.492 --> 01:43:52.593]  All right, we'll be right back with the final segment.
[01:43:52.593 --> 01:43:53.193]  Stay the course.
[01:43:56.598 --> 01:43:56.778]  Yeah.
[01:44:08.775 --> 01:44:15.917]  Craig Walcott, chartered financial consultant and host of the Dead Doctors Don't Lie radio program and million-dollar earner in the network marketing field since 1989.
[01:44:15.917 --> 01:44:18.278]  I certainly know what it takes to succeed.
[01:44:18.278 --> 01:44:23.919]  I also know without proper tools, your chance for significant income in the network marketing field can quickly fade.
[01:44:23.919 --> 01:44:30.121]  The sad truth is that 99% of the people who enter network marketing will never spend the time nor money to develop the skills they need.
[01:44:30.121 --> 01:44:32.741]  That's where MLM Incorporated steps in.
[01:44:32.741 --> 01:44:35.122]  No matter what network marketing venture you're involved in,
[01:44:35.422 --> 01:44:35.983]  I think so.
[01:44:53.163 --> 01:44:53.643]  We're good to go.
[01:45:09.657 --> 01:45:11.718]  Hi, Steve Shank, Fearless Task Force.
[01:45:11.718 --> 01:45:15.039]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:45:15.039 --> 01:45:17.880]  It's smart that you're getting going at your food supplies.
[01:45:17.880 --> 01:45:26.642]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:45:26.642 --> 01:45:27.743]  An example?
[01:45:27.743 --> 01:45:31.464]  In 24 hours, clementine oranges doubled in price.
[01:45:31.464 --> 01:45:34.605]  If you intend to start or finish your supply, call immediately.
[01:45:34.605 --> 01:45:37.866]  When you call, tell them how many adults and how many years of food you need.
[01:45:38.621 --> 01:45:44.446]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:45:44.446 --> 01:45:46.168]  Money is not the problem.
[01:45:46.168 --> 01:45:47.689]  Availability is.
[01:45:47.689 --> 01:45:49.791]  Be careful when food supplies get short.
[01:45:49.791 --> 01:45:54.075]  With no future, many retailers ship real trash to supply you.
[01:45:54.075 --> 01:45:56.196]  For safe food you can trust, call 800-409-5633.
[01:45:56.196 --> 01:45:57.117]  On the web, efoodsdirect.com.
[01:45:57.117 --> 01:45:57.157]  800-409-5633.
[01:46:10.834 --> 01:46:22.329]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[01:46:22.329 --> 01:46:25.813]  The revolutionary Berkey Light removes pathogenic bacteria.
[01:46:26.073 --> 01:46:26.533]  We're good to go!
[01:46:53.643 --> 01:46:56.206]  Get the Berkey Light Purifier for only $279.
[01:46:56.206 --> 01:46:56.807]  Call New Millennium 888-803-4438.
[01:46:56.807 --> 01:46:57.127]  That's 888-803-4438.
[01:46:57.127 --> 01:46:58.429]  Or order on the web at berkeywater.com.
[01:46:58.429 --> 01:46:59.310]  Not yet available in Iowa.
[01:47:08.929 --> 01:47:09.809]  Attention gardeners!
[01:47:09.809 --> 01:47:12.410]  This is an urgent GCN self-reliance update.
[01:47:12.410 --> 01:47:16.952]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[01:47:16.952 --> 01:47:24.814]  It's called Proto-Gro and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[01:47:25.134 --> 01:47:28.258]  Now here's the best part for our listeners who garden for self-reliance.
[01:47:28.258 --> 01:47:35.907]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set creating maximum plant growth in minimum time.
[01:47:35.907 --> 01:47:41.473]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[01:47:41.533 --> 01:47:41.713]  Yes.
[01:47:41.713 --> 01:47:47.558]  Proto-Gro's full-spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[01:47:47.558 --> 01:47:51.101]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[01:47:51.101 --> 01:47:54.683]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[01:47:54.683 --> 01:47:59.767]  GCN listeners who want to grow dirt-cheap superfoods should visit the Proto-Gro website at growlikecrazy.com.
[01:47:59.767 --> 01:48:02.690]  That's www.growlikecrazy.com or call 877-327-0365.
[01:48:02.690 --> 01:48:02.870]  That's 877-327-0365.
[01:48:11.781 --> 01:48:14.442]  You're listening to GCN.
[01:48:14.442 --> 01:48:19.685]  The Genesis Communications Radio Network.
[01:48:19.685 --> 01:48:21.625]  Raging for the truth.
[01:48:21.625 --> 01:48:23.666]  Exposing corruption.
[01:48:23.666 --> 01:48:27.168]  Dismantling the false left-right paradigm.
[01:48:27.168 --> 01:48:29.769]  He's Alex Jones.
[01:48:29.769 --> 01:48:31.530]  Well, this two hours always goes quick.
[01:48:33.897 --> 01:48:36.838]  Websites again are PrisonPlanet.com and InfoWars.com.
[01:48:36.838 --> 01:48:37.759]  Continual coverage.
[01:48:37.759 --> 01:48:44.002]  Got some of the best analysts and writers working seven days a week with multiple updates daily.
[01:48:44.002 --> 01:48:45.002]  And I'm also a filmmaker.
[01:48:45.002 --> 01:48:45.963]  I've made 15 films.
[01:48:45.963 --> 01:48:50.385]  My latest film went as high as number 8 on the Amazon chart earlier this year.
[01:48:50.385 --> 01:48:54.647]  It's Terror Storm, a history of government-sponsored terrorism.
[01:48:54.647 --> 01:48:57.628]  You can get a copy at InfoWars.com or by calling toll-free 888-253-3139.
[01:48:57.628 --> 01:48:58.909]  Have the high-quality digital
[01:49:02.558 --> 01:49:09.145]  Film, I authorize you to make copies for non-profit educational purposes to wake others up about the history of government-sponsored terror.
[01:49:09.145 --> 01:49:17.853]  All the admissions of where our government and other governments admit they've staged terror attacks as a pretext to start wars and invade enemies and control populations.
[01:49:17.853 --> 01:49:18.694]  Alright, here's the bottom line.
[01:49:19.836 --> 01:49:24.678]  Of the 100 biggest economies, 46, it was 44, now it's 46 of them are corporations.
[01:49:24.678 --> 01:49:30.620]  They have their own intelligence agencies, their own lobbyists, their own mercenaries.
[01:49:30.620 --> 01:49:32.921]  They have bought off our government.
[01:49:32.921 --> 01:49:44.806]  They have paid the government off to basically, for the last 50 years, through the comprehensive annual financial report system, to transfer the people's wealth into investments that's off-budget, off-government.
[01:49:44.806 --> 01:49:46.426]  They now are the government.
[01:49:46.426 --> 01:49:48.387]  Now they're erasing the Bill of Rights and Constitution.
[01:49:49.036 --> 01:49:53.752]  Now they want the European Union to be the center dynamo in all of this.
[01:49:54.865 --> 01:50:03.393]  But they need to be able to take over more countries to restrict the flow of oil, to be able to make higher profits, and there's a bunch of other reasons.
[01:50:03.393 --> 01:50:04.674]  It's also a wartime economy.
[01:50:04.674 --> 01:50:07.796]  They want to have the threat of terrorism, to have a domestic police state.
[01:50:07.796 --> 01:50:12.040]  They want to go and invade Muslim countries to actually generate real terrorism, not just government-sponsored.
[01:50:12.040 --> 01:50:13.081]  It's called P-2-O-G.
[01:50:13.081 --> 01:50:15.143]  It's a Pentagon-slash-Israeli plan.
[01:50:15.143 --> 01:50:20.207]  It's worked very well to actually go kill people and get them to then attack you, and you call it terrorism to create a real enemy.
[01:50:21.822 --> 01:50:22.723]  And so the U.S.
[01:50:22.723 --> 01:50:23.883]  acts as the Soviet Union.
[01:50:23.883 --> 01:50:25.584]  The very same banks that run our country.
[01:50:25.584 --> 01:50:28.686]  In 1917, the British financed Lenin.
[01:50:28.686 --> 01:50:29.927]  And that's part of the history.
[01:50:29.927 --> 01:50:30.767]  That's mainstream history.
[01:50:30.767 --> 01:50:31.708]  We can read it.
[01:50:31.708 --> 01:50:33.889]  To then bring down the British royalties.
[01:50:33.889 --> 01:50:35.570]  Cousins, the Tsars.
[01:50:35.570 --> 01:50:38.371]  And then they let the Soviets play the part of the bad guy.
[01:50:38.371 --> 01:50:39.952]  Take over land, take over nations.
[01:50:39.952 --> 01:50:42.854]  At the end of World War II, we gave them half of Europe.
[01:50:42.854 --> 01:50:44.495]  And then they killed more people than Hitler had.
[01:50:45.343 --> 01:50:46.344]  It's the same thing today.
[01:50:46.344 --> 01:50:49.626]  Now, we're like the old Soviet Union, owned by the very same people.
[01:50:49.626 --> 01:50:50.327]  We're being used.
[01:50:50.327 --> 01:50:54.369]  I mean, worldwide, we've gone from most loved to most hated.
[01:50:54.369 --> 01:50:58.672]  All the truth comes out overseas, but not about their own country, just about us.
[01:50:58.672 --> 01:51:02.575]  And we get the blame for everything while we expand the New World Order.
[01:51:02.575 --> 01:51:04.696]  Then we fall into third-world-dom.
[01:51:04.696 --> 01:51:05.657]  Our economy's blown out.
[01:51:05.657 --> 01:51:07.978]  Our dollars merged with the Amero.
[01:51:07.978 --> 01:51:10.380]  We go fully into the North American Union in the next ten years.
[01:51:10.760 --> 01:51:11.921]  That's how we're being set up.
[01:51:11.921 --> 01:51:12.882]  It's all a big trap.
[01:51:30.024 --> 01:51:32.865]  And, uh, Iran would be a first-world nation.
[01:51:32.865 --> 01:51:40.687]  You could go, you know, I guarantee they'd have Disneyland there if our government hadn't overthrown their country and put in a dictator and led to all the things you now see there today.
[01:51:40.687 --> 01:51:45.669]  And, really, what our elite's done in our name to Iran is nothing less than mass murder.
[01:51:45.669 --> 01:51:51.631]  Blowing up their airplanes, bombing their ships, putting the Shah in, who tortured to death over 200,000 people conservatively.
[01:51:51.631 --> 01:51:52.311]  All right.
[01:51:52.311 --> 01:51:53.792]  Again, I'm not siding with Iran, folks.
[01:51:53.792 --> 01:51:55.892]  I'm giving you the geopolitical model.
[01:51:55.892 --> 01:51:58.333]  And the very people that did that there are doing that to our country.
[01:51:59.120 --> 01:52:03.822]  Let's go ahead and talk to Rock in New York.
[01:52:03.822 --> 01:52:05.082]  Thanks for holding her on the air.
[01:52:05.082 --> 01:52:07.183]  Hello.
[01:52:07.183 --> 01:52:08.663]  Yes, go ahead.
[01:52:08.663 --> 01:52:15.186]  Hi, this is Mark from New York, and I just wanted to thank you for taking my phone call.
[01:52:15.186 --> 01:52:27.790]  I was listening to one of the stations here, a radio station on AM, and Lionel, the Lionel Show, he came out in favor of Rosie O'Donnell.
[01:52:30.637 --> 01:52:39.300]  I know that's a pretty big syndicated show.
[01:52:39.300 --> 01:52:51.325]  Well it's good that that happened because every other major TV and I mean literally folks we're talking it's on Fox ten times a day it's on MSNBC four times a day it's on CNN three times a day it's all I mean on when it's on the front page of AOL
[01:52:52.574 --> 01:52:58.517]  Because I've got AOL on one of my computers just so I can see what the general dumbed-down public is seeing, and it's the top story.
[01:52:58.517 --> 01:53:04.780]  I mean, this sucker is big, and we told you three weeks ago it was going to be breaking, and so we need to stand up for her.
[01:53:04.780 --> 01:53:06.041]  Thanks for the call, sir.
[01:53:06.041 --> 01:53:16.086]  Even if you disagree with Rosie O'Donnell, which I don't, I totally agree with her on this issue, not much else, then you should still fight to the death for her right to say it.
[01:53:16.972 --> 01:53:21.356]  And it is true that you should go outside the media, not to get the truth, but to get different perspectives.
[01:53:21.356 --> 01:53:27.541]  Because the truth, you know, you get the truth by studying a lot of different areas, a lot of different facets.
[01:53:27.541 --> 01:53:33.066]  Publications, news, legislation, insiders, mainstream news, alternative news.
[01:53:33.066 --> 01:53:34.307]  That's what I do.
[01:53:34.307 --> 01:53:35.208]  That's why we're cutting edge.
[01:53:35.208 --> 01:53:39.612]  I mean, we really do a pretty darn good job for the financing we've got and the personnel we've got.
[01:53:39.612 --> 01:53:41.453]  And I'm here on Sundays, man.
[01:53:41.453 --> 01:53:42.935]  I work seven days a week.
[01:53:42.935 --> 01:53:44.096]  I got home at 2 a.m.
[01:53:44.096 --> 01:53:44.496]  last night.
[01:53:45.988 --> 01:53:48.151]  I pulled up my driveway at 2 a.m.
[01:53:48.151 --> 01:53:50.273]  last night, and I was up at 9 this morning.
[01:53:50.273 --> 01:53:51.734]  I spent a few hours with my family.
[01:53:51.734 --> 01:53:52.936]  Precious time.
[01:53:52.936 --> 01:53:58.241]  Believe me, I don't like the fact that I'm about to go into my studio right now and work on the new film I'm doing, but I've got to do it for this country.
[01:53:58.241 --> 01:53:59.363]  I've got to fight these people.
[01:53:59.363 --> 01:54:03.587]  I mean, when you learn how evil they are and what they're doing to America, I love this.
[01:54:03.587 --> 01:54:06.490]  I'm the guy who starts crying when they sing the Star Spangled Banner.
[01:54:06.490 --> 01:54:07.872]  I love the red, white, and blue.
[01:54:08.746 --> 01:54:19.569]  And I will defend what it really stands for, not some corporate facsimile of fake patriotism, and then they all juxtapose everything against the kook liberals, who we know are a bunch of kooks, and say, well, aren't you with the conservatives?
[01:54:19.569 --> 01:54:20.929]  They're not conservative.
[01:54:20.929 --> 01:54:23.990]  They're there to neutralize you, and most of them are on Pentagon payroll.
[01:54:23.990 --> 01:54:24.670]  Don't know about that?
[01:54:24.670 --> 01:54:27.551]  Type in 1.6 billion in fake news into Google.
[01:54:27.551 --> 01:54:29.191]  Let's take three final calls here.
[01:54:29.191 --> 01:54:29.931]  We can jam them in.
[01:54:29.931 --> 01:54:31.572]  Let's talk to Jeff in Michigan.
[01:54:31.572 --> 01:54:34.012]  You're on the air, Jeff, and we'll go to Lewis in Hello.
[01:54:34.012 --> 01:54:34.692]  Go ahead.
[01:54:34.692 --> 01:54:35.512]  Hi, Alex.
