[00:00.000 --> 00:17.000]  Resistance to Tyrants is obedience to God, it's Alex Jones.
[01:36:13.000 --> 01:36:15.000]  We have evil people out there who want to do bad things.
[01:36:15.000 --> 01:36:17.000]  So they hate us for our freedom.
[01:36:17.000 --> 01:36:18.000]  They hate us for our way of life
[01:36:18.000 --> 01:36:20.000]  and you need to be able to protect yourself.
[01:36:20.000 --> 01:36:22.000]  And it's also a great way to go out and have fun.
[01:36:22.000 --> 01:36:24.000]  Plus, it's cool.
[01:36:24.000 --> 01:36:25.000]  Hey, it's real life.
[01:36:25.000 --> 01:36:26.000]  ISIS is real.
[01:36:26.000 --> 01:36:28.000]  Things are, people actually want to kill you.
[01:36:28.000 --> 01:36:29.000]  People want to go into your house
[01:36:29.000 --> 01:36:31.000]  and kill your kids and do horrible, horrible things to you.
[01:36:31.000 --> 01:36:33.000]  It's the sad reality of life.
[01:36:33.000 --> 01:36:35.000]  The sad reality of life is we have a president
[01:36:35.000 --> 01:36:37.000]  that goes to Japan and apologizes
[01:36:37.000 --> 01:36:40.000]  for the bombing of Hiroshima and Nagasaki
[01:36:40.000 --> 01:36:43.000]  and doesn't talk about the fact that it started somewhere else
[01:36:43.000 --> 01:36:45.000]  by another group.
[01:36:45.000 --> 01:36:46.000]  Come on.
[01:36:46.000 --> 01:36:48.000]  Hey, man, you're in D.C.
[01:36:48.000 --> 01:36:50.000]  Go raise some hell about it.
[01:36:50.000 --> 01:36:51.000]  Oh, I have been today.
[01:36:51.000 --> 01:36:53.000]  That's one of the main questions I asked people
[01:36:53.000 --> 01:36:54.000]  what they thought about that.
[01:36:54.000 --> 01:36:56.000]  The fact that we have a commander in chief
[01:36:56.000 --> 01:36:58.000]  that bows down to other leaders
[01:36:58.000 --> 01:37:00.000]  and then also apologizes
[01:37:00.000 --> 01:37:02.000]  for things that we didn't even start.
[01:37:02.000 --> 01:37:03.000]  But guess what?
[01:37:03.000 --> 01:37:04.000]  America, the red, white and blue shirt,
[01:37:04.000 --> 01:37:05.000]  I'll finish it.
[01:37:05.000 --> 01:37:06.000]  Right on.
[01:37:06.000 --> 01:37:07.000]  Well, I'll tell you what.
[01:37:07.000 --> 01:37:08.000]  Also, since I have to plug this hour
[01:37:08.000 --> 01:37:09.000]  because it's very important,
[01:37:09.000 --> 01:37:11.000]  infowarslife.com, infowarsstore.com,
[01:37:11.000 --> 01:37:13.000]  I actually got a sheet right here
[01:37:13.000 --> 01:37:15.000]  and I said, wait a minute.
[01:37:15.000 --> 01:37:17.000]  I didn't realize this all still going on.
[01:37:17.000 --> 01:37:19.000]  30% off supermail vitality.
[01:37:19.000 --> 01:37:20.000]  You've got...
[01:37:20.000 --> 01:37:21.000]  Actually, the list is extensive.
[01:37:21.000 --> 01:37:22.000]  Let me read it to you.
[01:37:22.000 --> 01:37:26.000]  You've got 20% off, 30% off supermail vitality,
[01:37:26.000 --> 01:37:28.000]  30% off vitamin mineral fusion,
[01:37:28.000 --> 01:37:30.000]  20% off apparel,
[01:37:30.000 --> 01:37:32.000]  and 30% off liver shield.
[01:37:32.000 --> 01:37:33.000]  All right.
[01:37:33.000 --> 01:37:35.000]  On infowarslife.com,
[01:37:35.000 --> 01:37:37.000]  this is like basically a Christmas sale.
[01:37:37.000 --> 01:37:40.000]  The idea is, buy it for a veteran.
[01:37:40.000 --> 01:37:43.000]  They've been messed with
[01:37:43.000 --> 01:37:45.000]  in many ways health-wise.
[01:37:45.000 --> 01:37:47.000]  A lot of sad sad states
[01:37:47.000 --> 01:37:49.000]  that a lot of veterans are in,
[01:37:49.000 --> 01:37:52.000]  chronic conditions, and so on and so forth,
[01:37:52.000 --> 01:37:53.000]  not saying this is related to that,
[01:37:53.000 --> 01:37:55.000]  not giving any medical advice.
[01:37:55.000 --> 01:37:57.000]  But go to infowarslife.com,
[01:37:57.000 --> 01:37:59.000]  get the vitamin mineral fusion,
[01:37:59.000 --> 01:38:02.000]  multivitamin powder, 30% off supermail vitality,
[01:38:02.000 --> 01:38:03.000]  buy far the best product,
[01:38:03.000 --> 01:38:06.000]  30% off that I've used for my own health
[01:38:06.000 --> 01:38:08.000]  in conjunction with things like vitamin mineral fusion
[01:38:08.000 --> 01:38:09.000]  and liver shield.
[01:38:09.000 --> 01:38:11.000]  Do the declans.
[01:38:11.000 --> 01:38:12.000]  Get detox.
[01:38:12.000 --> 01:38:14.000]  The time is now 30% off.
[01:38:14.000 --> 01:38:17.000]  This is a weekend-only sale for Memorial Day
[01:38:17.000 --> 01:38:19.000]  and 20% off all apparel.
[01:38:19.000 --> 01:38:21.000]  So definitely check that out.
[01:38:21.000 --> 01:38:23.000]  Biggs, thanks so much for joining us.
[01:38:23.000 --> 01:38:25.000]  You've definitely been on fire today.
[01:38:25.000 --> 01:38:26.000]  You got some rage in your heart
[01:38:26.000 --> 01:38:28.000]  from all the madness going on.
[01:38:28.000 --> 01:38:29.000]  So thanks so much.
[01:38:29.000 --> 01:38:30.000]  Roger that.
[01:38:30.000 --> 01:38:31.000]  Hashtag handcuff, Hillary.
[01:38:31.000 --> 01:38:33.000]  Hashtag Hillary for Prison 2016.
[01:38:33.000 --> 01:38:35.000]  Make sure you get your Hillary for Prison t-shirt.
[01:38:35.000 --> 01:38:37.000]  That way I can see the next event and spot you out
[01:38:37.000 --> 01:38:39.000]  and give you a shake your hand and say, man, awesome job.
[01:38:39.000 --> 01:38:40.000]  There you go.
[01:38:40.000 --> 01:38:41.000]  Biggs can't be stopped.
[01:38:41.000 --> 01:38:42.000]  He can't be stopped.
[01:38:42.000 --> 01:38:43.000]  He can't be stopped.
[01:38:43.000 --> 01:38:44.000]  Negative.
[01:38:44.000 --> 01:38:45.000]  All right.
[01:38:45.000 --> 01:38:46.000]  Right on.
[01:38:46.000 --> 01:38:47.000]  Thanks for the fun.
[01:38:47.000 --> 01:38:48.000]  All right.
[01:38:48.000 --> 01:38:50.000]  So now we're going to cover some news
[01:38:50.000 --> 01:38:53.000]  and also a reminder that today,
[01:38:53.000 --> 01:38:55.000]  you know, it's a wild day.
[01:38:55.000 --> 01:38:56.000]  Biggs is on fire.
[01:38:56.000 --> 01:38:59.000]  This morning I passed an insane kidney stone
[01:38:59.000 --> 01:39:02.000]  and I'm still here because I absolutely 100% want to be
[01:39:02.000 --> 01:39:03.000]  joining you on the airwaves
[01:39:03.000 --> 01:39:05.000]  and I just can't stop myself either.
[01:39:05.000 --> 01:39:07.000]  So first and foremost,
[01:39:07.000 --> 01:39:10.000]  the device that eavesdrops on the voices in your head,
[01:39:10.000 --> 01:39:11.000]  mind-reaching machine,
[01:39:11.000 --> 01:39:14.000]  could soon turn your secret thoughts into speech.
[01:39:14.000 --> 01:39:16.000]  So this is apparently a machine
[01:39:16.000 --> 01:39:18.000]  that is going to turn what you think
[01:39:18.000 --> 01:39:20.000]  into verbal linguistics.
[01:39:20.000 --> 01:39:22.000]  A mind-reading machine that can translate thoughts
[01:39:22.000 --> 01:39:24.000]  into speech is coming closer to reality.
[01:39:24.000 --> 01:39:26.000]  The research has been ongoing for several years
[01:39:26.000 --> 01:39:28.000]  and recently scientists successfully managed
[01:39:28.000 --> 01:39:30.000]  to play back a word that someone is thinking
[01:39:30.000 --> 01:39:32.000]  by monitoring their brain activity.
[01:39:32.000 --> 01:39:34.000]  Well, there remains a long way to go.
[01:39:34.000 --> 01:39:36.000]  They say this could help victims of stroke
[01:39:36.000 --> 01:39:38.000]  and others with speech paralysis
[01:39:38.000 --> 01:39:39.000]  to communicate with their loved ones.
[01:39:39.000 --> 01:39:41.000]  You know what's interesting to me?
[01:39:41.000 --> 01:39:44.000]  I never like to default to the, you know,
[01:39:44.000 --> 01:39:46.000]  the so-called conspiracy angle,
[01:39:46.000 --> 01:39:50.000]  but yeah, they're definitely only going to use this
[01:39:50.000 --> 01:39:52.000]  to help people with strokes communicate
[01:39:52.000 --> 01:39:53.000]  with their families.
[01:39:53.000 --> 01:39:54.000]  Come on.
[01:39:54.000 --> 01:39:57.000]  It reminds me of the technology that MIT was looking at
[01:39:57.000 --> 01:40:00.000]  where they could take a high-res video
[01:40:00.000 --> 01:40:03.000]  and ping it with some type of laser technology
[01:40:03.000 --> 01:40:06.000]  or something and determine what was being said
[01:40:06.000 --> 01:40:08.000]  in the room by just something like a vase
[01:40:08.000 --> 01:40:10.000]  or like a water bottle which has high vibrations
[01:40:10.000 --> 01:40:13.000]  based on what's happening in the room.
[01:40:13.000 --> 01:40:15.000]  So they could ping this high-res video
[01:40:15.000 --> 01:40:18.000]  or shoot it directly in the room
[01:40:18.000 --> 01:40:20.000]  and determine what you were saying
[01:40:20.000 --> 01:40:23.000]  based on the video or the pinging
[01:40:23.000 --> 01:40:26.000]  of something like a flower vase in the room.
[01:40:26.000 --> 01:40:29.000]  Now, imagine a world in which we live in
[01:40:29.000 --> 01:40:32.000]  with a machine that is capable of translating
[01:40:32.000 --> 01:40:35.000]  your thoughts into speech, right?
[01:40:35.000 --> 01:40:39.000]  Imagine they could take video of a room
[01:40:39.000 --> 01:40:42.000]  and ping it and determine what you're saying
[01:40:42.000 --> 01:40:46.000]  and then they could also translate your thoughts
[01:40:46.000 --> 01:40:47.000]  into speech.
[01:40:47.000 --> 01:40:50.000]  You don't have to be a crazy tinfoil hat person
[01:40:50.000 --> 01:40:53.000]  to think about a world in which it's going to be
[01:40:53.000 --> 01:40:55.000]  very, very sad that we cannot have our own opinions
[01:40:55.000 --> 01:40:57.000]  and thoughts someday down the road
[01:40:57.000 --> 01:41:00.000]  and hopefully it does not come to that.
[01:41:00.000 --> 01:41:02.000]  But yes, it's to help victims of stroke
[01:41:02.000 --> 01:41:04.000]  and obviously it has that utility.
[01:41:04.000 --> 01:41:05.000]  Obviously it does.
[01:41:05.000 --> 01:41:07.000]  But if they're also publishing things
[01:41:07.000 --> 01:41:09.000]  like the MIT, I believe it was some type
[01:41:09.000 --> 01:41:11.000]  of clandestine group in the government
[01:41:11.000 --> 01:41:13.000]  or whatever that was in conjunction making it,
[01:41:13.000 --> 01:41:16.000]  pinging the room and getting what you can say from a vase,
[01:41:16.000 --> 01:41:19.000]  that's obviously if they're publicly announcing
[01:41:19.000 --> 01:41:21.000]  that they have that type of technology,
[01:41:21.000 --> 01:41:23.000]  something they've been using for a while
[01:41:23.000 --> 01:41:25.000]  and you could only imagine the insane operations
[01:41:25.000 --> 01:41:28.000]  overseas using those type of technologies.
[01:41:28.000 --> 01:41:29.000]  Pretty crazy.
[01:41:29.000 --> 01:41:31.000]  On the larger side of things,
[01:41:31.000 --> 01:41:33.000]  protein jab to stop heart attacks,
[01:41:33.000 --> 01:41:35.000]  injection brings hope for sufferers.
[01:41:35.000 --> 01:41:37.000]  This is from the Sunday Express.
[01:41:37.000 --> 01:41:39.000]  British researchers have found a way to use
[01:41:39.000 --> 01:41:41.000]  a natural protein to repair damaged heart tissue.
[01:41:41.000 --> 01:41:44.000]  One million UK patients could benefit
[01:41:44.000 --> 01:41:46.000]  with the breakthrough expected to save
[01:41:46.000 --> 01:41:48.000]  tens of thousands of lives each year.
[01:41:48.000 --> 01:41:50.000]  The research team led by Professor Ken
[01:41:50.000 --> 01:41:52.000]  discovered a naturally occurring protein,
[01:41:52.000 --> 01:41:55.000]  setikins, which can stimulate a unique type of heart
[01:41:55.000 --> 01:41:57.000]  cell to repair the injured tissue.
[01:41:57.000 --> 01:41:59.000]  So I guess they go ahead and inject you.
[01:41:59.000 --> 01:42:01.000]  Researchers will now try and find the best way
[01:42:01.000 --> 01:42:03.000]  of delivering the protein to heart attack patients
[01:42:03.000 --> 01:42:05.000]  in the form of a drug which they should be
[01:42:05.000 --> 01:42:08.000]  commercially available within three to five years.
[01:42:08.000 --> 01:42:10.000]  So tens of thousands of people could be saved from that.
[01:42:10.000 --> 01:42:13.000]  Hopefully it won't cost $9 million.
[01:42:13.000 --> 01:42:15.000]  And the CEO of the pharmaceutical company
[01:42:15.000 --> 01:42:18.000]  that jacks up the price won't go on
[01:42:18.000 --> 01:42:20.000]  public record and laugh at you.
[01:42:20.000 --> 01:42:23.000]  Of course, I'm talking about the guy,
[01:42:23.000 --> 01:42:27.000]  the Martin Shkreli, who jacked up through his company
[01:42:27.000 --> 01:42:31.000]  allegedly the price of the drug for HIV patients
[01:42:31.000 --> 01:42:33.000]  that prevented parasitic infections,
[01:42:33.000 --> 01:42:36.000]  if I recall correctly, and he went up from like,
[01:42:36.000 --> 01:42:40.000]  what was it, $17 to $700 or something like that.
[01:42:40.000 --> 01:42:42.000]  And the look on his face when they interrogated him
[01:42:42.000 --> 01:42:46.000]  about it in Congress was very, very disturbing
[01:42:46.000 --> 01:42:48.000]  and concerning.
[01:42:48.000 --> 01:42:50.000]  And we talk about Memorial Day,
[01:42:50.000 --> 01:42:52.000]  we talk about what people are dealing with
[01:42:52.000 --> 01:42:54.000]  when they go overseas to fight throughout the wars
[01:42:54.000 --> 01:42:55.000]  and everything like that.
[01:42:55.000 --> 01:42:58.000]  And you can't help but think about ISIS.
[01:42:58.000 --> 01:42:59.000]  ISIS.
[01:42:59.000 --> 01:43:01.000]  Is ISIS just not the most embodiment
[01:43:01.000 --> 01:43:04.000]  of complete insane evil generated
[01:43:04.000 --> 01:43:06.000]  by everything we've done over there in the Middle East?
[01:43:06.000 --> 01:43:09.000]  ISIS fighters seem to be trying to sell sex slaves online.
[01:43:09.000 --> 01:43:12.000]  This is their newest ex-capade.
[01:43:12.000 --> 01:43:14.000]  A woman is young, perhaps 18, with olive skin
[01:43:14.000 --> 01:43:16.000]  and dark bangs and the droop under her face.
[01:43:16.000 --> 01:43:19.000]  In the Facebook photo, she attempts to sm-
[01:43:19.000 --> 01:43:22.000]  Plus, emails between Hillary and her top aide, Huma,
[01:43:22.000 --> 01:43:24.000]  proved that Clinton really didn't want
[01:43:24.000 --> 01:43:26.000]  the State Department looking at her private emails.
[01:43:26.000 --> 01:43:29.000]  And that's why she set up her own homebrew server.
[01:43:29.000 --> 01:43:32.000]  Now, even the Washington Post is calling her actions
[01:43:32.000 --> 01:43:35.000]  inexcusable and a willful disregard for the rules.
[01:43:35.000 --> 01:43:38.000]  And an exasperated panel on MSNBC's Morning Joe
[01:43:38.000 --> 01:43:40.000]  slammed Hillary Clinton Friday,
[01:43:40.000 --> 01:43:42.000]  wondering why none of her aides have told her
[01:43:42.000 --> 01:43:45.000]  to stop telling lies regarding the email scandal.
[01:43:45.000 --> 01:43:47.000]  Are we finally witnessing the end
[01:43:47.000 --> 01:43:49.000]  of the Clinton's cozy relationship with the media?
[01:43:49.000 --> 01:43:52.000]  Will we finally be able to handcuff Hillary?
[01:43:52.000 --> 01:44:21.000]  Lee and Mac are reporting for infowars.com.
[01:44:22.000 --> 01:44:26.000]  Right now, prepare with Survival Shield X2 nascent iodine.
[01:44:26.000 --> 01:44:29.000]  In the month of May, we are urging our listeners and viewers
[01:44:29.000 --> 01:44:30.000]  to get prepared.
[01:44:30.000 --> 01:44:34.000]  And the most important item is Survival Shield X2 nascent iodine.
[01:44:34.000 --> 01:44:38.000]  That's why we're offering 20% off at infowarslife.com
[01:44:38.000 --> 01:44:40.000]  until the month ends.
[01:44:40.000 --> 01:44:42.000]  The globalists do not want us to be self-sufficient.
[01:44:42.000 --> 01:44:46.000]  It is key that we be prepared and able to take care of ourselves.
[01:44:46.000 --> 01:44:49.000]  One of those incredibly important items is nascent iodine.
[01:44:49.000 --> 01:44:52.000]  Prepare with Survival Shield X2 nascent iodine
[01:44:52.000 --> 01:44:55.000]  and get 20% off at infowarslife.com.
[01:44:55.000 --> 01:45:24.000]  Take action today.
[01:45:25.000 --> 01:45:51.000]  Take action today.
[01:45:51.000 --> 01:46:18.000]  Take action today.
[01:46:18.000 --> 01:46:47.000]  Take action today.
[01:46:47.000 --> 01:47:14.000]  Take action today.
[01:47:14.000 --> 01:47:43.000]  Take action today.
[01:47:43.000 --> 01:47:44.000]  Take action today.
[01:48:13.000 --> 01:48:42.000]  Take action today.
[01:48:42.000 --> 01:48:43.000]  Take action today.
[01:49:12.000 --> 01:49:41.000]  Take action today.
[01:49:41.000 --> 01:49:42.000]  Take action today.
[01:50:11.000 --> 01:50:12.000]  Take action today.
[01:50:41.000 --> 01:50:42.000]  Take action today.
[01:51:11.000 --> 01:51:12.000]  Take action today.
[01:51:41.000 --> 01:51:42.000]  Take action today.
[01:52:11.000 --> 01:52:12.000]  Take action today.
[01:52:41.000 --> 01:52:42.000]  Take action today.
[01:53:11.000 --> 01:53:12.000]  Take action today.
[01:53:41.000 --> 01:53:42.000]  Take action today.
[01:54:11.000 --> 01:54:12.000]  Take action today.
[01:54:41.000 --> 01:54:42.000]  Take action today.
[01:55:11.000 --> 01:55:12.000]  Take action today.
[01:55:41.000 --> 01:55:42.000]  Take action today.
[01:56:11.000 --> 01:56:12.000]  Take action today.
[01:56:41.000 --> 01:56:42.000]  Take action today.
[01:56:42.000 --> 01:57:11.000]  Take action today.
[01:57:12.000 --> 01:57:13.000]  Take action today.
[01:57:42.000 --> 01:57:43.000]  Take action today.
