[00:00.000 --> 00:06.000]  Waging War on Corruption.
[01:44:10.000 --> 01:44:14.400]  stress support formula that has your back against life's daily inconveniences
[01:44:14.400 --> 01:44:19.320]  made with ancient ingredients used for thousands of years happy's can help you
[01:44:19.320 --> 01:44:25.120]  take back the day with our powerhouse formula happy's can be an important part
[01:44:25.120 --> 01:44:29.440]  of your daily supplement routine with poor diet and the constant on and off of
[01:44:29.440 --> 01:44:33.960]  your work life it's more important than ever to support your body in the fight
[01:44:33.960 --> 01:44:39.080]  against stress with powerful ingredients combined to help support the mind and
[01:44:39.080 --> 01:44:44.760]  body happy's helps support during stress promotes overall well-being and helps
[01:44:44.760 --> 01:44:49.680]  support your mood don't live your life bogged down help your body overcome the
[01:44:49.680 --> 01:44:54.200]  effects of daily stress and pressure today with happy's from info wars store
[01:44:54.200 --> 01:45:01.040]  dot com info wars life is bringing you a breakthrough in modern medicine
[01:45:01.040 --> 01:45:06.240]  introducing pollen block we have found an extraordinary new natural way to
[01:45:06.240 --> 01:45:10.600]  alleviate seasonal distress symptoms including promoting clear nasal and
[01:45:10.600 --> 01:45:16.280]  sinus passageways eye comfort and respiratory function in the 1960s
[01:45:16.280 --> 01:45:20.200]  researchers in France noticed that people who ate certain quail eggs
[01:45:20.200 --> 01:45:24.880]  experience less seasonal immune and inflammatory responses they began
[01:45:24.880 --> 01:45:29.120]  studying this effect in published trials and decades later we now have the
[01:45:29.120 --> 01:45:33.600]  fruit of this research a fast-acting chewable tablet that helps alleviate
[01:45:33.600 --> 01:45:38.680]  seasonal distress symptoms pollen block is natural and effective it is not an
[01:45:38.680 --> 01:45:42.760]  antihistamine in fact current research has found that it actually acts by
[01:45:42.760 --> 01:45:47.240]  blocking the activity of triptase which is an enzyme that amplifies immune and
[01:45:47.240 --> 01:45:51.800]  inflammatory responses in the body go outside and enjoy the air you breathe
[01:45:51.800 --> 01:45:56.680]  head to info wars life calm and grab a pack of our pollen block chewable
[01:45:56.680 --> 01:46:01.680]  tablets for those of us that are the tip of the spear we're being targeted to
[01:46:01.680 --> 01:46:05.720]  take out the leadership that's the globalist only hope so when you support
[01:46:05.720 --> 01:46:08.920]  info wars when you spread our articles and videos when you buy products at
[01:46:08.920 --> 01:46:12.280]  info wars store.com you are literally not just supporting info wars and free
[01:46:12.280 --> 01:46:15.760]  speech and standing in defiance against Soros and Hillary and the rest of these
[01:46:15.760 --> 01:46:20.880]  people but you are standing for your own future and your own best shot of having
[01:46:20.880 --> 01:46:24.520]  an early warning system in America to stand against these individuals when you
[01:46:24.520 --> 01:46:28.480]  order products at info wars store.com you fund not just an American revolution
[01:46:28.480 --> 01:46:31.920]  but a global revolution against tyranny and we have the biggest specials ever
[01:46:31.920 --> 01:46:35.600]  running throughout to the end of the year as part of a total store clearance
[01:46:35.600 --> 01:46:40.240]  every order gets a free t-shirt every order gets free shipping every order
[01:46:40.240 --> 01:46:45.520]  gets 50 to 75% off in total clearance and that funding allows us to go into the
[01:46:45.520 --> 01:46:49.360]  new year on sure footing to fund ourselves throughout the first part of
[01:46:49.360 --> 01:46:53.400]  the year to not just fight but to expand we're on the march the empires on the
[01:46:53.400 --> 01:46:59.240]  run I salute you all now please take action at info wars store.com
[01:47:00.240 --> 01:47:05.800]  you're listening to the Alex Jones show
[01:47:05.800 --> 01:47:22.840]  from the front lines of the information war it's Alex Jones
[01:47:35.800 --> 01:47:59.160]  so in the last week or so it's come out that Kevin Spacey released a YouTube
[01:47:59.160 --> 01:48:04.360]  video saying you really miss me you want me back and that he was making threats
[01:48:04.360 --> 01:48:08.640]  the establishment saying do you want to really go here and I've been really
[01:48:08.640 --> 01:48:14.520]  busy I knew that Kevin Spacey document cam shot police for TV viewers had had
[01:48:14.520 --> 01:48:18.920]  flown on Jeffrey Epstein's pedophile plane with Bill Clinton many many times
[01:48:18.920 --> 01:48:23.920]  and I knew that he was a high-level globalist who hung out with the Queen
[01:48:23.920 --> 01:48:28.000]  of England and Prince Charles and men you don't get in their club unless you're
[01:48:28.000 --> 01:48:34.080]  a pedophile just like the Pope this is a vampiric group of your radio listener
[01:48:34.080 --> 01:48:38.400]  we're showing mainstream news headlines about the pedophilia so I think Kevin
[01:48:38.400 --> 01:48:44.800]  Spacey is a fricking dirtbag but Robert Mueller on record protected Jeffrey
[01:48:44.800 --> 01:48:49.600]  Epstein for a decade as an informant for the Clinton run FBI setting men up
[01:48:49.600 --> 01:48:53.040]  with underage girls that's mainstream news if you're a radio listener you've
[01:48:53.040 --> 01:48:58.720]  got Bureau of Investigation documents on-screen when I expose this media he
[01:48:58.720 --> 01:49:03.640]  goes Joan says Mueller is a child molester and blah blah no I'm saying he
[01:49:03.640 --> 01:49:12.280]  covers up for him so again if you're a TV viewer you can see all this but you've
[01:49:12.280 --> 01:49:17.760]  got the five-minute Kevin Spacey video coming out after Nantucket and he
[01:49:17.760 --> 01:49:23.360]  gropes on reportedly some 23 year old who really was 18 years old but the
[01:49:23.360 --> 01:49:30.600]  issue here is this is how they're using blackmail to control people and a good
[01:49:30.600 --> 01:49:34.760]  boil down to this is from question everything on YouTube channel Kevin
[01:49:34.760 --> 01:49:39.320]  Spacey's threatening the elitist and I went and looked where he says you know
[01:49:39.320 --> 01:49:42.960]  I'm coming after you if you keep doing this he drinks a cup the Queen of England
[01:49:42.960 --> 01:49:46.440]  gave him saying she was pledged to him and he's been involved I know with the
[01:49:46.440 --> 01:49:52.800]  Royals who are obsessed with pedophilia so and there's the whole background on
[01:49:52.800 --> 01:49:57.560]  that I mean it is it is confirmed that's how they control people so this
[01:49:57.560 --> 01:50:01.440]  nightmare situation goes from bad to worse so let's play a little bit of his
[01:50:01.440 --> 01:50:05.800]  creepy statement last week and then let's go to part of this report from
[01:50:05.800 --> 01:50:13.960]  question everything here it is and besides I know what you want you want
[01:50:13.960 --> 01:50:18.760]  me back of course some believed everything and I've just been waiting
[01:50:18.760 --> 01:50:23.000]  with baited breath to hear me confess it all they're just dying to have me
[01:50:23.000 --> 01:50:28.200]  declare that everything said is true and that I got what I deserved wouldn't
[01:50:28.200 --> 01:50:34.000]  that be easy if it was all so simple only you and I both know it's never that
[01:50:34.000 --> 01:50:38.560]  simple not in politics and not in life but you wouldn't believe the worst without
[01:50:38.560 --> 01:50:44.840]  evidence would you you wouldn't rush to judgments without facts would you did
[01:50:44.840 --> 01:50:53.080]  you know not you you're smarter that's part of the five minute video that's
[01:50:53.080 --> 01:50:56.040]  been everywhere but I held back I wanted to research it before I made
[01:50:56.040 --> 01:50:59.240]  statements and everybody was like oh my god it's threats the elite look out
[01:50:59.240 --> 01:51:03.400]  blah blah and then I saw the coffee cup given to him five years ago by the
[01:51:03.400 --> 01:51:07.640]  Queen of England and we field each other and he says hey you better watch out
[01:51:07.640 --> 01:51:12.320]  you're all go down if I go down this next video from question everything we're
[01:51:12.320 --> 01:51:15.800]  gonna play part of it right now really illustrates this because listen he's on
[01:51:15.800 --> 01:51:19.280]  planes with Jeffrey Epstein he's on planes the Bill Clinton he's involved
[01:51:19.280 --> 01:51:25.600]  with Jerry you know I mean I mean not just Epstein but all the other big
[01:51:25.600 --> 01:51:31.280]  people that are in the news that have been caught raping women molesting women
[01:51:31.280 --> 01:51:42.080]  attacking women and others so let's go and go this report here it is a lot now
[01:51:42.080 --> 01:51:47.520]  most of the insinuations are difficult to follow however once I saw the cup he
[01:51:47.520 --> 01:51:53.000]  was holding it all kicked into place the cup has the royal crest on it and
[01:51:53.000 --> 01:51:58.520]  states throughout all my life and with all my heart I shall strive to be worthy
[01:51:58.520 --> 01:52:04.920]  of your trust Her Majesty Queen Elizabeth the second follow me down this
[01:52:04.920 --> 01:52:10.040]  rabbit hole because I think it will leave you satisfied and I believe that I
[01:52:10.040 --> 01:52:15.400]  will prove that this video was anything but a desperate plea to get his job back
[01:52:15.400 --> 01:52:20.160]  take a look at the flight log from Jeffrey Epstein's plane the disgusting
[01:52:20.160 --> 01:52:26.240]  pedophile plane dubbed the Lolita Express it will see that Kevin Spacey flew
[01:52:26.240 --> 01:52:33.240]  with Bill Clinton on four occasions and then again you've got Harvey Weinstein
[01:52:33.240 --> 01:52:37.680]  on the same aircraft flights to these pedophile islands and you've got Kevin
[01:52:37.680 --> 01:52:41.680]  Spacey hanging out with Prince Charles and the Queen of England all of them
[01:52:41.680 --> 01:52:47.480]  when the Queen of England shunned not Prince Charles but the other one is on
[01:52:47.480 --> 01:52:56.640]  the airplane with Andrew is on Prince Andrew is on the airplane with Kevin
[01:52:56.640 --> 01:53:00.920]  Spacey and Bill Clinton Harvey Weinstein I mean these are a bunch of
[01:53:00.920 --> 01:53:08.320]  psychotic jerks and then he's begging for help on television he's saying help me
[01:53:08.320 --> 01:53:14.240]  here's my cup you gave me you love me your son is on the plane with me
[01:53:14.240 --> 01:53:20.400]  Bill Clinton's on the plane with me Harvey Weinstein's on why are you
[01:53:20.400 --> 01:53:27.600]  doing this and if you're a radio listener we're putting mainstream news
[01:53:27.600 --> 01:53:32.480]  articles on screen showing all this I wouldn't say this if it wasn't already
[01:53:32.480 --> 01:53:40.640]  the news but I will connect the dots and now Steve Bannon repeatedly meets
[01:53:40.640 --> 01:53:44.920]  Jeffrey Epstein I learned Stephen Bannon's main mission is to take down
[01:53:44.920 --> 01:53:49.680]  Info Wars around the clock he's been tasked by the Clintons to take us down
[01:53:49.680 --> 01:53:53.960]  why because we will cover this this isn't somebody boasting here you've seen
[01:53:53.960 --> 01:54:03.240]  how we're under attack no one dares stand up for the children no one and you
[01:54:03.240 --> 01:54:08.480]  know I'm not looking for a fight but you know what I am on the side of the
[01:54:08.480 --> 01:54:17.160]  children and so I'll do whatever I have to do but if you're a radio listener
[01:54:17.160 --> 01:54:21.600]  you're missing out the video feeds which are at infowars.com forward slash show
[01:54:21.600 --> 01:54:25.640]  and I'm not trying to take radio listeners away from the radio stations
[01:54:25.640 --> 01:54:29.040]  I'm trying to survive here I'm trying to tell people if you're a listener I'm
[01:54:29.040 --> 01:54:34.400]  not just saying this they misrepresent who we are and what we say and what we
[01:54:34.400 --> 01:54:43.640]  stand for because they hate our guts and it's only the listeners it's only the
[01:54:43.640 --> 01:54:47.600]  viewers who can get around the Facebook and the YouTube and the Google
[01:54:47.600 --> 01:54:51.640]  sensors all these compromised pedophiles they've put in charge those
[01:54:51.640 --> 01:54:58.160]  companies oh my god only you can buy word of mouth say go to news wars.com go
[01:54:58.160 --> 01:55:02.120]  to m4wars.com only you can say go to that local radio station go to that
[01:55:02.120 --> 01:55:07.400]  local TV station only you can do it I'm not worried about me I'm worried I'm
[01:55:07.400 --> 01:55:12.160]  not strong enough to carry the ball down the field to beat these people but if
[01:55:12.160 --> 01:55:17.640]  you ever really realize the power you've got and you really take action it's over
[01:55:17.640 --> 01:55:21.920]  I mean you've done that to a great extent and that's why they hate infowars
[01:55:21.920 --> 01:55:29.240]  because we're dialed in to awake involved people I have no desire to be on
[01:55:29.240 --> 01:55:33.800]  board some aircraft screwing 10-year-old girls or boys in fact I'd kill not to do
[01:55:33.800 --> 01:55:44.520]  it but when you look at the weird soft demonic faces all satisfied of Kevin
[01:55:44.520 --> 01:55:49.080]  Spacey and Bill Clinton and Harvey Weinstein and Hillary Clinton who
[01:55:49.080 --> 01:55:53.760]  famously represented pedophiles which you got out of college and you just
[01:55:53.760 --> 01:56:01.200]  realize oh my god we found the bottom of the barrel we found the most soulless
[01:56:01.200 --> 01:56:12.000]  people the planets ever seen and I don't fear what they'll do to me I fear if I
[01:56:12.000 --> 01:56:20.480]  don't fight them hard enough I might be seen by God as being with them you see
[01:56:20.480 --> 01:56:30.000]  I fear not absolutely doing everything I can to wreak havoc against their
[01:56:30.000 --> 01:56:39.400]  operations and be as strong as I can to defeat them and that's the answer to
[01:56:39.400 --> 01:56:47.120]  this question because in the universe God doesn't even care about outcomes as
[01:56:47.120 --> 01:56:55.120]  much as God cares about decisions and everyone must make the decision to stand
[01:56:55.120 --> 01:56:59.800]  against these vampires that feed on the very souls of children now this
[01:56:59.800 --> 01:57:04.800]  broadcast is gonna end in 45 seconds and then it's gonna go to counter think of
[01:57:04.800 --> 01:57:09.640]  the special hour production by Mike Adams that everyone should see and then
[01:57:09.640 --> 01:57:13.200]  Lord willing David I'll be alive tomorrow he's having surgery and I would
[01:57:13.200 --> 01:57:18.360]  sure today I'm gonna be covering about whatever you do realize that in time and
[01:57:18.360 --> 01:57:26.040]  space your action and your will and your spreading the word is unstoppable
[01:57:26.040 --> 01:57:31.760]  you're like the wind in the sails of humanity's spirit humanity's destiny
[01:57:31.760 --> 01:57:38.720]  and that's where we are right now everything else is a joke all that
[01:57:38.720 --> 01:57:42.320]  matters is the test we now face want to thank the crew want to think of yours
[01:57:42.320 --> 01:57:46.520]  the transmission is now over
[01:57:47.960 --> 01:57:54.920]  we need to go back and revisit foundations of our freedom our freedoms
[01:57:54.920 --> 01:57:57.640]  don't consist of the things that are enumerated on a piece of paper it
[01:57:57.640 --> 01:58:01.200]  consists of the things that we're willing to fight for the First Amendment the
[01:58:01.200 --> 01:58:04.640]  Bill of Rights the rest of the Bill of Rights are prohibitions they're
[01:58:04.640 --> 01:58:09.280]  prohibitions against powerful organizations and individuals taking
[01:58:09.280 --> 01:58:13.080]  those God-given rights from us as individuals you better understand that
[01:58:13.080 --> 01:58:19.840]  because they're taking them right now we have seen what they want to do they
[01:58:19.840 --> 01:58:23.920]  called it you an agent 21 now they call it the UN 20 30 agenda they want
[01:58:23.920 --> 01:58:28.280]  everybody off of the rural lands they want people out of the suburbs they
[01:58:28.280 --> 01:58:33.000]  want to pack everybody into the cities because that's where it is easiest for
[01:58:33.000 --> 01:58:39.240]  them to control everyone it's the David night show never missed your show any
[01:58:39.240 --> 01:58:50.360]  day at inforce.com forward slash show as the years go by it gets harder and
[01:58:50.360 --> 01:58:54.480]  harder to keep up with your body's nutritional needs with changes in diet
[01:58:54.480 --> 01:58:58.600]  unnatural ingredients and stress you may not be able to get all the necessary
[01:58:58.600 --> 01:59:03.720]  nutrients amino acids vitamins and minerals needed daily that's why infowars
[01:59:03.720 --> 01:59:08.200]  life created the powerful vitamin mineral fusion formula the new platinum
[01:59:08.200 --> 01:59:12.400]  standard of advanced multivitamin formulation vitamin mineral fusion
[01:59:12.400 --> 01:59:16.520]  uses a unique delivery system to maximize the effects and give your body
[01:59:16.520 --> 01:59:21.160]  the tools it needs to support your body using a proprietary process we've
[01:59:21.160 --> 01:59:24.960]  managed to make this powerhouse formula into a delicious concentrated drink
[01:59:24.960 --> 01:59:29.520]  mix that's loaded with high quality ingredients perfect for a hot summer day
[01:59:29.520 --> 01:59:33.600]  or relaxing at home vitamin mineral fusion is loaded with 34 different
[01:59:33.600 --> 01:59:38.000]  essential vitamins minerals amino acids and more start supporting your body's
[01:59:38.000 --> 01:59:42.080]  needs in a great tasting natural and affordable drink mix with vitamin
[01:59:42.080 --> 01:59:47.800]  mineral fusion today available at infowarsstore.com
[01:59:47.800 --> 01:59:55.200]  you're listening to the alex jones show
