[00:00:00.000 --> 00:00:05.000]  InfoWars. Tomorrow's news. Today.
[00:21:38.000 --> 00:21:40.000]  Doesn't matter if it includes classifications.
[00:21:40.000 --> 00:21:46.000]  All that matters is that the president himself, Clinton, made the decision about the designation of the document.
[00:21:46.000 --> 00:21:50.000]  The entire Presidential Records Act reflects Article 2 of the United States Constitution,
[00:21:50.000 --> 00:21:53.000]  which says that the Congress cannot restrain the president.
[00:21:53.000 --> 00:21:58.000]  I see people saying Congress controls classifications. They can't constitutionally.
[00:21:58.000 --> 00:22:05.000]  Imagine if Congress passed a law tomorrow that said we hereby make it a crime for the president to exercise his constitutional authority.
[00:22:05.000 --> 00:22:08.000]  That's an unenforceable law. That's an unconstitutional law.
[00:22:08.000 --> 00:22:11.000]  Congress only has funding mechanisms and oversight.
[00:22:11.000 --> 00:22:14.000]  The president is involved in the executive branch and the armed forces.
[00:22:14.000 --> 00:22:18.000]  Congress is in control of the purse strings. So that's the separation of powers.
[00:22:18.000 --> 00:22:22.000]  So you just said it. That's what this is, a giant bureaucratic power grab.
[00:22:22.000 --> 00:22:29.000]  Never until Trump did the National Archives start complaining and bitching publicly and then demanding that the president give them all the documents.
[00:22:29.000 --> 00:22:35.000]  That is, again, a bunch of bureaucrats that he could have that agency abolished if he wanted to, telling the dog what to do.
[00:22:35.000 --> 00:22:39.000]  That is a flea on the tail of the dog saying it's the president.
[00:22:39.000 --> 00:22:42.000]  And I can't believe how ignorant the American people are that they don't know this.
[00:22:42.000 --> 00:22:46.000]  But I guess we live in a country where 30 percent of people think two men can have a baby, Robert.
[00:22:46.000 --> 00:22:51.000]  That's exactly right. I mean, increasingly, that's what they want to use this case to prove.
[00:22:51.000 --> 00:23:03.000]  They want to use this case to convince the courts to establish a precedent in the American people to believe that Deep State illegally, constitutionally runs our country, even though it's abhorrent to the Constitution.
[00:23:03.000 --> 00:23:06.000]  There's no place for a secret police in our Constitution.
[00:23:06.000 --> 00:23:10.000]  Our Constitution explicitly made the president the sole arbiter of all of this.
[00:23:10.000 --> 00:23:14.000]  So he decides what documents are classified and which ones are not.
[00:23:15.000 --> 00:23:22.000]  Because somebody's got to be in charge or would be in constant internal warfare, just like they're trying to create right now.
[00:23:22.000 --> 00:23:27.000]  Can you imagine if they have their way and they turn all these little agency kings with all the secrecy they've had?
[00:23:27.000 --> 00:23:33.000]  They've used the robbers of our freedom. And now if somebody big releases a document, they all decide to put them in jail.
[00:23:33.000 --> 00:23:37.000]  But then they can leak stuff selectively all day long when they don't have a right to do it.
[00:23:37.000 --> 00:23:39.000]  It's a felony when they do it.
[00:23:39.000 --> 00:23:41.000]  Well, I mean, we see that right here, right here.
[00:23:41.000 --> 00:23:51.000]  General Milley lied, leaked national security information to Woodward and told Woodward that he stopped Trump from waging war on Iran.
[00:23:51.000 --> 00:23:57.000]  When in fact, the actual information showed that it was Milley trying to sucker Trump into waging war on Iran.
[00:23:57.000 --> 00:24:06.000]  So here you have Milley, who is not authorized to declassify information, not authorized to declare what's personal and what's presidential record.
[00:24:06.000 --> 00:24:10.000]  And here he is. He's violating the law flagrantly, openly.
[00:24:10.000 --> 00:24:15.000]  And as you know, he had a history of doing it during the 2020, between November and January of 2020.
[00:24:15.000 --> 00:24:19.000]  But here he commits the crime as admitted in the indictment.
[00:24:19.000 --> 00:24:22.000]  He's not indicted at all. He's not even investigated.
[00:24:22.000 --> 00:24:25.000]  Trump, for rebutting Milley's lies.
[00:24:25.000 --> 00:24:33.000]  Trump, who has the authority to declassify whatever he wants to declare something a personal record and no longer a presidential record.
[00:24:33.000 --> 00:24:35.000]  For people that don't know about this, flesh out.
[00:24:35.000 --> 00:24:40.000]  They don't know that Milley claimed that Trump wanted to nuke China, nuke Iran.
[00:24:40.000 --> 00:24:44.000]  Trump said, no, actually, I've got the documents right here where I actually stopped it.
[00:24:44.000 --> 00:24:47.000]  And they're just mad he's exposing their lies.
[00:24:47.000 --> 00:24:50.000]  That's exactly right. That's what this whole indictment is about.
[00:24:50.000 --> 00:24:54.000]  You look at the underlying facts of the indictment. That's the entire basis of the claim.
[00:24:54.000 --> 00:24:56.000]  That's what sets everything into motion.
[00:24:56.000 --> 00:25:02.000]  Bob Woodward sits down with Trump and says, Milley says you were trying to wage war in Iraq, in Iran.
[00:25:02.000 --> 00:25:08.000]  You were trying to initiate war in Iran. You wanted to start a war in Iran and he had to stop you.
[00:25:08.000 --> 00:25:10.000]  And Trump said that's completely false.
[00:25:10.000 --> 00:25:17.000]  I have documents here that are my documents that, you know, may still be labeled classified, maybe still labeled a secret.
[00:25:17.000 --> 00:25:27.000]  But what these documents show is irreversible proof, uncontestable proof, that it was Milley who was trying to wage war in Iran.
[00:25:27.000 --> 00:25:31.000]  And I'm the one who stopped it. That's what they're indicting him for.
[00:25:31.000 --> 00:25:35.000]  Let's pull back and double prove this is all on record.
[00:25:35.000 --> 00:25:39.000]  Bob Woodward's the known naval intelligence operative that helped bring down Nixon.
[00:25:39.000 --> 00:25:42.000]  So they're getting a second bite at another president right now.
[00:25:42.000 --> 00:25:52.000]  And let's go further. Daniel Ellsberg was called a hero for leaking totally top secret, super secret documents that the government was losing the war but didn't care.
[00:25:52.000 --> 00:25:54.000]  They were just making money for special interests.
[00:25:54.000 --> 00:25:58.000]  And he was called a hero when he released it. He wasn't even the president.
[00:25:58.000 --> 00:26:04.000]  So when you release something that's exposing criminal stuff, the law is now you're a hero, a whistleblower.
[00:26:04.000 --> 00:26:12.000]  So it's almost like Trump isn't just the president. He's now the ultimate whistleblower and has a known naval intelligence operative trying to set him up.
[00:26:12.000 --> 00:26:17.000]  And then that's why Dershowitz says Trump is dumb to be talking to this known operative.
[00:26:17.000 --> 00:26:20.000]  But Trump says there's nothing wrong. He's like, I've got the documents right here.
[00:26:20.000 --> 00:26:23.000]  I mean, these people are sick.
[00:26:23.000 --> 00:26:31.000]  Oh, completely. I mean, and it goes even further to the scope and the scale of it, because, as you know, Bob Woodward is the one who did Watergate.
[00:26:31.000 --> 00:26:36.000]  Bob Woodward was a naval intelligence Yale background, skull and bones kind of guy.
[00:26:36.000 --> 00:26:39.000]  The, you know, connected to Yale secret societies all the way back.
[00:26:39.000 --> 00:26:45.000]  The connected Alexander Hague, all those other types who are probably complicit in the Watergate conspiracy.
[00:26:45.000 --> 00:26:50.000]  And then you have you add to that that the Mark Felt was head of COINTELPRO.
[00:26:50.000 --> 00:26:54.000]  People don't know he Nixon passed him over to run the FBI after Hoover died.
[00:26:54.000 --> 00:27:05.000]  Mark Felt was deep throat and Mark Felt was the guy who was running all the illegal black bag operations, spying, blackmailing and extorting Americans in mass for 20 years.
[00:27:05.000 --> 00:27:14.000]  Using deep state institutionalized power to disrupt protest movements, civil rights movements, anti-war movements all across the United States of America.
[00:27:14.000 --> 00:27:23.000]  People exposing FBI corruption, running scandal, you're running illicit investigations of people like Jack Anderson and others trying to blackmail these people,
[00:27:23.000 --> 00:27:29.000]  trying to extort these people from exposing secrets of our high ranking government officials and our illicit activities.
[00:27:29.000 --> 00:27:31.000]  And that's who this is a continuation of.
[00:27:31.000 --> 00:27:40.000]  There's a continuation of the deep state now wanting to establish legal and political precedents that they can stop an elected president of the United States
[00:27:40.000 --> 00:27:47.000]  from even having the legal constitutional power that the Constitution and the Presidential Records Act explicitly gives them.
[00:27:47.000 --> 00:27:55.000]  This is a bureaucratic coup. Do one more segment with us to talk about the timeline with these cases, how this could shake out, what we can do to support President Trump.
[00:27:55.000 --> 00:28:06.000]  But but just looking at this, this this really is an open bureaucratic, deep state coup against our country, a very, very, very, very sad day.
[00:28:06.000 --> 00:28:11.000]  We got to talk about it, Barnes. We come back. What is Trump's problem having Kushner in the White House?
[00:28:11.000 --> 00:28:16.000]  Why is he spending reportedly months in the last few years with Woodward?
[00:28:16.000 --> 00:28:21.000]  Does he does it? Why does he get these people close to him?
[00:28:21.000 --> 00:28:25.000]  Like everybody knows Kushner works for the New World Order. Everybody knows Bob Woodward.
[00:28:25.000 --> 00:28:31.000]  I wouldn't get within 100 feet of Bob Woodward. The guy is a total liar and wrote horrible books about Trump.
[00:28:32.000 --> 00:28:36.000]  And then he just brings him back. So Trump is kind of an idiot savant.
[00:28:36.000 --> 00:28:41.000]  I'm just going to say it. But look, it doesn't matter, OK, because he's our president.
[00:28:41.000 --> 00:28:44.000]  He won the last election and now they're trying to take our right to vote for him away.
[00:28:44.000 --> 00:28:48.000]  So whether he was a good guy or a bad guy, it doesn't matter now. They're taking our rights away.
[00:28:48.000 --> 00:28:53.000]  They're openly setting up the final pieces of a total coup over this country.
[00:28:53.000 --> 00:28:57.000]  We got to back this guy 110 percent. He's silly and ignorant, but he's our guy.
[00:28:58.000 --> 00:29:01.000]  Sold out for more than a year.
[00:29:01.000 --> 00:29:06.000]  We now have back in stock a limited run of our extremely popular tooth whitening,
[00:29:06.000 --> 00:29:12.000]  coral calcium toothpaste full of essential oils back in stock and in full or store dot com.
[00:29:12.000 --> 00:29:18.000]  Another great product sold out for almost a year is our activated charcoal essential oil toothpaste as well.
[00:29:18.000 --> 00:29:21.000]  These are both incredible for your gums. Polish your teeth.
[00:29:21.000 --> 00:29:24.000]  Amazing to counter gingivitis. And they fund the info.
[00:29:25.000 --> 00:29:29.000]  There are no fillers in these products. These are fluoride free.
[00:29:29.000 --> 00:29:32.000]  Next level toothpaste. Ten thousand of each tube.
[00:29:32.000 --> 00:29:36.000]  Limited run available exclusively at Infowars.com.
[00:29:36.000 --> 00:29:41.000]  And your purchase funds the operation. Plus, these are incredible products you need.
[00:29:41.000 --> 00:29:49.000]  So the coral calcium tooth whitening and the activated charcoal essential oil toothpaste are now both back in stock at Infowars.com.
[00:29:49.000 --> 00:29:53.000]  I thank you for your support. But regardless, these are great products you need.
[00:29:53.000 --> 00:29:58.000]  So take action now. Go to Infowars.com for both this great toothpaste back in stock.
[00:29:59.000 --> 00:30:02.000]  There is a war for the future happening right now.
[00:30:02.000 --> 00:30:07.000]  There is a war that will control my destiny, your destiny, our children's destinies.
[00:30:07.000 --> 00:30:12.000]  And that war is something that we can win. But it takes dedication. It takes commitment.
[00:30:12.000 --> 00:30:22.000]  That's why I ask listeners respectfully to go to Infowars.com and buy great products that will enrich and empower your life while keeping us on air at the very same time.
[00:30:22.000 --> 00:30:29.000]  Infowars.com. To get a signed or unsigned copy of my book, The Great Reset and War for the World.
