[00:00.000 --> 00:16.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[01:43:28.000 --> 01:43:38.000]  There is no global ethnic, no global currency, no certificate of global citizenship.
[01:43:38.000 --> 01:43:52.000]  We pledge allegiance to one flag and that flag is the American flag.
[01:43:52.000 --> 01:44:19.000]  And you can watch this speech in its entirety right now at InfoWars.com.
[01:44:23.000 --> 01:44:25.000]  Deep Cleanse doesn't hold back.
[01:44:25.000 --> 01:44:28.000]  Instead of buying five, six, or even seven different cleansing products,
[01:44:28.000 --> 01:44:33.000]  we use decades-old scientific research to put together the Rolls Royce of all-in-one cleansing.
[01:44:33.000 --> 01:44:38.000]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary
[01:44:38.000 --> 01:44:40.000]  Spike Jurex herbal processing technique.
[01:44:40.000 --> 01:44:44.000]  We use only the highest quality organic herbs backed by serious research,
[01:44:44.000 --> 01:44:47.000]  and we still bring it to you at the best price out there.
[01:44:47.000 --> 01:44:50.000]  If you wish to find Deep Cleanse and experience the all-in-one cleansing,
[01:44:50.000 --> 01:44:52.000]  visit InfoWarsLife.com.
[01:44:52.000 --> 01:44:58.000]  That's InfoWarsLife.com, or call 888-253-3139.
[01:44:58.000 --> 01:45:03.000]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[01:45:03.000 --> 01:45:08.000]  Young Jevity integrates years of scientific research into creating fantastic products
[01:45:08.000 --> 01:45:12.000]  like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[01:45:12.000 --> 01:45:16.000]  Young Jevity also offers you an ingenious way to augment your income,
[01:45:16.000 --> 01:45:19.000]  and the best part, you'll be helping your friends and family along the way.
[01:45:19.000 --> 01:45:22.000]  Visit InfoWarsTeam.com today.
[01:45:22.000 --> 01:45:23.000]  Become a member.
[01:45:23.000 --> 01:45:27.000]  It discounts on the amazing products and free shipping when you sign up for auto-ship,
[01:45:27.000 --> 01:45:31.000]  and you're able to promote the products to friends and family and neighbors in your community
[01:45:31.000 --> 01:45:34.000]  and make money while helping people at the same time.
[01:45:34.000 --> 01:45:35.000]  Another win-win.
[01:45:35.000 --> 01:45:40.000]  That's why I'm a member of the Young Jevity team at InfoWarsTeam.com, and you can be too.
[01:45:40.000 --> 01:45:41.000]  It's simple.
[01:45:41.000 --> 01:45:43.000]  Just go to InfoWarsTeam.com today.
[01:45:43.000 --> 01:45:46.000]  Complete a short sign-up, and you're part of the team.
[01:45:46.000 --> 01:45:49.000]  Visit InfoWarsTeam.com or InfoWarsHealth.com.
[01:45:49.000 --> 01:45:54.000]  So many people call into my radio show and tell me how Young Jevity and the products at InfoWarsTeam.com
[01:45:54.000 --> 01:45:55.000]  have changed their lives.
[01:45:55.000 --> 01:45:58.000]  Check it out for yourself today.
[01:45:58.000 --> 01:46:01.000]  We have the new products at InfoWarsLife.com.
[01:46:01.000 --> 01:46:02.000]  BioTrue Selenium.
[01:46:02.000 --> 01:46:05.000]  We've had so many requests over the years for selenium,
[01:46:05.000 --> 01:46:13.000]  and just recently, we were able to source a certified organic bioavailable selenium from mustard seed extract.
[01:46:13.000 --> 01:46:18.000]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[01:46:18.000 --> 01:46:21.000]  It helps balance the thyroid gland.
[01:46:21.000 --> 01:46:22.000]  It helps detoxify.
[01:46:22.000 --> 01:46:25.000]  Selenium is another one of those absolute must-haves.
[01:46:25.000 --> 01:46:30.000]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[01:46:30.000 --> 01:46:36.000]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[01:46:36.000 --> 01:46:42.000]  So it really is a all-around nutrient that everybody really needs.
[01:46:42.000 --> 01:46:44.000]  I'm taking it now every day.
[01:46:44.000 --> 01:46:45.000]  This is so key.
[01:46:45.000 --> 01:46:49.000]  BioTrue Selenium is the product, the best selenium that we could bring you.
[01:46:49.000 --> 01:46:51.000]  We believe it's the best out there at a very, very low price.
[01:46:51.000 --> 01:46:57.000]  Exclusively available at InfoWarsLife.com or by calling toll-free, triple-eight, two-five, three-three, one-three-nine.
[01:47:01.000 --> 01:47:04.000]  You're listening to the Alex Jones Show.
[01:47:04.000 --> 01:47:11.000]  They took my saddle in Houston, broke my leg in the Saturday.
[01:47:11.000 --> 01:47:17.000]  Lost my wife and a girlfriend somewhere along the way.
[01:47:17.000 --> 01:47:21.000]  In defense of human liberty, Alex Jones.
[01:47:21.000 --> 01:47:27.000]  I'll be looking parade when they pull that game, and I hope that judging line.
[01:47:27.000 --> 01:47:34.000]  I'll be looking parade when they pull that game, and I hope that judging line.
[01:47:34.000 --> 01:47:35.000]  It's strong.
[01:47:35.000 --> 01:47:36.000]  It opens your soul.
[01:47:36.000 --> 01:47:37.000]  It opens your mind.
[01:47:37.000 --> 01:47:39.000]  It opens pathways and doors of perception throughout the universe.
[01:47:39.000 --> 01:47:41.000]  And it's done such things in my life.
[01:47:41.000 --> 01:47:42.000]  It's amazing.
[01:47:42.000 --> 01:47:44.000]  I've met people and know people.
[01:47:44.000 --> 01:47:51.000]  I get to work with people that are the top astronauts, the top leaders in the world, the top generals, the top artists.
[01:47:51.000 --> 01:47:52.000]  You name it.
[01:47:52.000 --> 01:47:56.000]  I've basically met them or talked to them, and they just reach out just to say, hey, we're on board.
[01:47:56.000 --> 01:47:58.000]  And I reach back and say, I'm on board.
[01:47:58.000 --> 01:48:00.000]  And that's what it's really all about, a kinship.
[01:48:00.000 --> 01:48:02.000]  And again, we're all human beings.
[01:48:02.000 --> 01:48:09.000]  We can all transcend this together through beauty and strength and love of God and Jesus Christ, that the enemy hates so much.
[01:48:09.000 --> 01:48:24.000]  It should also be added that anybody can observe that the phenomenon of people just 50 years ago having on average two, three thousand percent less cancer, depending on the country than we have now.
[01:48:24.000 --> 01:48:33.000]  It's not just the photographic evidence of people being lighter-weight, healthier, more engaged, even though they ate on average more calories than we do today.
[01:48:33.000 --> 01:48:41.000]  If you look at third world countries that haven't brought life with saints to them yet, that haven't brought fluoridation yet, the people are happier.
[01:48:41.000 --> 01:48:42.000]  They're more awake.
[01:48:42.000 --> 01:48:46.000]  In the first generation of industrialization, they're still okay.
[01:48:46.000 --> 01:48:48.000]  By the second and third, it is over.
[01:48:48.000 --> 01:48:55.000]  So you add all the GMO, the chemicals to the television, to the sedentary lifestyle, voila.
[01:48:55.000 --> 01:49:03.000]  You add all the screen time and the rest of it, and then you go read all the white papers and actuaries where they admit they're doing it to us on purpose.
[01:49:03.000 --> 01:49:05.000]  I've made the analogy and the media has picked it up.
[01:49:05.000 --> 01:49:16.000]  I'm not saying this literally, I'm just simply saying, as a lay sociologist, as a lay anthropologist, psychologist, lay historian, lay overall researcher,
[01:49:16.000 --> 01:49:23.000]  that just looks into how the world works and studies how the elite operate, this does not appear to be a human attack.
[01:49:23.000 --> 01:49:34.000]  If you really look at it, this is how you would really, like a spider comes up and injects venom into its prey just to paralyze it, then ties it up,
[01:49:34.000 --> 01:49:45.000]  and then waits for it to basically slowly die over the next few days and for its acids to liquefy all the innards, including organs and things.
[01:49:45.000 --> 01:49:58.000]  So that when it is sanguiates, at meal time, it can suck basically 90% of the bug, carcass, exoskeleton, that only say 20% that would have been its actual blood volume.
[01:49:58.000 --> 01:50:08.000]  And when I look at this culturally, it's like we've been hit by the anesthetizer, we've been hit by the stun dart, and we're kind of flopping around now going into coma.
[01:50:08.000 --> 01:50:17.000]  Because 100 years is like, you know, two seconds in a strategic war like this, and so we're kind of going into the shake phase, we're being tied up,
[01:50:17.000 --> 01:50:25.000]  the police state's being put in, the culture control's being put in, most of the births will be cesarean soon, breastfeeding won't be done soon,
[01:50:25.000 --> 01:50:31.000]  they're shutting down homage, they're shutting down farmers markets, they're shutting down all the normal human activity.
[01:50:31.000 --> 01:50:43.000]  That's the tying us up, as we go into the coma, how to lose our consciousness, lose our soul, and then metaphysically, they have a right to then go ahead and exterminate everybody because we won't be humans anyways.
[01:50:43.000 --> 01:50:50.000]  And I really have just come to that realization that I'm not saying it's aliens, but folks, the elite are imbred psychos who believe that are them breakaway species.
[01:50:50.000 --> 01:50:56.000]  So all intents and purposes it is, this is like an off-world fricking attack.
[01:50:56.000 --> 01:51:04.000]  Of course you can also just say we're a species that builds its own nest and changes its own environment, and so we've just built such a good nest for ourselves,
[01:51:04.000 --> 01:51:20.000]  we're killing ourselves as we cut off the normal duties that we would have had as humans previous that, and then you get a predatory elite on top of it that is basically programmed through the television.
[01:51:20.000 --> 01:51:29.000]  And, no brother, sure let's get a picture, listen brother, I'm walking around this airport, do these folks not look like zombies?
[01:51:29.000 --> 01:51:31.000]  They're all zombies, every single one of these people.
[01:51:31.000 --> 01:51:33.000]  Isn't it sad though, we're not sitting with pleasure.
[01:51:33.000 --> 01:51:34.000]  We need real patriots.
[01:51:34.000 --> 01:51:36.000]  Well listen, you got electricity in your eyes brother.
[01:51:36.000 --> 01:51:37.000]  Yes I do.
[01:51:37.000 --> 01:51:39.000]  I mean these folks look dead, I'm sorry, am I saying that?
[01:51:39.000 --> 01:51:40.000]  Like she's telling us a legend.
[01:51:40.000 --> 01:51:41.000]  No, no, no.
[01:51:41.000 --> 01:51:43.000]  And so this is your son and daughter, very nice.
[01:51:43.000 --> 01:51:45.000]  This is my triplets.
[01:51:45.000 --> 01:51:47.000]  That's awesome, triplets, not fraternal?
[01:51:47.000 --> 01:51:49.000]  Yeah, yeah.
[01:51:49.000 --> 01:51:51.000]  Yeah, obviously everything's paternal.
[01:51:51.000 --> 01:51:55.000]  Mr. Jones, thank you for electing, help them Mr. Trump get elected.
[01:51:55.000 --> 01:51:56.000]  Well thank you brother.
[01:51:56.000 --> 01:51:58.000]  Well listen, I was actually recording an audio deal.
[01:51:58.000 --> 01:51:59.000]  What do you want to say to folks?
[01:51:59.000 --> 01:52:01.000]  I want to say thank God for Alex Jones.
[01:52:01.000 --> 01:52:02.000]  He's a real hero.
[01:52:02.000 --> 01:52:03.000]  I love him.
[01:52:03.000 --> 01:52:04.000]  Are these guys awake over here?
[01:52:04.000 --> 01:52:05.000]  Yes, they are awake.
[01:52:05.000 --> 01:52:06.000]  Yes, they are not zombies.
[01:52:06.000 --> 01:52:07.000]  What do you think of the new old order?
[01:52:07.000 --> 01:52:09.000]  Oh, Yuri, she's against it.
[01:52:09.000 --> 01:52:11.000]  She hates the new world order, she hates the old order.
[01:52:11.000 --> 01:52:12.000]  She hates the old order.
[01:52:12.000 --> 01:52:13.000]  She hates the old order.
[01:52:13.000 --> 01:52:14.000]  Is this your other daughter?
[01:52:14.000 --> 01:52:15.000]  Yes, this is Morgan.
[01:52:15.000 --> 01:52:16.000]  Morgan, tell them what you hate the illuminating.
[01:52:16.000 --> 01:52:18.000]  Oh yes, I hate it so much.
[01:52:18.000 --> 01:52:19.000]  She hates it all.
[01:52:19.000 --> 01:52:21.000]  She's so happy that you've got Trump in there.
[01:52:21.000 --> 01:52:22.000]  Thank you.
[01:52:22.000 --> 01:52:23.000]  So is it two girls in one boy or all?
[01:52:23.000 --> 01:52:24.000]  Yes, two girls in one boy.
[01:52:24.000 --> 01:52:25.000]  Man, you're blessed.
[01:52:25.000 --> 01:52:26.000]  I'd love to have three at a time.
[01:52:26.000 --> 01:52:27.000]  Man, I can't believe it.
[01:52:27.000 --> 01:52:28.000]  You're a legend.
[01:52:28.000 --> 01:52:29.000]  You are awesome.
[01:52:29.000 --> 01:52:30.000]  You're everywhere.
[01:52:30.000 --> 01:52:32.000]  Hey bro, thank you again.
[01:52:32.000 --> 01:52:36.000]  The last two weeks of that election, I felt your power.
[01:52:36.000 --> 01:52:37.000]  I rallied the troops.
[01:52:37.000 --> 01:52:38.000]  We got you to-
[01:52:38.000 --> 01:52:39.000]  It was your power brother.
[01:52:39.000 --> 01:52:40.000]  No, no, it was all you.
[01:52:40.000 --> 01:52:43.000]  Look, just finishing this up and getting back to the other part of the recording.
[01:52:43.000 --> 01:52:45.000]  I really care about people.
[01:52:45.000 --> 01:52:49.000]  The elite see this and have total disdain in the public.
[01:52:49.000 --> 01:52:52.000]  And just think this is the evidence they're allowed to destroy them.
[01:52:52.000 --> 01:52:55.000]  But you've got to change course here.
[01:52:55.000 --> 01:52:59.000]  Now I was getting to something really key here that we're- when a fellow walked up
[01:52:59.000 --> 01:53:04.000]  that we're basically changing our environment to the point that it's destroying us.
[01:53:04.000 --> 01:53:06.000]  And the elite are trying to make it worse.
[01:53:06.000 --> 01:53:09.000]  And then admitting that it's a conscious decision to do it.
[01:53:09.000 --> 01:53:13.000]  And you can say their argument is they're just getting us out of our misery.
[01:53:13.000 --> 01:53:17.000]  But then you look at them and all the weird Satanism and other crap they're involved in
[01:53:17.000 --> 01:53:18.000]  and all the pedophilia.
[01:53:18.000 --> 01:53:20.000]  And you realize, no, they're a predator class.
[01:53:20.000 --> 01:53:23.000]  It actually has made a sport out of losing their humanity.
[01:53:23.000 --> 01:53:29.000]  So they're projecting a system on us that's making us lose our humanity.
[01:53:29.000 --> 01:53:31.000]  I want to develop solutions to counter this.
[01:53:31.000 --> 01:53:34.000]  And it's not just eat non-GMO.
[01:53:34.000 --> 01:53:36.000]  Get out in Huygmore.
[01:53:36.000 --> 01:53:37.000]  Pray to God.
[01:53:37.000 --> 01:53:44.000]  A major study show that absolutely ups your consciousness and gets you out of the melee of their control.
[01:53:44.000 --> 01:53:50.000]  But also we need to realize we're on a planet in space surrounded by mystery and majesty
[01:53:50.000 --> 01:53:52.000]  and that it's limitless.
[01:53:52.000 --> 01:53:55.000]  And that our potential is near limitless.
[01:53:55.000 --> 01:53:59.000]  And that we're made in the image of God and we see that manifested.
[01:53:59.000 --> 01:54:06.000]  But we're building ourselves a hell not a heaven in many respects.
[01:54:06.000 --> 01:54:11.000]  And so we need to think about ways to regain our humanity.
[01:54:11.000 --> 01:54:14.000]  And I think so much of it is, is not caring what corporate media says,
[01:54:14.000 --> 01:54:16.000]  not caring what Madison Avenue says,
[01:54:16.000 --> 01:54:19.000]  not caring what the Wall Street Kingpins say,
[01:54:19.000 --> 01:54:22.000]  by setting them up as the idols and as the gods
[01:54:22.000 --> 01:54:25.000]  and letting them be the model of how we behave and how we operate
[01:54:25.000 --> 01:54:28.000]  and caring if they shun us or caring if they call us names.
[01:54:28.000 --> 01:54:31.000]  People call me all the time on air, off air, family, and they go,
[01:54:31.000 --> 01:54:36.000]  oh my gosh, you were on CNN, a whole bunch, you were on Fox, you were on MSNBC,
[01:54:36.000 --> 01:54:40.000]  horrible things, we know it's not true, but how are you taking it?
[01:54:40.000 --> 01:54:43.000]  And I say, again, it's a badge of honor.
[01:54:43.000 --> 01:54:46.000]  And I know I make that point a lot, but a lot of people still don't get.
[01:54:46.000 --> 01:54:49.000]  Mainstream is a joke. It's propped up.
[01:54:49.000 --> 01:54:52.000]  We've now come to the end of mainstream.
[01:54:52.000 --> 01:54:54.000]  It's now collapsed.
[01:54:54.000 --> 01:54:57.000]  If you ever wonder what the death of mainstream media would look like, this is it.
[01:54:57.000 --> 01:55:00.000]  No one's buying into their culture anymore because they have no credibility.
[01:55:00.000 --> 01:55:04.000]  Because they were selling a culture of collapse.
[01:55:04.000 --> 01:55:07.000]  And now that much of the societal collapse is here, culturally,
[01:55:07.000 --> 01:55:09.000]  they've made themselves vestigial.
[01:55:09.000 --> 01:55:11.000]  They've made themselves obsolete.
[01:55:11.000 --> 01:55:15.000]  But so much of the globalist program did not get completed.
[01:55:15.000 --> 01:55:19.000]  So we're hearing this kind of no man's land right now
[01:55:19.000 --> 01:55:22.000]  where there's a global awakening happening right now.
[01:55:22.000 --> 01:55:27.000]  We have such potential, we have real intellectuals that have a desire for freedom
[01:55:27.000 --> 01:55:31.000]  and a destiny to promote, reach out and get involved. We're unstoppable.
[01:55:31.000 --> 01:55:34.000]  I'm Alex Jones, again, here broadcasting from the airport.
[01:55:34.000 --> 01:55:38.000]  I think it's symbolic in the middle of this big crowd right now
[01:55:38.000 --> 01:55:43.000]  that it is conquering our environment that's made us procreate so much.
[01:55:43.000 --> 01:55:49.000]  But in the mass procreation, we have lost the vital essence that makes us human.
[01:55:49.000 --> 01:55:53.000]  And again, I know I'm not saying things that no one hasn't noticed before,
[01:55:53.000 --> 01:55:55.000]  going back to Plato's Republic.
[01:55:55.000 --> 01:55:59.000]  But looking out the public isn't aware of this when it's the governing system of their world.
[01:55:59.000 --> 01:56:01.000]  There's another paradox.
[01:56:01.000 --> 01:56:04.000]  Everything always comes in a paradox that's really important.
[01:56:04.000 --> 01:56:07.000]  The West has empowered the world in so many ways,
[01:56:07.000 --> 01:56:10.000]  but all cultures have come together and added things.
[01:56:10.000 --> 01:56:14.000]  A lot of what the West got obviously came from Asia, previous to that.
[01:56:14.000 --> 01:56:19.000]  But the fact is that the West has offered so much.
[01:56:19.000 --> 01:56:22.000]  Notice it's the West that's offered all the TV and the modern culture and the death
[01:56:22.000 --> 01:56:25.000]  and these innovations that it dehumanizes.
[01:56:25.000 --> 01:56:28.000]  So I'm always saying defend the West, defend the West, defend the West,
[01:56:28.000 --> 01:56:30.000]  defend the idea of free will and independence.
[01:56:30.000 --> 01:56:34.000]  But how do you get around the fact that we've turned ourselves into these soulless slugs
[01:56:34.000 --> 01:56:38.000]  that have no future and who aren't even really alive or conscious?
[01:56:38.000 --> 01:56:40.000]  That's what I'm saying. It's frightening.
[01:56:40.000 --> 01:56:42.000]  The dimness in everybody's eyes.
[01:56:42.000 --> 01:56:46.000]  And then like zombies, they think if you're not dim, you're somehow bad.
[01:56:46.000 --> 01:56:48.000]  Because your existing makes them feel bad.
[01:56:48.000 --> 01:56:53.000]  Mouth, that was 250 years ago, thought that the Earth was already overpopulated
[01:56:53.000 --> 01:56:56.000]  with 100 million people and thought we should put everybody in compact cities
[01:56:56.000 --> 01:57:00.000]  to spread disease so we could kill off the surplus population,
[01:57:00.000 --> 01:57:05.000]  which was kind of a repeat of what Plato had written 2,200 something years before.
[01:57:05.000 --> 01:57:09.000]  So even though we're stunted and have problems, we still can do amazing things.
[01:57:09.000 --> 01:57:11.000]  So I don't want to be over-negative here.
[01:57:11.000 --> 01:57:13.000]  We're centered from the perspective of an elitist.
[01:57:13.000 --> 01:57:17.000]  It's just that this is their view at us and a lot of it is true.
[01:57:17.000 --> 01:57:19.000]  I just think they should look at themselves in the mirror
[01:57:19.000 --> 01:57:48.000]  and ask why they're exacerbating this.
