[00:00:03.715 --> 00:00:04.816]  Thursday!
[00:23:37.276 --> 00:23:45.347]  But if you watch the video at InfoWars.com and PrisonPlanet.com, you'll notice two other towers off in the distance.
[00:23:45.347 --> 00:23:46.890]  You can see the booms that they're...
[00:23:49.107 --> 00:23:54.471]  Telescopically hoisted on, and those are trucks or trailers that are out there guaranteed.
[00:23:54.471 --> 00:23:58.534]  We just can't see because the trees are blocking.
[00:23:58.534 --> 00:24:00.875]  And those are Stingray systems.
[00:24:00.875 --> 00:24:08.761]  May not be from the company Stingray, but popularly known, that's one of the most highly purchased by law enforcement units.
[00:24:08.761 --> 00:24:12.544]  Even some small towns, I was reading a few weeks ago, have purchased.
[00:24:12.544 --> 00:24:15.346]  One town in California purchased 50 of them.
[00:24:17.062 --> 00:24:19.403]  Another town in California, 40 of them.
[00:24:19.403 --> 00:24:21.483]  And they're expensive.
[00:24:21.483 --> 00:24:32.707]  So now they're just going to have tons of police units without warrants, driving around, grabbing everybody's cell phone data and just listening to it.
[00:24:32.707 --> 00:24:35.088]  It's illegal for a PI to have it.
[00:24:35.088 --> 00:24:37.428]  It's illegal for a citizen to have it, and I can see why.
[00:24:37.428 --> 00:24:41.930]  Of course, criminals, these have obviously fallen into the hands of criminals and hackers as well.
[00:24:44.417 --> 00:25:00.547]  And I get there's a bad criminal element out there, and sure, I bet you can really catch a lot of criminals and stuff like this, but the government then becomes corrupt having this and ends up framing people, ends up consolidating power every time things like this get turned against the people and the government itself.
[00:25:00.547 --> 00:25:04.490]  Look at how Congress is getting spied on by the CIA and the NSA.
[00:25:04.490 --> 00:25:06.331]  That's all come out.
[00:25:06.331 --> 00:25:08.412]  The British Parliament's being spied on.
[00:25:08.412 --> 00:25:10.734]  The German Reichstag, the Bundestag,
[00:25:11.641 --> 00:25:12.582]  Is being spied on.
[00:25:12.582 --> 00:25:13.542]  It's come out.
[00:25:13.542 --> 00:25:21.227]  The bureaucracy and the private interest that get their people in control of it, that a corporate takeover of government.
[00:25:21.227 --> 00:25:22.367]  And it's mafia.
[00:25:22.367 --> 00:25:24.228]  It's not free market.
[00:25:24.228 --> 00:25:26.950]  And they want to meet in secret.
[00:25:26.950 --> 00:25:30.032]  It is a huge victory, though, that we're forcing it out in the open.
[00:25:30.032 --> 00:25:33.534]  I cannot reiterate that enough, that we're forcing TPP out.
[00:25:34.534 --> 00:25:37.096]  That we're forcing Bilderberg out.
[00:25:37.096 --> 00:25:39.337]  That we're forcing these same players out.
[00:25:39.337 --> 00:25:42.980]  I mean, it's Henry Kissinger and David Rockefeller at the bottom of all of this.
[00:25:42.980 --> 00:25:51.285]  Because they were handed the reins of power in the 50s by the retiring and dying Rockefellers and Rothschilds of that time.
[00:25:51.285 --> 00:25:54.747]  That's why everybody grovels to Kissinger and grovels to David Rockefeller.
[00:25:54.747 --> 00:26:04.214]  If you look up the 30-plus organizations founded to push the UN, if you look at the organizations founded for the North American Union, every one of them was founded by the Carnegie's and Rockefellers.
[00:26:04.814 --> 00:26:14.825]  And David Rockefeller, you could go to C-SPAN speeches he's given 25 years ago, 8 years ago, where he gets up there and talks about global government and all the organizations he's founded.
[00:26:16.573 --> 00:26:21.574]  I'm just a simple banker, but I'm proud to have founded this organization.
[00:26:21.574 --> 00:26:36.778]  And then you go, look, he's founded them all, his family gave him the land the UN's on, so all these billionaires grovel to him because almost the whole world, the system, was chosen and designed by Henry Kissinger and David Rockefeller.
[00:26:37.438 --> 00:26:43.246]  For almost 60 years, they've been running the Anglo-American Power Group.
[00:26:43.246 --> 00:26:45.349]  I mean, they're mega-powerful.
[00:26:45.349 --> 00:26:47.031]  They're like Emperor Palpatine, folks.
[00:27:00.512 --> 00:27:03.157]  Waging war on corruption.
[00:27:03.157 --> 00:27:08.406]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:27:21.824 --> 00:27:27.728]  They just gave me a number when I was young.
[00:27:27.728 --> 00:27:33.131]  They have microchip identification devices implanted into their body.
[00:27:33.131 --> 00:27:41.197]  Got a long line of heartache, I carry it well.
[00:27:41.197 --> 00:27:45.459]  The list of lives I've broken reach from here to hell.
[00:27:49.687 --> 00:27:53.509]  Bad luck wind been blowin' at my back
[00:27:57.388 --> 00:27:59.690]  I pray you don't look at me.
[00:27:59.690 --> 00:28:02.432]  I pray I don't look back.
[00:28:02.432 --> 00:28:03.532]  Thank you so much for joining us.
[00:28:03.532 --> 00:28:05.134]  I am your host Alex Jones.
[00:28:05.134 --> 00:28:09.336]  I was born in the soul of misery.
[00:28:09.336 --> 00:28:11.658]  Coming up, two very important reports.
[00:28:11.658 --> 00:28:17.002]  The delusions of King Barack Obama by John Bowne and laser beams.
[00:28:17.002 --> 00:28:20.084]  Boeing's weapons get sci-fi sound effects.
[00:28:20.084 --> 00:28:22.346]  Leon McAdoo looks deeply into that.
[00:28:23.186 --> 00:28:26.429]  We have another police officer shot in the back.
[00:28:26.429 --> 00:28:29.551]  Randomly, probably part of the war on local police.
[00:28:29.551 --> 00:28:31.292]  Soros is financing.
[00:28:31.292 --> 00:28:32.573]  That's out of the Houston Chronicle.
[00:28:32.573 --> 00:28:35.435]  We're going to be looking at that attempt.
[00:28:35.435 --> 00:28:38.057]  The officer is not dead, but is in the hospital.
[00:28:38.057 --> 00:28:39.899]  That's at least good news.
[00:28:39.899 --> 00:28:43.561]  Because they want to kill a bunch of cops and get the cops all militarized, folks.
[00:28:43.561 --> 00:28:46.344]  That's the plan.
[00:28:46.344 --> 00:28:48.505]  People out there cheering stuff like this are idiots.
[00:28:48.505 --> 00:28:50.667]  Once a civil war starts, it's not going to be a joke.
[00:28:52.668 --> 00:28:57.016]  Scientists in a major report say lack of good gut bacteria could be giving you cancer.
[00:28:57.016 --> 00:28:57.718]  We're going to look at that.
[00:29:00.094 --> 00:29:05.258]  We're going to look at Rupert Murdoch preparing to step down as CEO of 21st Century Fox.
[00:29:05.258 --> 00:29:06.919]  Egyptian police arrest U.S.
[00:29:06.919 --> 00:29:09.201]  embassy worker on terror charges.
[00:29:09.201 --> 00:29:15.266]  Yeah, the Obama administration is running al-Qaeda and the Muslim Brotherhood inside of Egypt.
[00:29:15.266 --> 00:29:16.907]  That's come out in an Egyptian court.
[00:29:16.907 --> 00:29:18.549]  We already knew that.
[00:29:18.549 --> 00:29:27.956]  But it's really crazy that our government would be funding the enemies of our allies to put horrible people in charge to destroy
[00:29:29.025 --> 00:29:33.708]  One of the most populous countries, well the most populous country in the Middle East.
[00:29:33.708 --> 00:29:38.791]  You talk about a powder keg situation, this is dangerous.
[00:29:38.791 --> 00:29:51.760]  Coming up, Paul Ryan Pelosi-esque moment, says it's declassified, speaking of TPP, says it's declassified and made public, then they will release it to the public.
[00:29:54.727 --> 00:29:55.408]  So there you go.
[00:29:55.408 --> 00:29:58.473]  It's declassified and made public when it's agreed to.
[00:29:58.473 --> 00:30:00.856]  So you can read it after we pass it.
[00:30:00.856 --> 00:30:10.571]  And we know what it gives Obama, dictatorial power over everything, and that's now coming out as WikiLeaks releases another piece of the puzzle.
[00:30:11.889 --> 00:30:18.490]  Now again, joining us from Austria is Paul Joseph Watson, Rob Dew, and Josh Owens.
[00:30:18.490 --> 00:30:25.892]  Major new developments since we talked to them 21 hours ago here on the Wednesday edition Bilderberg 2015.
[00:30:25.892 --> 00:30:33.773]  The very top, the paramount area of global power structure.
[00:30:33.773 --> 00:30:37.274]  The 150 members, they say it's 130, there's usually 15, 20 extra secret attendees.
[00:30:41.158 --> 00:30:56.959]  Sit on top of all the major corporate boards, government boards, military boards, and then have their minions under them carrying out money laundering, snuff films, weapons contracts, illegal deals, arms sales to dictators.
[00:30:56.959 --> 00:30:58.161]  I mean, you name it, they're involved.
[00:30:58.837 --> 00:31:08.086]  Just pick anybody, they're involved at the top of Bilderberg and they're just involved in every nastiness, whether it's Hillary Clinton or Henry Kissinger or David Rockefeller, it only gets worse.
[00:31:08.086 --> 00:31:18.537]  And again, these are the people that went to the scientific technological elite that Eisenhower warned of in 61 and his farewell address as Kennedy was coming in.
[00:31:21.084 --> 00:31:23.947]  And decided to go with this eugenics plant.
[00:31:23.947 --> 00:31:38.959]  The computers, the checkpoints, the cell phones, the control grids, they've all... Brzezinski in 1976 wrote a book breaking it all down, The Technotronic Era.
[00:31:38.959 --> 00:31:43.563]  I remember being like nine years old and my dad said, when you get old enough son, you need to read this.
[00:31:44.502 --> 00:31:46.004]  And I was like, what's the book about?
[00:31:46.004 --> 00:31:50.169]  He goes, well, the government brings in the drugs so they can control organized crime.
[00:31:50.169 --> 00:31:54.334]  And the government launders the money and they're going to put in computers that control everything and track everyone.
[00:31:54.334 --> 00:31:57.738]  It's going to be just like Brave New World.
[00:31:57.738 --> 00:32:02.563]  And then later, when I was about, I don't know, 11 or 12, I read the Brzezinski book.
[00:32:02.563 --> 00:32:04.566]  Didn't understand much of it, but it seemed wild.
[00:32:07.108 --> 00:32:07.588]  You understand?
[00:32:07.588 --> 00:32:13.552]  I mean, he wrote books that they put Khmer Rouge in to kill a third of the Cambodian population.
[00:32:13.552 --> 00:32:16.994]  They write books bragging about their evil.
[00:32:16.994 --> 00:32:19.395]  That's who's at this meeting.
[00:32:19.395 --> 00:32:20.876]  And they set all this up.
[00:32:20.876 --> 00:32:22.317]  I mean, they are smart.
[00:32:22.317 --> 00:32:23.358]  They are powerful.
[00:32:23.358 --> 00:32:28.341]  There's a reason people worth $100 billion go to Bilderberg and grovel to them.
[00:32:28.341 --> 00:32:31.263]  Bill Gates has gone all of them.
[00:32:31.263 --> 00:32:34.284]  Because these guys built our world.
[00:32:34.284 --> 00:32:36.646]  I mean, they're the ones that are turning our world into a nightmare.
[00:32:38.066 --> 00:32:40.327]  That's why they're important.
[00:32:40.327 --> 00:32:41.367]  Every major U.N.
[00:32:41.367 --> 00:32:44.509]  property given to them by these people.
[00:32:44.509 --> 00:32:50.271]  All the corporate boards set up by these people since at least the late 50s.
[00:32:50.271 --> 00:33:01.856]  David Rockefeller, Zbigniew Brzezinski, and Henry Kissinger, along with George Soltz and a few others, have run the entire country, and thus the Western world.
[00:33:04.804 --> 00:33:06.746]  And they have set it all up.
[00:33:06.746 --> 00:33:08.647]  And they don't want you to know about it.
[00:33:08.647 --> 00:33:15.772]  They don't want you to discuss it as they prepare to merge the three global unions into one super state under ten sub-regions.
[00:33:15.772 --> 00:33:16.533]  Where did I read that?
[00:33:16.533 --> 00:33:23.298]  I remember being in Sunday school and they talked about the ten regions, the ten kings.
[00:33:23.298 --> 00:33:32.064]  I just... Either it's all true and happening in prophecy or the globalists are following it as a blueprint.
[00:33:32.064 --> 00:33:32.965]  Either way, it's real.
[00:33:34.056 --> 00:33:39.000]  Just like you could say was science fiction written a hundred years ago by Jules Verne's.
[00:33:39.000 --> 00:33:41.062]  Was he psychic or was he just a good guesser?
[00:33:41.062 --> 00:33:41.783]  Doesn't matter.
[00:33:41.783 --> 00:33:46.687]  What we envision ends up then manifesting.
[00:33:46.687 --> 00:33:55.035]  Given enough time, we take you now live to Austria in the Alps outside of Telz.
[00:33:55.035 --> 00:33:59.498]  Paul Joseph Watson, give us your current location and what's happened in the last 21 hours.
[00:34:02.639 --> 00:34:05.603]  Yeah, we're currently back at the hotel, Alex, uploading some videos.
[00:34:05.603 --> 00:34:11.190]  We've actually, um, got an interview with Charlie Skinner.
[00:34:11.190 --> 00:34:13.013]  There was also a big story last night.
