[00:00.000 --> 00:01.000]  Find out right now.
[26:18.000 --> 26:20.000]  I think this is something that's going to gain momentum.
[26:20.000 --> 26:25.000]  The more of you out there who see that you can get away with these truth actions
[26:25.000 --> 26:30.000]  and do so with a modicum of publicity and a lot of support,
[26:30.000 --> 26:35.000]  the more people that are going to do it and the more scared the government is going to be of the people.
[26:35.000 --> 26:38.000]  Of course, you remember the adage, the old quote,
[26:38.000 --> 26:41.000]  a people that are afraid of their government receive tyranny
[26:41.000 --> 26:46.000]  and a government afraid of the people project liberty.
[26:46.000 --> 26:49.000]  And this is something always very important to remember.
[26:49.000 --> 26:52.000]  Don't be scared. Never back down. Get in their faces.
[26:52.000 --> 26:55.000]  And the more of you that do it, the easier it's going to be
[26:55.000 --> 26:58.000]  and the more and the easier it's going to be to get away with it.
[26:58.000 --> 27:00.000]  So I'm really proud of people that do that.
[27:00.000 --> 27:03.000]  We'll talk about that also in the second hour of the broadcast today.
[27:03.000 --> 27:06.000]  One of the things we mentioned in this clip was depleted uranium,
[27:06.000 --> 27:09.000]  and we have a story on that put out, I believe,
[27:09.000 --> 27:16.000]  by the Daytona Beach News Journal soldier health scare back in the news.
[27:16.000 --> 27:17.000]  It goes like this.
[27:17.000 --> 27:21.000]  Lori Brim cradled her son in her arms for three months before he died
[27:21.000 --> 27:26.000]  at the famous now Walter Reed Army Medical Center in Washington.
[27:26.000 --> 27:31.000]  Dustin Brim, a 22-year-old Army specialist, had collapsed three years ago in Iraq
[27:31.000 --> 27:35.000]  from a very aggressive cancer that attacked his kidney
[27:35.000 --> 27:40.000]  and caused a mass growth over his esophagus and a collapsed lung.
[27:40.000 --> 27:42.000]  The problem she saw during her time at Walter Reed,
[27:42.000 --> 27:46.000]  including her son screaming in pain while doctors argued over medications,
[27:46.000 --> 27:48.000]  had nothing to do with the mold
[27:48.000 --> 27:52.000]  and the shabby conditions documented in recent news reports.
[27:52.000 --> 27:56.000]  What his mother saw was an unexplainable illness consuming her son.
[27:56.000 --> 28:01.000]  And what she has learned since her son's death is that this was not an isolated case.
[28:01.000 --> 28:03.000]  Lori Brim has joined other parents,
[28:03.000 --> 28:07.000]  hundreds of other sick soldiers, legislators, research scientists,
[28:07.000 --> 28:10.000]  and environmental activists who say the cause of their problems
[28:10.000 --> 28:13.000]  results from exposure to depleted uranium,
[28:13.000 --> 28:19.000]  a radioactive metal used in the manufacturing of U.S. tank armor and weapons casings.
[28:19.000 --> 28:23.000]  Health and environmental effects of depleted uranium are at the heart of scientific studies,
[28:23.000 --> 28:28.000]  a lawsuit in the New York courts and legislative bills in more than a dozen states,
[28:28.000 --> 28:32.000]  although, as they note in this article, not in Florida.
[28:32.000 --> 28:35.000]  News stories claiming negative signs of depleted uranium's impact,
[28:35.000 --> 28:40.000]  including death and birth defects, are surfacing from Australia to England to the Far East.
[28:40.000 --> 28:45.000]  The controversy rages within government bodies and underlines the theme of TV shows,
[28:45.000 --> 28:49.000]  like a recent episode of the medical series House.
[28:49.000 --> 28:52.000]  You've got to see that. If anybody has that issue of House,
[28:52.000 --> 28:57.000]  I can't stand that show, but if they're talking about depleted uranium, I'd sure like to see it.
[28:57.000 --> 29:00.000]  While the military continues to deny the connection of depleted uranium
[29:00.000 --> 29:03.000]  to sickness plaguing returning servicemen and women,
[29:03.000 --> 29:08.000]  the newly mandated study stemming from legislation signed by President Bush in October
[29:08.000 --> 29:10.000]  is just getting underway.
[29:10.000 --> 29:15.000]  Too little, too late will be the headline of that particular column.
[29:15.000 --> 29:21.000]  A new study which begins in March follows several that have been completed by the military into depleted uranium.
[29:21.000 --> 29:27.000]  A byproduct left when enriched uranium is separated out for use in nuclear power and atomic weapons.
[29:27.000 --> 29:33.000]  The Department of Energy gives it to arms makers where its extreme density is valuable
[29:33.000 --> 29:37.000]  in the manufacture of armor and casings.
[29:37.000 --> 29:41.000]  I wonder if George Bush or the legislators or anybody looking into this,
[29:41.000 --> 29:45.000]  this particular woman in general and their coalition,
[29:45.000 --> 29:49.000]  have had a chance to talk to Colonel Doug Rocky.
[29:49.000 --> 29:54.000]  Despite a 1996 U.N. resolution opposing its use because of the discovery of health problems
[29:54.000 --> 30:00.000]  after the first Gulf War, that's right, it's been acknowledged by the United Nations, it must be true,
[30:00.000 --> 30:05.000]  the military studies have concluded there was no evidence that exposure to the metal caused illness
[30:05.000 --> 30:09.000]  except the evidence of the dying cancerous soldiers.
[30:09.000 --> 30:11.000]  We can talk more about it on the program today as well.
[30:11.000 --> 30:14.000]  Thanks for listening to the Alex Jones Show, folks. We'll be right back after this.
[30:14.000 --> 30:16.000]  Infowars.com.
[30:25.000 --> 30:30.000]  We're on the march. The empire's on the run.
[30:30.000 --> 30:34.000]  Alex Jones and the GCN Radio Network.
[30:36.000 --> 30:40.000]  Are you looking for a one-stop shop to find all your favorite books and videos?
[30:40.000 --> 30:44.000]  Look no further. Northern Voice Bookstore has everything you need.
[30:44.000 --> 30:48.000]  Hundreds of titles from self-defense, survival, and financial freedom
[30:48.000 --> 30:53.000]  to history, politics, conspiracy, and everything you need to know about the New World Order.
[30:53.000 --> 30:59.000]  You can order everything you need on the web 24 hours a day at northernvoicebookstore.com
[30:59.000 --> 31:07.000]  or send $2 for our latest catalog to Northern Voice Bookstore, Post Office Box 281, Wildwood, PA 15091.
[31:07.000 --> 31:10.000]  Northern Voice Bookstore offers a broad range of different perspectives
[31:10.000 --> 31:14.000]  and believes strongly that the American people need alternative sources of information
[31:14.000 --> 31:17.000]  in order to understand the society they live in today.
[31:17.000 --> 31:20.000]  You won't find a better selection of books or videos anywhere.
[31:20.000 --> 31:23.000]  So make Northern Voice Bookstore your bookstore.
[31:23.000 --> 31:26.000]  Visit us online at northernvoicebookstore.com
[31:26.000 --> 31:35.000]  or send $2 for our latest catalog to Northern Voice Bookstore, PO Box 281, Wildwood, PA 15091.
[31:35.000 --> 31:40.000]  Craig Walcott, chartered financial consultant and host of the Dead Doctors Don't Lie radio program
[31:40.000 --> 31:43.000]  and million-dollar earner in the network marketing field since 1989.
[31:43.000 --> 31:45.000]  I certainly know what it takes to succeed.
[31:45.000 --> 31:51.000]  I also know without proper tools, your chance for significant income in the network marketing field can quickly fade.
[31:51.000 --> 31:54.000]  The sad truth is that 99% of the people who enter network marketing
[31:54.000 --> 31:57.000]  will never spend the time nor money to develop the skills they need.
[31:57.000 --> 32:00.000]  That's where MLM Incorporated steps in.
[32:00.000 --> 32:02.000]  No matter what network marketing venture you're involved in,
[32:02.000 --> 32:07.000]  MLM Incorporated can provide you the successful tools you need to truly succeed.
[32:07.000 --> 32:10.000]  A subscription to MLM Incorporated will provide you access
[32:10.000 --> 32:13.000]  to the three-hour industrial revolution of network marketing seminar
[32:13.000 --> 32:16.000]  where you will learn to perform at a level you never thought possible.
[32:16.000 --> 32:20.000]  Radio, TV, internet, direct mail will all be at your fingertips.
[32:20.000 --> 32:25.000]  Weekly training calls, no additional charge, plus so much more can't be mentioned in 60 seconds.
[32:25.000 --> 32:31.000]  Visit MLMincorporated.com to hear how you can become one of the elite income earners in the network marketing field.
[32:31.000 --> 32:35.000]  MLMincorporated.com, where your success is guaranteed.
[32:35.000 --> 32:40.000]  Summer is once again just around the corner, and as usual, so are higher gas prices.
[32:40.000 --> 32:44.000]  This year, stop taking it on the chin and start fighting back.
[32:44.000 --> 32:48.000]  Ethos FR, a product tested and found worthy by NBC and Fox News,
[32:48.000 --> 32:53.000]  can save you up to 19% on fuel and reduce emissions by up to 30%.
[32:53.000 --> 32:56.000]  Unlike other products and gadgets you've seen advertised,
[32:56.000 --> 33:00.000]  Ethos FR attacks the source of the problem, unburned fuel.
[33:00.000 --> 33:04.000]  You see, exhaust is essentially unburned fuel that's expelled from your tailpipe.
[33:04.000 --> 33:07.000]  That equates to toxins being released into the environment
[33:07.000 --> 33:10.000]  and dollars being released from your wallet.
[33:10.000 --> 33:13.000]  But with Ethos FR, fuel burns more completely,
[33:13.000 --> 33:17.000]  helping your engine to deliver better mileage and helping you to save money.
[33:17.000 --> 33:19.000]  And it's so easy to use.
[33:19.000 --> 33:22.000]  Simply pour a couple of ounces into your tank at every fill-up,
[33:22.000 --> 33:25.000]  and you're on your way to saving money and the environment.
[33:25.000 --> 33:32.000]  So, do yourself and the environment a favor and visit CTSaveGas.com to get your bottle today.
[33:32.000 --> 33:35.000]  That's CTSaveGas.com.
[33:37.000 --> 34:06.000]  If you don't stand up for your rights, I don't know who's going to, and I'd like to say,
[34:07.000 --> 34:11.000]  Get under your bed. Get up in your attic.
[34:11.000 --> 34:17.000]  Find the lockbox that has your constitutional rights and your God-given rights.
[34:17.000 --> 34:20.000]  Break it open and start using them.
[34:20.000 --> 34:24.000]  If you don't, they're going to go away and be replaced with privileges.
[34:24.000 --> 34:25.000]  Thanks for joining us again, folks.
[34:25.000 --> 34:28.000]  Jack Blood sitting in if you've just joined us for the Alex Jones program today.
[34:28.000 --> 34:32.000]  We're expecting Alex to join us any minute on the program today,
[34:32.000 --> 34:35.000]  analyzing and breaking down some breaking news stories.
[34:35.000 --> 34:39.000]  So, for you, again, talking to Joseph Kilgus in the second hour of the program today
[34:39.000 --> 34:44.000]  about their 9-11 truth action on John Kerry here in Austin, Texas, over the weekend.
[34:44.000 --> 34:47.000]  We'll be going to your calls at 800-259-9231.
[34:47.000 --> 34:51.000]  1-800-259-9231 will get to you as soon as possible.
[34:51.000 --> 34:53.000]  Just a ton of news to report today.
[34:53.000 --> 34:57.000]  As I like to always correct myself, it's only 1,000 pounds of news to report today, maybe 1,500.
[34:57.000 --> 35:01.000]  Not 2,000 pounds, so a ton of news, possibly a misnomer.
[35:01.000 --> 35:06.000]  Going back to depleted uranium, I think this is an extremely important issue to discuss.
[35:06.000 --> 35:11.000]  In fact, we do get distracted quite a bit in supporting the troops to forget how to support the troops,
[35:11.000 --> 35:15.000]  and one way to do that is to blow open the whole depleted uranium issue.
[35:15.000 --> 35:24.000]  Of course, our friend, Dr. Doug Rocky, is the one who instituted the Pentagon's study on how to use this,
