[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[42:20.000 --> 42:24.000]  And that's why they're destroying places of cult.
[42:24.000 --> 42:43.000]  Because you see places of cult since ancient times are places where you gather an aggregate, you gather a spiritual force through the power of prayer, through the rosaries that in the Catholic Church, the old ladies, they are praying on one holy Mary after the other.
[42:43.000 --> 42:46.000]  It's the same concept that is also repeated in Islam.
[42:46.000 --> 42:47.000]  They do the same thing.
[42:47.000 --> 42:48.000]  All right, let's talk about this.
[42:48.000 --> 42:49.000]  We're going to break Leo.
[42:49.000 --> 42:51.000]  Let's get into more of this on the other side.
[42:51.000 --> 42:53.000]  Leo Zagami is going to be with us for an hour today.
[42:53.000 --> 42:54.000]  Don't go anywhere.
[42:54.000 --> 43:23.000]  We'll be right back.
[43:24.000 --> 43:26.000]  We'll be right back.
[43:54.000 --> 43:56.000]  We'll be right back.
[43:56.000 --> 44:24.000]  We'll be right back.
[44:24.000 --> 44:29.000]  Again, we've got four or five places we want to fill and a lot of news secret projects going on.
[44:29.000 --> 44:37.000]  The point is if you want to build freedom in this country and promote free speech and you want to help Info Wars go to the next level, we want to hire you.
[44:37.000 --> 44:41.000]  Send your resumes to techjobs.infowars.com today.
[44:41.000 --> 44:47.000]  I look forward to meeting some of you and shaking your hand and having you jump on Millennium Falcon to start Episode 4.
[44:47.000 --> 44:48.000]  That's what you're going to be doing.
[44:48.000 --> 44:51.000]  This is the real ticket to adventure.
[44:51.000 --> 44:56.000]  Techjobs.infowars.com.
[44:56.000 --> 45:22.000]  Techjobs.infowars.com.
[45:22.000 --> 45:48.000]  Techjobs.infowars.com.
[45:48.000 --> 45:51.000]  Techjobs.infowars.com.
[45:51.000 --> 45:55.000]  The Brain Force Plus Knockout Combo right now.
[45:55.000 --> 46:09.000]  Get your free bottle today at infowarstore.com.
[46:09.000 --> 46:18.000]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[46:18.000 --> 46:28.000]  But they are riddled with dyes and toxins and synthetic caffeine and other chemicals that sure get you a quick boost but burn out in just a few hours and have terrible side effects.
[46:28.000 --> 46:37.000]  We have developed, hands down, from our research, the most powerful, healthy energy drink, pre-workout and beyond system in the world.
[46:37.000 --> 46:40.000]  If there's nothing else like it, you must experience it.
[46:40.000 --> 46:47.000]  It is a total game changer and it comes in easy-to-use packets to mix in with fruit juice or water, whatever you'd like.
[46:47.000 --> 46:50.000]  Warning though, it's very, very strong. It lasts up to 10 hours.
[46:50.000 --> 46:57.000]  So take a half pack at the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[46:57.000 --> 47:03.000]  TurboForce.infowars.com.
[47:03.000 --> 47:11.000]  You're listening to the Alex Jones Show.
[47:11.000 --> 47:24.000]  Music
[47:24.000 --> 47:27.000]  Oh, and Troyer here filling in for Alex Jones today.
[47:27.000 --> 47:33.000]  He is still on a special mission in D.C.
[47:33.000 --> 47:41.000]  And I am joined by Leo Zagami and we are talking about his story.
[47:41.000 --> 47:49.000]  Joe Biden, the Vatican candidate of choice for 2020 and who's really behind that and what that really means.
[47:49.000 --> 48:00.000]  And so, I mean, the things that stuck out to me, Leo, and you can get back into going into the spiritual war that you were getting into in the last segment before we had to go to break.
[48:00.000 --> 48:03.000]  And that's really what this comes down to.
[48:03.000 --> 48:18.000]  And so that's why they bring people out like Katy Perry to push their symbolism and stuff and then go to these conferences where they push biotech and biomedical tyranny and they roll it out like it's cool and trendy.
[48:18.000 --> 48:24.000]  And don't worry about what's behind it, you know, don't worry about what we really want to use it for.
[48:24.000 --> 48:30.000]  And so, but they've run into kind of a an obstacle here with with Joe Biden not being so popular.
[48:30.000 --> 48:34.000]  And so if they do force him in, I mean, America is going to be like, well, what the heck just happened here?
[48:34.000 --> 48:38.000]  I think I don't know if America is that dead yet.
[48:38.000 --> 48:41.000]  But you were getting into the spiritual aspects of this.
[48:41.000 --> 48:45.000]  I mean, you'd see Joe Biden's creepy smile the way he touches and gropes children and women.
[48:45.000 --> 48:49.000]  I think we understand what side of the spiritual battle he is on.
[48:49.000 --> 48:57.000]  But, you know, Leo, this is in, I mean, this is a battle as ancient as time itself between good and evil.
[48:57.000 --> 49:03.000]  And I think people are finally starting to become akin to it again.
[49:03.000 --> 49:14.000]  They're kind of starting to get, of course, aware of it because thanks to us and other mediums that maybe before were not obtainable,
[49:14.000 --> 49:24.000]  we can put through our theories, our hypothesis, but also the truth on many things that unfortunately is censored by mainstream media.
[49:24.000 --> 49:27.000]  But mainstream media is controlled by them.
[49:27.000 --> 49:34.000]  So they will have an immense power if Trump doesn't really unblock the situation.
[49:34.000 --> 49:39.000]  That's why what Alex is doing in Washington DC is very important, of course.
[49:39.000 --> 49:44.000]  And what's happening with Dorsey and the whole show with Twitter, these people control Silicon Valley.
[49:44.000 --> 49:52.000]  Of course, they have invested a lot of money in it and they also ideologically control it because that's the way it is.
[49:52.000 --> 49:56.000]  I mean, recently I was contacted by somebody in San Francisco.
[49:56.000 --> 50:05.000]  They had difficulty in organizing an event for me there because, of course, the way things are down there in California.
[50:05.000 --> 50:11.000]  But regarding Joe Biden, we have a person who is endorsed directly by the Pope.
[50:11.000 --> 50:19.000]  I mean, we're talking about a conference which was arranged with the imprimatur of the Vatican.
[50:19.000 --> 50:25.000]  Let me ask you this question though. When did we see this public flip from the Vatican?
[50:25.000 --> 50:28.000]  I was raised Catholic. I went to Catholic school.
[50:28.000 --> 50:31.000]  I saw the Pope when he came to St. Louis.
[50:31.000 --> 50:34.000]  I mean, I went to pro-life marches.
[50:34.000 --> 50:36.000]  When did the Catholic Church all of a sudden become pro-choice?
[50:36.000 --> 50:38.000]  I mean, this is really strange. When did this happen?
[50:38.000 --> 50:46.000]  Because even not too long ago, the Catholic Church and the Pope has always been publicly pro-choice, very adamant.
[50:46.000 --> 50:49.000]  Now we have a pro-life. Excuse me.
[50:49.000 --> 50:54.000]  Now we have a pro-choice, supporting pro-choice in America.
[50:54.000 --> 50:59.000]  When did this flip happen? I guess they're just taking the mask off now.
[50:59.000 --> 51:04.000]  They're taking the mask off, but they have been gradually taking it off since the end of the 60s,
