[00:00.000 --> 00:14.200]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[39:44.400 --> 39:50.400]  And we're reaching that tipping point now where the corrupt have gotten away with so much.
[39:50.400 --> 39:55.400]  These corporate CEOs.
[39:55.400 --> 40:04.400]  Three big news stories the last four or five days were big pharma knowingly in their own documents knows their products.
[40:04.400 --> 40:05.400]  They don't help people.
[40:05.400 --> 40:07.400]  It's not like it's a cost benefit.
[40:07.400 --> 40:09.400]  Well, it helps 10 but hurts one.
[40:09.400 --> 40:14.400]  And then hide that from people. No, no, no, it's it doesn't work. It kills people.
[40:14.400 --> 40:15.400]  We know it's killing them.
[40:15.400 --> 40:17.400]  Ha ha ha.
[40:17.400 --> 40:22.400]  It's like that former Goldman Sachs managing, you know, international director.
[40:22.400 --> 40:26.400]  We had on with the film that we're selling a greater good.
[40:26.400 --> 40:30.400]  And I said, man, your film is your kind of main line about the dangers of vaccines.
[40:30.400 --> 40:31.400]  Did you know it's really on purpose?
[40:31.400 --> 40:36.400]  And she goes, yes, that's how I woke up the head of a $7 billion a year company was in my office.
[40:36.400 --> 40:42.400]  And he said, we've got this new drug that's going to kill a bunch of people and make us a bunch of money and started laughing.
[40:42.400 --> 40:46.400]  She said, so yes, sir, I know.
[40:46.400 --> 40:48.400]  I just saw the film and thought it was very informed and good.
[40:48.400 --> 40:51.400]  I hadn't even looked into the fact that she was a former top person in gold.
[40:51.400 --> 40:53.400]  I mean, you know, highest level of Goldman Sachs.
[40:53.400 --> 40:55.400]  And she goes, yeah, yeah, I know they want to kill us.
[40:55.400 --> 40:57.400]  But I, you know, the public isn't ready for that.
[40:57.400 --> 40:58.400]  So I just made this film.
[40:58.400 --> 41:02.400]  And again, you can talk to anybody in the upper echelons of power and go, you've been in the meetings.
[41:02.400 --> 41:03.400]  We're talking about killing everybody, right?
[41:03.400 --> 41:07.400]  They go, yeah, sure, I have. That's what they're into.
[41:07.400 --> 41:09.400]  You can talk to the top of their class of the university.
[41:09.400 --> 41:11.400]  They've been called in and given the speech.
[41:11.400 --> 41:14.400]  You can talk to the top guy at the FBI.
[41:14.400 --> 41:17.400]  If he was honest, he'd tell you he, I mean, this is the club.
[41:17.400 --> 41:22.400]  Okay. And either you're, and they'll test you once you start getting up to those highest levels.
[41:22.400 --> 41:25.400]  They'll test you and see if you're into it.
[41:25.400 --> 41:32.400]  I've had Russian bio, you know, genetic engineering experts on.
[41:32.400 --> 41:35.400]  I've had British ones who were making millions a year at these companies.
[41:35.400 --> 41:38.400]  And they go, hey, this is sterilizing all the rats or all the guinea pigs.
[41:38.400 --> 41:42.400]  This potato is this corn is, and they go, just don't worry about it.
[41:42.400 --> 41:44.400]  They're like, but this is going to sterilize humans.
[41:44.400 --> 41:47.400]  And they go, that's the point.
[41:47.400 --> 41:48.400]  It's not just the trait.
[41:48.400 --> 41:49.400]  We're advertising.
[41:49.400 --> 41:51.400]  Now don't worry about it.
[41:51.400 --> 41:55.400]  And they're like, but this is really bad.
[41:55.400 --> 41:57.400]  It's also causing cancer and stuff.
[41:57.400 --> 42:00.400]  There's too many people shut up.
[42:00.400 --> 42:03.400]  You like your job, don't you?
[42:03.400 --> 42:08.400]  As director of this project, but it's going to kill people.
[42:08.400 --> 42:13.400]  Oh, do you like your family?
[42:13.400 --> 42:15.400]  How's your daughter doing?
[42:15.400 --> 42:16.400]  How's your son doing?
[42:16.400 --> 42:23.400]  I mean, usually I've interviewed the police on air who have named the names of where at Oklahoma City,
[42:23.400 --> 42:28.400]  the FBI would come to their office, into the sergeant's office, into the head of the canine unit's office
[42:28.400 --> 42:31.400]  and others and say, do you like your wife and kids?
[42:31.400 --> 42:36.400]  Because they're going to be dead if you don't stop investigating this.
[42:36.400 --> 42:40.400]  Okay, that's who's running things in America.
[42:40.400 --> 42:43.400]  So let's stop being naive about it.
[42:43.400 --> 42:46.400]  Okay, it's going to get us all killed.
[42:46.400 --> 42:47.400]  Let me tell you something.
[42:47.400 --> 42:48.400]  The globalists are out of control.
[42:48.400 --> 42:49.400]  I said I'd go to your calls.
[42:49.400 --> 42:50.400]  We're going to go to them right now.
[42:50.400 --> 42:52.400]  The guy got me on a jag there.
[42:52.400 --> 42:57.400]  The point is that video, I'm going to have it reposted by Adon,
[42:57.400 --> 42:59.400]  one of our great writers and webmasters.
[42:59.400 --> 43:01.400]  I'm going to have it reposted as a red link again,
