[00:00:02.153 --> 00:00:03.114]  It's happened.
[00:23:48.262 --> 00:23:50.403]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[00:23:50.403 --> 00:23:50.863]  That's 1-877-99-BERKEY.
[00:23:50.863 --> 00:23:52.024]  Big Berkey Water Filters.
[00:23:52.024 --> 00:23:52.905]  For the love of clean water.
[00:24:06.004 --> 00:24:06.606]  I think.
[00:24:27.895 --> 00:24:36.099]  Alright, we are obviously going to be putting out more special reports documenting the fact that there has been organized crime against this country.
[00:24:36.099 --> 00:24:41.082]  There are federal and state election laws that say one person, one vote.
[00:24:41.082 --> 00:24:56.390]  There's the Civil Rights Act and so many other serious laws in play that it is on average a very serious felony to steal someone's vote or imply their voting but then to misdirect them or to not accept that vote.
[00:24:57.916 --> 00:25:05.600]  And I don't need the constitutional lawyers to know that, but we're actually going to be interviewing them and putting reports together and showing this to everybody.
[00:25:05.600 --> 00:25:19.166]  Delegates on horseback used to be pledged that they would ride in and they would vote for who they had pledged.
[00:25:19.166 --> 00:25:20.487]  That's the way the system works.
[00:25:21.676 --> 00:25:27.159]  In a modern sense, they have changed the rules to claim that they can disregard the popular vote.
[00:25:27.159 --> 00:25:31.701]  But that wasn't until 1972 for the Democrats, 1976 for the Republicans.
[00:25:31.701 --> 00:25:38.744]  And I know for an audience, you already know this, I know I've hammered this, but the general public still doesn't understand this.
[00:25:38.744 --> 00:25:46.628]  And they still don't understand what happened in 10 major states that he won by landslides.
[00:25:48.260 --> 00:25:53.344]  In other states, they were engaged in election fraud against Sanders and stole it from him as well.
[00:25:53.344 --> 00:25:59.849]  Because you'd have exit polls showing 10-15% more for Sanders, but Hillary still won.
[00:25:59.849 --> 00:26:01.830]  That's unprecedented.
[00:26:01.830 --> 00:26:06.333]  How Hillary Clinton clinched the nomination on a day nobody voted.
[00:26:06.333 --> 00:26:10.837]  And then zero hedge links to the Associated Press, the New York Daily News, and others.
[00:26:12.165 --> 00:26:21.993]  Where they met the night before at the Rich Donors House with the AP and others, and then they decided how she would win and what numbers to put out the next day.
[00:26:21.993 --> 00:26:23.975]  And some decided to be Bernie people!
[00:26:23.975 --> 00:26:27.057]  So, you know, there'd be percentages, isn't that cute?
[00:26:27.057 --> 00:26:30.400]  Like a little tea party, musical chairs.
[00:26:30.400 --> 00:26:38.227]  So Obama comes out, in fact I'm going to play that clip first, in a press conference yesterday, and says, you know what?
[00:26:39.810 --> 00:26:41.371]  Trump's wrong that we have rigged elections.
[00:26:41.371 --> 00:26:41.871]  That's funny.
[00:26:41.871 --> 00:26:42.711]  That doesn't happen.
[00:26:42.711 --> 00:26:44.252]  That's a conspiracy theory.
[00:26:44.252 --> 00:26:50.274]  Local governments and local media and local communities, because he knows full well how it works.
[00:26:50.274 --> 00:26:53.535]  It was called Voter News Services until the mid-90s over lawsuits.
[00:26:53.535 --> 00:27:00.037]  It was owned by the Associated Press, which itself has been controlled by the CIA since the 40s, late 40s.
[00:27:02.546 --> 00:27:13.033]  And they will take the different conglomerates, and then they will announce who wins, and they've been caught stealing elections over and over and over again in key swing states.
[00:27:13.033 --> 00:27:16.956]  Remember 1996, what happened in Arizona?
[00:27:16.956 --> 00:27:26.222]  The exit polls all showed Buchanan with massive triple digit, and by triple digit I mean not 10, not 20, but 30 plus percentage points,
[00:27:29.437 --> 00:27:31.878]  So, this is what we're dealing with.
[00:27:31.878 --> 00:27:36.098]  And I have been sitting here watching it for 25 years from the grassroots level.
[00:27:36.098 --> 00:27:41.179]  25 years ago, I was at the election center downtown in Austin, Texas, watching election fraud.
[00:27:41.179 --> 00:27:44.240]  Experiencing it with my own eyeballs.
[00:27:44.240 --> 00:27:49.441]  With Pat Buchanan getting 70-80% of the vote in the Republican primary, and on the nightly news, he didn't even get 10%.
[00:27:49.441 --> 00:27:55.562]  I remember staying up till midnight.
[00:27:55.562 --> 00:27:57.423]  And there it was, Buchanan with nothing.
[00:27:58.394 --> 00:28:03.407]  I was there at the main center looking at getting the sheets ready, getting them all stacked up to go on the computer.
[00:28:04.201 --> 00:28:05.642]  Pat Buchanan bubbled in at the top.
[00:28:05.642 --> 00:28:07.123]  Pat Buchanan bubbled in.
[00:28:07.123 --> 00:28:10.625]  You couldn't find people other than Pat Buchanan, hardly.
[00:28:10.625 --> 00:28:12.587]  Then I talked to everybody else and said, have you seen Pat Buchanan?
[00:28:12.587 --> 00:28:13.727]  They're like, yeah.
[00:28:13.727 --> 00:28:17.990]  You stick it in the computer, it goes on a computer tape, and by the time it came out, it was something else.
[00:28:17.990 --> 00:28:22.733]  And then he wants to get up here and act like, this is crazy, this is bizarre, this is weird.
[00:28:22.733 --> 00:28:25.876]  Here is the president being forced to respond.
[00:28:25.876 --> 00:28:28.737]  See, this is how Trump is changing the narrative.
[00:28:28.737 --> 00:28:30.719]  And it's how Infowars is changing the narrative.
[00:28:30.719 --> 00:28:32.220]  We're not just going to lie down, Obama.
[00:28:33.217 --> 00:28:35.358]  Of course the elections will not be rigged.
[00:28:35.358 --> 00:28:36.358]  What does that mean?
[00:28:36.358 --> 00:28:39.440]  Of course Obamacare is rigged.
[00:28:39.440 --> 00:28:43.061]  The federal government doesn't run the election process.
[00:28:43.061 --> 00:28:44.402]  That's right, AP does.
[00:28:44.402 --> 00:28:53.285]  States and cities and communities all across the country, they're the ones who set up the voting systems and the voting booths.
[00:28:53.285 --> 00:28:54.806]  And they don't even get a name now.
[00:28:54.806 --> 00:29:02.789]  If Mr. Trump is suggesting that there is a conspiracy theory that is being propagated,
[00:29:04.487 --> 00:29:20.060]  Across the country, including in places like Texas, where typically it's not Democrats who are in charge of voting booths.
[00:29:20.060 --> 00:29:20.801]  That's ridiculous.
[00:29:20.801 --> 00:29:23.903]  That doesn't make any sense.
[00:29:23.903 --> 00:29:25.445]  They do not like the Texan, do they?
[00:29:27.662 --> 00:29:30.304]  I wonder who that's a message to.
[00:29:30.304 --> 00:29:31.906]  Oh boy.
[00:29:31.906 --> 00:29:32.627]  Here's another one.
[00:29:32.627 --> 00:29:34.668]  Why the AP called it for Clinton?
[00:29:34.668 --> 00:29:35.529]  Politico.
[00:29:35.529 --> 00:29:37.931]  The night before.
[00:29:37.931 --> 00:29:39.433]  Oh, but there's no election fraud.
[00:29:39.433 --> 00:29:41.935]  Clinton has delegates to win Democratic nomination.
[00:29:41.935 --> 00:29:43.016]  AP.
[00:29:43.016 --> 00:29:46.219]  See, we don't need any votes the day before.
[00:29:46.219 --> 00:29:49.042]  The AP announces the winner.
[00:29:49.042 --> 00:29:50.103]  Okay, that's how it works.
[00:29:51.397 --> 00:29:52.798]  We're on the march.
[00:29:52.798 --> 00:29:54.099]  The Empire's on the run.
[00:29:54.099 --> 00:30:02.166]  You notice now the President has to respond to InfoWars.
[00:30:02.166 --> 00:30:04.407]  Yesterday, Dakota Meyer, a U.S.
[00:30:04.407 --> 00:30:09.391]  Marine Corps veteran and Medal of Honor recipient, decided to open his mouth and tweak this out.
[00:30:09.391 --> 00:30:13.154]  If real Donald Trump wants to be Commander-in-Chief, he needs to act like one.
[00:30:13.154 --> 00:30:16.637]  And that can't start until he apologizes to the cons.
[00:30:16.637 --> 00:30:19.019]  And we all know that the cons are a con job.
[00:30:19.019 --> 00:30:20.020]  They support the fact
[00:30:20.080 --> 00:30:27.323]  That his son, Captain Khan, voluntarily joined the military and fought radical Islamic terrorism and died.
[00:30:27.323 --> 00:30:31.284]  The same kind of people that Mr. Khan wants to bring into this country.
[00:30:31.284 --> 00:30:33.565]  What do you stand for, Dakota Meyer?
[00:30:33.565 --> 00:30:37.946]  I do respect the things you've done, but this, this tweet is ridiculous.
[00:30:37.946 --> 00:30:46.029]  And the fact that now Hillary Clinton is using it to politicize her campaign to smear Donald Trump is completely and totally disgusting.
[00:30:46.509 --> 00:30:49.071]  All of the military is watching this right now.
[00:30:49.071 --> 00:30:50.192]  Our eyes are open.
[00:30:50.192 --> 00:30:51.193]  What are you going to do?
[00:30:51.193 --> 00:30:53.254]  Are you going to do the right thing and take that down?
[00:30:53.254 --> 00:30:57.777]  Or are you going to sit there and actually help out the most corrupt person ever?
[00:30:57.777 --> 00:31:01.540]  Hillary for Prison, Joe Biggs, Infowars.com, and I'm pissed off.
[00:31:02.080 --> 00:31:10.247]  If you ever wanted a great deal on a powerful solar generator, but were waiting for an outrageously low price, you are not going to want to miss this important message.
[00:31:10.247 --> 00:31:11.068]  Here's why.
[00:31:11.068 --> 00:31:15.212]  My friends, we already see major power grid problems, and it's getting worse.
[00:31:15.212 --> 00:31:16.133]  So please listen.
[00:31:16.133 --> 00:31:19.856]  Solar generators really do provide life-saving electrical power.
[00:31:19.856 --> 00:31:24.300]  And unlike gas generators, solar generators run silently, emit no fumes or gases.
[00:31:24.380 --> 00:31:24.520]  I think?
[00:31:43.447 --> 00:31:47.433]  Of off-the-grid gear in addition to the low price for M4 Wars listeners.
[00:31:47.433 --> 00:31:49.175]  So it's a good time to check it out.
[00:31:49.175 --> 00:31:50.878]  Go to gridwars.com.
[00:31:50.878 --> 00:31:52.600]  That's gridwars.com.
[00:31:52.600 --> 00:31:56.465]  It's a great opportunity to generate maximum electricity with minimum money.
[00:31:56.465 --> 00:31:58.048]  Go to gridwars.com.
[00:31:58.048 --> 00:31:59.390]  That's gridwars.com.
[00:32:01.980 --> 00:32:07.063]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:07.063 --> 00:32:15.907]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:15.907 --> 00:32:19.869]  Youngevity also offers you an ingenious way to augment your income.
[00:32:19.869 --> 00:32:20.650]  And the best part?
[00:32:20.650 --> 00:32:23.511]  You'll be helping your friends and family along the way.
[00:32:23.511 --> 00:32:26.132]  Visit m4warsteam.com today.
[00:32:26.132 --> 00:32:26.913]  Become a member.
[00:32:26.913 --> 00:32:30.975]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:31.195 --> 00:32:37.918]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:37.918 --> 00:32:38.879]  Another win-win.
[00:32:38.879 --> 00:32:42.620]  That's why I'm a member of the Longevity Team at InfoWarsTeam.com.
[00:32:42.620 --> 00:32:43.861]  And you can be too.
[00:32:43.861 --> 00:32:44.421]  It's simple.
[00:32:44.421 --> 00:32:47.343]  Just go to InfoWarsTeam.com today.
[00:32:47.343 --> 00:32:49.444]  Complete a short sign-up and you're part of the team.
[00:32:49.444 --> 00:32:52.705]  That's InfoWarsTeam.com or InfoWarsHealth.com.
[00:32:52.705 --> 00:32:59.008]  So many people call into my radio show and tell me how Longevity and the products at InfoWarsTeam.com have changed their lives.
[00:32:59.008 --> 00:33:00.329]  Check it out for yourself today.
[00:33:12.717 --> 00:33:20.522]  You're listening to The Alex Jones Show.
[00:33:20.522 --> 00:33:25.446]  Big responsibility here at the InfoWar.
[00:33:25.446 --> 00:33:28.247]  But El Presidente's been forced to respond.
[00:33:28.247 --> 00:33:29.728]  Inveiled.
[00:33:29.728 --> 00:33:30.209]  Grimaces.
