[00:00:08.490 --> 00:00:12.940]  Leading a frontal assault on the lies of the New World Order.
[01:39:57.071 --> 01:40:08.238]  Having been to the closed room to review the secret text of the Trans-Pacific Partnership, it is clear that it more closely resembles a treaty than a trade deal.
[01:40:08.238 --> 01:40:14.543]  And he says, fast-track through Congress would be pre-clearing a political and economic union.
[01:40:14.543 --> 01:40:19.045]  Understand, political union, not just an economic union, a political union.
[01:40:19.045 --> 01:40:20.627]  He understands where this is going.
[01:40:20.627 --> 01:40:21.787]  He knows that this is a treaty.
[01:40:21.787 --> 01:40:25.370]  He knows that this is a political union, not simply an economic union.
[01:40:26.050 --> 01:40:33.175]  Before a word of that agreement has been made available to a single private citizen.
[01:40:33.175 --> 01:40:35.036]  That is key.
[01:40:35.036 --> 01:40:38.538]  Senator Sessions has gone to the core of the issue.
[01:40:38.538 --> 01:40:44.182]  This is like the Enabling Act that the Reichstag passed to essentially divest their legislative powers to Adolf Hitler.
[01:40:45.584 --> 01:40:52.091]  Our Congress has done the same thing to Obama in the area of these so-called trade agreements.
[01:40:52.091 --> 01:40:53.673]  They are more than trade agreements.
[01:40:53.673 --> 01:40:58.418]  As Senator Sessions pointed out, they are political and economic union.
[01:40:58.418 --> 01:41:02.442]  And our Congress, our Senate, has essentially signed
[01:41:03.943 --> 01:41:07.804]  What is the enabling act of the 21st century saying?
[01:41:07.804 --> 01:41:16.526]  We give up our legislative duties and responsibilities and powers to the dictator-in-chief, the president.
[01:41:16.526 --> 01:41:21.347]  You will be able to do everything that we, under the Constitution, were supposed to do.
[01:41:21.347 --> 01:41:26.048]  The Reichstag, the German legislative body, surrendered all of its power
[01:41:26.628 --> 01:41:28.028]  To the executive.
[01:41:28.028 --> 01:41:31.349]  And that is precisely what this fast track process is.
[01:41:31.349 --> 01:41:33.130]  You need to contact the House.
[01:41:33.130 --> 01:41:35.470]  This is on a fast track to going through.
[01:41:35.470 --> 01:41:42.272]  He goes on to point out that it creates a new transnational commission that is chartered with a living agreement clause.
[01:41:42.272 --> 01:41:47.474]  He said under this new commission, the Sultan of Brunei would have an equal vote to that of the United States.
[01:41:47.474 --> 01:41:52.535]  And I would point out, so would Monsanto and other multinational corporations.
[01:41:53.513 --> 01:41:56.956]  They would do that via the Investor State Court.
[01:41:56.956 --> 01:41:57.617]  The I.S.
[01:41:57.617 --> 01:41:58.418]  Court.
[01:41:58.418 --> 01:41:59.859]  That kind of I.S.
[01:41:59.859 --> 01:42:00.760]  It's another I.S.
[01:42:00.760 --> 01:42:08.788]  created by our government, not just the Islamic State, but now the Investor State is coming after us as well.
[01:42:08.788 --> 01:42:18.417]  He says, to adopt fast track is to agree to remove the constitutional protections against the creation of a global governance structure before those structures are even made public.
[01:42:18.857 --> 01:42:26.302]  This is what Senator Sessions says, one of the few people who has read the agreement, who has bothered to read the agreement.
[01:42:26.302 --> 01:42:36.869]  Remember, Orrin Hatch, when an amendment was offered in the Senate by Elizabeth Warren and others to make this public, Orrin Hatch shut it down.
[01:42:36.869 --> 01:42:41.852]  And when he was asked if he had read it, he says, no, I'll be one of the most interested people to see what's in that.
[01:42:41.852 --> 01:42:44.314]  He wasn't interested enough to go and actually look at it.
[01:42:44.314 --> 01:42:44.754]  Stay with us.
[01:42:44.754 --> 01:42:47.896]  When we come back, Alex Jones is going to break down the TPP for you.
[01:42:47.896 --> 01:42:48.517]  We'll be right back.
[01:42:48.677 --> 01:42:48.894]  We're good.
[01:42:59.867 --> 01:43:07.933]  Despite this administration's dedication to transparency, FOIA backlogs have soared since President Barack Obama took office in 2009.
[01:43:07.933 --> 01:43:13.557]  A spike in requests is to be expected in an administration plagued with scandal.
[01:43:13.557 --> 01:43:25.745]  After it was revealed that they'd singled out conservative groups applying for tax-exempt status, the IRS cost the taxpayers $20 million so they could hand over more than a million pages of documents to investigators.
[01:43:25.905 --> 01:43:28.767]  And that doesn't even include Lois Lerner's emails.
[01:43:28.767 --> 01:43:37.855]  Speaking of missing emails, the House GOP has threatened to block some State Department funding until officials speed up their response to FOIA requests.
[01:43:37.855 --> 01:43:42.539]  The State Department responded saying the funding cut would only further cripple its efforts.
[01:43:42.879 --> 01:43:47.244]  After all, it's not just the Benghazi scandal and Hillary's email practices.
[01:43:47.244 --> 01:43:56.633]  The state's also dealing with massive FOIA requests for how contributions to the Clinton Foundation may or may not have influenced Clinton on the job.
[01:43:56.633 --> 01:43:59.196]  Leanne McAdoo reporting for InfoWars.com
[01:43:59.796 --> 01:44:06.998]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:44:06.998 --> 01:44:16.680]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:44:16.680 --> 01:44:23.502]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:44:24.042 --> 01:44:31.865]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:44:31.865 --> 01:44:35.547]  We set out to bring you the very best at the lowest price.
[01:44:35.547 --> 01:44:40.509]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:44:40.509 --> 01:44:44.931]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:44:44.931 --> 01:44:47.932]  No survival chest is complete without Silver Bullet.
[01:44:47.932 --> 01:44:51.073]  Exclusively available at Infowarslife.com.
[01:44:51.073 --> 01:44:52.574]  Secure your Silver Bullet today.
[01:44:59.380 --> 01:45:19.137]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused probably 30, 40 firearms manufacturers over the years.
[01:45:19.137 --> 01:45:19.558]  Well then,
[01:45:19.878 --> 01:45:23.781]  About six months ago, we get contacted by Head Down Firearms.
[01:45:23.781 --> 01:45:25.482]  Hdfirearms.com.
[01:45:25.482 --> 01:45:28.805]  Owned and run by a bunch of former Navy SEALs, Special Ops people.
[01:45:28.805 --> 01:45:33.909]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[01:45:33.909 --> 01:45:37.852]  It's always about security, whether it's for yourself, your wife, your loved ones.
[01:45:37.852 --> 01:45:40.234]  Go to their website, hdfirearms.com.
[01:45:40.234 --> 01:45:44.657]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[01:45:44.657 --> 01:45:45.858]  You can pick it up at the gun show.
[01:45:46.118 --> 01:45:48.001]  You can pick it up at the local sporting goods store.
[01:45:48.001 --> 01:45:52.369]  Whatever you do, get your Head Down firearm today.
[01:45:52.369 --> 01:45:56.757]  The spirit of 1776 lives at Head Down Firearms.
[01:45:56.757 --> 01:45:57.999]  HDFirearms.com
[01:45:59.406 --> 01:46:00.646]  Another major health threat.
[01:46:00.646 --> 01:46:05.628]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:46:05.628 --> 01:46:08.309]  Ohio's governor declaring a state of emergency.
[01:46:08.309 --> 01:46:15.351]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:46:15.351 --> 01:46:18.352]  If there's a water emergency, will you be prepared?
[01:46:18.352 --> 01:46:21.293]  Panicked residents forming long lines throughout the day.
[01:46:21.293 --> 01:46:23.313]  We're here at a supermarket in Toledo.
[01:46:23.313 --> 01:46:26.174]  You can see the shelves empty where water once was.
[01:46:26.254 --> 01:46:31.956]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:46:31.956 --> 01:46:35.458]  Water which will not be available at your local grocery store.
[01:46:35.458 --> 01:46:38.559]  There's a mad dash on right now to stock up on supplies.
[01:46:38.559 --> 01:46:45.882]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:46:45.882 --> 01:46:49.103]  Protect your family's safety during an emergency.
[01:46:49.103 --> 01:46:55.366]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[01:46:55.546 --> 01:46:56.006]  Or call 1-888-253-3139.
[01:46:56.006 --> 01:46:57.207]  You're listening to the Alex Jones Show.
[01:47:19.654 --> 01:47:22.256]  Waging war on corruption.
[01:47:22.256 --> 01:47:27.920]  It's Alex Jones.
[01:47:27.920 --> 01:47:30.942]  Globalists are counting on us not getting upset.
[01:47:30.942 --> 01:47:36.226]  They're counting on our normal instincts to stand up against usurpation.
[01:47:37.856 --> 01:47:42.579]  They are targeting our normal human instincts for survival, and they're turning them off.
[01:47:42.579 --> 01:47:51.465]  There's a lot of reasons for this, how we've been culturally engineered into this zombie trance-like state, that even mainstream news and medical studies show the general public is in.
[01:47:51.465 --> 01:47:57.649]  I mean, if you play our video games every day, it literally kills areas of your cerebral cortex.
[01:47:57.649 --> 01:48:01.852]  That was in the London Telegraph and Associated Press just last week.
[01:48:01.852 --> 01:48:04.434]  And the reason I open this alert with that information is this.
[01:48:05.294 --> 01:48:08.416]  We are in red-level crisis, okay?
[01:48:08.416 --> 01:48:14.518]  Earlier in the show, we broke down how the NRA has come out and pointed out the Federal Registry.
[01:48:14.518 --> 01:48:22.042]  That's where laws come from now, not from Congress, but magically out of Obama, that they're going to restrict any type of gun info.
[01:48:22.042 --> 01:48:26.064]  You can imagine plans, reloading, manuals, you name it.
[01:48:26.064 --> 01:48:28.065]  And you have to, quote, get permission before you can.
[01:48:28.743 --> 01:48:35.306]  And everybody starts going and getting permission, then they can start restricting it once they've set the precedent that people have complied.
[01:48:35.306 --> 01:48:38.788]  So it's a major power grab, just like a land taking.
[01:48:38.788 --> 01:48:44.591]  If you can fence somebody's property off for 10 years, and they can't stop you, and they don't sue you, the land is yours.
[01:48:44.591 --> 01:48:48.132]  That's what they do with our rights under global common law.
[01:48:48.132 --> 01:48:51.694]  We don't stand up for ourselves, so we lose them.
[01:48:51.694 --> 01:48:53.555]  That's how these tyrants operate.
[01:48:54.568 --> 01:49:05.055]  So what I wanted to get to is the fact that only Rand Paul, and the media calls it bold and incredible and a risky move, gets up and demands Obama release the secret text of the TPP.
[01:49:05.055 --> 01:49:06.956]  We've already gotten two subsections.
[01:49:06.956 --> 01:49:08.817]  Draconian attacks on freedom of speech.
[01:49:08.817 --> 01:49:10.598]  Draconian internet takeovers.
[01:49:10.598 --> 01:49:13.080]  Makes SOPA and CISPA look like nothing.
[01:49:13.080 --> 01:49:14.901]  Competition being shut down.
[01:49:14.901 --> 01:49:16.162]  Only globalists can operate.
[01:49:16.162 --> 01:49:17.042]  I mean, it's a nightmare.
[01:49:17.042 --> 01:49:19.024]  And we know there's gun control in there.
[01:49:19.024 --> 01:49:20.044]  Congress has warned that.
[01:49:20.044 --> 01:49:20.965]  People have been able to see it.
[01:49:22.085 --> 01:49:24.107]  People say, well why doesn't Rand Paul just release it?
[01:49:24.107 --> 01:49:24.768]  He can't.
[01:49:24.768 --> 01:49:31.877]  You go into a locked room, run by the Senate leadership, you can see it one page at a time, no photographs, no notes.
[01:49:31.877 --> 01:49:33.939]  That's how bad it is, folks.
[01:49:33.939 --> 01:49:36.182]  And I want Wikileaks to release it all.
[01:49:36.182 --> 01:49:38.344]  They've had the whole thing for a long time.
[01:49:38.344 --> 01:49:39.325]  They've been doling it out.
[01:49:40.126 --> 01:49:42.387]  We're in a razor's edge fight against this thing.
[01:49:42.387 --> 01:49:43.868]  Here's the article out of The Hill.
[01:49:43.868 --> 01:49:46.129]  We have it blurred to themfulwars.com.
[01:49:46.129 --> 01:49:48.570]  Rand Paul demands White House release trade deal.
[01:49:48.570 --> 01:49:49.330]  Text immediately.
[01:49:49.330 --> 01:49:53.693]  I'm a believer that we should re-legislation before we vote for it.
[01:49:53.693 --> 01:49:56.414]  And in this world of deceit, that's a radical statement.
[01:49:57.421 --> 01:50:00.563]  That's a radical statement that the people be able to know what's going on.
[01:50:00.563 --> 01:50:03.484]  And they're not voting on the legislation itself, the global treaty.
[01:50:03.484 --> 01:50:09.567]  They're voting on just letting the president have unlimited power to do whatever he wants on the treaty.
[01:50:09.567 --> 01:50:12.829]  Without ever being able to read the thousands of pages.
[01:50:12.829 --> 01:50:15.150]  But look how it ties into that article from earlier.
[01:50:15.150 --> 01:50:15.991]  NRA blogs.
[01:50:17.336 --> 01:50:31.727]  Uh, says that gun blogs, videos, and web forums threatened by new Obama regulation to kill the information concerning the Second Amendment itself and the way it's written so broadly to maybe not even let you talk on air about the Second Amendment period.
[01:50:31.727 --> 01:50:32.808]  That's how broad it is.
[01:50:32.808 --> 01:50:35.310]  And remember, they had the Fairness Doctrine before.
[01:50:35.310 --> 01:50:42.015]  The latest regulatory assault published in the June 3rd issue of the Federal Register is as much an affront to the First Amendment as is the Second.
[01:50:42.515 --> 01:50:43.996]  He just put up for free, globally,
[01:51:07.694 --> 01:51:17.770]  Outside US servers, how he made a system to print the magazine and to print the upper and lower receiver and other parts of an AR-15.
[01:51:17.770 --> 01:51:20.395]  And for that they came after him.
[01:51:20.395 --> 01:51:21.416]  This is unprecedented.
[01:51:28.248 --> 01:51:30.570]  Okay, we've lost audio there on that report.
[01:51:30.570 --> 01:51:35.633]  What Alex was doing was breaking down the article that we have on Infowars.com.
[01:51:35.633 --> 01:51:37.175]  Again, while he's coming back, hang on.
[01:51:37.175 --> 01:51:52.426]  BBC's report on others, how they created the EU, created the NAU, created the TPP, and are now rolling it all out in front of us arrogantly, because if they're ever identified, then, ladies and gentlemen, they're not going to get away with all this.
[01:51:54.099 --> 01:52:01.803]  The fact that they're about to force a vote in the UK on EU membership, the fact that all this is happening is very, very positive.
[01:52:01.803 --> 01:52:10.908]  But make no mistake, under Bilderberg-controlled TPP, Monsanto, you won't be able to label, and your country won't be able to keep the garbage out.
[01:52:10.908 --> 01:52:17.872]  That's what this is all about, is these corporations neutralizing national sovereignty, doing whatever they want, whenever they want.
[01:52:17.872 --> 01:52:22.294]  And finally, before I throw it back to David Knight, here in the final segment on this Sunday edition,
[01:52:23.763 --> 01:52:29.965]  Please support us and understand it's very expensive to send three reporters to Europe.
[01:52:29.965 --> 01:52:32.346]  It's very expensive to run this operation.
[01:52:32.346 --> 01:52:45.409]  It's very expensive to have the servers, and to have the riders, and the camera people, and the customer service folks, and the infrastructure, and the legal, and the electricity bills, and breaking air conditioners.
[01:52:45.409 --> 01:52:46.270]  I mean it costs me
[01:52:47.150 --> 01:52:49.351]  I don't even want to tell you how much it costs to run this operation.
[01:52:49.351 --> 01:52:53.794]  To run this operation in New York City would cost about $150 million.
[01:52:53.794 --> 01:53:00.038]  We live in Texas where it's a lot less expensive and where we can do a lot of things, so it costs a fraction of that.
[01:53:00.038 --> 01:53:04.341]  But let me tell you, it's a big nut to crack.
[01:53:04.341 --> 01:53:06.822]  So you stand at the heart of InfoWars.com.
[01:53:06.822 --> 01:53:07.683]  Thank you for your support.
[01:53:11.812 --> 01:53:18.514]  Again, that's breaking up, but as Alex is pointing out, support us as we send our reporters to Bilderberg.
[01:53:18.514 --> 01:53:19.595]  It's not cheap to do that.
[01:53:19.595 --> 01:53:24.316]  Right now we have a special where you can support your health as well with Survival Shield X2.
[01:53:24.316 --> 01:53:25.857]  We got it $10 off a bottle.
[01:53:25.857 --> 01:53:29.078]  That's going to sell out today, it looks like, at the rate it's been selling.
[01:53:29.078 --> 01:53:34.960]  Again, that's a way that you can support your health, provide for yourself, as well as support our operation here.
[01:53:34.960 --> 01:53:37.061]  We also have the Save America T-shirt.
[01:53:37.641 --> 01:53:43.004]  Where you can inform those that you know about Title 4, Chapter 1 of the U.S.
[01:53:43.004 --> 01:53:44.505]  Flag Code.
[01:53:44.505 --> 01:53:48.167]  Tell them that it is a situation that we are under distress.
[01:53:48.167 --> 01:53:51.009]  We're under distress because our sovereignty is being attacked.
[01:53:51.009 --> 01:53:57.493]  Everything about this country is being sold out to a secretive, multinational corporate cabal.
[01:53:57.493 --> 01:53:58.473]  Just look at this article that we... Hey, Alex.
[01:53:58.473 --> 01:53:59.294]  Alex is back with us.
[01:53:59.294 --> 01:53:59.774]  Okay, hang on.
[01:53:59.774 --> 01:54:00.695]  We're going to go back to Alex.
[01:54:01.869 --> 01:54:02.169]  All right.
[01:54:31.503 --> 01:54:36.485]  Using the weapon of the truth and history in the face of the globalists that we're having a big effect.
[01:54:36.485 --> 01:54:42.606]  If more of you join us and get aggressive and break yourselves out of the trance, we can win and restore the republic.
[01:54:42.606 --> 01:54:45.047]  Alex Jones signing off for InfoWars.com.
[01:54:45.047 --> 01:54:47.868]  If you're watching or listening to this transmission, you are the resistance.
[01:54:49.557 --> 01:54:54.759]  And again, that was Alex Jones and the article he was talking about primarily was the one we have up at Infowars.com.
[01:54:54.759 --> 01:54:58.461]  Rand Paul demands the White House release trade deal text immediately.
[01:54:58.461 --> 01:55:02.142]  He says, I believe we ought to be able to read the legislation before we vote on it.
[01:55:02.142 --> 01:55:08.225]  Remember when everybody talked about Obamacare and Nancy Pelosi said, well, we have to pass the bill so we can find out what's in it?
[01:55:08.225 --> 01:55:09.746]  Now we've got Obama trade.
[01:55:09.746 --> 01:55:14.608]  Same situation, except that not only do we have to pass it to find out what's in it,
[01:55:15.208 --> 01:55:19.271]  We know that they're going to change it endlessly once it does pass.
[01:55:19.271 --> 01:55:31.621]  We know that our representatives are not going to be able to amend the bill once it's presented, but after it is done, this international trade regime will be able to bring in other countries that are not currently in it.
[01:55:31.621 --> 01:55:38.106]  They will be able to add things to it, to change things to it, ad infinitum, to infinity and beyond.
[01:55:38.106 --> 01:55:39.207]  It's important for us to be there.
[01:55:39.207 --> 01:55:43.050]  Let's take a look at what happened last year when we went to Bilderberg.
[01:55:43.410 --> 01:55:49.135]  Of course, what we saw was Ed Balls, who was the British shadow Chancellor of the Exchequer.
[01:55:49.135 --> 01:55:56.600]  Again, that's the power, the Labour Party was out of power at the time, so they come up with a shadow cabinet.
[01:55:56.600 --> 01:56:01.284]  Chancellor of the Exchequer is equivalent to the Secretary of the Treasury here in the United States.
[01:56:01.284 --> 01:56:03.186]  So he's the guy that's all about the money.
[01:56:03.186 --> 01:56:05.447]  So he shows up to one of the gates and
[01:56:06.448 --> 01:56:10.290]  Infowars caught him when he was looking for his credentials that he didn't have.
[01:56:10.290 --> 01:56:12.271]  He had to open up his suitcase.
[01:56:12.271 --> 01:56:13.631]  And what was in his suitcase?
[01:56:13.631 --> 01:56:15.612]  Take a look at this video right here.
[01:56:15.612 --> 01:56:18.774]  As you can see him at the gate, he opens up the suitcase.
[01:56:18.774 --> 01:56:20.134]  We got very close to this.
[01:56:20.134 --> 01:56:25.757]  And as he opens this up, you see that the entire suitcase is filled with documents.
[01:56:26.417 --> 01:56:31.662]  Now this is a guy who supposedly supports the labor agenda.
[01:56:31.662 --> 01:56:31.963]  Okay?
[01:56:31.963 --> 01:56:33.304]  The workers.
[01:56:33.304 --> 01:56:36.147]  But this is about corporate sellout.
[01:56:36.147 --> 01:56:43.614]  Just like we had the article at the end of this week had TPP emails show a CEO joking about making royalty payments to U.S.
[01:56:43.614 --> 01:56:44.015]  officials.
[01:56:44.015 --> 01:56:49.020]  Of course it was a joke, but it isn't really a joke that they get royalty checks from these guys.
[01:56:49.580 --> 01:56:52.161]  Okay, this is how they roll this out.
[01:56:52.161 --> 01:56:56.463]  It's why it's important for us to be there, so that people can see the corruption.
[01:56:56.463 --> 01:56:59.344]  They tell everybody, oh, it's just, we're just getting together with friends.
[01:56:59.344 --> 01:57:01.265]  We're just, nothing important that we're talking about.
[01:57:01.265 --> 01:57:02.926]  And yet, look at this.
[01:57:02.926 --> 01:57:05.927]  An entire suitcase filled with paperwork.
[01:57:05.927 --> 01:57:12.931]  It's interesting to note that Ed Balls was the highest ranking official who lost in this last election in the UK.
[01:57:12.931 --> 01:57:15.432]  Maybe that had something to do with it, the embarrassment of it.
[01:57:15.432 --> 01:57:18.013]  But prior to that, at the previous Bilderberg,
[01:57:19.400 --> 01:57:29.909]  Paul Joseph Watson confronted Ed Balls when he and Alex Jones were at the BBC and this is how that exchange went.
[01:57:29.909 --> 01:57:31.970]  Hi Ed, I'm Paul, nice to meet you.
[01:57:31.970 --> 01:57:32.731]  Hi there, how are you?
[01:57:32.731 --> 01:57:34.593]  What did you talk about, Bilderberg?
[01:57:34.593 --> 01:57:35.994]  Yeah, yeah, yeah, come on.
[01:57:35.994 --> 01:57:39.357]  Breaking your ministerial code.
[01:57:39.357 --> 01:57:40.638]  Give us a word, Ed, please.
[01:57:40.638 --> 01:57:41.759]  Breaking the ministerial code?
[01:57:41.759 --> 01:57:42.379]  Yeah.
[01:57:42.379 --> 01:57:44.921]  I'm not a... Meeting with secret private meetings.
[01:57:44.921 --> 01:57:45.502]  I'm not a minister.
[01:57:46.735 --> 01:57:47.718]  Oh yeah, that's fine.
[01:57:47.718 --> 01:57:48.359]  He's not a minister.
[01:57:48.359 --> 01:57:49.361]  He's not a minister now!
