[00:00.000 --> 00:01.400]  We've got it, Bada.
[01:37:56.800 --> 01:37:59.800]  The police had a huge presence
[01:37:59.800 --> 01:38:02.800]  encircling Liberty Plaza there.
[01:38:02.800 --> 01:38:04.800]  And they were like Indians, just threatening
[01:38:04.800 --> 01:38:07.800]  and surrounding everybody in a menacing way.
[01:38:07.800 --> 01:38:09.800]  People were there or nonviolent. They're peaceful.
[01:38:09.800 --> 01:38:11.800]  And they told the cops, look, you're going to arrest us.
[01:38:11.800 --> 01:38:13.800]  Just put the cuffs on us if you're going to arrest us
[01:38:13.800 --> 01:38:16.800]  for peacefully walking down the street with the draconian.
[01:38:16.800 --> 01:38:18.800]  But these cops just made it an issue
[01:38:18.800 --> 01:38:20.800]  to encrap everybody, pepper spray,
[01:38:20.800 --> 01:38:22.800]  grab them by their hairs, slam them on the floor.
[01:38:22.800 --> 01:38:24.800]  And it's really ridiculous what's happening right now.
[01:38:24.800 --> 01:38:26.800]  So right now, what I hope to see
[01:38:26.800 --> 01:38:28.800]  is a larger number of people who are going to fight back
[01:38:28.800 --> 01:38:31.800]  or who are going to come out to Liberty Plaza right now.
[01:38:31.800 --> 01:38:33.800]  And they're going to show people that we're not going to stand out.
[01:38:33.800 --> 01:38:36.800]  The more numbers we have, the better the situation is going to be out there.
[01:38:36.800 --> 01:38:38.800]  And they can't stop all of us.
[01:38:38.800 --> 01:38:40.800]  Well, what's amazing is, Luke, this was going on
[01:38:40.800 --> 01:38:42.800]  before you even came to Austin on Monday and Tuesday.
[01:38:42.800 --> 01:38:44.800]  You'd already followed video reports
[01:38:44.800 --> 01:38:46.800]  of demonstrations a week and a half ago.
[01:38:46.800 --> 01:38:50.800]  And they would block most of lower, you know,
[01:38:50.800 --> 01:38:53.800]  Manhattan around Wall Street so you couldn't get into it.
[01:38:53.800 --> 01:38:56.800]  Now, for over a week,
[01:38:56.800 --> 01:38:59.800]  they've been trying to stop any demonstrations anywhere.
[01:38:59.800 --> 01:39:04.800]  And our government criticized China for blocking protest.
[01:39:04.800 --> 01:39:06.800]  How can the New York police act like this?
[01:39:06.800 --> 01:39:09.800]  I know you've even gotten permits before I've been with you.
[01:39:09.800 --> 01:39:12.800]  When New York cops say, we don't care if you have a permit,
[01:39:12.800 --> 01:39:14.800]  you're not going to demonstrate.
[01:39:14.800 --> 01:39:16.800]  I mean, this is really a shameful situation.
[01:39:16.800 --> 01:39:18.800]  I mean, the NYPD is getting orders
[01:39:18.800 --> 01:39:20.800]  from high-level government officials
[01:39:20.800 --> 01:39:23.800]  to stop and quail this movement, this resistance.
[01:39:23.800 --> 01:39:25.800]  And that's why they're acting this way.
[01:39:25.800 --> 01:39:27.800]  Many officers, I mean, the people there
[01:39:27.800 --> 01:39:30.800]  are giving the officers coffee, water, even food.
[01:39:30.800 --> 01:39:32.800]  And they're telling them, you know,
[01:39:32.800 --> 01:39:35.800]  you are a part of that 99% with being screwed over by the 1%.
[01:39:35.800 --> 01:39:37.800]  We are here standing with you.
[01:39:37.800 --> 01:39:39.800]  Your pensions are going away.
[01:39:39.800 --> 01:39:41.800]  Sadly, that message has not been heard.
[01:39:41.800 --> 01:39:43.800]  So you go up and give the cop coffee
[01:39:43.800 --> 01:39:45.800]  and then they beat your head in and laugh at you.
[01:39:45.800 --> 01:39:47.800]  Well, don't worry, the cops are going to lose their pensions.
[01:39:47.800 --> 01:39:50.800]  And they'll love it.
[01:39:50.800 --> 01:39:52.800]  It'll all go to foreign banks.
[01:39:52.800 --> 01:39:53.800]  And that's what they want.
[01:39:53.800 --> 01:39:55.800]  And they want the dollar devalued.
[01:39:55.800 --> 01:39:58.800]  So they're like, hey, I can beat your head in.
[01:39:58.800 --> 01:40:03.800]  Don't matter if Rothschild, take my money.
[01:40:03.800 --> 01:40:05.800]  It's ridiculous what's happening right now.
[01:40:05.800 --> 01:40:07.800]  There's some signs of good things happening
[01:40:07.800 --> 01:40:10.800]  with police officers secretly letting some people let go
[01:40:10.800 --> 01:40:12.800]  when other officers aren't watching.
[01:40:12.800 --> 01:40:14.800]  So not all police officers are that bad.
[01:40:14.800 --> 01:40:16.800]  But what we saw is the worst yesterday.
[01:40:16.800 --> 01:40:19.800]  We're trying to show people this has to stop.
[01:40:19.800 --> 01:40:21.800]  It can only stop.
[01:40:21.800 --> 01:40:23.800]  But look, just to confirm here,
[01:40:23.800 --> 01:40:25.800]  Luke Radowski on the ground in the middle of all those,
[01:40:25.800 --> 01:40:27.800]  off and on the last week and a half.
[01:40:27.800 --> 01:40:32.800]  Look, because they're reporting peaceful demonstrators
[01:40:32.800 --> 01:40:35.800]  are being drug off.
[01:40:35.800 --> 01:40:36.800]  Yeah.
[01:40:36.800 --> 01:40:38.800]  Glad by the air, some even pepper spray.
[01:40:38.800 --> 01:40:41.800]  You could see the videos online.
[01:40:41.800 --> 01:40:45.800]  Total draconian, total police abuse of power
[01:40:45.800 --> 01:40:48.800]  with people who are just wanting to stand in the street,
[01:40:48.800 --> 01:40:50.800]  who want to just walk and get their message heard.
[01:40:50.800 --> 01:40:52.800]  Our message does nothing hurt by the court
[01:40:52.800 --> 01:40:53.800]  for mainstream media.
[01:40:53.800 --> 01:40:55.800]  But now we're finally getting attention.
[01:40:55.800 --> 01:40:57.800]  So this is going to backfire on the NYPD
[01:40:57.800 --> 01:40:59.800]  because of their brutality.
[01:40:59.800 --> 01:41:00.800]  And I hope more people come out,
[01:41:00.800 --> 01:41:02.800]  more people hear about what's happening
[01:41:02.800 --> 01:41:04.800]  and make a stand because the bigger the numbers,
[01:41:04.800 --> 01:41:05.800]  the safer we are.
[01:41:05.800 --> 01:41:06.800]  I learned this from Barcelona
[01:41:06.800 --> 01:41:08.800]  when they were doing similar movements.
[01:41:08.800 --> 01:41:09.800]  Whenever there was a long turnout,
[01:41:09.800 --> 01:41:11.800]  the police would come and beat the crap out of everybody
[01:41:11.800 --> 01:41:12.800]  and kick everybody out.
[01:41:12.800 --> 01:41:14.800]  And we've got word that they're planning
[01:41:14.800 --> 01:41:16.800]  to do this, do it in New York City.
[01:41:16.800 --> 01:41:18.800]  But they can't get rid of thousands of people
[01:41:18.800 --> 01:41:20.800]  if we're all there at once peacefully standing.
[01:41:20.800 --> 01:41:22.800]  Okay, so this is going to happen right now,
[01:41:22.800 --> 01:41:24.800]  all Info Warriors in the New York area.
[01:41:24.800 --> 01:41:26.800]  Where do they converge again, Luke?
[01:41:26.800 --> 01:41:28.800]  Liberty Plaza by City Hall.
[01:41:28.800 --> 01:41:30.800]  Right by right between Wall Street.
[01:41:30.800 --> 01:41:31.800]  We're all there.
[01:41:31.800 --> 01:41:35.800]  What do you think you're going to stand at the Liberty Plaza?
[01:41:35.800 --> 01:41:37.800]  What do you think this is, America?
[01:41:37.800 --> 01:41:41.800]  Let's beat the people up at the Liberty Plaza.
[01:41:41.800 --> 01:41:43.800]  I hope to see as many people out there as I can.
[01:41:43.800 --> 01:41:46.800]  There's so many amazing people from all walks of life.
[01:41:46.800 --> 01:41:48.800]  And I have to say, this is not even a protest,
[01:41:48.800 --> 01:41:49.800]  but it's a movement.
[01:41:49.800 --> 01:41:50.800]  It's a culture.
[01:41:50.800 --> 01:41:52.800]  It's a new way of life for people coming together,
[01:41:52.800 --> 01:41:54.800]  helping each other, living side by side,
[01:41:54.800 --> 01:41:56.800]  feeding each other, clothing each other.
[01:41:56.800 --> 01:41:57.800]  Very un-American to demonstrate.
[01:41:57.800 --> 01:41:59.800]  I can't believe you're doing this, Luke.
[01:41:59.800 --> 01:42:01.800]  Luke Radowski, fire out the websites for folks
[01:42:01.800 --> 01:42:03.800]  to find out more about We Are Changed.
[01:42:03.800 --> 01:42:04.800]  Go to youtube.com.
[01:42:04.800 --> 01:42:05.800]  We are Changed.
[01:42:05.800 --> 01:42:07.800]  And we're going to be following your reports
[01:42:07.800 --> 01:42:09.800]  about what's happening in Archipelago Wall Street
[01:42:09.800 --> 01:42:10.800]  as it happens.
[01:42:10.800 --> 01:42:11.800]  Well done, my friend.
[01:42:11.800 --> 01:42:12.800]  Appreciate you.
[01:42:12.800 --> 01:42:13.800]  We have more and more on this.
[01:42:13.800 --> 01:42:16.800]  Okay, I got to get to at least 10 of these calls or so.
[01:42:16.800 --> 01:42:18.800]  Everybody's been patiently holding.
[01:42:18.800 --> 01:42:21.800]  The very same banksters are imploding Europe.
[01:42:21.800 --> 01:42:22.800]  Notice each bailout.
[01:42:22.800 --> 01:42:24.800]  They only need more money after that.
[01:42:24.800 --> 01:42:26.800]  Things only get worse.
[01:42:26.800 --> 01:42:27.800]  Six weeks to save the Euro,
[01:42:27.800 --> 01:42:31.800]  Chancellor's warning after another day of financial turmoil,
[01:42:31.800 --> 01:42:33.800]  all over Europe, they're running around,
[01:42:33.800 --> 01:42:34.800]  not going along with this.
[01:42:34.800 --> 01:42:37.800]  No matter how many pensions you get rid of
[01:42:37.800 --> 01:42:39.800]  or how much government you cut,
[01:42:39.800 --> 01:42:42.800]  you're not ever going to get rid of the derivatives.
[01:42:42.800 --> 01:42:46.800]  The bankers set this up to hold the world hostage.
[01:42:46.800 --> 01:42:47.800]  And the same thing's happening here.
[01:42:47.800 --> 01:42:50.800]  When we come out of break, I'm giving each caller
[01:42:50.800 --> 01:42:53.800]  one minute to make their piece I'm moving on.
[01:42:53.800 --> 01:42:55.800]  I will get to Barry T.J. Jim,
[01:42:55.800 --> 01:42:59.800]  Benjamin Jerry Will, Kathy Bryant, on the other side.
[01:42:59.800 --> 01:43:02.800]  A very wealthy U.S. citizen is predicting
[01:43:02.800 --> 01:43:05.800]  that in 2011, we will witness the most important day
[01:43:05.800 --> 01:43:08.800]  in America in more than 50 years.
[01:43:08.800 --> 01:43:10.800]  He says it will change everything about our lives.
[01:43:10.800 --> 01:43:12.800]  The way you shop, travel, invest,
[01:43:12.800 --> 01:43:13.800]  educate your children,
[01:43:13.800 --> 01:43:16.800]  and even how you take care of your health and your own family.
[01:43:16.800 --> 01:43:18.800]  Now, this man has made some outrageous predictions
[01:43:18.800 --> 01:43:19.800]  over the years.
[01:43:19.800 --> 01:43:21.800]  The crazy part is, he's usually right.
[01:43:21.800 --> 01:43:23.800]  You see, he predicted the collapse of GM,
[01:43:23.800 --> 01:43:24.800]  Panny May, Freddie Mac,
[01:43:24.800 --> 01:43:27.800]  and America's biggest mall owner, General Growth Properties.
[01:43:27.800 --> 01:43:31.800]  In fact, Barron's called his work a dire prophecy.
[01:43:31.800 --> 01:43:32.800]  Recently, he created a video,
[01:43:32.800 --> 01:43:34.800]  which you can watch online for free,
[01:43:34.800 --> 01:43:36.800]  detailing his biggest and most important prediction yet.
[01:43:36.800 --> 01:43:38.800]  And it's a real eye-opener.
[01:43:38.800 --> 01:43:39.800]  I can't stress this enough.
[01:43:39.800 --> 01:43:42.800]  You should at least watch this free video online today.
[01:43:42.800 --> 01:43:44.800]  He explains everything you need to know,
[01:43:44.800 --> 01:43:46.800]  including simple steps you can take to protect yourself.
[01:43:46.800 --> 01:43:51.800]  You can find the video at www.EndofAmerica3.com.
[01:43:51.800 --> 01:43:52.800]  That's End of America.
[01:43:52.800 --> 01:43:53.800]  The number 3.com.
[01:43:53.800 --> 01:43:57.800]  Watch the free video at www.EndofAmerica3.com.
[01:43:57.800 --> 01:43:59.800]  That's End of America 3.com.
[01:43:59.800 --> 01:44:01.800]  This is Alex Jones with five good reasons
[01:44:01.800 --> 01:44:04.800]  you should consider buying a solar power generator.
[01:44:04.800 --> 01:44:06.800]  Number 1. New climate legislation
[01:44:06.800 --> 01:44:08.800]  could easily double or triple your electric bill.
[01:44:08.800 --> 01:44:10.800]  Number 2. Our new energy czar
[01:44:10.800 --> 01:44:12.800]  wants to control how much power
[01:44:12.800 --> 01:44:14.800]  your electric company allows you to have.
[01:44:14.800 --> 01:44:17.800]  It's true. Total government control of electricity
[01:44:17.800 --> 01:44:20.800]  in the name of smart grid technology is coming.
[01:44:20.800 --> 01:44:22.800]  Number 3. In some areas of the country,
[01:44:22.800 --> 01:44:24.800]  the power grid is dangerously overloaded.
[01:44:24.800 --> 01:44:26.800]  And now, new socialist legislation
[01:44:26.800 --> 01:44:28.800]  is only compounding the problem.
[01:44:28.800 --> 01:44:31.800]  Number 4. Dangerous weather is always a threat to local grids.
[01:44:31.800 --> 01:44:34.800]  Every year, thousands of families lose their power
[01:44:34.800 --> 01:44:35.800]  from weather-related onages.
[01:44:35.800 --> 01:44:37.800]  Number 5. A solar power generator
[01:44:37.800 --> 01:44:40.800]  provides powerful backup insurance and peace of mind.
[01:44:40.800 --> 01:44:42.800]  Folks, I really believe in the solar power generators
[01:44:42.800 --> 01:44:44.800]  offered by Solutions from Science,
[01:44:44.800 --> 01:44:45.800]  one of my old sponsors.
[01:44:45.800 --> 01:44:49.800]  You can get more information at www.MySolarBackup.com.
[01:44:49.800 --> 01:44:51.800]  That's MySolarBackup.com.
[01:44:51.800 --> 01:44:53.800]  Remember, the government doesn't own the sun,
[01:44:53.800 --> 01:44:55.800]  so go to MySolarBackup.com
[01:44:55.800 --> 01:44:59.800]  or call 1-877-327-0365.
[01:44:59.800 --> 01:45:01.800]  Hello, friends. Alex Jones here.
[01:45:01.800 --> 01:45:03.800]  You all know I've worked for years with Steve Shank
[01:45:03.800 --> 01:45:04.800]  and E-Foods Direct.
[01:45:04.800 --> 01:45:07.800]  I have E-Foods for my own emergency food supply.
[01:45:07.800 --> 01:45:10.800]  You know, Steve, life is different now for all of us, isn't it?
[01:45:10.800 --> 01:45:11.800]  Very different.
[01:45:11.800 --> 01:45:13.800]  People are using this great food to survive
[01:45:13.800 --> 01:45:15.800]  the present hurricane season,
[01:45:15.800 --> 01:45:18.800]  and we've already had $40 billion worth of damage
[01:45:18.800 --> 01:45:21.800]  from floods, storms, quakes, and droughts.
[01:45:21.800 --> 01:45:23.800]  And that's just the first eight months of this year.
[01:45:23.800 --> 01:45:25.800]  Natural disasters are newsworthy,
[01:45:25.800 --> 01:45:27.800]  but only touch a few of us Americans.
[01:45:27.800 --> 01:45:29.800]  The huge issue of the Greatest Depression
[01:45:29.800 --> 01:45:31.800]  is on everyone's mind.
[01:45:31.800 --> 01:45:33.800]  The unemployment, the loss of homes,
[01:45:33.800 --> 01:45:35.800]  lost businesses, and skyrocketing food costs
[01:45:35.800 --> 01:45:37.800]  are hitting every American,
[01:45:37.800 --> 01:45:39.800]  so everyone needs food security.
[01:45:39.800 --> 01:45:41.800]  Folks, this month you will get free shipping
[01:45:41.800 --> 01:45:43.800]  on every food order from E-Foods Direct.
[01:45:43.800 --> 01:45:45.800]  That's right, every order gets free shipping
[01:45:45.800 --> 01:45:46.800]  starting September 6th.
[01:45:46.800 --> 01:45:48.800]  Get stocked up with the best adorable foods out there,
[01:45:48.800 --> 01:45:49.800]  with E-Foods Direct,
[01:45:49.800 --> 01:45:51.800]  and be prepared for any emergency
[01:45:51.800 --> 01:45:52.800]  before it happens.
[01:45:52.800 --> 01:45:54.800]  Take advantage of this special call
[01:45:54.800 --> 01:45:56.800]  800-409-5633
[01:45:56.800 --> 01:45:58.800]  or go to E-FoodsDirect.com
[01:45:58.800 --> 01:46:00.800]  slash Alex.
[01:46:00.800 --> 01:46:02.800]  Hi, folks, this is Alex Jones.
[01:46:02.800 --> 01:46:04.800]  I'm looking for people that have the wisdom
[01:46:04.800 --> 01:46:06.800]  to spot savings, opportunity,
[01:46:06.800 --> 01:46:07.800]  and recognize risk.
[01:46:07.800 --> 01:46:09.800]  Saving means to make money.
[01:46:09.800 --> 01:46:11.800]  The Calben Pure Soap Company can save you
[01:46:11.800 --> 01:46:12.800]  thousands of dollars,
[01:46:12.800 --> 01:46:14.800]  and give you good old-fashioned real soaps
[01:46:14.800 --> 01:46:16.800]  that are triple concentrated
[01:46:16.800 --> 01:46:18.800]  and twice as good as what you're using now.
[01:46:18.800 --> 01:46:21.800]  Soaps made from vegetable and coconut oils
[01:46:21.800 --> 01:46:23.800]  that contain no useless dyes,
[01:46:23.800 --> 01:46:26.800]  perfumes, deodorants, or antibacterials.
[01:46:26.800 --> 01:46:29.800]  Your risk is the hundreds of hazardous toxic detergents
[01:46:29.800 --> 01:46:31.800]  that give you rashes, itching sores,
[01:46:31.800 --> 01:46:34.800]  and a terror-aiding clothing called lint.
[01:46:34.800 --> 01:46:35.800]  If you want something better,
[01:46:35.800 --> 01:46:37.800]  if you want something you've never had before,
[01:46:37.800 --> 01:46:39.800]  you have to do something you've never done before.
[01:46:39.800 --> 01:46:41.800]  Getting a free catalog is easy
[01:46:41.800 --> 01:46:44.800]  by calling 800-340-7091
[01:46:44.800 --> 01:46:47.800]  or see Calben on the web at 5starsoap.com.
[01:46:47.800 --> 01:46:49.800]  Take charge of your health now
[01:46:49.800 --> 01:46:52.800]  by calling 800-340-7091
[01:46:52.800 --> 01:46:55.800]  or see Calben on the web at 5starsoap.com.
[01:47:23.800 --> 01:47:25.800]  A few days ago, when I ran into this fellow,
[01:47:25.800 --> 01:47:27.800]  if you're watching on PrismPlanet.tv,
[01:47:27.800 --> 01:47:29.800]  if not, go to my Twitter account.
[01:47:29.800 --> 01:47:30.800]  That's the real Alex Jones,
[01:47:30.800 --> 01:47:32.800]  twitter.com for slash real Alex Jones,
[01:47:32.800 --> 01:47:34.800]  and he has the entire Bill of Rights
[01:47:34.800 --> 01:47:37.800]  tattooed on his back.
[01:47:37.800 --> 01:47:38.800]  Awesome.
[01:47:38.800 --> 01:47:40.800]  Let's go ahead and go to Barry in Texas.
[01:47:40.800 --> 01:47:42.800]  Thanks for holding up and out of control today.
[01:47:42.800 --> 01:47:45.800]  I apologize, Barry. Go ahead.
[01:47:45.800 --> 01:47:46.800]  Barry's like...
[01:47:46.800 --> 01:47:48.800]  Go ahead, sir. Welcome.
[01:47:48.800 --> 01:47:50.800]  Okay, hello, yeah. Good to talk to you.
[01:47:50.800 --> 01:47:54.800]  I wish at the TSA protest at the state capitol.
[01:47:54.800 --> 01:47:55.800]  That was awesome.
[01:47:55.800 --> 01:47:57.800]  The storming of the capitol? Yes.
[01:47:57.800 --> 01:47:58.800]  Yeah, exactly.
[01:47:58.800 --> 01:48:00.800]  We didn't get a pyramid and grovel outside.
[01:48:00.800 --> 01:48:02.800]  We stormed it.
[01:48:02.800 --> 01:48:03.800]  That was awesome.
[01:48:03.800 --> 01:48:06.800]  When we saw Chupacabra do hers there,
[01:48:06.800 --> 01:48:08.800]  I was just going to just underline
[01:48:08.800 --> 01:48:10.800]  what you said about Ron Paul,
[01:48:10.800 --> 01:48:12.800]  that people that work a lot will bring up politics
[01:48:12.800 --> 01:48:14.800]  and say, yeah, I'm a vote for Ron Paul,
[01:48:14.800 --> 01:48:16.800]  except they say he can't win.
[01:48:16.800 --> 01:48:18.800]  And obviously, I take an opportunity to explain it,
[01:48:18.800 --> 01:48:21.800]  but why not? I mean, he's either number two or three,
[01:48:21.800 --> 01:48:23.800]  depending on which poll you look at,
[01:48:23.800 --> 01:48:25.800]  and I kind of explain them that they're just basically
[01:48:25.800 --> 01:48:27.800]  going along with what they've been told.
[01:48:27.800 --> 01:48:29.800]  It's like telling a child Santa Claus isn't real
[01:48:29.800 --> 01:48:31.800]  or it's a magician trick.
[01:48:31.800 --> 01:48:33.800]  The magician is not really putting swords
[01:48:33.800 --> 01:48:35.800]  through his beautiful assistant.
[01:48:35.800 --> 01:48:37.800]  And when they say Ron Paul can't win,
[01:48:37.800 --> 01:48:38.800]  when he's number one, number two,
[01:48:38.800 --> 01:48:40.800]  or number three in every scientific poll,
[01:48:40.800 --> 01:48:42.800]  is a total mind game,
[01:48:42.800 --> 01:48:45.800]  and the people doing it are scum.
[01:48:45.800 --> 01:48:47.800]  And the people buying it are idiots.
[01:48:47.800 --> 01:48:49.800]  I'm sorry. I'm just sick of people.
[01:48:49.800 --> 01:48:51.800]  I'm like, that's a scam.
[01:48:51.800 --> 01:48:53.800]  It's a parlor trick. Wake up to it.
[01:48:53.800 --> 01:48:55.800]  I'm sorry. Go ahead and finish up, Barry.
[01:48:55.800 --> 01:48:56.800]  Well, everything I was going to say,
[01:48:56.800 --> 01:48:58.800]  the co-worker told me a story about his wife.
[01:48:58.800 --> 01:49:00.800]  He and his wife went in for routine checkups.
[01:49:00.800 --> 01:49:01.800]  She was pregnant.
[01:49:01.800 --> 01:49:03.800]  And the doctor there who saw his wife,
[01:49:03.800 --> 01:49:05.800]  he knew walking out that he was going to be
[01:49:05.800 --> 01:49:08.800]  lambasted with the pressure to get a vaccine,
[01:49:08.800 --> 01:49:10.800]  because it's just a sign after sign,
[01:49:10.800 --> 01:49:12.800]  get your vaccine, get your vaccine, get your vaccine.
[01:49:12.800 --> 01:49:13.800]  So he went in there, he was prepared.
[01:49:13.800 --> 01:49:15.800]  He told his wife, look, we're not going to get the vaccine.
[01:49:15.800 --> 01:49:17.800]  We're going to get offered to us.
[01:49:17.800 --> 01:49:18.800]  And she was like, well, why?
[01:49:18.800 --> 01:49:19.800]  And he tried to explain it to her, you know,
[01:49:19.800 --> 01:49:21.800]  because I don't want the baby to be exposed to any,
[01:49:21.800 --> 01:49:23.800]  you know, toxins or the preservatives, whatever.
[01:49:23.800 --> 01:49:25.800]  But the doctor became very upset.
[01:49:25.800 --> 01:49:27.800]  And she said, well, you're going to have to sign a waiver.
[01:49:27.800 --> 01:49:29.800]  And if anything happens, you're going to be responsible
[01:49:29.800 --> 01:49:31.800]  because the baby is going to be born during flu season,
[01:49:31.800 --> 01:49:32.800]  et cetera, et cetera.
[01:49:32.800 --> 01:49:34.800]  And he said, okay, fine, we'll sign the waiver.
[01:49:34.800 --> 01:49:36.800]  You shouldn't have, listen, listen.
[01:49:36.800 --> 01:49:38.800]  I've had dozens of medical doctors on.
[01:49:38.800 --> 01:49:40.800]  Until three years ago, they always said,
[01:49:40.800 --> 01:49:42.800]  don't give a pregnant woman a vaccine.
[01:49:42.800 --> 01:49:44.800]  It causes miscarriages and brain damage.
[01:49:44.800 --> 01:49:46.800]  And now they say, give it to pregnant women.
[01:49:46.800 --> 01:49:50.800]  It's on the, it's on the insert not to give it to the women.
[01:49:50.800 --> 01:49:53.800]  You don't have to sign a waiver saying you've done something wrong
[01:49:53.800 --> 01:49:55.800]  with that piece of garbage doctor.
[01:49:55.800 --> 01:49:57.800]  It's, they're like Nazis though.
[01:49:57.800 --> 01:49:59.800]  They've committed to this evil like leeches and everything else
[01:49:59.800 --> 01:50:00.800]  for so long.
[01:50:00.800 --> 01:50:03.800]  They're going to defend it as it gets more and more brazen.
[01:50:03.800 --> 01:50:05.800]  But you notice with Perry, it's now a national issue.
[01:50:05.800 --> 01:50:08.800]  Him sitting there with the force inoculation.
[01:50:08.800 --> 01:50:09.800]  I'm sorry, finish up.
[01:50:09.800 --> 01:50:10.800]  So what happened with the doctor?
[01:50:10.800 --> 01:50:11.800]  Well, yeah.
[01:50:11.800 --> 01:50:13.800]  So, you know, she tried to make her feel real guilty.
[01:50:13.800 --> 01:50:16.800]  And as soon as they stepped out to get another procedure done,
[01:50:16.800 --> 01:50:19.800]  she saw one of the, one of the technicians I get to give the vaccine
[01:50:19.800 --> 01:50:21.800]  and the doctor said, hey, she needs a vaccine.
[01:50:21.800 --> 01:50:22.800]  It points at his wife.
[01:50:22.800 --> 01:50:25.800]  And the wife just looked at her husband and he kind of was like,
[01:50:25.800 --> 01:50:27.800]  he said he didn't want to blow up in front of everybody,
[01:50:27.800 --> 01:50:29.800]  but he was furious and he looked at the doctor like,
[01:50:29.800 --> 01:50:30.800]  we just talked about this.
[01:50:30.800 --> 01:50:31.800]  And so his wife.
[01:50:31.800 --> 01:50:33.800]  They treat you like animals.
[01:50:33.800 --> 01:50:35.800]  They tell you it's the law to take it in school when it's not.
[01:50:35.800 --> 01:50:36.800]  They're criminals.
[01:50:36.800 --> 01:50:40.800]  They admit that the seasonal flu shot doesn't even protect you from flu
[01:50:40.800 --> 01:50:43.800]  and doubles your chances of getting the next season flu
[01:50:43.800 --> 01:50:46.800]  and three consecutive shots doubles your chance of Alzheimer's.
[01:50:46.800 --> 01:50:47.800]  Look it up.
[01:50:47.800 --> 01:50:48.800]  This is Eugenics.
[01:50:48.800 --> 01:50:50.800]  I appreciate your call, Barry.
[01:50:50.800 --> 01:50:54.800]  TJ in Minnesota, hosting on 93.50 shortwave.
[01:50:54.800 --> 01:50:56.800]  Go ahead, TJ.
[01:50:56.800 --> 01:50:58.800]  Go ahead, TJ.
[01:50:58.800 --> 01:50:59.800]  Yeah.
[01:50:59.800 --> 01:51:00.800]  Can you hear me?
[01:51:00.800 --> 01:51:01.800]  Yes, sir.
[01:51:01.800 --> 01:51:02.800]  Welcome.
[01:51:02.800 --> 01:51:03.800]  Yeah.
[01:51:03.800 --> 01:51:06.800]  I'll say my piece in 45 seconds or less.
[01:51:06.800 --> 01:51:07.800]  I wasn't mad at you.
[01:51:07.800 --> 01:51:08.800]  I'm mad about the doctor.
[01:51:08.800 --> 01:51:12.800]  Lying and saying, take a flu shot when that criminal knows the insert says
[01:51:12.800 --> 01:51:15.800]  it'll probably kill that baby, dead or to hammer.
[01:51:15.800 --> 01:51:18.800]  And the government now recommends you give pregnant women shots
[01:51:18.800 --> 01:51:21.800]  because it's a form of forced abortion and sterilization.
[01:51:21.800 --> 01:51:22.800]  It's Eugenics.
[01:51:22.800 --> 01:51:23.800]  I'm sorry.
[01:51:23.800 --> 01:51:24.800]  They're murdering us.
[01:51:24.800 --> 01:51:25.800]  Go ahead.
[01:51:25.800 --> 01:51:26.800]  I'm sorry, TJ.
[01:51:26.800 --> 01:51:27.800]  That's okay.
[01:51:27.800 --> 01:51:29.800]  I only wanted 45 seconds.
[01:51:29.800 --> 01:51:30.800]  Go ahead.
[01:51:30.800 --> 01:51:32.800]  I got two points.
[01:51:32.800 --> 01:51:34.800]  The second one's more important than the first.
[01:51:34.800 --> 01:51:35.800]  I'm very apolitical.
[01:51:35.800 --> 01:51:39.800]  And you and I and most of your listeners know that our vote doesn't
[01:51:39.800 --> 01:51:40.800]  count.
[01:51:40.800 --> 01:51:41.800]  I've met Ron Paul.
[01:51:41.800 --> 01:51:46.800]  He's a nice guy, but does he have a standing army, a fourth air defense
[01:51:46.800 --> 01:51:51.800]  artillery to keep him working if he was to be a president?
[01:51:51.800 --> 01:51:52.800]  Okay.
[01:51:52.800 --> 01:51:54.800]  Listen, he'll be injecting ideas.
[01:51:54.800 --> 01:51:55.800]  Ideas are bulletproof.
[01:51:55.800 --> 01:51:58.800]  And so by him running, we win, exposing the whole system.
[01:51:58.800 --> 01:52:01.800]  If you just have an attitude, one guy's got to fix it all.
[01:52:01.800 --> 01:52:02.800]  It's never going to happen.
[01:52:02.800 --> 01:52:06.800]  Ron Paul by running is illustrating all their dirty tricks.
[01:52:06.800 --> 01:52:07.800]  Okay.
[01:52:07.800 --> 01:52:10.800]  I want to go to the second point because you said that the other day and it's
[01:52:10.800 --> 01:52:13.800]  more important than politics ever was.
[01:52:13.800 --> 01:52:21.800]  I believe and I've watched populations and censuses and I fly over Asia and
[01:52:21.800 --> 01:52:24.800]  Mexico and the U.S.
[01:52:24.800 --> 01:52:31.800]  We've been depopulated heavily for 10 or 15 years to a Armageddon-like state.
[01:52:31.800 --> 01:52:33.800]  And you said that the other day.
[01:52:33.800 --> 01:52:37.800]  And you're the only man I've ever heard say that with authority.
[01:52:37.800 --> 01:52:41.800]  And I think that you and I are correct.
[01:52:41.800 --> 01:52:44.800]  All you got to do is start reading obituaries and looking at the birth
[01:52:44.800 --> 01:52:45.800]  columns.
[01:52:45.800 --> 01:52:46.800]  No, no, no, no.
[01:52:46.800 --> 01:52:49.800]  Sir, I got to jump, but look, the U.S.
[01:52:49.800 --> 01:52:53.800]  life expectancy has dropped and that's with all the drugs they do to keep you
