[00:00:02.745 --> 00:00:04.085]  Wow, folks.
[01:30:39.940 --> 01:30:43.003]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[01:30:43.003 --> 01:30:44.044]  It just came back in yesterday.
[01:30:44.044 --> 01:30:45.985]  Living Defense, Infowarslife.com.
[01:30:45.985 --> 01:30:47.006]  And folks, you can't lose.
[01:30:47.006 --> 01:30:49.708]  It's full of stuff that's great for your body, period.
[01:30:49.708 --> 01:30:52.991]  And you support the broadcast, Infowarslife.com.
[01:30:52.991 --> 01:30:55.233]  Thank you, Dr. Group from the Global Healing Center.
[01:30:55.233 --> 01:30:57.195]  Thank you so much for all your work, sir, on this great product.
[01:30:58.573 --> 01:31:03.616]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[01:31:03.616 --> 01:31:12.480]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[01:31:12.480 --> 01:31:16.422]  Youngevity also offers you an ingenious way to augment your income.
[01:31:16.422 --> 01:31:17.223]  And the best part?
[01:31:17.223 --> 01:31:20.084]  You'll be helping your friends and family along the way.
[01:31:20.084 --> 01:31:22.705]  Visit m4warsteam.com today.
[01:31:22.705 --> 01:31:23.486]  Become a member.
[01:31:23.486 --> 01:31:27.548]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[01:31:27.768 --> 01:31:34.493]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[01:31:34.493 --> 01:31:35.454]  Another win-win.
[01:31:35.454 --> 01:31:39.197]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[01:31:39.197 --> 01:31:40.438]  And you can be too.
[01:31:40.438 --> 01:31:40.978]  It's simple.
[01:31:40.978 --> 01:31:43.920]  Just go to Infowarsteam.com today.
[01:31:43.920 --> 01:31:46.022]  Complete a short sign-up and you're part of the team.
[01:31:46.022 --> 01:31:49.284]  That's Infowarsteam.com or Infowarshealth.com.
[01:31:49.284 --> 01:31:55.589]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[01:31:55.589 --> 01:31:56.890]  Check it out for yourself today.
[01:31:58.450 --> 01:32:00.191]  I'm Alex Jones with a simple question.
[01:32:00.191 --> 01:32:04.475]  Will you and your family be financially protected if there's another economic meltdown?
[01:32:04.475 --> 01:32:08.057]  Like many experts, I believe another devastating crash is coming.
[01:32:08.057 --> 01:32:10.079]  I think it's a matter of when, not if.
[01:32:10.079 --> 01:32:12.981]  Don't wait for another crisis that could wipe out your hard-earned money.
[01:32:12.981 --> 01:32:18.505]  Do what I did and call United States Gold Vault at 844-541-ALEX.
[01:32:18.505 --> 01:32:19.886]  It's a company I trust.
[01:32:19.886 --> 01:32:25.671]  They're offering gold and silver coin survival packs that could help safeguard your money in an economic meltdown.
[01:32:25.971 --> 01:32:29.192]  I'm talking real money, not paper or worthless stocks.
[01:32:29.192 --> 01:32:33.633]  China recently bought more than a billion dollars worth of gold, proving that gold is on the move.
[01:32:33.633 --> 01:32:39.474]  Gold and silver are recognized worldwide as one of the most stable means of protecting finances.
[01:32:39.474 --> 01:32:40.134]  Don't delay.
[01:32:40.134 --> 01:32:47.156]  Call 844-541-ALEX now and get a rugged double locked bank bag to securely store your coins absolutely free.
[01:32:47.156 --> 01:32:51.657]  These are dangerous times and you need to make financial protection a priority.
[01:32:51.957 --> 01:32:54.582]  I personally own these survival packs and you should too.
[01:32:54.582 --> 01:32:56.084]  Pick up the phone and call 844-541-ALEX now.
[01:32:56.084 --> 01:32:57.767]  You're listening to the Alex Jones Show.
[01:33:15.211 --> 01:33:20.534]  He aligns himself with the truth and it's time for you to choose a side.
[01:33:20.534 --> 01:33:22.835]  You're listening to Alex Jones.
[01:33:31.557 --> 01:33:40.743]  Well, my friends, I've pretty much always, the last 15 years or so, shot a daily or two video for YouTube on top of the radio show.
[01:33:40.743 --> 01:33:45.886]  You know, I used to be happy when the video got 50,000 views, and I thought 100,000 was great, 200,000, 300,000.
[01:33:45.886 --> 01:33:47.968]  The average video is getting about a million views right now.
[01:33:49.229 --> 01:33:56.599]  That's a metric of how upset and awake people are and it's only getting more intense and we're just one platform in this fight.
[01:33:56.599 --> 01:34:04.390]  So, as negative as some of this information is, it's overall very positive so that we can have an open discussion about what's happening.
[01:34:05.981 --> 01:34:11.304]  A lot of these new agers and folks, they just want to hear a bunch of positive stuff and say, you know, mystical thinking is going to fix things.
[01:34:11.304 --> 01:34:18.387]  And I'm not bashing those people, but admitting how much trouble we're in, that's what's going to turn things around and make things better.
[01:34:18.387 --> 01:34:20.388]  Not just going along with anything.
[01:34:21.584 --> 01:34:26.365]  So I don't cover all this to take your hope, I cover it to give you hope, to know the worm is turning.
[01:34:26.365 --> 01:34:29.826]  Now Larry Nichols, battling cancer, just back from the hospital today.
[01:34:29.826 --> 01:34:32.867]  I really appreciate him joining us.
[01:34:32.867 --> 01:34:36.548]  I'm so busy I can hardly comb my hair, even though this is a slash TV show as well.
[01:34:36.548 --> 01:34:41.449]  People are like, I don't wear makeup on TV or anything, I forget to even comb my hair.
[01:34:41.449 --> 01:34:45.971]  It's ridiculous, you're combing it on TV.
[01:34:45.971 --> 01:34:47.471]  There's just so much to get to here.
[01:34:49.616 --> 01:34:53.239]  We're going to be talking to him in a moment, but I want to talk in the next segment.
[01:34:53.239 --> 01:34:54.880]  Probably have him up for a full hour later this week.
[01:34:54.880 --> 01:35:00.324]  In fact, he is coming on during the 52-hour broadcast that starts tomorrow at 11 a.m., runs through Election Day on the next day.
[01:35:01.562 --> 01:35:03.625]  About the occult and the Clintons.
[01:35:03.625 --> 01:35:06.768]  He's the first guy I ever heard about the Clintons involving the occult.
[01:35:06.768 --> 01:35:10.573]  Since then I found an article in the Washington Post, other articles.
[01:35:10.573 --> 01:35:12.335]  Bill Clinton wrote a book about it.
[01:35:12.335 --> 01:35:15.298]  His early years, admitted he went to a voodoo school in Haiti.
[01:35:15.298 --> 01:35:16.520]  They had their honeymoon there.
[01:35:16.520 --> 01:35:18.742]  He likes the spirits possessing him.
[01:35:18.742 --> 01:35:21.125]  I mean, I showed all this yesterday on that special broadcast.
[01:35:21.125 --> 01:35:21.746]  I can't even believe it.
[01:35:24.710 --> 01:35:28.391]  And then I'm not saying with all this new WikiLeaks that all this stuff's code words.
[01:35:28.391 --> 01:35:30.212]  That's what the NYPD's saying.
[01:35:30.212 --> 01:35:31.372]  I don't know if this is innocuous.
[01:35:31.372 --> 01:35:35.713]  Most of these people are probably innocent in these thousands of emails with Podesta.
[01:35:35.713 --> 01:35:50.837]  But the police are saying, look at this, and the investigation got opened because of sex texting and then the Lolita Express and then Breitbart's got articles and the FBI's come out saying, yeah, we're looking at Hillary being on the Epstein plane.
[01:35:50.837 --> 01:35:51.737]  He got convicted.
[01:35:51.737 --> 01:35:53.218]  I mean, this guy was running Little Kids.
[01:35:54.212 --> 01:35:55.413]  So we're going to talk about that in the next segment.
[01:35:55.413 --> 01:35:56.634]  This is a short segment.
[01:35:56.634 --> 01:35:58.174]  I want to get into his prediction coming true.
[01:35:58.174 --> 01:36:05.219]  We already played it in the first hour, but Larry Nichols came on three times last week with us, and we put out several reports.
[01:36:05.219 --> 01:36:13.964]  He advised me on Saturday, after the FBI report came out last Saturday, I said, one of my insiders said, it'll come out next Saturday or next Sunday, that she's totally absolved.
[01:36:13.964 --> 01:36:19.007]  This way they could block everybody from looking at WikiLeaks, because they know the public's barely paying attention.
[01:36:19.007 --> 01:36:21.249]  Then it would be a big win for her to say, see, it was all clean.
[01:36:22.256 --> 01:36:23.957]  And Nichols helped train these people.
[01:36:23.957 --> 01:36:24.777]  That's why he's dead on us.
[01:36:24.777 --> 01:36:26.158]  We'll talk to him in a moment.
[01:36:26.158 --> 01:36:34.001]  But before we go any further, here is Comey, the head of the Benghazi Committee, saying your activism now is to vote against Hillary.
[01:36:37.230 --> 01:36:38.471]  And then we'll go to Larry Nichols.
[01:36:38.471 --> 01:36:39.511]  We have Comey ready?
[01:36:39.511 --> 01:36:44.754]  This is what your viewers have to come to grips with.
[01:36:44.754 --> 01:36:48.756]  No one who sent classified information was prosecuted.
[01:36:48.756 --> 01:36:52.678]  No one who received classified information was prosecuted.
[01:36:52.678 --> 01:36:56.020]  No one who destroyed federal records was prosecuted.
[01:36:56.020 --> 01:37:03.944]  Out of all of this, five immunity agreements, and a really unusual investigation about national security matters,
[01:37:04.384 --> 01:37:12.000]  With hundreds of classified emails, not one single person is going to face a legal consequence.
[01:37:12.000 --> 01:37:13.984]  That means this case is dead in the water.
[01:37:15.834 --> 01:37:20.638]  It is dead in the water other than what I have said in the past.
[01:37:20.638 --> 01:37:24.242]  There are multiple groups in our culture who provide oversight.
[01:37:24.242 --> 01:37:27.785]  There's the executive branch, there's Congress, there's you and the media.
[01:37:27.785 --> 01:37:31.950]  But on November the 8th, the real jury gets to weigh in.
[01:37:31.950 --> 01:37:39.237]  And if they think that this Department of Justice has been politicized, they are welcome to replace it with another Department of Justice.
[01:37:40.205 --> 01:37:41.826]  And that's Trey Gowdy.
[01:37:41.826 --> 01:37:42.727]  No wonder you couldn't find the clip.
[01:37:42.727 --> 01:37:43.327]  You're like, what?
[01:37:43.327 --> 01:37:44.107]  Comey?
[01:37:44.107 --> 01:37:44.648]  On what?
[01:37:44.648 --> 01:37:45.908]  Comey's decision.
[01:37:45.908 --> 01:37:48.690]  So that's the head of the House Oversight Committee.
[01:37:48.690 --> 01:37:49.491]  So he predicted.
[01:37:49.491 --> 01:37:53.473]  He said there will be no indictment with Loretta Lynch.
[01:37:53.473 --> 01:37:56.415]  And he described what happened on the plane with Bill Clinton and her.
[01:37:56.415 --> 01:37:58.076]  He said that this is all red herring.
[01:37:58.076 --> 01:38:00.317]  A week ago, we got attacked for that.
[01:38:00.317 --> 01:38:02.118]  So he's been proven correct.
[01:38:02.118 --> 01:38:07.041]  Larry Nichols, the former Clinton handler, is here to break it down.
[01:38:07.041 --> 01:38:08.562]  So, Larry, what does this signify?
[01:38:10.006 --> 01:38:14.987]  Well, first off, it's nothing to be proud of being right.
[01:38:14.987 --> 01:38:21.548]  What it signifies, I'll just tell you the rest of it, the plan was to come out, prove that it was all nothing.
[01:38:21.548 --> 01:38:28.750]  Then she'll have this big rally talking about, you know, how the mean old Republicans, this was just a Republican plot.
[01:38:28.750 --> 01:38:31.250]  That'll be tomorrow.
[01:38:31.250 --> 01:38:38.732]  And then the thing that they've all got to do, all major media, have got to turn in and submit to the Clintons, to their campaign,
[01:38:39.710 --> 01:38:46.997]  They're Wednesday morning headlines about her victory for approval.
[01:38:46.997 --> 01:39:00.049]  So this gives her control of tomorrow, having to have all her campaign on to crow about how they did never do anything, even though all the WikiLeaks show them hiding all the crimes, expunging evidence, selling paper play, espionage.
[01:39:00.049 --> 01:39:02.372]  All of it is black holes.
[01:39:02.372 --> 01:39:02.632]  All of it.
[01:39:03.604 --> 01:39:27.608]  And then the reason they want the headlines on Wednesday to be approved by the campaign is to give them the launching pad they need to quote-unquote have the mandate she demands, but more than that, to quell any potential resistance from people claiming foul over voter fraud and to stop Trump from having any reports.
[01:39:27.788 --> 01:39:38.441]  Because she's already been proven of being wronged and they've already got the talking point that we talked about two weeks ago with other insiders on air and off air that she was persecuted.
[01:39:38.441 --> 01:39:43.928]  She's got to shut down the alt-right plus the Republicans want to work with her because that's the group that discredited them.
[01:39:43.928 --> 01:39:44.729]  That's the narrative.
[01:39:46.407 --> 01:39:54.993]  And she's going to do one bang-up job after this election, making sure the Republicans hold their fire from now on.
[01:39:54.993 --> 01:40:03.840]  You've got to remember, Alex, if you were a Republican, let's say Craig Gowdy or any of them, after this election, Congress could have a hearing.
[01:40:03.840 --> 01:40:04.701]  They could have a hearing.
[01:40:04.701 --> 01:40:06.202]  They could pursue all of this stuff.
[01:40:06.202 --> 01:40:11.546]  But the best Congress could do, and they know it, and she knows it, Alex, the best they can do,
[01:40:13.101 --> 01:40:17.283]  And you just heard Gowdy say it was over.
[01:40:17.283 --> 01:40:18.843]  That was a big deal.
[01:40:18.843 --> 01:40:20.484]  He's gotta go to Loretta Lynch.
[01:40:42.222 --> 01:40:44.443]  You know what happens in federal court.
[01:40:44.443 --> 01:40:46.964]  I mean, they've got this thing rigged every way but Sunday.
[01:40:46.964 --> 01:40:49.344]  And this is the final Democratic Party takeover.
[01:40:49.344 --> 01:40:51.205]  It's why Beck and the Republicans know it.
[01:40:51.205 --> 01:40:56.007]  They're just wanting to get final payoffs as we go to one-party state, as WikiLeaks has said.
[01:40:56.007 --> 01:40:58.428]  They put five more folks on the Supreme Court.
[01:40:58.428 --> 01:40:59.588]  They take our guns.
[01:40:59.588 --> 01:41:00.908]  They open the borders.
[01:41:00.908 --> 01:41:01.909]  America's conquered.
[01:41:01.909 --> 01:41:03.369]  End of the story.
[01:41:03.369 --> 01:41:04.089]  End of story.
[01:41:04.089 --> 01:41:05.970]  Now, let me say this, Alex.
[01:41:05.970 --> 01:41:11.552]  Remember what I've been telling you and your audience about for over a year now, the Velvet Coup, the silent coup.
[01:41:12.202 --> 01:41:13.143]  Good.
[01:41:13.143 --> 01:41:14.083]  You're seeing it.
[01:41:14.083 --> 01:41:16.985]  This election is the end of it.
[01:41:16.985 --> 01:41:19.387]  This is the end of America for us.
[01:41:19.387 --> 01:41:19.847]  That's right.
[01:41:19.847 --> 01:41:31.195]  This is when Hillary and her minions believe that they have accomplished the task and are ready to set forth with complete and total transformation of our form of government and our way of life.
[01:41:31.195 --> 01:41:34.597]  They will pursue it aggressively.
[01:41:34.597 --> 01:41:35.918]  Aggressively.
[01:41:37.674 --> 01:41:42.655]  Well, I've actually been privileged to get some information from the people that told me what they were going to do with this FBI thing.
[01:41:42.655 --> 01:41:43.935]  These are the same people.
[01:42:00.703 --> 01:42:06.347]  You told me high-level FBI told you, Larry, tell Alex and everybody, this is exactly, don't take the bait.
[01:42:06.347 --> 01:42:10.029]  And Trump, they said get this to Trump, do not do it.
[01:42:10.029 --> 01:42:11.870]  And he didn't do what he should have.
[01:42:11.870 --> 01:42:14.712]  You know, what else have we got to do, Alex?
[01:42:14.712 --> 01:42:18.574]  You know, I beg, we begged, just don't take the bait.
[01:42:18.574 --> 01:42:21.256]  Come out and say that the fix is in.
[01:42:21.256 --> 01:42:23.297]  And to tell people to be careful about this.
[01:42:23.297 --> 01:42:26.119]  Had he have called it when we came on the air and told.
[01:42:26.929 --> 01:42:28.130]  He would have devastated him.
[01:42:28.130 --> 01:42:29.751]  He would have devastated him.
[01:42:29.751 --> 01:42:33.615]  I tried to... I can't control what I get a call from Trump.
[01:42:33.615 --> 01:42:36.257]  I try to get messages and then, you know, I don't even call.
[01:42:36.257 --> 01:42:37.718]  I just... I know.
[01:42:37.718 --> 01:42:38.719]  He's not perfect.
[01:42:38.719 --> 01:42:41.662]  He wasn't battling the Clintons 20 years ago like we were.
[01:42:41.662 --> 01:42:42.202]  That's right.
[01:42:42.202 --> 01:42:43.203]  We're waiting till you hear.
[01:42:43.203 --> 01:42:44.124]  I know we're coming on break.
[01:42:44.124 --> 01:42:47.707]  Waiting till you hear what they're doing with gun control.
[01:42:47.707 --> 01:42:49.969]  Oh, I see.
[01:42:49.969 --> 01:42:53.212]  God, I wish it was some new country to get out of here too.
[01:42:53.212 --> 01:42:53.912]  God Almighty.
[01:42:53.912 --> 01:42:54.573]  We'll be right back.
[01:42:58.132 --> 01:43:00.432]  Electrify your day with Secret 12.
[01:43:00.432 --> 01:43:01.993]  It's like lightning in a bottle!
[01:43:01.993 --> 01:43:05.893]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:43:05.893 --> 01:43:13.835]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:43:13.835 --> 01:43:18.796]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:43:18.796 --> 01:43:24.257]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:43:24.617 --> 01:43:32.386]  Seeker 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:43:32.386 --> 01:43:37.111]  It pairs two forms of vitamin B12 into one explosive formula.
[01:43:37.111 --> 01:43:42.838]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[01:43:42.978 --> 01:43:46.140]  But it also assists with many other functions of the body.
[01:43:46.140 --> 01:43:49.662]  Electrify your mind and body and take your health to the next level.
[01:43:49.662 --> 01:43:53.584]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:43:53.584 --> 01:43:55.205]  That's InfoWarsLife.com.
[01:43:57.455 --> 01:43:58.276]  Hey, everyone!
[01:43:58.276 --> 01:44:00.577]  Pharmacist Ben Fuchs here, host of The Bright Side.
[01:44:00.577 --> 01:44:04.420]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[01:44:04.420 --> 01:44:06.502]  You've all heard the shocking statistics.
[01:44:06.502 --> 01:44:16.769]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[01:44:16.769 --> 01:44:22.754]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[01:44:23.214 --> 01:44:43.974]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[01:44:43.974 --> 01:44:45.956]  Give your body the gift of good nutrition.
[01:44:45.956 --> 01:44:46.336]  Head over to
[01:44:46.556 --> 01:44:48.379]  Infowarsteam.com.
[01:44:48.379 --> 01:44:50.222]  Your body will be very grateful.
[01:44:50.222 --> 01:44:53.287]  On the web at Infowarsteam.com.
[01:44:53.287 --> 01:44:54.629]  That's Infowarsteam.com.
[01:44:58.416 --> 01:45:07.763]  You know, in the coming election, no matter who gets in, one of the biggest issues nobody's talking about in the debates or anywhere is the vulnerability of the power grid.
[01:45:07.763 --> 01:45:10.665]  The potential for power grid chaos.
[01:45:10.665 --> 01:45:18.852]  EMP, cyber warfare, not to mention dangerous weather, hurricanes, ice storms, all a very real threat to our grid.
[01:45:18.852 --> 01:45:21.774]  My friends, chaos is already here, and it's gonna get a lot worse.
[01:45:22.034 --> 01:45:28.099]  That's why I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[01:45:28.099 --> 01:45:32.022]  Now I've got the perfect power solar generator system in my house.
[01:45:32.022 --> 01:45:33.884]  The Solutions from Science system.
[01:45:33.884 --> 01:45:36.406]  Simply put, this thing is amazing.
[01:45:36.406 --> 01:45:38.888]  Solutions from Science only makes the best equipment.
[01:45:38.888 --> 01:45:41.651]  Go to powergridchaos.com.
[01:45:41.651 --> 01:45:44.713]  That's powergridchaos.com to check it out.
[01:45:44.713 --> 01:45:45.434]  Now this is key.
[01:45:45.774 --> 01:45:51.375]  Right now, get 70% off their top-of-the-line Perfect Power Solar Generator.
[01:45:51.375 --> 01:45:53.376]  This is the one I use in my home.
[01:45:53.376 --> 01:45:58.337]  Go to powergridchaos.com and get 70% off.
[01:45:58.337 --> 01:46:06.579]  Please listen carefully, because I'm about to point out three things that will save you a lot of money while you get high-quality products and fund the info war.
[01:46:06.579 --> 01:46:07.799]  A 360 win.
[01:46:07.799 --> 01:46:10.400]  Number one, when you choose auto shit before checkout,
[01:46:10.540 --> 01:46:14.361]  We give you 10% off on your order at InfoWareStore.com.
[01:46:14.361 --> 01:46:22.302]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[01:46:22.302 --> 01:46:26.963]  Number three, we're giving you free shipping on all orders above $50.
[01:46:26.963 --> 01:46:33.464]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:46:33.464 --> 01:46:35.105]  Just go to InfoWareStore.com.
[01:46:35.105 --> 01:46:36.965]  Select your favorite product or products.
[01:46:37.005 --> 01:46:38.646]  You're listening to the Alex Jones Show.
[01:47:20.902 --> 01:47:25.365]  Gentlemen, we have called you together to inform you that we are going to overthrow the United States government.
[01:47:25.365 --> 01:47:31.729]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[01:47:31.729 --> 01:47:38.893]  You still think that jet fuel brought down the World Trade Center?
[01:47:38.893 --> 01:47:44.016]  I'll tell you a couple of stories about fraud.
[01:47:44.016 --> 01:47:47.338]  The Bohemian Club?
[01:47:47.338 --> 01:47:48.639]  Did you say the Bohemian Club?
[01:47:49.778 --> 01:47:56.263]  That's where all those rich Republicans go out and stand naked against redwood trees, right?
[01:47:56.263 --> 01:47:58.585]  I've never been to the Bohemian Club, but you ought to go.
[01:47:58.585 --> 01:47:59.306]  It'd be good for you.
[01:47:59.306 --> 01:48:01.588]  Get some fresh air.
[01:48:01.588 --> 01:48:05.391]  I know nothing about the Bohemian Grove with Bill.
[01:48:05.391 --> 01:48:11.856]  I know about once a month, Hillary would go out to Los Angeles.
[01:48:11.856 --> 01:48:18.221]  And she did it so regular that it became a bit of an issue trying to watch y'all where you're going.
[01:48:20.509 --> 01:48:31.697]  Bill told me that she was going out there, she and a group of women, and she would be a part of a witch's church.
[01:48:31.697 --> 01:48:42.125]  And, uh, man, when Bill told me that, you could have hit me with a baseball bat, I tried to point out to him.
[01:48:42.125 --> 01:48:46.668]  He realized what would happen if that got out.
[01:48:46.668 --> 01:48:48.830]  And, of course, my job was to make sure it didn't get out.
[01:48:49.969 --> 01:48:57.092]  Now, I don't know today if Hillary still partakes in the witch ritual.
[01:48:57.092 --> 01:49:01.514]  I don't know that I even know what the ritual was.
[01:49:01.514 --> 01:49:15.280]  But, for the better part of many years, Hillary would go quite often, whether it was regularly once a month or maybe once every couple of months, she would go out on the weekend simply to be a part of it.
[01:49:16.328 --> 01:49:19.171]  Alright, that was about a year ago, and we went up there.
[01:49:19.171 --> 01:49:21.753]  We don't just believe people who haven't known Larry 20 years at that time.
[01:49:21.753 --> 01:49:25.097]  We saw his medication, saw his diagnosis, the whole nine yards.
[01:49:25.097 --> 01:49:27.279]  I gave him a donation then.
[01:49:27.279 --> 01:49:31.203]  We went up there to interview him because of the cancer, and it's progressed.
[01:49:31.203 --> 01:49:33.805]  He's just trying to stay alive through the campaign to expose these people.
[01:49:33.805 --> 01:49:35.447]  That's why he can't be on TV today.
[01:49:35.447 --> 01:49:36.028]  We've been up there.
[01:49:36.028 --> 01:49:37.829]  He's had heart surgery, you name it.
[01:49:37.829 --> 01:49:38.790]  I'm not going to get into all of it.
[01:49:38.790 --> 01:49:39.811]  He was in the hospital today.
[01:49:40.552 --> 01:49:41.973]  He's had his lungs collapsed.
[01:49:41.973 --> 01:49:43.915]  He's been resuscitated.
[01:49:43.915 --> 01:49:49.640]  He doesn't want me to say this on air, but then he tells me he's about to, you know, be out in the street.
[01:49:49.640 --> 01:49:52.803]  So I'm just going to tell you so he gets donations.
[01:49:52.803 --> 01:49:55.185]  NicholsLive at AOL.com, PayPal.
[01:49:55.185 --> 01:49:56.006]  Send the guy some money.
[01:49:56.006 --> 01:49:56.807]  He needs good treatment.
[01:49:57.659 --> 01:50:00.021]  He's been blackballed in Arkansas, everything.
[01:50:00.021 --> 01:50:00.902]  He's exposed to Clintons.
[01:50:00.902 --> 01:50:01.703]  He's a great Patriot.
[01:50:01.703 --> 01:50:02.704]  He's the real deal.
[01:50:02.704 --> 01:50:04.105]  NicholsLive at AOL.com.
[01:50:04.105 --> 01:50:05.426]  Give him a donation.
[01:50:05.426 --> 01:50:06.647]  He didn't even ask him for this.
[01:50:06.647 --> 01:50:12.192]  He don't want me to talk about the illness, but I'm not going to sit there and just say send him a donation when the guy can't even get his treatments to keep him alive.
[01:50:12.192 --> 01:50:13.313]  It's very expensive, as you know.
[01:50:13.313 --> 01:50:18.418]  Larry Nichols, 58, Kingston Drive, Conway, Arkansas, 72034.
[01:50:18.418 --> 01:50:22.482]  Now, Larry, folks need to make that donation.
[01:50:24.730 --> 01:50:29.439]  You told me 20 years ago she was into witchcraft.
[01:50:29.439 --> 01:50:33.647]  You even told me about the handler who now has been the National Enquirer confirmed doing stuff for him.
[01:50:35.399 --> 01:50:39.242]  Uh, I separately, you didn't even know about this, it actually been in an L.A.
[01:50:39.242 --> 01:50:42.864]  liberal newspaper, because Tex Mars had a copy of it.
[01:50:42.864 --> 01:50:50.128]  I was in his archives making my Bohemian Grove film, uh, 15 years ago, and I got a copy of her actually there.
[01:50:50.128 --> 01:50:53.370]  And this isn't just normal, you know, new age stuff or whatever.
[01:50:53.370 --> 01:50:54.851]  We're not talking about crystals or whatever.
[01:50:54.851 --> 01:50:57.093]  A lot of nice folks are into all that stuff.
[01:50:58.029 --> 01:51:00.391]  Better than a lot of these mainline church people I know.
[01:51:00.391 --> 01:51:02.493]  This was Alistair Crowley stuff.
[01:51:02.493 --> 01:51:06.397]  Now you don't know about this, but I've studied it, so I looked at what it was.
[01:51:06.397 --> 01:51:19.009]  Well, it came out in the WikiLeaks that this high priestess of this stuff, who admits in her own writing she does it, blood, you name it, they take kids to these parties, whether they're really killing people or not, it's so horrific to show it all.
[01:51:20.339 --> 01:51:22.761]  She's come out and said, oh, you know, it's all just a big joke.
[01:51:22.761 --> 01:51:23.841]  I'm not serious.
[01:51:23.841 --> 01:51:28.004]  I'm not a Satanist, but her email address is 666 at the end.
[01:51:28.004 --> 01:51:29.445]  And all this is going on.
[01:51:29.445 --> 01:51:32.667]  We know Pedophile Island's real, Jeffrey Epstein.
[01:51:32.667 --> 01:51:35.869]  We know Clinton, Bill, went there 20-something times.
[01:51:35.869 --> 01:51:39.192]  We know that the law enforcement is saying they're going to have a press conference.
[01:51:39.192 --> 01:51:42.094]  He's sexting, you know, wiener, underage girls.
[01:51:42.094 --> 01:51:44.815]  We know that Bill Clinton went and practiced voodoo.
[01:51:44.815 --> 01:51:47.037]  That's in the Washington Post, his own book he wrote.
[01:51:47.037 --> 01:51:49.879]  We know these people are under the occult, but you knew them.
[01:51:50.699 --> 01:51:59.966]  Back when this was happening, so it's a very important facet now I don't know about all this code word and kids and all the reddit and big internet sites Out there saying Alex.
[01:51:59.966 --> 01:52:02.267]  Why aren't you saying all this is code word for them?
[01:52:02.267 --> 01:52:11.994]  You know well they say well I'll have the entertainment three little kids in the hot tub for you at the farmhouse And we've got all the wieners you want you know and the you know there's a lot of pressure on us to get rid of this load of $20,000
[01:52:14.115 --> 01:52:24.361]  You know, Alex, all I can tell you is, man, finally I had to go to Hillary.
[01:52:24.361 --> 01:52:31.665]  I literally had to go to her to try to get her to stop.
[01:52:31.665 --> 01:52:37.828]  I went to her, I said, Hillary, if we get caught when you're going to this witch's church, we're done.
[01:52:37.828 --> 01:52:42.391]  I mean, this is, you know, this is early 80s, late 70s, whatever kind it was.
[01:52:42.995 --> 01:52:44.497]  No, you told me 20 years ago.
[01:52:44.497 --> 01:52:45.738]  You told me 20 years ago.
[01:53:05.066 --> 01:53:13.528]  Yeah, they're going to come out of the church, and then you're going to talk about how happy you were to be in church, and how you can profess Jesus Christ and God and all that.
[01:53:13.528 --> 01:53:15.368]  She turned away from me, folks.
[01:53:15.368 --> 01:53:16.829]  She turned away.
[01:53:16.829 --> 01:53:26.191]  Before she took a step, she turned her head back to the left, and she said, you know I can't do that, and turned her head back around and walked away.
[01:53:26.863 --> 01:53:29.985]  Now, my problem is I don't know about that cult.
[01:53:29.985 --> 01:53:32.366]  I don't understand that junk.
[01:53:32.366 --> 01:53:33.647]  She's pledged herself.
[01:53:33.647 --> 01:53:34.508]  What else did Bill tell you?
[01:53:34.508 --> 01:53:36.269]  What else have you not told people?
