[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[00:26:00.618 --> 00:26:21.983]  So when you see a Jack Dorsey or you see a Governor Newsom, these are absolute, adept, Luciferian Satanists that their whole mission is destroying you and your family with a total commitment, total commitment to annihilating you forever and taking your soul with them into the darkest reaches of the universe.
[00:26:24.175 --> 00:26:25.075]  This is the reality.
[00:26:25.075 --> 00:26:26.475]  And you're going to see it all unfold.
[00:26:26.475 --> 00:26:27.596]  Write this down.
[00:26:27.596 --> 00:26:28.216]  Record it.
[00:26:28.216 --> 00:26:28.836]  Remember it.
[00:26:28.836 --> 00:26:31.196]  There'll come a time when none of this is available online.
[00:26:31.196 --> 00:26:35.117]  There'll come a time when you're starving to death and the robots are coming to kill you.
[00:26:35.117 --> 00:26:37.758]  Just remember, God's real at that point.
[00:26:37.758 --> 00:26:39.078]  Call on Jesus' name.
[00:26:39.078 --> 00:26:41.258]  That way your soul doesn't get caught by the spider.
[00:26:41.258 --> 00:26:48.060]  Because it's the last moment it wants to trick you to beg to it and to say you renounce God so it won't eat you.
[00:26:48.060 --> 00:26:49.080]  And as soon as you do that,
[00:26:54.375 --> 00:26:56.856]  All that matters is your soul now.
[00:26:56.856 --> 00:27:01.817]  There's only five days left in the InfoWars total blowout mega sale.
[00:27:01.817 --> 00:27:02.797]  Five days left.
[00:27:02.797 --> 00:27:09.139]  I want to thank you all for your support because things are so unstable and so crazy and the supply chains are breaking down.
[00:27:09.139 --> 00:27:21.523]  I made the decision a month ago to sell out of our inventory and then to readjust and even see if we're going to be able to continue on in the future with this model of funding our operations by selling high quality supplements for their products.
[00:27:22.003 --> 00:27:26.567]  And thanks to your support, we've gotten in enough money to reorder most of the best sellers.
[00:27:26.567 --> 00:27:28.729]  So I want to thank you all for your support.
[00:27:28.729 --> 00:27:33.614]  We still have a lot of our best-selling items available, but they're selling out very, very quickly.
[00:27:33.614 --> 00:27:36.216]  We still have 30 to 60% off free shipping.
[00:27:36.216 --> 00:27:38.618]  And the big thing, triple Patreon points.
[00:27:38.618 --> 00:27:41.321]  That's 15% off on your next order.
[00:27:41.321 --> 00:27:43.442]  We signed up for autumn shipping, additional 10% off.
[00:27:43.442 --> 00:27:46.025]  So some of these deals are so good, we lose money on the products.
[00:27:46.445 --> 00:27:51.188]  But regardless, it gets money into our coffers in the short term to continue the fight.
[00:27:51.188 --> 00:27:53.090]  Things are so critical right now with the election.
[00:27:53.090 --> 00:27:56.292]  Be sure to visit the site, InfoWarsTore.com.
[00:27:56.292 --> 00:27:59.654]  Are you sick and tired of your calm, peaceful life?
[00:27:59.654 --> 00:28:01.636]  Are you sleeping too well at night?
[00:28:01.636 --> 00:28:05.359]  Is your city too safe?
[00:28:05.359 --> 00:28:07.120]  Well, not anymore!
[00:28:07.120 --> 00:28:09.522]  Introducing Democrats!
[00:28:09.522 --> 00:28:13.785]  Politicians so incompetent, they'll fill your neighborhood with riots!
[00:28:13.785 --> 00:28:14.125]  Looting!
[00:28:15.223 --> 00:28:18.445]  Rampant violence and even homelessness.
[00:28:18.445 --> 00:28:23.467]  The secret is a special blend of corruption and good old-fashioned stupidity.
[00:28:23.467 --> 00:28:25.869]  No more pesky law and order.
[00:28:25.869 --> 00:28:29.510]  When Democrats are in charge, nobody's safe.
[00:28:29.510 --> 00:28:34.133]  Simply vote for Democrats, sit back, and watch your neighborhood burn to the ground.
[00:28:34.913 --> 00:28:35.835]  But wait!
[00:28:35.835 --> 00:28:44.746]  Vote for Democrats now and they'll include rolling blackouts, election fraud, cancel culture, taxes, and more taxes!
[00:28:44.746 --> 00:28:47.790]  Democrats, bringing chaos right to your front door!
[00:28:56.355 --> 00:28:59.517]  The future isn't coming, it's here.
[00:28:59.517 --> 00:29:08.083]  And in the future, keeping your humanity, saving your soul, your integrity, your very essence, is going to be your most valuable asset.
[00:29:08.083 --> 00:29:11.666]  In fact, it's going to be your only asset.
[00:29:11.666 --> 00:29:24.375]  The world being built by the technocrats, and the trap they've now sprung with COVID-19 and the endless lockdown, is the beginning of the process of taking us past domestication into total
[00:29:25.663 --> 00:29:28.125]  Complete dehumanization.
[00:29:28.125 --> 00:29:34.249]  Human life will be impossible to be carried out in an original biological way by the year 2050.
[00:29:34.249 --> 00:29:37.911]  This is their stated goal.
[00:29:37.911 --> 00:29:48.198]  I'm sorry to have to report horrifying things like this to you, but only by facing the horror, and not projecting your own decency onto the enemy, can we turn this around.
[00:29:48.198 --> 00:29:53.762]  You must study their own writings, you must face the facts, and you must come to grips with it.
[00:29:53.762 --> 00:29:55.363]  You're all being incrementally destroyed.
[00:29:59.605 --> 00:30:14.031]  You're listening to the Alex Jones Show.
[00:30:14.031 --> 00:30:17.173]  Welcome back for an incredible time to be alive.
[00:30:17.173 --> 00:30:20.834]  I'm your host Alex Jones.
[00:30:20.834 --> 00:30:22.335]  Only 18 days left in the election.
[00:30:25.231 --> 00:30:31.312]  Of course, that's just the beginning of the globalist attempt to take over.
[00:30:31.312 --> 00:30:34.413]  The New World Order has been built one step at a time.
[00:30:34.413 --> 00:30:41.795]  And we're going to have to dismantle it one step at a time, but we have to first recognize what the enemy is, understand it, and then take action.
[00:30:41.795 --> 00:30:49.276]  Now, if you just tuned in, you may have missed some of what I broke down earlier, the metaphor of the spider and we being its prey.
[00:30:49.276 --> 00:30:51.537]  That really is how this works.
[00:30:51.537 --> 00:30:53.317]  I'm not literally saying it's a spider.
[00:30:54.858 --> 00:31:18.173]  But when I talk about who the globalists are, and the model they believe in, and what they're establishing, and how they believe communist China is an example of what they want to establish on a planetary scale, could a movie describe 115 million people killed by a communist regime like the communist Chinese admit they've done?
[00:31:18.173 --> 00:31:22.916]  Could a movie, or the most horrible science fiction nightmare horror,
[00:31:24.249 --> 00:31:26.411]  Illustrate that and the answer is no it couldn't.
[00:31:26.411 --> 00:31:31.637]  These are individuals, these are hopes, these are dreams, these are souls, these are women, these are children.
[00:31:31.637 --> 00:31:36.301]  These are people harvested for their organs for the crime of loving God.
[00:31:36.301 --> 00:31:37.903]  Or believing in God.
[00:31:37.903 --> 00:31:40.786]  That wasn't the Communist Party.
[00:31:40.786 --> 00:31:45.751]  And Tim Cook goes to Communist China, you can pull up transcripts and see his speeches in Chinese.
[00:31:45.751 --> 00:31:46.532]  He can speak it.
[00:31:47.597 --> 00:31:48.878]  Fairly well.
[00:31:48.878 --> 00:31:59.442]  Where he says, I believe in censorship, I believe in the model of the elite, I believe in what you've done, and I will stand with you for censorship here and in the rest of the world.
[00:31:59.442 --> 00:32:10.127]  Communist Chinese said three years ago, they said, give us the code keys to all Apple devices, which they won't even give the FBI, they shouldn't.
[00:32:10.127 --> 00:32:12.908]  And they gave it to them, and when the media, Reuters did an article about it,
[00:32:15.117 --> 00:32:18.380]  The Communist Chinese were quoted saying, well yeah, and so was Apple.
[00:32:18.380 --> 00:32:24.745]  When you move here, and when you set your main base there, they're not based in Seattle now.
[00:32:24.745 --> 00:32:27.407]  They're not based in Silicon Valley now.
[00:32:27.407 --> 00:32:31.811]  In California, they're not based on the West Coast.
[00:32:31.811 --> 00:32:33.553]  That's their old base.
[00:32:33.553 --> 00:32:43.141]  They said, the Communist Chinese officials say in the article, they said, when you move here, you become part of us, and you have to put our intelligence agencies in control.
[00:32:44.650 --> 00:32:50.531]  Remember even the head of Alibaba got in trouble because he wasn't giving him enough control and he was Chinese.
[00:32:50.531 --> 00:32:51.731]  And so I was in D.C.
[00:32:51.731 --> 00:32:54.552]  about a year after that happened and I've been making a big deal about it.
[00:32:54.552 --> 00:32:57.193]  There's the article right there with TV viewers.
[00:32:57.193 --> 00:33:02.254]  And I met with some advisors of the President and they said, Jones, this is blowing us away.
[00:33:02.254 --> 00:33:04.134]  We're going to get this to the President.
[00:33:04.134 --> 00:33:08.895]  So the next time I was there, a few months later, a Fox News host came and met with me.
[00:33:10.083 --> 00:33:11.884]  They said, wow, I didn't know it was this bad.
[00:33:11.884 --> 00:33:14.585]  Reuters reported on this, you talked about it, nobody else did.
[00:33:14.585 --> 00:33:16.026]  I'll get it to the President.
[00:33:16.026 --> 00:33:19.868]  And it got to the President, and he had a fit over it.
[00:33:19.868 --> 00:33:23.129]  And they said, well, don't worry about this, sir, worry about Huawei.
[00:33:23.129 --> 00:33:25.911]  But what that shows you is, it's not that I'm that important.
[00:33:26.311 --> 00:33:27.592]  This is how scary it is.
[00:33:27.592 --> 00:33:42.664]  It's that the lawyers that run Congress, and the lawyers that run the White House, have lived in America so long, they think it's all free, and the checks and balances will all be there, like somebody walking out over the edge of a cliff, like Wile E. Coyote, who thinks there's a cliff under him, and then finally figures it out and drops.
[00:33:42.664 --> 00:33:48.008]  But in the real world, you don't walk out over a cliff and then realize it and then suddenly drop.
[00:33:48.008 --> 00:33:51.431]  When you realize it, you fall off the minute you stumble over the edge.
[00:33:51.431 --> 00:33:53.633]  And we have stumbled over the edge of a cliff,
[00:33:55.097 --> 00:34:01.442]  We're in free fall towards the bottom, and we have a parachute, which is realization and our connection to God.
[00:34:01.442 --> 00:34:02.903]  We can rise like the phoenix.
[00:34:02.903 --> 00:34:05.365]  We can claw back what's been stolen from us.
[00:34:05.365 --> 00:34:06.946]  We can turn the clock back.
[00:34:06.946 --> 00:34:13.891]  We cannot go headlong into this horrible tyranny, the worst the world's ever seen, Communist China and the UN running it through big tech.
[00:34:13.891 --> 00:34:17.814]  But it's going to take Congress realizing they got scammed.
[00:34:19.209 --> 00:34:22.031]  You know, whenever I get scammed or screwed over, I learn from it.
[00:34:22.031 --> 00:34:23.353]  I admit it.
[00:34:23.353 --> 00:34:24.073]  I want to get better.
[00:34:24.073 --> 00:34:26.295]  But I've learned that's one of my best attributes.
[00:34:26.295 --> 00:34:29.318]  It's one of the best attributes you can have.
[00:34:29.318 --> 00:34:37.064]  Is that a lot of people I know that when they get screwed or conned or cheated, they don't want to admit it.
[00:34:37.064 --> 00:34:38.405]  They get mad at you.
[00:34:38.405 --> 00:34:39.847]  And I've used this example many times.
[00:34:39.847 --> 00:34:40.848]  It's a true story.
[00:34:40.848 --> 00:34:46.893]  I know a talk show host, and I have a distant cousin, and I also have a friend who would never speak to me again.
[00:34:49.414 --> 00:34:59.100]  Because they got email scams, Nigerian scams, back when those were huge 20 years ago, and then 15 years ago is when these cases happened.
[00:34:59.100 --> 00:35:00.681]  And they give them that first $1,000.
[00:35:00.681 --> 00:35:06.645]  You get the email, hey, if you just send us $1,000, the Prince Boo-Boo or Ha-Boo-Boo will send you $15,000.
[00:35:06.645 --> 00:35:09.967]  And once you've done that scam, you don't want to admit you got scammed.
[00:35:11.181 --> 00:35:16.383]  So, in a couple cases I caught the friends when they were at like $10,000, you know, the second round.
[00:35:16.383 --> 00:35:18.404]  Oh, the prince wants to send you a million now.
[00:35:18.404 --> 00:35:22.705]  We're going to send a representative to meet with you as well.
[00:35:22.705 --> 00:35:27.587]  And sometimes they'll even send a car with guys in the royal African robes, because, you know, they've got networks everywhere.
