[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[33:45.000 --> 33:54.000]  A lot of people now saying they're going to jump off the Trump train if he gets Mitt Romney as his secretary of state. Others are saying that that's an overreaction.
[33:54.000 --> 34:07.000]  We wait and see. We're going to get Alex Jones's comments on that as well as Jill Stein, the Green Party candidate, now announcing, as of about 30 minutes ago, that she will file for the recount in Wisconsin.
[34:07.000 --> 34:16.000]  It's a 5 p.m. deadline. They're going to file for that recount. It's already funded. And they're well on the way to funding recounts in Michigan and Pennsylvania.
[34:16.000 --> 34:24.000]  Not so interested in having recounts in any of the blue states that Hillary won in even tighter numbers.
[34:24.000 --> 34:34.000]  A lot of concern over this, but also a lot of Trump people saying that it's nothing to worry about. Alex Jones, do we have Alex?
[34:34.000 --> 34:44.000]  Yes, Paul, I'm here. Alex, are you concerned about the recount? Because I've seen a lot of Trump supporters saying this is just theater. It's not going to have any impact.
[34:44.000 --> 34:51.000]  If they were so concerned about vote fraud before the election, why shouldn't we be concerned about fraud in a recount?
[34:51.000 --> 35:05.000]  Well, that's why I joined you today, Paul, several huge issues to go over. Bev Harris, who again is a big Democrat, a big liberal who exposed the fraud against Al Gore in 2000, I covered it.
[35:05.000 --> 35:13.000]  Clearly, the fraud was against Gore. I hate Gore, but I went with the facts at the time because that was the facts.
[35:13.000 --> 35:21.000]  She is the most highly respected election fraud expert out there. Most of her team are Democrats. We've had a lot of them on.
[35:21.000 --> 35:29.000]  Computer scientists, you name it, who have discovered how the systematic fraud is happening with the fraction carving, the fraction magic.
[35:29.000 --> 35:39.000]  We had her on the week before the election. We had her on the day after, and she said clearly in a whole bunch of states, but clearly in five states that went for Hillary.
[35:39.000 --> 35:47.000]  They had some precincts with 100% or more of the voters turning out. Well, national turnout was 65%. That's impossible.
[35:47.000 --> 35:58.000]  And in some precincts, Hillary was getting 100% of the 100%. And in other cases, she was getting 100% of all the final votes.
[35:58.000 --> 36:05.000]  So they were stuffing at the end what they needed. And the tsunami of Donald Trump was so gargantuan.
[36:05.000 --> 36:12.000]  She'd have crowds of 300 on average. She'd have crowds of 25,000 on average. It was so gargantuan. She stole the nomination from Sanders.
[36:12.000 --> 36:19.000]  So so much of her base turned away from her that they did try to steal. That's why she didn't come out and do a concession that night.
[36:19.000 --> 36:26.000]  That's why she reportedly attacked her staff, according to CNN and others, and had to be restrained.
[36:26.000 --> 36:32.000]  All of this was going on. So they were like deer in the headlights. They'd already printed up Newsweek that she was Madam President.
[36:32.000 --> 36:38.000]  This is already a done deal. So absolutely. Jill Stein knew that there was massive backlash against Hillary by Bernie people.
[36:38.000 --> 36:44.000]  So she courted them and made some good points like, hey, if you don't want nuclear war, if you're not going to vote for me, vote for Trump.
[36:44.000 --> 36:53.000]  But now that she's in there, she knows now that she's lost, she knows that 100% of this money she's getting is from big Democratic Party donors.
[36:53.000 --> 37:05.000]  Upwards of $7 million. It was $5 million yesterday. $7 million has flooded in to do the recount. They're filing today, as you said, pretty much as we speak.
[37:05.000 --> 37:17.000]  And then the key, we have bigger anomalies, as you just pointed out, taking place in all of these blue states where Hillary in the polls was really going to lose.
[37:17.000 --> 37:27.000]  Then magically, there's all of this classic skewing of the vote, all of it in Bev Harris' words against Trump, all of it going against Trump,
[37:27.000 --> 37:33.000]  all of the anomalies against Trump in at least five states that Hillary Clinton clearly stole.
[37:33.000 --> 37:41.000]  So the unfortunate part of this is the media has gone along with the fact that Trump's the winner while playing possum, while Soros has funded all these.
[37:41.000 --> 37:53.000]  We're not accepting him as the president movements, while they've tried to unseat him in the electoral college, because this is their second sneak attack, basically, that we've witnessed here.
[37:53.000 --> 38:01.000]  First, they try to steal the situation with the superdelegates. Then they try to obviously unseat him at the RNC.
[38:01.000 --> 38:13.000]  Then they try to steal it from him on election night, and now they've done it again. So that's four times total in this election of the last year and twice since election night, election night and now, now.
[38:13.000 --> 38:22.000]  So all of it's one-sided. All of it is against Trump. The top expert says it's against Trump. She clearly stole five states, and then it gets worse.
[38:22.000 --> 38:29.000]  On record, had three million illegals or non-citizens that voted. That's major studies. Anybody can Google it. They're not denying it.
[38:29.000 --> 38:41.000]  Then at least four to five million people that were on the death rolls ended up voting. Then they caught people in Colorado, California, Ohio, Florida, Vermont, New York, voting repeatedly.
[38:41.000 --> 38:56.000]  Oh, against who? Donald Trump for Hillary. All the fraud, everybody they capture, everybody they catch, everybody they arrest, everybody who gets caught red-handed was being given lists of the Democratic Party of dead people out of the obituaries that linked up with their list.
[38:56.000 --> 39:03.000]  People on the voter rolls, and they got caught, but then it gets worse. We have Project Veritas, not one, not two, but three videos.
[39:03.000 --> 39:16.000]  Kramer, the head of the national movement, his number two guy, and then the head of New York elections admitting that Democrats are engaged in massive organized fraud, organizing voter fraud via election fraud.
[39:16.000 --> 39:26.000]  So all of this is there. All of this is crystal clear. And I think it's a real threat. I've told folks the battle has just begun. I've had a bad feeling this whole time they are going after Trump.
[39:26.000 --> 39:44.000]  And basically the Republican Party now has him encircled saying, listen, you play ball with us. We're not going to let you use the supermajority to get your agenda done, which includes, you know, controlling our borders, ending NAFTA, ending GATT, ending TPP, ending the
[39:44.000 --> 39:55.000]  carbon taxes that will really set this country free, cutting taxes on poor people. The list goes on and on. 900 plus seats in state houses.
[39:55.000 --> 40:07.000]  What was it? 16 seats in the Senate, 30 something in the House. This was a gigantic victory, a huge tsunami. And so as you pointed out, the Soros line is Donald Trump has betrayed us.
[40:07.000 --> 40:20.000]  Donald Trump has betrayed us when he hasn't done any such thing yet, so that we pull our support from him as his base, he'll then be forced to fall into the control of the neocons and the mainline Republicans who will be his only supporters.
[40:20.000 --> 40:31.000]  If we stay behind him and wait and see what he actually does via policy once he gets in, then he'll be able to take control of that trifecta, the legislative, the executive and the judicial and ram our agenda through.
[40:31.000 --> 40:43.000]  But we cannot sit there and freak out on Trump until that happens. Now, I personally agree with David Knight, who put out a video saying this pick for Secretary of Education has promoted Common Core.
[40:43.000 --> 40:51.000]  She better come out and give a speech saying she's on board with Trump now and is going to follow his policies, just like Pence did when he first got, you know, chosen as his VP.
[40:51.000 --> 41:01.000]  I am concerned, obviously, about Mitt Romney because he said that Trump's a con man and a criminal and will try to backstab him. But if Trump decides to do that, that's his issue as long as he delivers.
[41:01.000 --> 41:10.000]  But I'll tell you, a Petraeus isn't perfect, but he got burned by the CIA when he became their director for actually trying to clean it up. And I have that from insiders.
[41:10.000 --> 41:19.000]  So Petraeus is better. Look, all these people that know how the government works are from the establishment. And Trump's already brought in a lot of outsiders, like Stephen Bannon and others.
[41:19.000 --> 41:32.000]  But what I care about is delivery. And look, stock market's already up. He's exposing political correctness. He says he's going to go after NAFTA and get a TPP's dead day one and the carbon taxes.
[41:32.000 --> 41:38.000]  So I'm very, very happy at this point. They're putting out the bids to build the wall. Paul Watson, what do you think?
[41:38.000 --> 41:49.000]  Well, what I see, Alex, is people like Michael Moore, people like the Soros Groups, people like Media Matters, they're all completely in a panic about what Trump is going to do in just his first few days.
[41:49.000 --> 41:59.000]  They see this onslaught of new bills in just the first few days of a Trump presidency. That's why they're still out today. And Michael Moore was on XMSNBC yesterday.
[41:59.000 --> 42:09.000]  He said we must not allow him to take office. Exactly. So if our enemies are panicking hysterically to keep him out, what does that tell you, ladies and gentlemen? So let me ask you this, Paul.
[42:09.000 --> 42:20.000]  What do you think of the information I have? But obviously he's being advised by his chief of staff, previous, he's being advised obviously by his son-in-law.
