[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[37:49.000 --> 37:55.000]  But all the statistics show that's not the case.
[37:55.000 --> 37:59.000]  It's just sad.
[37:59.000 --> 38:08.000]  So I will apologize that my ancestors from the last Ice Age had to build shelters and had to think ahead or they'd all die.
[38:08.000 --> 38:12.000]  And I'll say a lot of evils come out of long-range thinking, a lot of good come out of it too.
[38:12.000 --> 38:16.000]  But let's just admit what the big problem, the big elephant in the room is.
[38:16.000 --> 38:22.000]  Because IQs vary and they're pretty much the same across the board, but there's different talents on average in different groups.
[38:22.000 --> 38:27.000]  That doesn't mean there isn't someone in a particular group that on average is smarter than somebody else in another group, a particular thing.
[38:27.000 --> 38:49.000]  But the whole point is people have different anatomy, humans vary, and so it is really the western quandary over is this Pandora's box of long-term strategic thinking, a good thing or a bad thing.
[38:49.000 --> 38:54.000]  Well, I think in the hands of people that care about freedom and care about humanity, you want to lift humanity up, it's a very positive thing.
[38:54.000 --> 39:02.000]  You know this, the globalists are using long-term thinking and strategic thinking against all of us.
[39:02.000 --> 39:10.000]  And you've got these strategic elites that are in there controlling the cultural future and they thought they'd use the Internet to dominate and control us.
[39:10.000 --> 39:32.000]  It totally blew up in their face on every front to where now they have had to summon the Communist Chinese to waddle the most bloodthirsty, drunk on the blood of innocence organization.
[39:32.000 --> 39:36.000]  The highest kill list, the most evil group in world history is the Communist Chinese.
[39:36.000 --> 39:43.000]  They are it, slave masters over a billion plus people.
[39:43.000 --> 40:00.000]  And they think we're so broke back that they are in the newspapers telling us shut down your fake news and the president, like a paid for spokesman or lackey, runs around parroting it.
[40:00.000 --> 40:17.000]  And within three, four days of this Communist garbage going on, we have reporters in Austin and in Cleveland who caught communists with red flags screaming, we're going to attack you info wards if you don't leave, you don't have free speech.
[40:17.000 --> 40:31.000]  And saying info wars is fake news, fake news, like that's the powerful talking point they got from the big corporate mainstream media and the Communist Chinese and they're proud of it.
[40:31.000 --> 40:53.000]  And by the way, all the communist groups don't talk about Marx or Ingalls, they all identify with China, that's the motherland, but it's not even communism, it's a bunch of rich generals so decadent out of their minds on power trips that it makes your head spin, pissing on us.
[40:53.000 --> 41:02.000]  And then they hope we have a war with Russia because of the United States ever links up with Russia and promotes a new renaissance, it's game over for the new order.
[41:02.000 --> 41:08.000]  And here's the great news, we're only a few steps away from that victory.
[41:08.000 --> 41:37.000]  Despite the political programming, despite the brainwashing that goes on in the churches that are state run under 501 C3 that it's the end of the world every five minutes so don't get involved, praise God it's getting worse, it means Jesus is right around the corner.
[41:37.000 --> 41:43.000]  You think Jesus will recognize you when all Jesus did was confront evil?
[41:43.000 --> 41:54.000]  And then you sit there and say, thank God it's getting really bad, oh I heard they're going to put chips on little kids now, yeah they have ABC, CBS, NBC, pieces going your children will soon have chips.
[41:54.000 --> 42:00.000]  Oh praise God the rapture's around the corner.
[42:00.000 --> 42:04.000]  The enemy's number one weapon.
[42:04.000 --> 42:21.000]  We don't have to fight King George, we'll just be raptured, didn't exist in 1776, all extruded BS, twisted by devilish men to deceive the public.
[42:21.000 --> 42:28.000]  But regardless of what you believe on that front, copping out is why we've reached this sad state of affairs.
[42:28.000 --> 42:44.000]  Henry Kissinger is in the news, I'm going to go to this clip I was mentioning, saying, oh don't worry, Trump doesn't really stand for anything, he's not beholden to anyone, so I can mold him.
[42:44.000 --> 42:51.000]  No, he's beholden to cutting taxes and securing the border and promoting sovereignty and not having one sided trade deals, that means the end of globalism.
[42:51.000 --> 42:59.000]  They keep saying he stands for nothing, that's another line, Trump stands for nothing, there's nothing on his website, been up there for over a year.
[42:59.000 --> 43:08.000]  It'd be nice if we would make America great again, we'd love to know what that means, well it means not exporting every last one of our jobs out of the country.
[43:08.000 --> 43:20.000]  It means it's not bad to have a strong leader who mobilizes and has confidence with the public.
[43:20.000 --> 43:35.000]  It's everything they're scared of, they're scared of masculinity in the world, which creates the drive and the passion to build civilization.
[43:35.000 --> 43:45.000]  And it's because the robber barons already have the wealth and the power, they already convinced us to put half the country as national parks so no one else could have it, instantly making all their property worth more.
[43:45.000 --> 44:00.000]  And they just think they own everything, they think they own your reproductivity, they think you own, they own where we're going to go, they control the entire species and all we're here doing is saying hey, let's have a real debate about where the species is going and oh boy,
[44:00.000 --> 44:11.000]  boy, they really think you're stupid, the communist Chinese are in every freaking newspaper in the country, just type it in for TV viewers please.
[44:11.000 --> 44:23.000]  China's government tells tech companies to control fake news in the US or Chinese government tells Congress to control fake news or crack down on nationalists.
[44:23.000 --> 44:32.000]  I mean oh, the Chinese are telling us crack down on your nationalists, every American out there should be outraged by this.
[44:32.000 --> 44:47.000]  We're saying shut down our free speech. China says terrorism, fake news, imperial, greater global internet curbs are impel, we must have them.
[44:47.000 --> 45:01.000]  China says terrorism, fake news, impel, they're impel to do it, greater global internet curbs, oh, they're the model, they censor their people, they execute you if you criticize the government even mildly.
[45:01.000 --> 45:18.000]  But not before they steal your organs and so they're the moral force, thank you, oh, Zuckerberg met with them repeatedly last year, the head of their censorship bureau from China came to teach how we do it, oh, thank you, oh, this isn't creepy.
[45:18.000 --> 45:37.000]  And then you've got the minions of all of this so pissed off at me in Austin that I'll see the walk, like a teenager but really insecure but trying to act confident, it's like a delusion walk.
[45:37.000 --> 45:51.000]  And I'm sitting there doing a Facebook mention, I'll see the guys walk, you know, behind the camera, you know, behind the camera guy and I go, these guys are laughing at us and they couldn't even hear me, these guys are laughing at us, they could probably do something and then they drive around and go,
