[00:00:03.922 --> 00:00:04.683]  Just checking in.
[00:27:15.457 --> 00:27:23.520]  But no, he has no accomplishments, because, you know, he supports Trump, he supports free market, he is an Uncle Tom loser, according to them.
[00:27:23.520 --> 00:27:26.080]  These people are just sick, and it goes on and on.
[00:27:26.080 --> 00:27:28.401]  The footage, there's hours of it.
[00:27:29.684 --> 00:27:34.708]  There's close to two hours of it on our YouTube channel.
[00:27:34.708 --> 00:27:39.772]  And then I sat there and started watching footage from California of the same stuff.
[00:27:39.772 --> 00:27:48.858]  And McBrain showed me the same clip this morning that I sat to see last night, where they're talking to this guy and he goes, yeah, Trump's a Russian and he's going to go down for being a Russian.
[00:27:48.858 --> 00:27:53.302]  And the reporter goes, the independent reporter goes,
[00:27:54.460 --> 00:27:55.901]  But sir, they've already dropped the rush state.
[00:27:55.901 --> 00:27:58.563]  He goes, well, that's because we're on the race thing right now.
[00:27:58.563 --> 00:28:00.145]  We're going to go back to that.
[00:28:00.145 --> 00:28:04.588]  Even the guys on the street have talking points.
[00:28:04.588 --> 00:28:08.191]  Just like I told you three months ago.
[00:28:08.191 --> 00:28:11.074]  Roger Stone was talking to high level folks that were in editorial meetings.
[00:28:13.208 --> 00:28:13.688]  I don't know.
[00:28:37.421 --> 00:28:41.823]  And then go after Donald Trump claiming he covered up some Russia meeting where Donald Trump Jr.
[00:28:41.823 --> 00:28:46.405]  met with a lady for 10 minutes to try to get dirt on Hillary.
[00:28:46.405 --> 00:28:50.627]  That's your job to meet with people to get dirt on Hillary.
[00:28:50.627 --> 00:28:52.568]  They were doing the same thing in Russia to Trump.
[00:28:52.568 --> 00:28:54.109]  They couldn't find anything.
[00:28:54.109 --> 00:28:59.432]  Does that make the DNC investigators Russian agents because they went to Russia and went to England and went to Germany?
[00:28:59.432 --> 00:28:59.552]  No.
[00:29:01.206 --> 00:29:02.007]  It doesn't matter.
[00:29:02.007 --> 00:29:07.633]  The guy admits on tape, hey, we're just got talking points, bro, to bring Trump down.
[00:29:07.633 --> 00:29:10.776]  And all these people pretend they're part of the establishment.
[00:29:10.776 --> 00:29:12.818]  A lot of the people are astroturf.
[00:29:12.818 --> 00:29:14.941]  They get paid a couple hundred bucks a day to go out and do this.
[00:29:14.941 --> 00:29:16.883]  Sometimes more to be violent agitators.
[00:29:16.883 --> 00:29:18.184]  Twelve hundred dollars a day.
[00:29:18.184 --> 00:29:19.686]  That's been in the WikiLeaks and other documents.
[00:29:21.036 --> 00:29:26.020]  But most of them are just there because they think it's a cool thing to do and they're like in an in crowd.
[00:29:26.020 --> 00:29:41.834]  These people are so uncool and so dumb they think MSNBC and CNN has their best interest at heart and they're really cool out there screaming Nazi, Nazi, Nazi and beating up people at prayer meetings with bite blocks until they have to have brain surgery.
[00:29:41.834 --> 00:29:44.737]  We'll be right back with the latest on Harvey.
[00:29:44.737 --> 00:29:45.778]  It's deteriorating quickly.
[00:29:47.560 --> 00:29:50.566]  We're on the march, the empire's on the run.
[00:29:50.566 --> 00:29:54.173]  Alex Jones and the GCN Radio Network.
[00:30:03.703 --> 00:30:10.528]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[00:30:10.528 --> 00:30:13.090]  And we've got a new humongoid sale.
[00:30:13.090 --> 00:30:16.533]  Not the number of things that are on massive sale, but on what's on sale.
[00:30:16.533 --> 00:30:18.734]  Out for months, not been on sale for months and months.
[00:30:18.734 --> 00:30:23.578]  We've never offered Super Mel Vitality known concentrated herbs, cold-pressed.
[00:30:23.578 --> 00:30:26.460]  Super Mel Vitality, 57% off.
[00:30:26.460 --> 00:30:30.683]  It's never been the price it is right now with 3,596 reviews, 4.6 reviews total by third-party sites.
[00:30:33.545 --> 00:30:34.466]  Unprecedented.
[00:30:34.466 --> 00:30:35.667]  And it's cold-pressed.
[00:30:35.667 --> 00:30:37.608]  That's why Super Mayo is so different.
[00:30:37.608 --> 00:30:40.570]  People say, well, I know these compounds work because it's admitted in science.
[00:30:40.570 --> 00:30:43.953]  These are other, what you sell, they, BuzzFeed said, it's like, it's already best-selling stuff.
[00:30:43.953 --> 00:30:46.014]  It's been certified as, you know, healthy and good forever.
[00:30:46.014 --> 00:30:47.215]  Why these aren't anything new?
[00:30:47.215 --> 00:30:51.298]  Because, why do something new when you can have the oldest and best, but cold-pressed?
[00:30:51.298 --> 00:30:51.899]  Dude!
[00:30:51.899 --> 00:30:51.979]  Dude!
[00:30:59.065 --> 00:31:00.946]  It's not just our water we need to filter.
[00:31:00.946 --> 00:31:02.967]  It's not just our food that needs to be cleaned.
[00:31:02.967 --> 00:31:05.869]  It's the air we're breathing, especially for our children.
[00:31:05.869 --> 00:31:11.933]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:31:11.933 --> 00:31:21.138]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[00:31:21.138 --> 00:31:25.981]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[00:31:26.201 --> 00:31:28.644]  Do the best job you can to purify your air.
[00:31:28.644 --> 00:31:36.693]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:31:36.693 --> 00:31:37.775]  The general public doesn't.
[00:31:38.869 --> 00:31:42.793]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[00:31:42.793 --> 00:31:46.376]  One of these systems can keep 800 square feet incredibly clean.
[00:31:46.376 --> 00:31:53.082]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:31:53.082 --> 00:31:57.246]  Find out why this system is so revolutionary today at m4warstore.com.
[00:31:59.773 --> 00:32:04.494]  Men, give your body the support it needs with InfoWars Life Prostagard.
[00:32:04.494 --> 00:32:08.935]  It's time to start assisting the body in regulating proper prostate balance.
[00:32:08.935 --> 00:32:19.538]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[00:32:20.158 --> 00:32:28.125]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[00:32:28.125 --> 00:32:37.492]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[00:32:37.492 --> 00:32:47.761]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[00:32:48.241 --> 00:32:51.684]  Now's the time to start naturally supporting your body.
[00:32:51.684 --> 00:32:56.308]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[00:32:56.308 --> 00:32:57.429]  That's Infowarslife.com.
[00:33:13.647 --> 00:33:18.530]  Defending the Republic from enemies foreign and domestic.
[00:33:18.530 --> 00:33:21.052]  It's Alex Jones.
[00:33:21.052 --> 00:33:25.215]  The Chief Vampire Squid.
[00:33:25.215 --> 00:33:30.699]  The Master Pound for Pound Biggest Face Sucker.
[00:33:30.699 --> 00:33:33.100]  Globalist Cancer.
[00:33:33.100 --> 00:33:35.522]  Goldman Sachs.
[00:33:37.552 --> 00:33:40.693]  ...has been waging war against President Trump.
[00:33:40.693 --> 00:33:41.633]  And they admit they have.
[00:33:41.633 --> 00:33:44.615]  Come out in their emails.
[00:33:44.615 --> 00:33:45.555]  Come out in their statements.
[00:33:45.555 --> 00:33:48.276]  Come out in Lloyd Blankfein's tweets.
[00:33:48.276 --> 00:33:55.238]  As he ridicules Trump's attempt to defibrillate the American economy.
[00:33:55.238 --> 00:33:58.559]  But despite all of that, we are back on our feet.
[00:33:58.559 --> 00:34:00.440]  The globalists left.
[00:34:00.440 --> 00:34:05.382]  Their throngs of mindless slaves are cheering the Gulf of Houston.
[00:34:07.025 --> 00:34:13.527]  They've got the Black Lives Matter folks out on Twitter showing the looting they're involved in, bragging about how they're attacking white people.
[00:34:13.527 --> 00:34:19.009]  But the majority of folks have come together and are helping each other, and it's a beautiful thing to see.
[00:34:19.009 --> 00:34:24.690]  But it just boggles my mind to see how incredibly nasty the left is.
[00:34:24.690 --> 00:34:26.831]  The footage is on Infowars.com.
[00:34:26.831 --> 00:34:32.833]  Owen Schroer, our great reporter and talk show host, will be joining us coming up in the middle of the next hour to play some of these videos.
[00:34:32.833 --> 00:34:36.114]  But it's really hard on the crew because the bleeping
[00:34:37.216 --> 00:34:47.502]  Because every other word is an expletive with leftists, who are really just, before you'd kind of call them trash.
[00:34:47.502 --> 00:34:54.506]  Grab in any big city, you see trash of all colors, white trash, black trash, just trashy meth-head types.
[00:34:54.506 --> 00:34:57.628]  And you see folks hanging around, you know, outside halfway houses or
[00:34:58.424 --> 00:35:04.973]  Hangin' around, you know, whatever, and you can even see a normal homeless person versus a mentally ill one versus like a little criminal demon one.
[00:35:04.973 --> 00:35:08.978]  You go, man, why do those people look like demons?
[00:35:08.978 --> 00:35:10.680]  Why do they always look crazy?
[00:35:10.680 --> 00:35:15.988]  Even the ones that call themselves UT professors just look like they're whacked out and have chips on their shoulders and...
[00:35:17.537 --> 00:35:20.219]  Snort methamphetamine five or six times a day.
[00:35:20.219 --> 00:35:21.379]  What's wrong with them?
[00:35:21.379 --> 00:35:32.766]  Well, they're fundamentally losers, they're hateful people, and they want to hate somebody, and they hate anybody else's success, and they hate light in your eyes.
[00:35:32.766 --> 00:35:40.250]  They get off on taking Christian children and giving them to Muslim foster homes and ripping crosses off their necks and putting burqas on their head.
[00:35:40.250 --> 00:35:46.654]  They get off on pushing down prayer vigil people and 20 women kicking them and hitting them and spitting on them until they're covered in spit.
[00:35:47.711 --> 00:35:54.255]  They get off on cussing at people and telling them that they're Nazis because they want power!
[00:35:54.255 --> 00:35:56.116]  They want control!
[00:35:56.116 --> 00:36:03.541]  But they don't want the responsibility.
[00:36:03.541 --> 00:36:09.484]  So we'll play some of those videos and go over the good, the bad, the ugly, the moronic, the just plain sad.
[00:36:09.484 --> 00:36:11.986]  To know what we're facing, because we're not cherry-picking these people.
[00:36:12.754 --> 00:36:21.840]  You go to a Democrat event, you go to an anti-Trump event, I mean, it is like a Day of the Dead convention.
[00:36:21.840 --> 00:36:26.002]  Gotta ask ourselves, what happened to these people?
[00:36:26.002 --> 00:36:30.425]  Well, statistically, they're six times more likely to steal, nine times less likely to give to charity.
[00:36:32.141 --> 00:36:35.724]  14 times more often telling you all the great things they did.
[00:36:35.724 --> 00:36:56.862]  You know, not only did Quentin and Michael go down there and pull more than 50 people out of their houses, people that couldn't get out, families, they then wouldn't even shoot video of it because, well, that would be immoral to almost even show we were doing it.
[00:36:56.862 --> 00:36:59.845]  And then, well, we're not going to talk about what we did.
[00:37:01.261 --> 00:37:08.545]  Now see, there's the opposite of a conservative or libertarian, which I think we should show how virtuous libertarians and conservatives are.
[00:37:08.545 --> 00:37:14.069]  All the statistics from the UK, the EU, Canada, all the universities have basically the same numbers.
[00:37:14.069 --> 00:37:14.589]  Don't believe me?
