[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[42:40.640 --> 42:53.640]  it wasn't hard when I saw the Coney movie last week and I saw Bill Gates involved in the State Department connections funding it and I saw in their promo videos them talking to people like they were children
[42:53.640 --> 43:03.640]  I mean I have videos of these like the video that you guys have it where the worst one I saw is where they're promoting have 3000 screenings
[43:03.640 --> 43:16.640]  and the guys hopping around like it's Sesame Street going hi everybody we're gonna get the Batman Coney now talking to college students like their children and that's what trendies are like
[43:16.640 --> 43:31.640]  it's a certain metrosexual weird male who acts like a five-year-old and then always supports pure evil and they hop around on the screen we'll find it and play it after the next segment
[43:31.640 --> 43:42.640]  I sent it to you yesterday they hop around on screen and do all of this and have all these slick graphics we're gonna get Coney we're gonna invade we're gonna show him
[43:42.640 --> 43:50.640]  and I told everybody I said you watch they're gonna have a bunch of these kangaroo ICC court hearings they've been having they're gonna have those come to fruition the next few weeks
[43:50.640 --> 44:02.640]  it's to promote global government the idea of the UN arresting you anywhere anytime for thought crime and they're gonna have NATO and US resolutions to invade all of Africa through African
[44:02.640 --> 44:12.640]  that is already in place after calm just like they have North American military system North calm and sent calm and South calm and all of it
[44:12.640 --> 44:21.640]  and that they are gonna start going in with the dictators like the dictator of Uganda who's been involved killing millions and they're gonna start forcing everybody off their land it's already going on
[44:21.640 --> 44:30.640]  I mean it's already admitted the UN is in Uganda murdering people mercenaries have license to kill and just go in and burn villages and shoot everyone
[44:30.640 --> 44:44.640]  it's on record and she's not talking about that she's saying go in with more force and use that as the cover and say that an Africa wide invasion for natural resources
[44:44.640 --> 44:58.640]  is humanitarian it is beyond disgusting it is beyond evil it is beyond filthy
[44:58.640 --> 45:08.640]  and less than a week after I start covering that here is CBS News by the way do we have the Angelina Jolie clip do we have that one
[45:08.640 --> 45:19.640]  we have the Coney thing dancing around about the screenings isn't yesterday it was on my list yesterday we don't need to re grab it we had it yesterday
[45:19.640 --> 45:30.640]  Joseph Coney resolution introduced in the House House lawmakers Tuesday introduced a resolution supporting efforts to counter the Lord's Resistance Army
[45:30.640 --> 45:41.640]  now listen hoping to build momentum on created by the arrival of YouTube video spotlighting the atrocities of the LRC leader Joseph Coney so it's a branding
[45:41.640 --> 45:49.640]  they say they literally say here is the new villain the most dumb down propaganda he's like Hitler and bin Laden actually said that all of the news in the video
[45:49.640 --> 45:56.640]  we've got to get him he's hurting children no one seen him in five and a half years he's a perfect boogeyman that could never be caught
[45:56.640 --> 46:00.640]  you know why are they going to kill you in North Africa Coney why are they going to kill you in South Africa Coney
[46:00.640 --> 46:05.640]  why are they going to kill you on the Ivory Coast Coney why is the UN here slaughtering you Coney
[46:05.640 --> 46:16.640]  you know you know in a jungle area not seen for five and a half six years most people think he's dead why is listen to resolution you can link through and read it
[46:16.640 --> 46:30.640]  the resolution introduced by representatives Jim McGovern Democrat of Mass in Ed Roy's Republic of California calls for among other things expanding the number of regional forces in Africa to protect civilians
[46:30.640 --> 46:41.640]  did you hear that expanding the number of regional forces in Africa that's US bases that are being being built all over the heart is Uganda
[46:41.640 --> 46:54.640]  why is the US going to send not just a few hundred but a few thousand troops now oh to protect people all over Africa and you go read the resolution it is a full invasion of every stinking country
[46:54.640 --> 47:09.640]  unbelievable for a guy who we don't even know he's alive with the UN on record lining people up and mowing them down or funding groups to go kill them and funding dictators to engage in mega death
[47:09.640 --> 47:19.640]  and then now you want to know why Alex why are you so mad only about five percent you can see that in the likes and dislikes you know six thousand likes three hundred dislikes or whatever on a video
[47:19.640 --> 47:29.640]  that's got six hundred thousand views one version but to the five percent they're like I'm going to get you I see when public you're dead Jones you're with Coney
[47:29.640 --> 47:45.640]  Coney's paying you just crazy sophomore at garbage drooling idiocy this is all a PR move to invade Africa mass slaughter and have the ICC arrest hundreds of people
