[00:00:05.854 --> 00:00:06.654]  Sign up.
[01:38:00.316 --> 01:38:02.417]  Privately owned things in our lives.
[01:38:02.417 --> 01:38:03.597]  Absolutely.
[01:38:03.597 --> 01:38:04.257]  Absolutely.
[01:38:04.257 --> 01:38:08.118]  Well, I know you're going to continue to cover this here at NewsRadio 590 KLBJ.
[01:38:08.118 --> 01:38:09.478]  Sarah Hudeberg, thanks for coming on.
[01:38:09.478 --> 01:38:09.698]  Sure.
[01:38:09.698 --> 01:38:10.379]  Thanks, Alex.
[01:38:10.379 --> 01:38:10.679]  You bet.
[01:38:10.679 --> 01:38:12.399]  Thanks for that report.
[01:38:12.399 --> 01:38:21.161]  Ladies and gentlemen, I mean, I'm like somebody in a batting cage and they got five machines turned up on high speed shooting balls at me and I can't hit half of them.
[01:38:21.161 --> 01:38:23.162]  I mean, and I'm getting hit in the head with them and
[01:38:25.239 --> 01:38:39.709]  And then I have all this mainstream news where world leaders are meeting calling for one-child policies and forced population reductions, and I read it from mainstream news on air and I come in and I hear Dr. Dina Dell on the air before I go on saying none of it exists.
[01:38:39.709 --> 01:38:40.890]  No.
[01:38:40.890 --> 01:38:43.272]  S-787 does exist.
[01:38:43.272 --> 01:38:46.194]  And yeah, it's insane.
[01:38:46.601 --> 01:38:48.862]  That's why I played Napolitano earlier.
[01:38:48.862 --> 01:38:55.406]  For a week, I've been ranting and raving saying this new bill allows the Federal Reserve to run everything and take everything over.
[01:38:55.406 --> 01:38:58.148]  In fact, they don't even need this 787.
[01:38:58.148 --> 01:39:00.049]  They can control all the waterways.
[01:39:00.049 --> 01:39:03.231]  Anything connected to commerce or the economy, they run it.
[01:39:03.231 --> 01:39:06.733]  And that's what all the martial law executive orders state.
[01:39:06.733 --> 01:39:14.417]  It's just now, they're taking that away from the President into an offshore banking system that engineered the crisis we're now under.
[01:39:16.883 --> 01:39:29.092]  So, ladies and gentlemen, I'm just begging everybody out there listening to me to get angry, to get focused, to get upset, and to begin to discover the things I've discovered.
[01:39:29.092 --> 01:39:29.832]  I mean, it's not hard.
[01:39:29.832 --> 01:39:31.753]  You listen to local talk radio station.
[01:39:31.753 --> 01:39:33.295]  You're going to hear on the news about this.
[01:39:33.295 --> 01:39:35.876]  I mean, this stuff isn't hidden.
[01:39:35.876 --> 01:39:40.299]  This stuff is real, and it's true the CIA is trying to overthrow Iran right now.
[01:39:40.299 --> 01:39:43.882]  And they're going to go in there and blow that place to daylights if the public buys it.
[01:39:44.815 --> 01:39:47.677]  This is all a big show for you, and I don't like the moolahs.
[01:39:47.677 --> 01:39:54.061]  The point is, we are the most hated country on Earth because criminals run this nation, ladies and gentlemen.
[01:39:54.061 --> 01:40:03.747]  And... The good news is Obama's approval rating has dropped from over 80% in the last four months to 58% and dropping, so people are getting wise to him.
[01:40:03.747 --> 01:40:06.569]  But by the time they get wise to him, they'll put some fake Republican in, and then...
[01:40:07.344 --> 01:40:10.106]  I'll go from being called a right-winger to being called a liberal.
[01:40:10.106 --> 01:40:12.168]  You know, when I'm bashing Bush, I'm a communist.
[01:40:12.168 --> 01:40:14.290]  And then when I'm bashing Obama, I'm a right-winger.
[01:40:14.290 --> 01:40:16.151]  No, I'm a constitutionalist.
[01:40:16.151 --> 01:40:17.753]  I'm a rule of law.
[01:40:17.753 --> 01:40:18.654]  I want liberty.
[01:40:18.654 --> 01:40:21.536]  I don't want to be overrun with bureaucratic thugs.
[01:40:21.536 --> 01:40:25.679]  I know the CPS is run by a bunch of pedophiles on average, stealing kids.
[01:40:25.679 --> 01:40:27.341]  I know they're doing it without due process.
[01:40:27.341 --> 01:40:30.544]  Folks, the crimes of this government, it isn't a government.
[01:40:30.544 --> 01:40:33.226]  It is a clearinghouse for criminals to rape us.
[01:40:33.226 --> 01:40:35.708]  Financially, physically, spiritually, psychologically.
[01:40:36.317 --> 01:40:41.659]  I got articles here where in one year, 26% increase in Prozac use by the public.
[01:40:41.659 --> 01:40:44.600]  I mean, the public's all a bunch of drugged out, drooling zombies.
[01:40:44.600 --> 01:40:47.842]  The criminals are running wild.
[01:40:47.842 --> 01:40:50.303]  And anybody with half a brain just trying to keep their head down.
[01:40:50.303 --> 01:40:51.263]  I mean, you know what?
[01:40:51.263 --> 01:40:54.825]  This is a recipe for disaster, ladies and gentlemen.
[01:40:54.825 --> 01:41:04.429]  And I told my wife today, I was sitting in the backyard with my children, and I said, and I'm not just saying this, I said, I've sworn to stay here and fight for this country, but I may get my family out of the country.
[01:41:04.429 --> 01:41:05.509]  I am two inches away.
[01:41:06.144 --> 01:41:18.249]  I'm two inches away and I'm sick of dealing with it and then trying to hustle and get sponsors and fund the operation and get the word out just to have people say, oh, you just want to be a big shot.
[01:41:18.249 --> 01:41:19.910]  No, I want out of this, man.
[01:41:19.910 --> 01:41:21.730]  I wish this wasn't true.
[01:41:21.730 --> 01:41:29.934]  I have to go against my instincts and go against my own fleshly desires to just go live in a little house somewhere.
[01:41:29.934 --> 01:41:31.494]  That's what I like.
[01:41:31.494 --> 01:41:33.275]  And have lots of time off with my family.
[01:41:33.275 --> 01:41:35.096]  I am a regular guy.
[01:41:35.914 --> 01:41:48.502]  I'm just some aggressive, redneck, stock Texan who loves freedom and liberty, and I'm not a slave, and I know when a tyranny's coming down on me, and I'm not going along with it, and I don't know what's wrong with you people out there!
[01:41:48.502 --> 01:41:51.604]  You understand hardcore tyranny's taking over the country?
[01:41:51.604 --> 01:41:54.366]  I mean, it's so bad I can't even tell you how bad it is!
[01:41:54.366 --> 01:41:59.829]  It's so evil I can't even express how bad it is!
[01:41:59.829 --> 01:42:00.910]  Let's take a quick call here.
[01:42:00.910 --> 01:42:02.090]  Let's talk to Ruth in Florida.
[01:42:02.090 --> 01:42:02.771]  Ruth, you're on the air.
[01:42:04.544 --> 01:42:07.547]  I don't know what's wrong with everybody.
[01:42:07.547 --> 01:42:10.449]  Well, they're drinking sodium fluoride.
[01:42:10.449 --> 01:42:11.409]  Yeah, probably.
[01:42:11.409 --> 01:42:13.351]  I did have a good little incident the other day.
[01:42:13.351 --> 01:42:14.772]  I love to have good signs.
[01:42:14.772 --> 01:42:24.439]  I work in a little donut shop and in the morning there's this little old lady, she's about 70 years old, comes in and gets donuts for her little push cart in the college over here.
[01:42:25.191 --> 01:42:30.394]  And as of next week, she's out of a job because they've decided they're going to bring a corporation in there and let them sell food.
[01:42:30.394 --> 01:42:33.556]  Oh yeah, why let a slave sell something on the street corner?
[01:42:33.556 --> 01:42:35.878]  Look, they're arresting Amish for selling eggs.
[01:42:35.878 --> 01:42:36.318]  I know.
[01:42:36.318 --> 01:42:38.479]  And SWAT teams are going to hit you and hit you hard.
[01:42:38.479 --> 01:42:39.660]  It's over!
[01:42:39.660 --> 01:42:45.183]  And the little strip that I work in, there's a little Job Corps office place, so a lot of people show up there.
[01:42:45.183 --> 01:42:49.506]  Some of them a little bit scary, but people looking for work, desperate for work.
[01:42:49.506 --> 01:42:54.149]  Well, you're not allowed to sell hot dogs or donuts anymore, and if you don't like it, the SWAT team is going to kill you dead with a hammer.
[01:42:54.904 --> 01:42:55.244]  I know.
[01:42:55.244 --> 01:43:05.626]  Well, it turned out between myself and this nice little old lady and this young black man about 20, 30 something, you know, they started talking about the corporations and coming in.
[01:43:05.626 --> 01:43:11.767]  And I was almost, I was just getting tingly because it's so hard to find people that are willing to discuss this stuff.
[01:43:11.767 --> 01:43:15.508]  And here we were, you know, me, I'm 52, and then this nice little old lady.
[01:43:15.508 --> 01:43:19.169]  And I'll tell you what, tell me what they said when we get back.
[01:43:19.169 --> 01:43:20.009]  Hey, Ruth, Ruth, stay there.
[01:43:20.009 --> 01:43:21.109]  I want to hear what they say when we get back.
[01:43:21.109 --> 01:43:21.569]  Don't hang up.
[01:43:22.358 --> 01:43:22.799]  I got a break.
[01:43:22.799 --> 01:43:23.501]  We're going to go back to Ruth.
[01:43:23.501 --> 01:43:26.891]  We're going to go to John and a few others on the other side, ladies and gentlemen.
[01:43:33.547 --> 01:43:34.828]  Hi, this is Alex Jones.
[01:43:34.828 --> 01:43:40.430]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:43:40.430 --> 01:43:45.452]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:43:45.452 --> 01:43:51.014]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:43:51.014 --> 01:43:56.236]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:43:56.236 --> 01:44:03.139]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:44:03.339 --> 01:44:04.460]  And here's the best part.
[01:44:04.460 --> 01:44:07.242]  These seeds have not been genetically modified in any way.
[01:44:07.242 --> 01:44:11.144]  And you actually get enough seeds to plant a full acre crisis garden.
[01:44:11.144 --> 01:44:14.346]  So visit them today at survivalseedbank.com.
[01:44:14.346 --> 01:44:16.568]  That's survivalseedbank.com.
[01:44:16.568 --> 01:44:17.508]  Or give them a call at 877-327-0365.
[01:44:17.508 --> 01:44:17.888]  That's 877-327-0365.
[01:44:17.888 --> 01:44:21.150]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:44:21.150 --> 01:44:22.872]  This is Alex Jones for survivalseedbank.com.
[01:44:35.345 --> 01:44:39.868]  If you owe the IRS, you can't make the problem go away without professional help.
[01:44:39.868 --> 01:44:43.231]  But with the help of Dan Pilla, you can get your problem solved.
[01:44:43.231 --> 01:44:48.094]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:44:48.094 --> 01:44:52.718]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:44:53.238 --> 01:45:05.082]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:45:05.082 --> 01:45:08.383]  Call us for a free consultation to discuss the many possibilities.
[01:45:08.383 --> 01:45:08.783]  Call 1-800-34-NO-TAX
[01:45:11.624 --> 01:45:18.069]  That's 800-34-NOTAX, or go to my website at TaxHelpOnline.com.
[01:45:18.069 --> 01:45:23.373]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:45:23.373 --> 01:45:24.354]  Call us today, 800-346-6829.
[01:45:24.354 --> 01:45:24.814]  That's 800-34, no tax.
[01:45:33.599 --> 01:45:36.701]  Did you know that you can be tracked and traced when you're online?
[01:45:36.701 --> 01:45:44.826]  With identity theft and cyber crimes on the rise, your passwords, your identity, and even your physical location can be revealed to complete strangers.
[01:45:44.826 --> 01:45:48.768]  Would you like to surf the internet anonymously and not have to worry about these threats?
[01:45:48.768 --> 01:45:51.930]  Well, now you can by visiting patriotinternet.com.
[01:45:51.930 --> 01:46:01.456]  For about $2 per month, patriotinternet.com will conceal your IP address and your physical location, allowing you to browse the web, send emails, and instant message anonymously.
[01:46:01.636 --> 01:46:05.941]  PatriotInternet.com will bypass filters, block sites, and keyword blocking.
[01:46:05.941 --> 01:46:09.304]  You can also bypass logging by your router and your ISP.
[01:46:09.304 --> 01:46:16.171]  With PatriotInternet.com, there is no software to install and uses 128-bit encryption for your protection.
[01:46:16.171 --> 01:46:24.200]  When using wireless hotspots, PatriotInternet.com shields your information from identity thieves and is compatible with Windows, Mac, and Linux.
[01:46:24.560 --> 01:46:30.685]  Protect your identity and your freedom with anonymous internet access from patriotinternet.com.
[01:46:30.685 --> 01:46:33.407]  Visit patriotinternet.com today.
[01:46:33.407 --> 01:46:36.269]  Have you heard about American Free Press?
[01:46:36.269 --> 01:46:41.733]  American Free Press, the only national newspaper that endorsed Ron Paul for president.
[01:46:42.373 --> 01:46:44.114]  American Free Press.
[01:46:44.114 --> 01:46:47.096]  Written by patriots, for patriots.
[01:46:47.096 --> 01:46:49.878]  Standing firm for our Constitution.
[01:46:49.878 --> 01:46:52.880]  Standing firm against the New World Order.
[01:46:52.880 --> 01:46:55.141]  Hammering the enemies of freedom.
[01:46:55.141 --> 01:46:57.423]  Exposing the intrigues of the global elite.
[01:46:58.243 --> 01:47:06.268]  American Free Press hits the Bilderbergers and Trilateralists and the whole Council on Foreign Relations gang head-on.
[01:47:06.268 --> 01:47:10.511]  Here's your chance to catch up with the news from American Free Press.
[01:47:10.511 --> 01:47:13.453]  Get a free subscription to our online newsletter.
[01:47:13.453 --> 01:47:15.815]  Just go to our website and sign up.
[01:47:15.815 --> 01:47:17.215]  The address is simple.
[01:47:17.215 --> 01:47:19.617]  AmericanFreePress.net.
[01:47:19.617 --> 01:47:20.858]  It's just like it sounds.
[01:47:21.298 --> 01:47:24.740]  American Free Press, all one word, dot net.
[01:47:24.740 --> 01:47:28.081]  Once again, that's AmericanFreePress.net.
[01:47:28.081 --> 01:47:33.544]  American Free Press, the voice of the Second American Revolution.
[01:47:33.544 --> 01:47:39.506]  The GCN Radio Network, providing the world with hard-hitting talk radio.
[01:47:39.506 --> 01:47:42.708]  GCN, great talk radio starts here.
[01:47:42.708 --> 01:47:45.869]  We're gonna let it all hang down.
[01:47:50.051 --> 01:47:51.953]  Okay, sorry Ruth.
[01:47:51.953 --> 01:47:53.354]  So you're in the donut shop.
[01:47:53.354 --> 01:47:55.956]  It's an old lady, isn't allowed to sell donuts on the street anymore.
[01:47:55.956 --> 01:47:58.158]  And a young black guy.
[01:47:58.158 --> 01:47:59.379]  You're in your donut shop.
[01:47:59.379 --> 01:48:01.240]  Okay, go ahead and finish your story.
[01:48:01.240 --> 01:48:06.505]  Nothing, it was just really thrilling that I could actually see that, you know, there was somebody out there.
[01:48:06.505 --> 01:48:10.048]  I'm not walking around alone trying to, you know, talk about this stuff.
[01:48:10.048 --> 01:48:11.629]  It was good to finally see somebody that
[01:48:12.168 --> 01:48:13.048]  Knew what was going on.
[01:48:13.048 --> 01:48:15.069]  Well, you noticed they were being hurt by it, though.
[01:48:15.069 --> 01:48:16.190]  That's why they knew about it.
[01:48:16.190 --> 01:48:16.750]  Exactly.
[01:48:16.750 --> 01:48:17.390]  Exactly.
[01:48:17.390 --> 01:48:19.331]  Also, two more things.
[01:48:19.331 --> 01:48:20.932]  Saw a really good film last night.
[01:48:20.932 --> 01:48:23.793]  People want to see the CIA in action.
[01:48:23.793 --> 01:48:26.775]  Watched that one, The Revolution Will Not Be Televised.
[01:48:26.775 --> 01:48:28.276]  That was really cool.
[01:48:28.276 --> 01:48:30.437]  You can see them putting it down.
[01:48:30.437 --> 01:48:33.738]  And another thing is, people shouldn't be saying they can't do nothing.
[01:48:33.738 --> 01:48:41.722]  I can't do a lot either, but I found this package of business cards I had bought one time, and I took them, and I took the Obama deception.
[01:48:42.247 --> 01:48:53.615]  I took the picture and shrunk it down real little and I had it typed in there, new boss, same as the old boss, Infowars.com, and I throw those things everywhere I go.
[01:48:53.615 --> 01:48:54.956]  Absolutely, God bless you Ruth.
[01:48:54.956 --> 01:49:04.444]  Listen folks, we have this Arnold Schwarzenegger archetypal Hercules image that this big hero has to do it all for you.
[01:49:04.444 --> 01:49:08.907]  And that if it isn't instant gratification against corruption, that we can't beat it.
[01:49:08.907 --> 01:49:11.669]  The corruption seeps in, we have to seep in against it.
[01:49:13.095 --> 01:49:15.656]  And, you know, spread the word about this radio show.
[01:49:15.656 --> 01:49:17.357]  Getting documentary films that are powerful.
[01:49:17.357 --> 01:49:20.019]  Making copies of Obama Deception, Endgame, Terror Storm.
[01:49:20.019 --> 01:49:21.519]  My films are the most effective.
[01:49:21.519 --> 01:49:22.200]  Giving them out.
[01:49:22.200 --> 01:49:24.561]  Spreading free links to my films online to people.
[01:49:25.845 --> 01:49:27.887]  Starting a local access TV show.
[01:49:27.887 --> 01:49:29.208]  Starting a local radio show.
[01:49:29.208 --> 01:49:33.351]  A lot of towns you can get on Saturday or Sunday with a show and it'll become successful.
[01:49:33.351 --> 01:49:34.712]  You can maybe get a weekday show.
[01:49:34.712 --> 01:49:37.554]  Or volunteer to do local news for a local station.
[01:49:37.554 --> 01:49:40.356]  If you've had a history of that and, you know, come in.
[01:49:40.356 --> 01:49:45.681]  Now a lot of these stations will listen to you and let you do reports about the New World Order because it's out in the open now.
[01:49:45.681 --> 01:49:55.068]  You know, we got to come together and decide this is mainstream and that foreign corporations are raping us and looting the nation and that we're not going to let this happen.
[01:49:55.387 --> 01:50:04.630]  I mean, I just read to you mainstream news where the Federal Reserve, no Bill of Rights, no Constitution, sees any business they want, any company, run everything.
[01:50:04.630 --> 01:50:07.171]  That is dictatorship of foreign banks.
[01:50:07.171 --> 01:50:11.432]  This is a new form of government where an offshore corporate bank controls the nation.
[01:50:11.432 --> 01:50:14.653]  That's worse than the classical colonialism where it was some empire.
[01:50:15.942 --> 01:50:18.544]  Because then these bankers claim there's no welfare.
[01:50:18.544 --> 01:50:24.667]  They claim that the state has, you know, no job to take care of people.
[01:50:24.667 --> 01:50:25.908]  They have no responsibility.
[01:50:25.908 --> 01:50:27.029]  They have no liability.
[01:50:27.029 --> 01:50:28.990]  It's all fraud.
[01:50:28.990 --> 01:50:29.870]  They rule us.
[01:50:29.870 --> 01:50:33.112]  They tax us at the point of a gun through the government.
[01:50:33.112 --> 01:50:36.994]  Offshore corporations coupling with government to control us.
[01:50:36.994 --> 01:50:38.135]  I mean, this is insane.
[01:50:38.135 --> 01:50:40.557]  And then the text of S.
[01:50:40.557 --> 01:50:42.898]  787 Clean Water Restoration Act, just Google text of
[01:50:43.971 --> 01:50:48.255]  Senate Bill, or just S, 787 Clean Water Act.
[01:50:48.255 --> 01:50:50.217]  And, uh, you can go read this for yourself.
[01:50:50.217 --> 01:50:51.578]  I mean, read it!
[01:50:51.578 --> 01:50:52.539]  Read it!
[01:50:52.539 --> 01:50:56.984]  Virginia State Police say anti-New World Order and gun rights activists are terrorists.
[01:50:56.984 --> 01:50:59.226]  CurtNemo, InfoWars.com.
[01:50:59.226 --> 01:51:02.289]  This story needs to go to completely viral, just like we forced
[01:51:02.924 --> 01:51:05.325]  This, uh, you know, I went and read the bill Monday.
[01:51:05.325 --> 01:51:07.987]  They finally made public of the Federal Reserve takeover.
[01:51:07.987 --> 01:51:13.390]  I knew it was going to be a takeover, but not a complete, total, no Bill of Rights, no Constitution, no nothing.
[01:51:13.390 --> 01:51:23.295]  Everything's ruled by these bankers, but they can already steal $14.8 trillion in eight months since the bailout, and no one can investigate them, so why not just have total power?
[01:51:23.295 --> 01:51:26.857]  Hell, if they're getting away with that, why not?
[01:51:26.857 --> 01:51:29.098]  And then presidents will come and go, but they'll stay in power.
[01:51:30.922 --> 01:51:38.007]  But this story, Virginia State Police say anti-New World Order and gun rights activists are terrorists, this was posted on their website!
[01:51:38.007 --> 01:51:40.829]  One of our listeners said, look at the Virginia State Police website!
[01:51:40.829 --> 01:51:43.411]  You can go to their website and read this!
[01:51:43.411 --> 01:51:44.092]  They've gone from
[01:51:44.722 --> 01:51:54.065]  Six months ago, this stuff being secret, and we'd break it and people wouldn't believe us, to just, yeah, all protesting is terrorism, all gun rights groups are evil, the Second Amendment's terrorism.
[01:51:54.065 --> 01:51:55.825]  I mean, it actually says it.
[01:51:55.825 --> 01:52:02.107]  And then this one, proposed law allows Attorney General Holder to block gun sales to over a million Americans, including veterans.
[01:52:02.107 --> 01:52:08.429]  They're just, if they feel like it, no judge, no jury, no facing your accuser, you just can't own guns anymore.
[01:52:08.429 --> 01:52:13.110]  And they're saying that they're not only going to
[01:52:14.406 --> 01:52:17.288]  Come in and not let you buy guns.
[01:52:17.288 --> 01:52:19.769]  They're going to come and take them!
[01:52:19.769 --> 01:52:22.490]  Forget the 68 Gun Control Act where felons can't own guns.
[01:52:22.490 --> 01:52:24.692]  They just show up and take your guns.
[01:52:24.692 --> 01:52:25.792]  And they won't tell you why!
[01:52:25.792 --> 01:52:28.414]  I mean, this is total tyranny!
[01:52:28.414 --> 01:52:32.416]  And DOD training manual describes protests as low-level terrorism?
[01:52:32.416 --> 01:52:41.461]  This is a public DOD training manual that they teach all the new people in Army Security Forces and MPs that all protest is illegal.
[01:52:41.461 --> 01:52:43.682]  I mean, this is mainstream!
[01:52:45.922 --> 01:52:47.203]  I just, I can't handle it.
[01:52:47.203 --> 01:52:50.645]  I mean, it's just... Let's go back to your calls.
[01:52:50.645 --> 01:52:51.766]  John in Florida, you're on the air.
[01:52:51.766 --> 01:52:53.027]  Thanks for holding.
[01:52:53.027 --> 01:52:54.327]  Yes, sir.
[01:52:54.327 --> 01:53:01.432]  You know, the victories will start to be coming in, and thanks to you, you'll be riding the wave when these victories start coming in.
[01:53:01.432 --> 01:53:03.994]  Well, I'll probably get a bullet in my head.
[01:53:03.994 --> 01:53:05.655]  This is not fun.
[01:53:05.655 --> 01:53:08.437]  This is the most unbelievable thing in the St.
[01:53:08.437 --> 01:53:09.617]  Petersburg Times today.
[01:53:09.617 --> 01:53:09.978]  Headline news.
[01:53:13.057 --> 01:53:15.759]  Uh, they brought down a CIA colony.
[01:53:15.759 --> 01:53:17.020]  They've been trying to bring them down.
[01:53:17.020 --> 01:53:18.962]  The Scientologists, their headquarters are here.
[01:53:18.962 --> 01:53:21.644]  Uh, they've infiltrated the Clearwater Police.
[01:53:21.644 --> 01:53:23.946]  They've shut down newspapers.
[01:53:23.946 --> 01:53:28.169]  Uh, as you know, their history, uh, is phenomenal.
[01:53:28.169 --> 01:53:28.790]  Absolutely.
[01:53:28.790 --> 01:53:30.631]  So what is it saying?
[01:53:30.631 --> 01:53:32.433]  Well, it's unbelievable.
[01:53:32.433 --> 01:53:35.495]  Uh, the guy that's ahead of the, they're bringing down the whole head.
[01:53:35.495 --> 01:53:37.016]  He's on the front page of the paper.
[01:53:37.016 --> 01:53:38.057]  They've never done this before.
[01:53:38.057 --> 01:53:39.759]  So what happened?
[01:53:39.759 --> 01:53:40.099]  Okay.
[01:53:41.039 --> 01:53:45.021]  The head of the Scientologist locked 12 board members in his room.
[01:53:45.021 --> 01:53:52.725]  They're exposing, there's like four board members came out, said they were locked in there for two weeks with 10 other members.
[01:53:52.725 --> 01:53:54.927]  They couldn't even leave on their own accord.
[01:53:54.927 --> 01:53:58.769]  This guy's been slapping people, punching them.
[01:53:58.769 --> 01:54:02.971]  The guy's- I mean, is that Mark Cavage or is that one of the lawyers that runs it?
[01:54:03.760 --> 01:54:06.183]  No, it's Miss Cave.
[01:54:06.183 --> 01:54:08.106]  He started when he was in the 10th grade.
[01:54:08.106 --> 01:54:08.987]  He dropped out of school.
[01:54:08.987 --> 01:54:11.971]  He was Ron Hubbard's cabin boy on his yacht.
[01:54:11.971 --> 01:54:15.435]  And then he came and he's taken over, the complete thing over.
[01:54:15.435 --> 01:54:17.618]  And he's been running it now ever since Hubbard died.
[01:54:17.618 --> 01:54:21.183]  Well, I know Hubbard was tied in to Alistair Crowley and all that.
[01:54:22.449 --> 01:54:25.051]  Like the Jet Propulsion Laboratory and NASA.
[01:54:25.051 --> 01:54:28.073]  NASA was basically founded by Aleister Crowley and Nazis.
[01:54:28.073 --> 01:54:29.374]  That's mainstream!
[01:54:29.374 --> 01:54:30.055]  That's what I mean!
[01:54:30.055 --> 01:54:31.636]  Who can make this stuff up?
[01:54:31.636 --> 01:54:38.420]  What type of fruitcake country has Aleister Crowley and Nazis?
[01:54:38.420 --> 01:54:40.081]  I was on the set of...
[01:54:41.195 --> 01:54:44.658]  Ultimate Fighting Championship with ESPN, talking to Joe Rogan.
[01:54:44.658 --> 01:54:48.722]  And there's the head announcer, and I'm going, yeah, you know, Goddard Space Center, top Nazis.
[01:54:48.722 --> 01:54:53.446]  And the guy walked over and thought I was a liar, saying Nazis were at NASA.
[01:54:53.446 --> 01:54:56.228]  I mean, they just, the public doesn't know anything.
[01:54:56.228 --> 01:54:59.311]  And I'm not bashing that guy, it's just that they don't know.
[01:54:59.311 --> 01:55:01.993]  But anyways, what's the headline, and I'll try to cover it this week.
[01:55:03.641 --> 01:55:06.102]  Well, it's bringing down the psychologists.
[01:55:06.102 --> 01:55:09.983]  I mean, they've got a three... I mean, what's the headline so I can read the article in the St.
[01:55:09.983 --> 01:55:12.104]  Petersburg newspaper?
[01:55:12.104 --> 01:55:13.325]  I think it's on the front page.
[01:55:13.325 --> 01:55:15.885]  I just read it on the computer, but it's on the front page.
[01:55:15.885 --> 01:55:17.866]  And they're having, like, a whole story.
[01:55:17.866 --> 01:55:20.347]  I mean, it's just... They're breaking this thing up.
[01:55:20.347 --> 01:55:22.808]  The guy is... They're gonna sue them.
[01:55:22.808 --> 01:55:24.128]  They've never been brought this down before.
[01:55:24.128 --> 01:55:25.549]  They've taken over papers down here.
[01:55:25.549 --> 01:55:27.229]  They've tried to take them down.
[01:55:27.229 --> 01:55:27.549]  No, I know.
[01:55:27.549 --> 01:55:30.650]  They've been convicted for infiltrating the FBI and CIA.
[01:55:30.650 --> 01:55:31.151]  Thank you.
[01:55:31.151 --> 01:55:32.411]  Very interesting information.
[01:55:33.041 --> 01:55:33.722]  Just what I need.
[01:55:33.722 --> 01:55:37.905]  I'm taking on the whole New World Order, CIA, now the Scientologist.
[01:55:37.905 --> 01:55:40.426]  It's just getting crazy here.
[01:55:40.426 --> 01:55:42.568]  Let's talk to Arthur and Mass.
[01:55:42.568 --> 01:55:43.168]  You know what?
[01:55:43.168 --> 01:55:44.229]  Might as well just go all the way.
[01:55:44.229 --> 01:55:44.930]  You know what they say?
[01:55:44.930 --> 01:55:50.714]  I might as well just write my own obituary and then just get it over with and decide it's all in God's hands.
[01:55:50.714 --> 01:55:53.456]  I've already done that a long time ago, but I mean almost publicly.
[01:55:53.456 --> 01:55:57.358]  And just decide I'm already dead, put it all in God's hands, and that's just the way it is.
[01:55:57.358 --> 01:55:59.000]  I'm going all the way to the end.
[01:55:59.000 --> 01:55:59.800]  I'm doing my job.
[01:55:59.800 --> 01:56:00.961]  I'm standing up for what's right.
[01:56:01.502 --> 01:56:03.683]  And I'm not going to pull any punches.
[01:56:03.683 --> 01:56:04.824]  We're just going to tell it like it is.
[01:56:04.824 --> 01:56:06.644]  I'm going to live on my feet, not on my knees.
[01:56:06.644 --> 01:56:12.767]  And the more you would have that attitude, this evil would disappear like dreams at dawn.
[01:56:12.767 --> 01:56:14.568]  Like phantoms at dawn.
[01:56:14.568 --> 01:56:15.688]  Let's talk to Arthur.
[01:56:15.688 --> 01:56:16.849]  All we have time for calls.
[01:56:16.849 --> 01:56:18.370]  Arthur and Matt, go ahead.
[01:56:18.370 --> 01:56:19.310]  Hello, Alex.
[01:56:19.310 --> 01:56:19.850]  Yes, sir.
[01:56:19.850 --> 01:56:20.410]  Got two minutes.
[01:56:20.410 --> 01:56:21.911]  Go for it.
[01:56:21.911 --> 01:56:23.312]  Hey, good to speak with you.
[01:56:23.312 --> 01:56:26.173]  I've been trying to contact you about two and a half, three years.
[01:56:26.173 --> 01:56:30.295]  I did an original research proposal on
[01:56:31.420 --> 01:56:34.081]  Uh, fluoride implication on osteoporosis.
[01:56:34.081 --> 01:56:35.301]  Oh, that's an admitted fact.
[01:56:35.301 --> 01:56:36.522]  I have all the big government reports.
[01:56:36.522 --> 01:56:38.582]  That's why they put it in the water.
[01:56:38.582 --> 01:56:42.264]  And, you know, if I listen to their talk, probably three or four times.
[01:56:42.264 --> 01:56:46.805]  By the way, folks, just don't believe these phony doctors on the radios who say there's no evidence sodium fluoride's bad.
[01:56:46.805 --> 01:56:50.666]  Just Google fluoridation of water bone cancer.
[01:56:50.666 --> 01:56:52.987]  You will see thousands of government reports.
[01:56:52.987 --> 01:56:54.788]  It is an admitted fact.
[01:56:54.788 --> 01:56:56.848]  It gives you bone cancer.
[01:56:56.848 --> 01:56:57.348]  Go ahead.
[01:56:57.348 --> 01:56:59.129]  One of the biggest points, uh,
