[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[39:00.000 --> 39:09.000]  There's no internet outage. There's no satellite outage. The minute he texted me, he said the minute we, Alex started talking about Chicago and the U.N.,
[39:09.000 --> 39:16.000]  we went silent, but I could still hear the feed in the studio. It just was cut off AM and FM.
[39:16.000 --> 39:22.000]  Well, let me be clear. Let me be clear. The Democrats particularly were going to bring us into the U.N., collapse the U.S. this year.
[39:22.000 --> 39:28.000]  This was the year. Trump wasn't supposed to get in. Patriots in our intelligence agencies, the American people fought back, got Trump in,
[39:28.000 --> 39:31.000]  because it was going to be the end of the U.S. as we know it. One world government.
[39:31.000 --> 39:41.000]  And they have key words in the EAS systems on cable, on broadcast TV, on all, now under net neutrality under Obama.
[39:41.000 --> 39:49.000]  They were putting in these control systems into all the internet switching hubs, even down to companies that have as little as 100 customers.
[39:49.000 --> 39:53.000]  So they wired this. I've talked to all the engineers. You have them as well. That's why you know.
[39:53.000 --> 40:00.000]  And again, if it was a bad feed in the receiver, you can hear it on the satellite. It's coming in. It would be scrambled or it would be static.
[40:00.000 --> 40:08.000]  No, as you said, it's dead. It just cuts it. But more and more, this has happened on C-SPAN. It happens a lot on CNN, where somebody says what they're not supposed to.
[40:08.000 --> 40:12.000]  Key words about Hillary or Obama or corruption, remember, in the servers.
[40:12.000 --> 40:16.000]  And Congressman, you name it, would go dead. And it would just cut out and go black.
[40:16.000 --> 40:21.000]  And so that's what they've got is pre-programmed, just like Shazam is 10 years old.
[40:21.000 --> 40:27.000]  You can hold it up with your phone, listen to the music at the mall. In 10 seconds, it knows what music it's hearing.
[40:27.000 --> 40:33.000]  Same thing. Now the computers, Facebook admits they scan the videos live time of the show.
[40:33.000 --> 40:36.000]  And when we say something we're not supposed to, it just cuts the feed right there.
[40:36.000 --> 40:40.000]  So that's all this is, is this software, Matt Dubio?
[40:40.000 --> 40:44.000]  Well, and here's why, to me, it's even more important because, you know, if this...
[40:44.000 --> 40:48.000]  Well, stations are going to have to take out the EAS systems because we're going under martial law.
[40:48.000 --> 40:54.000]  They take Trump out. And so it's a captured government, so you can still transmit it. They'll take over your feeds. I'm just telling folks.
[40:54.000 --> 41:01.000]  Again, we have a good FCC at the top with IGPIE, but the programs, the AI is already in everything. Go ahead.
[41:01.000 --> 41:07.000]  And they've updated, you know, like firmware. So every so often you get the firmware update to the EAS system.
[41:07.000 --> 41:17.000]  And when that happens, you can, you notice. So this was a big deal to me today because you're specifically talking about the commissioner in Cook County,
[41:17.000 --> 41:23.000]  which is the big county in Chicago. There's a bunch of suburban counties, but Cook County is the county that is Chicago's in.
[41:23.000 --> 41:31.000]  It's where the airports are. It's where all the gunshot deaths are. And this commissioner in Chicago is calling for the U.N. to come into Chicago.
[41:31.000 --> 41:39.000]  And as you're talking about this, I'm thinking to myself, oh, I got to call Alex because I kind of hinted at this yesterday, but I didn't want to get into it.
[41:39.000 --> 41:49.000]  Now I'm just going to have to. I saw, and this happened in August, okay? And I just called my wife to find out the exact date because it's on the calendar.
[41:49.000 --> 41:57.000]  It was August 16th of this year that I saw a train heading from the north traveling to the south side of Chicago.
[41:57.000 --> 42:08.000]  It traveled over the highway right outside of Chicago Metro, and it had dozens and dozens of U.N. vehicles on top of it.
[42:08.000 --> 42:23.000]  And I saw it. I saw it with my own two eyes. I pulled over to document it and honest to God and to God, I pulled over and I got off the highway because I was going to get video and I was going to share with you guys and talk to you about it.
[42:23.000 --> 42:30.000]  Once I got off the highway, the train had already passed and I'm not from downtown Chicago.
[42:30.000 --> 42:40.000]  You know, I understand all the time I try to get footage again, but listen, you're the guy that got all the famous footage of them beating up the innocent people and helped expose that with the whole thing, what they did at the Trump events.
[42:40.000 --> 42:49.000]  You're amazing. Matt Dubey, I'll stay there. This is just blowing me away right now because folks, these are smart computers.
[42:49.000 --> 42:55.000]  You know, they're 20 times the size of your phone that all the stations TV radio are plugged into so they can take full control.
[42:55.000 --> 43:01.000]  It's Obama's kill switch. It's the kill switch. Mike and Arizona are on the air worldwide. Go ahead.
[43:01.000 --> 43:13.000]  Oh, Alex, you can rent any day of the week. Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[43:13.000 --> 43:23.000]  And as a long time InfoWars listener, I want to say thanks for the awesome brain force, Anthroplex. My girlfriend would like to say thanks for the Anthroplex, too.
[43:23.000 --> 43:30.000]  I use the Biotru Selenium, the super blue toothpaste for you folks who are big, normal toothpaste fans. The super blue is awesome.
[43:30.000 --> 43:36.000]  And thank you so much, Alex, for the InfoWars Life products. They are quality. I can't wait to get some more.
[43:36.000 --> 43:40.000]  And thank you so much for doing that for us to keep us healthy. Absolutely.
[43:40.000 --> 43:48.000]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's a bigger problems going on.
[43:48.000 --> 43:53.000]  And if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[44:19.000 --> 44:21.000]  The aging process. Yeah, you like the sound of that?
[44:21.000 --> 44:33.000]  Each bottle is jam-packed with a powerful antioxidant blend, clinically studied to support and accelerate your body's natural defenses against harmful toxins.
[44:33.000 --> 44:39.000]  It's in your DNA. Go to InfoWarsLife.com right now and check out the reviews for yourself.
[44:39.000 --> 44:48.000]  And now, just in time for Christmas, we are offering DNA force at 33% off. So take advantage of this incredible deal.
[44:48.000 --> 44:57.000]  Get a bottle of DNA force today at InfoWarsLife.com or call 1-888-253-3139. Yeah!
[44:59.000 --> 45:03.000]  You deserve a deep restful sleep with knockout by InfoWarsLife.
[45:03.000 --> 45:14.000]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract and melatonin.
[45:14.000 --> 45:19.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[45:19.000 --> 45:28.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[45:28.000 --> 45:36.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[45:36.000 --> 45:46.000]  Wake up refreshed and take on the day. InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[45:46.000 --> 45:50.000]  Get the sleep you deserve and experience the power of knockout.
[45:50.000 --> 45:58.000]  Head on over to InfoWarsLife.com and say goodbye to fatigue. That's InfoWarsLife.com.
[46:20.000 --> 46:28.000]  In the history of InfoWarsLife, we've brought out a lot of amazing products like Survival Shield X2, SuperMell Vitality and so many others.
[46:28.000 --> 46:38.000]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
