[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[00:27:58.598 --> 00:28:03.421]  Or by calling toll-free, 888-253-3139.
[00:28:03.421 --> 00:28:10.486]  888-253-3139 or Infowarsstore.com.
[00:28:10.486 --> 00:28:13.628]  And I hope we back the globalists off and things get better.
[00:28:13.628 --> 00:28:16.910]  But as bad as things are, war could start with Russia or China any day.
[00:28:16.910 --> 00:28:19.552]  We could be off the air any minute.
[00:28:19.552 --> 00:28:20.133]  That could be it.
[00:28:20.133 --> 00:28:20.993]  No more communications.
[00:28:20.993 --> 00:28:21.774]  You never see me again.
[00:28:21.774 --> 00:28:22.634]  I never talk to you again.
[00:28:22.634 --> 00:28:23.355]  I never see you again.
[00:28:25.091 --> 00:28:29.136]  So, take every day as potentially our last to be able to communicate.
[00:28:29.136 --> 00:28:31.439]  I'd get those Infowars t-shirts now.
[00:28:31.439 --> 00:28:32.320]  I'd get those films.
[00:28:32.320 --> 00:28:33.101]  I'd get those books.
[00:28:33.101 --> 00:28:34.123]  I'd get that information.
[00:28:34.123 --> 00:28:35.404]  I'd save the shows.
[00:28:35.404 --> 00:28:37.527]  I'd download them and put them on thumb drives.
[00:28:37.527 --> 00:28:40.491]  Because in the future, if the enemy gets to the next level and we don't back them off,
[00:28:41.684 --> 00:28:44.185]  This information will be like platinum.
[00:28:44.185 --> 00:28:45.546]  It will not be allowed anywhere.
[00:28:45.546 --> 00:28:47.647]  You'll be sent to a FEMA camp if you have it.
[00:28:47.647 --> 00:28:50.629]  But out of the information we cover here, we will beat these people.
[00:28:50.629 --> 00:28:51.289]  We don't have a choice.
[00:28:51.289 --> 00:28:52.870]  They're coming to kill us anyways.
[00:28:52.870 --> 00:28:54.171]  They are coming to kill you and your family.
[00:28:54.171 --> 00:28:54.851]  Know that.
[00:28:54.851 --> 00:28:56.352]  Their plan is to murder you and your family.
[00:28:59.844 --> 00:29:01.165]  Let's go ahead and take another call.
[00:29:01.165 --> 00:29:03.187]  Let's talk to Malcolm in Tennessee.
[00:29:03.187 --> 00:29:03.607]  Welcome.
[00:29:03.607 --> 00:29:04.328]  Hello, Alex.
[00:29:04.328 --> 00:29:04.928]  Yes, Malcolm.
[00:29:04.928 --> 00:29:05.288]  All right.
[00:29:05.288 --> 00:29:09.432]  I'll make this quick and real short where the other Patriots can get on the line.
[00:29:09.432 --> 00:29:13.775]  Alex, I have to promote one thing from one of your co-hosts, Owen Schroer.
[00:29:13.775 --> 00:29:16.798]  Super male vitality and brain force plus.
[00:29:16.798 --> 00:29:19.440]  Mix those two together, you're an unstoppable tank.
[00:29:19.660 --> 00:29:21.481]  Supramel Vitality really, really works.
[00:29:21.481 --> 00:29:26.365]  It's cold-pressed herbs and natural compounds that have never been heated up.
[00:29:26.365 --> 00:29:33.150]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[00:29:33.150 --> 00:29:34.991]  This is like a very fine wine.
[00:29:34.991 --> 00:29:37.113]  In fact, each batch is different.
[00:29:37.113 --> 00:29:39.214]  Sometimes it's super strong, sometimes it's just okay.
[00:29:39.214 --> 00:29:42.837]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[00:29:42.837 --> 00:29:43.777]  That's just how it is.
[00:29:43.777 --> 00:29:44.438]  It's how it works.
[00:29:45.138 --> 00:29:49.143]  Uh, so, it's always good, it's just sometimes it's like super strong.
[00:29:49.143 --> 00:29:52.966]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[00:29:59.505 --> 00:30:15.758]  In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:30:15.758 --> 00:30:19.421]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[00:30:19.421 --> 00:30:26.127]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[00:30:26.727 --> 00:30:30.808]  But now more than ever, you need to get your storable food orders in now.
[00:30:30.808 --> 00:30:33.549]  We're ready to ship to you within 24 hours of your order.
[00:30:33.549 --> 00:30:34.369]  It's high quality.
[00:30:34.369 --> 00:30:37.570]  It's very, very low cost at InfoWarStore.com.
[00:30:37.570 --> 00:30:44.951]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[00:30:44.951 --> 00:30:51.113]  So lock in your storable food now at a lower price and fund the InfoWar at InfoWarStore.com.
[00:30:51.113 --> 00:30:55.594]  That's how you fight the Great Reset, is by being self-sufficient and not under their control.
[00:30:55.874 --> 00:30:59.696]  So get prepared now at m4warstore.com.
[00:30:59.696 --> 00:31:05.079]  The purpose of fear is to call us into action and there is plenty to be afraid of today.
[00:31:05.079 --> 00:31:14.765]  Half the population has lined up for an untested, deadly and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[00:31:15.405 --> 00:31:25.375]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[00:31:25.375 --> 00:31:32.141]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[00:31:32.141 --> 00:31:33.582]  But there is only two things to do.
[00:31:34.683 --> 00:31:37.847]  We continue sounding the alarm because it's a numbers game.
[00:31:37.847 --> 00:31:41.151]  If enough people awaken from the cold spell, then we win.
[00:31:41.151 --> 00:31:46.558]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[00:31:46.558 --> 00:31:48.380]  And so, we must prepare.
[00:31:48.380 --> 00:31:50.203]  Get up to a year's worth of storable foods.
[00:31:50.883 --> 00:31:52.785]  It's time to protect your privacy.
[00:31:52.785 --> 00:31:59.152]  It's time to come to grips with the fact that even though you don't have anything to hide, criminals
[00:32:07.921 --> 00:32:16.510]  Hackers, corporations, big tech, government are stealing all of your data and creating a map and a database of where you go and what you do.
[00:32:16.510 --> 00:32:20.955]  So in the future, under their globalist takeover, they can shut you down.
[00:32:20.955 --> 00:32:29.344]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[00:32:29.824 --> 00:32:32.546]  That's why everybody should visit InfoWarsTore.com.
[00:32:32.546 --> 00:32:41.254]  We're carrying a huge new line of very compliant, made-in-America products that have 100% reviews and are simply incredible.
[00:32:41.254 --> 00:32:42.275]  It's a 360 win.
[00:32:42.275 --> 00:32:48.220]  Protect your privacy and shop at InfoWars to support the overall InfoWars against the globalists.
[00:32:48.220 --> 00:32:50.022]  A true 360 win.
[00:32:50.022 --> 00:32:53.004]  Get your Faraday cages at InfoWarsTore.com.
[00:32:53.004 --> 00:32:54.105]  Check out the new line.
[00:32:54.105 --> 00:32:54.666]  It's amazing.
[00:33:01.064 --> 00:33:16.217]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:16.217 --> 00:33:24.824]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[00:33:28.886 --> 00:33:32.569]  Ladies and gentlemen, we are back broadcasting worldwide.
[00:33:32.569 --> 00:33:32.689]  OK.
[00:33:32.689 --> 00:33:41.516]  Let me play a little bit of Tucker Carlson's defense of free speech and defensive journalism last night.
[00:33:41.516 --> 00:33:51.183]  Why would he come out knowing he's going to be attacked and say Alex Jones is a better journalist than mainstream media, than ABC, CBS, CNN?
[00:33:51.183 --> 00:33:52.144]  Well, because it's true.
[00:33:52.144 --> 00:33:56.267]  They lie to you on purpose.
[00:33:56.267 --> 00:33:57.268]  They're bought and paid for.
[00:33:59.738 --> 00:34:04.020]  They promote the ongoing tyranny of the COVID lockdowns.
[00:34:04.020 --> 00:34:07.122]  They prop up Joe Biden.
[00:34:07.122 --> 00:34:18.607]  And so all these Republicans and all these establishment types, who aren't really globalist, go along with the system because they're scared of the dying, dead, dinosaur media.
[00:34:18.607 --> 00:34:21.149]  The zombie media, because it's been dead a long time.
[00:34:21.149 --> 00:34:24.450]  Tiny viewerships.
[00:34:24.450 --> 00:34:27.232]  Local AM radio shows that are number one in their town.
[00:34:28.188 --> 00:34:32.511]  Have up to 50 to 100,000 people listening to them in big cities.
[00:34:32.511 --> 00:34:37.574]  CNN doesn't have 100,000 viewers on their average show system-wide.
[00:34:37.574 --> 00:34:40.195]  They have to pay to be in the airports.
[00:34:40.195 --> 00:34:45.018]  And so he is basically saying, hey, I don't go along with the system.
[00:34:45.018 --> 00:34:47.419]  I'm not scared of ridicule by them.
[00:34:47.419 --> 00:34:48.400]  I like Alex Jones.
[00:34:50.302 --> 00:35:08.748]  Not because he's trying to prop up Alex Jones, not because he's trying to earn brownie points with me, because Tucker Carlson knows that I'm a good person that's trying to tell the truth, and that is really on to the New World Order, and understands what's happening, and that we better break with the system or it's all over.
[00:35:08.748 --> 00:35:15.370]  Because when you're going along with the surface propaganda, you don't see the forest for the trees.
[00:35:15.370 --> 00:35:16.030]  You don't see
[00:35:18.387 --> 00:35:33.738]  When your feet are dangling over the side of the culvert, when your feet are dangling over the side of the creek, that while you're looking at that little bass swimming up to your lure, you didn't see an alligator swimming right up underneath your feet about to attack you.
[00:35:33.738 --> 00:35:42.524]  I'm going to show some of that footage in a minute of a family, and they're there on the side of the road with a culvert.
[00:35:43.595 --> 00:35:54.663]  They're trying to catch some bass in Florida and they don't see because they're busy looking at the little bass in the reeds that a big old 15-foot alligator is coming up to eat the little girl.
[00:35:54.663 --> 00:35:59.847]  But as soon as you see the alligator, once they see it and jump up and point it out, you can't unsee it.
[00:35:59.847 --> 00:36:10.635]  But when you're looking at the bass and looking at the lure, you can't help as a hunter, as a human, who is designed to focus on your goal and what you're looking at.
[00:36:11.596 --> 00:36:17.359]  That while you're looking at the magician's beautiful assistant, he's getting the next trick ready.
[00:36:17.359 --> 00:36:20.901]  And putting the rabbit in the compartment under the hat.
[00:36:20.901 --> 00:36:28.824]  So while they're looking at the fish and the lure, right here's an alligator about to eat the little girl.
[00:36:28.824 --> 00:36:33.387]  And then finally they stand up and look and see it last minute and don't die.
[00:36:34.244 --> 00:36:39.930]  You see, that's the Alex Jones moment when you pull back and go, wait, they want me to see this and that.
[00:36:39.930 --> 00:36:40.691]  Let me pull back.
[00:36:40.691 --> 00:36:42.033]  Whoa!
[00:36:42.033 --> 00:36:46.918]  There's the New World Order alligator, the crocodile about to eat you right there.
[00:36:46.918 --> 00:36:48.340]  That's my allegory of this show.
[00:36:49.707 --> 00:36:59.197]  Tucker has the understanding that we're not going to get out of this tyranny unless we break with the system and get out of their mind control and expand our awareness.
