[00:00:00.891 --> 00:00:02.612]  We're live, October 31st.
[01:37:15.806 --> 01:37:20.008]  Oh yeah, after Trump spent four years proving he wasn't a Russian agent?
[01:37:20.008 --> 01:37:22.830]  You just, whatever you accuse, whatever you do?
[01:37:22.830 --> 01:37:26.992]  How about you release the CNN records on Jaden X, the Antifa leader?
[01:37:26.992 --> 01:37:35.095]  How about you release all the information about the known federal informants there who haven't been arrested on video saying, burn it down, attack, kill, that we're protected?
[01:37:35.095 --> 01:37:38.497]  Or how about the Capitol Police records of who ordered the stand-down?
[01:37:38.497 --> 01:37:41.138]  Or who ordered two-thirds of them sent to do traffic control?
[01:37:41.138 --> 01:37:43.500]  Or who refused the National Guard request of the President?
[01:37:43.500 --> 01:37:44.080]  We know who!
[01:37:44.640 --> 01:37:47.083]  The Democratic Party did that!
[01:37:47.083 --> 01:37:51.587]  You did that, Jim Acosta!
[01:37:51.587 --> 01:37:51.988]  Continue.
[01:38:01.772 --> 01:38:07.035]  He wants to start his own thing, wishing he had grassroots meme power, which you don't.
[01:38:07.035 --> 01:38:14.440]  Let's Go Brandon is because at the NASCAR race, with the winner, they were saying F Joe Biden, so the guy spun it as Let's Go Brandon.
[01:38:14.440 --> 01:38:22.806]  That's based on the people overriding your fraud with a meme, not you trying to con the people to start a Let's Go Tucker.
[01:38:24.110 --> 01:38:26.512]  Good chance in hell that's gonna happen, buddy boy.
[01:38:26.512 --> 01:38:30.255]  See, meme power and slogans come from the people.
[01:38:30.255 --> 01:38:32.377]  Remember the Declaration of People?
[01:38:32.377 --> 01:38:34.079]  The Declaration of Independence?
[01:38:34.079 --> 01:38:36.521]  Which is the Declaration of the People?
[01:38:36.521 --> 01:38:39.083]  God, even when I slip up, I say it right.
[01:38:39.083 --> 01:38:43.127]  The Declaration of the People, the Declaration of Independence says, we're the people.
[01:38:43.127 --> 01:38:47.771]  We're the people.
[01:38:47.771 --> 01:38:50.974]  And it's we the people that come up with stuff like Alex Jones is always right.
[01:38:52.878 --> 01:38:53.699]  Which isn't even true.
[01:38:53.699 --> 01:38:56.843]  It's like 98% of the time, but hey, I'll let him round up.
[01:38:56.843 --> 01:38:59.826]  The point is, is that you don't get stuff like that, Acosta.
[01:38:59.826 --> 01:39:01.628]  You chose the establishment.
[01:39:01.628 --> 01:39:02.910]  You chose the elite.
[01:39:02.910 --> 01:39:04.011]  You're not the underdog.
[01:39:04.011 --> 01:39:04.892]  You're not the rebel.
[01:39:04.892 --> 01:39:06.094]  You're not the outlaw.
[01:39:06.094 --> 01:39:07.035]  You're the scumbag.
[01:39:07.035 --> 01:39:08.877]  You're not Robin Hood.
[01:39:08.877 --> 01:39:11.440]  You're Prince Limp Dick.
[01:39:11.440 --> 01:39:11.860]  Got that?
[01:39:12.921 --> 01:39:27.074]  And that's something I want to say about Ben Shapiro and even all these Republican establishment guys that are for forced inoculations and for tyranny and for the New World Order that say they're so intellectual and that Google all pushes their algorithm.
[01:39:27.074 --> 01:39:31.878]  They all advertise their shows as cancelled and avant-garde and cutting-edge.
[01:39:31.878 --> 01:39:33.720]  No, you're not!
[01:39:33.720 --> 01:39:35.441]  And if you were, I'd support you.
[01:39:35.441 --> 01:39:37.523]  But you're not!
[01:39:37.523 --> 01:39:38.964]  You're loyal opposition.
[01:39:38.964 --> 01:39:39.345]  Continue.
[01:39:40.356 --> 01:39:40.877]  This is tyranny.
[01:39:40.877 --> 01:39:42.098]  When do we get to use the guns?
[01:40:02.193 --> 01:40:04.474]  No, and I'm not, that's not a joke.
[01:40:04.474 --> 01:40:05.675]  I'm not saying it like that.
[01:40:05.675 --> 01:40:07.797]  I mean, literally, where's the line?
[01:40:07.797 --> 01:40:11.199]  How many elections are they going to steal before we kill these people?
[01:40:11.199 --> 01:40:11.619]  So, no.
[01:40:11.619 --> 01:40:12.700]  Alright, back this up.
[01:40:12.700 --> 01:40:14.801]  This is really important.
[01:40:14.801 --> 01:40:15.942]  The guys found the article.
[01:40:15.942 --> 01:40:16.362]  There it is.
[01:40:16.362 --> 01:40:20.584]  The secret history of shadow campaign that saved the 2020 election.
[01:40:22.574 --> 01:40:32.777]  That 30-something page article admits the Democrats staged basically everything and basically stole the election and rigged it with the Republican Party and scammed everybody.
[01:40:32.777 --> 01:40:35.218]  See, criminals love to brag.
[01:40:35.218 --> 01:40:45.362]  So you've got that article, the secret history of the shadow campaign, and then you've got somebody at a Charlie Kirk event who they call a super right-winger.
[01:40:45.362 --> 01:40:48.403]  Charlie Kirk is like a Democrat 20 years ago.
[01:40:48.403 --> 01:40:49.703]  He's not a super right-winger.
[01:40:49.703 --> 01:40:50.503]  I don't think he's a bad guy.
[01:40:52.833 --> 01:41:00.317]  Charlie Kirk is not a super right winger, an ultra right winger.
[01:41:00.317 --> 01:41:05.020]  And then you've got this plant in the audience saying, when do we get to use the guns?
[01:41:05.020 --> 01:41:09.182]  I love how it's always a guy that isn't actually going to use the guns telling us we need to use the guns.
[01:41:12.461 --> 01:41:14.202]  And Kirk says, oh, they want to set us up.
[01:41:14.202 --> 01:41:15.063]  That's their plan.
[01:41:15.063 --> 01:41:16.464]  That's their overall agenda.
[01:41:16.464 --> 01:41:17.684]  They can't win an electoral battle.
[01:41:17.684 --> 01:41:20.086]  They won't have a physical one, which is totally true.
[01:41:20.086 --> 01:41:20.666]  Bravo.
[01:41:20.666 --> 01:41:22.287]  Kudos to Kirk for getting it.
[01:41:22.287 --> 01:41:34.415]  But I would have continued, which Kirk didn't, explaining, hey, have you seen the Democrats on MSNBC saying we've got to take out the mother effing white people and that we've got to kill Trump and we've got to
[01:41:35.714 --> 01:41:36.755]  Kill all these people.
[01:41:36.755 --> 01:41:41.482]  They're the ones, a thousand times more than us, calling for violence.
[01:41:41.482 --> 01:41:45.848]  And then anytime somebody mentions it, they act like that's who we are, or that's who we stand for.
[01:41:45.848 --> 01:41:47.069]  And that's a microcosm.
[01:41:47.069 --> 01:41:49.352]  You got a Charlie Kirk event, I looked it up, with 5,000 people in it.
[01:41:50.874 --> 01:42:02.496]  One guy gets up to the mic and says it's time to be violent, and the whole news media says Charlie Kirk's Turning Point USA event called for violence when he decried the violence, and it was one guy out of thousands that said it.
[01:42:02.496 --> 01:42:17.459]  And that's a microcosm of what happened again on January 6th, where you've got a million people conservatively, a few hundred thousand go to the Capitol, provocateurs break in and go in, and then they try to blame all of us for being involved, including myself.
[01:42:21.792 --> 01:42:25.053]  So that's how this deception works, ladies and gentlemen.
[01:42:25.053 --> 01:42:26.993]  So is there any question now from this?
[01:42:26.993 --> 01:42:28.534]  What does the system want?
[01:42:28.534 --> 01:42:29.834]  They can't win politically.
[01:42:29.834 --> 01:42:31.995]  They're getting ready to stage false flags and blame us.
[01:42:31.995 --> 01:42:33.035]  That are violent.
[01:42:33.035 --> 01:42:40.597]  Not just provocative, like we saw in Virginia with them posing as KKK members and then trying to blame the Republican gubernatorial candidate.
[01:42:40.597 --> 01:42:41.857]  That's small fry.
[01:42:41.857 --> 01:42:44.198]  That's, on a scale of 1 to 10, that's a 1.
[01:42:44.198 --> 01:42:47.479]  Blowing up a federal building and blaming us is a 7.
[01:42:47.479 --> 01:42:48.619]  They got something even worse than that.
[01:42:49.363 --> 01:42:51.263]  We're gonna come back with the COVID news on the other side.
[01:42:51.263 --> 01:42:59.005]  Stay with us.
[01:42:59.005 --> 01:43:09.288]  October 2021 is coming to a close and that means it's our yearly Black Friday comes early sale that runs for the first two weeks of November.
[01:43:09.288 --> 01:43:13.509]  And right now you can save up to 60% off on our top selling products plus
[01:43:13.929 --> 01:43:15.290]  We're good to go.
[01:43:35.080 --> 01:43:51.305]  50% off Alpha Power, 40% off Knockout Sleep Aid, 50% off Living Defense, 50% off Pure Turmeric Bodies Extract, 40% off Activated Charcoal Toothpaste and Mouthwash, both together or separate, 50% off and more!
[01:43:51.305 --> 01:43:57.627]  Check it all out today at InfoWarsTore.com Get amazing products and fund the Info War and the fight against the Globalist!
[01:43:59.718 --> 01:44:05.121]  Cobra Commander here with an important message to humanity.
[01:44:05.121 --> 01:44:12.405]  I have decided that all of you will take a special injection so that you will be safe.
[01:44:12.405 --> 01:44:15.947]  But the injection is not ready yet.
[01:44:15.947 --> 01:44:19.829]  And so, I need all of you to stay indoors.
[01:44:20.749 --> 01:44:33.236]  For the next 15 days, to flatten the curve, I also need you to wear masks, and I also need you to only shop at megacorporations.
[01:44:33.236 --> 01:44:43.661]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[01:44:43.661 --> 01:44:46.423]  You will then be my slaves.
[01:44:46.423 --> 01:44:46.623]  Only.
[01:44:47.184 --> 01:44:51.072]  And then you'll get that special shot of venom from Cobra.
[01:44:51.072 --> 01:44:57.125]  It will improve your immune system, so you'll be dependent on me for the rest of your miserable lives.
[01:44:58.226 --> 01:45:12.114]  The average person on the face of this incredible planet is still unaware that there's a war between free individuals and nation-states on one side, and the globalists on the other, who are literally trying to create a post-human world.
[01:45:12.114 --> 01:45:19.899]  From the United States to Brazil, and of course triggered by the Brexit in the UK, nations were pulling out of the private, corporate, and fascist world government.
[01:45:19.899 --> 01:45:26.003]  That's why they launched their Great Reset, and their program after collapsing us, of Build Back Better.
[01:45:27.123 --> 01:45:32.348]  This is nothing more than a top-down, vertical consolidation of the world economy.
[01:45:32.348 --> 01:45:43.978]  And because they couldn't take our guns, and because we wouldn't bow, because the left, which is the ideology of this world government system, couldn't win, they released a biological weapon on us.
[01:45:43.978 --> 01:45:47.521]  Now we know, two years ago, we learned about it about 20 months ago.
[01:45:48.301 --> 01:45:48.881]  It's that simple.
[01:45:48.881 --> 01:45:51.962]  They can't beat us because of our free speech and our guns.
[01:45:51.962 --> 01:45:56.163]  So the Global Corporate Combine released COVID-19 and you know the rest is history.
[01:45:56.163 --> 01:46:00.564]  Expose this paradigm and we win.
[01:46:00.564 --> 01:46:05.546]  If you only knew the power of the dark side.
[01:46:05.546 --> 01:46:12.468]  Join Bill Gates and together we will defeat humanity.
[01:46:12.468 --> 01:46:16.989]  Then our God Satan will reward us with eternal life.
[01:46:18.479 --> 01:46:23.083]  That's basically the ethos of the globalists.
[01:46:23.083 --> 01:46:24.404]  They must first play God.
[01:46:24.404 --> 01:46:30.849]  They must first prove that they are the fittest in their social Darwinistic system.
[01:46:30.849 --> 01:46:32.250]  And in a way, they're right.
[01:46:32.250 --> 01:46:39.976]  If we let them lie to us and dumb us down and poison us and destroy our children's futures, the evidence is overwhelming and out in the open.
[01:46:39.976 --> 01:46:42.618]  We really deserve what's happened to us.
[01:46:43.659 --> 01:46:50.161]  So I ask you now, are you going to step up and expose the New World Order even more?
[01:46:50.161 --> 01:46:53.783]  I know I'm pledging to step up and redouble my efforts.
[01:46:53.783 --> 01:47:00.605]  The front line to the fight is infowars.com.
[01:47:00.605 --> 01:47:03.266]  You're listening to the Alex Jones Show.
[01:47:14.915 --> 01:47:22.124]  You know one thing, folks.
[01:47:22.124 --> 01:47:25.808]  If I ain't shooting you straight, it means I'm dead.
[01:47:25.808 --> 01:47:28.031]  All I can do is shoot straight.
[01:47:28.031 --> 01:47:33.237]  I can't even control myself when I don't want to tell the truth.
[01:47:33.237 --> 01:47:34.379]  I basically can't even lie.
[01:47:36.084 --> 01:47:37.625]  Decades ago, I could tell little lies.
[01:47:37.625 --> 01:47:39.205]  I can't even do it now.
[01:47:39.205 --> 01:47:42.727]  Because I'm not about to bend my brain towards the devil.
[01:47:42.727 --> 01:47:48.409]  I want my brain trained to just machine gun the truth out on a hair trigger with no controls on it.
[01:47:48.409 --> 01:47:49.669]  Ha ha!
[01:47:49.669 --> 01:47:50.870]  Woo!
[01:47:50.870 --> 01:47:52.070]  That's where I'm at.
[01:47:52.070 --> 01:47:59.973]  There ain't no big guys upstairs in smoky rooms telling Alex Jones what to say, telling Alex Jones what to do.
[01:47:59.973 --> 01:48:03.915]  And I'm down here with the people where I want to be swinging for the fences.
[01:48:05.486 --> 01:48:06.746]  And you know what?
[01:48:06.746 --> 01:48:08.467]  Every time we do that, we win.
[01:48:08.467 --> 01:48:13.667]  Every time we're not need and scared, we lose.
[01:48:13.667 --> 01:48:14.608]  So here's the bottom line.
[01:48:14.608 --> 01:48:16.708]  Owens Froyer is always loaded for bear.
[01:48:16.708 --> 01:48:19.489]  He's about to be taken over for the next two hours of Sunday Live.
[01:48:19.489 --> 01:48:22.929]  I got 10 minutes left in this segment.
[01:48:22.929 --> 01:48:25.950]  But let me just get this out there right now.
[01:48:25.950 --> 01:48:31.171]  The corrupt power structure globally is beyond fascist.
[01:48:31.171 --> 01:48:33.051]  They're an absolute joke.
[01:48:35.233 --> 01:48:53.090]  And they've sold out American power to build up Communist China to help them dominate the globe, but now the Communist Chinese have double-crossed them and are saying, we're going to have three children, we're not going to depopulate, and we're going to start moving to a more capitalist model, we're not going to be communist like you want, and we're not going to feminize our men, and screw you!
[01:48:54.884 --> 01:48:56.165]  I'm not defending Xi Jinping.
[01:48:56.165 --> 01:48:57.465]  He's so damn evil.
[01:48:57.465 --> 01:49:01.667]  I mean, I guess all he could was move back towards the other direction.
[01:49:01.667 --> 01:49:04.988]  And then you've got Russia out from under the New World Order.
[01:49:04.988 --> 01:49:07.109]  They got their own problems.
[01:49:07.109 --> 01:49:10.131]  Not romanticizing that, but they're definitely not Hollywood-level evil.
[01:49:10.919 --> 01:49:11.960]  You got all that going on.
[01:49:11.960 --> 01:49:16.783]  You got the Midwest waking up, and the South, and all over the world, all over the country.
[01:49:16.783 --> 01:49:20.705]  People on the East Coast are waking up and leaving, and people on the West Coast.
[01:49:20.705 --> 01:49:22.987]  So, we're winning hearts and minds.
[01:49:22.987 --> 01:49:29.971]  That's why they're coming in with a global government, a world ID, a vaccine passport, carbon taxes, because they're getting their ass handed to them.
[01:49:29.971 --> 01:49:35.075]  Now, I've learned how the power structure works, not just studying history books, but living it.
[01:49:36.107 --> 01:49:41.626]  And so just because I'm here talking about how we're starting to win the fight doesn't mean we're anywhere close to being out of the woods right now.
[01:49:45.134 --> 01:49:51.855]  We need to be praying for discernment, praying for awakening, and praying for God to strengthen our hand and to give us discernment.
[01:49:51.855 --> 01:49:56.836]  And we've got to understand that the media is celebrating, as I told you they would a couple years ago.
[01:49:56.836 --> 01:50:00.077]  I said, if they steal the election from Trump, they're going to de-platform Trump.
[01:50:00.077 --> 01:50:02.818]  He'll be off the air the day after the election, which they did.
[01:50:02.818 --> 01:50:03.778]  I mean, I saw the whole thing.
[01:50:03.778 --> 01:50:04.978]  It's easy tactics.
[01:50:04.978 --> 01:50:08.759]  You just think of the enemy and think like they would think, and you can see what's going to happen.
[01:50:11.537 --> 01:50:22.989]  And now, I mean, I said it over a year ago, I said once they install Biden, they will blame him for collapsing the dollar, collapsing the borders, collapsing America, so that the political class doesn't get to blame.
[01:50:22.989 --> 01:50:34.601]  The Republican leadership, the Democratic leadership, and the big banks that control them, as long as they can take over and engage in all this evil, and then blame a puppet like Biden, they're going to do it.
[01:50:35.868 --> 01:50:38.030]  That's why it's so important to not make fun of Biden.
[01:50:38.030 --> 01:50:38.711]  He's pathetic.
[01:50:38.711 --> 01:50:39.231]  He's sad.
[01:50:39.231 --> 01:50:40.012]  He's evil.
[01:50:40.012 --> 01:50:42.554]  He's a disgusting old drug addict pedophile.
[01:50:42.554 --> 01:50:43.996]  But that's not our president.
[01:50:43.996 --> 01:50:52.604]  That's the joke they put in there to take the blame and to make America look weak and bad as they begin to take down this country.
[01:50:55.165 --> 01:50:57.247]  So that's why you see the Democrats turning against him.
[01:50:57.247 --> 01:50:59.149]  That's why you see the real poll numbers.
[01:50:59.149 --> 01:51:01.251]  He's the most unpopular president in history.
[01:51:01.251 --> 01:51:03.112]  It's because they had it all planned.
[01:51:03.112 --> 01:51:08.978]  And you better be asking yourselves, what do they have to come in on top of this that's even worse?
[01:51:08.978 --> 01:51:10.679]  So I'm not saying defend Biden.
[01:51:10.679 --> 01:51:11.260]  I hate Biden.
[01:51:11.260 --> 01:51:16.945]  I'm saying transcend Biden and transcend their scam and see the whole picture.
[01:51:16.945 --> 01:51:19.928]  And then the globalists have no power over you.
[01:51:22.418 --> 01:51:27.302]  The same people that control Obama are the ones that are in control of Biden right now.
[01:51:27.302 --> 01:51:34.448]  But I can tell you, Obama, because he's so evil and so hateful and hates America so much, he's actually at the star chamber tribunal level.
[01:51:34.448 --> 01:51:38.090]  He's actually in there with the top globalists, less than a hundred of them.
[01:51:38.090 --> 01:51:39.532]  Obama is at the table.
[01:51:39.532 --> 01:51:42.514]  Biden is not at the table.
[01:51:42.514 --> 01:51:48.779]  Obama and Bill Gates and Warren Buffett
[01:51:50.216 --> 01:51:51.737]  And all those people are at the table.
[01:51:51.737 --> 01:51:54.058]  We've gotten the documents.
[01:51:54.058 --> 01:51:55.918]  And they've decided the world belongs to them.
[01:51:55.918 --> 01:51:59.420]  And they've all got a lust to literally depopulate you and your family.
[01:51:59.420 --> 01:52:02.521]  And they've cooked up viruses thousands of times worse than COVID-19.
[01:52:02.521 --> 01:52:03.601]  They're ready to release.
[01:52:03.601 --> 01:52:07.723]  So are you going to sit here naively and let them march you to the plank?
[01:52:07.723 --> 01:52:12.665]  Or are you going to wake up and wake others up and say, hell no, I'm not going down your rat hole.
[01:52:12.665 --> 01:52:13.945]  Take Ice Cube.
[01:52:13.945 --> 01:52:15.266]  Ice Cube's got his issues.
[01:52:17.281 --> 01:52:21.784]  But at the end of the day, he said, I'm not taking your deadly vaccine and turned down $9 million to do it.
[01:52:21.784 --> 01:52:30.929]  And that's what it takes is people finally getting that the most valuable thing is your body and your integrity and your soul and saying no to that system.
[01:52:30.929 --> 01:52:31.889]  So here's the report.
[01:52:31.889 --> 01:52:33.951]  This is Chuck Todd.
[01:52:33.951 --> 01:52:35.772]  Again, the Obama operative.
[01:52:35.772 --> 01:52:39.894]  Shocking poll numbers show 71% believe U.S.
[01:52:39.894 --> 01:52:41.435]  on wrong track.
[01:52:41.435 --> 01:52:42.976]  Scary news for Democrats.
[01:52:44.482 --> 01:52:46.883]  Yeah, the Democrats will be thrown out in all 50 states.
[01:52:46.883 --> 01:52:48.724]  California's gone Republican.
[01:52:48.724 --> 01:52:51.226]  Only election fraud holds that back.
[01:52:51.226 --> 01:52:57.870]  And the Republican Party itself's being taken over by nationalist, capitalist patriots, and we're kicking the neocons out.
[01:52:57.870 --> 01:53:06.274]  That's why they're trying to declare all conservatives terrorists, and that soccer moms at PTA meetings are terrorists, and the official government policy.
[01:53:06.274 --> 01:53:08.176]  Because they're losing!
[01:53:08.176 --> 01:53:08.836]  We're winning!
[01:53:13.291 --> 01:53:16.217]  This was a heavyweight championship, 12 rounds.
[01:53:16.217 --> 01:53:20.286]  We're in the 11th round, folks, and every judge has got us on the board as the winners.
[01:53:20.286 --> 01:53:23.252]  We've already knocked their ass down every freaking round.
[01:53:23.252 --> 01:53:24.294]  They're bleeding hard!
[01:53:25.336 --> 01:53:28.737]  But they're going to pull a dagger out on national TV and stab us.
[01:53:28.737 --> 01:53:31.138]  And that's the false flag attack to blame us.
[01:53:31.138 --> 01:53:37.799]  So when they stage their false flag, we're not going to let them, day one, say we shoot up the school or we bomb the federal building.
[01:53:37.799 --> 01:53:40.820]  Because we know they've got the whole history and the whole past to doing it.
[01:53:40.820 --> 01:53:42.461]  And we know that's their ace of spades.
[01:53:42.461 --> 01:53:44.241]  And we know that's what they don't want us to talk about.
[01:53:44.241 --> 01:53:45.882]  So we're going to talk about it.
[01:53:45.882 --> 01:53:54.424]  So when there are events that donate America and donate freedom and that are evil, we know who stands to gain from it, Kibono, and be exposing your evil ass.
[01:53:54.764 --> 01:53:55.945]  See how that works?
[01:53:55.945 --> 01:54:04.730]  And that's why they're so scared of the plot against the people that we'll be covering live this entire week and analyzing on Tuesday with clips from it.
[01:54:04.730 --> 01:54:07.331]  And I know some of the clips are in it because we provided them.
[01:54:07.331 --> 01:54:10.673]  So let's go ahead and go to Chuck Todd.
[01:54:12.526 --> 01:54:13.327]  Good Sunday morning.
[01:54:13.327 --> 01:54:14.367]  Happy Halloween.
[01:54:14.367 --> 01:54:17.049]  We have a brand new NBC News poll out this morning.
[01:54:17.049 --> 01:54:19.851]  It's filled with some scary news for the Democrats.
[01:54:19.851 --> 01:54:21.392]  The overarching message?
[01:54:21.392 --> 01:54:25.595]  Americans have lost their confidence in President Biden and their optimism for the country.
[01:54:25.595 --> 01:54:27.416]  At least, they have right now.
[01:54:27.416 --> 01:54:30.498]  Just 22% of adults say we're headed in the right direction.
[01:54:30.498 --> 01:54:34.121]  A shocking 71% say we're on the wrong track.
[01:54:34.121 --> 01:54:37.123]  And that includes a near majority of Democrats who are saying that.
[01:54:37.574 --> 01:54:42.678]  President Biden's approval rating stands at a dismal 42% versus 54% who disapprove.
[01:54:42.678 --> 01:54:48.083]  Believe it or not, just two months ago, Mr. Biden was in positive territory, 49% approving, 48% disapproving.
[01:54:48.083 --> 01:54:50.385]  So what's pulling down the president's numbers?
[01:54:50.385 --> 01:54:51.786]  Well, look at this set of numbers.
[01:54:51.786 --> 01:54:57.450]  Just 37% say he has the ability right now to handle a crisis versus nearly a majority who say he does not.
[01:54:59.092 --> 01:55:03.095]  37% also say he's competent and effective as president.
[01:55:03.095 --> 01:55:04.876]  50% disagree with that description.
[01:55:04.876 --> 01:55:14.004]  What's more, Republicans, believe it or not, have double-digit leads in dealing with border security, inflation, crime, national security, the economy,
[01:55:14.924 --> 01:55:18.245]  And shockingly, on getting things done.
[01:55:18.245 --> 01:55:25.008]  Democrats hold generally smaller double-digit leads on dealing with climate change, the coronavirus, education, and abortion.
[01:55:25.008 --> 01:55:26.529]  And that's really it right now.
[01:55:26.529 --> 01:55:38.194]  It's not clear yet whether any deal struck by Democrats on the social spending and infrastructure bills will nudge Mr. Biden's numbers back into positive territory, or whether the damage to his reputation is more of a scar than a bruise.
[01:55:38.814 --> 01:55:40.315]  But this much is clear.
[01:55:40.315 --> 01:55:41.675]  So what's really going on here?
[01:55:41.675 --> 01:55:47.798]  The Democrats in this poll is that the midterm elections aren't for another year.
[01:55:47.798 --> 01:55:56.822]  Yeah, the good news for Democrats is they're going to be able to stage some false flag terror attacks or provocateurs from attacks before that try to demonize the American people.
[01:55:56.822 --> 01:55:58.723]  And they've got election fraud.
[01:55:58.723 --> 01:56:01.104]  And they've got another COVID lockdown they've got planned.
[01:56:01.104 --> 01:56:02.945]  So that's what they've got.
[01:56:02.945 --> 01:56:04.586]  But we've got the truth and we've got justice.
[01:56:05.626 --> 01:56:07.788]  Some of the Republican candidates are going to get bought off.
[01:56:07.788 --> 01:56:09.489]  Some are going to be neocons.
[01:56:09.489 --> 01:56:10.330]  It doesn't matter.
[01:56:10.330 --> 01:56:23.961]  Our populist movement that's anti-Great Reset, that's anti-New World Order, is gaining ground and now what we've talked about and we've discussed and we've exposed from the globalist documents has now been externalized to the public.
[01:56:25.754 --> 01:56:31.220]  So the globalists have a big problem, because every move they make, the people were told it was coming.
[01:56:31.220 --> 01:56:33.763]  And what does that do to our credibility as the tip of the spear?
[01:56:33.763 --> 01:56:35.265]  It makes it go up.
[01:56:35.265 --> 01:56:38.609]  So as long as God is with us, who can be against us, as they say?
[01:56:38.609 --> 01:56:42.874]  But it's going to be a rough time, and now they're coming after our children with these deadly experimental shots.
[01:56:44.235 --> 01:56:45.976]  Again, which is the shot heard around the world.
[01:56:45.976 --> 01:56:47.978]  They're trying to push us into violence.
[01:56:47.978 --> 01:56:48.918]  We do not want to do that.
[01:56:48.918 --> 01:56:56.483]  We want to use the truth to warn and protect as many people as we can and be as Christ-like as we can possibly do.
[01:57:14.415 --> 01:57:16.576]  We have storewide free shipping and double Patriot points.
[01:57:16.576 --> 01:57:17.836]  Our biggest sale of the year.
[01:57:17.836 --> 01:57:22.978]  It's Black Friday comes early the first two weeks of November and it's launched right now tonight.
[01:57:22.978 --> 01:57:26.059]  And so we've got a bunch of great deals on DNA Force Plus.
[01:57:26.059 --> 01:57:28.520]  We've got Brain Force Plus back in stock.
[01:57:28.520 --> 01:57:31.781]  We've got Ultimate Bone Broth sold out for years now back in stock.
[01:57:31.781 --> 01:57:39.744]  All of it free shipping double Patriot points and up to 60% off and the sale is running for two weeks or while supplies of these items last.
[01:57:40.584 --> 01:57:42.345]  All right, great job of the crew.
[01:57:42.345 --> 01:57:47.407]  Owen Schroyer relieves me in two minutes.
[01:57:47.407 --> 01:57:48.327]  Frank in North Carolina.
[01:57:48.327 --> 01:57:52.089]  It comes at the end of October every year and only runs for two weeks.
[01:57:52.089 --> 01:58:02.633]  It's what I call the Black Friday comes early super blowout sale with storewide free shipping, double Patriot points and up to 60% off on our best-selling products.
[01:58:02.633 --> 01:58:07.515]  Brain Force Plus sold out for almost eight months, back in stock 50% off.
[01:58:07.515 --> 01:58:08.936]  Ultimate Bone Broth Plus!
[01:58:09.676 --> 01:58:14.518]  It's even better than the last formula with chaga mushrooms and turmeric and just everything.
[01:58:14.518 --> 01:58:16.799]  It's so good, it's now available again.
[01:58:16.799 --> 01:58:18.520]  20% off.
[01:58:18.520 --> 01:58:20.401]  Ultra 12, 60% off.
[01:58:20.401 --> 01:58:22.182]  Alpha Power, 40% off.
[01:58:22.182 --> 01:58:23.622]  Knockout, 50% off.
[01:58:23.622 --> 01:58:25.023]  Living Defense, 50% off.
[01:58:25.023 --> 01:58:26.784]  Pure Turmeric Extract Bodies, 40% off.
[01:58:26.784 --> 01:58:30.906]  Activator Charcoal Toothpaste and Mouthwash, 50% off.
[01:58:30.906 --> 01:58:32.186]  And it goes on and on and on.
[01:58:32.186 --> 01:58:32.967]  Storable Foods,
[01:58:34.008 --> 01:58:35.009]  10% off last time of the year.
[01:58:35.009 --> 01:58:35.991]  That deal's happening.
[01:58:35.991 --> 01:58:39.816]  It's all available now at InfoWarsStore.com.
[01:58:39.816 --> 01:58:42.680]  The Black Friday sale comes early.
[01:58:42.680 --> 01:58:46.506]  It's going right now for the next two weeks and it supports the InfoWar.
[01:58:46.506 --> 01:58:47.948]  Take action now and get prepared.
[01:58:48.703 --> 01:58:55.606]  There is very little contemporary study in the world of the planet's ruling class.
[01:58:55.606 --> 01:59:04.750]  Not in Communist China, not in Mexico, not in the United States, not anywhere is there a real study of the planet's ruling class.
[01:59:04.750 --> 01:59:06.691]  And that's done by design.
[01:59:06.691 --> 01:59:11.853]  The large central banks that basically control the planet will penalize and target any academics
[01:59:12.799 --> 01:59:21.615]  They'd look into, say, the Anglo-American establishment that founded the Bilderberg Group, the Trilateral Commission of the United Nations, the whole project of the Rothschilds and the Rockefellers.
[01:59:22.622 --> 01:59:28.345]  Until ten years ago, the media said, the controlled corporate media, the Bilderberg Group, didn't exist.
[01:59:28.345 --> 01:59:37.549]  Well, now the Bilderberg Group is public, and its former head, still on the steering committee, is Klaus Schwab, and he has set up the Great Reset, a global government.
[01:59:37.549 --> 01:59:46.053]  And if, as a liberty movement worldwide, we don't address the globalists head-on, about the fact that they are a worldwide authoritarian corporate takeover, we don't have a shot.
[01:59:46.053 --> 01:59:47.734]  If we do expose them, we can beat them easily.
[01:59:50.894 --> 01:59:54.805]  If you are receiving this transmission, you are the resistance.
