[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[39:46.000 --> 39:56.000]  Raqqa, Ramadi, and Raids. The first R is Raqqa, ISIL's stronghold and administrative capital.
[39:56.000 --> 40:00.000]  We've been clear for some time that we need to keep up pressure on Raqqa.
[40:00.000 --> 40:06.000]  Man, we'll support moderate Syrian forces fighting ISIL that have made territorial gains near Raqqa.
[40:06.000 --> 40:07.000]  Oh, yeah, they sure have.
[40:07.000 --> 40:10.000]  Indeed, some of them are within 30 miles of Raqqa today.
[40:10.000 --> 40:11.000]  Oh, no.
[40:11.000 --> 40:20.000]  The second R is Ramadi, the capital of Raqqa's Anbar province, which serves as a critical example of the Abadi government's commitment to work with local Sunni communities
[40:20.000 --> 40:29.000]  with our help to retake and hold ground from ISIL, and in turn, to go northward to Mosul.
[40:29.000 --> 40:38.000]  The third and final R is Raids, signaling that we won't hold back from supporting capable partners in opportunistic attacks against ISIL
[40:38.000 --> 40:42.000]  or conducting such missions directly, whether by strikes from the air.
[40:42.000 --> 40:48.000]  The only thing, yeah, let's play the endless strikes on the ground. Sorry, back it up.
[40:48.000 --> 40:54.000]  It's just really hard to listen to this.
[40:54.000 --> 40:59.000]  And it is true they will end up killing some ISIS people because ISIS isn't fully controlled by the West.
[40:59.000 --> 41:04.000]  They just give them the weapons and then just let them run around murdering people.
[41:04.000 --> 41:16.000]  That's the problem they've had so long, is that when they launched the nerve gas attacks twice against the Syrian capital,
[41:16.000 --> 41:25.000]  the jihadis wanted to be rock stars, so they videotaped the Saudi Arabian mortars, where any weapons expert from Jane's Weapons Quarterly could tell you what it was,
[41:25.000 --> 41:33.000]  and they did, and they would Allah Akbar and wave their Al Qaeda flags, and then, God is great, God is great, and fire these huge mortars,
[41:33.000 --> 41:41.000]  these 20-pound warhead mortars, a mile away into markets to nerve gas people, and then run around and go,
[41:41.000 --> 41:47.000]  and so here's the CIA trying to launch a nerve gas attack through their surrogates,
[41:47.000 --> 41:56.000]  but their surrogates are so out of control and so stupid, they run around screaming Allah Akbar and praising the God of Death or whatever,
[41:56.000 --> 41:59.000]  that they're nerve-gassing markets.
[41:59.000 --> 42:07.000]  And then our media goes, Assad, nerve gas the markets, and Assad's like, I'm giving all my chemicals up, I'll do whatever you want,
[42:07.000 --> 42:12.000]  I'll even step down out of power, just take the Saudi Arabian troops out of the country.
[42:12.000 --> 42:15.000]  He wants to move to England and retire.
[42:15.000 --> 42:21.000]  He was trying to transition the government from his father, a dictator, out of that,
[42:21.000 --> 42:29.000]  and that's how evil this is to watch Ash Carter sit up there when they know full well they're there to reconstitute ISIS
[42:29.000 --> 42:37.000]  and bring in other groups and try to overthrow Assad and the government and the army just like they did in Egypt for a year.
[42:37.000 --> 42:43.000]  And when they put the jihadis in charge of Egypt for a year, they blew up almost every church in the country,
[42:43.000 --> 42:48.000]  including some of the oldest churches outside of Israel or Syria.
[42:48.000 --> 42:50.000]  And remember that.
[42:50.000 --> 42:57.000]  We're conducting such missions directly, whether by strikes from the air or direct action on the ground.
[42:57.000 --> 43:00.000]  There you go, that's the Secretary of Defense.
[43:00.000 --> 43:04.000]  And I'm not being sarcastic when I say I'm playing that to prove this is happening,
[43:04.000 --> 43:08.000]  because they will literally have Time Magazine or even The New York Times come out and say,
[43:08.000 --> 43:12.000]  crazy conspiracy theorists think their boots on the ground.
[43:12.000 --> 43:14.000]  That's how dumb they think people are.
[43:14.000 --> 43:17.000]  Remember Obama said, I never said you could keep your doctor.
[43:17.000 --> 43:20.000]  We had like 25 clips of him saying it.
[43:20.000 --> 43:23.000]  I think it was 27 clips.
[43:23.000 --> 43:27.000]  This is the type of jacking with people's brains like,
[43:27.000 --> 43:31.000]  remember Goober or Uber?
[43:31.000 --> 43:33.000]  Jonathan Goober Uber.
[43:33.000 --> 43:34.000]  What's his name?
[43:34.000 --> 43:36.000]  Yeah, Groober.
[43:36.000 --> 43:37.000]  I'm not being sarcastic.
[43:37.000 --> 43:40.000]  I can't remember all these scumbags names sitting around on C-span going,
[43:40.000 --> 43:42.000]  the public such idiots, we were going to triple prices.
[43:42.000 --> 43:46.000]  They called me and helped deceive and Obama loved my deception.
[43:46.000 --> 43:51.000]  I mean, I'm so sick of these people.
[43:51.000 --> 43:56.000]  There's 1.8 million Christians in Syria.
[43:56.000 --> 43:58.000]  There were around 3 million.
[43:58.000 --> 43:59.000]  And guess what?
[43:59.000 --> 44:02.000]  Are the 300,000 dead?
[44:02.000 --> 44:05.000]  There's a bunch of those refugees and survived,
[44:05.000 --> 44:10.000]  but of the 300,000 are dead, it's estimated over 100,000 Christians
[44:10.000 --> 44:17.000]  who were non-military were murdered, raped, tortured, killed.
[44:17.000 --> 44:22.000]  But if three people or 10 people get killed at some victim disarmament zone,
[44:22.000 --> 44:28.000]  Obama is going to be up there grandstanding on television
[44:28.000 --> 44:31.000]  about the poor lives and look at this woman and look at this man
[44:31.000 --> 44:36.000]  and look at this child and humanizing who they were to make you feel bad.
[44:36.000 --> 44:42.000]  But when it's 100,000 Christians that they have butchered
[44:42.000 --> 44:47.000]  and the UN admits persecution of Christians is at the highest level ever
[44:47.000 --> 44:51.000]  and dwarfs all other persecutions combined.
[44:51.000 --> 44:54.000]  And our government that's persecuting Christians here at home
[44:54.000 --> 44:58.000]  and demonizing and having the IRS go out for thousands of churches
[44:58.000 --> 45:03.000]  and all of it is funding persecution of Christians in Africa, in Asia,
[45:03.000 --> 45:07.000]  supporting China doing it, supporting it in the Middle East.
[45:07.000 --> 45:08.000]  It's incredible.
[45:08.000 --> 45:12.000]  They hate us. Remember the secret recording of Obama, the candidate?
[45:12.000 --> 45:16.000]  2007, he goes, listen, I'll get these better clingers.
[45:16.000 --> 45:19.000]  You get me in there, I know how to deal with them.
[45:19.000 --> 45:21.000]  They're clinging to their Bibles, they're clinging to their guns
[45:21.000 --> 45:26.000]  and they are our number one priority to deal with them.
[45:26.000 --> 45:29.000]  They hate our guts. Have you figured that out yet?
[45:29.000 --> 45:35.000]  I know you know that, but people, you have to really get it through your head
[45:35.000 --> 45:38.000]  that these are tyrants coming after us and they mean business
[45:38.000 --> 45:43.000]  and they are carving this country up in pieces in front of everyone right now.
[45:43.000 --> 45:47.000]  We cannot put up with it.
[45:47.000 --> 45:49.000]  I'm not going to play any more of the grilling.
[45:49.000 --> 45:52.000]  I may do some of this in the third hour after Michael Savage leaves us,
[45:52.000 --> 45:55.000]  NBC reporter Grills Ernest,
[45:55.000 --> 45:59.000]  didn't Obama effectively break his promise on trips going to Syria
[45:59.000 --> 46:04.000]  as if we need a press secretary to admit that?
[46:04.000 --> 46:08.000]  Kirby saying, I don't know that Obama ever ruled on boots on the ground in Syria.
[46:08.000 --> 46:11.000]  He said, I will not send them while they were there.
