[00:00.000 --> 00:10.000]  When I grow up, I want to be a rock star!
[01:43:50.000 --> 01:43:56.000]  Head to InfowarsLife.com or call 1-888-253-3139.
[01:43:56.000 --> 01:44:03.000]  After years of research working with top developers here in the United States with the latest cutting-edge science,
[01:44:03.000 --> 01:44:12.000]  we are rolling out three new digestive gut aids. One of them is a powerful pro-digestive enzyme carnivore
[01:44:12.000 --> 01:44:16.000]  for being able to break down meat and other proteins better,
[01:44:16.000 --> 01:44:26.000]  and then the other two is a powerful 50 billion live probiotic culture of the very best strains in fluorolife-advanced restoration.
[01:44:26.000 --> 01:44:34.000]  And we also have an everyday, extremely affordable fluorolife everyday maintenance, but all of these are the very
[01:44:34.000 --> 01:44:41.000]  cutting-edge, top-of-the-line probiotics and digestive enzymes at an extremely affordable price.
[01:44:41.000 --> 01:44:47.000]  That is my goal here, is to bring you the very best at the lowest price.
[01:44:47.000 --> 01:44:57.000]  When you purchase it at InfowarsLife.com, you know you are also financing the attack on the globalist and the defense of our republic and freedom worldwide.
[01:44:57.000 --> 01:45:01.000]  Alex Jones here to tell you about how you can help spread liberty worldwide,
[01:45:01.000 --> 01:45:07.000]  while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:45:07.000 --> 01:45:11.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico,
[01:45:11.000 --> 01:45:15.000]  where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:45:15.000 --> 01:45:20.000]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:45:20.000 --> 01:45:27.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at InfowarsLife.com.
[01:45:27.000 --> 01:45:34.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:45:34.000 --> 01:45:41.000]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:45:41.000 --> 01:45:45.000]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:45:45.000 --> 01:45:51.000]  Available in original or with our immune support infusion blend, you will be supporting a free press.
[01:45:51.000 --> 01:45:55.000]  All the while enjoying a truly great tasting cup of my favorite coffee.
[01:45:55.000 --> 01:45:58.000]  Available at InfowarsLife.com.
[01:45:58.000 --> 01:46:04.000]  InfowarsLife Brain Force Plus is our number one selling product by Leafs and Mounds, and for a good reason.
[01:46:04.000 --> 01:46:08.000]  Going back about five years ago, we did research on what top-selling new tropics were,
[01:46:08.000 --> 01:46:13.000]  what were most popular, what were best, what people liked, and we made it even stronger.
[01:46:13.000 --> 01:46:18.000]  Then we cut the price because leading competitors have five to seven times markup.
[01:46:18.000 --> 01:46:21.000]  We only have 150%, and then it helps funder operation.
[01:46:21.000 --> 01:46:24.000]  Well, now it's 50% off.
[01:46:24.000 --> 01:46:33.000]  That means we've got a 25% markup, and we've got it paired with the real red pill that takes about seven days to kick in.
[01:46:33.000 --> 01:46:38.000]  Brain Force takes about 30 minutes, but the two go together, it's the mind and body challenge.
[01:46:38.000 --> 01:46:48.000]  They're both 50% off individually or together they're 50% off and free shipping with the combo at InfowarsLife.com.
[01:46:48.000 --> 01:46:53.000]  But it's got to end in a couple days because both of these best sellers are about to sell out.
[01:46:53.000 --> 01:46:58.000]  InfowarsLife.com to get your Brain Force Plus and real red pill today.
[01:46:58.000 --> 01:47:04.000]  You're listening to the Alex Jones Show.
[01:47:19.000 --> 01:47:24.000]  Live from the Infowars.com studios, it's Alex Jones.
[01:47:24.000 --> 01:47:32.000]  It's exciting to be alive and it's exciting to be here at the Infowars Studios in Austin, Texas.
[01:47:32.000 --> 01:47:37.000]  My name's Mike Adams. You know me as the health ranger, publisher of natural news and many other websites.
[01:47:37.000 --> 01:47:40.000]  I'm a fill-in host today for the show.
[01:47:40.000 --> 01:47:48.000]  It's great to be back here on Infowars.com fighting for liberty, fighting for freedom of speech in this time when we are under such intense attack.
[01:47:48.000 --> 01:47:51.000]  We've had many great callers. We're going to go to more calls as well.
[01:47:51.000 --> 01:47:57.000]  I just want to thank all of you for listening and calling in, sharing your thoughts and your prayers for what we're doing.
[01:47:57.000 --> 01:48:01.000]  You can support us, of course, at InfowarsStore.com.
[01:48:01.000 --> 01:48:05.000]  10% off everything if you go with auto-ship.
[01:48:05.000 --> 01:48:09.000]  Now, if I were shopping on InfowarsStore.com, I would choose the auto-ship.
[01:48:09.000 --> 01:48:17.000]  I'd just get another 10% off. Best deal ever because it allows the store to plan their inventory so they don't run out of products.
[01:48:17.000 --> 01:48:20.000]  That's why they're willing to give you the extra 10% off.
[01:48:20.000 --> 01:48:27.000]  Frankly, the profit margin on a lot of these is so small that a 10% discount might be actually 50% of the profit.
[01:48:27.000 --> 01:48:32.000]  It's a great deal. Check it out at InfowarsStore.com.
[01:48:32.000 --> 01:48:38.000]  Parkland Hero, one of the students who was shot, named Anthony Borges.
[01:48:38.000 --> 01:48:41.000]  He's from the Marjorie Stoneman Douglas High School.
[01:48:41.000 --> 01:48:49.000]  He came out of the hospital yesterday. He was shot five times, I believe, and he has issued a statement condemning the Broward County Sheriff's Office
[01:48:49.000 --> 01:48:51.000]  and their lack of response.
[01:48:51.000 --> 01:48:57.000]  He said, quote, I want to thank you for visiting me at the hospital, but I want to say that both of you failed us.
[01:48:57.000 --> 01:49:02.000]  Failed us students, teachers, and parents alike on so many levels.
[01:49:02.000 --> 01:49:06.000]  This was a statement, I believe, from his, or yeah, that was Borges' statement read by his father.
[01:49:06.000 --> 01:49:15.000]  And he was speaking to Sheriff Israel of the Broward County Sheriff's Office and Robert Runke, the superintendent of schools in Broward.
[01:49:15.000 --> 01:49:20.000]  And we got a little video clip here from Anthony. Let's go ahead and roll that and hear it in his own words.
[01:49:20.000 --> 01:49:25.000]  I don't know why I survived, and they didn't.
[01:49:25.000 --> 01:49:35.000]  But I will tell you that my family and I will dedicate the rest of our lives to seeing that something like this never happens again.
[01:49:35.000 --> 01:49:39.000]  To the other injured, I hope you are recovering well.
[01:49:39.000 --> 01:49:44.000]  We have the responsibility to tell the world what happened here.
[01:49:44.000 --> 01:49:56.000]  To Sheriff Israel of the Broward County Sheriff's Office and Robert Runke, the superintendent of the schools and schools in Broward.
[01:49:56.000 --> 01:50:06.000]  I want to thank you for visiting me at the hospital, but I want to say that both of you failed us students, teachers, and parents alike on so many levels.
[01:50:06.000 --> 01:50:10.000]  There we go. That's all we want to get was that statement right there.
[01:50:10.000 --> 01:50:20.000]  I wouldn't be surprised if they followed it up and said, and this is why we all need to be armed because we can't count on you, you Broward County Sheriff's people and deputies and so on.
[01:50:20.000 --> 01:50:27.000]  I mean, you stood down, okay? You stood down outside the building while children being shot up and bleeding out, okay?
[01:50:27.000 --> 01:50:32.000]  Let's just be honest about it. You stood down when it's your job to run in there.
[01:50:32.000 --> 01:50:46.000]  It's your job to run toward the gunfire. It's your job to save lives when those lives are being threatened by deranged shooters or bombers or people using vehicles as weapons or people stabbing others, whatever the case may be.
[01:50:46.000 --> 01:50:50.000]  Your job is to go toward the danger and stop the violence.
[01:50:50.000 --> 01:51:05.000]  That's why you carry guns as Sheriff's deputies and that's why we carry guns as citizens is to stop the violence. To stop the violence. I don't know about you, but if I had been there, I wouldn't have been ducking and covering outside the school.
[01:51:05.000 --> 01:51:11.000]  I would have been running in there. Try to find out who's doing the shooting and how do we stop them?
[01:51:11.000 --> 01:51:21.000]  You know, all you got to do is pin them down and wait for help to arrive. Even if you can't hit them with your own gunfire, at least you can make them think twice about, hey, why am I here? Why am I doing this?
[01:51:21.000 --> 01:51:25.000]  Return fire, people. It's not a complicated concept.
[01:51:25.000 --> 01:51:31.000]  Washington Post deletes an article on Mueller witness being a pedophile.
[01:51:31.000 --> 01:51:43.000]  This is from Daily Wire, I believe. Washington Post had a report that talked about how this witness was a pedophile and they memory hold the article.
[01:51:43.000 --> 01:51:54.000]  It was originally published on March 15th and it documented George Nader's quote, 15-year-old pedophilia conviction in Europe that has not been previously reported, but they scrubbed it.
[01:51:54.000 --> 01:52:04.000]  What do you know? A little protectionism going on there, maybe? Protecting the Mueller's witnesses? Yeah, that's what it sounds like to me.
[01:52:04.000 --> 01:52:11.000]  Alright, scroll that number down here. Okay, we're going back to Trish in New York, the freelance journalist we were talking to.
[01:52:11.000 --> 01:52:22.000]  Trish, thank you for holding during the break. You were going to tell us that you learned many years ago how the Syria war was going to be engineered to continue, right? That's what it sounds like.
[01:52:22.000 --> 01:52:32.000]  Well, on February 1st of 2013, this was after the whole phony Arab Spring had been the second one.
[01:52:32.000 --> 01:52:42.000]  There was one in 2005 that was an utter failure, so they kind of let it sort of disappear out of the media and they resurrected it in 2011.
[01:52:42.000 --> 01:52:57.000]  And anyway, we heard through Whisper or whatever you want to call it of military people. On February 1st, I gave this interview at the UN with this outlet called Heat in the Middle East, ICAST News.
[01:52:57.000 --> 01:53:08.000]  And I said, you know, the first big date is going to be the 10th anniversary of the Iraq War, which was around March 19th or 20th of 2013.
[01:53:08.000 --> 01:53:23.000]  And that did indeed happen. And what happened was, there was verified sarin that killed a lot of Assad's troops up on the Turkish border in a small town called Konalassil.
[01:53:23.000 --> 01:53:32.000]  Well, you're getting into a lot of details here, and I respect your call. But let me just ask you, in the interest of time here, where do you think this is going in the next step?
[01:53:32.000 --> 01:53:39.000]  Because Trump wants to pull out of Syria, he said, but now it seems like there may be forces that want to bring him back into it. What do you think is going to happen next?
[01:53:39.000 --> 01:53:53.000]  Well, I think if you really wanted to pull out of Syria, I don't think that you would put John Bolton in your cabinet, because he used to stand at the United Nations and literally threatened Syrian Iran with nuclear weapons,
[01:53:53.000 --> 01:54:00.000]  that he was going to bomb them with nuclear weapons. And we know his role in the Iraqi WMD situation.
[01:54:00.000 --> 01:54:07.000]  There's a lot more that we want to ask you, and we've run out of time for this episode today. Could you stay on the line?
[01:54:07.000 --> 01:54:12.000]  Producers would like to talk to you, but see if you could contribute more to this ongoing conversation. Is that okay, Trish?
[01:54:12.000 --> 01:54:16.000]  Sure. By the way, the interview was banned by the UN.
[01:54:16.000 --> 01:54:21.000]  Why am I not surprised? Probably banned by YouTube as well. But thank you for your call, Trish. That's fantastic.
[01:54:21.000 --> 01:54:35.000]  Now, there's another caller. I can't see it on the call screen, but is someone who want to talk about made-up disease names, I believe? Is that the caller that we have here?
[01:54:35.000 --> 01:54:45.000]  Okay. If not, go to Nelson in Florida. Nelson in Florida, Make America Great Again Project. Nelson, you're live on the show. Go ahead.
[01:54:45.000 --> 01:54:58.000]  I'd like to take my call. I want to help make America Great Again Project. And the goal of the project is a community awareness project to bring to life the problems with our food, water, energy, and education.
[01:54:58.000 --> 01:55:05.000]  And I know you're a big advocate for our food. And we need to get our communities thinking, become self-sufficient again.
[01:55:05.000 --> 01:55:12.000]  We need to do this by building these state-of-the-art indoor farms. I'm sure you see them there everywhere. They're fantastic. That's the way we need to grow our food.
[01:55:12.000 --> 01:55:21.000]  Our soils are corrupted. Our water is corrupted. Everything that's in our stores is corrupted. So I'm looking to bring a little shed a little light on this project.
[01:55:21.000 --> 01:55:30.000]  This is where it has to start. Every community has to make this decision to take it upon themselves to get control of our health. That's our foundation. We cannot do anything without our health.
[01:55:30.000 --> 01:55:37.000]  Oh, you are nailing it. But so many people love to be a borg enslaved to the system where their doctor tells them, here, take these anti-depression drugs.
[01:55:37.000 --> 01:55:47.000]  Here, eat this junk food. Here, take this chemotherapy. They love it. People are afraid to take responsibility for their own lives. I'm sure you see that too, right?
[01:55:47.000 --> 01:55:55.000]  I see that. But I also see the change coming. I did this all last season in Blue Ridge, Georgia, the Blue Ridge Mountains up there.
[01:55:55.000 --> 01:56:07.000]  And people are ready to make the change. People know our food is corrupted. I tell you, 85% of the people understand this. So it's got to do it. You know as well as I do. There's no choice.
[01:56:07.000 --> 01:56:14.000]  You're right. Excellent call, Nelson. Excellent point. Self-reliance. We need local food. We need to take responsibility for the food we're growing.
[01:56:14.000 --> 01:56:24.000]  Don't let some foreign corporation infect us with what's in the food or what's in the vaccines. Because a lot of unsafe ingredients there, we have to take responsibility.
[01:56:24.000 --> 01:56:34.000]  There's one more call I want to take. We're about out of time, but Mark in California, you're on the air. Mark, make it quick, please. And thank you for holding. What do you want to say about medical drugs?
[01:56:34.000 --> 01:56:38.000]  Yeah, was that operator defiant disorder?
[01:56:38.000 --> 01:56:40.000]  It was oppositional defiant disorder.
[01:56:40.000 --> 01:56:48.000]  Okay, oppositional. Yeah, because I know there's a no more fake news dot com guy, John Rappaport.
[01:56:48.000 --> 01:56:59.000]  Yeah, I like how he didn't get down and makes it simple for slower listeners that you guys have, such as myself. It's toxic psychiatry as his book.
[01:56:59.000 --> 01:57:05.000]  And we can go to these city council meetings and pass out these good books.
[01:57:05.000 --> 01:57:13.000]  Absolutely, yeah. And if we take enough psych drugs, we can go to city council meetings and just pass out. But thank you for your call, Mark.
[01:57:13.000 --> 01:57:20.000]  Sorry to cut you off because we're just about out of time here. The show is wrapping up here for today. Thank I want to say thank you to all the callers.
[01:57:20.000 --> 01:57:24.000]  Thank you to all the listeners, all of you who are sharing these links.
[01:57:24.000 --> 01:57:29.000]  My name is Mike Adams filling in for Alex Jones today. There's a lot more straight ahead tomorrow.
[01:57:29.000 --> 01:57:39.000]  And I've got a show coming up called deconstructed here at the info war studios, Alex Jones, Owen shroyer and Rob do many more coming up next week.
[01:57:39.000 --> 01:57:47.000]  The big event is Tuesday. So don't miss it info wars.com. Thank you all today. It's great to be with you.
[01:57:47.000 --> 01:58:01.000]  It's been sold out for months and now it's back. It's Michael ZX plus lower price, more ingredients because we scaled up signed to your contract with even bigger organic manufacturer and producer scalability.
[01:58:01.000 --> 01:58:10.000]  But now we're able to go at 50% off to $27 instead of $39 50% off because there's a lot of product and a lot of ingredient Michael ZX.
[01:58:10.000 --> 01:58:21.000]  Now it's the other side of the equation. Everybody thinks about probiotics. Now great they are for your gut because you have toxins in the environment, pesticides, herbicides, but more importantly than bad bacteria, the probiotics help this place.
[01:58:21.000 --> 01:58:37.000]  Yeast mold creates slime walls. And once the candida and the yeast and the mold and all that get in there, it causes all sorts of serious issues. Well, this has got a bunch of concentrated herbs in it and compounds known to destroy that slime wall.
[01:58:37.000 --> 01:58:48.000]  Don't wait to start detoxifying your body until it's too late. Pick up a bottle of the new and improve Michael ZX plus now from the info wars store.
[01:58:48.000 --> 01:59:08.000]  I want to plow into all of this. I'm going to spend a few minutes here first just encouraging listeners to understand that when you buy t shirts or water filtration systems or books or videos or other material from info wars store.com, you are funding the revolution.
[01:59:08.000 --> 01:59:21.000]  I mean, I cannot say it any clear. And so it is essential that you purchase the products at info wars store.com. I don't want to thank everybody that has, but we've got the best fluoride free toothpaste with colloidal silver and with high quality atomic iodine.
[01:59:21.000 --> 01:59:33.000]  And you cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones. That's my dad, the colloidal silver and iodine as well info wars life.com or triple a two five three three one three nine.
[01:59:33.000 --> 01:59:43.000]  And your purchase of the products stands with us stands with America stands with Trump stands against the globalists and their satanic pedophile armies. And that's who they are. And they know we know who they are.
[01:59:43.000 --> 02:00:04.000]  And they're coming back against us. We need your support. You're listening to the Alex Jones show.
