[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[27:22.380 --> 27:25.380]  previously donated to Biden and other Democrats.
[27:25.380 --> 27:28.380]  Oh, I'm sure there's no conflict of interest there.
[27:28.380 --> 27:31.380]  Trump refused to prosecute Hillary Clinton.
[27:31.380 --> 27:33.380]  Democrats have no such restraint.
[27:33.380 --> 27:35.380]  Bingo!
[27:35.380 --> 27:37.380]  Bingo!
[27:37.380 --> 27:38.380]  That's the Federalist headline.
[27:38.380 --> 27:40.380]  Trump refused to prosecute Hillary Clinton.
[27:40.380 --> 27:42.380]  Democrats have no such restraint.
[27:42.380 --> 27:44.380]  Exactly.
[27:44.380 --> 27:48.380]  And I guess Trump either learned that the hard way or he wanted to give him a shot
[27:48.380 --> 27:52.380]  to show that they didn't have to be so corrupt.
[27:52.380 --> 27:54.380]  Well, now look at where he's at.
[27:54.380 --> 27:58.380]  Trump fundraising efforts after indictment pay off with over 4 million raised.
[27:58.380 --> 28:00.380]  It's actually over 5 million now.
[28:00.380 --> 28:03.380]  So this whole thing of, oh, it hurt Trump, it hurt Trump, well, yeah,
[28:03.380 --> 28:05.380]  I mean, maybe he doesn't want to go through this,
[28:05.380 --> 28:10.380]  but as far as his campaign is concerned, it has not hurt that at all.
[28:10.380 --> 28:12.380]  If anything, it's helped it.
[28:12.380 --> 28:17.380]  Trump attorneys believe Soros funded DA will impose gag order on Trump today,
[28:17.380 --> 28:19.380]  will prevent him from campaigning.
[28:19.380 --> 28:22.380]  I think the more likely scenario, I mean, that would be so extreme,
[28:22.380 --> 28:25.380]  I almost wish they would.
[28:25.380 --> 28:27.380]  I think the more likely scenario is they just say,
[28:27.380 --> 28:30.380]  you're not allowed to talk about this case.
[28:30.380 --> 28:33.380]  That's kind of a typical thing that they do.
[28:33.380 --> 28:36.380]  It's been done to me, it's been done to others.
[28:36.380 --> 28:41.380]  So I think that's the more likely scenario.
[28:41.380 --> 28:44.380]  But go ahead, I hope they ban Trump from campaigning.
[28:44.380 --> 28:46.380]  Just keep showing us how corrupt you are.
[28:46.380 --> 28:49.380]  And then Trump's big mouth could send him to jail.
[28:49.380 --> 28:52.380]  So they are going to play, they are planning on gagging him
[28:52.380 --> 28:57.380]  just to what degree we'll have to see.
[28:57.380 --> 29:00.380]  We'll talk with Pete Santilli next.
[29:00.380 --> 29:03.380]  Ladies and gentlemen, we have a new toothpaste
[29:03.380 --> 29:07.380]  that my dad, a retired dentist and oral surgeon, developed.
[29:07.380 --> 29:11.380]  Dr. Jones Naturals Turmeric toothpaste that just came into stock.
[29:11.380 --> 29:14.380]  And I got to tell you, I got samples of this months ago and it is amazing.
[29:14.380 --> 29:18.380]  The way it makes your gums feel, what it does to your mouth, is insane.
[29:18.380 --> 29:21.380]  We know turmeric is an antioxidant and anti-inflammatory
[29:21.380 --> 29:23.380]  and does such great things for the body.
[29:23.380 --> 29:26.380]  Then you add that with tea tree oil and a bunch of other essential oils,
[29:26.380 --> 29:28.380]  it is just dynamite.
[29:28.380 --> 29:32.380]  It is so good to detox and attack inflammation in your mouth.
[29:32.380 --> 29:36.380]  I want to challenge everybody to try the new toothpaste at Infowarsstore.com.
[29:36.380 --> 29:39.380]  Dr. Jones Naturals Turmeric toothpaste.
[29:39.380 --> 29:42.380]  And while you are at it, check out the new Ashwagandha line of products.
[29:42.380 --> 29:45.380]  We have Ashwagandha with black pepper extract for your libido,
[29:45.380 --> 29:47.380]  your testosterone in pill form.
[29:47.380 --> 29:51.380]  And we have the pure Ashwagandha root gummies as well,
[29:51.380 --> 29:53.380]  now available at Infowarsstore.com.
[29:53.380 --> 29:55.380]  They are amazing products and they fund the Infowar.
[29:55.380 --> 29:58.380]  Take action now at Infowarsstore.com.
[29:59.380 --> 30:06.380]  I intend to take the Infowars armored truck out,
[30:06.380 --> 30:08.380]  or the Infowars tank as it is so lovingly called.
[30:08.380 --> 30:11.380]  You came through yesterday and shopped at Infowarsstore.com,
[30:11.380 --> 30:13.380]  so I am going to be able to take the truck out.
[30:28.380 --> 30:30.380]  I hope you enjoyed this video.
[30:30.380 --> 30:32.380]  If you did, please subscribe to my channel.
[30:32.380 --> 30:34.380]  Thank you for watching and see you in the next video.
[30:59.380 --> 31:02.380]  We now have three new game changing products
[31:02.380 --> 31:04.380]  that are in stock at Infowarsstore.com.
[31:04.380 --> 31:07.380]  And one of our best selling products sold out for over a year,
[31:07.380 --> 31:08.380]  that's now back in stock.
[31:08.380 --> 31:11.380]  Our prebiotic, does he any introduction,
[31:11.380 --> 31:14.380]  does such amazing things for your gut flora, your overall health.
[31:14.380 --> 31:17.380]  What it does is essential, go read about it at Infowarsstore.com.
[31:17.380 --> 31:20.380]  And now, the fourth toothpaste designed by my dad,
[31:20.380 --> 31:23.380]  the last two were big hits, this one is really special.
[31:23.380 --> 31:26.380]  It's turmeric concentrate with a bunch of other essential oils
[31:26.380 --> 31:29.380]  and so much more to take your mouth's health to the next level.
[31:29.380 --> 31:33.380]  We also have high quality ashwagandha root for your libido, your stamina,
[31:33.380 --> 31:37.380]  your testosterone with black pepper extract to accelerate it as a pill.
[31:37.380 --> 31:40.380]  And we have ashwagandha root gummies as well.
[31:40.380 --> 31:42.380]  Very strong, very powerful.
[31:42.380 --> 31:45.380]  Now in stock at Infowarsstore.com.
[31:45.380 --> 31:47.380]  Go there, experience these great products and others
[31:47.380 --> 31:49.380]  and fund the Infowars.
[31:49.380 --> 31:52.380]  The only way we fail is not taking action.
[31:52.380 --> 31:53.380]  God bless you.
[31:53.380 --> 31:55.380]  Please visit Infowarsstore.com
[31:55.380 --> 31:58.380]  and experience these powerful products for yourself.
[32:23.380 --> 32:27.380]  Infowarsstore.com to get a signed or unsigned copy
[32:27.380 --> 32:29.380]  of my book, The Great Reset in the War for the World.
[32:29.380 --> 32:32.380]  Ultimate Bone Broth, Back in Stock, Nitric Boost,
[32:32.380 --> 32:36.380]  the amazing CBD oil we have that's the highest quality
[32:36.380 --> 32:39.380]  you're going to find anywhere at more than half off.
[32:39.380 --> 32:43.380]  It's all available at Infowarsstore.com, some of the very best products.
[32:43.380 --> 32:45.380]  And a lot of you have never shopped at Infowarsstore.
[32:45.380 --> 32:47.380]  You've been watching for years, you've been listening for years,
[32:47.380 --> 32:50.380]  but you've never taken the step to go to Infowarsstore.
[32:50.380 --> 32:53.380]  These are great products that really work and are amazing.
[32:53.380 --> 32:54.380]  Plus they keep us on air.
[32:54.380 --> 32:56.380]  So again, please take action.
[32:56.380 --> 32:59.380]  Go to Infowarsstore.com today and I thank you.
[33:00.380 --> 33:04.380]  Leading a frontal assault on the lies of the New World Order.
[33:04.380 --> 33:06.380]  It's Alex Jones.
[33:20.380 --> 33:22.380]  You want to stop tyranny?
[33:22.380 --> 33:24.380]  Well, so does he.
[33:24.380 --> 33:26.380]  It's Alex Jones.
[33:26.380 --> 33:29.380]  And now, your host, Owen Troyer.
[33:33.380 --> 33:35.380]  Pete Santilli joins us.
[33:35.380 --> 33:40.380]  The story is live right now at PeterSantilli.com.
[33:40.380 --> 33:43.380]  Emergency motion filed with Judge Juan Marchand
[33:43.380 --> 33:47.380]  to stop prosecution of President Donald J. Trump.
[33:47.380 --> 33:51.380]  Pete, you have filed this today.
[33:51.380 --> 33:53.380]  Tell us what this is all about.
[33:54.380 --> 33:58.380]  You know, I just caught the tail end as I was coming into the studio.
[33:58.380 --> 34:02.380]  I caught the tail end of what you were saying about, you know,
[34:02.380 --> 34:06.380]  why all this hullabaloo about, you know, President Trump.
[34:06.380 --> 34:08.380]  I absolutely agree with you.
[34:08.380 --> 34:13.380]  Not that I don't respect or not that I'm not going to vote for President Trump,
[34:13.380 --> 34:17.380]  but guess what? I've put the center of focus on myself.
[34:17.380 --> 34:20.380]  I've put the center of focus on we, the voters.
[34:20.380 --> 34:23.380]  And this is not about President Trump because I'm here to tell you,
[34:23.380 --> 34:28.380]  nowhere in the US Constitution does it say that a presidential candidate
[34:28.380 --> 34:30.380]  has constitutional rights.
[34:30.380 --> 34:32.380]  Now, here's the issue.
[34:32.380 --> 34:34.380]  I'm already full-blown Trumpian.
[34:34.380 --> 34:35.380]  That's up to me.
[34:35.380 --> 34:39.380]  Shoot, if people want to vote for Barney the purple dinosaur.
[34:39.380 --> 34:47.380]  And, you know, Jim Jordan, the feckless non-producing Fox News clip maker says,
[34:47.380 --> 34:50.380]  oh, they will go after anybody that's anti-establishment.
[34:50.380 --> 34:53.380]  No, they're going after us, folks.
[34:53.380 --> 34:55.380]  They want to remove my vote.
[34:55.380 --> 34:59.380]  Now, I'm going to mention my name, but anyone can subscribe to this.
[34:59.380 --> 35:04.380]  In 2024, I'm going to cast a vote for President Donald J. Trump.
[35:04.380 --> 35:05.380]  Why?
[35:05.380 --> 35:10.380]  Because it states very clearly in the Constitution that I have a right to do so.
[35:10.380 --> 35:14.380]  They keep saying that there's nothing in the Constitution that says we don't have voter rights.
[35:14.380 --> 35:15.380]  But guess what?
[35:15.380 --> 35:20.380]  The Declaration of Independence opens up very, very clearly
[35:20.380 --> 35:25.380]  that we hold these truths to be self-evident,
[35:25.380 --> 35:30.380]  that all men are created equal, that they are endowed by our Creator with certain unalienable rights.
[35:30.380 --> 35:32.380]  Those are God-given rights.
[35:32.380 --> 35:38.380]  That to secure our God-given rights, governments are instituted among men.
[35:38.380 --> 35:40.380]  That's us.
[35:40.380 --> 35:44.380]  That's us casting our votes, deriving their just powers from the consent to the governed.
[35:44.380 --> 35:46.380]  Is that boring constitutional stuff?
[35:46.380 --> 35:48.380]  No, it isn't.
[35:48.380 --> 35:52.380]  In our Declaration of Independence, it even clearly states it's self-evident,
[35:52.380 --> 35:54.380]  doesn't require any further discussion.
[35:54.380 --> 35:57.380]  So I have filed an emergency motion.
[35:57.380 --> 35:58.380]  Why?
[35:58.380 --> 36:00.380]  Because you know what?
[36:00.380 --> 36:05.380]  Nobody has filed an emergency motion protecting each and every one of our God-given rights.
[36:05.380 --> 36:08.380]  This is not about President Trump, folks.
[36:08.380 --> 36:12.380]  This is about the establishment using the full force of every single government,
[36:12.380 --> 36:14.380]  using the media.
[36:14.380 --> 36:17.380]  They're going to do everything they possibly can to attack us.
[36:17.380 --> 36:19.380]  Jim Jordan is absolutely wrong.
[36:19.380 --> 36:22.380]  They're not attacking anybody who's anti-establishment.
[36:22.380 --> 36:26.380]  They're attacking we the people who are anti-establishment.
[36:26.380 --> 36:33.380]  And when we vote, our consent to the governed, you know what the purpose of government is?
[36:33.380 --> 36:35.380]  There's only one.
[36:35.380 --> 36:37.380]  It's to protect our God-given rights.
[36:37.380 --> 36:42.380]  We vote for people who we think are going to protect our God-given rights.
[36:42.380 --> 36:44.380]  Right now, I only know of one person.
[36:44.380 --> 36:46.380]  I only trust one person, but that's me.
[36:46.380 --> 36:50.380]  But the bottom line is what they're attempting to do is to take away my right to vote.
[36:50.380 --> 36:55.380]  So I filed this motion, and not because I want to threaten the judge or anything like that.
