[00:00.000 --> 00:08.160]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[31:34.000 --> 31:44.000]  Beat the shopping rush by visiting us at gusset.com and join our email newsletter to receive some great holiday discounts.
[31:44.000 --> 32:06.000]  And paying no attention to political correctness, Diamond Gusset wants to wish you all a merry Christmas. Thanks for believing in our dream, the original 100% American made Diamond Gusset Jean.
[32:15.000 --> 32:24.000]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[32:24.000 --> 32:34.000]  Infowarslife.com is very excited to announce our biggest run yet of Silver Bullet colloidal silver exclusively available at Infowarslife.com.
[32:34.000 --> 32:50.000]  Infowarslife.com has taken colloidal silver to the next level using a cutting edge technique that is free of toxic artificial additives. Now more than ever, it's important to stock up on high quality Silver Bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[32:50.000 --> 33:10.000]  Secure your Silver Bullet today at Infowarslife.com or by calling toll 3-888-2533139.
[33:10.000 --> 33:20.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the Infowar.
[33:40.000 --> 33:58.000]  That's one and all and you can hear Tommy Lee on the drums. The new album available right now at the Smashing Pumpkins Nexus.com website.
[33:58.000 --> 34:09.000]  We're going to send a tweet out to that website right now. Let's see everybody go there and buy the album because believe me they have targeted Billy and his organization because of them speaking out on a whole bunch of issues.
[34:09.000 --> 34:24.000]  What they call loose cannons, they want people that will submit and go along with their whole agenda. Billy I want to thank you for the gift of my Bohemian Grove security shirt and real badge, I mean real shoulder patch.
[34:24.000 --> 34:30.000]  When I wear that out people say who in the world do you work for?
[34:30.000 --> 34:45.000]  That is awesome Billy. I want to get back to what you said about Ferguson and more on the album before you have to leave us in that airport you're sitting in right now.
[34:45.000 --> 34:55.000]  But Tommy Lee, I had heard from folks that he was awake. I had heard from somebody that worked with him on a TV show behind the scenes that he was all aware of the New World Order.
[34:55.000 --> 35:00.000]  I know you don't want to speak for him personally but can you repeat what you told me during the break?
[35:00.000 --> 35:15.000]  No Tommy's eyes are wide open and you talked a lot of artists off record and I've talked about that. I think the general public would be shocked how much of the entertainment world is awake and it's because they're behind the Wizards curtain.
[35:15.000 --> 35:23.000]  Joe Perry is fully awake. I need to call him today but a lot of folks are. Go ahead.
[35:23.000 --> 35:31.000]  I think the difficulty is these paradigms have been set up where it's like you have to stare down the barrel of a particular gun in this case your career.
[35:31.000 --> 35:37.000]  Like I said, what's the new paradigm? You're going to get digitally assassinated.
[35:37.000 --> 35:47.000]  I know there would be some people particularly in Rock and Roll World that will roll their eyes at these kind of assertions but there's a reason that the great artists get marginalized.
[35:47.000 --> 35:54.000]  They're sucked into things that have nothing to do with their music and I'm literally everything I say now is trolled for quotes.
[35:54.000 --> 35:58.000]  And I'm not saying it's all political, some of it's just dumb stuff.
[35:58.000 --> 36:08.000]  But the fact of the matter is this whole business has risen up around entertainment and big business but it ultimately is about the disenfranchising of the artist's vote in the culture.
[36:08.000 --> 36:13.000]  In that sense the constant message is artist's voices don't matter.
[36:13.000 --> 36:22.000]  When you look at what Jimi Hendrix represented as opposed to your normal average politician, you tell me who's the more honorable person.
[36:22.000 --> 36:32.000]  Well it's obviously Jimi Hendrix following his soul, his heart, trailblazing, creating heavy rock, heavy metal. I'm a true pioneer.
[36:32.000 --> 36:46.000]  Right and so that's what I'm trying to say is from cradle to grave there are systems in place, you pick them, now it's common core, the scholarship programs.
[36:46.000 --> 36:52.000]  They're meant to take anybody who's too bright, too smart and make sure they're corralled into a system from the get-go.
[36:52.000 --> 37:01.000]  And God forbid you exist outside that system and prosper as you and I have and bless the Lord for the gifts he's given us.
[37:01.000 --> 37:07.000]  And I think both of us, and I know we've talked about this, we feel a great responsibility to turn those gifts around to serve others.
[37:07.000 --> 37:14.000]  And if it kills us, it kills us but at the end of the day we've got to trust the band upstairs.
[37:14.000 --> 37:28.000]  There's a greater purpose here at play and if what we watch on the old systems, the mainstream media systems, if that's truth, I don't want to live in that world anyway.
[37:28.000 --> 37:38.000]  That's beautifully said, I don't want to live in that world anyway because it is a fraud, it is a lie. I feel so empowered, not that I have all the answers, I make a lot of mistakes.
[37:38.000 --> 37:44.000]  I say stupid stuff sometimes. I hear my show rebroadcast and go, oh my God, that sounds horrible. I don't mean that.
[37:44.000 --> 37:53.000]  But at the same time, my heart's true. I'm trying to tell the truth and more of what I say turns out to be accurate than what dinosaur media says and it resonates with people.
[37:53.000 --> 38:01.000]  And then I just don't want to let them down. It's humbling to know there's so many good people that are awake now and looking for me for leadership or whoever.
[38:01.000 --> 38:12.000]  I don't think that's where the leadership is. It's in our hearts, it's in our souls, it's in following our gut, it's in doing the right thing and it's in doing the opposite of what mainstream dinosaur media says.
[38:12.000 --> 38:21.000]  I want to ask you about this. Where do you and your gut, Billy, as you said the world's on fire, the previous album, where do you and your gut think civilization's really going?
[38:21.000 --> 38:29.000]  Are we going to survive? Will we make it to the next Renaissance and beyond? And what do you think that fight's going to look like?
[38:29.000 --> 38:43.000]  I hold my breath on that one. There's a big fight coming. It's one thing to listen to you talk about, seeing the documents and executive orders that we don't know about.
[38:43.000 --> 38:52.000]  And yesterday, I think you had on your site about this idea that it's now legal to spy on everyone everywhere for the end time and all this kind of stuff.
[38:52.000 --> 39:00.000]  These systems are going to double and triple down because they have no alternate plan, you understand?
[39:00.000 --> 39:11.000]  They've been in power for a very long time and whoever's pulling those levers, when a baseball team loses, they go, we'll come back next year and we'll rebuild.
[39:11.000 --> 39:22.000]  These guys are in it to win. Sometimes when I'm sitting around a table and your name comes up, I say some things that I've learned through you and through other people.
[39:22.000 --> 39:31.000]  They get into games about accuracy. How can you know that that's true? And all I got to say again and again is, look, come on, something's off here.
[39:31.000 --> 39:38.000]  Something's wrong. And people like you, people like me, we don't have to be accurate. It's not our job. Our job is not to be perfect.
[39:38.000 --> 39:45.000]  We don't hold ourselves up to be perfect. We don't hold ourselves up to be capers or tooth tellers or something like that.
