[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:24:12.839 --> 00:24:27.274]  When I sit here every day at night, getting ready, doing research, during the morning, getting ready, doing research, coming in, looking at hundreds of news articles that they've printed off, many of which I haven't seen, trying to just gauge it all,
[00:24:30.956 --> 00:24:46.580]  And then going out and seeing the billboards, and hearing the radio, and seeing the entertainment TV shows, and hearing people talk, and seeing propaganda at every level, and to see people captured in a scientific technotronic technocracy.
[00:24:46.580 --> 00:24:50.800]  That's the elite's name for worldwide scientific dictatorship.
[00:24:50.800 --> 00:24:54.121]  Just Google, Davos calls for scientific dictatorship.
[00:24:54.121 --> 00:24:57.322]  You'll get articles with them saying that six years ago.
[00:24:59.773 --> 00:25:02.335]  Club of Rome wrote about it in 1963!
[00:25:02.335 --> 00:25:14.305]  I used to go to the microfilm at the UT library and pull this stuff out just to come read it on air and people didn't believe me in 1996, 97, 98.
[00:25:14.305 --> 00:25:21.071]  So I said, I'm going to try to have a webcam that's good enough to show people these newspaper printouts and these documents.
[00:25:22.790 --> 00:25:31.332]  Because back when they thought they had the public in the 60s, man, they were like, we're going to have UN troops on the streets, we're going to take all the guns, we're going to end the family.
[00:25:31.332 --> 00:25:34.873]  This was in the Washington Post.
[00:25:34.873 --> 00:25:38.874]  We're going to have 10 FEMA regions.
[00:25:38.874 --> 00:25:44.955]  I wish I could find that somewhere in my archives, which is a bunch of storage facilities.
[00:25:44.955 --> 00:25:47.955]  Try to consolidate from like seven of them down to three.
[00:25:47.955 --> 00:25:49.876]  And the actual New York Times.
[00:25:51.240 --> 00:25:54.463]  Actual New York Times.
[00:25:54.463 --> 00:25:58.987]  I had the microfilm of it and then it was Bernadine Smith.
[00:25:58.987 --> 00:26:02.110]  She ran the Second Amendment Foundation out in California.
[00:26:02.110 --> 00:26:08.015]  That lady mailed me the actual New York Times from 1937 with the 10 regions of FEMA.
[00:26:08.015 --> 00:26:09.397]  Folks, they didn't set that up until 1979.
[00:26:09.397 --> 00:26:14.902]  I mean, these people aren't playing around and I'm sitting here
[00:26:16.682 --> 00:26:18.543]  Here's the allegory.
[00:26:18.543 --> 00:26:19.624]  Here's the parable.
[00:26:19.624 --> 00:26:20.385]  Here's the parallel.
[00:26:20.385 --> 00:26:22.906]  Here's the comparison.
[00:26:22.906 --> 00:26:27.849]  It'd be like if I was a police detective and they get a call about a home disturbance.
[00:26:27.849 --> 00:26:31.732]  The police go out there and a guy has killed his wife with a meat cleaver.
[00:26:31.732 --> 00:26:34.213]  They're gonna go ahead and take him into jail.
[00:26:34.213 --> 00:26:40.758]  He's gonna get charged with probably capital murder if it's premeditated.
[00:26:40.758 --> 00:26:41.958]  They go ahead and search the house.
[00:26:41.958 --> 00:26:45.661]  They go down in the basement and they see photos of all these women.
[00:26:47.205 --> 00:26:47.805]  I don't know.
[00:27:11.460 --> 00:27:14.181]  And I'm sitting here with all the admitted evidence.
[00:27:14.181 --> 00:27:15.581]  I mean, it's out in the open.
[00:27:15.581 --> 00:27:16.942]  The EU is unelected.
[00:27:16.942 --> 00:27:18.042]  I'm going to say it again.
[00:27:18.042 --> 00:27:19.482]  The EU is unelected.
[00:27:19.482 --> 00:27:22.703]  The United Kingdom didn't vote to enter it.
[00:27:22.703 --> 00:27:24.364]  I'm going to cover this in the next segment.
[00:27:24.364 --> 00:27:25.824]  I have the article right here.
[00:27:25.824 --> 00:27:31.506]  It's now threatening to dissolve, and Kurt's article's good, but it just should be.
[00:27:33.874 --> 00:27:34.635]  Bombshell!
[00:27:34.635 --> 00:27:37.437]  EU moves to dissolve member state militaries.
[00:27:37.437 --> 00:27:39.178]  Goes into full coup mode.
[00:27:39.178 --> 00:27:45.383]  Dissolving... I mean, it's like in Star Wars Episode 4, when Governor Tarkin... Can we cue that up?
[00:27:45.383 --> 00:27:47.305]  One of the movie clip sites.
[00:27:47.305 --> 00:27:57.573]  Governor Tarkin walks into the Death Star, and Darth Vader comes walking in, and they're arguing about how to control the local, you know, star systems with the governors.
[00:27:58.484 --> 00:28:03.225]  And with the local councils, and Governor Target says, we're dissolving the regional councils.
[00:28:03.225 --> 00:28:04.466]  He says, that's impossible!
[00:28:04.466 --> 00:28:06.626]  How will the Emperor maintain control?
[00:28:06.626 --> 00:28:15.769]  We're the regional governors, in fear of this battle station, the equivalent of a nuclear weapon.
[00:28:15.769 --> 00:28:24.131]  We actually have them putting out an official memorandum, saying you're not allowed to leave, and we're going to dissolve your militaries.
[00:28:27.912 --> 00:28:31.714]  That's their response to eight member nations saying they're moving for referendum.
[00:28:31.714 --> 00:28:38.218]  Within two days of that, they come out and say, we are preparing to take over your military.
[00:28:38.218 --> 00:28:38.739]  Stand by.
[00:28:38.739 --> 00:28:41.220]  And then the mainstream people go, it's totally normal.
[00:28:41.220 --> 00:28:43.942]  The EU showed up in the next few months.
[00:28:43.942 --> 00:28:45.043]  Oh, their commander.
[00:28:45.043 --> 00:28:47.284]  Oh, and guess who the EU commanders already are?
[00:28:47.284 --> 00:28:49.986]  NATO.
[00:28:49.986 --> 00:28:55.449]  Where Hitler couldn't succeed, NATO is about to succeed in a total European dictatorship.
[00:28:55.449 --> 00:28:56.090]  And just like
[00:28:57.287 --> 00:28:59.629]  Just like part three.
[00:28:59.629 --> 00:29:06.554]  Just like Russia was in a fight in World War I with the Germans, and World War II and the German globalists run the EU, now here it is again.
[00:29:06.554 --> 00:29:11.078]  They're busy starting a war with the Russians yet again.
[00:29:11.078 --> 00:29:22.626]  With a bunch of war-mongering, weirdo, feminist women running a whole show at our Pentagon and State Department, who've never been in combat, never been in the military, never killed anybody.
[00:29:22.626 --> 00:29:25.549]  And I'm not saying that because they can't commit atrocities and aren't tough.
[00:29:25.549 --> 00:29:25.809]  Oh, no, no.
[00:29:26.770 --> 00:29:34.253]  It's so dangerous to have people in the positions of starting wars who've never been in a war.
[00:29:34.253 --> 00:29:37.315]  Boy, that spells disaster.
[00:29:37.315 --> 00:29:47.639]  You got a bunch of weird, cocky women with big, giant, 10-carat diamond rings at the State Department talking about murdering Russians in body bags and swaggering around.
[00:29:47.639 --> 00:29:49.400]  That's crazy!
[00:29:49.400 --> 00:29:50.781]  We're on the march.
[00:29:50.781 --> 00:29:53.322]  The Empire's on the run.
[00:29:53.322 --> 00:29:56.023]  Alex Jones and the GCN Radio Network.
[00:30:00.763 --> 00:30:04.184]  Finally, the mainstream media is reporting on what we broke two years ago.
[00:30:04.184 --> 00:30:04.404]  U.S.
[00:30:04.404 --> 00:30:11.825]  Customs and Border Patrol, under pressure from the Obama administration, is purchasing bus tickets for illegals to ship them deeper into the country at taxpayers' expense.
[00:30:11.825 --> 00:30:23.748]  Local news station KRGV is now covering how the McAllen, Texas bus station is used as a transit hub for illegals Obama is bringing into the country, which Infowars.com exclusively broke in 2014 when no one else dared to report on it.
[00:30:23.748 --> 00:30:28.429]  KRGV revealed that over 100 illegals a day are being dropped off at the McAllen station.
[00:30:28.429 --> 00:30:28.629]  And, in 2014,
[00:30:30.009 --> 00:30:36.194]  InfoWars reported on how the Obama administration was ordering the Border Patrol to release illegals they've apprehended after crossing the border.
[00:30:36.194 --> 00:30:45.221]  But, as part of their release, the illegals are transported to the McAllen bus station by Border Patrol agents, who then buy them tickets to go wherever they want to go in the U.S.
[00:30:45.221 --> 00:30:49.064]  So, for example, if the illegals have relatives in Boston, that's where they get to go.
[00:30:49.064 --> 00:30:52.207]  And taxpayers are paying for this illegal smuggling operation.
[00:30:52.207 --> 00:30:56.110]  To find out more about Obama's lawlessness, visit InfoWars.com.
[00:30:56.110 --> 00:30:57.391]  This is Kit Daniels reporting.
[00:31:00.327 --> 00:31:08.594]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[00:31:08.594 --> 00:31:09.795]  A 360 win.
[00:31:09.795 --> 00:31:16.360]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at infowarshore.com.
[00:31:16.360 --> 00:31:23.886]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[00:31:24.286 --> 00:31:29.370]  Number three, we're giving you free shipping on all orders above $50.
[00:31:29.370 --> 00:31:35.455]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[00:31:35.455 --> 00:31:43.261]  Just go to InfoWarsTore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[00:31:43.261 --> 00:31:50.467]  As you know, I coined the term 360 win, and with the new auto ship feature at InfoWarsLife.com, this is a sure win.
[00:31:50.467 --> 00:31:51.288]  10% off on auto ship.
[00:31:51.428 --> 00:31:53.869]  Win, win, win at Infowarslife.com.
[00:31:53.869 --> 00:31:55.850]  Free shipping on orders above 50 bucks.
[00:31:55.850 --> 00:32:00.212]  And all out of stock items are never out of stock when you sign up for auto ship.
[00:32:00.212 --> 00:32:01.133]  Shower filters.
[00:32:01.133 --> 00:32:02.734]  We're introducing the best yet.
[00:32:02.734 --> 00:32:06.936]  The brand new ProPure ProMax high performance shower filter.
[00:32:06.936 --> 00:32:11.738]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:32:11.738 --> 00:32:18.822]  This new four stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:32:18.822 --> 00:32:20.983]  You can find more details on this amazing new filter
[00:32:21.323 --> 00:32:29.927]  Free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[00:32:29.927 --> 00:32:33.448]  When cells become toxic, they die early and aging sets in.
[00:32:33.448 --> 00:32:38.490]  No one has put together a formula that focuses directly on brain health, nerve growth factors
[00:32:38.610 --> 00:32:39.011]  We're good.
[00:33:13.323 --> 00:33:21.787]  The world is a dangerous place, not because of evil, but because of those who look on and do nothing.
[00:33:21.787 --> 00:33:26.129]  If you are receiving this transmission, you are the resistance.
[00:33:26.129 --> 00:33:30.331]  We now take you live to the Central Texas Command Center.
[00:33:30.331 --> 00:33:32.411]  It's Alex Jones.
[00:33:32.411 --> 00:33:37.794]  Take the children and yourself and hide out in the cellar.
[00:33:40.678 --> 00:33:51.407]  Lord Monckton is not just the champion globally exposing man-made global warming and the carbon tax as a world government totalitarian fraud and taxation scam.
[00:33:51.407 --> 00:34:01.696]  He is undoubtedly the chief long-term resistor of the EU dictatorship.
[00:34:01.696 --> 00:34:06.020]  You can say that Nigel Farage is now the leader of the
[00:34:08.695 --> 00:34:12.398]  Anti-EU tyranny movement.
[00:34:12.398 --> 00:34:21.123]  And what's so exciting about this is they only began to be Eurosceptics Moncton 30-something years ago, but Farage 25 years ago.
[00:34:21.123 --> 00:34:29.589]  They've only been really politically active 20 and they've already are the fastest growing party not just in the UK but Europe and just had one of the biggest political victories for sovereignty.
[00:34:30.845 --> 00:34:34.968]  And what this is going to lead to is the equivalent of the Declaration of Independence, July 4, 1776.
