[00:00.000 --> 00:26.060]  Alright.
[39:01.420 --> 39:18.420]  And then it can use that through Facebook databases to track whole groups of people and where you went and where you go and private corporations can go and the New York Times can buy from Facebook a database of everybody you ever associated with and then they call those people up
[39:18.420 --> 39:24.420]  and say hey did Alex Jones ever do anything to you and they're like I only met him at a party once for like five minutes, no.
[39:24.420 --> 39:33.420]  How do you know that? Well you're in a Facebook photo with him. I mean that's just an example of what they can do with this and how you're thinking oh it's the machine it loves me.
[39:33.420 --> 39:50.420]  There's this nice little video and text and photo album that puts together without asking you and says here's your baby in the last six months.
[39:50.420 --> 40:06.420]  And it's AI with your photos stored on a cloud in your business in your life and now making you obsolete because it's editing this together for you and it's showing you the beauty in your life.
[40:06.420 --> 40:09.420]  It's deciding though what beauty you do see.
[40:09.420 --> 40:20.420]  It's just an example of the level of the surveillance and it's admittedly going on but Tim Cook says oh you can trust me.
[40:20.420 --> 40:30.420]  Here's a headline. Smile with your eyes how to beat South Korea's AI hiring bots and land a job.
[40:30.420 --> 40:36.420]  Oh the bots decide whether they're going to hire you or not. See the computers are in full control.
[40:36.420 --> 40:43.420]  Apple apologizes for letting contractors e-drop on Siri sex recordings that was last year.
[40:43.420 --> 40:51.420]  Terrifying or not to fear Apple admits to scanning user photos presumably only to hunt for child abuse.
[40:51.420 --> 40:56.420]  Oh and to put those little albums together for you because people are involved in that as well.
[40:56.420 --> 41:00.420]  Apple admits giving governments access to thousands of iPhones and other devices.
[41:00.420 --> 41:08.420]  Oh yes. They're in China folks. They've given access to everything.
[41:08.420 --> 41:12.420]  Then you just got to ask what's wrong with big tech's eyes.
[41:12.420 --> 41:18.420]  Don't worry though. Walmart expands its robotic workforce to 650 additional stores.
[41:18.420 --> 41:22.420]  The robots surveil you. They restock. They do everything and they're getting rid of the checkout lanes.
[41:22.420 --> 41:31.420]  It's all robot and soon you'll just have a chip but again they're building a prison planet and saying we're obsolete and the world doesn't need humans anymore
[41:31.420 --> 41:39.420]  and telling us it while we march into oblivion. Why would any of us want to go along with this?
[41:39.420 --> 41:47.420]  And as humans discover that the people that work in big corporations, people that work high level at the UN, the people that work in Hollywood
[41:47.420 --> 41:52.420]  it's going to go from people not knowing to knowing but a lot of folks are going to join it just because they're scared
[41:52.420 --> 42:00.420]  hoping that it just appeases the crocodile and that it eats them last but that's not how the universe works.
[42:00.420 --> 42:05.420]  So here's the takeaway from this.
[42:05.420 --> 42:19.420]  Everything you do is being surveilled to make you obsolete and to literally build a world that doesn't need or want humans.
[42:19.420 --> 42:25.420]  In fact build a world where humans existence is threatening the machines.
[42:25.420 --> 42:29.420]  And the globalists have said everywhere they're going to merge the machines and they're going to be gods.
[42:29.420 --> 42:36.420]  What they are is delusional fools that have signed on to Satanist tricks and we live an incredible time.
[42:36.420 --> 42:44.420]  So if you love your children, if you love yourself and you love common sense, stop using the cloud, turn it off on every device, buy an old fashioned camera
[42:44.420 --> 42:51.420]  and start getting away from this beast system because it's going to become more and more evident very very quickly that being part of it doesn't give you advantages
[42:51.420 --> 42:57.420]  but it undercuts you and sabotages you with these evil corporations.
[42:57.420 --> 43:02.420]  The globalists know that I will never willingly give up.
[43:02.420 --> 43:05.420]  I've said it many times, I will never give in.
[43:05.420 --> 43:14.420]  I will never give up but I could give out and it's very very frustrating to see them committing all their crimes against humanity
[43:14.420 --> 43:22.420]  to see evil running rampant like this and to know that most Americans have already been silenced in cyberspace
[43:22.420 --> 43:27.420]  that most Americans have already been shadow banned by big tech.
[43:27.420 --> 43:39.420]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswars.com, infowars.com and banned on video
[43:39.420 --> 43:46.420]  and that people are hungry for the truth now more than ever and that if you tell people, hey, the banned truth they don't want you to have
[43:46.420 --> 43:50.420]  is at infowars.com forward slash show and banned on video.
[43:50.420 --> 43:57.420]  Take heart folks, they've had to censor everybody to show everybody down because the truth is powerful and they can't beat us fair and square.
[43:57.420 --> 44:12.420]  I keep my eye on the news all the time but I miss the fact that in late 2019, just about two weeks ago, the CDC and the FDA approved live Ebola vaccine
[44:12.420 --> 44:17.420]  to be given inside the United States and it is an experimental vaccine.
[44:17.420 --> 44:25.420]  It is live. It's not even attenuated. They've just genetically modified it so it's supposedly not lethal.
[44:25.420 --> 44:31.420]  Same stuff they did with the Gardasil vaccine that's admittedly killed and maimed so many.
[44:31.420 --> 44:40.420]  This is just crazy and the Congos had the biggest outbreaks of Ebola ever since they started giving the vaccine there in the last few years.
[44:40.420 --> 44:47.420]  Oh, and of course, open the borders up here and letting people in unfettered the Democrats distribute across the country.
[44:47.420 --> 44:54.420]  You cannot make up the magnitude of this insanity and it is an attempted Ebola assault on America.
[44:54.420 --> 44:58.420]  This is the new world order.
[44:58.420 --> 45:04.420]  It's either happened to every person listening or it's happened to someone you know.
[45:04.420 --> 45:14.420]  Everybody is well aware of the fact that most people that end up getting the flu have taken the flu vaccine right before they get it
[45:14.420 --> 45:18.420]  and that they get the worst case of the flu of their life.
[45:18.420 --> 45:27.420]  But still, like concentration camp victims, they line up at the different pharmacies and clinics to get the injections.
[45:27.420 --> 45:34.420]  It doesn't matter that studies, mainline government studies in Canada and Europe show that when you take the flu vaccine,
[45:34.420 --> 45:38.420]  it doubles your chances of getting the flu the next season by lowering your immunity.
[45:38.420 --> 45:40.420]  It goes on and on.
[45:40.420 --> 45:49.420]  Or the fact that the governments have never guessed the next year's mutation and the flu vaccine has never, ever even worked.
[45:49.420 --> 45:53.420]  But how do you prop up a hoax? You keep the giant hoax going.
[45:53.420 --> 45:58.420]  I wonder we've got one of the worst flu seasons on record happening right now.
[46:24.420 --> 46:30.420]  The globalists have literally sold their souls to the dark side and they do what they do because they're slaves.
[46:30.420 --> 46:35.420]  Because they are eternally driven to try to suppress and dominate and destroy the innocent.
[46:35.420 --> 46:45.420]  It is up to us who are awake, not the sheep and not the wolves, but the sheep dogs to stand firm and resist these wicked tyrants.
[46:45.420 --> 46:48.420]  They fear the fact that we are awake.
[46:48.420 --> 46:50.420]  They fear the fact that we are alive.
