[00:00.000 --> 00:18.600]  son
[37:47.200 --> 37:48.200]  Now go get some sleep.
[37:48.200 --> 37:52.200]  And then I can't wait to see you hit the ground running as those articles and videos.
[37:52.200 --> 37:55.200]  Get posted to news wars.com and info wars.com.
[37:55.200 --> 37:59.200]  I know Paul Watson's going to be covering a lot of what you're doing as well over at summit.news.
[37:59.200 --> 38:00.200]  Thank you, Greg.
[38:00.200 --> 38:02.200]  Thank you, Alex.
[38:02.200 --> 38:08.200]  Now, in a moment, we're going to go to Carpe Duncan, one of the top meme makers in the world
[38:08.200 --> 38:12.200]  just recently having long meetings with President Trump at the White House
[38:12.200 --> 38:14.200]  when Trump warned big tech to stop censoring.
[38:14.200 --> 38:19.200]  Well, he's launched memeworld.com because on Facebook and Twitter and on Instagram
[38:19.200 --> 38:24.200]  hundreds of millions of accounts, yes, of meme sites and meme followers have been purged
[38:24.200 --> 38:28.200]  so that we can't communicate with this new modern form of communication.
[38:28.200 --> 38:32.200]  Beyond the MOG, it is the meme. It is art.
[38:32.200 --> 38:37.200]  And so he went up on Facebook with memeworld.com and within two hours they had banned it.
[38:37.200 --> 38:40.200]  And so it reminded me, let me go see what's on memeworld.com.
[38:40.200 --> 38:44.200]  I literally hadn't looked at it since he told me he was building it a few months ago
[38:44.200 --> 38:48.200]  but did not say anything that he wanted to talk about on the air once he launched it.
[38:48.200 --> 38:51.200]  And then, boom, before I even remembered it was being launched, it's being censored.
[38:51.200 --> 38:53.200]  But you can find it at memeworld.com.
[38:53.200 --> 38:56.200]  Now, he's gotten together a collection of the best memebers.
[38:56.200 --> 38:59.200]  You can't say who the best is, but he's right up there.
[38:59.200 --> 39:01.200]  But something wicked.
[39:01.200 --> 39:03.200]  Another fellow Texan. I can't wait to meet him.
[39:03.200 --> 39:05.200]  I know he talks to two all the time.
[39:05.200 --> 39:11.200]  He put together this latest video, Trump 2020 ad, Ford commercial parody. Here it is.
[39:11.200 --> 39:17.200]  OK, odds are you're one of the people in America who's better off today than three years ago.
[39:17.200 --> 39:22.200]  And now you've got some smug Democrat calling you racist and trying to jam one hand in your ass
[39:22.200 --> 39:24.200]  and another in your pocket.
[39:24.200 --> 39:28.200]  But at time when taxes are down, jobs are up and the economy is way up.
[39:28.200 --> 39:33.200]  It'd be nice if there were a candidate who had more to offer than making you pay for other people.
[39:33.200 --> 39:36.200]  Well, the eagle has landed.
[39:36.200 --> 39:38.200]  Say hello to President Donald J. Trump.
[39:38.200 --> 39:40.200]  He ain't just making America great again.
[39:40.200 --> 39:43.200]  Trump's doing things no president has ever done before.
[39:43.200 --> 39:48.200]  He's keeping promises, packing courts, defending the border, rebuilding our military,
[39:48.200 --> 39:51.200]  and making Chuck Schumer cry like a schoolgirl with two skinneeds.
[39:51.200 --> 39:55.200]  This president is six foot three inches of let's put America first.
[39:55.200 --> 40:01.200]  And oh, yeah, immigration, jobs, drug prices. Nobody's got better numbers.
[40:01.200 --> 40:05.200]  The game has changed and the Democrats are officially crazy.
[40:05.200 --> 40:07.200]  So keep America great.
[40:07.200 --> 40:12.200]  Stand with Trump in 2020.
[40:12.200 --> 40:14.200]  Now we're going to break here in a few minutes.
[40:14.200 --> 40:20.200]  But wow, Carpe Donkton, before I could even remember that you were planning to launch this
[40:20.200 --> 40:24.200]  when you just got out of the White House, we were talking on the phone off air.
[40:24.200 --> 40:27.200]  Before I even remembered you were launching this, before I even knew it had been launched,
[40:27.200 --> 40:29.200]  it was already banned on Facebook.
[40:29.200 --> 40:31.200]  Congratulations.
[40:31.200 --> 40:32.200]  Thank you.
[40:32.200 --> 40:35.200]  Yeah, I don't know that it even took two hours.
[40:35.200 --> 40:41.200]  I was seeing messages almost immediately, like within 10 minutes of it going up,
[40:41.200 --> 40:43.200]  that it was banned on Facebook.
[40:43.200 --> 40:46.200]  So I don't know if they were preemptively banning it or what's going on.
[40:46.200 --> 40:52.200]  But as far as I know, you still can't share it in Messenger and you still can't share it on Facebook.
[40:52.200 --> 40:55.200]  Oh, they're not even letting you share it in the Messenger privately.
[40:55.200 --> 40:57.200]  So already they've gone China level.
[40:57.200 --> 40:58.200]  Wow.
[40:58.200 --> 41:06.200]  Yeah, somebody sent me a screenshot of they had put spaces between like the M, the E, the M, the E.
[41:06.200 --> 41:11.200]  They put spaces between everything and it still wouldn't let them share it in Messenger.
[41:11.200 --> 41:13.200]  So it's pretty insane.
[41:13.200 --> 41:16.200]  Well, you know you're over the target when you're getting heat like that.
[41:16.200 --> 41:18.200]  I mean, when we launch new sites, they don't get banned that quick.
[41:18.200 --> 41:25.200]  But I know they fear you and the site looks great and they fear this collection of memers you've gotten together.
[41:25.200 --> 41:34.200]  Apparently they're worried about people being able to share memes and they've already banned them on Facebook for the most part.
[41:34.200 --> 41:38.200]  A few get by the sensors every once in a while.
[41:38.200 --> 41:43.200]  But memes are, they're definitely under attack on Facebook.
[41:43.200 --> 41:49.200]  They haven't gone full crazy on Twitter yet, but they're getting there.
[41:49.200 --> 41:51.200]  How long ago was it you were in the White House?
[41:51.200 --> 41:53.200]  Because I mean, Trump says he's going to take action.
[41:53.200 --> 41:54.200]  I keep believing he is.
[41:54.200 --> 41:57.200]  But we haven't seen it yet.
[41:57.200 --> 42:01.200]  I was there on July 3rd and July 11th.
[42:01.200 --> 42:04.200]  So it's a little more than a month ago.
[42:04.200 --> 42:07.200]  The summit was the 11th.
[42:07.200 --> 42:10.200]  And I'm not sure when he's going to start taking action.
[42:10.200 --> 42:18.200]  I'm not sure what action he can take as long as Congress remains unwilling to do anything about it as well.
[42:18.200 --> 42:22.200]  Well, I know a bunch of heavy hitters are already tweeting memeworld.com.
[42:22.200 --> 42:24.200]  Did that happen after it was banned on Facebook?
[42:24.200 --> 42:27.200]  Because maybe that's what alerted the establishment.
[42:27.200 --> 42:31.200]  Because I mean, they're even banning Mitch McConnell being able to respond to people at his house.
[42:31.200 --> 42:33.200]  And I've got articles here now.
[42:33.200 --> 42:38.200]  We'll cover when we come back where Trump put out a thing about strong women.
[42:38.200 --> 42:43.200]  And they said, saying the word woman is hurtful, so they banned the ad.
[42:43.200 --> 42:47.200]  It's very hurtful. I have to agree. Very hurtful.
[42:47.200 --> 42:51.200]  We're not in a cult or anything. People aren't scary or anything.
[42:51.200 --> 42:53.200]  I'm trying to rip off Tucker Carlson.
[42:53.200 --> 42:55.200]  I think these people are nuts.
[42:55.200 --> 42:57.200]  They're right back. Stay with us.
[42:57.200 --> 43:00.200]  Robert Barnes, what has Big Tech become?
[43:00.200 --> 43:03.200]  Big Tech are big babies that have become big bullies.
[43:03.200 --> 43:09.200]  And the way they did so is because they face no consequence of social, economic, political, or legal for their illicit activities over two decades.
[43:09.200 --> 43:14.200]  And because of that, that's why the courts, the judges, the juries, the members of the independent free press that care about this,
[43:14.200 --> 43:17.200]  the ordinary members of the public and the audience that care about this,
[43:17.200 --> 43:21.200]  have to bring real social, political, economic consequence to their course of conduct.
[43:21.200 --> 43:23.200]  Otherwise, they will never change.
[43:23.200 --> 43:26.200]  And they will become the Big Tech oligarchs, the equivalent to the big trust of the 19th century,
[43:26.200 --> 43:32.200]  who ran American politics and ran American economy, almost into the ground until we were able to recover after the Great Depression.
[43:32.200 --> 43:37.200]  The informer's audience is the fuel that flames the light of liberty across the world,
[43:37.200 --> 43:42.200]  to make real the actions of independent free speech, to make real the original promise of an independent free press.
[43:42.200 --> 43:48.200]  Real collusion is Big Tech and big media manipulating and working with each other to try to meddle with elections,
