[00:00.000 --> 00:10.040]  The Web, eFoodsDirect.com, 800-409-5633.
[1:26:44.000 --> 1:26:47.680]  I've been listening to you over the last half hour, 20 minutes, you've mentioned a
[1:26:47.680 --> 1:26:54.160]  few things, just shows me two lateness of the hour where they seem to have their buttons
[1:26:54.160 --> 1:27:00.800]  all in a row, so to speak, and they're ready to push them, everything's in place.
[1:27:00.800 --> 1:27:06.240]  I was wondering if you could extrapolate from me briefly your knowledge in two areas.
[1:27:06.240 --> 1:27:10.840]  The first one would be what's keeping them from moving.
[1:27:10.840 --> 1:27:17.280]  The second one would be what in your estimation at this point, at this late date and time
[1:27:17.280 --> 1:27:25.000]  relative to the full development of their cage for humanity on the various levels of
[1:27:25.000 --> 1:27:27.680]  their entrapment and enslavement of humanity.
[1:27:27.680 --> 1:27:34.320]  Is there a significant to your knowledge, Alex, element within the military and in the
[1:27:34.320 --> 1:27:35.320]  police?
[1:27:35.320 --> 1:27:40.480]  The old keepers, that was beautiful, I love to hear that, will it spread fast enough in
[1:27:40.480 --> 1:27:41.480]  your estimation?
[1:27:41.480 --> 1:27:45.920]  I know you're trying to make it happen and do everything that you can to do that, as
[1:27:45.920 --> 1:27:49.640]  well as the state legislature's being more and more informed, and I believe that you've
[1:27:49.640 --> 1:27:51.400]  been informing all the way up the line.
[1:27:51.400 --> 1:27:55.440]  I've had that picture I've been listening to you about two, two and a half years and
[1:27:55.440 --> 1:27:59.720]  I've always just had that general picture in my mind when it comes to your audience
[1:27:59.720 --> 1:28:04.440]  of just us common folks out here, but I think you've filtered up as well and the people
[1:28:04.440 --> 1:28:05.440]  are you kidding?
[1:28:05.440 --> 1:28:09.480]  I mean, Bruce Willis was a big neocon till he saw my film, Rick Linkletters on record.
[1:28:09.480 --> 1:28:12.840]  We made a film with him here in Austin two years ago and Rick came on my show and said
[1:28:12.840 --> 1:28:15.560]  we've woken up Bruce Willis and then people didn't believe it.
[1:28:15.560 --> 1:28:18.960]  Then Bruce Willis told Vanity Fair, he knows there's a new world order that killed Kennedy
[1:28:18.960 --> 1:28:23.120]  and is running everything and that he doesn't like either political party now.
[1:28:23.120 --> 1:28:27.320]  Look, that is a, and I had Chuck Norris on saying I woke him up Friday.
[1:28:27.320 --> 1:28:29.720]  I mean, we're waking everybody up here.
[1:28:29.720 --> 1:28:33.360]  I mean, they show clips of our films and the Japanese diet.
[1:28:33.360 --> 1:28:37.280]  You know, in their government, I mean, we're got the Japanese government I can have former
[1:28:37.280 --> 1:28:39.120]  German defense ministers on.
[1:28:39.120 --> 1:28:40.120]  We've woken up.
[1:28:40.120 --> 1:28:43.200]  I mean, it's scary the responsibility we have.
[1:28:43.200 --> 1:28:50.400]  We have the world's eye and it's just a lot of pressure.
[1:28:50.400 --> 1:28:55.080]  I'll tell you that right now to try to do the best job I can to try to maintain my energy
[1:28:55.080 --> 1:28:57.440]  level.
[1:28:57.440 --> 1:29:02.720]  I for, you know, I've never been involved in South by Southwest because, but independent
[1:29:02.720 --> 1:29:07.600]  film channel asked me to go out and do some promotions this weekend and Friday.
[1:29:07.600 --> 1:29:12.560]  And I mean, I've just probably done 20, 30 newspaper, TV interviews since then and I'm
[1:29:12.560 --> 1:29:15.240]  just as long tried now.
[1:29:15.240 --> 1:29:19.720]  But look, you're asking about, well, the caller asked a bunch of big questions.
[1:29:19.720 --> 1:29:25.800]  How, why haven't they executed their new terror operation yet and will we be able to stop
[1:29:25.800 --> 1:29:33.240]  them all, answer that when we get back and take your calls?
[1:29:33.240 --> 1:29:40.640]  The new world order beast is genetically modifying your food, genetically modifying, mixing vegetables
[1:29:40.640 --> 1:29:46.120]  with animals and now experimenting with viruses.
[1:29:46.120 --> 1:29:54.440]  Without a long term food solution, you will have just two options, starve or surrender.
[1:29:54.440 --> 1:30:03.160]  All canned food supplies will eventually run out what then, then go your own healthy food
[1:30:03.160 --> 1:30:05.600]  and feed your family forever.
[1:30:05.600 --> 1:30:09.560]  Survivalist seeds.com is now the nation's largest bulk heirloom seed company and it's
[1:30:09.560 --> 1:30:12.240]  owned by a real Patriot, Big John Lipscomb.
[1:30:12.240 --> 1:30:16.960]  You can now have an infinite amount of healthy vegetables like a watermelon, a bundle of carrots
[1:30:16.960 --> 1:30:21.400]  or tomatoes for a little more than a penny each survivalist seeds.com.
[1:30:21.400 --> 1:30:26.200]  And now you can go into business with Big John at survivalistseeds.com by becoming an
[1:30:26.200 --> 1:30:27.200]  affiliate.
[1:30:27.200 --> 1:30:32.880]  See his link at survivalistseeds.com survivalistseeds.com.
[1:30:32.880 --> 1:30:36.960]  Did you know that pH balance is one of the most important factors in maintaining high
[1:30:36.960 --> 1:30:38.920]  energy and vibrant health?
[1:30:38.920 --> 1:30:43.840]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[1:30:43.840 --> 1:30:49.040]  Lasma pH drops combine a unique formula of the most alkaline minerals and elements.
[1:30:49.040 --> 1:30:53.040]  This product is a one of a kind in its strength and effectiveness.
[1:30:53.040 --> 1:30:58.000]  Using plasma pH drops is one of the best ways to make your water alkaline while helping
[1:30:58.000 --> 1:31:01.480]  you get rid of acid and regaining your health and energy.
[1:31:01.480 --> 1:31:07.680]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[1:31:07.680 --> 1:31:12.320]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content
[1:31:12.320 --> 1:31:13.480]  of your body.
[1:31:13.480 --> 1:31:18.560]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[1:31:18.560 --> 1:31:24.360]  Consider your bottle of AlkaVision Plasma pH drops now by going directly to AlkaVision.com.
[1:31:24.360 --> 1:31:34.000]  That's A-L-K-A-Vision.com or call 269-344-3420 today.
[1:31:34.000 --> 1:31:38.080]  In these uncertain times, safety and precaution are key.
[1:31:38.080 --> 1:31:40.280]  Don't rely on others for protection.
[1:31:40.280 --> 1:31:43.600]  Protect yourself and your family with products from Pepperspray.com.
[1:31:43.600 --> 1:31:48.080]  Pepperspray.com carries the largest assortment of Pepperspray and personal safety devices
[1:31:48.080 --> 1:31:49.080]  on the web.
[1:31:49.080 --> 1:31:52.800]  From home safety to nighttime safety, we have the products you need.
[1:31:52.800 --> 1:31:56.960]  Order the discrete peppermace baton, which relies on a powerful pepper formula that
[1:31:56.960 --> 1:32:01.880]  upon direct contact with an attacker's eyes forces them to slam shut, causing an intense
[1:32:01.880 --> 1:32:03.320]  burning sensation.
[1:32:03.320 --> 1:32:07.960]  This refillable unit is designed to be carried as a key ring, easily accessible pepper spray
[1:32:07.960 --> 1:32:09.800]  and a defensive baton.
[1:32:09.800 --> 1:32:13.200]  Pepperspray.com is offering a special for all GCN listeners.
[1:32:13.200 --> 1:32:16.520]  Order the Pepperspray baton and receive a free refill cartridge.
[1:32:16.520 --> 1:32:20.200]  Please click the GCN Category tab on our site for this offer.
[1:32:20.200 --> 1:32:22.640]  Visit us today at Pepperspray.com.
[1:32:22.640 --> 1:32:27.400]  That's Pepperspray.com or call 800-908-9988.
[1:32:27.400 --> 1:32:34.200]  That's 800-908-9988.
[1:32:34.200 --> 1:32:38.760]  If you owe the IRS, you can't make the problem go away without professional help.
[1:32:38.760 --> 1:32:41.760]  But with the help of Dan Pilla, you can get your problem solved.
[1:32:41.760 --> 1:32:46.080]  Hi, I'm Dan Pilla and I've been solving tax debt problems for 30 years and I can help
[1:32:46.080 --> 1:32:47.080]  you too.
[1:32:47.080 --> 1:32:51.000]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely
[1:32:51.000 --> 1:32:52.000]  eliminated.
[1:32:52.000 --> 1:32:56.040]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the
[1:32:56.040 --> 1:33:00.960]  vast majority of the time, I can show you how to completely erase it so you pay no taxes
[1:33:00.960 --> 1:33:04.040]  on what the IRS will consider to be taxable income.
[1:33:04.040 --> 1:33:07.320]  Call us for a free consultation to discuss the many possibilities.
[1:33:07.320 --> 1:33:10.600]  Call 1-800-34-NO-TAX.
[1:33:10.600 --> 1:33:16.880]  Call 800-34-NO-TAX or go to my website at taxhelponline.com.
[1:33:16.880 --> 1:33:21.400]  Dan Pilla has been protecting taxpayers from the IRS for three decades and he can help
[1:33:21.400 --> 1:33:22.400]  you.
[1:33:22.400 --> 1:33:26.520]  Call us today at 800-346-6829.
[1:33:26.520 --> 1:33:29.040]  That's 800-34-NO-TAX.
[1:33:29.040 --> 1:33:37.360]  Thank you for listening to GCN.
[1:33:37.360 --> 1:33:49.240]  Be sure to visit GCNLive.com today.
[1:33:49.240 --> 1:33:52.800]  You know, I'm not whining when I say I've probably done 30 interviews the last three
[1:33:52.800 --> 1:34:00.040]  or four days with newspapers, TV, PBS, independent film channel, Wired Magazine, on and on and
[1:34:00.040 --> 1:34:01.040]  on.
[1:34:01.040 --> 1:34:04.920]  For four days, one of the chief writers at Politico, which is huge, tried to get a hold
[1:34:04.920 --> 1:34:05.920]  of me.
[1:34:05.920 --> 1:34:07.080]  And I never got back with him.
[1:34:07.080 --> 1:34:11.520]  He was like calling people in England, my webmaster, trying to get me Saturday night.
[1:34:11.520 --> 1:34:16.160]  And I called him right after he'd filed the story and it's out today.
[1:34:16.160 --> 1:34:20.200]  But we're quoted all in the big headline story at Politico right now, but this just
[1:34:20.200 --> 1:34:21.200]  came in.
[1:34:21.200 --> 1:34:29.360]  Bilderberg's excited conspiracy, conspiraciest, and it just goes through it all here.
[1:34:29.360 --> 1:34:34.960]  And this is one popular website, prisonplanet.com, greeted the nomination with the headline,
[1:34:34.960 --> 1:34:37.360]  Obama picks Bilderberg for health secretary.
[1:34:37.360 --> 1:34:38.840]  I haven't had time to read the whole article yet.
[1:34:38.840 --> 1:34:44.680]  It's very lengthy and it goes on here to say it talks about the secret meeting that the
[1:34:44.680 --> 1:34:50.440]  Obama deception covers.
[1:34:50.440 --> 1:34:55.040]  It documents all of that because we show how Obama literally had the reporters locked on
[1:34:55.040 --> 1:34:58.640]  a plane, said he was getting on board to go to Chicago, advertised he was going there,
[1:34:58.640 --> 1:35:02.440]  locked him on the plane at Dulles two miles, three miles away from Bilderberg meeting this
[1:35:02.440 --> 1:35:06.080]  year and then he pulled in with Hillary and they had their secret meeting and they admitted
[1:35:06.080 --> 1:35:09.600]  it was a secret meeting on the news, but then lied about where it was in Georgetown or their
[1:35:09.600 --> 1:35:11.480]  places in D.C.
[1:35:11.480 --> 1:35:14.400]  But so we actually got some credit there for breaking that.
[1:35:14.400 --> 1:35:20.680]  This is big news folks, Politico is as big as the New York Times now in a political news
[1:35:20.680 --> 1:35:23.520]  coverage.
[1:35:23.520 --> 1:35:27.720]  And they cover info wars.net here, boy, I tell you, this is just amazing coverage they
[1:35:27.720 --> 1:35:28.720]  gave us.
[1:35:28.720 --> 1:35:32.160]  Man, I dropped the ball missing this one, but I mean, I miss these interviews constantly.
[1:35:32.160 --> 1:35:33.960]  I can't work this hard.
[1:35:33.960 --> 1:35:36.800]  I can't keep track of it any more.
[1:35:36.800 --> 1:35:41.560]  I'm supposed to go do more media interviews tonight and I'm about to collapse folks and
[1:35:41.560 --> 1:35:47.440]  you know, then I've got the callers calling in asking me incredibly important questions
[1:35:47.440 --> 1:35:55.480]  and again, I could spend five hours answering the question with detail and facts and proof
[1:35:55.480 --> 1:35:58.880]  of saying, you know, they've got their whole new order set up, their police state grid,
[1:35:58.880 --> 1:36:06.960]  their surveillance grid in place, when will they launch the next big stage terror attack?
[1:36:06.960 --> 1:36:09.360]  Alex and why haven't they pulled the trigger yet?
[1:36:09.360 --> 1:36:10.720]  And then will we be able to stop them?
[1:36:10.720 --> 1:36:13.040]  I mean, those are just such weighty questions.
[1:36:13.040 --> 1:36:15.840]  Oh, I'm trying to answer that question.
[1:36:15.840 --> 1:36:21.200]  It's just, I, questions that important, I don't want to not do justice to them by giving
[1:36:21.200 --> 1:36:36.840]  it a half, half detailed question, about to say something else, but look, they do stunts.
[1:36:36.840 --> 1:36:38.280]  They don't just stage terror attacks.
[1:36:38.280 --> 1:36:43.720]  They do stunts, Madison Avenue package stunts like Obama, the great leftists to repudiate
[1:36:43.720 --> 1:36:46.640]  Bush and fix everything and save everybody.
[1:36:46.640 --> 1:36:52.040]  As soon as that hype wears down, as soon as, well, they take six months a year, two years,
[1:36:52.040 --> 1:36:55.720]  as soon as the approval rating starts dropping down to about 50.
[1:36:55.720 --> 1:36:59.400]  That's when the globalist will stage terror attacks as the new stunt to get everybody
[1:36:59.400 --> 1:37:01.600]  hyped up and emotional and going along with the agenda.
[1:37:01.600 --> 1:37:05.280]  You know, the big stunts they're launching now are Obama and the world economic crisis
[1:37:05.280 --> 1:37:09.440]  they've engineered, saying the solution, the economy won't get better until you accept
[1:37:09.440 --> 1:37:12.480]  a new bank of the world that you pay your taxes directly to.
[1:37:12.480 --> 1:37:16.160]  And if the world accepts that, which they're now proposing in every major publication in
[1:37:16.160 --> 1:37:20.040]  the world, I mean everything, I mean just thousands of articles, New York Times, Wall
[1:37:20.040 --> 1:37:27.080]  Street Journal, Time Magazine, Newsweek, meanwhile there were, I'm not kidding, probably 30 articles
[1:37:27.080 --> 1:37:31.920]  that I've seen in the last three days attacking me in mainstream news saying I'm delusional
[1:37:31.920 --> 1:37:36.160]  and world government doesn't exist.
[1:37:36.160 --> 1:37:41.200]  When I was walking out of my main office today, I just saw this laying there on the desk.
[1:37:41.200 --> 1:37:45.060]  We need a bank of the world, Newsweek, the financial crisis is global and only international
[1:37:45.060 --> 1:37:46.520]  central bank can deal with it.
[1:37:46.520 --> 1:37:49.680]  And you read the article, it calls for world government run by the banks.
[1:37:49.680 --> 1:37:55.120]  And then there's all these other publications saying I'm crazy, it doesn't exist.
[1:37:55.120 --> 1:37:58.600]  And it's kind of scary to have this much mainstream media paying attention to me and attacking
[1:37:58.600 --> 1:37:59.600]  me.
[1:37:59.600 --> 1:38:00.600]  Politico doesn't.
[1:38:00.600 --> 1:38:03.280]  I scanned over, it looks pretty fair.
[1:38:03.280 --> 1:38:07.920]  That's even more scary.
[1:38:07.920 --> 1:38:09.280]  You know, will we beat these people?
[1:38:09.280 --> 1:38:10.280]  Will we stop them?
[1:38:10.280 --> 1:38:12.480]  We got a good chance of it because we planted all these seeds.
[1:38:12.480 --> 1:38:14.880]  We need to tell what was going to happen, when it was going to happen, how it was going
[1:38:14.880 --> 1:38:16.880]  to happen in our proof.
[1:38:16.880 --> 1:38:20.800]  And so when I open the phones up now, especially on the weekday show, because there's more
[1:38:20.800 --> 1:38:27.440]  phone lines and people can get in, well, you hear it every day, police call in.
[1:38:27.440 --> 1:38:30.800]  You'll even hear the squad car, you know, radio going off.
[1:38:30.800 --> 1:38:33.600]  They're like, yeah, I know they're training us for martial law and mass graves and we
[1:38:33.600 --> 1:38:35.360]  don't like it.
[1:38:35.360 --> 1:38:38.560]  And then I have city officials on and I have people on, you know, who are, FEMA's getting
[1:38:38.560 --> 1:38:39.560]  them ready for it.
[1:38:39.560 --> 1:38:42.960]  I don't know if they're going to pull the trigger, but we're held hostage by the bankers.
[1:38:42.960 --> 1:38:47.600]  They've got the police state martial law gun to our head.
[1:38:47.600 --> 1:38:48.600]  So I don't know.
[1:38:48.600 --> 1:38:49.600]  Okay.
[1:38:49.600 --> 1:38:56.160]  I want to go to your calls, but on the Obama deception, listen to me very, very carefully,
[1:38:56.160 --> 1:39:01.600]  please, and don't take what I'm about to say for granted.
[1:39:01.600 --> 1:39:06.120]  Don't take this information I'm about to put out for granted.
[1:39:06.120 --> 1:39:08.480]  Okay.
[1:39:08.480 --> 1:39:15.280]  We got a lot of threats and a lot of stuff happened early last week that was clear evidence
[1:39:15.280 --> 1:39:22.720]  that the establishment was going to try to shut down our main servers so that I couldn't
[1:39:22.720 --> 1:39:26.760]  put the Obama deception out this evening with the set premier time of 6pm central on the
[1:39:26.760 --> 1:39:32.400]  show ended March 15th, the people strike back the Obama deception.
[1:39:32.400 --> 1:39:35.800]  So I launched it Wednesday night within 24 hours.
[1:39:35.800 --> 1:39:39.680]  That was number one on YouTube and Google, number one video.
[1:39:39.680 --> 1:39:43.160]  They then knocked us off the top spot and just took us completely out of the ratings
[1:39:43.160 --> 1:39:46.880]  because they can't, these things are bigger than national television when you're on the
[1:39:46.880 --> 1:39:48.840]  front page of Google and YouTube.
[1:39:48.840 --> 1:39:53.880]  When you're number one, it's a domino effect like loose change, getting over 100 million
[1:39:53.880 --> 1:39:57.120]  views on Google documented in a two year period.
[1:39:57.120 --> 1:39:58.320]  They had to knock us out.
[1:39:58.320 --> 1:39:59.320]  They did.
[1:39:59.320 --> 1:40:00.320]  They expunged it.
[1:40:00.320 --> 1:40:01.320]  It's still there.
[1:40:01.320 --> 1:40:04.320]  It's just not on their main page.
[1:40:04.320 --> 1:40:06.440]  Okay.
[1:40:06.440 --> 1:40:07.600]  Now I put the film out.
[1:40:07.600 --> 1:40:12.560]  It's on prisonplanet.tv for members in high quality, 15 cents a day, 5.95 a month, burn
[1:40:12.560 --> 1:40:16.400]  it to DIVX disc, great activism, get it out to everybody.
[1:40:16.400 --> 1:40:20.480]  The DVDs, the super high quality that everybody should have the Obama deception, start shipping
[1:40:20.480 --> 1:40:21.480]  tomorrow.
[1:40:21.480 --> 1:40:24.680]  Get them at infowars.com and that's the way to see it.
[1:40:24.680 --> 1:40:31.080]  Now with hard, I noticed by Thursday morning hundreds of copies of the Obama deception
[1:40:31.080 --> 1:40:32.600]  all over the internet.
[1:40:32.600 --> 1:40:34.640]  Now I was pleased that it was ripped everywhere.
[1:40:34.640 --> 1:40:35.640]  I knew that would happen.
[1:40:35.640 --> 1:40:36.960]  That was my plan.
[1:40:36.960 --> 1:40:42.320]  But in horror, people were so excited to get it up quick that they uploaded it in low
[1:40:42.320 --> 1:40:44.560]  quality to YouTube and Google.
[1:40:44.560 --> 1:40:46.680]  Everybody did this because that meant theirs got up first.
[1:40:46.680 --> 1:40:49.840]  They're saying it takes more time to upload it in high quality.
[1:40:49.840 --> 1:40:55.840]  So the horrible end codes, totally ugly, looks like 2,000 quality video.
[1:40:55.840 --> 1:40:59.360]  Whereas it's almost DVD quality on some of the downloads we've got at prisonplanet.tv.
[1:40:59.360 --> 1:41:02.580]  I mean, if you're going to spend two hours watching something, folks, have a little respect
[1:41:02.580 --> 1:41:05.920]  for yourself and us and buy the thing.
[1:41:05.920 --> 1:41:11.160]  We wanted to go virally for free to everybody, but it is not as effective looking like total
[1:41:11.160 --> 1:41:14.160]  crud with pixels all over it.
[1:41:14.160 --> 1:41:17.120]  So I was just completely disgusted with that.
[1:41:17.120 --> 1:41:21.760]  But a great channel who's got a director channel, meaning put more than 10 minute clips up,
[1:41:21.760 --> 1:41:27.480]  changed the channel on, that's his handle, on YouTube.
[1:41:27.480 --> 1:41:33.240]  Millions of views on, his videos have been viewed millions of times once he posted the
[1:41:33.240 --> 1:41:34.240]  Obama deception.
[1:41:34.240 --> 1:41:38.160]  It is the best end code I've ever seen on YouTube.
[1:41:38.160 --> 1:41:43.520]  I mean, it is a crystal clear end code on YouTube.
[1:41:43.520 --> 1:41:47.680]  And I've told Kurt Nemo and Paul Watson this morning I made the decision, though this will
[1:41:47.680 --> 1:41:53.440]  financially devastate us, I don't even care anymore, folks, I'm posting on the front page
[1:41:53.440 --> 1:42:01.120]  of info wars in prison planet, these really good high quality copy of the Obama deception.
[1:42:01.120 --> 1:42:04.920]  Now the psychology behind this is then people say, you know, here's a film cost me a hundred
[1:42:04.920 --> 1:42:08.880]  thousand to make.
[1:42:08.880 --> 1:42:10.780]  And the day it's released, I put it off for free.
[1:42:10.780 --> 1:42:15.640]  So please don't take that for granted, folks, understand I'm doing this because we, they're
[1:42:15.640 --> 1:42:18.680]  going to stage more terror and bring in complete martial law.
[1:42:18.680 --> 1:42:22.440]  They're now announcing North com troops on the streets, FEMA camps, the American people
[1:42:22.440 --> 1:42:25.960]  are terrorist, even Michael Savage is admitting the government's going to stage a terror attack
[1:42:25.960 --> 1:42:27.680]  for martial law.
[1:42:27.680 --> 1:42:29.760]  People in the know understand this is real.
[1:42:29.760 --> 1:42:31.240]  Do you read me?
[1:42:31.240 --> 1:42:33.800]  This is not about me being a filmmaker or people liking me.
[1:42:33.800 --> 1:42:35.040]  I don't care.
[1:42:35.040 --> 1:42:40.160]  You know, if this new order wasn't coming down on us, folks, I'd be a farmer or a rancher.
[1:42:40.160 --> 1:42:41.880]  I mean, I like to fiddle around in the yard.
[1:42:41.880 --> 1:42:43.560]  I like to be out in the outdoors.
[1:42:43.560 --> 1:42:44.920]  I like to camp.
[1:42:44.920 --> 1:42:46.560]  I like to jog every morning, lift weights.
[1:42:46.560 --> 1:42:47.560]  I don't even do that.
[1:42:47.560 --> 1:42:50.920]  And I'm a big fat blob because of it because all I do is work.
[1:42:50.920 --> 1:42:52.520]  I hardly see my children.
[1:42:52.520 --> 1:42:57.760]  I do this because I'm totally and completely dedicated to this fight.
[1:42:57.760 --> 1:42:59.880]  And I've made this film.
[1:42:59.880 --> 1:43:08.400]  Curt Nimmo posted a nice review out of a New York publication for the Obama deception.
[1:43:08.400 --> 1:43:12.680]  And in that, at info wars.com, a review of the Obama deceptions, what it's called top
[1:43:12.680 --> 1:43:15.880]  story in there is the link to the high quality YouTube.
[1:43:15.880 --> 1:43:20.240]  Now the problem is there's cruddy copies with hundreds of thousands of views apiece, hundreds
[1:43:20.240 --> 1:43:23.720]  of them, and the super high quality has like 10,000 views.
[1:43:23.720 --> 1:43:25.220]  Let's make it number one.
[1:43:25.220 --> 1:43:28.720]  So when folks Google the Obama deception, that's all they see.
[1:43:28.720 --> 1:43:30.720]  But for that to happen, it's got to get more views.
[1:43:30.720 --> 1:43:36.360]  So info wars.com, your food storage.com has been helping families prepare with the lowest
[1:43:36.360 --> 1:43:40.000]  priced highest quality, storable food for over a decade.
[1:43:40.000 --> 1:43:45.600]  And right now a one year food supply that feeds four to five people is only 39.95.
[1:43:45.600 --> 1:43:50.640]  That's right, a one year supply that feeds four to five people for under $4,000.
[1:43:50.640 --> 1:43:55.600]  That's only 92 cents per person for each meal and comes with a 30 year shelf life.
[1:43:55.600 --> 1:44:00.120]  This amazing package has everything your family needs to survive for one full year.
[1:44:00.120 --> 1:44:04.040]  Your gourmet food is packed fresh when you place your order and is shipped to your doorstep
[1:44:04.040 --> 1:44:05.200]  in about two weeks.
[1:44:05.200 --> 1:44:11.800]  Your food storage.com does not use any leftovers from Y2K, no fillers, MSG or GMOs order now
[1:44:11.800 --> 1:44:14.800]  and receive free shipping anywhere in the lower 48.
[1:44:14.800 --> 1:44:25.000]  That's yourfoodstorage.com, that's yourfoodstorage.com or call 888-814-0289, that's 888-814-0289.
[1:44:25.000 --> 1:44:29.120]  Remember it's better to have it and not need it than to need it and not have it.
[1:44:29.120 --> 1:44:32.480]  Order now from yourfoodstorage.com.
[1:44:32.480 --> 1:44:37.520]  Heart disease is on the rise, clogged arteries, high blood pressure and high cholesterol levels
[1:44:37.520 --> 1:44:41.200]  may not be fully detected by you, but the symptoms are there.
[1:44:41.200 --> 1:44:46.240]  Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are
[1:44:46.240 --> 1:44:49.800]  just a few of these that can alert you that something is wrong.
[1:44:49.800 --> 1:44:54.320]  Hear how heart and body extract is making a difference in thousands of people's lives
[1:44:54.320 --> 1:44:55.320]  across America.
[1:44:55.320 --> 1:44:59.440]  My blood pressure has normalized, my diabetes has totally improved.
[1:44:59.440 --> 1:45:02.960]  Everyone is telling me now how much healthier I look and I'm telling everyone how much
[1:45:02.960 --> 1:45:03.960]  healthier I feel.
[1:45:03.960 --> 1:45:06.640]  I recommend heart and body extract to everyone.
[1:45:06.640 --> 1:45:11.920]  Only over 40 in the North American continent should be using this product as a preventative
[1:45:11.920 --> 1:45:14.400]  to keep their cardiovascular system healthy.
[1:45:14.400 --> 1:45:22.640]  Order your two-month supply today by calling 866-295-5305, that's 866-295-5305 or order
[1:45:22.640 --> 1:45:33.960]  online hbextract.com, heart and body extract 866-295-5305 or hbextract.com.
[1:45:33.960 --> 1:45:38.520]  Now a quick word with Tony O'Donnell, he's America's favorite authority on healthy living
[1:45:38.520 --> 1:45:43.080]  and now he's got a formula called ruby reds that will get us on the path to longer, happier
[1:45:43.080 --> 1:45:44.080]  lives.
[1:45:44.080 --> 1:45:46.720]  Tony, what does a person feel when they start to drink ruby reds?
[1:45:46.720 --> 1:45:51.680]  Well ruby reds will help them feel like they're at 100% and it's made with exotic red fruits,
[1:45:51.680 --> 1:45:56.000]  immune boosters, energy boosters, all the best stuff that you'll actually feel working.
[1:45:56.000 --> 1:46:00.760]  When I mix ruby reds into water and make this delicious drink, why is that so good for my
[1:46:00.760 --> 1:46:01.760]  body?
[1:46:01.760 --> 1:46:07.120]  Ruby reds is packed with so many great vitamins, minerals, digestive aids and of course antioxidants.
[1:46:07.120 --> 1:46:11.240]  In fact when you have a serving John of ruby reds it gives you the antioxidant part of
[1:46:11.240 --> 1:46:15.760]  a large bowl filled with fruits and vegetables and best of all ruby reds has no added sugar,
[1:46:15.760 --> 1:46:17.800]  no carbs and only 30 calories.
[1:46:17.800 --> 1:46:22.160]  Today you can try it risk-free and ask how you can get a free gift with your order.
[1:46:22.160 --> 1:46:32.440]  So 1-800-204-6421, that's 1-800-204-6421, 1-800-204-6421.
[1:46:32.440 --> 1:46:36.680]  Before you throw away your used batteries you need to listen to this, now going green
[1:46:36.680 --> 1:46:37.800]  can save money.
[1:46:37.800 --> 1:46:41.920]  Go green and save money by giving life to your used batteries by charging them with the
[1:46:41.920 --> 1:46:43.320]  renaissance charger.
[1:46:43.320 --> 1:46:47.560]  The renaissance charger uses a new revolutionary battery charging technology that effectively
[1:46:47.560 --> 1:46:52.480]  extends a life of new batteries and gives new life to used batteries. Invented by legendary
[1:46:52.480 --> 1:46:58.080]  audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical
[1:46:58.080 --> 1:47:04.520]  plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[1:47:04.520 --> 1:47:07.920]  Renaissance charge offers a full line of products made in the USA for all types and
[1:47:07.920 --> 1:47:09.520]  sizes of batteries.
[1:47:09.520 --> 1:47:13.800]  Find out why our customers tell us the renaissance charger is the only battery charger they will
[1:47:13.800 --> 1:47:15.040]  ever use.
[1:47:15.040 --> 1:47:22.400]  Save your money, save the environment, visit us online at r-charge.com, that's r-charge.com
[1:47:22.400 --> 1:47:29.880]  or call us at 989-637-4179, that's 989-637-4179.
[1:47:29.880 --> 1:47:32.080]  Be a part of the revolution today.
[1:47:32.080 --> 1:47:38.240]  Are you tired of searching for Crick Talk Radio?
[1:47:38.240 --> 1:47:42.040]  Well search no more, we are the GCN Radio Network.
[1:47:42.040 --> 1:47:48.440]  Don't forget our free podcast, over 130,000 people, it grows every week, downloading it
[1:47:48.440 --> 1:47:54.840]  each day for free, six days a week at infowars.com.
[1:47:54.840 --> 1:48:00.320]  And don't forget that I also have the weekday show from 11am to 3pm central standard time.
[1:48:00.320 --> 1:48:05.800]  We come in here Sunday, it's 4-6pm with an abbreviated transmission, the final edition.
[1:48:05.800 --> 1:48:09.720]  Right now you can go to prisonplanet.tv, it takes you about a minute to sign up, $5.95
[1:48:09.720 --> 1:48:14.040]  for a monthly membership, see my live TV show where I simulcast weekdays, Jason Bermuth
[1:48:14.040 --> 1:48:21.600]  9 to midnight at prisonplanet.tv, simulcasting with Genesis, it's all there at prisonplanet.tv.
[1:48:21.600 --> 1:48:25.720]  Get all my films in super high quality, no hunting around or finding cruddy ones all over
[1:48:25.720 --> 1:48:30.920]  the web, prisonplanet.tv and the Obama deception is up there in super high quality for you
[1:48:30.920 --> 1:48:38.800]  right now or order the best quality you can get, the high quality DVDs at infowars.com
