[00:00:14.235 --> 00:00:15.837]  ReadyReserveFoods.com.
[01:35:33.149 --> 01:35:36.432]  Again, warrantless checkpoints were in Nazi Germany.
[01:35:36.432 --> 01:35:38.514]  Police in black uniforms were in Nazi Germany.
[01:35:38.514 --> 01:35:39.475]  Police dogs.
[01:35:39.475 --> 01:35:43.439]  This isn't freedom, and it's not gonna end any different.
[01:35:43.439 --> 01:35:44.660]  It's tyranny, people.
[01:35:44.660 --> 01:35:45.921]  This is a red alert.
[01:35:46.756 --> 01:35:51.599]  I just hear there's so many pieces of evidence of this police state and how bad it is.
[01:35:51.599 --> 01:35:55.541]  But, um, anyways, Burma's just finished up with a clip.
[01:35:55.541 --> 01:35:56.741]  And, you know, I guess it's normal.
[01:35:56.741 --> 01:35:59.563]  Having face-scanning cameras and thumb-printing to buy and sell.
[01:36:00.459 --> 01:36:03.301]  You know, having to be biometrically scanned of your U.S.
[01:36:03.301 --> 01:36:05.482]  citizen to leave the U.S.
[01:36:05.482 --> 01:36:06.302]  now?
[01:36:06.302 --> 01:36:10.544]  Not just when you come in, but you know, when you go to Europe, they scan you and thumbprint you.
[01:36:10.544 --> 01:36:14.186]  But see, they're under a global treaty, so they get you in the system that way.
[01:36:14.186 --> 01:36:16.908]  But now, when you come back in, this is slavery.
[01:36:16.908 --> 01:36:22.030]  Biometric scanners of your neck and body, going into the airport, this is humiliation.
[01:36:22.030 --> 01:36:22.911]  What comes next?
[01:36:23.351 --> 01:36:26.152]  I'm telling you folks, you think it's cute to be slaves?
[01:36:26.152 --> 01:36:27.013]  It's not cute.
[01:36:27.013 --> 01:36:28.754]  And let me tell you something, too, cops.
[01:36:28.754 --> 01:36:30.495]  I think it's fun to serve this system.
[01:36:30.495 --> 01:36:36.798]  You have destroyed the country's future, the politicians, the whorehouses that are the state houses to the feds.
[01:36:36.798 --> 01:36:38.058]  We are going down the tubes.
[01:36:38.058 --> 01:36:44.121]  Unless people rally and wake up and get angry, the New World Order scientific dictatorship is going to win.
[01:36:44.121 --> 01:36:46.522]  It's MIT, Pentagon designed.
[01:36:46.522 --> 01:36:47.263]  It's foreign-owned.
[01:36:47.263 --> 01:36:48.463]  We've got to defeat it.
[01:36:48.463 --> 01:36:49.484]  Again, I'm like a junkie.
[01:36:51.925 --> 01:36:57.787]  I want you to explain to people what Internet 2 is and what this cyber security coordination is going to be.
[01:36:57.787 --> 01:37:02.489]  It's literally going to be an internet that is run by the government and big business and big universities.
[01:37:02.489 --> 01:37:10.672]  You will have sub pages on their domain sites and every time you get on the internet you will have to biometrically scan folks.
[01:37:10.672 --> 01:37:13.253]  You will have to biometrically scan your thumbprint
[01:37:14.614 --> 01:37:16.536]  Yeah, so that they know who you are.
[01:37:16.536 --> 01:37:19.278]  Forget about an IP address, okay?
[01:37:19.278 --> 01:37:20.499]  This will be your personal...
[01:37:21.184 --> 01:37:24.946]  Your personal biometric data to get on the net.
[01:37:24.946 --> 01:37:29.129]  Unfortunately, we dropped Alex because I really wanted him to break down what this is.
[01:37:29.129 --> 01:37:30.630]  It is a control grid.
[01:37:30.630 --> 01:37:32.511]  It's a more open control grid than ever.
[01:37:32.511 --> 01:37:34.752]  They will deny you your website.
[01:37:34.752 --> 01:37:37.353]  They will deny you access to information.
[01:37:37.353 --> 01:37:48.260]  You think these guys like that WikiLeaks is publishing documentation that the Bilderberg Group are the ones that brought in the Euro and the European Union and started talking about it over 50 years ago?
[01:37:48.260 --> 01:37:49.661]  You think they like that?
[01:37:49.661 --> 01:37:50.121]  They don't.
[01:37:50.601 --> 01:37:52.585]  I promise you they don't like that.
[01:37:52.585 --> 01:37:54.528]  Alright, we're going to play this clip of this woman.
[01:37:54.528 --> 01:37:59.337]  This is a national news program and this is out of Austin, Texas.
[01:37:59.337 --> 01:37:59.818]  Hit the clip.
[01:38:00.707 --> 01:38:02.948]  You'd think Shauna Terry does pretty well.
[01:38:02.948 --> 01:38:05.810]  She drives a nice car, has a nice house.
[01:38:05.810 --> 01:38:07.130]  It's a big house.
[01:38:07.130 --> 01:38:10.192]  Trouble is, this house isn't hers.
[01:38:10.192 --> 01:38:14.253]  Shauna is a realtor here in Austin.
[01:38:14.253 --> 01:38:19.016]  Desperate to unload any one of these high-end homes in the middle of a market bust.
[01:38:19.016 --> 01:38:20.997]  And when a house doesn't sell, you don't get a paycheck?
[01:38:20.997 --> 01:38:21.677]  Don't get a paycheck.
[01:38:23.358 --> 01:38:32.543]  With her six-figure annual income a distant memory, health insurance for this single mom and her two daughters has become a luxury they've decided to do without.
[01:38:32.543 --> 01:38:39.107]  We weren't needing to go to the doctor, so it was like, alright, should we have insurance premiums or should we do food, you know?
[01:38:39.107 --> 01:38:42.229]  So, unfortunately, we decided to kind of let that lapse.
[01:38:42.850 --> 01:38:44.392]  I worry a lot about her and what she's going through.
[01:38:57.194 --> 01:38:59.316]  No, I don't really show it.
[01:38:59.316 --> 01:39:03.400]  But nine-year-old Alyssa couldn't hide an ear infection last March.
[01:39:03.400 --> 01:39:09.585]  Shawna had no choice but to take a $100 trip to the doctor, plus antibiotics.
[01:39:09.585 --> 01:39:12.308]  When it came to the follow-up visit, she balked.
[01:39:12.308 --> 01:39:17.072]  You waited out a little bit just to kind of see, you know, do I absolutely need to do this, you know?
[01:39:17.955 --> 01:39:23.420]  Within weeks, Alyssa was sick again, this time with aches and a 104 fever.
[01:39:23.420 --> 01:39:25.502]  It started getting worse.
[01:39:25.502 --> 01:39:27.564]  Did you feel like you didn't want to go to the doctor?
[01:39:27.564 --> 01:39:32.549]  No, I wanted to because I knew they would take care of me and get me better.
[01:39:32.549 --> 01:39:34.211]  Was there any mom guilt?
[01:39:34.211 --> 01:39:34.471]  Oh yeah!
[01:39:35.393 --> 01:39:36.473]  Very big.
[01:39:36.473 --> 01:39:41.555]  I feel like you didn't do what you're supposed to be doing for your children.
[01:39:41.555 --> 01:39:44.616]  That's when the school nurse told Shawna about this.
[01:39:44.616 --> 01:39:46.837]  The Children's Health Express van.
[01:39:46.837 --> 01:39:49.017]  A pediatrician's office on wheels.
[01:39:49.017 --> 01:39:52.638]  With no insurance forms and no fees.
[01:39:52.638 --> 01:39:53.459]  How's your ear feeling?
[01:39:54.975 --> 01:40:01.282]  There are 37 more mobile medical clinics like this one in 15 states across the country.
[01:40:01.282 --> 01:40:14.535]  Originally intended to serve low-income, underprivileged children, these mobile medical units are seeing more parents like Shauna come in every day who've lost their insurance, lost their job, or both.
[01:40:14.535 --> 01:40:18.059]  I didn't want to be looking like we were taking advantage of
[01:40:19.483 --> 01:40:22.127]  Something that wasn't meant for us.
[01:40:22.127 --> 01:40:26.313]  We say to them, we'll be your pediatrician until you're in a more stable situation.
[01:40:27.142 --> 01:40:35.207]  The Medivans are provided by Children's Health Fund, co-founded by pediatrician and Columbia University professor, Irwin Redlener.
[01:40:35.207 --> 01:40:44.552]  When we have a situation like this recession, where we have a mounting up of barriers for families, it really increases the chances that children will slip through the cracks.
[01:40:44.552 --> 01:40:46.793]  Alright, let's pull the clip.
[01:40:46.793 --> 01:40:49.715]  Yeah, we're just gonna help you till you get back on your feet.
[01:40:49.715 --> 01:40:55.118]  Too bad the plan is that you're not going to be getting back on your feet and that we're going to just gut the middle class.
[01:40:55.638 --> 01:40:57.719]  Socialized medicine all together.
[01:40:57.719 --> 01:40:59.300]  That's what this police state is about.
[01:40:59.300 --> 01:41:00.740]  Did I say police state?
[01:41:00.740 --> 01:41:02.221]  I meant smart grid.
[01:41:02.221 --> 01:41:08.203]  Everything's going to get smarter as we digitize your phone records and internet too comes in.
[01:41:08.203 --> 01:41:14.906]  Oh, we'll all be safe and healthy as we take the swine flu vaccine and worship the government.
[01:41:14.906 --> 01:41:18.027]  You know, and there's a ton of news that I haven't covered yet.
[01:41:18.027 --> 01:41:21.729]  I'm going to try to blitz through that right now and into the next segment.
[01:41:22.345 --> 01:41:34.514]  I was watching Bill Maher on Leno in the final week of Leno this week and all of a sudden Bill Maher starts going into this tirade about stem cells and the far right and how we should have stem cell research.
[01:41:34.514 --> 01:41:41.579]  Well, we really don't have any arguments with stem cell research anymore because they're not going to be using the fetuses of babies, Bill.
[01:41:41.579 --> 01:41:43.661]  I'm surprised that you're actually behind this.
[01:41:43.661 --> 01:41:51.006]  We've been reporting on stories in the past couple months that they are now making stem cells out of living skin tissue.
[01:41:51.787 --> 01:41:53.909]  They're furthering this even today.
[01:41:53.909 --> 01:41:55.751]  This is out of Reuters today.
[01:41:55.751 --> 01:41:56.212]  A U.S.
[01:41:56.212 --> 01:41:59.115]  company finds safer way to make stem-like cells.
[01:41:59.115 --> 01:41:59.396]  U.S.
[01:41:59.396 --> 01:42:09.467]  researchers said on Thursday they had come up with the safest way yet to make stem-like cells using a patient's ordinary skin cells, this time by using pure human proteins.
[01:42:09.467 --> 01:42:11.510]  The team at Harvard University and Massachusetts-based
[01:42:11.770 --> 01:42:13.631]  Advanced Cell Technology Inc.
[01:42:13.631 --> 01:42:23.738]  said their technique involves soaking cells in human proteins, then turn back the clock biologically, making the cells behave like powerful embryonic stem cells.
[01:42:23.738 --> 01:42:29.422]  Dr. Robert Lanza of Advanced Cell sees almost immediate commercial applications.
[01:42:29.422 --> 01:42:35.206]  After a few more flight tests, in order to assure everything is working properly, it should be ready for commercial use.
[01:42:36.115 --> 01:42:40.058]  So again, this issue of whether we should be doing stem cell research, it's here.
[01:42:40.058 --> 01:42:40.559]  It's there.
[01:42:40.559 --> 01:42:44.201]  Don't think they haven't already been doing this behind the scenes.
[01:42:44.201 --> 01:42:50.887]  I mean, we're being announced that they're making not only green glowing pigs, which again, pass the traits on to their children.
[01:42:50.887 --> 01:42:51.387]  Yes, that's right.
[01:42:51.387 --> 01:42:53.028]  They glow in the dark.
[01:42:53.028 --> 01:42:57.752]  But now we have green glowing monkeys that are having green glowing babies.
[01:42:57.752 --> 01:42:59.794]  And scientists out in Japan said they have cloned
[01:43:00.515 --> 01:43:03.478]  Cloned glow-in-the-dark dogs as well.
[01:43:03.478 --> 01:43:05.460]  Bioengineering is a reality, folks.
[01:43:05.460 --> 01:43:11.387]  It's something we have to own up to and realize is going on right this second at the Alex Jones Show, back after this.
[01:43:16.374 --> 01:43:16.634]  I think so.
[01:43:34.685 --> 01:43:34.945]  I think so.
[01:43:58.647 --> 01:43:59.868]  Absolutely free!
[01:43:59.868 --> 01:44:03.291]  Just enter promotional code IODINE at website checkout.
[01:44:03.291 --> 01:44:04.933]  Visit purebulk.com.
[01:44:04.933 --> 01:44:06.855]  That's purebulk.com.
[01:44:06.855 --> 01:44:07.375]  Or call 406-251-3270.
[01:44:07.375 --> 01:44:07.655]  406-251-3270 today!
[01:44:07.655 --> 01:44:11.119]  The word catastrophe is defined as a sudden and widespread disaster.
[01:44:11.119 --> 01:44:13.921]  The only way to be truly ready is to prepare yourself now.
[01:44:22.649 --> 01:44:28.912]  The7store.net is here to make sure you are fully prepared in the event of any catastrophe.
[01:44:28.912 --> 01:44:41.117]  The7store.net carries high-quality storable MREs, storable and freeze-dried foods, survival gear, terror and pandemic kits, water storage, self-reliant items, and more.
[01:44:41.117 --> 01:44:43.438]  All with a low-price guarantee.
[01:44:43.438 --> 01:44:48.820]  We are ready to answer your questions and offer advice on preparedness, food storage, and more.
[01:44:48.820 --> 01:44:51.681]  See why The7store.net is one of the nation's most
[01:44:51.681 --> 01:44:56.882]  Most trusted emergency preparedness companies for home, business, and schools.
[01:44:56.882 --> 01:45:03.104]  Take the first responsible step in preparing for the next inevitable catastrophe by visiting the7store.net.
[01:45:03.104 --> 01:45:03.724]  That's the7store.net.
[01:45:03.724 --> 01:45:04.164]  Or call 1-888-654-3447.
[01:45:04.164 --> 01:45:04.504]  That's 1-888-654-3447.
[01:45:14.159 --> 01:45:20.383]  We are surrounded by harmful indoor air that can easily deliver many harmful toxins straight into our bodies.
[01:45:20.383 --> 01:45:22.205]  Take a deep breath.
[01:45:22.205 --> 01:45:28.409]  Can you actually feel the airborne influenza, viruses, mold, bacteria, and dangerous ozone entering your lungs?
[01:45:31.203 --> 01:45:31.643]  We're good to go!
[01:45:56.664 --> 01:45:57.125]  I think so.
[01:46:13.985 --> 01:46:24.551]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[01:46:24.551 --> 01:46:25.971]  Garden in a Can.
[01:46:25.971 --> 01:46:30.114]  Garden in a Can is your source for premium, long-term, storable seeds.
[01:46:30.114 --> 01:46:32.135]  Garden in a Can is ready when you are.
[01:46:32.135 --> 01:46:34.416]  Plant them now or store them for when you really need them.
[01:46:34.896 --> 01:46:44.560]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:46:44.560 --> 01:46:45.981]  Garden in a can.
[01:46:45.981 --> 01:46:47.182]  It's that simple.
[01:46:47.182 --> 01:46:47.882]  Fresh.
[01:46:47.882 --> 01:46:48.762]  Healthy.
[01:46:48.762 --> 01:46:49.583]  Easy.
[01:46:49.583 --> 01:46:53.924]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:46:53.924 --> 01:46:54.805]  Ready when you are.
[01:46:55.496 --> 01:46:59.578]  Stop procrastinating and start preparing with Garden In A Can.
[01:46:59.578 --> 01:47:03.059]  For more details visit GardenInACan.com today.
[01:47:03.059 --> 01:47:04.319]  That's GardenInACan.com.
[01:47:04.319 --> 01:47:04.819]  Or call 866-598-7396.
[01:47:04.819 --> 01:47:05.180]  866-598-7396.
[01:47:05.180 --> 01:47:07.060]  Are you tired of searching for great talk radio?
[01:47:07.060 --> 01:47:07.540]  Search no more.
[01:47:07.540 --> 01:47:08.141]  We are the GCN Radio Network.
[01:47:25.401 --> 01:47:30.066]  And then we're going to go to Chris, Mark, and others in this final segment.
[01:47:30.066 --> 01:47:31.807]  It's the Alex Jones Show.
[01:47:31.807 --> 01:47:34.270]  I really wanted to report on this just because I don't know what to make of it.
[01:47:34.270 --> 01:47:36.191]  That's right, I don't know what to make of it.
[01:47:36.191 --> 01:47:39.114]  Iran defuses homemade bomb on plane.
[01:47:39.114 --> 01:47:44.199]  Security personnel defused a homemade bomb found on an aircraft during a domestic flight in Iran late Saturday.
[01:47:44.199 --> 01:47:48.944]  Iranian media said two days after a mosque bombing killed 25 people in the country's southeast.
[01:47:49.845 --> 01:47:59.652]  The incident occurred less than two weeks before the Islamic Republic holds a presidential election in which conservative incumbent Mahmoud Ahmadinejad faces a challenge from reformers.
[01:47:59.652 --> 01:48:06.857]  The enemies want to create a security threat environment before the country's presidential election and to create hopelessness among the people.
[01:48:06.857 --> 01:48:15.483]  The official IRNA news agency quoted Mahmoud Hassan Kazemi, a commander in the elite Revolutionary Guard in charge of aviation security, as saying,
[01:48:16.812 --> 01:48:22.697]  The semi-official Fars News Agency... What's this?
[01:48:22.697 --> 01:48:23.318]  It kind of goes off.
[01:48:23.318 --> 01:48:29.083]  The plot was unsuccessful due to the security forces' awareness and those behind it were arrested.
[01:48:29.083 --> 01:48:30.464]  So I want to see where that goes.
[01:48:30.464 --> 01:48:33.166]  I haven't heard about it much in the Western media.
[01:48:33.166 --> 01:48:35.828]  Definitely worth looking into.
[01:48:35.828 --> 01:48:38.651]  Extra US troops in Afghanistan by mid-July.
[01:48:40.174 --> 01:48:42.675]  That's right, you thought we were getting out of the war in the Middle East?
[01:48:42.675 --> 01:48:44.276]  That is a big joke!
[01:48:44.276 --> 01:48:46.658]  I mean, it is... It's a real sick joke.
[01:48:46.658 --> 01:48:48.038]  It's not very funny.
[01:48:48.038 --> 01:48:52.261]  But if you thought that Obama was going to get us out of the war, you were sadly mistaken.
[01:48:52.261 --> 01:48:56.503]  Remember back in 2006, the Democrats won Congress, they were going to save us?
[01:48:56.503 --> 01:48:58.364]  That's right, they were going to save us!
[01:48:58.364 --> 01:49:01.406]  Oh, Nancy Pelosi was going to come in with the rest of them!
[01:49:01.406 --> 01:49:03.187]  We were going to get out of the war.
[01:49:03.187 --> 01:49:04.147]  And then that didn't happen.
[01:49:04.147 --> 01:49:07.729]  Then Barack Obama came in and he said, don't worry, we have a plan, I'm going to save you.
[01:49:07.729 --> 01:49:08.790]  We're going to get out of the war.
[01:49:09.540 --> 01:49:15.322]  Well, now they're sending even more troops into Afghanistan.
[01:49:15.322 --> 01:49:20.064]  It says 17,000 extra troops are being sent to fight a growing Taliban-led insurgency.
[01:49:20.064 --> 01:49:22.665]  Oh, we have new Taliban insurgents!
[01:49:22.665 --> 01:49:24.566]  More Al-Qaeda in Afghanistan!
[01:49:24.566 --> 01:49:27.547]  We are so gullible, folks.
[01:49:27.547 --> 01:49:29.868]  Notice we're not hearing about the insurgents in Iraq anymore.
[01:49:29.868 --> 01:49:31.408]  Now they're in Afghanistan.
[01:49:31.408 --> 01:49:32.449]  It's made up.
[01:49:32.449 --> 01:49:33.489]  It's fairy tales.
[01:49:33.489 --> 01:49:38.811]  These insurgents are people who are sick of the military killing and raping their women.
[01:49:39.836 --> 01:49:47.421]  As the videos and photographs show at the detention centers in Guantanamo Bay and in Iraq.
[01:49:47.421 --> 01:49:48.762]  That's what's happening.
[01:49:48.762 --> 01:49:50.564]  Put the big boy pants on.
[01:49:50.564 --> 01:49:52.385]  Realize the truth.
[01:49:52.385 --> 01:50:00.831]  Remember, according to Barack Obama's official plan now, we're going to have combat troops in Iraq till the end of 2011, December 2011.
[01:50:00.831 --> 01:50:05.654]  But then when the combat troops leave, we're still going to have 50,000 non-combat troops there.
[01:50:05.854 --> 01:50:09.076]  Which is a joke, because there's no such thing as a non-combat troop.
[01:50:09.076 --> 01:50:11.497]  They're in the military, they have a weapon, guess what?
[01:50:11.497 --> 01:50:12.538]  They can shoot somebody.
[01:50:12.538 --> 01:50:14.279]  They're a combat troop.
[01:50:14.279 --> 01:50:16.680]  And we'll be lucky if it's down to 50,000 by then.
[01:50:16.680 --> 01:50:18.101]  They want to expand this war.
[01:50:18.101 --> 01:50:22.784]  They want this Eurasian Union to accompany their European Union.
[01:50:22.784 --> 01:50:28.127]  And their emerging North American Union for their New World Order.
[01:50:28.127 --> 01:50:32.129]  It comes out of their mouth so frequently, I don't understand when I say it,
[01:50:32.689 --> 01:50:33.369]  It's made up.
[01:50:33.369 --> 01:50:34.410]  It doesn't exist.
[01:50:34.410 --> 01:50:37.490]  You're a tinfoil hat wearing conspiracy theorist, Jason.
[01:50:37.490 --> 01:50:42.152]  But when someone like Gordon Brown says it at the G20 on a global stage... Yes, yes!
[01:50:42.152 --> 01:50:42.952]  Oh, we love you, Gordon!
[01:50:42.952 --> 01:50:44.532]  Yes, yes!
[01:50:44.532 --> 01:50:46.093]  Alright, let's go to some callers.
[01:50:46.093 --> 01:50:48.754]  Let's take Chris in Kentucky.
[01:50:48.754 --> 01:50:50.194]  Chris, you're on the line.
[01:50:50.194 --> 01:50:50.814]  Hey, Jason.
[01:50:50.814 --> 01:50:51.354]  How you doing?
[01:50:51.354 --> 01:50:52.155]  Good.
[01:50:52.155 --> 01:50:53.255]  Thanks for taking my call.
[01:50:54.477 --> 01:50:58.982]  Here in Louisville, Kentucky, it's getting worse with this Kentucky Derby issue.
[01:50:58.982 --> 01:51:03.567]  I mean, we're seeing more and more military every year.
[01:51:03.567 --> 01:51:11.335]  And the news media propagandizes how safe the military and the police, with the Louisville Police Department, are just keeping it safe out here.
[01:51:11.335 --> 01:51:14.199]  And they just do these little show babes out on ARC.
[01:51:15.169 --> 01:51:16.230]  Oh, isn't this wonderful?
[01:51:16.230 --> 01:51:21.615]  I'll just tell you, where is the minds of these people that don't realize what they're getting into?
[01:51:21.615 --> 01:51:24.098]  And I want to also bring up something else about the cell phones.
[01:51:24.098 --> 01:51:26.840]  The cell phone tapping, Alex is absolutely right.
[01:51:26.840 --> 01:51:30.364]  If we go to war, look how many young people have cell phones.
[01:51:30.364 --> 01:51:32.986]  They're going to be tracked for a draft.
[01:51:32.986 --> 01:51:36.489]  They're going to be tracked everywhere and followed until you go to war.
[01:51:36.489 --> 01:51:38.111]  Don't they realize what's coming?
[01:51:38.723 --> 01:51:39.944]  People are just blind, man.
[01:51:39.944 --> 01:51:45.027]  They think that their iPhone applications are the coolest thing in the world, so they're just ready to give it up, give it all up.
[01:51:45.027 --> 01:51:56.855]  But they don't understand that, listen, not only does it track and trace you, now a lot of local news agencies are picking up on the fact that if you turn your phone off, they can still tap into it and get the sound from it, so you're talking in a conversation.
[01:51:56.855 --> 01:51:58.696]  Your phone's not even on!
[01:51:58.696 --> 01:52:00.778]  It can be used to listen in to what you're doing.
[01:52:00.778 --> 01:52:02.179]  You have to take the battery out.
[01:52:02.179 --> 01:52:04.500]  If we had more time, we would be playing one of those clips.
[01:52:04.500 --> 01:52:05.781]  I thank you for the call, Chris.
[01:52:05.781 --> 01:52:07.963]  Let's jump to Mark in Florida.
[01:52:07.963 --> 01:52:08.603]  Mark, you're on the air.
[01:52:09.564 --> 01:52:10.945]  Hey, how you doing Jason?
[01:52:10.945 --> 01:52:12.167]  Good.
[01:52:12.167 --> 01:52:12.687]  Good.
[01:52:12.687 --> 01:52:18.953]  I just wanted to talk to Alex and you about this fellow Kevin Trudeau.
[01:52:18.953 --> 01:52:23.638]  I'm not really very impressed with him at all.
[01:52:23.638 --> 01:52:29.344]  And I know that everybody has their freedom of speech.
[01:52:29.344 --> 01:52:31.606]  What specifically do you think is wrong with Mr. Trudeau?
[01:52:32.828 --> 01:52:41.315]  Well, all I know is that my wife went off her meds and she died and next to her bed was one of his books.
[01:52:41.315 --> 01:52:45.079]  Now, what was the condition of your wife?
[01:52:45.079 --> 01:52:45.379]  What?
[01:52:45.379 --> 01:52:46.580]  What was the condition of your wife?
[01:52:46.580 --> 01:52:47.841]  In other words, what was she taking meds for?
[01:52:47.841 --> 01:52:54.407]  She was real sick and she was on a bunch of meds that we had put her on and they were making her really sick and made her feel really bad.
[01:52:55.482 --> 01:53:01.305]  And, uh, she just felt like, uh, she had to go, you know, I think she, I think that was the impetus.
[01:53:01.305 --> 01:53:06.908]  So what was the underlying condition that this woman had that she was on all these medications, sir?
[01:53:06.908 --> 01:53:20.656]  Well, she had, that's another story that might take a little while, but she had pulmonary hypertension that had, she'd never smoked a cigarette in her life, but she had autoimmune disorders, which may have stemmed from Henry Kissinger,
[01:53:22.958 --> 01:53:30.881]  Making sure that her class in college got injections with a particular flu type of vaccine.
[01:53:30.881 --> 01:53:35.683]  Well, there's no doubt that Kissinger is one of their lead eugenicists, one of the guys that really puts it on paper.
[01:53:35.683 --> 01:53:39.025]  A huge think tanker for the elite, if you will, and I thank you for the call.
[01:53:39.025 --> 01:53:41.786]  But, you know, I've read the Natural Cures book.
[01:53:41.786 --> 01:53:44.767]  Not the whole thing, but now that it's in the office, I've been going through it.
[01:53:44.767 --> 01:53:49.149]  And it really does have some of the simplest, best ways for you to stay healthy.
[01:53:49.149 --> 01:53:50.230]  Now, I'm not a doctor.
[01:53:50.530 --> 01:53:52.111]  I don't know what your wife's conditions were.
[01:53:52.111 --> 01:53:55.093]  I don't know what pills she was on, what kind of medications.
[01:53:55.093 --> 01:53:57.614]  I'm not anti every kind of medication out there.
[01:53:57.614 --> 01:54:00.596]  However, when you put your kids on Ritalin, what are you thinking?
[01:54:00.596 --> 01:54:09.601]  I had to watch this commercial for Ambien CR yet again last night where literally for 45 seconds they talked about the side effects of suicide and depression and
[01:54:10.061 --> 01:54:10.782]  Yeah, hey Jason, how are you?
[01:54:40.128 --> 01:54:48.494]  Listen, I woke up probably about four years ago to all this, and thanks to you and Alex and everything, it's all starting to make a lot of sense.
[01:54:48.494 --> 01:54:52.536]  My father's in finance, and those people in that generation still don't get it.
[01:54:52.536 --> 01:54:55.238]  They still deny all this is going on.
[01:54:55.238 --> 01:54:59.501]  But I see the Canadian dollar really rallying right now, and against the U.S.
[01:54:59.501 --> 01:55:01.242]  dollar, which is finally showing that the U.S.
[01:55:01.242 --> 01:55:02.803]  dollar is fiat currency.
[01:55:02.803 --> 01:55:04.124]  It's got nothing behind it.
[01:55:04.124 --> 01:55:04.924]  What's the rate right now?
[01:55:04.924 --> 01:55:05.725]  What's the exchange rate?
[01:55:06.286 --> 01:55:10.771]  Well, it's about $0.91, $0.90 Canadian to the U.S.
[01:55:10.771 --> 01:55:17.458]  So, you know, Canadians, we're doing really well, but our finance minister is saying he's really worried about it, and everyone's worried about it.
[01:55:17.458 --> 01:55:24.726]  You know, I send money out of the country all the time, and it's good for me, but this is really going to show, I think, you know, your dollar's going to collapse really soon.
[01:55:24.726 --> 01:55:25.887]  This is the Emerald coming in.
[01:55:26.658 --> 01:55:34.243]  The one thing is, I read about it's going to take a while to get enough currency in circulation to cover America, Canada, and Mexico.
[01:55:34.243 --> 01:55:52.596]  Well, I agree, but I think with a collapse, it's going to be a lot easier for them to bring in, I would say, international law and really take away the sovereignty of the United States again, amalgamate our laws with that of Canada and Mexico, and it's already happened to a certain extent with the passage of NAFTA and CAFTA, but with this new judge, Sotomayor,
[01:55:52.896 --> 01:55:57.698]  I mean, she's totally pro-North American Union, totally pro-SPP.
[01:55:57.698 --> 01:56:05.260]  You can tell by her positions in La Raza, you can tell by her statements, and you can tell that she's a team player because she's so anti-gun.
[01:56:05.260 --> 01:56:08.821]  And I think she's going to put a nice face on this for the American people.
[01:56:08.821 --> 01:56:12.182]  And, you know, a lot of people are talking about this imminent crash of the dollar.
[01:56:12.182 --> 01:56:15.904]  I mean, we had Lindsey Williams on about two or three months ago.
[01:56:15.904 --> 01:56:16.984]  He said it was going to happen.
[01:56:17.464 --> 01:56:17.745]  I don't
[01:56:35.757 --> 01:56:40.159]  Precious metals are the way to go if you actually want to have inherent wealth.
[01:56:40.159 --> 01:56:42.341]  In other words, you want to get past this.
[01:56:42.341 --> 01:56:46.943]  You want to have something that's worth an actual value after they crash the dollar.
[01:56:46.943 --> 01:56:48.284]  You want to be able to get out of the country.
[01:56:48.284 --> 01:56:49.884]  You want to be able to feed your family.
[01:56:49.884 --> 01:56:52.246]  Now's the time to invest in gold and silver.
[01:56:52.246 --> 01:56:53.606]  MidasResources.com.
[01:56:53.606 --> 01:56:54.547]  You got anything else for me, Rob?
[01:56:55.339 --> 01:57:03.585]  Um, just yeah, the fact that, you know, even if Amaro does come in, everyone's talking now about going past it to the whole cashless society.
[01:57:03.585 --> 01:57:05.667]  I mean, we might not even need to have the Amaro.
[01:57:05.667 --> 01:57:08.269]  It's just going to be, you know, everyone's got to take their cell phone.
[01:57:08.269 --> 01:57:10.550]  They buy everything that way and you're completely tracked.
[01:57:10.550 --> 01:57:12.011]  So I agree with that.
[01:57:12.011 --> 01:57:14.733]  One thing I'm going to add is I got property in Panama.
[01:57:14.733 --> 01:57:16.635]  When the shit hits the fan, I'm out of here.
[01:57:16.635 --> 01:57:16.995]  All right.
[01:57:16.995 --> 01:57:17.536]  Thank you, sir.
[01:57:17.536 --> 01:57:19.077]  Thank you.
[01:57:19.077 --> 01:57:21.939]  You know, folks, the bottom line is right now,
[01:57:22.833 --> 01:57:25.014]  The economy is going to hell in a handbasket.
[01:57:25.014 --> 01:57:26.734]  And they can call it a recession.
[01:57:26.734 --> 01:57:34.917]  Folks have already been on TV saying this is the worst economic depression since the Great Depression back in the late 20s.
[01:57:34.917 --> 01:57:36.077]  And that is the truth.
[01:57:36.077 --> 01:57:37.618]  And it's only going to get worse.
[01:57:37.618 --> 01:57:39.859]  You ain't seen nothing yet.
[01:57:39.859 --> 01:57:43.260]  And that's why they built this infrastructure with the GIVE Act.
[01:57:43.260 --> 01:57:46.781]  That's why City Year is out, ready to pledge on September 11th.
[01:57:47.916 --> 01:57:50.520]  To join us, because we want change.
[01:57:50.520 --> 01:57:51.602]  Join Gandhi!
[01:57:51.602 --> 01:57:52.844]  Join Mother Teresa!
