[00:00:04.776 --> 00:00:06.758]  Worldwide transmission.
[01:42:03.785 --> 01:42:12.171]  But again, it doesn't surprise me, because pedophiles are predators, and they're going to go wherever the hunting is best to satisfy their sick
[01:42:22.582 --> 01:42:23.683]  Well said, Governor.
[01:42:23.683 --> 01:42:24.504]  You're absolutely right.
[01:42:24.504 --> 01:42:27.147]  I just wanted to repeat what you said privately on the phone yesterday.
[01:42:27.147 --> 01:42:28.528]  And yes, that is the case, folks.
[01:42:28.528 --> 01:42:30.370]  It is a pedophile epidemic.
[01:42:30.370 --> 01:42:32.312]  The Congresswoman is exposing it.
[01:42:32.312 --> 01:42:33.494]  This is really coming out.
[01:42:34.935 --> 01:42:37.376]  These are abusers, and they're not all pedophiles.
[01:42:37.376 --> 01:42:39.498]  Some of them like good-looking women.
[01:42:39.498 --> 01:42:41.579]  I got one in Las Vegas who clearly liked men.
[01:42:41.579 --> 01:42:46.001]  I mean, it is disgusting.
[01:42:46.001 --> 01:42:52.024]  All right, that concludes excerpts of my interview with former Minnesota Governor Jesse Ventura earlier in the week.
[01:42:52.024 --> 01:42:58.008]  When we come back, my analysis of the Transhumanist 2045 U.N.
[01:42:58.008 --> 01:42:59.148]  meeting.
[01:42:59.148 --> 01:43:00.289]  Powerful info straight ahead.
[01:43:02.213 --> 01:43:17.679]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:43:17.679 --> 01:43:21.360]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:43:22.392 --> 01:43:35.143]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:43:35.143 --> 01:43:42.408]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:43:43.089 --> 01:43:53.473]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:43:53.473 --> 01:43:57.395]  As well, we are always ready to answer any questions you may have.
[01:43:57.395 --> 01:44:01.157]  That's www.SilverLungs.com.
[01:44:01.157 --> 01:44:05.578]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:44:05.578 --> 01:44:09.300]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:44:09.720 --> 01:44:13.721]  Every day we document the attempts to take control of our lives.
[01:44:13.721 --> 01:44:15.921]  But there's one thing we can all control.
[01:44:15.921 --> 01:44:17.542]  Your greatest dependency.
[01:44:17.542 --> 01:44:18.282]  Food.
[01:44:18.282 --> 01:44:25.884]  eFoodsDirect products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:44:25.884 --> 01:44:28.404]  This food is nutrient dense and tastes great.
[01:44:28.404 --> 01:44:32.445]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:44:32.445 --> 01:44:36.046]  Now with eFoodsDirect you'll get the most affordable, best tasting food you can buy.
[01:44:36.326 --> 01:44:41.128]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:44:41.128 --> 01:44:45.050]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:44:45.050 --> 01:44:50.893]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:44:50.893 --> 01:44:52.474]  Don't let this offer pass you by.
[01:44:52.474 --> 01:44:57.857]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:44:57.857 --> 01:45:00.018]  More the best, for less guaranteed.
[01:45:00.798 --> 01:45:06.280]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:45:06.280 --> 01:45:08.700]  Start purifying your water with ProPure.
[01:45:08.700 --> 01:45:17.803]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:45:17.803 --> 01:45:21.244]  Its filters are silver impregnated to prevent bacterial growth.
[01:45:21.244 --> 01:45:22.944]  There's no priming required.
[01:45:22.944 --> 01:45:25.205]  It's NSF-42 certified.
[01:45:25.205 --> 01:45:27.706]  Optional fluoride filters can reduce fluoride up to 95%.
[01:45:28.766 --> 01:45:30.307]  Easy to set up and use.
[01:45:30.307 --> 01:45:31.728]  Doesn't require electricity.
[01:45:31.728 --> 01:45:34.890]  Purify water from lakes, streams, ponds, and wells.
[01:45:34.890 --> 01:45:38.272]  This filter system leaves in beneficial minerals, which is key.
[01:45:38.272 --> 01:45:40.173]  Save money by not buying bottled water.
[01:45:40.173 --> 01:45:42.414]  And avoid BPA that leaches from the plastic.
[01:45:42.414 --> 01:45:45.156]  ProPure is the best gravity-fed filter out there.
[01:45:45.156 --> 01:45:46.717]  It's what my family uses.
[01:45:46.717 --> 01:45:50.039]  Infowars.com already has the lowest price on ProPure.
[01:45:50.039 --> 01:45:55.582]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:45:55.882 --> 01:46:01.126]  You can also call to order 888-253-3139.
[01:46:01.126 --> 01:46:07.771]  When you're out on the road, the last place you want to be is on the road.
[01:46:07.771 --> 01:46:12.915]  But if the unfortunate happens, you'll be glad you were wearing Diamond Gussets.
[01:46:12.915 --> 01:46:21.641]  There's a place down in Tennessee where they make blue Diamond Gusset jeans.
[01:46:21.641 --> 01:46:24.003]  They sew pride in every stitch.
[01:46:25.691 --> 01:46:27.909]  I guarantee you'll love the way they fit.
[01:46:39.798 --> 01:46:41.939]  We turn jeans inside out.
[01:46:41.939 --> 01:46:43.720]  Diamond Gusset Jeans.
[01:46:43.720 --> 01:46:46.621]  Made in the USA with unparalleled quality.
[01:46:46.621 --> 01:46:53.244]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:46:53.244 --> 01:46:55.945]  Order yours at gusset.com.
[01:46:55.945 --> 01:46:58.306]  Diamond Gusset Jeans got it.
[01:46:58.306 --> 01:46:59.167]  Others don't.
[01:47:02.188 --> 01:47:05.789]  Coast to coast, direct from Austin.
[01:47:05.789 --> 01:47:12.850]  You're listening to the Alex Jones Broadcasting Network.
[01:47:12.850 --> 01:47:18.871]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[01:47:18.871 --> 01:47:23.252]  You're listening to the Alex Jones Show.
[01:47:23.252 --> 01:47:27.452]  Yes it is, Central Texas.
[01:47:27.452 --> 01:47:29.893]  Central Texas, my friends, thank you so much.
[01:47:31.505 --> 01:47:35.428]  Or joining us on this Sunday edition, 17th of June, 2012.
[01:47:35.428 --> 01:47:43.275]  I want to play a promo that ran a few months ago.
[01:47:43.275 --> 01:47:47.238]  I played part of this earlier in the week, but I want to play it all end-to-end right now.
[01:47:47.238 --> 01:47:51.562]  Of a UN conference put on in Moscow two months ago, and Ray Kurzweil was there.
[01:47:52.273 --> 01:47:57.476]  And they just openly announced world government, the end of humanities, we know it, merging with technology.
[01:47:57.476 --> 01:48:03.919]  I just want to point out that all of this technology is being piggybacked with back doors of control.
[01:48:03.919 --> 01:48:09.342]  And that most autopsies they do now, they find nanotech in people's brains that is in processed foods.
[01:48:09.342 --> 01:48:10.143]  I mean, this is crazy.
[01:48:10.623 --> 01:48:21.869]  I saw an article on Friday in the French news agency where, again, the baby formula being shipped all over the world from China has mercury in it, not just melamine.
[01:48:21.869 --> 01:48:23.609]  And what is the response to the FDA?
[01:48:23.609 --> 01:48:24.490]  Look this up.
[01:48:24.490 --> 01:48:26.171]  They go, well, melamine's not bad for you.
[01:48:26.171 --> 01:48:28.872]  No, it just kills you, causes organ failure.
[01:48:28.872 --> 01:48:30.733]  And hey, mercury is good for your brain.
[01:48:30.733 --> 01:48:34.195]  I mean, I got local CBS News saying mercury's good for your brain on tape.
[01:48:34.195 --> 01:48:34.995]  I've played it here before.
[01:48:34.995 --> 01:48:36.296]  This is Twilight Zone.
[01:48:37.176 --> 01:48:40.537]  The globalists are deciding to take control of our evolutionary development.
[01:48:40.537 --> 01:48:43.738]  I thought you might want to have a choice or at least a debate about that.
[01:48:43.738 --> 01:48:48.539]  I know it's not as important as dancing with the stars or acting cool in front of, you know, your neighbors.
[01:48:48.539 --> 01:48:49.799]  I mean, I do it too.
[01:48:49.799 --> 01:48:54.941]  But we've got to get out of the shallow Madison Avenue mode if we're ever going to have any basic freedom in this society.
[01:48:55.581 --> 01:49:02.329]  So here is the utopia offered by the UN as they chart this course.
[01:49:02.329 --> 01:49:05.933]  And what's crazy is it's not a utopia, it's a dystopia.
[01:49:05.933 --> 01:49:08.256]  And they know it full well.
[01:49:08.256 --> 01:49:09.757]  So here it is.
[01:49:09.757 --> 01:49:10.799]  Transhumanism 2045.
[01:49:13.308 --> 01:49:15.990]  The world is on the verge of global change.
[01:49:15.990 --> 01:49:19.993]  The speed of data transmission has increased by multiples of millions.
[01:49:19.993 --> 01:49:26.278]  The rate of globally significant events, and that of discoveries and crises, is growing exponentially.
[01:49:26.278 --> 01:49:34.845]  Our civilization is like an uncapped in ship, sailing on rough seas with neither chart nor compass, all the while moving faster and faster.
[01:49:35.265 --> 01:49:39.308]  The time we have to make the right decisions is shorter and shorter.
[01:49:39.308 --> 01:49:52.980]  We are facing the choice to fall into a new dark age, into affliction and degradation, or to find a new model for human development and create not simply a new civilization, but a new mankind.
[01:49:52.980 --> 01:49:57.664]  Historic crises show that to break the deadlock, we need technological revolution.
[01:49:58.204 --> 01:50:03.826]  It is clear that today's revolution will also require the deepest social transformation.
[01:50:03.826 --> 01:50:12.029]  The world's community and leaders should encourage mankind, instead of wasting resources on solving momentary problems.
[01:50:12.029 --> 01:50:14.170]  To focus on the technologies of the future.
[01:50:14.170 --> 01:50:16.710]  Nanotechnology.
[01:50:16.710 --> 01:50:18.211]  Biotechnology.
[01:50:18.211 --> 01:50:20.092]  Information technology.
[01:50:20.092 --> 01:50:21.692]  Cognitive technology.
[01:50:21.692 --> 01:50:23.353]  Genetics and robotics.
[01:50:24.113 --> 01:50:48.899]  Doing so will allow us to find new sources of energy, create fundamentally new architecture and transportation, allow unprecedented developments of human cognitive abilities, refine artificial intelligences, and brain-computer interfaces, simulate complex systems, create humanoid robots and cyborgs, and with the help of nanorobots, we may develop manageable matter.
[01:50:49.779 --> 01:50:55.983]  Find ways to transfer one's personality to an artificial carrier.
[01:50:55.983 --> 01:51:02.107]  Yet what we need is not just another technological revolution, but a new civilizational paradigm.
[01:51:02.107 --> 01:51:09.792]  We need new philosophy and ideology, new ethics, new culture and new psychology, and even new metaphysics.
[01:51:09.792 --> 01:51:16.397]  We must reset our limits, go beyond ourselves, beyond the Earth, and beyond the solar system.
[01:51:16.397 --> 01:51:19.259]  This is an adequate response to the challenges of our time.
[01:51:19.940 --> 01:51:23.945]  Thus, new reality and future man will arise.
[01:51:23.945 --> 01:51:26.429]  Could it happen spontaneously, by itself?
[01:51:27.452 --> 01:51:28.993]  Unlikely.
[01:51:28.993 --> 01:51:32.434]  Humanity does not have a master plan of its development.
[01:51:32.434 --> 01:51:33.854]  It seeks stability.
[01:51:33.854 --> 01:51:36.115]  It lives in the present and does not plan.
[01:51:36.115 --> 01:51:39.536]  It preserves the status quo and tries to escape development.
[01:51:39.536 --> 01:51:44.218]  It does not tend to map future centuries and take responsibility for evolution.
[01:51:44.218 --> 01:51:49.400]  In consumer society's culture, there is no evolutionary vocabulary and rhetoric.
[01:51:52.813 --> 01:51:57.238]  To break the deadlock, the Russia 2045 movement was founded.
[01:51:57.238 --> 01:52:01.082]  It is a mega project, intended to reach new heights and meanings.
[01:52:02.472 --> 01:52:08.837]  We intend to create a new vector for civilization, aimed at constant human development and evolution.
[01:52:08.837 --> 01:52:18.304]  As happened with the megaprojects of the last century, the nuclear and the space programs, we integrate the latest discoveries and developments from the sciences.
[01:52:18.304 --> 01:52:26.530]  Physics, energetics, aeronautics, bioengineering, nanotechnology, neurology, cybernetics, cognitive science.
[01:52:27.390 --> 01:52:32.852]  May everlasting spiritual ideals and values help us avoid going astray.
[01:52:32.852 --> 01:52:41.715]  Our project will give new meanings to the millions of people on Earth, will become a result of their joint creativity, and will lead us out of the impasse.
[01:52:41.715 --> 01:52:53.600]  Away from the murder of nature and physical death, forward to the realm of freedom and creativity, to the depths of the ocean and to the stars, to the infinite universe of our inner world.
[01:52:54.740 --> 01:52:57.482]  Our forecast for the next 40 years.
[01:52:57.482 --> 01:52:57.922]  February 2012.
[01:52:57.922 --> 01:53:03.746]  Global Future 2045 Congress is held in Moscow.
[01:53:03.746 --> 01:53:10.331]  It is a debate platform for discussion of our civilization's prospects for development.
[01:53:10.331 --> 01:53:11.492]  2012 to 2013.
[01:53:11.492 --> 01:53:16.355]  The global economic and social crises are exacerbated.
[01:53:16.355 --> 01:53:19.838]  The debates on the global paradigm of future development intensifies.
[01:53:20.939 --> 01:53:24.241]  New transhumanist movements and parties emerge.
[01:53:24.241 --> 01:53:28.884]  Russia 2045 transforms into World 2045.
[01:53:28.884 --> 01:53:35.488]  Simultaneously, the 2045.com international social network for open innovation is expanding.
[01:53:35.488 --> 01:53:41.872]  Here, anyone interested may propose a project, take part in working on it, or fund it, or both.
[01:53:41.872 --> 01:53:47.075]  In the network, there are scientists, scholars, researchers, financiers, and managers.
[01:53:48.533 --> 01:53:50.114]  2013 to 2014.
[01:53:50.114 --> 01:53:57.680]  New centers working on cybernetic technologies for the development of radical life extension rise.
[01:53:57.680 --> 01:54:01.823]  The race for immortality starts.
[01:54:01.823 --> 01:54:02.063]  2015 to 2020.
[01:54:02.063 --> 01:54:04.945]  The avatar is created.
[01:54:04.945 --> 01:54:10.088]  A robotic human copy controlled by thought via brain-computer interface.
[01:54:10.088 --> 01:54:12.650]  It becomes as popular as a car.
[01:54:12.650 --> 01:54:17.273]  In Russia and in the world appear, in testing mode, several breakthrough projects.
[01:54:18.294 --> 01:54:21.998]  Android robots to replace people in manufacturing tasks.
[01:54:21.998 --> 01:54:25.242]  Android robot servants for every home.
[01:54:25.242 --> 01:54:32.951]  Thought-controlled avatars to provide telepresence in any place in the world and abolish the need for business trips.
[01:54:32.951 --> 01:54:34.453]  Flying cars.
[01:54:34.453 --> 01:54:38.838]  Thought-driven mobile communications built into the body or sprayed onto the skin.
[01:54:41.463 --> 01:54:50.947]  From 2020 to 2025, an autonomous system providing life support for the brain and allowing it interaction with the environment is created.
[01:54:50.947 --> 01:54:54.268]  The brain is transplanted into an Avatar Bee.
[01:54:54.268 --> 01:54:58.230]  With Avatar Bee, man receives new, expanded life.
[01:54:58.230 --> 01:55:08.134]  2025, the new generation of avatars provides complete transmission of sensations from all five sensory robot organs to the operator.
[01:55:10.354 --> 01:55:12.235]  2030 to 2035.
[01:55:12.235 --> 01:55:13.315]  Rebrain.
[01:55:13.315 --> 01:55:17.336]  The colossal project of brain reverse engineering is implemented.
[01:55:17.336 --> 01:55:22.278]  World science comes very close to understanding the principles of consciousness.
[01:55:22.278 --> 01:55:22.358]  2035.
[01:55:22.358 --> 01:55:28.399]  The first successful attempt to transfer one's personality to an alternative carrier.
[01:55:28.399 --> 01:55:31.400]  The epoch of cybernetic immortality begins.
[01:55:34.461 --> 01:55:37.244]  2040 to 2050.
[01:55:37.244 --> 01:55:42.989]  Bodies made of nanorobots that can take any shape arise alongside hologram bodies.
[01:55:42.989 --> 01:55:43.630]  2045 to 2050.
[01:55:43.630 --> 01:55:45.111]  Drastic changes in social structure.
[01:55:49.415 --> 01:55:56.057]  And in scientific and technological development, all the prerequisites for space expansion are established.
[01:55:56.057 --> 01:56:00.439]  For the man of the future, war and violence are unacceptable.
[01:56:00.439 --> 01:56:05.880]  The main priority of his development is spiritual self-improvement.
[01:56:05.880 --> 01:56:08.581]  A new era dawns.
[01:56:08.581 --> 01:56:11.082]  The era of Neo-Humanity.
[01:56:13.510 --> 01:56:15.471]  Do you know what transhumanism is?
[01:56:15.471 --> 01:56:18.173]  It's got a lot of camp followers that don't really know.
[01:56:18.173 --> 01:56:25.759]  Aldous Huxley, Julian Huxley's brother who ran the UN at UNESCO in the 50s said that Hitler had made eugenics look bad.
[01:56:25.759 --> 01:56:28.681]  And so they made the decision to call it transhumanism.
[01:56:28.681 --> 01:56:33.825]  It's basically the total enslavement of humanity dressed up as trendy and cool.
[01:56:33.825 --> 01:56:36.166]  Well, that's it for this Sunday transmission.
[01:56:36.166 --> 01:56:37.687]  See you back live tomorrow, 11 a.m.
[01:56:37.687 --> 01:56:40.209]  Central and at Infowars.com.
[01:56:40.209 --> 01:56:41.050]  God bless you all.
[01:56:45.998 --> 01:56:46.318]  We're good to go.
[01:57:25.848 --> 01:57:27.190]  Yeah.
